State,First / Middle Name,Last Name,Year,Office,Party,Result
California,Eleanore E.,Parker,1980,California's 45th Assembly District,(R),lost
California,Erlinda Rodriguez,Parker,1988,California's 73rd Assembly District,(D),lost
California,Eustace,Parker,1857,California's 19th Assembly District,(D),won
California,Force,Parker,1912,California's 62nd Assembly District,(D),lost
California,Glenn C.,Parker,1970,California's 52nd Assembly District,(AI),lost
California,H. G.,Parker,1861,California's 15th Assembly District,(UD),won
California,Howard Q.,Parker,1948,California's 11th Assembly District,(D),lost
California,Howard Q.,Parker,1950,California's 11th Assembly District,(D),won
California,Ivan H.,Parker,1916,California's 9th Assembly District,(R),won
California,Ivan H.,Parker,1918,California's 9th Assembly District,(R),won
California,Ivan H.,Parker,1920,California's 9th Assembly District,(R),won
California,J. E.,Parker,1873,California's 12th Assembly District,(D),won
California,McClure H.,Parker,1904,California's 72nd Assembly District,(S),lost
California,"Robert V. ""Bob""",Parker,2006,California's 1st Assembly District,(W/I),lost
California,S. D.,Parker,1859,Clerk of the Supreme Court,(R),lost
California,S. N.,Parker,1863,California's 13th Assembly District,(U),won
California,Samuel H.,Parker,1858,California's 5th Senate District,(R),won
California,William Boyd,Parker,1884,California's 19th Senate District,(R),won
California,King E.,Parker Jr.,1960,California's 17th Senate District,(R),lost
California,Lynn,Parkhurst,1976,California's 80th Assembly District,(R),lost
California,George C.,Parkinson,1884,California's 9th Senate District,(R),won
California,Oscar C.,Parkinson,1920,California's 20th Assembly District,(R),won
California,"William J. ""Bill""",Parkinson,1982,California's 21st Assembly District,(L),lost
California,Harry L.,Parkman,1926,California's 42nd Assembly District,(R),won
California,Harry L.,Parkman,1928,California's 42nd Assembly District,(R),won
California,Harry L.,Parkman,1930,California's 19th Assembly District,(R),won
California,Harry L.,Parkman,1932,California's 21st Senate District,(R),won
California,Harry L.,Parkman,1936,California's 21st Senate District,(R),won
California,Harry L.,Parkman,1940,California's 21st Senate District,(R),won
California,Harry L.,Parkman,1944,California's 21st Senate District,(R),won
California,Harry L.,Parkman,1948,California's 21st Senate District,(R),won
California,Harry L.,Parkman,1952,California's 21st Senate District,(R),won
California,Rob,Parks,1992,California's 26th Assembly District,(L),lost
California,Rob,Parks,1994,California's 26th Assembly District,(L),lost
California,Virgil,Parks,2000,California's 2nd Assembly District,(D),lost
California,William H.,Parks,1858,California's 15th Senate District,(D),won
California,William H.,Parks,1860,California's 15th Senate District,(Douglas D),won
California,William H.,Parks,1862,California's 23rd Senate District,(U),won
California,William H.,Parks,1867,Secretary of State,(U),lost
California,William H.,Parks,1880,California's 25th Assembly District,(R),won
California,William H.,Parks,1884,California's 13th Assembly District,(R),won
California,Ross R. W.,Parlette,1984,California's 21st Assembly District,(L),lost
California,Francis W.,Parnell,1988,California's 9th Assembly District,(D),lost
California,George W.,Parnell,1910,California's 65th Assembly District,(Proh.),lost
California,Nicole,Parra,2002,California's 30th Assembly District,(D),won
California,Nicole,Parra,2004,California's 30th Assembly District,(D),won
California,Nicole,Parra,2006,California's 30th Assembly District,(D),won
California,Claude W.,Parrish,1986,California's 2nd Board of Equalization District,(R),lost
California,Claude W.,Parrish,1990,California's 2nd Board of Equalization District,(R),lost
California,Claude W.,Parrish,1998,California's 3rd Board of Equalization District,(R),won
California,Claude W.,Parrish,2002,California's 3rd Board of Equalization District,(R),won
California,Claude W.,Parrish,2006,Treasurer,(R),lost
California,E. C.,Parrish,1865,California's 2nd Assembly District,(D),won
California,John G.,Parrish,1851,California's 21st Assembly District,(D),won
California,Larry,Parrish,1976,California's 28th Assembly District,(R),lost
California,Pearl,Parsley,1970,California's 65th Assembly District,(AI),lost
California,Peter,Parson,1900,California's 29th Assembly District,(NP),lost
California,C. H.,Parsons,1902,California's 36th Senate District,(Proh.),lost
California,Frank,Parsons,1940,California's 19th Assembly District,(Comm.),lost
California,Frank W.,Parsons,1924,California's 77th Assembly District,(D),lost
California,Jerry,Partain,1982,California's 2nd Assembly District,(R),lost
California,W. Brad,Parton,1992,California's 53rd Assembly District,(R),lost
California,Jon,Parungao,2000,California's 79th Assembly District,(R),lost
California,Gary,Passi,1990,California's 43rd Assembly District,(R),lost
California,Benjamin T.,Pate,1859,California's 5th Assembly District,(D),won
California,Ernest H.,Pate,1914,California's 71st Assembly District,(Prog.),lost
California,Jaime,Patino,2014,California's 20th Assembly District,(R),lost
California,Carolyn,Patrick,1976,California's 2nd Assembly District,(PF),lost
California,Carolyn,Patrick,2004,California's 6th Assembly District,(R),lost
California,Corgdon S.,Patrick,1904,California's 5th Senate District,(Proh.),lost
California,George W.,Patrick,1856,California's 7th Assembly District,(D),won
California,George W.,Patrick,1860,California's 7th Assembly District,(Breckinridge D),won
California,Gwen,Patrick,2008,California's 52nd Assembly District,(R),lost
California,Gwen,Patrick,2010,California's 52nd Assembly District,(R),lost
California,"W. L. ""Bill""",Patrick,1978,California's 57th Assembly District,(R),lost
California,Mark,Patrosso,2004,California's 23rd Assembly District,(R),lost
California,Mark,Patrosso,2006,California's 23rd Assembly District,(R),lost
California,Mark,Patrosso,2008,California's 23rd Assembly District,(R),lost
California,Alan G.,Pattee,1954,California's 34th Assembly District,(R),won
California,Alan G.,Pattee,1956,California's 34th Assembly District,(R),won
California,Alan G.,Pattee,1958,California's 34th Assembly District,(R),won
California,Alan G.,Pattee,1960,California's 34th Assembly District,(R),won
California,Alan G.,Pattee,1962,California's 34th Assembly District,(R),won
California,Alan G.,Pattee,1964,California's 34th Assembly District,(R),won
California,Alan G.,Pattee,1966,California's 34th Assembly District,(R),won
California,Alan G.,Pattee,1968,California's 34th Assembly District,(R),won
California,Edmund,Patten,1862,California's 17th Assembly District,(U),won
California,Chris,Patterakis,1980,California's 27th Assembly District,(R),lost
California,A. D.,Patterson,1875,California's 18th Assembly District,(D),won
California,Alexander,Patterson,1849,California's San Francisco Assembly District,(NP),won
California,Carl B.,Patterson,1934,California's 30th Senate District,(Comm.),lost
California,Ellis E.,Patterson,1932,California's 35th Assembly District,(R),won
California,Ellis E.,Patterson,1934,California's 35th Assembly District,(R),won
California,Ellis E.,Patterson,1936,California's 35th Assembly District,(W/I),won
California,Ellis E.,Patterson,1938,Lieutenant Governor,(D),won
California,Ellis E.,Patterson,1942,Lieutenant Governor,(D),lost
California,James,Patterson,1873,California's 8th Assembly District,(I),won
California,James B.,Patterson,1880,California's 24th Assembly District,(R),won
California,Jim,Patterson,2012,California's 23rd Assembly District,(R),won
California,Jim,Patterson,2014,California's 23rd Assembly District,(R),won
California,Jim,Patterson,2016,California's 23rd Assembly District,(R),won
California,Jim,Patterson,2018,California's 23rd Assembly District,(R),won
California,John,Patterson,1875,California's 16th Assembly District,(R),won
California,John,Patterson,1880,California's 16th Assembly District,(R),won
California,John A.,Patterson,1875,California's 4th Assembly District,(D),won
California,Robert Lincoln,Patterson,1926,California's 56th Assembly District,(R),won
California,Robert Lincoln,Patterson,1928,California's 56th Assembly District,(R),won
California,Robert Lincoln,Patterson,1930,California's 48th Assembly District,(R),won
California,Robert Lincoln,Patterson,1932,California's 41st Assembly District,(R),lost
California,Roscoe L.,Patterson,1952,California's 35th Assembly District,(R),won
California,Roscoe L.,Patterson,1954,California's 35th Assembly District,(R),won
California,Thomas W.,Patterson,1934,California's 69th Assembly District,(Comm.),lost
California,W. H.,Patterson,1886,California's 3rd Senate District,(R),won
California,William D.,Patterson,1914,California's 40th Assembly District,(S),lost
California,William D.,Patterson,1916,California's 40th Assembly District,(S),lost
California,William T.,Patterson,1884,California's 63rd Assembly District,(R),won
California,John,Pattison,1865,California's 21st Assembly District,(U),won
California,D. C.,Patton,1859,California's 18th Assembly District,(D),won
California,Dave L.,Patton,1948,California's 37th Assembly District,(Ind. Prog.),lost
California,Gary,Patton,1993,California's 27th Assembly District (Special),(D),lost
California,J. J.,Patton,1902,California's 36th Senate District,(NP),lost
California,W. A.,Patton,1910,California's 29th Assembly District,(S),lost
California,Herbert,Paul,1996,California's 42nd Assembly District,(NL),lost
California,Cameron,Paulden,1962,California's 28th Assembly District,(R),lost
California,Phil,Paule,2012,California's 67th Assembly District,(R),lost
California,G. T.,Pauli,1879,Treasurer,(I),lost
California,Charles C.,Paulk,1880,California's 16th Assembly District,(R),won
California,A. C.,Paulsell,1873,California's 11th Assembly District,(I),won
California,Carrie H.,Paulson,1938,California's 47th Assembly District,(D),lost
California,Frederick N.,Pauly,1877,California's 1st Assembly District,(R),won
California,A. B.,Pavis,1894,Attorney General,(D),lost
California,Fran,Pavley,2000,California's 41st Assembly District,(D),won
California,Fran,Pavley,2002,California's 41st Assembly District,(D),won
California,Fran,Pavley,2004,California's 41st Assembly District,(D),won
California,Fran,Pavley,2008,California's 23rd Senate District,(D),won
California,Fran,Pavley,2012,California's 27th Senate District,(D),won
California,Gregory J.,Pawlik,2003,Governor (Recall),(R),lost
California,John A.,Paxton,1851,California's 15th Assembly District,(D),won
California,George M.,Payne,1867,California's 14th Assembly District,(D),won
California,Leslie,Payne,1970,California's 19th Assembly District,(R),lost
California,Ronald C. A.,Payne,1996,California's 25th Assembly District,(L),lost
California,Allen D.,Payton,1998,California's 11th Assembly District,(R),lost
California,Patrick,Peabody,1953,California's 28th Assembly District (Special),(NP),lost
California,Steve,Peace,1982,California's 80th Assembly District,(D),won
California,Steve,Peace,1984,California's 80th Assembly District,(D),won
California,Steve,Peace,1986,California's 80th Assembly District,(D),won
California,Steve,Peace,1988,California's 80th Assembly District,(D),won
California,Steve,Peace,1990,California's 80th Assembly District,(D),won
California,Steve,Peace,1992,California's 79th Assembly District,(D),won
California,Steve,Peace,1993,California's 40th Senate District (Special),(D),won
California,Steve,Peace,1994,California's 40th Senate District,(D),won
California,Steve,Peace,1998,California's 40th Senate District,(D),won
California,Archibald C.,Peachy,1851,California's 6th Assembly District,(D),won
California,Archibald C.,Peachy,1859,California's 5th Senate District (Special),(D),won
California,Dick,Peacock,1970,California's 80th Assembly District,(PF),lost
California,Joseph H.,Peacock II,1996,California's 31st Assembly District,(L),lost
California,Howard A.,Peairs,1912,California's 73rd Assembly District,(R),won
California,E. D.,Pearce,1851,California's 18th Assembly District,(D),won
California,George,Pearce,1859,Controller,(Anti-Lecompton D),lost
California,Charles W.,Pearis,1857,California's 18th Assembly District,(D),won
California,James,Pearson,1855,California's 19th Assembly District,(D),won
California,D. M.,Pease,1908,California's 39th Assembly District,(S),lost
California,Elbert E.,Peck,1914,California's 63rd Assembly District,(Prog.),lost
California,Elisha T.,Peck,1853,California's 17th Senate District,(W),won
California,George,Peck,1855,California's 4th Assembly District,(KN),won
California,George,Peck,1900,California's 1st Assembly District,(R),lost
California,Robert J.,Pedder,1946,California's 10th Assembly District,(R),lost
California,Jack,Peddler,1956,California's 17th Senate District,(R),lost
California,Clay,Pedersen,2010,Insurance Commissioner,(AI),lost
California,Lloyd S.,Pedersen,1962,California's 45th Assembly District,(R),lost
California,Alfred Joel,Pedlar,1894,California's 16th Senate District,(R),won
California,Frank A.,Pedler,1882,Secretary of State,(R),lost
California,Miguel D.,Pedrorena,1849,California's Los Angeles Senate District,(NP),lost
California,Joseph L.,Pedrotti,1920,California's 65th Assembly District,(R),won
California,Joseph L.,Pedrotti,1922,California's 65th Assembly District,(R),won
California,Joseph L.,Pedrotti,1924,California's 29th Senate District,(R),won
California,Joseph L.,Pedrotti,1928,California's 29th Senate District,(R),won
California,Joseph L.,Pedrotti,1934,California's 38th Senate District,(Prog.),lost
California,Paul,Peek,1936,California's 71st Assembly District,(D),won
California,Paul,Peek,1938,California's 71st Assembly District,(D),won
California,Paul,Peek,1942,Secretary of State,(D),lost
California,W. F.,Peek,1873,California's 13th Assembly District,(R),won
California,Ben,Peery,1960,California's 55th Assembly District,(R),lost
California,Ben,Peery,1968,California's 55th Assembly District,(R),lost
California,Michael,Peevey,1970,California's 4th Senate District,(D),lost
California,David A.,Pegos,2002,California's 9th Assembly District,(R),lost
California,Larry,Pegram,1980,California's 24th Assembly District,(R),lost
California,Elena Smith,Pelayo,1994,California's 40th Senate District,(PF),lost
California,Andrew J.,Pelham,1873,California's 21st Assembly District,(D),won
California,Jim,Pell,2008,California's 1st Assembly District,(R),lost
California,Henry A.,Pellet,1884,California's 22nd Assembly District,(R),won
California,John B.,Pelletier,1934,California's 44th Assembly District,(D),won
California,John B.,Pelletier,1936,California's 44th Assembly District,(D),won
California,John B.,Pelletier,1938,California's 44th Assembly District,(D),won
California,John B.,Pelletier,1940,California's 44th Assembly District,(D),won
California,John B.,Pelletier,1942,California's 44th Assembly District,(D),won
California,John B.,Pelletier,1944,California's 44th Assembly District,(D),won
California,John B.,Pelletier,1946,California's 44th Assembly District,(D),won
California,Frank G.,Pellett,1936,California's 53rd Assembly District,(D),lost
California,Frank G.,Pellett,1938,California's 53rd Assembly District,(D),lost
California,Ronald,Pelosi,1972,California's 9th Senate District,(D),lost
California,J. E.,Pemberton,1910,Attorney General,(D),lost
California,James C.,Pemberton,1861,California's 4th Assembly District,(Breckinridge D),won
California,J. E.,Pemberton Sr.,1924,California's 40th Assembly District,(D),lost
California,J. E.,Pemberton Sr.,1926,California's 40th Assembly District,(D),lost
California,Steven,Pencall,1988,California's 59th Assembly District,(L),lost
California,Steven,Pencall,1990,California's 59th Assembly District,(L),lost
California,Wallace M.,Pence,1910,Attorney General,(Proh.),lost
California,Wallace M.,Pence,1914,Lieutenant Governor,(Proh.),lost
California,William Wirt,Pendegast,1867,California's 18th Senate District,(D),won
California,William Wirt,Pendegast,1871,California's 18th Senate District,(D),won
California,Cornelius W.,Pendleton,1892,California's 74th Assembly District,(R),won
California,Cornelius W.,Pendleton,1894,California's 74th Assembly District,(R),won
California,Cornelius W.,Pendleton,1900,California's 74th Assembly District,(R),won
California,Cornelius W.,Pendleton,1902,California's 38th Senate District,(R),won
California,H. G.,Pendleton,1900,California's 21st Senate District,(NP),lost
California,Norman W.,Pendleton,1914,Lieutenant Governor,(S),lost
California,Warren,Penn,1938,California's 66th Assembly District,(R),lost
California,Lester J.,Penry,1938,California's 79th Assembly District,(R),lost
California,Silas,Penry,1908,California's 17th Assembly District,(D),lost
California,Gene,Pepi,1988,California's 19th Assembly District,(PF),lost
California,Ira A.,Pepper,1910,California's 24th Assembly District,(NP),lost
California,W. H.,Pepper,1900,California's 16th Assembly District,(NP),lost
California,Don,Perata,1996,California's 16th Assembly District,(D),won
California,Don,Perata,1998,California's 16th Assembly District,(D),won
California,Don,Perata,1998,California's 9th Senate District (Special),(D),won
California,Don,Perata,2000,California's 9th Senate District,(D),won
California,Don,Perata,2004,California's 9th Senate District,(D),won
California,Arthur E.,Percival,1906,California's 24th Assembly District,(R),won
California,Arthur E.,Percival,1908,California's 24th Assembly District,(R),lost
California,Henry T.,Perea,2010,California's 31st Assembly District,(D),won
California,Henry T.,Perea,2012,California's 31st Assembly District,(D),won
California,Henry T.,Perea,2014,California's 31st Assembly District,(D),won
California,"Stephen E. ""Steve""",Pereira,1968,California's 12th Assembly District,(D),lost
California,John A.,Perez,2008,California's 46th Assembly District,(D),won
California,John A.,Perez,2010,California's 46th Assembly District,(D),won
California,John A.,Perez,2012,California's 53rd Assembly District,(D),won
California,Jose Luis,Perez,2012,California's 60th Assembly District,(D),lost
California,Leticia,Perez,2013,California's 16th Senate District (Special),(D),lost
California,V. Manuel,Perez,2008,California's 80th Assembly District,(D),won
California,V. Manuel,Perez,2010,California's 80th Assembly District,(D),won
California,V. Manuel,Perez,2012,California's 56th Assembly District,(D),won
California,George Mairs,Perine,1908,California's 44th Assembly District,(R),won
California,Carmen,Perino,1973,California's 12th Assembly District (Special),(D),lost
California,Carmen,Perino,1974,California's 26th Assembly District,(D),won
California,Carmen,Perino,1976,California's 26th Assembly District,(D),won
California,Carmen,Perino,1978,California's 26th Assembly District,(D),won
California,Bob,Perkins,2004,California's 28th Assembly District,(R),lost
California,David T.,Perkins,1892,California's 69th Assembly District,(R),won
California,David T.,Perkins,1904,California's 65th Assembly District,(R),won
California,George C.,Perkins,1868,California's 24th Senate District,(R),won
California,George C.,Perkins,1872,California's 24th Senate District (Special),(R),won
California,George C.,Perkins,1879,Governor,(R),won
California,Richard F.,Perkins,1861,California's 8th Senate District,(R),won
California,Terry Lee,Perkins,1988,California's 52nd Assembly District,(D),lost
California,"Ursin ""Perk""",Perkins,1956,California's 29th Senate District,(D),lost
California,Voltaire,Perkins,1932,California's 56th Assembly District,(R),lost
California,Theron R.,Perlee,1849,California's Monterey Assembly District,(NP),won
California,James E.,Perley,1863,California's 11th Assembly District,(U),won
California,James E.,Perley,1867,California's 11th Senate District,(U),won
California,Ben,Perrick,1972,California's 25th Senate District,(PF),lost
California,Otis,Perrin,1863,California's 12th Assembly District,(U),won
California,Otis,Perrin,1865,California's 12th Assembly District,(U),won
California,Brian,Perry,2008,California's 19th Assembly District,(L),lost
California,Curtis H.,Perry,1954,California's 28th Assembly District,(D),lost
California,Don,Perry,1982,California's 80th Assembly District,(R),lost
California,G. H.,Perry,1910,California's 69th Assembly District,(S),lost
California,George H.,Perry,1882,California's 10th Senate District,(R),won
California,Harry A.,Perry,1932,California's 3rd Senate District,(R),won
California,Irene,Perry,1996,California's 3rd Assembly District,(D),lost
California,Pettis,Perry,1934,Lieutenant Governor,(Comm.),lost
California,Pettis,Perry,1938,California's 4th Board of Equalization District,(Comm.),lost
California,Pettis,Perry,1942,Secretary of State,(Comm.),lost
California,Richard R.,Perry,2006,California's 2nd Board of Equalization District,(PF),lost
California,Coleman C.,Persily,1990,California's 9th Assembly District,(PF),lost
California,Coleman C.,Persily,1992,California's 6th Assembly District,(PF),lost
California,Coleman C.,Persily,1994,California's 6th Assembly District,(PF),lost
California,Coleman C.,Persily,1996,California's 6th Assembly District,(PF),lost
California,Coleman C.,Persily,1998,California's 6th Assembly District,(PF),lost
California,W. M.,Personette,1862,California's 26th Assembly District,(U),won
California,W. M.,Personette,1863,California's 26th Assembly District,(U),won
California,Jeff,Perwin,2008,California's 39th Senate District,(R),lost
California,Anthony,Pescetti,1998,California's 10th Assembly District,(R),won
California,Anthony,Pescetti,2000,California's 10th Assembly District,(R),won
California,Pamela J.,Pescosolido,1998,Controller,(L),lost
California,Laura A.,Peter,2010,California's 13th Assembly District,(R),lost
California,C. E.,Peters,1906,Californiaâ€™s 1st Railroad Commission District,(D),lost
California,C. M. C.,Peters,1908,California's 26th Assembly District,(R),lost
California,Heather,Peters,2003,Governor (Recall),(R),lost
California,Heather,Peters,2004,California's 41st Assembly District,(R),lost
California,Herb,Peters,2008,California's 55th Assembly District (Special),(L),lost
California,Jerome D.,Peters,1947,California's 6th Senate District (Special),(NP),lost
California,"Kevin Casey ""K.C.""",Peters,1992,California's 46th Assembly District,(PF),lost
California,Perry H.,Peters,1932,California's 53rd Assembly District,(D),lost
California,Frank S.,Petersen,1962,California's 4th Senate District,(D),won
California,Jon,Petersen,1990,California's 22nd Assembly District,(L),lost
California,Jon,Petersen,1993,California's 11th Senate District (Special),(L),lost
California,Jon,Petersen,1994,Treasurer,(L),lost
California,Jon,Petersen,1996,California's 24th Assembly District,(L),lost
California,Jon,Petersen,1998,Treasurer,(L),lost
California,Jon,Petersen,2000,California's 1st Senate District,(L),lost
California,Jon,Petersen,2002,California's 3rd Assembly District,(L),lost
California,Albert J.,Peterson,1912,California's 75th Assembly District,(S),lost
California,C. A.,Peterson,1934,California's 23rd Assembly District,(S),lost
California,Don,Peterson,1974,California's 2nd Assembly District,(R),lost
California,Edward V.,Peterson,1936,California's 21st Senate District,(S),lost
California,Frederick,Peterson,1932,California's 29th Assembly District,(R),won
California,Frederick,Peterson,1934,California's 29th Assembly District,(R),won
California,Glen S.,Peterson,1994,California's 31st Assembly District,(R),lost
California,"J. A. ""Pete""",Peterson,1968,California's 30th Assembly District,(D),lost
California,Pete,Peterson,2014,Secretary of State,(R),lost
California,Peter,Peterson,1882,California's 28th Assembly District,(D),won
California,Sheridan,Peterson,1898,California's 17th Assembly District,(R),lost
California,W. H.,Peterson,1918,California's 63rd Assembly District,(S),lost
California,William H.,Peterson,1865,California's 2nd Assembly District,(D),won
California,Dennis A.,Petrie,1990,California's 37th Assembly District,(D),lost
California,William M.,Petrie,1888,California's 18th Assembly District,(R),won
California,Cottie,Petrie-Norris,2018,California's 74th Assembly District,(D),won
California,Nicholas C.,Petris,1958,California's 15th Assembly District,(D),won
California,Nicholas C.,Petris,1960,California's 15th Assembly District,(D),won
California,Nicholas C.,Petris,1962,California's 15th Assembly District,(D),won
California,Nicholas C.,Petris,1964,California's 15th Assembly District,(D),won
California,Nicholas C.,Petris,1966,California's 11th Senate District,(D),won
California,Nicholas C.,Petris,1968,California's 11th Senate District,(D),won
California,Nicholas C.,Petris,1972,California's 11th Senate District,(D),won
California,Nicholas C.,Petris,1976,California's 9th Senate District,(D),won
California,Nicholas C.,Petris,1980,California's 9th Senate District,(D),won
California,Nicholas C.,Petris,1984,California's 9th Senate District,(D),won
California,Nicholas C.,Petris,1988,California's 9th Senate District,(D),won
California,Nicholas C.,Petris,1992,California's 9th Senate District,(D),won
California,C. W.,Petry,1906,California's 16th Senate District,(UL),lost
California,Neal,Pettibone,1948,California's 65th Assembly District,(Ind. Prog.),lost
California,J. A.,Pettis,1914,California's 6th Assembly District,(R),won
California,J. A.,Pettis,1916,California's 6th Assembly District,(R),won
California,J. A.,Pettis,1920,California's 6th Assembly District,(R),won
California,Melvin,Pettit,1916,California's 52nd Assembly District,(Prog.),won
California,Melvin,Pettit,1918,California's 52nd Assembly District,(D),won
California,Blaine,Pettitt,1958,California's 32nd Assembly District,(R),lost
California,Jefferson E.,Peyser,1934,California's 27th Assembly District,(R),won
California,Jefferson E.,Peyser,1936,California's 27th Assembly District,(R),won
California,Eugene E.,Pfaeffle,1904,California's 36th Assembly District,(R),won
California,Eugene E.,Pfaeffle,1906,California's 36th Assembly District,(R),lost
California,Richard C.,Pfaff,1970,California's 31st Assembly District,(D),lost
California,Roger Alton,Pfaff,1938,California's 64th Assembly District,(R),lost
California,Roger Alton,Pfaff,1940,California's 64th Assembly District,(R),won
California,Brian Tuan,Pham,2000,California's 69th Assembly District,(NL),lost
California,Long K.,Pham,2010,California's 68th Assembly District,(W/I),lost
California,Jim,Pharris,1978,California's 3rd Assembly District,(D),lost
California,Lana Clarke,Phelan,1970,California's 39th Assembly District,(D),lost
California,Abner,Phelps,1859,California's 5th Assembly District,(D),won
California,Eric,Phelps,1982,California's 5th Assembly District,(L),lost
California,J.,Phelps,1854,California's 16th Assembly District,(D),won
California,John S.,Phelps,1914,California's 58th Assembly District,(Proh.),won
California,Timothy G.,Phelps,1856,California's 5th Assembly District,(R),won
California,Timothy G.,Phelps,1857,California's 5th Senate District,(R),won
California,Timothy G.,Phelps,1859,California's 5th Senate District,(R),won
California,Timothy G.,Phelps,1875,Governor,(R),lost
California,Timothy G.,Phelps,1879,Californiaâ€™s 2nd Railroad Commission District,(R),lost
California,Timothy G.,Phelps,1894,California's 52nd Assembly District,(R),won
California,Owen H.,Philbrick,1900,California's 50th Assembly District,(NP),lost
California,Owen H.,Philbrick,1904,California's 52nd Assembly District,(S),lost
California,Owen H.,Philbrick,1906,Controller,(S),lost
California,Horace W.,Philbrook,1900,California's 21st Senate District,(NP),lost
California,O. S.,Philbrook,1902,California's 49th Assembly District,(S),lost
California,Peter C.,Philips,1918,California's 29th Senate District (Special),(I),lost
California,Robert E.,Philips,1986,California's 21st Assembly District,(R),lost
California,John,Phillipps,1900,California's 53rd Assembly District,(NP),lost
California,Al,Phillips,2012,California's 16th Assembly District,(R),lost
California,C. H.,Phillips,1879,Californiaâ€™s 3rd Railroad Commission District,(R),lost
California,F. H.,Phillips,1910,California's 13th Assembly District,(D),lost
California,J. Bolton,Phillips,1996,California's 10th Assembly District,(Ref.),lost
California,J. W.,Phillips,1898,California's 49th Assembly District,(Proh.),lost
California,J. W.,Phillips,1900,California's 49th Assembly District,(NP),lost
California,James H.,Phillips,1938,California's 18th Assembly District,(R),won
California,James H.,Phillips,1940,California's 18th Assembly District,(R),won
California,John J.,Phillips,1960,California's 37th Assembly District,(R),lost
California,John R.,Phillips,1932,California's 76th Assembly District,(R),won
California,John R.,Phillips,1934,California's 76th Assembly District,(R),won
California,John R.,Phillips,1936,California's 37th Senate District,(R),won
California,John R.,Phillips,1940,California's 37th Senate District,(R),won
California,Josiah N.,Phillips,1898,California's 36th Senate District,(People's),lost
California,"Lawrence J. ""Larry""",Phillips,1976,California's 13th Assembly District,(PF),lost
California,"Lawrence J. ""Larry""",Phillips,1988,California's 12th Assembly District,(PF),lost
California,Louis A.,Phillips,1890,California's 42nd Assembly District,(R),won
California,Peter C.,Phillips,1914,California's 65th Assembly District,(R),won
California,Peter C.,Phillips,1916,California's 65th Assembly District,(R),won
California,W. W.,Phillips,1894,Californiaâ€™s 3rd Railroad Commission District,(D),lost
California,Wiley J.,Phillips,1906,Printer,(Proh.),lost
California,Wiley J.,Phillips,1912,California's 63rd Assembly District,(Proh.),lost
California,Wiley J.,Phillips,1914,California's 63rd Assembly District,(Proh.),lost
California,Bruce,Philpott,1994,California's 44th Assembly District,(D),lost
California,Carl A.,Phleger,1954,California's 37th Assembly District,(R),lost
California,Matt,Piazza,1994,California's 29th Senate District (Special),(L),lost
California,Matt,Piazza,1995,California's 60th Assembly District (Special),(L),lost
California,Lincoln,Pickard,2013,California's 80th Assembly District (Special),(W/I),lost
California,Lincoln,Pickard,2016,California's 80th Assembly District,(R),lost
California,Lincoln,Pickard,2018,California's 80th Assembly District,(R),lost
California,Mark Read,Pickens,1980,California's 18th Assembly District,(L),lost
California,Mark Read,Pickens,1982,California's 19th Assembly District,(L),lost
California,Mark Read,Pickens,1984,California's 3rd Senate District,(L),lost
California,Mark Read,Pickens,1988,California's 3rd Senate District,(L),lost
California,Mark Read,Pickens,1994,California's 13th Assembly District,(L),lost
California,Loring A.,Pickering,1912,California's 33rd Senate District,(Proh.),lost
California,Charles E.,Pickett,1849,California's Sacramento Senate District,(NP),lost
California,Garrett,Pickett,1879,California's 11th Assembly District,(Workingmen),won
California,Jess W.,Pickett,1955,California's 75th Assembly District (Special),(R),lost
California,Irv,Pickler,1994,California's 68th Assembly District,(D),lost
California,Andres,Pico,1850,California's 2nd Assembly District,(W),won
California,Andres,Pico,1851,California's 2nd Assembly District,(W),won
California,Andres,Pico,1857,California's 1st Assembly District,(D),won
California,Andres,Pico,1858,California's 1st Assembly District,(D),won
California,Andres,Pico,1859,California's 1st Senate District,(D),won
California,Walter,Pidgeon,1900,California's 69th Assembly District,(NP),lost
California,Joe,Piechowski,1994,California's 26th Senate District,(R),lost
California,Linda,Piera-Avila,2010,California's 41st Assembly District,(G),lost
California,C. Roland,Pierce,1958,California's 63rd Assembly District,(R),lost
California,Charles L.,Pierce,1902,California's 16th Senate District,(UL),lost
California,E. N.,Pierce,1898,California's 26th Assembly District,(D),lost
California,Fred E.,Pierce,1906,California's 72nd Assembly District,(R),won
California,George,Pierce,1862,California's 19th Senate District,(D),won
California,George,Pierce,1865,California's 19th Senate District,(D),won
California,George W.,Pierce,1898,California's 11th Assembly District,(R),won
California,George W.,Pierce,1910,California's 16th Assembly District,(R),lost
California,J. H.,Pierce,1908,California's 48th Assembly District,(Ind. League),lost
California,James M.,Pierce,1875,California's 1st Assembly District,(R),won
California,Mark A.,Pierce,1924,California's 75th Assembly District,(R),won
California,Mark A.,Pierce,1944,California's 61st Assembly District,(R),lost
California,Parker H.,Pierce,1856,California's 16th Assembly District,(D),won
California,Winslow S.,Pierce,1851,Controller,(D),won
California,Charles W.,Piercy,1860,California's 1st Assembly District,(Douglas D),won
California,A. L.,Pierovich,1932,California's 9th Senate District,(D),won
California,A. L.,Pierovich,1936,California's 9th Senate District,(D),won
California,David C.,Pierson,1970,California's 65th Assembly District,(D),won
