State,First / Middle Name,Last Name,Year,Office,Party,Result
Colorado,Doug,Lamborn,1994,20th House District,(R),won
Colorado,Doug,Lamborn,1996,20th House District,(R),won
Colorado,Douglas L.,Lamborn,1998,9th Senate District,(R),won
Colorado,Doug,Lamborn,2002,9th Senate District,(R),won
Colorado,Edwin S.,Lamm,1960,Mesa House District,(R),won
Colorado,Edwin S.,Lamm,1962,16th Senate District,(R),won
Colorado,Richard D.,Lamm,1966,1st House District ,(D),won
Colorado,Richard D.,Lamm,1968,8th House District,(D),won
Colorado,Tom W.,Lamm,1970,8th Senate District,(D),lost
Colorado,Richard D.,Lamm,1970,8th House District,(D),won
Colorado,Richard D.,Lamm,1972,2nd House District,(D),won
Colorado,,Lamm,1976,55th House District,(R),lost
Colorado,Peggy,Lamm,1992,13th House District,(D),lost
Colorado,Peggy,Lamm,1994,13th House District,(D),won
Colorado,Katherine McN.,Lamont,1922,El Paso House District,(D),lost
Colorado,Duncan,Lamont,1930,3rd Senate District,(D),lost
Colorado,Katherine J.,Lamont,1930,Denver House District,(S),lost
Colorado,Bruce,Lamont,1930,Denver House District,(S),lost
Colorado,Duncan,Lamont,1932,3rd Senate District,(D),lost
Colorado,Katherine,Lamont,1932,Denver House District,(S),lost
Colorado,Duncan,Lamont,1936,3rd Senate District,(D),won
Colorado,James,Landauer,2008,9th House District,(R),lost
Colorado,Ludwig J.,Landgraf,1972,43rd House District,(R),lost
Colorado,Lois,Landgraf,2012,21st House District,(R),won
Colorado,Lois,Landgraf,2014,21st House District,(R),won
Colorado,Lois,Landgraf,2016,21st House District,(R),won
Colorado,Lois,Landgraf,2018,21st House District,(R),won
Colorado,Joseph T.,Landis,1932,Park/Teller House District,(S),lost
Colorado,Mike H.,Landrigan,1930,Denver House District,(FL),lost
Colorado,John,Landwehr,1924,Denver House District,(W),lost
Colorado,Robert C.,Lane,1930,Clear Creek House District,(R),lost
Colorado,Robert J. “Bob”,Lane,2008,35th Senate District,(R),lost
Colorado,Robert J. “Bob”,Lane,2010,9th House District,(R),lost
Colorado,Bob,Lane,2016,31st Senate District,(R),lost
Colorado,Bob,Lane,2018,9th House District,(R),lost
Colorado,Ethel B.,Lang,1936,Denver House District,(Comm.),lost
Colorado,Henry,Langhurst,1914,San Juan House District,(S),lost
Colorado,Jacob S.,Langthorn III,1972,31st House District,(R),lost
Colorado,George H.,Lanning,1926,Denver House District,(D),lost
Colorado,Christella,Lans,2000,54th House District,(L),lost
Colorado,Shea,Lantz,2012,30th House District,(L),lost
Colorado,Ray,Lanyon,1926,Boulder House District,(D),lost
Colorado,B. Archer,Lapham,1904,Douglas House District,,
Colorado,Lenard,Larkin,1996,51st House District,(D),lost
Colorado,C. R.,Larsen,1902,Boulder House District,,
Colorado,C. R.,Larsen,1908,5th Senate District,,
Colorado,C. R.,Larson,1904,5th Senate District,,
Colorado,Charles R.,Larson,1904,7th Senate District,,
Colorado,Charles R.,Larson,1906,10th Senate District,,
Colorado,Jean,Larson,1978,17th House District,(R),won
Colorado,Jean,Larson,1980,17th House District,(R),won
Colorado,Jean M.,Larson,1982,17th House District,(R),won
Colorado,Mark,Larson,1998,59th House District,(R),won
Colorado,Mark,Larson,2000,59th House District,(R),won
Colorado,Mark,Larson,2002,59th House District,(R),won
Colorado,Mark,Larson,2004,59th House District,(R),won
Colorado,Colin,Larson,2018,22nd House District,(R),won
Colorado,Warren,Lasell,1998,50th House District,(D),lost
Colorado,H. G.,Lashbrook,1940,Gunnison/Hinsdale/Sagauche House District,(R),won
Colorado,Theo. G.,Lashley,1926,Boulder House District,(R),won
Colorado,Theo J.,Lashley,1928,5th Senate District,(R),won
Colorado,Theo. G.,Lashley,1940,5th Senate District,(R),won
Colorado,Theo G.,Lashley,1944,5th Senate District,(R),won
Colorado,Theo G.,Lashley,1948,5th Senate District,(R),lost
Colorado,Marion A.,Latimer,1906,El Paso/Teller House District,,
Colorado,M. R.,Latimer,1936,1st Senate District,(D),won
Colorado,Jesse J.,Laton,1906,Adams/Arapahoe/Denver House District,,
Colorado,Jesse J.,Laton,1908,1st Senate District,,
Colorado,Clifford J.,Laube,1916,Montezuma/Dolores House District,(D),won
Colorado,Gail,Laughlin,1910,Denver House District,"(Citizens Platform, Prog., Proh.)",
Colorado,Gail,Laughlin,1912,1st Senate District,(Prog. BM Roos.),lost
Colorado,J. J.,Laureny,1914,Pueblo House District,(Prog.),lost
Colorado,Charles B.,Lauterman,1906,El Paso/Teller House District,,
Colorado,Henry,Lavoe,1920,Denver House District,(D),lost
Colorado,,Law,1976,23rd House District,(D),lost
Colorado,Mike,Law,2012,1st House District,(L),lost
Colorado,Joseph T.,Lawless,1908,Baca/Las Animas/Prowers House District,,
Colorado,John,Lawrence,1904,Saguache House District,,
Colorado,John,Lawrence,1906,Saguache House District,,
Colorado,Albert,Lawrence,1912,Boulder House District,(Proh.),lost
Colorado,E. G.,Lawrence,1916,Boulder House District,(S),lost
Colorado,Michelle,Lawrence,1990,29th House District,(R),won
Colorado,Michelle,Lawrence,1992,29th House District,(R),won
Colorado,Joyce R.,Lawrence,1994,45th House District,(R),won
Colorado,Joyce R.,Lawrence,1996,45th House District,(R),won
Colorado,Joyce,Lawrence,1998,45th House District,(R),won
Colorado,Joyce,Lawrence,2000,45th House District,(R),won
Colorado,Joyce R.,Lawrence,2002,3rd Senate District,(R),lost
Colorado,Polly,Lawrence,2012,39th House District,(R),won
Colorado,Polly,Lawrence,2014,39th House District,(R),won
Colorado,Polly,Lawrence,2016,39th House District,(R),won
Colorado,Arthur H.,Laws,1942,1st Senate District,(R),won
Colorado,Arthur H.,Laws,1946,1st Senate District,(R),won
Colorado,Arthur H.,Laws,1950,1st Senate District,(R),lost
Colorado,Elim,Lawson,1986,30th House District,(D),won
Colorado,Blair J.,Lawther,1960,Denver House District,(R),lost
Colorado,Allen A.,Layton,1912,Denver House District,(Proh.),lost
Colorado,Jas. J.,Layton,1912,Pueblo House District,(S),lost
Colorado,Albert E.,Leach,1926,Pueblo House District,(R),won
Colorado,Albert E.,Leach,1928,Pueblo House District,(R),won
Colorado,Albert E.,Leach,1930,Pueblo House District,(R),won
Colorado,Fred M.,Leach,1932,Clear Creek House District,(R),lost
Colorado,Floyd S.,Leach,1942,Pueblo House District,(R),won
Colorado,Floyd S.,Leach,1944,Pueblo House District,(R),lost
Colorado,Richard F.,Leach,1948,Pueblo House District,(R),lost
Colorado,Tom,Leadabrand,1978,26th House District,(R),lost
Colorado,Glenn C.,Leader Jr.,1964,26th House District,(R),lost
Colorado,John M.,Leahy,1918,Pitkin House District,(D),lost
Colorado,John M.,Leahy,1920,Pitkin House District,(D),lost
Colorado,John,Lebsack,1962,Logan House District,(R),won
Colorado,Steve,Lebsock,2012,34th House District,(D),won
Colorado,Steve,Lebsock,2014,34th House District,(D),won
Colorado,Steve,Lebsock,2016,34th House District,(D),won
Colorado,Steven E.,Lechner,2000,23rd Senate District,(L),lost
Colorado,Stevenm E.,Lechner,2002,35th House District,(L),lost
Colorado,Steven E.,Lechner,2004,45th House District,(L),lost
Colorado,H. J.,Leddy,1928,3rd Senate District,(D),lost
Colorado,John T.,Lee,1906,20th Senate District,,
Colorado,Frances S.,Lee,1912,Denver House District,(D),won
Colorado,W. R.,Lee,1916,Garfield/Rio Blanco House District,(R),lost
Colorado,Charles L.,Lee,1952,Pueblo House District,(R),lost
Colorado,Frank R.,Lee,1974,38th House District,(R),won
Colorado,Jim,Lee,1980,23rd House District,(R),won
Colorado,Jim,Lee,1982,23rd House District,(R),won
Colorado,Jim,Lee,1984,21st Senate District,(R),won
Colorado,Don,Lee,1998,28th House District,(R),won
Colorado,Steven M.,Lee,2000,26th Senate District,(L),lost
Colorado,Don,Lee,2000,28th House District,(R),won
Colorado,Don,Lee,2002,28th House District,(R),won
Colorado,Don,Lee,2004,28th House District,(R),won
Colorado,Pete,Lee,2008,12th Senate District,(D),lost
Colorado,Pete,Lee,2010,18th House District,(D),won
Colorado,Pete,Lee,2012,18th House District,(D),won
Colorado,Pete,Lee,2014,18th House District,(D),won
Colorado,Pete,Lee,2016,18th House District,(D),won
Colorado,Pete,Lee,2018,11th House District,(D),won
Colorado,Lewis E.,Leeder,1932,Denver House District,(FL),lost
Colorado,P. A.,Leedham,1906,Bent/Kiowa House District,,
Colorado,David,Leeds,1992,17th Senate District,(R),lost
Colorado,Leland M. 'Lee',Leeper,1972,12th Senate District,(I),lost
Colorado,Carl,Leffler,1952,Weld House District,(D),lost
Colorado,Chas J.,Leftwich,1910,Pueblo House District,(D),
Colorado,Chas. J.,Leftwich,1912,Pueblo House District,(D),won
Colorado,Bob,Legare,1994,42nd House District,(R),lost
Colorado,P. M.,Lehan,1942,Weld House District,(D),lost
Colorado,Amer,Lehman,1946,Yuma House District,(D),lost
Colorado,Edward,Lehman,1954,Denver House District,(R),won
Colorado,Amer,Lehman,1956,Yuma House District,(D),lost
Colorado,John A.,Lehritter,1904,Gunnison House District,,
Colorado,John A.,Lehritter,1906,Gunnison House District,,
Colorado,John A.,Lehrritter,1908,Gunnison House District,,
Colorado,Linda Lee,Lemkull,1968,29th House District,(R),lost
Colorado,C. A.,Lemmers,1914,3rd Senate District,(Prog.),lost
Colorado,Eugene M.,Lemon,1912,1st Senate District,(Proh.),lost
Colorado,Heather,Lemon,2002,56th House District,(R),lost
Colorado,Heather,Lemon,2004,56th House District,(R),lost
Colorado,Anastazya ‘Janie’ J.K.,Lencz,1962,Huerfano House District,(R),lost
Colorado,William O.,Lennox,1950,El Paso House District,(R),won
Colorado,William O.,Lennox,1952,El Paso House District,(R),won
Colorado,William O.,Lennox,1956,El Paso House District,(R),won
Colorado,William O.,Lennox,1958,El Paso House District,(R),won
Colorado,William O.,Lennox,1960,El Paso House District,(R),won
Colorado,William O.,Lennox,1962,El Paso House District,(R),won
Colorado,William O.,Lennox,1964,12th Senate District,(R),won
Colorado,William H.,Leonard,1906,Adams/Arapahoe/Denver House District,,
Colorado,A. W.,Leonard,1906,Pueblo House District,,
Colorado,John C.,Leonard,1906,El Paso/Teller House District,,
Colorado,W. H.,Leonard,1910,Denver House District,(S),
Colorado,E. J.,Leonard,1932,Morgan/Washington House District,(R),lost
Colorado,Florence S.,Leonard,1964,26th House District,(R),lost
Colorado,Tim,Leonard,2006,16th Senate District,(C),lost
Colorado,Tim,Leonard,2010,16th Senate District,(R),lost
Colorado,Tim,Leonard,2016,25th House District,(R),won
Colorado,George,Lerg,1924,22nd Senate District,(D),lost
Colorado,Donald M.,Lesher,1942,Denver House District,(R),won
Colorado,Donald M.,Lesher,1944,Denver House District,(R),won
Colorado,William,Leslie,2008,31st Senate District,(R),lost
Colorado,,Leson,1918,Denver House District,(S),lost
Colorado,Gene,Leverett,2000,63rd House District,(L),lost
Colorado,Gene,Leverett,2002,63rd House District,(L),lost
Colorado,E. J.,Levin,1940,Chaffee/Lake House District,(D),lost
Colorado,Scott L.,Levin,1992,37th House District,(D),lost
Colorado,Barry A.,Levine,1968,17th House District,(D),lost
Colorado,Carol “Casey”,Levine,2010,39th House District,(D),lost
Colorado,William C.,Levis,1926,Weld House District,(R),won
Colorado,Claire,Levy,2006,12th House District,(D),lost
Colorado,Claire,Levy,2008,13th House District,(D),won
Colorado,Claire,Levy,2010,13th House District,(D),won
Colorado,Claire,Levy,2012,13th House District,(D),won
Colorado,Archie L.,Levy Jr.,1962,14th Senate District,(R),lost
Colorado,Moses E.,Lewis,1904,9th Senate District,,
Colorado,Charles E.,Lewis,1904,Delta House District,,
Colorado,Laura E.,Lewis,1910,Gunnison House District,(R),
Colorado,W. H.,Lewis,1912,Denver House District,(S),lost
Colorado,George,Lewis,1912,Teller House District,(D),won
Colorado,George,Lewis,1914,20th Senate District,(D),won
Colorado,,Lewis,1918,Pueblo House District,(D),lost
Colorado,Mary G.,Lewis,1924,Fremont House District,(I),lost
Colorado,Aubrey C.,Lewis,1928,1st Senate District,(WC),lost
Colorado,J. H.,Lewis,1930,17th Senate District,(R),lost
Colorado,William A.,Lewis,1940,Denver House District,(R),lost
Colorado,William A.,Lewis,1942,Denver House District,(R),won
Colorado,William A.,Lewis,1944,Denver House District,(R),won
Colorado,William A.,Lewis,1948,Denver House District,(R),lost
Colorado,Theodore ‘Ted’ E.,Lewis,1962,Mineral/Rio Grande House District,(D),won
Colorado,Theodore 'Ted' E.,Lewis,1964,62nd House District,(D),lost
Colorado,William H. ‘Billy’,Lewis,1968,16th House District,(Ind.),lost
Colorado,Brian C.,Lewis,2002,12th House District,(L),lost
Colorado,Dave,Lewis,2004,1st House District,(R),lost
Colorado,Dave,Lewis,2006,32nd Senate District,(R),lost
Colorado,Kimmi,Lewis,2016,64th House District,(R),won
Colorado,Sonya Jaquez,Lewis,2018,12th House District,(D),won
Colorado,Kimmi,Lewis,2018,64th House District,(R),won
Colorado,Gloria,Leyba,1996,2nd House District,(D),won
Colorado,Gloria,Leyba,1998,2nd House District,(D),won
Colorado,E. V.,Leyendecker,2012,24th House District,(R),lost
Colorado,Paul,Lhevine,1996,10th House District,(D),lost
Colorado,John Tate,Libby,1994,64th House District,(D),lost
Colorado,T. C.,Likins,1928,4th Senate District,(R),lost
Colorado,Daries L.,Lile,1936,Pueblo House District,(NU),lost
Colorado,,Lilley,1918,Teller/Park House District,(D),lost
Colorado,Chas. W.,Lilley,1934,Jackson/Larimer House District,(D),won
Colorado,Chas. W.,Lilley,1936,Jackson/Larimer House District,(D),lost
Colorado,Charles S,Lilley,1984,23rd Senate District,(None),lost
Colorado,,Lillpop,1976,60th House District,(R),won
Colorado,James R.,Lillpop,1978,60th House District,(R),won
Colorado,James R.,Lillpop,1980,60th House District,(R),won
Colorado,Jim,Lillpop,1982,5th Senate District,(R),lost
Colorado,C. W.,Lilly,1942,Dolores/Montezuma/San Miguel House District,(D),lost
Colorado,Patrick,Lilly,1978,18th House District,(L),lost
Colorado,Patrick L.,Lilly,2000,12th Senate District,(L),lost
Colorado,George C.,Lilly,2000,10th House District,(L),lost
Colorado,W. H.,Lincoln,1930,Adams House District,(R),lost
Colorado,Dan,Lincoln,1996,25th House District,(D),lost
Colorado,Charles A.,Lincolns,1920,Fremont House District,(D),won
Colorado,Harold S.,Lindbloom,1964,24th Senate District,(D),lost
Colorado,Ingrid,Lindermann,1996,29th Senate District,(R),lost
Colorado,Lyle,Lindesmith,1958,Arapahoe House District,(R),lost
Colorado,George R.,Lindfelt,1958,Montrose/Ouray House District,(R),lost
Colorado,Charles B.,Lindley,1970,17th House District,(R),won
Colorado,Carl M.,Lindquist,1910,Denver House District,(D),
Colorado,Oscar A.,Lindquist,1948,Denver House District,(R),lost
Colorado,Charles F.,Lindsay,1954,Jefferson House District,(D),lost
Colorado,Gerald D.,Lindsey,1964,23rd House District,(D),lost
Colorado,Gerald D.,Lindsey,1966,2nd House District ,(D),lost
Colorado,Gary,Lindstrom,2004,56th House District,(D),won
Colorado,Matt N.,Lines,1906,Fremont House District,,
Colorado,Matt N.,Lines,1908,9th Senate District,,
Colorado,Matt N.,Lines,1912,9th Senate District,(R),won
Colorado,Matt N.,Lines,1916,9th Senate District,(R),won
Colorado,Alfred M.,Lininger,1928,22nd Senate District,(R),won
Colorado,Celsus P.,Link,1910,20th Senate District,(D),
Colorado,Doug,Linkhart,1994,2nd House District,(D),won
Colorado,Doug,Linkhart,1996,31st Senate District,(D),won
Colorado,Doug,Linkhart,2000,31st Senate District,(D),won
Colorado,Charles A.,Linkins,1922,Fremont House District,(D),won
Colorado,Thomas R.,Linnville,1904,1st Senate District,,
Colorado,Charles T.,Linton,1916,Denver House District,(R),won
Colorado,Elizabeth,Linton,1932,Boulder House District,(R),lost
Colorado,Paul A.,Linton,2008,3rd House District,(R),lost
Colorado,Paul A.,Linton,2016,2nd House District,(R),lost
Colorado,Bruce,Linville,1934,Crowley/Otero House District,(R),lost
Colorado,Archie L.,Lisco,1964,8th House District,(D),won
Colorado,Archie L.,Lisco,1966,1st House District ,(D),lost
Colorado,Larry G.,Liston,2004,16th House District,(R),won
Colorado,Larry G.,Liston,2006,16th House District,(R),won
Colorado,Larry G.,Liston,2008,16th House District,(R),won
Colorado,Larry G.,Liston,2010,16th House District,(R),won
Colorado,Larry G.,Liston,2016,16th House District,(R),won
Colorado,Larry G.,Liston,2018,16th House District,(R),won
Colorado,Norman,Litch,1934,12th Senate District,(R),lost
Colorado,A. L.,Litel,1934,12th Senate District,(D),won
Colorado,Duane O.,Littell,1950,Denver House District,(R),lost
Colorado,A.J.,Little,1958,16th Senate District,(D),lost
Colorado,Albert J.,Littler,1960,Mesa House District,(D),lost
Colorado,Kathleen Painter,Littler,1960,Weld House District,(R),won
Colorado,Kathleen P.,Littler,1962,Weld House District,(R),won
Colorado,Kathleen P.,Littler,1964,44th House District,(R),lost
Colorado,R. W.,Livers,1914,Eagle House District,(Prog.),lost
Colorado,Harry,Livingston,1920,Denver House District,(D),lost
Colorado,Robert,Llewellyn,1940,Las Animas House District,(R),lost
Colorado,Kenneth W.,Lloyd,1932,Weld House District,(R),lost
Colorado,William L.,Lloyd,1934,2nd Senate District,(R),won
Colorado,Thomas A.,Lloyd,1948,Denver House District,(R),lost
Colorado,Jim,Lloyd,1972,45th House District,(D),won
Colorado,James D. 'Jim',Lloyd,1974,45th House District,(D),won
Colorado,James D. 'Jim',Lloyd,1976,45th House District,(D),won
Colorado,Geoffrey,Lloyd,1986,32nd Senate District,(L),lost
Colorado,Timothy M.,Lloyd,1998,2nd House District,(R),lost
Colorado,Geoffrey,Lloyd,2002,2nd House District,(L),lost
Colorado,Orion W.,Locke,1916,Fremont House District,(D),lost
Colorado,Harry M.,Locke,1950,6th Senate District,(R),won
Colorado,Harry M.,Locke,1954,6th Senate District,(R),won
Colorado,Harry M.,Locke,1958,6th Senate District,(R),won
Colorado,Harry M.,Locke,1962,6th Senate District,(R),won
Colorado,Harry M.,Locke,1966,15th Senate District,(R),won
Colorado,Harry M.,Locke,1970,30th Senate District,(R),won
Colorado,Ned,Locke,1986,18th House District,(D),won
Colorado,Daniel H.,Lodwig,1908,9th Senate District,,
Colorado,Richards L.,Loesch,1930,Montrose House District,(D),lost
Colorado,Wendy,Lofton,1998,35th House District,(R),lost
Colorado,Jean,Logan,1962,Dolores/Montezuma/San Miguel House District,(R),lost
Colorado,Roger D.,Logan,2012,32nd Senate District,(R),lost
Colorado,Loretta C.,Lohman,1970,39th House District,(D),lost
Colorado,Walter R.,Lombard,1934,6th Senate District,(S),lost
Colorado,James M.,Long,1902,Arapahoe/Logan/Morgan/Washington House District,,
Colorado,W. S.,Long,1906,Larimer House District,,
Colorado,John C.,Long,1908,Adams/Arapahoe/Boulder/Cheyenne/Denver/Elbert/Kit Carson/Lincoln House District,,
