,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Hockinson,95.97%,0.29%,0.47%,0.64%,0.19%,0.68%,1.75%,1.62%,$69,757.00,$72,292.00,$50,570.00,$34,901.00,$25,269.00,1.70%,2.20%,2.80%,0.00%
Hogans Corner,,,,,,,,,,,,,,,,,
Holden Village,,,,,,,,,,,,,,,,,
Holly,,,,,,,,,,,,,,,,,
Hollywood,,,,,,,,,,,,,,,,,
Holman,,,,,,,,,,,,,,,,,
Home,,,,,,,,,,,,,,,,,
Hoodsport,,,,,,,,,,,,,,,,,
Hoogdal,,,,,,,,,,,,,,,,,
Hooper,,,,,,,,,,,,,,,,,
Hooper Junction,,,,,,,,,,,,,,,,,
Hope,,,,,,,,,,,,,,,,,
Hoquiam,85.50%,0.80%,3.90%,1.10%,0.20%,4.20%,4.20%,9.50%,,,,,,,,,
Howard,,,,,,,,,,,,,,,,,
Humorist,,,,,,,,,,,,,,,,,
Humphrey,,,,,,,,,,,,,,,,,
Humptulips,79.17%,,3.24%,0.93%,,11.57%,5.09%,13.89%,$26,000.00,$22,188.00,$38,125.00,$17,500.00,$10,210.00,26.90%,32.70%,40.60%,23.50%
Hunters,87.60%,0.30%,4.60%,0.30%,,2.00%,4.90%,12.50%,$22,143.00,$21,000.00,,,,,,,
Hunts Point,94.81%,0.45%,,2.71%,,0.23%,1.81%,2.26%,$179,898.00,$200,000.00,$100,000.00,$40,417.00,$113,816.00,0.00%,1.10%,0.00%,2.60%
Huntsville,,,,,,,,,,,,,,,,,
Husum,,,,,,,,,,,,,,,,,
Hyak,,,,,,,,,,,,,,,,,
Hyland,,,,,,,,,,,,,,,,,
Illahee,,,,,,,,,,,,,,,,,
Ilwaco,92.84%,0.53%,1.37%,0.42%,0.11%,1.79%,2.95%,5.26%,$29,632.00,$34,934.00,$29,821.00,$21,442.00,$20,493.00,0.00%,3.20%,21.10%,16.30%
Impach,,,,,,,,,,,,,,,,,
Inchelium,20.31%,,76.61%,,,0.26%,2.83%,1.54%,$24,375.00,$42,000.00,$37,292.00,$23,194.00,$14,728.00,11.00%,13.40%,4.80%,26.30%
Index,95.54%,,1.27%,1.27%,,,1.91%,1.91%,$43,125.00,$32,000.00,$32,500.00,$13,750.00,$22,023.00,17.50%,16.90%,29.30%,0.00%
Indian Village,,,,,,,,,,,,,,,,,
Indianola,87.74%,0.53%,5.29%,1.39%,0.33%,0.83%,3.90%,2.74%,$52,852.00,$60,028.00,$43,633.00,$30,208.00,$22,895.00,3.20%,5.30%,7.30%,4.20%
Inglewood,86.78%,1.39%,0.48%,6.38%,0.19%,1.31%,3.47%,3.80%,$72,130.00,$77,393.00,$52,222.00,$35,765.00,$31,272.00,2.80%,4.10%,5.10%,1.40%
Ione,92.69%,0.21%,2.09%,0.21%,,0.21%,4.59%,1.46%,$24,083.00,$30,917.00,$35,000.00,$17,500.00,$12,093.00,17.10%,16.40%,15.10%,9.50%
Irby,,,,,,,,,,,,,,,,,
Irondale,90.74%,0.32%,1.93%,1.41%,0.09%,0.58%,4.95%,2.50%,$32,202.00,$34,847.00,$34,583.00,$22,500.00,$15,721.00,13.60%,14.40%,20.50%,8.20%
Island County,86.10%,2.20%,0.80%,4.40%,0.50%,1.50%,4.50%,5.50%,$57,190.00,$68,106.00,$46,801.00,$35,189.00,$29,079.00,5.70%,8.00%,12.10%,4.00%
Issaquah,87.95%,0.88%,0.63%,6.04%,0.11%,1.46%,2.93%,4.95%,$57,892.00,$77,274.00,$55,049.00,$36,670.00,,4.80%,,5.50%,4.70%
Jameson,,,,,,,,,,,,,,,,,
Jamestown,,,,,,,,,,,,,,,,,
Jared,,,,,,,,,,,,,,,,,
Jefferson County,91.00%,0.80%,2.30%,1.60%,0.20%,0.70%,3.40%,2.80%,$46,048.00,$59,964.00,$45,616.00,$29,508.00,$28,528.00,8.90%,13.50%,20.80%,7.40%
Jerita,,,,,,,,,,,,,,,,,
Johnson,,,,,,,,,,,,,,,,,
Joso,,,,,,,,,,,,,,,,,
Joyce,,,,,,,,,,,,,,,,,
Junction City,95.00%,,,,,1.25%,3.75%,1.25%,$32,292.00,$37,813.00,$29,688.00,$21,250.00,$16,895.00,0.00%,22.10%,0.00%,0.00%
Kahlotus,85.05%,0.93%,0.93%,0.47%,,9.35%,3.27%,11.21%,$38,750.00,$38,958.00,$31,786.00,$25,179.00,$21,702.00,0.00%,1.50%,27.50%,0.00%
Kalaloch,,,,,,,,,,,,,,,,,
Kalama,91.30%,0.60%,1.30%,1.20%,0.10%,1.80%,3.70%,4.90%,,,,,,,,,
Kamilche,,,,,,,,,,,,,,,,,
Kanaskat,,,,,,,,,,,,,,,,,
Kangley,,,,,,,,,,,,,,,,,
Kapowsin,,,,,,,,,,,,,,,,,
Karamin,,,,,,,,,,,,,,,,,
Kayak Point,,,,,,,,,,,,,,,,,
Keller,,,,,,,,,,,,,,,,,
Kelly%s Korner,,,,,,,,,,,,,,,,,
Kelso,90.14%,0.82%,2.05%,0.94%,0.21%,3.12%,2.72%,6.93%,$29,722.00,$36,784.00,$36,271.00,$23,750.00,$18,777.00,0.00%,3.50%,25.10%,11.20%
Kendall,91.77%,,4.43%,,,,3.80%,0.63%,$24,821.00,$24,821.00,$17,000.00,$18,750.00,$13,450.00,,,,
Kenmore,86.70%,1.39%,0.37%,7.16%,0.18%,1.24%,2.96%,3.51%,,,,,,,,,
Kennard Corner,,,,,,,,,,,,,,,,,
Kennewick,82.93%,1.14%,0.93%,2.12%,0.11%,9.40%,3.37%,15.55%,$41,213.00,$50,011.00,$41,589.00,$26,022.00,,12.90%,,18.80%,8.70%
Kent,70.81%,8.23%,0.98%,9.42%,0.76%,4.70%,5.37%,8.13%,$50,053.00,$61,016.00,$43,136.00,$36,995.00,,11.60%,9.30%,16.70%,
Ketron Island,,,,,,,,,,,,,,,,,
Kettle Falls,91.29%,0.07%,3.86%,0.20%,0.07%,0.65%,3.86%,2.75%,$27,031.00,$34,375.00,$33,750.00,$23,750.00,$17,243.00,0.00%,0.70%,26.00%,12.90%
Kewa,,,,,,,,,,,,,,,,,
Key Center,,,,,,,,,,,,,,,,,
Keyport,,,,,,,,,,,,,,,,,
Keystone (Adams),,,,,,,,,,,,,,,,,
Keystone (Island),,,,,,,,,,,,,,,,,
Kid Valley,,,,,,,,,,,,,,,,,
King County,68.70%,6.20%,0.80%,14.60%,,3.90%,5.00%,8.90%,$68,065.00,$87,010.00,$62,373.00,$45,761.00,$38,211.00,6.40%,10.20%,12.50%,8.60%
Kingston,91.06%,0.25%,1.18%,2.30%,0.99%,1.61%,2.61%,2.73%,$40,347.00,$54,583.00,$43,839.00,$25,781.00,$24,212.00,9.20%,11.20%,17.90%,13.70%
Kiona,,,,,,,,,,,,,,,,,
Kirkland,85.28%,1.59%,0.53%,7.80%,0.20%,1.69%,2.92%,4.11%,$60,332.00,$73,395.00,$50,691.00,$39,737.00,$38,903.00,3.90%,5.30%,6.30%,5.00%
Kitsap County,82.60%,2.60%,1.60%,4.90%,0.90%,1.60%,5.80%,6.20%,$59,549.00,$71,065.00,$52,282.00,$38,499.00,$29,755.00,6.10%,9.40%,11.80%,5.30%
Kitsap Lake,,,,,,,,,,,,,,,,,
Kitsmiller,,,,,,,,,,,,,,,,,
Kittitas,92.13%,0.63%,1.18%,0.09%,0.18%,4.62%,1.18%,11.58%,$26,985.00,$31,382.00,$29,803.00,$20,563.00,$16,183.00,0.00%,5.90%,29.20%,11.40%
Kittitas County,89.30%,0.90%,1.00%,2.00%,0.10%,3.70%,3.00%,7.60%,$41,232.00,$61,276.00,$45,916.00,$35,380.00,$23,467.00,10.30%,21.20%,19.80%,7.00%
Klaber,,,,,,,,,,,,,,,,,
Klahanie,68.90%,1.30%,0.20%,23.90%,0.10%,1.30%,4.30%,5.20%,,,,,,,,,
Klickitat,92.33%,0.24%,3.60%,0.96%,,,2.88%,2.64%,$28,750.00,$29,688.00,$30,500.00,$16,250.00,$11,717.00,27.80%,29.70%,32.50%,11.50%
Klickitat County,87.70%,0.20%,2.40%,0.60%,0.10%,5.60%,3.30%,10.70%,$37,398.00,$46,012.00,$43,588.00,$31,114.00,$21,553.00,13.70%,19.50%,33.90%,9.40%
Klipsan Beach,,,,,,,,,,,,,,,,,
Koontzville,,,,,,,,,,,,,,,,,
Kooskooskie,,,,,,,,,,,,,,,,,
Kopiah,,,,,,,,,,,,,,,,,
Koren,,,,,,,,,,,,,,,,,
Krain,,,,,,,,,,,,,,,,,
Krupp,83.33%,,,1.67%,,,15.00%,5.00%,$37,679.00,$37,857.00,$36,250.00,$21,250.00,$9,149.00,0.00%,2.70%,0.00%,0.00%
Kruse Junction,,,,,,,,,,,,,,,,,
Kummer,,,,,,,,,,,,,,,,,
La Center,91.30%,1.00%,0.80%,1.90%,,1.50%,3.40%,4.60%,,,,,,,,,
La Conner,87.10%,0.70%,5.10%,1.00%,,3.40%,2.80%,6.20%,,,,,,,,,
La Grande,,,,,,,,,,,,,,,,,
La Push,,,,,,,,,,,,,,,,,
Lacey,74.20%,5.40%,1.20%,8.00%,1.70%,2.60%,7.00%,9.20%,,,,,,,,,
LaCrosse,93.42%,,3.16%,0.26%,,0.53%,2.63%,0.53%,$30,893.00,$40,833.00,$30,972.00,$20,313.00,$16,656.00,2.10%,5.90%,4.50%,6.00%
Laing,,,,,,,,,,,,,,,,,
Lake Bosworth,93.63%,0.49%,0.49%,,,,5.39%,2.45%,$57,917.00,$59,333.00,$60,156.00,$25,156.00,$23,526.00,0.00%,0.00%,,
Lake Cassidy,,,,,,,,,,,,,,,,,
Lake Cavanaugh,98.36%,,,0.82%,,,0.82%,,$66,250.00,$95,012.00,$35,096.00,$0.00,$32,195.00,0.00%,0.00%,,
Lake Desire,,,,,,,,,,,,,,,,,
Lake Forest Park,85.32%,1.64%,0.43%,7.94%,0.11%,0.92%,3.64%,2.24%,$74,149.00,$84,316.00,$53,164.00,$39,531.00,,3.80%,,2.30%,2.20%
Lake Goodwin,94.60%,0.48%,1.34%,0.72%,0.09%,0.86%,1.91%,2.44%,$65,044.00,$67,346.00,$47,400.00,$31,597.00,$27,332.00,0.70%,1.20%,1.50%,0.00%
Lake Holm,,,,,,,,,,,,,,,,,
Lake Ketchum,95.65%,0.17%,1.28%,0.34%,,1.36%,1.19%,3.50%,$60,029.00,$62,148.00,$38,235.00,$28,047.00,$19,538.00,3.20%,10.20%,7.70%,6.80%
Lake Marcel,,,,,,,,,,,,,,,,,
Lake Marcel-Stillwater,94.71%,0.22%,0.36%,0.58%,0.07%,1.59%,2.46%,3.91%,$61,250.00,$61,400.00,$48,750.00,$39,306.00,$23,005.00,0.00%,0.50%,0.00%,0.00%
Lake McMurray,90.00%,0.50%,,3.50%,2.00%,0.50%,3.50%,0.50%,$65,536.00,$62,083.00,$36,071.00,$39,375.00,$29,051.00,0.00%,0.00%,,
Lake Morton,,,,,,,,,,,,,,,,,
Lake Morton-Berrydale,92.50%,0.86%,0.80%,2.09%,0.19%,1.09%,2.47%,2.31%,$75,337.00,$80,516.00,$54,151.00,$36,101.00,$28,980.00,0.50%,1.70%,0.00%,3.60%
Lake Roesiger,95.55%,0.46%,0.92%,0.61%,,0.46%,1.99%,1.53%,$70,500.00,$72,375.00,$45,313.00,$36,200.00,$24,390.00,0.00%,2.40%,0.00%,5.10%
Lake Shore,92.38%,1.20%,0.72%,2.46%,0.07%,0.67%,2.49%,2.91%,$62,476.00,$66,217.00,$48,716.00,$35,300.00,$27,008.00,3.60%,3.30%,3.90%,6.40%
Lake Stevens,92.31%,0.60%,0.91%,1.10%,0.31%,0.90%,3.87%,3.55%,$65,231.00,$68,250.00,$51,536.00,$30,239.00,,4.40%,,3.90%,9.00%
Lake Stickney,62.24%,9.92%,1.28%,7.37%,0.50%,7.26%,4.44%,17.47%,$40,831.00,$44,378.00,$35,204.00,$27,095.00,$19,801.00,8.40%,11.00%,13.60%,12.00%
Lake Tapps,,,,,,,,,,,,,,,,,
Lakebay,,,,,,,,,,,,,,,,,
Lakeland North,82.45%,3.41%,1.07%,6.95%,0.50%,1.62%,4.00%,3.56%,$62,292.00,$64,158.00,$45,199.00,$31,753.00,$23,776.00,3.40%,5.10%,5.70%,4.20%
Lakeland South,83.94%,3.69%,0.87%,6.09%,0.42%,1.15%,3.83%,3.33%,,,,,,,,,
Lakeland Village,,,,,,,,,,,,,,,,,
Lakeridge,,,,,,,,,,,,,,,,,
Lakeview,89.46%,1.00%,2.13%,0.25%,,4.14%,3.01%,8.41%,$30,588.00,$35,313.00,$31,607.00,$21,563.00,$17,448.00,13.40%,18.60%,49.60%,2.60%
Lakeview Park,,,,,,,,,,,,,,,,,
Lakewood,64.82%,12.25%,1.55%,8.95%,1.84%,3.55%,7.04%,8.49%,$36,422.00,$42,551.00,$31,434.00,$26,653.00,,15.80%,,23.50%,5.60%
Lamoine,,,,,,,,,,,,,,,,,
Lamona,,,,,,,,,,,,,,,,,
Lamont,94.34%,,4.72%,,,,0.94%,,$32,778.00,$32,750.00,$31,250.00,$16,250.00,$10,026.00,13.00%,15.40%,5.70%,33.30%
Lancaster,,,,,,,,,,,,,,,,,
Langley,96.25%,0.31%,0.42%,0.52%,,0.42%,2.09%,1.88%,$34,792.00,$51,563.00,$41,750.00,$30,125.00,,10.60%,,10.70%,6.60%
Larch Way,,,,,,,,,,,,,,,,,
Larimer%s Corner,,,,,,,,,,,,,,,,,
Latah,97.35%,,0.66%,0.66%,,1.32%,,4.64%,$40,417.00,$43,750.00,$41,500.00,$21,563.00,$16,823.00,14.30%,13.20%,22.60%,0.00%
Laurel (Klickitat),,,,,,,,,,,,,,,,,
Laurel (Whatcom),,,,,,,,,,,,,,,,,
Laurier,,,,,,,,,,,,,,,,,
Lawrence,,,,,,,,,,,,,,,,,
Le Grow,,,,,,,,,,,,,,,,,
Leadpoint,,,,,,,,,,,,,,,,,
Leahy,,,,,,,,,,,,,,,,,
Leavenworth,92.90%,0.40%,0.50%,0.60%,0.20%,3.90%,1.60%,10.80%,,,,,,,,,
Lebam,84.09%,,6.82%,1.14%,,4.55%,3.41%,,$33,125.00,$40,000.00,$45,313.00,$51,250.00,$15,831.00,8.00%,11.90%,15.90%,20.80%
Lee,,,,,,,,,,,,,,,,,
Levey,,,,,,,,,,,,,,,,,
Lewis County,89.70%,0.50%,1.40%,0.90%,0.20%,4.00%,3.20%,8.70%,$43,874.00,$53,358.00,$43,695.00,$31,720.00,$21,695.00,10.30%,13.30%,18.20%,8.60%
Lewisville,95.97%,0.24%,0.53%,0.41%,0.36%,1.54%,0.95%,1.78%,$65,221.00,$62,031.00,$48,816.00,$38,068.00,$23,175.00,2.00%,1.10%,0.00%,9.10%
Lexington,,,,,,,,,,,,,,,,,
Liberty,,,,,,,,,,,,,,,,,
Liberty Lake,93.69%,0.71%,0.28%,2.60%,0.15%,0.56%,2.02%,2.23%,$60,854.00,$66,985.00,$57,425.00,$30,828.00,$29,105.00,1.30%,3.20%,2.70%,6.40%
Lichty,,,,,,,,,,,,,,,,,
Lilliwaup,,,,,,,,,,,,,,,,,
Lincoln,,,,,,,,,,,,,,,,,
Lincoln County,95.00%,0.30%,1.60%,0.40%,,0.50%,2.20%,2.30%,$45,582.00,$52,083.00,$44,491.00,$30,617.00,$24,757.00,7.10%,12.10%,21.50%,6.00%
Lind,90.89%,,0.52%,0.17%,,7.22%,1.20%,11.86%,$40,147.00,$40,938.00,$33,625.00,$18,000.00,$16,948.00,8.20%,11.50%,18.30%,4.10%
Little Falls,93.56%,,0.34%,,,1.86%,4.24%,6.61%,$30,750.00,$32,188.00,$35,139.00,$16,875.00,$15,481.00,21.90%,23.70%,28.40%,3.10%
Little Oklahoma,,,,,,,,,,,,,,,,,
Littlerock,,,,,,,,,,,,,,,,,
Lochsloy,95.88%,0.28%,0.80%,0.75%,0.14%,0.61%,1.55%,2.34%,$52,375.00,$57,350.00,$45,313.00,$33,056.00,$23,770.00,1.00%,5.00%,8.10%,1.20%
Locke,,,,,,,,,,,,,,,,,
Lofall,,,,,,,,,,,,,,,,,
Long,,,,,,,,,,,,,,,,,
Long Beach,89.87%,0.08%,1.09%,1.40%,,1.56%,6.00%,4.83%,$23,611.00,$33,029.00,$30,938.00,$20,625.00,,18.70%,,19.50%,11.40%
Long Lake,,,,,,,,,,,,,,,,,
Longbranch,,,,,,,,,,,,,,,,,
Longmire,,,,,,,,,,,,,,,,,
Longview,89.35%,0.72%,1.76%,2.17%,0.13%,2.96%,2.92%,5.82%,$35,171.00,$43,869.00,$38,972.00,$26,625.00,$51,432.00,0.00%,10.00%,25.00%,6.80%
Longview Heights,95.16%,0.40%,0.94%,1.42%,0.09%,0.43%,1.57%,1.79%,$48,802.00,$52,794.00,$42,139.00,$24,857.00,$21,262.00,2.60%,3.40%,6.10%,0.00%
Loomis,,,,,,,,,,,,,,,,,
Loon Lake,,,,,,,,,,,,,,,,,
Lopez Island,,,,,,,,,,,,,,,,,
Lost Creek,,,,,,,,,,,,,,,,,
Lowden,,,,,,,,,,,,,,,,,
Lowell,74.60%,4.10%,1.40%,7.80%,0.70%,6.10%,5.30%,14.20%,$40,100.00,$46,743.00,$35,852.00,$28,841.00,$20,577.00,10.10%,19.50%,16.00%,12.10%
Lower Elochoman,,,,,,,,,,,,,,,,,
Lucerne,,,,,,,,,,,,,,,,,
Lyle,87.55%,,1.89%,0.94%,0.38%,4.91%,4.34%,7.55%,$33,438.00,$40,083.00,$37,292.00,$25,500.00,$17,355.00,8.10%,11.60%,8.20%,20.60%
Lyman,95.60%,0.98%,1.47%,0.24%,,,1.71%,0.73%,$34,318.00,$40,625.00,$34,583.00,$25,417.00,$17,014.00,11.30%,15.70%,27.10%,0.00%
Lynden,93.07%,0.27%,0.45%,2.26%,,2.51%,1.44%,4.73%,$42,767.00,$50,449.00,$39,597.00,$23,292.00,,6.10%,,4.50%,12.70%
Lynnwood,74.30%,3.30%,1.00%,13.87%,0.40%,2.80%,4.35%,29.96%,$22,814.00,$21,825.00,$27,395.00,$30,070.00,,23.50%,,9.80%,12.20%
Mabton,21.73%,0.11%,0.48%,1.00%,0.00%,73.88%,2.80%,89.00%,$26,650.00,$26,198.00,$18,917.00,$21,667.00,$7,694.00,27.90%,44.00%,18.20%,
Machias,95.47%,0.99%,0.20%,0.30%,,1.08%,1.97%,2.07%,$75,000.00,$79,112.00,$47,941.00,$34,375.00,$27,961.00,2.10%,3.50%,6.80%,0.00%
Mack,,,,,,,,,,,,,,,,,
Mae,,,,,,,,,,,,,,,,,
Magallon,,,,,,,,,,,,,,,,,
Malaga,,,,,,,,,,,,,,,,,
Malden,96.28%,0.47%,2.33%,,,,0.93%,0.93%,$26,250.00,$26,250.00,$30,000.00,$31,250.00,$12,477.00,18.00%,17.40%,17.90%,4.70%
Malo,,,,,,,,,,,,,,,,,
Malone,,,,,,,,,,,,,,,,,
Malott,,,,,,,,,,,,,,,,,
Maltby,94.12%,0.29%,0.47%,2.38%,0.16%,0.64%,1.94%,2.13%,$77,534.00,$80,543.00,$53,209.00,$36,719.00,$29,330.00,1.90%,3.60%,4.10%,6.20%
Manchester,87.66%,1.31%,1.13%,2.66%,0.93%,1.35%,4.96%,3.77%,$52,213.00,$56,118.00,$39,695.00,$26,875.00,$21,946.00,4.90%,5.50%,7.70%,1.50%
Manito,,,,,,,,,,,,,,,,,
Mansfield,94.04%,,0.63%,,,1.57%,3.76%,3.45%,$28,750.00,$42,500.00,$38,125.00,$21,667.00,$17,368.00,13.30%,17.10%,19.70%,6.30%
Manson,,,,,,,,,,,,,,,,,
Manzanita,,,,,,,,,,,,,,,,,
Maple Falls,90.61%,,2.53%,,,,6.86%,0.36%,$41,250.00,$56,477.00,$40,250.00,$17,125.00,$24,216.00,0.00%,3.50%,,
Maple Heights-Lake Desire,86.80%,1.28%,1.48%,6.81%,0.19%,0.90%,2.53%,2.72%,$75,741.00,$78,848.00,$56,761.00,$38,125.00,$33,209.00,0.60%,2.20%,3.00%,0.00%
Maple Valley,85.80%,2.10%,0.50%,4.50%,0.40%,1.70%,5.00%,5.70%,$67,159.00,$70,008.00,$50,623.00,$34,097.00,,2.60%,,2.40%,3.70%
Maple Valley Heights,,,,,,,,,,,,,,,,,
Maplewood,,,,,,,,,,,,,,,,,
Marble,,,,,,,,,,,,,,,,,
Marblemount,94.02%,0.40%,1.99%,,,0.80%,2.79%,0.80%,$25,156.00,$26,250.00,$37,232.00,$15,278.00,$15,353.00,14.30%,16.50%,10.80%,26.70%
Marcellus,,,,,,,,,,,,,,,,,
Marcus,95.73%,,0.85%,0.85%,,0.85%,1.71%,2.56%,$27,500.00,$31,250.00,$30,417.00,$22,500.00,$10,798.00,25.00%,28.40%,41.20%,5.30%
Marengo, Columbia County,,,,,,,,,,,,,,,,,
Marietta,84.20%,1.11%,3.84%,5.04%,0.39%,2.84%,2.59%,5.98%,$39,902.00,$43,194.00,$35,875.00,$27,167.00,$21,322.00,11.30%,15.60%,25.50%,8.20%
Marietta-Alderwood,84.20%,1.11%,3.84%,5.04%,0.39%,2.84%,2.59%,5.98%,$39,902.00,$43,194.00,$35,875.00,$27,167.00,$21,322.00,11.30%,15.60%,25.50%,8.20%
Markham,94.74%,,1.05%,2.11%,,1.05%,1.05%,2.11%,$63,750.00,$96,816.00,$40,625.00,$23,750.00,$23,700.00,0.00%,12.30%,0.00%,100.00%
Marrowstone,96.40%,,0.40%,0.80%,,0.10%,2.10%,0.90%,$48,533.00,$54,397.00,$45,000.00,$26,607.00,$31,146.00,0.00%,0.00%,,
Marshall,,,,,,,,,,,,,,,,,
Martha Lake,58.80%,11.52%,0.79%,12.63%,0.23%,1.30%,3.74%,19.70%,$57,568.00,$59,813.00,$46,262.00,$32,356.00,$24,721.00,2.90%,4.90%,5.40%,4.90%
Martindale,,,,,,,,,,,,,,,,,
Maryhill,77.55%,9.18%,2.04%,,1.02%,1.02%,9.18%,9.18%,$37,250.00,$48,529.00,$36,103.00,$28,750.00,$18,939.00,0.00%,0.00%,,
Marysville,88.21%,1.02%,1.60%,3.82%,0.36%,1.89%,3.10%,4.83%,$47,088.00,$55,796.00,$42,391.00,$30,185.00,,5.60%,,4.00%,5.90%
Mason County,86.10%,1.10%,3.70%,1.20%,0.40%,3.40%,4.10%,8.00%,$48,104.00,$56,809.00,$44,992.00,$33,982.00,$22,530.00,11.10%,15.60%,21.00%,9.00%
Matlock,,,,,,,,,,,,,,,,,
Mattawa,29.59%,0.19%,0.54%,0.92%,,65.85%,2.91%,89.80%,$31,964.00,$25,921.00,$13,669.00,$13,333.00,,34.40%,,38.00%,42.60%
Matthiesen,,,,,,,,,,,,,,,,,
Maud,,,,,,,,,,,,,,,,,
Maxwelton,,,,,,,,,,,,,,,,,
May Creek,95.92%,,1.00%,0.50%,,1.00%,1.59%,3.49%,$46,310.00,$49,028.00,$45,000.00,$30,521.00,$20,322.00,4.90%,6.40%,11.30%,1.90%
Maytown,,,,,,,,,,,,,,,,,
Mayview,,,,,,,,,,,,,,,,,
Maywood,,,,,,,,,,,,,,,,,
Mazama,,,,,,,,,,,,,,,,,
McAdam,,,,,,,,,,,,,,,,,
McCarteney,,,,,,,,,,,,,,,,,
McChord AFB,76.50%,8.50%,0.70%,4.20%,0.70%,3.20%,6.30%,8.10%,$35,319.00,$35,205.00,$23,004.00,$22,216.00,$12,454.00,5.50%,7.30%,9.50%,0.00%
McCleary,94.36%,0.21%,0.89%,0.28%,,0.76%,3.51%,2.20%,,,,,,,,,
McCormick,,,,,,,,,,,,,,,,,
McDonald,,,,,,,,,,,,,,,,,
McGowan,,,,,,,,,,,,,,,,,
McKee%s Beach,,,,,,,,,,,,,,,,,
McKenna,,,,,,,,,,,,,,,,,
McMillin,,,,,,,,,,,,,,,,,
Mead,,,,,,,,,,,,,,,,,
Meadow Glade,94.65%,0.27%,1.08%,1.48%,0.27%,0.99%,1.26%,2.38%,$67,230.00,$72,574.00,$50,234.00,$27,331.00,$21,765.00,6.70%,4.90%,3.00%,16.50%
Meadowdale,,,,,,,,,,,,,,,,,
Medical Lake,88.88%,4.60%,1.41%,1.57%,0.21%,1.01%,2.32%,4.12%,$42,159.00,$47,357.00,$35,543.00,$23,971.00,$18,452.00,0.00%,4.00%,12.30%,13.70%
Medina,92.63%,0.17%,0.27%,4.88%,0.07%,0.33%,1.66%,1.39%,,,,,,,,,
Megler,,,,,,,,,,,,,,,,,
Melbourne,,,,,,,,,,,,,,,,,
Menlo,,,,,,,,,,,,,,,,,
Mercer Island,84.09%,1.14%,0.16%,11.87%,0.07%,0.52%,2.16%,1.86%,$91,904.00,$110,830.00,$82,855.00,$46,734.00,,3.20%,,3.40%,2.30%
Meridian,,,,,,,,,,,,,,,,,
Merritt,,,,,,,,,,,,,,,,,
Mesa,58.59%,,0.94%,0.47%,,28.24%,11.76%,59.29%,$38,750.00,$39,583.00,$28,250.00,$21,250.00,$8,380.00,0.00%,41.70%,14.40%,0.00%
Metaline,91.98%,,1.23%,,0.62%,,6.17%,1.23%,$22,981.00,$23,750.00,$35,000.00,$11,563.00,$11,262.00,25.00%,32.60%,48.10%,0.00%
Metaline Falls,96.86%,,,1.35%,,0.45%,1.35%,0.45%,$17,083.00,$35,250.00,$36,250.00,$18,333.00,$16,390.00,24.40%,33.20%,48.10%,16.20%
Meteor,,,,,,,,,,,,,,,,,
Methow,,,,,,,,,,,,,,,,,
Mica,,,,,,,,,,,,,,,,,
Midland,71.11%,8.44%,2.39%,5.75%,0.92%,4.41%,6.99%,9.32%,$34,817.00,$38,071.00,$32,272.00,$25,563.00,$16,815.00,13.20%,15.50%,23.20%,4.80%
Midvale,,,,,,,,,,,,,,,,,
Milan,,,,,,,,,,,,,,,,,
Miles,,,,,,,,,,,,,,,,,
Mill Creek,81.49%,1.41%,0.43%,12.64%,0.25%,1.12%,2.65%,3.25%,$69,702.00,$87,263.00,$59,070.00,$39,138.00,,3.50%,,3.20%,3.60%
Mill Creek East,,,,,,,,,,,,,,,,,
Millburn,,,,,,,,,,,,,,,,,
Miller River,,,,,,,,,,,,,,,,,
Milltown,,,,,,,,,,,,,,,,,
Millwood,95.27%,0.55%,0.42%,1.03%,0.12%,0.49%,2.12%,1.46%,$34,565.00,$40,441.00,$31,292.00,$22,500.00,$29,215.00,0.00%,3.50%,18.20%,5.60%
Milton,90.34%,1.14%,1.17%,2.83%,0.28%,0.79%,3.45%,3.55%,$48,166.00,$64,105.00,$41,508.00,$30,111.00,,8.00%,,12.20%,7.40%
Mima,,,,,,,,,,,,,,,,,
Mineral,,,,,,,,,,,,,,,,,
Minkler,,,,,,,,,,,,,,,,,
Minnehaha,88.28%,2.20%,0.95%,2.81%,0.62%,2.09%,3.04%,4.10%,$46,766.00,$50,585.00,$39,167.00,$28,984.00,$20,023.00,8.90%,11.30%,15.90%,7.00%
Mirrormont,94.03%,0.45%,0.58%,1.37%,0.13%,0.81%,2.63%,1.68%,$87,945.00,$90,413.00,$70,365.00,$38,929.00,$35,200.00,3.10%,5.70%,6.30%,4.50%
Mission Beach,,,,,,,,,,,,,,,,,
Mitchell,,,,,,,,,,,,,,,,,
Mockonema,,,,,,,,,,,,,,,,,
Moclips,64.72%,0.16%,24.72%,0.81%,0.49%,2.44%,6.67%,7.15%,$27,500.00,$32,045.00,$31,250.00,$21,250.00,$17,411.00,8.10%,9.50%,2.30%,5.50%
Mohler,,,,,,,,,,,,,,,,,
Mohrweis,,,,,,,,,,,,,,,,,
Mojonnier,,,,,,,,,,,,,,,,,
Mold,,,,,,,,,,,,,,,,,
Molson,,,,,,,,,,,,,,,,,
Mondovi,,,,,,,,,,,,,,,,,
