Type,State,Subdivision,1790pop,1800pop,1810pop,1820pop,1830pop,1840pop,1850pop,1860pop,1870pop,1880pop,1890pop,1900pop,1910pop,1920pop,1930pop,1940pop,1950pop,1960pop,1970pop,1980pop,1990pop,2000pop,2010pop
County,Idaho,Clearwater,,,,,,,,,,,,,,4993,6599,8243,8217,8548,10871,10390,8505,8930,8761
County,Idaho,Custer,,,,,,,,,,,2176,2049,3001,3550,3162,3549,3318,2996,2967,3385,4133,4342,4368
County,Idaho,Elmore,,,,,,,,,,,1870,2286,4785,5087,4491,5518,6687,16719,17479,21565,21205,29130,27038
County,Idaho,Franklin,,,,,,,,,,,,,,8650,9379,10229,9867,8457,7373,8895,9232,11329,12786
County,Idaho,Fremont,,,,,,,,,,,,12821,24606,10380,9925,10304,9351,8679,8710,10813,10937,11819,13242
County,Idaho,Gem,,,,,,,,,,,,,,6427,7419,9544,8730,9127,9387,11972,11844,15181,16719
County,Idaho,Gooding,,,,,,,,,,,,,,7548,7580,9257,11101,9544,8645,11874,11633,14155,15464
County,Idaho,Idaho,,,,,,,,,,,2955,9121,12384,11749,10107,12691,11423,13542,12891,14769,13783,15511,16267
County,Idaho,Jefferson,,,,,,,,,,,,,,9441,9171,10762,10495,11672,11619,15304,16543,19155,26140
County,Idaho,Jerome,,,,,,,,,,,,,,5729,8358,9900,12080,11712,10253,14840,15138,18342,22374
County,Idaho,Kootenai,,,,,,,,,,,4108,10216,22747,17878,19469,22283,24947,29556,35332,59770,69795,108685,138494
County,Idaho,Latah,,,,,,,,,,,9173,13451,18818,18092,17798,18804,20971,21170,24891,28749,30617,34935,37244
County,Idaho,Lemhi,,,,,,,,,,,1915,3446,4786,5164,4643,6521,6278,5816,5566,7460,6899,7806,7936
County,Idaho,Lewis,,,,,,,,,,,,,,5851,5238,4666,4208,4423,3867,4118,3516,3747,3821
County,Idaho,Lincoln,,,,,,,,,,,,1784,12676,3446,3242,4230,4256,3686,3057,3436,3308,4044,5208
County,Idaho,Logan,,,,,,,,,,,4169,,,,,,,,,,,,
County,Idaho,Madison,,,,,,,,,,,,,,9167,8316,9186,9156,9417,13452,19480,23674,27467,37536
County,Idaho,Minidoka,,,,,,,,,,,,,,9035,8403,9870,9785,14394,15731,19718,19361,20174,20069
County,Idaho,Nez Perce,,,,,,,,,,,2847,13748,24860,15253,17591,18873,22658,27066,30376,33220,33754,37410,39265
County,Idaho,Oneida,,,,,,,,,,,6819,8933,15170,6723,5870,5417,4387,3603,2864,3258,3492,4125,4286
County,Idaho,Owyhee,,,,,,,,,,,2021,3804,4044,4694,4103,5652,6307,6375,6422,8272,8392,10644,11526
County,Idaho,Payette,,,,,,,,,,,,,,7021,7318,9511,11921,12363,12401,15722,16434,20578,22623
County,Idaho,Power,,,,,,,,,,,,,,5105,4457,3965,3988,4111,4864,6844,7086,7538,7817
County,Idaho,Shoshone,,,,,,,,,,,5382,11950,13963,14250,19060,21230,22806,20876,19718,19226,13931,13771,12765
County,Idaho,Teton,,,,,,,,,,,,,,3921,3573,3601,3204,2639,2351,2897,3439,5999,10170
County,Idaho,Twin Falls,,,,,,,,,,,,,13543,28398,29828,36403,40979,41842,41807,52927,53580,64284,77230
County,Idaho,Valley,,,,,,,,,,,,,,2524,3488,4035,4270,3663,3609,5604,6109,7651,9862
County,Idaho,Washington,,,,,,,,,,,3836,6882,11101,9424,7962,8853,8576,8378,7633,8803,8550,9977,10198
State,Illinois,–,,,,55211,157445,476183,851470,1711951,2539891,3077871,3826351,4821550,5638591,6485280,7630654,7897241,8712176,10081158,11113976,11426518,11430602,12419293,12830632
County,Illinois,Adams,,,,,2186,14476,26508,41323,56362,59135,61888,67058,64588,62188,62784,65229,64690,68467,70861,71622,66090,68277,67103
County,Illinois,Alexander,,,,626,1390,3313,2484,4707,10564,14808,16563,19384,22741,23980,22542,25496,20316,16061,12015,12264,10626,9590,8238
County,Illinois,Bond,,,,2931,3124,5060,6144,9815,13152,14866,14550,16078,17075,16045,14406,14540,14157,14060,14012,16224,14991,17633,17768
County,Illinois,Boone,,,,,,1705,7624,11678,12942,11508,12203,15791,15481,15322,15078,15202,17070,20326,25440,28630,30806,41786,54165
County,Illinois,Brown,,,,,,4183,7198,9938,12205,13041,11951,11557,10397,9336,7892,8053,7132,6210,5586,5411,5836,6950,6937
County,Illinois,Bureau,,,,,,3067,8841,26426,32415,33172,35014,41112,43975,42648,38845,37600,37711,37594,38541,39114,35688,35503,34978
County,Illinois,Calhoun,,,,,1090,1741,3231,5144,6562,7467,7652,8917,8610,8245,8034,8207,6898,5933,5675,5867,5322,5084,5089
County,Illinois,Carroll,,,,,,1023,4586,11733,16705,16976,18320,18963,18035,19345,18433,17987,18976,19507,19276,18779,16805,16674,15387
County,Illinois,Cass,,,,,,2981,7253,11325,11580,14493,15963,17222,17372,17896,16537,16425,15097,14539,14219,15084,13437,13695,13642
County,Illinois,Champaign,,,,,,1475,2649,14629,32737,40863,42159,47622,51829,56959,64273,70578,106100,132436,163281,168392,173025,179669,201081
County,Illinois,Christian,,,,,,1878,3203,10492,20363,28227,30531,32790,34594,38458,37538,38564,38816,37207,35948,36446,34418,35372,34800
County,Illinois,Clark,,,,931,3940,7453,9532,14987,18719,21894,21899,24033,23517,21165,17872,18842,17362,16546,16216,16913,15921,17008,16335
County,Illinois,Clay,,,,,755,3228,4289,9336,15875,16192,16772,19553,18661,17684,16155,18947,17445,15815,14735,15283,14460,14560,13815
County,Illinois,Clinton,,,,,2330,3718,5139,10941,16285,18714,17411,19824,22832,22947,21369,22912,22594,24029,28315,32617,33944,35535,37762
County,Illinois,Coles,,,,,,9616,9335,14203,25235,27042,30093,34146,34517,35108,37315,38470,40328,42860,47815,52260,51644,53196,53873
County,Illinois,Cook,,,,,,10201,43385,144954,349966,607524,1191922,1838735,2405233,3053017,3982123,4063342,4508792,5129725,5492369,5253655,5105067,5376741,5194675
County,Illinois,Crawford,,,,3022,3117,4422,7135,11551,13889,16197,17283,19240,26281,22771,21085,21294,21137,20751,19824,20818,19464,20452,19817
County,Illinois,Cumberland,,,,,,,3718,8311,12223,13759,15443,16124,14281,12858,10419,11698,10496,9936,9772,11062,10670,11253,11048
County,Illinois,Dekalb,,,,,,1697,7540,19086,23265,26768,27066,31756,33457,31339,32644,34388,40781,51714,71654,74624,77932,88969,105160
County,Illinois,Dewitt,,,,,,3247,5002,10820,14768,17010,17011,18972,18906,19252,18598,18244,16894,17253,16975,18108,16516,16798,16561
County,Illinois,Douglas,,,,,,,,7140,13484,15853,17669,19097,19591,19604,17914,17590,16706,19243,18997,19774,19464,19922,19980
County,Illinois,Dupage,,,,,,3535,9290,14701,16685,19161,22551,28196,33432,42120,91998,103480,154599,313459,491882,658835,781666,904161,916924
County,Illinois,Edgar,,,,,4071,8225,10692,16925,21450,25499,26787,28273,27336,25769,24966,24430,23407,22550,21591,21725,19595,19704,18576
County,Illinois,Edwards,,,,3444,1649,3070,3524,5454,7565,8597,9444,10345,10049,9431,8303,8974,9056,7940,7090,7961,7440,6971,6721
County,Illinois,Effingham,,,,,,1675,3799,7816,15653,18920,19358,20465,20055,19556,19013,22034,21675,23107,24608,30944,31704,34264,34242
County,Illinois,Fayette,,,,,2704,6328,8075,11189,19638,23241,23367,28065,28075,26187,23487,29159,24582,21946,20752,22167,20893,21802,22140
County,Illinois,Ford,,,,,,,,1979,9103,15099,17035,18359,17096,16466,15489,15007,15901,16606,16382,15265,14275,14241,14081
County,Illinois,Franklin,,,,1763,4083,3682,5681,9393,12652,16129,17138,19675,25943,57293,59442,53137,48685,39281,38329,43201,40319,39018,39561
County,Illinois,Fulton,,,,,1841,13142,22508,33338,38291,41240,43110,46201,49549,48163,43983,44627,43716,41954,41890,43687,38080,38250,37069
County,Illinois,Gallatin,,,,3155,7405,10760,5448,8055,11134,12861,14935,15836,14628,12856,10091,11414,9818,7638,7418,7590,6909,6445,5589
County,Illinois,Greene,,,,,7674,11951,12429,16093,20277,23010,23791,23402,22363,22883,20417,20292,18852,17460,17014,16661,15317,14761,13886
County,Illinois,Grundy,,,,,,,3023,10379,14938,16732,21024,24136,24162,18580,18678,18398,19217,22350,26535,30582,32337,37535,50063
County,Illinois,Hamilton,,,,,2616,3945,6362,9915,13014,16712,17800,20197,18227,15920,12995,13454,12256,10010,8665,9172,8499,8621,8457
County,Illinois,Hancock,,,,,483,9946,14652,29061,35935,35337,31907,32215,30638,28523,26420,26297,25790,24574,23645,23877,21373,20121,19104
County,Illinois,Hardin,,,,,,1378,2887,3759,5113,6024,7234,7448,7015,7533,6955,7759,7530,5879,4914,5383,5189,4800,4320
County,Illinois,Henderson,,,,,,,4612,9501,12582,10722,9876,10836,9724,9770,8778,8949,8416,8237,8451,9114,8096,8213,7331
County,Illinois,Henry,,,,,41,1260,3807,20660,35506,36597,33338,40049,41736,45162,43851,43798,46492,49317,53217,57968,51159,51020,50486
County,Illinois,Iroquois,,,,,,1695,4149,12325,25782,35451,35167,38014,35543,34841,32913,32496,32348,33562,33532,32976,30787,31334,29718
County,Illinois,Jackson,,,,1542,1828,3566,5862,9589,19634,22505,27809,33871,35143,37091,35680,37920,38124,42151,55008,61522,61067,59612,60218
County,Illinois,Jasper,,,,,,1472,3220,8364,11234,14515,18188,20160,18157,16064,12809,13431,12266,11346,10741,11318,10609,10117,9698
County,Illinois,Jefferson,,,,691,2555,5762,8109,12965,17864,20686,22590,28133,29111,28480,31034,34375,35892,32315,31446,36552,37020,40045,38827
County,Illinois,Jersey,,,,,,4535,7354,12051,15054,15542,14810,14612,13954,12682,12556,13636,15264,17023,18492,20538,20539,21668,22985
County,Illinois,Jo Daviess,,,,,2111,6180,18604,27325,27820,27528,25101,24533,22657,21917,20235,19989,21459,21821,21766,23520,21821,22289,22678
County,Illinois,Johnson,,,,843,1596,3626,4114,9342,11248,13078,15013,15667,14331,12022,10203,10727,8729,6928,7550,9624,11347,12878,12582
County,Illinois,Kane,,,,,,6501,16703,30062,39091,44939,65061,78792,91862,99499,125327,130206,150388,208246,251005,278405,317471,404119,515269
County,Illinois,Kankakee,,,,,,,,15412,24352,25047,28732,37154,40752,44940,50095,60877,73524,92063,97250,102926,96255,103833,113449
County,Illinois,Kendall,,,,,,,7730,13074,12399,13083,12106,11467,10777,10074,10555,11105,12115,17540,26374,37202,39413,54544,114736
County,Illinois,Knox,,,,,274,7060,13279,28663,39522,38344,38752,43612,46159,46727,51336,52250,54366,61280,61280,61607,56393,55836,52919
County,Illinois,La Salle,,,,,,9348,17815,48332,60792,70403,80798,87776,90132,92925,97695,97801,100610,110800,111409,112033,106913,111509,113924
County,Illinois,Lake,,,,,,2634,14226,18257,21014,21296,24235,34504,55058,74285,104387,121094,179097,293656,382638,440372,516418,644356,703462
County,Illinois,Lawrence,,,,,3668,7092,6121,9214,12533,13663,14693,16523,22661,21380,21885,21075,20539,18540,17522,17807,15972,15452,16833
County,Illinois,Lee,,,,,,2035,5292,17651,27171,27491,26187,29894,27750,28004,32329,34604,36451,38749,37947,36328,34392,36062,36031
County,Illinois,Livingston,,,,,,759,1552,11637,31471,38450,38455,42035,40465,39070,39092,38838,37809,40341,40690,41381,39301,39678,38950
County,Illinois,Logan,,,,,,2333,5128,14272,23053,25037,25489,28680,30216,29562,28863,29438,30671,33656,33538,31802,30798,31183,30305
County,Illinois,Macon,,,,,1122,3039,3988,13738,26481,30665,38083,44003,54186,65175,81731,84693,98853,118257,125010,131375,117206,114706,110768
County,Illinois,Macoupin,,,,,1990,7826,12355,24602,32726,37692,40380,42256,50685,57274,48703,46304,44210,43524,44557,49384,47679,49019,47765
County,Illinois,Madison,,,,13550,6221,14433,20441,31251,44131,50126,51535,64694,89847,106895,143830,149349,182307,224689,250934,247691,249238,258941,269282
County,Illinois,Marion,,,,,2125,4742,6720,12739,20622,23686,24341,30446,35094,37497,35635,47989,41700,39349,38986,43523,41561,41691,39437
County,Illinois,Marshall,,,,,,1849,5180,13437,16956,15055,13653,16370,15679,14760,13023,13179,13025,13334,13302,14479,12846,13180,12640
County,Illinois,Mason,,,,,,,5921,10931,16184,16242,16067,17491,17377,16634,15115,15358,15326,15193,16161,19492,16269,16038,14666
County,Illinois,Massac,,,,,,,4092,6213,9581,10443,11313,13110,14200,13559,14081,14937,13594,14341,13889,14990,14752,15161,15429
County,Illinois,McDonough,,,,,,5308,7616,20069,26509,27970,27467,28412,26887,27074,27329,26944,28199,28928,36653,37467,35244,32913,32612
County,Illinois,McHenry,,,,,,2578,14978,22089,23762,24908,26114,29759,32509,33164,35079,37311,50656,84210,111555,147897,183241,260077,308760
County,Illinois,McLean,,,,,,6565,10163,28772,53988,60100,63036,67843,68008,70107,73117,73930,76577,83877,104389,119149,129180,150433,169572
County,Illinois,Menard,,,,,,4431,6349,9584,11735,13024,13120,14336,12796,11694,10575,10663,9639,9248,9685,11700,11164,12486,12705
County,Illinois,Mercer,,,,,26,2352,5246,15042,18769,19502,18545,20945,19723,18800,16641,17701,17374,17149,17294,19286,17290,16957,16434
County,Illinois,Monroe,,,,1537,2000,4481,7679,12832,12982,13682,12948,13847,13508,12839,12369,12754,13282,15507,18831,20117,22422,27619,32957
County,Illinois,Montgomery,,,,,2953,4490,6277,13979,25314,28078,30003,30836,35311,41403,35278,34499,32460,31244,30260,31686,30728,30652,30104
County,Illinois,Morgan,,,,,12714,19547,16064,22112,28463,31514,32636,35006,34420,33567,34240,36378,35568,36571,36174,37502,36397,36616,35547
County,Illinois,Moultrie,,,,,,,3234,6385,10385,13699,14481,15224,14630,14839,13247,13477,13171,13635,13263,14546,13930,14287,14846
County,Illinois,Ogle,,,,,,3479,10020,22888,27492,29937,28710,29129,27864,26830,28118,29869,33429,38106,42867,46338,45957,51032,53497
County,Illinois,Peoria-Putnam,,,,,1310,6153,17547,36601,47540,55355,70378,88608,100255,111710,141344,153374,174347,189044,195318,200466,182827,183433,186494
County,Illinois,Perry,,,,,1215,3222,5278,9552,13723,16007,17529,19830,22088,22901,22767,23438,21684,19184,19757,21714,21412,23094,22350
County,Illinois,Piatt,,,,,,,1606,6127,10953,15583,17062,17706,16376,15714,15588,14659,13970,14960,15509,16581,15548,16365,16729
County,Illinois,Pike,,,,,2396,11728,18819,27249,30768,33751,31000,31595,28622,26866,24357,25340,22155,20552,19185,18896,17577,17384,16430
County,Illinois,Pope,,,,2610,3316,4094,3975,6742,11437,13256,14016,13585,11215,9625,7996,7999,5779,4061,3857,4404,4373,4413,4470
County,Illinois,Pulaski,,,,,,,2265,3943,8752,9507,11355,14554,15650,14629,14834,15875,13639,10490,8741,8840,7523,7348,6161
County,Illinois,Putnam,,,,,,2131,3924,5587,6280,5554,4730,4746,7561,7579,5235,5289,4746,4570,5007,6085,5730,6086,6006
County,Illinois,Randolph,,,,3492,4429,7944,11079,17205,20859,25690,25049,28001,29120,29109,29313,33608,31673,29988,31379,35652,34583,33893,33476
County,Illinois,Richland,,,,,,,4012,9711,12803,15545,15019,16391,15970,14044,14053,17137,16889,16299,16829,17587,16545,16149,16233
County,Illinois,Rock Island,,,,,,2610,6937,21005,29783,38302,41917,55249,70404,92297,98191,113323,133558,150991,166734,165968,148723,149374,147546
County,Illinois,Saint Clair,,,,5253,7078,13631,20180,37694,51068,61806,66571,86685,119870,136520,157775,166899,205995,262509,285176,267531,262852,256082,270056
County,Illinois,Saline,,,,,,,5588,9331,12714,15940,19342,21685,30204,38353,37100,38066,33420,26227,25721,28448,26551,26733,24913
County,Illinois,Sangamon,,,,,12960,14716,19228,32274,46352,52894,61195,71593,91024,100262,111733,117912,131484,146539,161335,176089,178386,188951,197465
County,Illinois,Schuyler-McDonoug,,,,,2959,6972,10573,14684,17419,16249,16013,16129,14852,13285,11676,11430,9613,8746,8135,8365,7498,7189,7544
County,Illinois,Scott,,,,,,6215,7914,9069,10530,10741,10304,10455,10067,9489,8539,8176,7245,6377,6096,6142,5644,5537,5355
County,Illinois,Shelby,,,,,2972,6659,7807,14613,25476,30270,31191,32126,31693,29601,25471,26290,24434,23404,22589,23923,22261,22893,22363
County,Illinois,Stark,,,,,,1573,3710,9004,10751,11207,9982,10186,10098,9693,9184,8881,8721,8152,7510,7389,6534,6332,5994
County,Illinois,Stephenson,,,,,,2800,11666,25112,30608,31963,31338,34933,36821,37743,40064,40646,41595,46207,48861,49536,48052,48979,47711
County,Illinois,Tazewell,,,,,4716,7221,12052,21470,27903,29666,29556,33221,34027,38540,46082,58362,76165,99789,118649,132078,123692,128485,135394
County,Illinois,Union,,,,2362,3239,5524,7615,11181,16518,18102,21549,22610,21856,20249,19883,21528,20500,17645,16071,17765,17619,18293,17808
County,Illinois,Vermilion,,,,,5836,9303,11492,19800,30388,41588,49905,65635,77996,86162,89339,86791,87079,96176,97047,95222,88257,83919,81625
County,Illinois,Wabash,,,,,2710,4240,4690,7313,8841,9945,11866,12583,14913,14034,13197,13724,14651,14047,12841,13713,13111,12937,11947
County,Illinois,Warren,,,,,308,6739,8176,18336,23174,22933,21281,23163,23313,21488,21745,21286,21981,21587,21595,21943,19181,18735,17707
County,Illinois,Washington,,,,1517,1675,4810,6953,13731,17599,21112,19262,19526,18759,18035,16286,15801,14460,13569,13780,15472,14965,15148,14716
County,Illinois,Wayne,,,,1114,2553,5133,6825,12223,19758,21291,23806,27626,25697,22772,19130,22092,20933,19008,17004,18059,17241,17151,16760
County,Illinois,White,,,,4828,6091,7919,8925,12403,16846,23087,25005,25386,23052,20081,18149,20027,20935,19373,17312,17864,16522,15371,14665
County,Illinois,Whiteside,,,,,,2514,5361,18737,27503,30885,30854,34710,34507,36174,39019,43338,49336,59887,62877,65970,60186,60653,58498
County,Illinois,Will,,,,,,10167,16703,29321,43013,53422,62007,74764,84371,92911,110732,114210,134336,191617,249498,324460,357313,502266,677560
County,Illinois,Williamson,,,,,,4457,7216,12205,17329,19324,22226,27796,45098,61092,53880,51424,48621,46117,49021,56538,57733,61296,66357
County,Illinois,Winnebago,,,,,,4609,11773,24491,29301,30505,39938,47845,63153,90929,117373,121178,152385,209765,246623,250884,252913,278418,295266
County,Illinois,Woodford,,,,,,,4415,13282,18956,21620,21429,21822,20506,19340,18792,19124,21335,24579,28012,33320,32653,35469,38664
State,Indiana,–,,,,147178,343031,685866,988416,1350428,1680637,1978301,2192404,2516462,2700876,2930390,3238503,3427796,3934224,4662498,5193669,5490224,5544159,6080485,6424290
County,Indiana,Adams,,,,,,2264,5797,9252,11382,15385,20181,22232,21840,20503,19957,21254,22393,24643,26871,29619,31095,33625,34387
County,Indiana,Allen,,,,,996,5942,16919,29328,43494,54763,66689,77270,93386,114303,146743,155084,183722,232196,280455,294335,300836,331849,355329
County,Indiana,Bartholomew,,,,,5476,10042,12428,17865,21133,22777,23867,24594,24813,23887,24864,28276,36108,48198,57022,65088,63657,71435,76794
County,Indiana,Benton,,,,,,,1144,2809,5615,11108,11903,13123,12688,12206,11886,11117,11462,11912,11262,10218,9441,9421,8854
County,Indiana,Blackford,,,,,,1226,2860,4122,6272,8020,10461,17213,15820,14084,13617,13783,14026,14792,15888,15570,14067,14048,12766
County,Indiana,Boone,,,,,621,8121,11631,16753,22593,25922,26572,26321,24673,23575,22290,22081,23993,27543,30870,36446,38147,46107,56640
County,Indiana,Brown,,,,,,2364,4846,6507,8681,10264,10308,9727,7975,7019,5168,6189,6209,7024,9057,12377,14080,14957,15242
County,Indiana,Carroll,,,,,1611,7819,11015,13489,16152,18345,20021,19953,17970,16315,15049,15410,16010,16934,17734,19722,18809,20165,20155
County,Indiana,Cass,,,,,1162,5480,11021,16843,24193,27611,31152,34545,36368,38333,34518,36908,38793,40931,40456,40936,38413,40930,38966
County,Indiana,Clark,,,,8709,10686,14595,15828,20502,24770,28610,30259,31835,30260,29381,30764,31020,48330,62795,75876,88838,87777,96472,110232
County,Indiana,Clay,,,,,1616,5567,7944,12161,19084,25854,30536,34285,32535,29447,26479,25365,23918,24207,23933,24862,24705,26556,26890
County,Indiana,Clinton,,,,,1423,7508,11869,14505,17330,23472,27370,28202,26674,27737,27329,28411,29734,30765,30547,31545,30974,33866,33224
County,Indiana,Crawford,,,,2583,3238,5282,6524,8226,9851,12356,13941,13476,12057,11201,10160,10171,9289,8379,8033,9820,9914,10743,10713
County,Indiana,Daviess,,,,3432,4543,6720,10352,13323,16747,21552,26227,29914,27747,26856,25832,26163,26762,26636,26602,27836,27533,29820,31648
County,Indiana,Dekalb,,,,,,1968,8251,13880,17167,20225,24307,25711,25054,25600,24911,24756,26023,28271,30837,33606,35324,40285,42223
County,Indiana,Dearborn,,,,11468,13974,19327,20166,24406,24116,26671,23364,22194,21396,20033,21056,23053,25141,28674,29430,34291,38835,46109,50047
County,Indiana,Decatur,,,,,5887,12171,15107,17294,19053,19779,19277,19518,18793,17813,17308,17722,18218,20019,22738,23841,23645,24555,25740
County,Indiana,Delaware,,,,3677,2374,8843,10843,15753,19030,22926,30131,49624,51414,56377,67270,74963,90252,110938,129219,128587,119659,118769,117671
County,Indiana,Dubois,,,,1168,1778,3632,6321,10394,12597,15992,20253,20357,19843,19915,20553,22579,23785,27463,30934,34238,36616,39674,41889
County,Indiana,Elkhart,,,,,935,6660,12690,20986,26026,33454,39201,45052,49008,56384,68875,72634,84512,106790,126529,137330,156198,182791,197559
County,Indiana,Fayette,,,,5950,9112,9837,10217,10225,10476,11394,12630,13495,14415,17142,19243,19411,23391,24454,26216,28272,26015,25588,24277
County,Indiana,Floyd,,,,2776,6361,9454,14875,20183,23300,24590,29458,30118,30293,30661,34655,35061,43955,51397,55622,61169,64404,70823,75283
County,Indiana,Fountain,,,,,7619,11218,13253,15566,16389,20228,19558,21446,20439,18823,17971,18299,17836,18706,18257,19033,17808,17954,17240
County,Indiana,Franklin,,,,10763,10190,13349,17968,19549,20223,20092,18366,16388,15335,14806,14498,14412,16034,17015,16943,19612,19580,22151,23087
