Type,State,Subdivision,1790pop,1800pop,1810pop,1820pop,1830pop,1840pop,1850pop,1860pop,1870pop,1880pop,1890pop,1900pop,1910pop,1920pop,1930pop,1940pop,1950pop,1960pop,1970pop,1980pop,1990pop,2000pop,2010pop
County,Florida,Palm Beach,,,,,,,,,,,,,5577,18654,51781,79989,114688,228106,348753,576863,863518,1131184,1335187
County,Florida,Pasco,,,,,,,,,,,4249,6054,7502,8802,10574,13981,20529,36785,75955,193643,281131,344765,466457
County,Florida,Pinellas,,,,,,,,,,,,,,28265,62149,91852,159249,374665,522329,728531,851659,921482,917398
County,Florida,Polk,,,,,,,,,3169,3181,7905,12472,24148,38661,72291,86665,123997,195139,227222,321652,405382,483924,609492
County,Florida,Putnam,,,,,,,687,2712,3821,6261,11186,11641,13096,14568,18096,18698,23615,32212,36290,50549,65070,70423,74041
County,Florida,Saint Johns,,,,,,2694,2525,3038,2618,4535,8712,9165,13208,13061,18676,20012,24998,30034,30727,51303,83829,123135,195823
County,Florida,Saint Lucie,,,,,,,139,,,,,,4075,7886,7057,11871,20180,39294,50836,87182,150171,192695,280379
County,Florida,Santa Rosa,,,,,,,2883,5480,3312,6645,7961,10293,14897,13670,14083,16085,18554,29547,37741,55988,81608,117743,154104
County,Florida,Sarasota,,,,,,,,,,,,,,,12440,16106,28827,76895,120413,202251,277776,325957,382213
County,Florida,Seminole,,,,,,,,,,,,,,10986,18735,22304,26883,54947,83692,179752,287529,365196,425071
County,Florida,Sumter,,,,,,,,1549,2952,4686,5363,6187,6696,7851,10644,11041,11330,11869,14839,24272,31577,53345,97756
County,Florida,Suwannee,,,,,,,,2303,3556,7161,10524,14554,18603,19789,15731,17073,16986,14961,15559,22287,26780,34844,41972
County,Florida,Taylor,,,,,,,,1384,1453,2279,2122,3999,7103,11219,13136,11565,10416,13168,13641,16532,17111,19256,22691
County,Florida,Union,,,,,,,,,,,,,,,7428,7094,8906,6043,8112,10166,10252,13442,15388
County,Florida,Volusia,,,,,,,,1158,1723,3294,8467,10003,16510,23374,42757,53710,74229,125319,169487,258762,370712,443343,494804
County,Florida,Wakulla,,,,,,,1955,2839,2506,2723,3117,5149,4802,5129,5468,5463,5258,5257,6308,10887,14202,22863,30978
County,Florida,Walton,,,,,,1461,1817,3037,3041,4201,4816,9346,16460,12119,14576,14246,14725,15576,16087,21300,27760,40601,55793
County,Florida,Washington,,,,,,859,1950,2154,2302,4089,6426,10154,16403,11828,12180,12302,11888,11249,11453,14509,16919,20973,24935
State,Georgia,–,82548,162686,252433,340989,516823,691392,906185,1057286,1184109,1542180,1837353,2216331,2609121,2895832,2908506,3123723,3444578,3943116,4589575,5463105,6478216,8186453,9919945
County,Georgia,Appling,,,,1264,1468,2052,2949,4190,5086,5276,8676,12336,12318,10594,13314,14497,14003,13246,12726,15565,15744,17419,18368
County,Georgia,Atkinson,,,,,,,,,,,,,,7656,6894,7093,7362,6188,5879,6141,6213,7609,8284
County,Georgia,Bacon,,,,,,,,,,,,,,6460,7055,8096,8940,8359,8233,9379,9566,10103,11198
County,Georgia,Baker,,,,,1253,4226,8120,4985,6843,7307,6144,6704,7973,8298,7818,7344,5952,4543,3875,3808,3615,4074,3366
County,Georgia,Baldwin,,,6356,7734,7295,7250,8148,9078,10618,13806,14608,17768,18354,19791,22878,24190,29706,34064,34240,34686,39530,44700,46367
County,Georgia,Banks,,,,,,,,4707,4973,7337,8562,10545,11244,11814,9703,8733,6935,6497,6833,8702,10308,14422,18316
County,Georgia,Barrow,,,,,,,,,,,,,,13188,12401,13064,13115,14485,16859,21354,29721,46144,70169
County,Georgia,Bartow,,,,,,,,,16566,18690,20616,20823,25388,24527,25364,25283,27370,28267,32663,40760,55911,76019,100661
County,Georgia,Ben Hill,,,,,,,,,,,,,11863,14599,13047,14523,14879,13633,13171,16000,16245,17484,17538
County,Georgia,Berrien,,,,,,,,3475,4518,6619,10694,19440,22772,15573,14646,15370,13966,12038,11556,13525,14153,16235,19041
County,Georgia,Bibb,,,,,7154,9802,12699,16291,21255,27147,42370,50473,56646,71304,77042,83783,114079,141249,143418,150256,149967,153887,156462
County,Georgia,Bleckley,,,,,,,,,,,,,,10532,9133,9655,9218,9642,10291,10767,10430,11666,12913
County,Georgia,Brantley,,,,,,,,,,,,,,,6895,6871,6387,5891,5940,8701,11077,14629,18587
County,Georgia,Brooks,,,,,,,,6356,8342,11727,13979,18606,23832,24538,21330,20497,18169,15292,13739,15255,15398,16450,15403
County,Georgia,Bryan,,2836,2827,3021,3139,3182,3424,4015,5252,4929,5520,6122,6702,6343,5952,6288,5965,6226,6539,10175,15438,23417,32214
County,Georgia,Bulloch,,1913,2305,2578,2587,3102,4300,5668,5610,8053,13712,21377,26464,26133,26509,26010,24740,24263,31585,35785,43125,55983,72694
County,Georgia,Burke,9467,9506,10858,11577,11833,13176,16100,17165,17679,27128,28501,30165,27268,30836,29224,26520,23458,20596,18255,19349,20579,22243,23125
County,Georgia,Butts,,,,,4944,5308,6488,6455,6941,8311,10565,12805,13624,12327,9345,9182,9079,8976,10560,13665,15326,19522,23524
County,Georgia,Calhoun,,,,,,,,4913,5503,7024,8438,9274,11334,10225,10576,10438,8578,7341,6606,5717,5013,6320,6504
County,Georgia,Camden,305,1681,3941,4342,4578,6075,6319,5420,4615,6183,6178,7669,7690,6969,6338,5910,7322,9975,11334,13371,30167,43664,51402
County,Georgia,Campbell,,,,,3323,5370,7232,8301,9176,9970,9115,9518,10874,11709,9903,,,,,,,,
County,Georgia,Candler,,,,,,,,,,,,,,9228,8991,9103,8063,6672,6412,7518,7744,9577,11117
County,Georgia,Carroll,,,,,3419,5252,9357,11991,11782,16901,22301,26576,30855,34752,34272,34156,34112,36451,45404,56346,71422,87268,111580
County,Georgia,Cass,,,,,,9390,13300,15724,,,,,,,,,,,,,,,
County,Georgia,Catoosa,,,,,,,,5082,4409,4739,5431,5823,7184,6677,9421,12199,15146,21101,28271,36991,42464,53282,65046
County,Georgia,Charlton,,,,,,,,1780,1897,2154,3335,3592,4722,4536,4381,5256,4821,5313,5680,7343,8496,10282,13295
County,Georgia,Chatham,10769,12946,13540,14737,14127,18801,23901,31043,41279,45023,57740,71239,79690,100032,105431,117970,151481,188299,187767,202226,216935,232048,276434
County,Georgia,Chattahoochee,,,,,,,,5797,6059,5670,4902,5790,5586,5266,8894,15138,12149,13011,25813,21732,16934,14882,13037
County,Georgia,Chattooga,,,,,,3438,6815,7165,6902,10021,11202,12952,13608,14312,15407,18532,21197,19954,20541,21856,22242,25470,25725
County,Georgia,Cherokee,,,,,,5895,12800,11291,10399,14325,15412,15243,16661,18569,20003,20126,20750,23001,31059,51699,90204,141903,221315
County,Georgia,Clarke,,,7628,8767,10176,10522,11119,11218,12941,11702,15186,17708,23273,26111,25613,28398,36550,45363,65177,74498,87594,101489,120266
County,Georgia,Clay,,,,,,,,4893,5493,6650,7817,8568,8960,7557,6943,7064,5844,4551,3636,3553,3364,3357,3116
County,Georgia,Clayton,,,,,,,,4466,5477,8027,8295,9598,10453,11159,10260,11655,22872,46365,98043,150357,182052,236517,265888
County,Georgia,Clinch,,,,,,,637,3063,3945,4138,6652,8732,8424,7984,7015,6437,6007,6545,6405,6660,6160,6878,6718
County,Georgia,Cobb,,,,,,7539,13843,14242,13814,20748,22286,24664,28397,30437,35408,38272,61830,114174,196793,297718,447745,607751,707442
County,Georgia,Coffee,,,,,,,,2879,3192,5070,10483,16169,21953,18653,19739,21541,23961,21953,22828,26894,29592,37413,43170
County,Georgia,Colquitt,,,,,,,,1316,1654,2527,4794,13636,19789,29332,30622,33012,33999,34048,32200,35376,36645,42053,46137
County,Georgia,Columbia,,8345,11242,12695,12606,11356,11961,11860,13529,10465,11281,10653,12328,11718,8793,9433,9525,13423,22327,40118,66031,89288,131627
County,Georgia,Cook,,,,,,,,,,,,,,11180,11311,11919,12201,11822,12129,13490,13456,15771,16923
County,Georgia,Coweta,,,,,5003,10364,13635,14703,15875,21109,22354,24980,28800,29047,25127,26972,27786,28893,32310,39268,53853,89215,130929
County,Georgia,Crawford,,,,,5313,7981,8984,7693,7557,8656,9315,10368,8310,8893,7020,7128,6080,5816,5748,7684,8991,12495,12600
County,Georgia,Crisp,,,,,,,,,,,,,16423,18914,17343,17540,17663,17768,18087,19489,20011,21996,23606
County,Georgia,Dade,,,,,,1364,2680,3069,3033,4702,5707,4578,4139,3918,4146,5894,7364,8666,9910,12318,13147,15154,16490
County,Georgia,Dawson,,,,,,,,3856,4369,5837,5612,5442,4686,4204,3502,4479,3712,3590,3639,4774,9429,15999,22422
County,Georgia,Decatur,,,,,3854,5872,8262,11922,15183,19072,19949,29454,29045,31785,23622,22234,23620,25203,22310,25495,25511,28240,27509
County,Georgia,Dekalb,,,,,10042,10467,14328,7806,10014,14497,17189,21112,27881,44051,70278,86942,136395,256782,415387,483024,545837,665865,707089
County,Georgia,Dodge,,,,,,,,,,5358,11452,13975,20127,22540,21599,21022,17865,16483,15658,16955,17607,19171,21329
County,Georgia,Dooly,,,,,2135,4427,8361,8917,9790,12420,18146,26567,20554,20522,18025,16886,14159,11474,10404,10826,9901,11525,14318
County,Georgia,Dougherty,,,,,,,,8295,11517,12622,12206,13679,16035,20063,22306,28565,43617,75680,89639,100718,96311,96065,94501
County,Georgia,Douglas,,,,,,,,,,6934,7794,8745,8953,10477,9461,10053,12173,16741,28659,54573,71120,92174,133971
County,Georgia,Early,,,,768,2051,5444,7246,6149,6998,7611,9792,14828,18122,18983,18273,18679,17413,13151,12682,13158,11854,12354,10594
County,Georgia,Echols,,,,,,,,1491,1978,2553,3079,3209,3309,3313,2744,2964,2494,1876,1924,2297,2334,3754,3988
County,Georgia,Effingham,2424,2072,2586,3018,2924,3075,3864,4755,4214,5979,5599,8334,9971,9985,10164,9646,9133,10144,13632,18327,25687,37535,53293
County,Georgia,Elbert,,10094,12156,11788,12354,11125,12959,10433,9249,12957,15376,19729,24125,23905,18485,19618,18585,17835,17262,18758,18949,20511,19684
County,Georgia,Emanuel,,,,2928,2673,3129,4577,5081,6134,9759,14703,21279,25140,25862,24101,23517,19789,17815,18189,20795,20546,21837,22898
County,Georgia,Evans,,,,,,,,,,,,,,6594,7102,7401,6653,6952,7290,8428,8724,10495,10689
County,Georgia,Fannin,,,,,,,,5139,5429,7245,8724,11214,12574,12103,12969,14752,15192,13620,13357,14748,15992,19798,23492
County,Georgia,Fayette,,,,,5504,6191,8709,7047,8221,8605,8728,10114,10966,11396,8665,8170,7978,8199,11364,29043,62415,91263,107524
County,Georgia,Floyd,,,,,,4441,8205,15195,17230,24418,28391,33113,36736,39841,48667,56141,62899,69130,73742,79800,81251,90565,96177
County,Georgia,Forsyth,,,,,,5619,8850,7749,7983,10559,11155,11550,11940,11755,10624,11322,11005,12170,16928,27958,44083,98407,187928
County,Georgia,Franklin,1041,6859,10815,9040,10107,9886,11513,7393,7893,11453,14670,17700,17894,19957,15902,15612,14446,13274,12784,15185,16650,20285,21894
County,Georgia,Fulton,,,,,,,,14427,33446,49137,84655,117363,177733,232606,318587,392886,473572,556326,607592,589904,648951,816006,977773
County,Georgia,Gilmer,,,,,,2536,8440,6724,6644,8386,9074,10198,9237,8406,7344,9001,9963,8922,8956,11110,13368,23456,28190
County,Georgia,Glascock,,,,,,,,2437,2736,3577,3720,4516,4669,4192,4388,4547,3579,2672,2280,2382,2357,2556,3142
County,Georgia,Glynn,413,1874,3417,3418,4567,5302,4933,3889,5376,6497,13420,14317,15720,19370,19400,21920,29046,41954,50528,54981,62496,67568,81022
County,Georgia,Gordon,,,,,,,5984,10146,9268,11171,12758,14119,15861,17736,16846,18445,18922,19228,23570,30070,35072,44104,55766
County,Georgia,Grady,,,,,,,,,,,,,18457,20306,19200,19654,18928,18015,17826,19845,20279,23659,25440
County,Georgia,Greene,5405,10761,11679,13589,12549,11690,13068,12652,12454,17547,17051,16542,18512,18972,12616,13709,12843,11193,10212,11391,11793,14406,16092
County,Georgia,Gwinnett,,,,4589,13289,10804,11257,12940,12431,19531,19899,25585,28824,30327,27853,29087,32320,43541,72349,166903,352910,588448,842046
County,Georgia,Habersham,,,,3145,10671,7961,8895,5966,6322,8718,11573,13604,10134,10730,12748,14771,16553,18116,20691,25020,27621,35902,43520
County,Georgia,Hall,,,,5086,11748,7875,8713,9366,9607,15298,18047,20752,25730,26822,30313,34822,40113,49739,59405,75649,95428,139277,185416
County,Georgia,Hancock,,14456,13330,12734,11820,9659,11578,12044,11317,16989,17149,18277,19189,18357,13070,12764,11052,9979,9019,9466,8908,10076,8996
County,Georgia,Haralson,,,,,,,,3039,4004,5974,11316,11922,13514,14440,13263,14377,14663,14543,15927,18422,21966,25690,28400
County,Georgia,Harris,,,,,5105,13933,14721,13736,13284,15758,16797,18009,17886,15775,11140,11428,11265,11167,11520,15464,17788,23695,32550
County,Georgia,Hart,,,,,,,,6137,6783,9094,10887,14492,16216,17944,15174,15512,14495,15229,15814,18585,19712,22997,25518
County,Georgia,Heard,,,,,,5329,6923,7805,7866,8769,9557,11177,11189,11126,9102,8610,6975,5333,5354,6520,8628,11012,11633
County,Georgia,Henry,,,,,10566,11756,14726,10702,10102,14193,16220,18602,19927,20420,15924,15119,15857,17619,23724,36309,58741,119341,209053
County,Georgia,Houston,,,,,7369,9711,16450,15611,20406,22414,21613,22641,23609,21964,11280,11303,20964,39154,62924,77605,89208,110765,146136
County,Georgia,Irwin,,,,411,1180,2038,3334,1699,1837,2696,6316,13645,10461,12670,12199,12936,11973,9211,8036,8988,8649,9931,9600
County,Georgia,Jackson,,7736,10569,8355,9004,8522,9768,10605,11181,16297,19176,24039,30169,24654,21609,20089,18997,18499,21093,25343,30005,41589,60571
County,Georgia,Jasper,,,,14614,13131,11111,11486,10743,10439,11851,13879,15033,16552,16362,8594,8772,7473,6135,5760,7553,8453,11426,13630
County,Georgia,Jeff Davis,,,,,,,,,,,,,6050,7322,8118,8841,9299,8914,9425,11473,12032,12684,15156
County,Georgia,Jefferson,,5684,6111,7056,7309,7254,9131,10219,12190,15671,17213,18212,21379,22602,20727,20040,18855,17468,17174,18403,17408,17266,16432
County,Georgia,Jenkins,,,,,,,,,,,,,11520,14328,12908,11843,10264,9148,8332,8841,8247,8575,9213
County,Georgia,Johnson,,,,,,,,2919,2964,4800,6129,11409,12897,13546,12681,12953,9893,8048,7727,8660,8329,8560,9897
County,Georgia,Jones,,,8597,16570,13345,10065,10224,9107,9436,11613,12709,13358,13103,13269,8992,8331,7538,8468,12218,16579,20739,23639,28577
County,Georgia,Lamar,,,,,,,,,,,,,,,9745,10091,10242,10240,10688,12215,13038,15912,18057
County,Georgia,Lanier,,,,,,,,,,,,,,,5190,5632,5151,5097,5031,5654,5531,7241,10400
County,Georgia,Laurens,,,2210,5436,5589,5585,6442,6998,7834,10053,13747,25908,35501,39605,32693,33606,33123,32313,32738,36990,39988,44874,48041
County,Georgia,Lee,,,,,1680,4520,6660,7196,9567,10577,9074,10344,11679,10904,8328,7837,6674,6204,7044,11684,16250,24757,28746
County,Georgia,Liberty,5355,5313,6228,6695,7233,7241,7926,8367,7688,10649,12887,13093,12924,12707,8153,8595,8444,14487,17569,37583,52745,61610,65471
County,Georgia,Lincoln,,4766,4555,6458,6145,5895,5998,5466,5413,6412,6146,7156,8714,9739,7847,7042,6462,5906,5895,6716,7442,8348,7737
County,Georgia,Long,,,,,,,,,,,,,,,4180,4086,3598,3874,3746,4524,6202,10304,16048
County,Georgia,Lowndes,,,,,2453,5574,7714,5249,8321,11049,15102,20036,24436,26521,29994,31860,35211,49270,55112,67972,75981,92115,114552
County,Georgia,Lumpkin,,,,,,5671,8955,4626,5161,6526,6867,7433,5444,5240,4927,6223,6574,7241,8728,10762,14573,21016,30611
County,Georgia,Macon,,,,,,5045,7052,8449,11458,11675,13183,14093,15016,17667,16643,15947,14213,13170,12933,14003,13114,14074,14263
County,Georgia,Madison,,,,3735,4646,4510,5703,5933,5227,7977,11024,13224,16851,18803,14921,13431,12238,11246,13517,17747,21050,25730,27922
County,Georgia,Marion,,,,,1436,4812,10280,7390,8000,8598,7728,10080,9147,7604,6968,6954,6521,5477,5099,5297,5590,7144,8711
County,Georgia,Mcduffie,,,,,,,,,,9449,8789,9804,10325,11509,9014,10878,11443,12627,15276,18546,20119,21231,21663
County,Georgia,Mcintosh,,2660,3739,5129,4998,5360,6027,5546,4491,6241,6470,6537,6442,5119,5763,5292,6008,6364,7371,8046,8634,10847,13839
County,Georgia,Meriwether,,,,,4422,14132,16476,15330,13756,17651,20740,23339,25180,26168,22437,22055,21055,19756,19461,21229,22411,22534,21273
County,Georgia,Miller,,,,,,,,1791,3091,3720,4275,6319,7986,9565,9076,9998,9023,6908,6397,7038,6280,6383,5969
County,Georgia,Milton,,,,,,,,4602,4284,6261,6208,6763,7239,6885,6730,,,,,,,,
County,Georgia,Mitchell,,,,,,,,4308,6633,9392,10906,14767,22114,25588,23620,23261,22528,19652,18956,21114,20275,23932,23144
County,Georgia,Monroe,,,,,16202,16275,16985,15953,17213,18808,19137,20682,20450,20138,11606,10749,10523,10495,10991,14610,17113,21757,26637
County,Georgia,Montgomery,,3180,2954,1869,1269,1616,2154,2997,3586,5381,9248,16359,19638,9167,10020,9668,7901,6284,6099,7011,7163,8270,8913
County,Georgia,Morgan,,,8369,13520,12046,9121,10744,9997,10696,14032,16041,15813,19717,20143,12488,12713,11899,10280,9904,11572,12883,15457,17881
County,Georgia,Murray,,,,,,4695,14433,7083,6500,8269,8461,8623,9763,9490,9215,11137,10676,10447,12986,19685,26147,36506,39392
County,Georgia,Muscogee,,,,,3508,11699,18578,16584,16663,19322,27761,29836,36227,44195,57558,75494,118028,158623,167377,170108,179278,186291,198413
County,Georgia,Newton,,,,,11155,11628,13296,14320,14615,13623,14310,16734,18449,21680,17290,18576,20185,20999,26282,34489,41808,62001,101505
County,Georgia,Oconee,,,,,,,,,,6351,7713,8602,11104,11067,8082,7576,7009,6304,7915,12427,17618,26225,33619
County,Georgia,Oglethorpe,,9780,12297,14046,13618,10868,12259,11549,11782,15400,16951,17881,18680,20287,12927,12430,9958,7926,7598,8929,9763,12635,14618
County,Georgia,Paulding,,,,,,2556,7039,7038,7639,10887,11948,12969,14124,14025,12327,12832,11752,13101,17520,26110,41611,81678,144800
County,Georgia,Peach,,,,,,,,,,,,,,,10268,10378,11705,13846,15990,19151,21189,23668,27622
County,Georgia,Pickens,,,,,,,,4951,5317,6790,8182,8641,9041,8222,9687,9136,8855,8903,9620,11652,14432,22983,29268
County,Georgia,Pierce,,,,,,,,1973,2778,4538,6379,8100,10749,11934,12522,11800,11112,9678,9281,11897,13328,15636,18844
County,Georgia,Pike,,,,,6149,9176,14306,10078,10905,15849,16300,18761,19495,21212,10853,10375,8459,7138,7316,8937,10224,13688,17810
County,Georgia,Polk,,,,,,,,6295,7822,11952,14945,17856,20203,20357,25141,28467,30976,28015,29656,32386,33815,38127,41188
County,Georgia,Pulaski,,,2093,5283,4906,5389,6627,8744,11940,14058,16559,18489,22835,11587,9005,9829,8808,8204,8066,8950,8108,9588,11720
County,Georgia,Putnam,,,10029,15475,13261,10260,10794,10125,10461,14539,14842,13436,13876,15151,8367,8514,7731,7798,8394,10295,14137,18812,21198
County,Georgia,Quitman,,,,,,,,3499,4150,4392,4471,4701,4594,3417,3820,3435,3015,2432,2180,2357,2209,2598,2404
County,Georgia,Rabun,,,,524,2176,1912,2448,3271,3256,4634,5606,6285,5562,5746,6331,7821,7424,7456,8327,10466,11648,15050,16297
County,Georgia,Randolph,,,7573,,2191,8276,12868,9571,10561,13341,15267,16847,18841,16721,17174,16609,13804,11078,8734,9599,8023,7791,7327
County,Georgia,Richmond,11317,5473,6189,8608,11644,11932,16246,21284,25724,34665,45194,53735,58886,63692,72990,81863,108876,135601,162437,181629,189719,199775,202587
County,Georgia,Rockdale,,,,,,,,,,6838,6813,7515,8916,9521,7247,7724,8464,10572,18152,36747,54091,70111,85820
County,Georgia,Schley,,,,,,,,4633,5129,5302,5443,5499,5213,5243,5347,5033,4036,3256,3097,3433,3588,3766,4990
County,Georgia,Screven,,3019,4477,3941,4776,4794,6847,8274,9175,12786,14424,19252,20202,23552,20503,20353,18000,14919,12591,14043,13842,15374,14202
County,Georgia,Seminole,,,,,,,,,,,,,,,7389,8492,7904,6802,7059,9057,9010,9369,8947
County,Georgia,Spalding,,,,,,,,8699,10205,12585,13117,17619,19741,21908,23495,28427,31045,35404,39514,47899,54457,58417,63865
County,Georgia,Stephens,,,,,,,,,,,,,9728,11215,11740,12972,16647,18391,20331,21763,23257,25435,25891
County,Georgia,Stewart,,,,,,12933,16027,13422,14204,13998,15682,15856,13437,12089,11114,10603,9194,7371,6511,5896,5654,5252,6042
County,Georgia,Sumter,,,,,,5759,10322,9428,16559,18239,22107,26212,29092,29640,26800,24502,24208,24652,26931,29360,30228,33200,31554
County,Georgia,Talbot,,,,,5940,15627,16534,13616,11913,14115,13258,12197,11696,11158,8458,8141,7687,7127,6625,6536,6524,6498,6517
County,Georgia,Taliaferro,,,,,4934,5190,5146,4583,4796,7034,7291,7912,8766,8841,6172,6278,4515,3370,2423,2032,1915,2077,1680
County,Georgia,Tattnall,,,2206,2644,2040,2724,3227,4352,4860,6988,10253,20419,18569,14502,15411,16243,15939,15837,16557,18134,17722,22305,25384
County,Georgia,Taylor,,,,,,,,5998,7143,8597,8666,9846,10839,11473,10617,10768,9113,8311,7865,7902,7642,8815,8420
County,Georgia,Telfair,,,744,2104,2136,2763,3026,2713,3245,4828,5477,10083,13288,15291,14997,15145,13221,11715,11381,11445,11000,11794,16349
County,Georgia,Terrell,,,,,,,,6232,9053,10451,14503,19023,22003,19601,18290,16675,14314,12742,11416,12017,10653,10970,9045
County,Georgia,Thomas,,,,,3299,6766,10103,10766,14523,20597,26154,31076,29071,33044,32612,31289,33932,34319,34515,38098,38986,42737,44724
County,Georgia,Tift,,,,,,,,,,,,,11487,14493,16068,18599,22645,23487,27288,32862,34998,38407,41064
County,Georgia,Toombs,,,,,,,,,,,,,11206,13897,17165,16952,17382,16837,19151,22592,24072,26067,27315
County,Georgia,Towns,,,,,,,,2459,2780,3261,4064,4748,3932,3937,4346,4925,4803,4538,4565,5638,6754,9319,10495
County,Georgia,Treutlen,,,,,,,,,,,,,,7664,7488,7632,6522,5874,5647,6087,5994,6854,6769
County,Georgia,Troup,,,,,5799,15733,16879,16262,17632,20565,20723,24002,26228,36097,36752,43879,49841,47189,44466,50003,55536,58779,68468
County,Georgia,Turner,,,,,,,,,,,,,10075,12466,11196,10846,10479,8439,8790,9510,8703,9504,8410
County,Georgia,Twiggs,,,3405,10640,8031,8422,8179,8320,8545,8918,8195,8716,10736,10407,8372,9117,8308,7935,8222,9354,9806,10590,8447
County,Georgia,Union,,,,,,3152,7234,4413,5267,6431,7749,8481,6918,6455,6340,7680,7318,6510,6811,9390,11993,17289,21451
County,Georgia,Upson,,,,,7013,9408,9424,9910,9430,12400,12188,13670,12757,14786,19509,25064,25078,23800,23505,25998,26300,27597,26630
County,Georgia,Walker,,,,,,6572,13109,10082,9925,11056,13282,15661,18692,23370,26206,31024,38198,45264,50691,56470,58340,61053,68094
County,Georgia,Walton,,,1026,4192,10929,10209,10821,11074,11038,15622,17467,20942,25393,24216,21118,20777,20230,20481,23404,31211,38586,60687,84575
County,Georgia,Ware,,,,,1205,2323,3888,2200,2286,4159,8811,13761,22957,28361,26558,27929,30289,34219,33525,37180,35471,35483,35821
County,Georgia,Warren,,8329,8725,10630,10946,9789,12425,9820,10545,10885,10957,11463,11860,11828,11181,10236,8779,7360,6669,6583,6078,6336,5578
County,Georgia,Washington,4552,10300,9940,10627,9820,10565,11766,12698,15842,21964,25237,28227,28174,28147,25030,24230,21012,18903,17480,18842,19112,21176,20879
County,Georgia,Wayne,,,676,1010,963,1258,1499,2268,2177,5980,7485,9449,13069,14381,12647,13122,14248,17921,17858,20750,22356,26565,30305
County,Georgia,Webster,,,,,,,,5030,4677,5237,5695,6618,6151,5342,5032,4726,4081,3247,2362,2341,2263,2390,2793
County,Georgia,Wheeler,,,,,,,,,,,,,,9817,9149,8535,6712,5342,4596,5155,4903,6179,7888
County,Georgia,White,,,,,,,,3315,4606,5341,6151,5912,5110,6105,6056,6417,5951,6935,7742,10120,13006,19944,27556
County,Georgia,Whitfield,,,,,,,,10047,10117,11900,12916,14509,15934,16897,20808,26105,34432,42109,55108,65789,72462,83525,103359
County,Georgia,Wilcox,,,,,,,,2115,2439,3109,7980,11097,13486,15511,13439,12755,10167,7905,6998,7682,7008,8577,9068
County,Georgia,Wilkes,31500,13103,14887,17607,14237,10148,12107,11420,11796,15985,18081,20866,23441,24210,15944,15084,12388,10961,10184,10951,10597,10687,10076
County,Georgia,Wilkinson,,,2154,6992,6513,6842,8296,9376,9383,12061,10781,11440,10078,11376,10844,11025,9781,9250,9393,10368,10228,10220,9577
County,Georgia,Worth,,,,,,,,2763,3778,5892,10048,18664,19147,23863,21094,21374,19357,16682,14770,18064,19745,21967,21741
State,Hawaii,–,,,,,,,,,,,,,,,,,,632772,768561,964691,1108229,1211537,1360301
County,Hawaii,Hawaii,,,,,,,,,,,,,,,,,,61332,63468,92053,120317,148677,185079
County,Hawaii,Honolulu,,,,,,,,,,,,,,,,,,500409,629176,762565,836231,876156,953207
County,Hawaii,Kalawao,,,,,,,,,,,,,,,,,,279,172,144,130,147,90
County,Hawaii,Kauai,,,,,,,,,,,,,,,,,,28176,29761,39082,51177,58463,67091
County,Hawaii,Maui,,,,,,,,,,,,,,,,,,42576,45984,70847,100374,128094,154834
State,Idaho,–,,,,,,,,,,,84385,161772,325594,431866,445032,524873,588637,667191,712567,943935,1006749,1293953,1567582
County,Idaho,Ada,,,,,,,,,,,8368,11559,29088,35213,37925,50401,70649,93460,112230,173036,205775,300904,392365
County,Idaho,Adams,,,,,,,,,,,,,,2966,2867,3407,3347,2978,2877,3347,3254,3476,3976
County,Idaho,Alturas,,,,,,,,,,,2629,,,,,,,,,,,,
County,Idaho,Bannock,,,,,,,,,,,,11702,19242,27532,31266,34759,41745,49342,52200,65421,66026,75565,82839
County,Idaho,Bear Lake,,,,,,,,,,,6057,7051,7729,8783,7872,7911,6834,7148,5801,6931,6084,6411,5986
County,Idaho,Benewah,,,,,,,,,,,,,,6997,6371,7332,6173,6036,6230,8292,7937,9171,9285
County,Idaho,Bingham,,,,,,,,,,,13575,10447,23306,18310,18561,21044,23271,28218,29167,36489,37583,41735,45607
County,Idaho,Blaine,,,,,,,,,,,,4900,8387,4473,3768,5295,5384,4598,5749,9841,13552,18991,21376
County,Idaho,Boise,,,,,,,,,,,3342,4174,5250,1822,1847,2333,1776,1646,1763,2999,3509,6670,7028
County,Idaho,Bonner,,,,,,,,,,,,,13588,12957,13152,15667,14853,15587,15560,24163,26622,36835,40877
County,Idaho,Bonneville,,,,,,,,,,,,,,17501,19664,25697,30210,46906,51250,65980,72207,82522,104234
County,Idaho,Boundary,,,,,,,,,,,,,,4474,4555,5987,5908,5809,6371,7289,8332,9871,10972
County,Idaho,Butte,,,,,,,,,,,,,,2940,1934,1877,2722,3498,2925,3342,2918,2899,2891
County,Idaho,Camas,,,,,,,,,,,,,,1730,1411,1360,1079,917,728,818,727,991,1117
County,Idaho,Canyon,,,,,,,,,,,,7497,25323,26932,30930,40987,53597,57662,61288,83756,90076,131441,188923
County,Idaho,Caribou,,,,,,,,,,,,,,2191,2121,2284,5576,5976,6534,8695,6963,7304,6963
County,Idaho,Cassia,,,,,,,,,,,3143,3951,7197,15659,13116,14430,14629,16121,17017,19427,19532,21416,22952
County,Idaho,Clark,,,,,,,,,,,,,,1886,1122,1005,918,915,741,798,762,1022,982
