State,Year,Office,County,D#,R#,S#,SL#,SW#,S&L#,Comm.#,FL#,ND#,SD#,Proh.#,NP#,PF#,Pop.#,Prog.#,U#,AI#,I1#,I2#,I3#,Ref.#,NL#,G#,L#,W/I#,GR#,Am.F#,ER#,NT#,WL#,Pat.#,NA#,BD#,SM#,Cit.#,Labor#,Univ.#,Pet.1#,Pet.2#,UC#,ACP#,New I#,LMN#,SRD#,Peace I#,Am.#,Iowa#,New IA#,PND#,Pet.3#,Pet.4#,BQFTL#,CON#,Pet.#,Clear Water #,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,C#,NI#,All.#,Geneol.#
Iowa,1990,Governor,Carroll,2651,4584,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Iowa,1990,Governor,Cass,1648,4265,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Cedar,2103,3917,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Iowa,1990,Governor,Cerro Gordo,7224,10434,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Cherokee,2076,3628,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Iowa,1990,Governor,Chickasaw,1933,3227,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Iowa,1990,Governor,Clarke,1465,1966,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Iowa,1990,Governor,Clay,2249,3807,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Clayton,2312,4815,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Clinton,7100,10960,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Crawford,2193,3250,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Dallas,4281,5423,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,
Iowa,1990,Governor,Davis,1509,1608,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Decatur,1109,1783,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Delaware,1840,4684,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Des Moines,6699,8595,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Iowa,1990,Governor,Dickinson,2011,3758,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Dubuque,12972,18541,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,
Iowa,1990,Governor,Emmet,1460,2446,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Fayette,3762,5331,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
Iowa,1990,Governor,Floyd,2339,3670,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Franklin,1359,2884,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Fremont,972,2215,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Greene,1615,2797,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Grundy,1205,3573,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Iowa,1990,Governor,Guthrie,1631,2451,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Hamilton,2474,3684,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Hancock,1371,3199,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
Iowa,1990,Governor,Hardin,2819,4809,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,
Iowa,1990,Governor,Harrison,1424,3075,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Henry,2110,4243,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Howard,1302,2547,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Humboldt,1472,2912,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Ida,1050,2095,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Iowa,1778,4078,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Jackson,2576,4669,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Jasper,6078,7403,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,
Iowa,1990,Governor,Jefferson,1928,3728,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,
Iowa,1990,Governor,Johnson,16196,15687,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,
Iowa,1990,Governor,Jones,2505,4331,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Iowa,1990,Governor,Keokuk,1590,2816,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Kossuth,2249,5110,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Lee,7011,6066,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Linn,24278,35597,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,
Iowa,1990,Governor,Louisa,1337,2367,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Lucas,1453,2149,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Lyon,891,3130,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Madison,2085,3101,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
Iowa,1990,Governor,Mahaska,2280,5404,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Marion,4187,6617,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Marshall,6560,8154,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,
Iowa,1990,Governor,Mills,1153,2760,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Mitchell,1478,2969,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Iowa,1990,Governor,Monona,1287,2086,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Iowa,1990,Governor,Monroe,1401,1861,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Montgomery,1009,2970,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Muscatine,3919,7323,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Iowa,1990,Governor,O'Brien,1421,4090,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Osceola,713,1835,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Page,1115,4142,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Palo Alto,1558,2560,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Plymouth,2160,5087,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Pocahontas,1195,2522,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Polk,52004,61780,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,,,,
Iowa,1990,Governor,Pottawattamie,8254,14886,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Poweshiek,2926,3980,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Iowa,1990,Governor,Ringgold,858,1617,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Sac,1356,2725,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Scott,16905,29834,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
Iowa,1990,Governor,Shelby,1245,3543,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Sioux,1381,9316,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Story,10945,14167,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,
Iowa,1990,Governor,Tama,2548,4095,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Taylor,1027,1915,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Union,1950,2891,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Iowa,1990,Governor,Van Buren,1264,1688,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Iowa,1990,Governor,Wapello,6668,5446,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Iowa,1990,Governor,Warren,6018,7581,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
Iowa,1990,Governor,Washington,2023,4177,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Wayne,1135,1821,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Webster,6011,7845,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Iowa,1990,Governor,Winnebago,1549,3497,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Iowa,1990,Governor,Winneshiek,2334,4965,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1990,Governor,Woodbury,11274,18104,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,
Iowa,1990,Governor,Worth,1454,1990,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
Iowa,1990,Governor,Wright,1785,3134,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Iowa,1994,Governor,Adair,1339,2378,,,1,,,,,,,,,,,,,,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,11,,,,,,,,
Iowa,1994,Governor,Adams,897,1240,,,2,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,3,,,,,,,,
Iowa,1994,Governor,Allamakee,1767,3205,,,4,,,,,,,,,,,,,,,,,23,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,13,,,,,,,,
Iowa,1994,Governor,Appanoose,1779,2793,,,1,,,,,,,,,,,,,,,,,27,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,0,,,,,,,,
Iowa,1994,Governor,Audubon,1087,1872,,,1,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,3,,,,,,,,
Iowa,1994,Governor,Benton,3262,5038,,,6,,,,,,,,,,,,,,,,,28,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,20,,,,,,,,
Iowa,1994,Governor,Black Hawk,19752,23714,,,59,,,,,,,,,,,,,,,,,94,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,60,,,,,,,,
Iowa,1994,Governor,Boone,4764,4801,,,3,,,,,,,,,,,,,,,,,14,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,56,,,,,,,,
Iowa,1994,Governor,Bremer,3112,5194,,,2,,,,,,,,,,,,,,,,,9,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,25,,,,,,,,
Iowa,1994,Governor,Buchanan,3151,4222,,,2,,,,,,,,,,,,,,,,,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,31,,,,,,,,
Iowa,1994,Governor,Buena Vista,2461,4149,,,6,,,,,,,,,,,,,,,,,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,23,,,,,,,,
Iowa,1994,Governor,Butler,1598,3467,,,7,,,,,,,,,,,,,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,4,,,,,,,,
Iowa,1994,Governor,Calhoun,1621,2651,,,5,,,,,,,,,,,,,,,,,6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,26,,,,,,,,
Iowa,1994,Governor,Carroll,2968,4888,,,2,,,,,,,,,,,,,,,,,12,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,42,,,,,,,,
Iowa,1994,Governor,Cass,1876,3795,,,5,,,,,,,,,,,,,,,,,15,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,28,,,,,,,,
Iowa,1994,Governor,Cedar,2497,3826,,,3,,,,,,,,,,,,,,,,,42,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,12,,,,,,,,
Iowa,1994,Governor,Cerro Gordo,7576,9016,,,12,,,,,,,,,,,,,,,,,34,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,131,,,,,,,,
Iowa,1994,Governor,Cherokee,2113,2860,,,3,,,,,,,,,,,,,,,,,11,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,105,,,,,,,,
Iowa,1994,Governor,Chickasaw,2331,3426,,,3,,,,,,,,,,,,,,,,,18,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,15,,,,,,,,
Iowa,1994,Governor,Clarke,1422,1907,,,0,,,,,,,,,,,,,,,,,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,3,,,,,,,,
Iowa,1994,Governor,Clay,2575,3479,,,4,,,,,,,,,,,,,,,,,3,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,26,,,,,,,,
Iowa,1994,Governor,Clayton,2698,4445,,,4,,,,,,,,,,,,,,,,,14,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,5,,,,,,,,
Iowa,1994,Governor,Clinton,6904,10215,,,16,,,,,,,,,,,,,,,,,29,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,3,,,,,,,,
Iowa,1994,Governor,Crawford,2066,3591,,,4,,,,,,,,,,,,,,,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,0,,,,,,,,
Iowa,1994,Governor,Dallas,5517,7001,,,8,,,,,,,,,,,,,,,,,34,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,63,,,,,,,,
Iowa,1994,Governor,Davis,1326,1828,,,1,,,,,,,,,,,,,,,,,25,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,6,,,,,,,,
Iowa,1994,Governor,Decatur,1446,1562,,,4,,,,,,,,,,,,,,,,,3,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,,,,,,,,
Iowa,1994,Governor,Delaware,2177,4218,,,10,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,1,,,,,,,,
Iowa,1994,Governor,Des Moines,6313,7435,,,10,,,,,,,,,,,,,,,,,46,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,24,,,,,,,,
Iowa,1994,Governor,Dickinson,2337,3491,,,6,,,,,,,,,,,,,,,,,8,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,36,,,,,,,,
Iowa,1994,Governor,Dubuque,13431,15565,,,19,,,,,,,,,,,,,,,,,56,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,53,,,,,,,,
Iowa,1994,Governor,Emmet,1586,2192,,,1,,,,,,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,15,,,,,,,,
Iowa,1994,Governor,Fayette,3275,5149,,,7,,,,,,,,,,,,,,,,,18,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,5,,,,,,,,
Iowa,1994,Governor,Floyd,2553,3230,,,8,,,,,,,,,,,,,,,,,15,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,16,,,,,,,,
Iowa,1994,Governor,Franklin,1575,2618,,,2,,,,,,,,,,,,,,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,5,,,,,,,,
Iowa,1994,Governor,Fremont,992,1782,,,0,,,,,,,,,,,,,,,,,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,3,,,,,,,,
Iowa,1994,Governor,Greene,1736,2422,,,1,,,,,,,,,,,,,,,,,16,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,29,,,,,,,,
Iowa,1994,Governor,Grundy,1400,3321,,,2,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,3,,,,,,,,
Iowa,1994,Governor,Guthrie,1742,2699,,,1,,,,,,,,,,,,,,,,,12,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,21,,,,,,,,
Iowa,1994,Governor,Hamilton,2701,3511,,,5,,,,,,,,,,,,,,,,,17,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,44,,,,,,,,
Iowa,1994,Governor,Hancock,1670,2986,,,1,,,,,,,,,,,,,,,,,13,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,25,,,,,,,,
Iowa,1994,Governor,Hardin,2916,4432,,,1,,,,,,,,,,,,,,,,,21,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,53,,,,,,,,
Iowa,1994,Governor,Harrison,1827,3607,,,2,,,,,,,,,,,,,,,,,13,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,9,,,,,,,,
Iowa,1994,Governor,Henry,2367,4045,,,7,,,,,,,,,,,,,,,,,45,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,38,,,,,,,,
Iowa,1994,Governor,Howard,1454,2249,,,3,,,,,,,,,,,,,,,,,11,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,4,,,,,,,,
Iowa,1994,Governor,Humboldt,1490,2671,,,1,,,,,,,,,,,,,,,,,7,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,35,,,,,,,,
Iowa,1994,Governor,Ida,1084,1810,,,2,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,9,,,,,,,,
Iowa,1994,Governor,Iowa,2006,3590,,,3,,,,,,,,,,,,,,,,,33,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,13,,,,,,,,
Iowa,1994,Governor,Jackson,2760,3893,,,6,,,,,,,,,,,,,,,,,12,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,1,,,,,,,,
Iowa,1994,Governor,Jasper,6175,8021,,,8,,,,,,,,,,,,,,,,,28,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,55,,,,,,,,
Iowa,1994,Governor,Jefferson,1422,3096,,,1,,,,,,,,,,,,,,,,,1081,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,,,,,,,,
Iowa,1994,Governor,Johnson,20180,13093,,,59,,,,,,,,,,,,,,,,,182,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,,83,,,,,,,,
Iowa,1994,Governor,Jones,2652,3940,,,4,,,,,,,,,,,,,,,,,20,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,20,,,,,,,,
Iowa,1994,Governor,Keokuk,1585,2890,,,2,,,,,,,,,,,,,,,,,60,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,5,,,,,,,,
Iowa,1994,Governor,Kossuth,2383,4932,,,7,,,,,,,,,,,,,,,,,14,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,37,,,,,,,,
Iowa,1994,Governor,Lee,6118,5629,,,10,,,,,,,,,,,,,,,,,27,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,24,,,,,,,,
Iowa,1994,Governor,Linn,27976,34081,,,33,,,,,,,,,,,,,,,,,181,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,299,,,,,,,,
Iowa,1994,Governor,Louisa,1063,2043,,,1,,,,,,,,,,,,,,,,,18,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,4,,,,,,,,
Iowa,1994,Governor,Lucas,1460,2081,,,1,,,,,,,,,,,,,,,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,14,,,,,,,,
Iowa,1994,Governor,Lyon,869,2927,,,4,,,,,,,,,,,,,,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,,,,,,,,
Iowa,1994,Governor,Madison,2050,3202,,,3,,,,,,,,,,,,,,,,,27,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,22,,,,,,,,
Iowa,1994,Governor,Mahaska,2158,4749,,,2,,,,,,,,,,,,,,,,,30,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,12,,,,,,,,
Iowa,1994,Governor,Marion,3740,6395,,,5,,,,,,,,,,,,,,,,,26,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,16,,,,,,,,
Iowa,1994,Governor,Marshall,6968,8010,,,7,,,,,,,,,,,,,,,,,37,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,107,,,,,,,,
Iowa,1994,Governor,Mills,1529,2584,,,2,,,,,,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,7,,,,,,,,
Iowa,1994,Governor,Mitchell,1628,2640,,,5,,,,,,,,,,,,,,,,,6,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,21,,,,,,,,
Iowa,1994,Governor,Monona,1436,2112,,,5,,,,,,,,,,,,,,,,,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,20,,,,,,,,
Iowa,1994,Governor,Monroe,1021,1628,,,2,,,,,,,,,,,,,,,,,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,8,,,,,,,,
