State,Year,Office,County,D#,R#,Pop.#,Proh.#,Wor.#,Nat.#,GS#,Prog.#,U#,UL#,S#,FL#,SL#,SW#,Comm.#,AI#,I#,NA#,Ref.#,L#,NAll.#,Labor#,SD#,UR#,IND#,ST#,Cit.#,PF#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,Am.#,W/I#,Green,Pirate
Indiana,1896,President,Jefferson,2645,3636,,24,,6,34,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Jennings,1850,2040,,18,,11,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Johnson,3083,2288,,29,,47,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Knox,4349,3480,,44,,27,30,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Kosciusko,3372,4342,,43,,39,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,LaGrange,1665,2442,,22,,9,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Lake,3418,4883,,46,,11,40,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,LaPorte,4511,4691,,25,,11,87,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Lawrence,2421,3103,,30,,4,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Madison,7590,8388,,85,,50,24,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Marion,20654,27353,,165,,60,527,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Marshall,3588,2938,,40,,18,22,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Martin,1719,1384,,9,,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Miami,3602,3393,,37,,36,71,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Monroe,2422,2510,,27,,25,16,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Montgomery,4183,4353,,24,,17,24,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Morgan,2414,2688,,20,,15,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Newton,1204,1545,,6,,16,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Noble,3071,3372,,27,,32,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Ohio,634,705,,0,,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Orange,1797,2044,,10,,5,14,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Owen,2070,1751,,13,,6,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Parke,2777,2847,,40,,46,11,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Perry,2109,2139,,16,,3,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Pike,2557,2332,,16,,5,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Porter,2026,2853,,16,,9,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Posey,3103,2526,,30,,2,14,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Pulaski,1964,1345,,21,,17,15,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Putnam,3218,2622,,32,,18,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Randolph,2677,4674,,37,,47,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Ripley,2714,2690,,10,,4,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Rush,2602,2891,,32,,46,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Saint Joseph,6247,7138,,61,,25,49,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Scott,1237,837,,10,,4,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Shelby,3828,3219,,54,,94,19,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Spencer,2745,3047,,10,,6,13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Starke,1214,1289,,8,,8,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Steuben,1674,2655,,50,,25,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Sullivan,4010,2317,,47,,26,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Switzerland,1742,1637,,3,,2,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Tippecanoe,4639,6239,,63,,13,35,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Tipton,2816,2263,,18,,31,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Union,915,1118,,15,,18,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Vanderburgh,7132,8068,,28,,3,35,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Vermillion,1814,2141,,15,,21,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Vigo,7558,8020,,45,,10,31,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Wabash,2891,4319,,53,,33,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Warren,1100,2045,,13,,10,13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Warrick,2902,2482,,12,,8,17,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Washington,2613,2214,,13,,3,21,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Wayne,4098,6841,,64,,55,33,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Wells,3728,2212,,48,,43,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,White,2537,2383,,37,,28,24,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1896,President,Whitley,2494,2242,,20,,22,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1900,President,Adams,3337,1688,11,90,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Allen,10764,8250,5,109,,,,,,,,,7,,,,,,,,,,163,11,,,,,,,,,,,,,,,,,
Indiana,1900,President,Bartholomew,3300,2375,8,83,,,,,,,,,3,,,,,,,,,,13,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Benton,1563,2032,1,90,,,,,,,,,2,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Blackford,2191,2121,11,148,,,,,,,,,10,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Boone,3718,3360,39,115,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Brown,1450,707,11,34,,,,,,,,,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Carroll,2690,2585,1,155,,,,,,,,,0,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Cass,4672,4308,50,239,,,,,,,,,8,,,,,,,,,,16,7,,,,,,,,,,,,,,,,,
Indiana,1900,President,Clark,4134,3855,6,51,,,,,,,,,4,,,,,,,,,,16,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Clay,4114,3873,43,170,,,,,,,,,10,,,,,,,,,,172,17,,,,,,,,,,,,,,,,,
Indiana,1900,President,Clinton,3603,3677,35,216,,,,,,,,,0,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,
Indiana,1900,President,Crawford,1731,1529,8,48,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Daviess,3424,3298,154,132,,,,,,,,,3,,,,,,,,,,14,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Dearborn,3371,2533,0,84,,,,,,,,,5,,,,,,,,,,36,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Decatur,2598,2900,1,105,,,,,,,,,1,,,,,,,,,,11,6,,,,,,,,,,,,,,,,,
Indiana,1900,President,DeKalb,3488,3218,7,259,,,,,,,,,1,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Delaware,4647,8301,8,321,,,,,,,,,63,,,,,,,,,,86,4,,,,,,,,,,,,,,,,,
Indiana,1900,President,Dubois,3192,1362,16,20,,,,,,,,,0,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Elkhart,4950,6270,6,544,,,,,,,,,15,,,,,,,,,,74,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Fayette,1600,2320,1,65,,,,,,,,,1,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Floyd,3781,3597,10,57,,,,,,,,,3,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Fountain,2896,3015,20,100,,,,,,,,,0,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Franklin,2781,1738,3,37,,,,,,,,,2,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Fulton,2358,2313,4,93,,,,,,,,,0,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Gibson,3509,3648,17,244,,,,,,,,,1,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Grant,5312,8832,29,762,,,,,,,,,99,,,,,,,,,,238,12,,,,,,,,,,,,,,,,,
Indiana,1900,President,Greene,3491,3502,63,81,,,,,,,,,9,,,,,,,,,,77,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Hamilton,2931,4788,15,420,,,,,,,,,3,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,
Indiana,1900,President,Hancock,2930,2295,8,98,,,,,,,,,1,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Harrison,2824,2482,12,83,,,,,,,,,1,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Hendricks,2359,3426,3,154,,,,,,,,,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Henry,2754,4047,8,316,,,,,,,,,3,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Howard,2823,4308,23,391,,,,,,,,,4,,,,,,,,,,47,9,,,,,,,,,,,,,,,,,
Indiana,1900,President,Huntington,3691,4122,5,248,,,,,,,,,2,,,,,,,,,,18,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Jackson,3849,2795,7,79,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Jasper,1580,2083,2,97,,,,,,,,,1,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Jay,3422,3518,14,234,,,,,,,,,2,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Jefferson,2636,3371,7,76,,,,,,,,,5,,,,,,,,,,21,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Jennings,1925,2155,10,66,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Johnson,3088,2367,21,157,,,,,,,,,0,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Knox,4443,3554,45,166,,,,,,,,,1,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Kosciusko,3265,4422,0,163,,,,,,,,,6,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,LaGrange,1431,2329,8,157,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Lake,3733,5337,8,97,,,,,,,,,8,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,LaPorte,4783,4809,4,66,,,,,,,,,8,,,,,,,,,,34,7,,,,,,,,,,,,,,,,,
Indiana,1900,President,Lawrence,2558,3535,19,76,,,,,,,,,1,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Madison,8298,9891,25,444,,,,,,,,,83,,,,,,,,,,102,7,,,,,,,,,,,,,,,,,
Indiana,1900,President,Marion,23660,29272,15,727,,,,,,,,,100,,,,,,,,,,181,11,,,,,,,,,,,,,,,,,
Indiana,1900,President,Marshall,3449,2947,6,127,,,,,,,,,0,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Martin,1660,1712,38,21,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Miami,3849,3812,26,194,,,,,,,,,9,,,,,,,,,,13,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Monroe,2397,2788,22,78,,,,,,,,,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,
Indiana,1900,President,Montgomery,4102,4507,21,173,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Morgan,2632,2904,10,104,,,,,,,,,0,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Newton,1165,1715,2,100,,,,,,,,,0,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Noble,3077,3100,7,117,,,,,,,,,0,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Ohio,632,730,3,6,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Orange,1851,2247,31,45,,,,,,,,,0,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Owen,2057,1706,28,55,,,,,,,,,1,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Parke,2630,3138,8,213,,,,,,,,,6,,,,,,,,,,76,13,,,,,,,,,,,,,,,,,
Indiana,1900,President,Perry,2278,2078,4,41,,,,,,,,,1,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Pike,2460,2420,13,70,,,,,,,,,0,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,
Indiana,1900,President,Porter,1848,2797,5,47,,,,,,,,,0,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Posey,3177,2553,21,99,,,,,,,,,4,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Pulaski,1909,1501,29,86,,,,,,,,,0,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Putnam,3251,2632,21,133,,,,,,,,,0,,,,,,,,,,12,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Randolph,2393,5050,13,241,,,,,,,,,0,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Ripley,2732,2737,13,61,,,,,,,,,3,,,,,,,,,,16,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Rush,2503,2913,5,158,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Saint Joseph,6948,8127,13,172,,,,,,,,,10,,,,,,,,,,35,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Scott,1221,874,1,27,,,,,,,,,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Shelby,3846,3291,14,197,,,,,,,,,3,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Spencer,2816,2979,2,91,,,,,,,,,2,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Starke,1315,1340,8,38,,,,,,,,,0,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Steuben,1522,2715,5,138,,,,,,,,,1,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Sullivan,4008,2326,34,201,,,,,,,,,3,,,,,,,,,,18,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Switzerland,1713,1631,0,18,,,,,,,,,0,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Tippecanoe,4673,6317,2,224,,,,,,,,,2,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Tipton,2436,2410,93,154,,,,,,,,,0,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Union,897,1060,0,52,,,,,,,,,0,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Vanderburgh,7178,8228,7,110,,,,,,,,,73,,,,,,,,,,330,24,,,,,,,,,,,,,,,,,
Indiana,1900,President,Vermillion,1799,2322,3,107,,,,,,,,,0,,,,,,,,,,40,8,,,,,,,,,,,,,,,,,
Indiana,1900,President,Vigo,7472,7992,19,168,,,,,,,,,32,,,,,,,,,,331,9,,,,,,,,,,,,,,,,,
Indiana,1900,President,Wabash,2882,4433,7,250,,,,,,,,,3,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,Warren,1117,2167,4,67,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Warrick,2828,2540,22,92,,,,,,,,,0,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,
Indiana,1900,President,Washington,2723,2152,2,44,,,,,,,,,0,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Indiana,1900,President,Wayne,4020,6736,9,219,,,,,,,,,28,,,,,,,,,,17,6,,,,,,,,,,,,,,,,,
Indiana,1900,President,Wells,3599,2290,27,186,,,,,,,,,0,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,
Indiana,1900,President,White,2510,2562,7,114,,,,,,,,,2,,,,,,,,,,6,14,,,,,,,,,,,,,,,,,
Indiana,1900,President,Whitley,2361,2271,6,113,,,,,,,,,0,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,
Indiana,1904,President,Adams,2973,1967,12,223,,,,,,,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Allen,9250,10261,44,276,,,,,,,470,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Bartholomew,3038,3510,8,138,,,,,,,98,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Benton,1470,2098,5,132,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Blackford,2058,2521,22,260,,,,,,,37,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Boone,3263,3633,92,227,,,,,,,19,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Brown,1157,760,13,93,,,,,,,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Carroll,2420,2671,19,220,,,,,,,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Cass,4357,5282,44,389,,,,,,,52,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Clark,3587,3644,8,85,,,,,,,133,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Clay,3565,4005,54,225,,,,,,,432,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Clinton,3112,4053,65,338,,,,,,,56,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Crawford,1509,1470,9,200,,,,,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Daviess,2802,3682,134,169,,,,,,,148,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Dearborn,3264,2588,3,101,,,,,,,62,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Decatur,2341,3178,10,153,,,,,,,41,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,DeKalb,2827,3416,67,343,,,,,,,154,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Delaware,3673,8522,35,784,,,,,,,362,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Dubois,3119,1413,7,47,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Elkhart,4023,6548,21,721,,,,,,,472,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Fayette,1487,2414,3,141,,,,,,,107,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Floyd,3421,3666,14,108,,,,,,,235,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Fountain,2560,3060,56,183,,,,,,,14,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Franklin,2501,1757,3,87,,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Fulton,2182,2394,7,184,,,,,,,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Gibson,3221,3871,29,331,,,,,,,91,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Grant,4668,9550,35,1760,,,,,,,281,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Greene,3559,4698,54,118,,,,,,,377,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Hamilton,2469,4832,22,267,,,,,,,16,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Hancock,2806,2633,16,212,,,,,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Harrison,2530,2544,15,151,,,,,,,44,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Hendricks,2164,3434,18,215,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Henry,2482,4391,22,403,,,,,,,17,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Howard,2098,5014,43,808,,,,,,,211,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Huntington,3290,4385,11,435,,,,,,,207,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Jackson,3467,2775,14,187,,,,,,,15,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Jasper,1341,2137,12,151,,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Jay,2702,3612,26,622,,,,,,,9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Jefferson,2542,3195,13,200,,,,,,,50,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Jennings,1688,2139,16,93,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Johnson,2882,2574,24,300,,,,,,,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Knox,4093,4278,59,265,,,,,,,200,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Kosciusko,2913,4550,16,348,,,,,,,15,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,LaGrange,1100,2461,9,224,,,,,,,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Lake,2933,6429,49,115,,,,,,,386,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,LaPorte,4472,5952,27,136,,,,,,,89,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Lawrence,2672,3924,11,97,,,,,,,58,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Madison,6681,9697,43,805,,,,,,,822,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Marion,22336,35103,99,1061,,,,,,,1067,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Marshall,2878,3001,56,230,,,,,,,32,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Martin,1574,1809,17,55,,,,,,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Miami,3605,4124,32,388,,,,,,,157,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Monroe,2286,3042,17,98,,,,,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Montgomery,3747,4647,40,297,,,,,,,19,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Morgan,2428,3119,9,166,,,,,,,37,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Newton,951,1803,10,123,,,,,,,8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Noble,2785,3683,16,127,,,,,,,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Ohio,584,962,0,34,,,,,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Orange,1888,2458,3,80,,,,,,,19,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Owen,1841,1721,26,95,,,,,,,35,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Parke,2176,3468,15,464,,,,,,,115,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Perry,2142,2105,4,29,,,,,,,23,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Pike,2224,2596,20,113,,,,,,,57,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Porter,1437,3162,17,72,,,,,,,70,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Posey,2825,2419,25,124,,,,,,,57,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Pulaski,1648,1729,12,155,,,,,,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Putnam,3005,2586,35,176,,,,,,,27,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1904,President,Randolph,1924,5139,21,495,,,,,,,34,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
