State,Year,Office,County,D#,R#,Pop.#,Proh.#,Wor.#,Nat.#,GS#,Prog.#,U#,UL#,S#,FL#,SL#,SW#,Comm.#,AI#,I#,NA#,Ref.#,L#,NAll.#,Labor#,SD#,UR#,IND#,ST#,Cit.#,PF#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,Am.#,W/I#,Green,Pirate
Indiana,2012,Governor,Hamilton,41762,88070,,,,,,,,,,,,,,,,,,5265,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Hancock,10483,20331,,,,,,,,,,,,,,,,,,1881,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Harrison,6964,9997,,,,,,,,,,,,,,,,,,554,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Hendricks,22125,40245,,,,,,,,,,,,,,,,,,3257,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Henry,8277,9439,,,,,,,,,,,,,,,,,,1301,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Howard,16550,17811,,,,,,,,,,,,,,,,,,1806,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Huntington,5212,9623,,,,,,,,,,,,,,,,,,517,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Jackson,6377,9613,,,,,,,,,,,,,,,,,,648,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Jasper,5055,6987,,,,,,,,,,,,,,,,,,412,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Jay,3183,4326,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Jefferson,5610,6715,,,,,,,,,,,,,,,,,,403,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Jennings,4028,5653,,,,,,,,,,,,,,,,,,458,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Johnson,18271,36168,,,,,,,,,,,,,,,,,,3255,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Knox,9911,5031,,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Kosciusko,8303,20530,,,,,,,,,,,,,,,,,,919,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,LaGrange,3257,5654,,,,,,,,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Lake,122324,55776,,,,,,,,,,,,,,,,,,3585,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,LaPorte,24190,16164,,,,,,,,,,,,,,,,,,1653,,,,,,,,,,,,,,,,,,,2,,
Indiana,2012,Governor,Lawrence,6830,10094,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Madison,25393,24052,,,,,,,,,,,,,,,,,,2766,,,,,,,,,,,,,,,,,,,6,,
Indiana,2012,Governor,Marion,210119,129501,,,,,,,,,,,,,,,,,,17573,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Marshall,7112,9901,,,,,,,,,,,,,,,,,,598,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Martin,2050,2471,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Miami,4985,6892,,,,,,,,,,,,,,,,,,767,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Monroe,33628,20176,,,,,,,,,,,,,,,,,,2415,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Montgomery,5522,8147,,,,,,,,,,,,,,,,,,785,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Morgan,9297,17082,,,,,,,,,,,,,,,,,,1711,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Newton,2287,3015,,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Noble,6047,9405,,,,,,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Ohio,1086,1556,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Orange,3273,4114,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Owen,3456,4164,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Parke,2821,3372,,,,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Perry,4524,3132,,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Pike,3066,2661,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Porter,40154,29503,,,,,,,,,,,,,,,,,,2209,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Posey,5344,6457,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Pulaski,2189,2809,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Putnam,5309,7558,,,,,,,,,,,,,,,,,,864,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Randolph,3939,5709,,,,,,,,,,,,,,,,,,454,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Ripley,3224,7018,,,,,,,,,,,,,,,,,,558,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Rush,2370,4120,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Saint Joseph,59411,47182,,,,,,,,,,,,,,,,,,2897,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Scott,4287,4069,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Shelby,5995,9650,,,,,,,,,,,,,,,,,,1084,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Spencer,4385,5059,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Starke,4291,3828,,,,,,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Steuben,5314,7777,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Sullivan,5179,2948,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Switzerland,1489,1666,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Tippecanoe,27669,25749,,,,,,,,,,,,,,,,,,2930,,,,,,,,,,,,,,,,,,,1,,
Indiana,2012,Governor,Tipton,2752,4136,,,,,,,,,,,,,,,,,,401,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Union,940,1963,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Vanderburgh,32869,36529,,,,,,,,,,,,,,,,,,1971,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Vermillion,3639,2617,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Vigo,22992,15013,,,,,,,,,,,,,,,,,,1528,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Wabash,4512,7622,,,,,,,,,,,,,,,,,,478,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Warren,1579,2013,,,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Warrick,11494,15873,,,,,,,,,,,,,,,,,,632,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Washington,4108,6130,,,,,,,,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Wayne,10267,13895,,,,,,,,,,,,,,,,,,1263,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Wells,3999,8518,,,,,,,,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,White,4281,5032,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,0,,
Indiana,2012,Governor,Whitley,5209,9085,,,,,,,,,,,,,,,,,,493,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Adams,4272,8408,,,,,,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Allen,61879,80458,,,,,,,,,,,,,,,,,,4478,,,,,,,,,,,,,,,,,,,4,,
Indiana,2016,Governor,Bartholomew,11869,19063,,,,,,,,,,,,,,,,,,1122,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Benton,1201,2318,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Blackford,1857,2719,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Boone,11868,19269,,,,,,,,,,,,,,,,,,1009,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Brown,3201,4488,,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Carroll,2923,5381,,,,,,,,,,,,,,,,,,353,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Cass,5662,8059,,,,,,,,,,,,,,,,,,511,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Clark,20293,28440,,,,,,,,,,,,,,,,,,1597,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Clay,4260,6457,,,,,,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,2,,
Indiana,2016,Governor,Clinton,4120,7126,,,,,,,,,,,,,,,,,,423,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Crawford,1924,2381,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Daviess,4049,6460,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Dearborn,5936,16606,,,,,,,,,,,,,,,,,,669,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,Decatur,3291,7231,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,DeKalb,5340,10501,,,,,,,,,,,,,,,,,,718,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Delaware,22195,20777,,,,,,,,,,,,,,,,,,1650,,,,,,,,,,,,,,,,,,,3,,
Indiana,2016,Governor,Dubois,8171,10821,,,,,,,,,,,,,,,,,,962,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Elkhart,23749,40161,,,,,,,,,,,,,,,,,,1931,,,,,,,,,,,,,,,,,,,4,,
Indiana,2016,Governor,Fayette,3369,5485,,,,,,,,,,,,,,,,,,441,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Floyd,15176,20783,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Fountain,2404,4792,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Franklin,2697,7795,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Fulton,2977,5142,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Gibson,5969,9203,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Grant,9257,14928,,,,,,,,,,,,,,,,,,876,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Greene,6610,6834,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Hamilton,60176,90381,,,,,,,,,,,,,,,,,,4148,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Hancock,12350,22681,,,,,,,,,,,,,,,,,,1271,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Harrison,6303,11690,,,,,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,Hendricks,27180,45207,,,,,,,,,,,,,,,,,,2227,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,Henry,7551,10769,,,,,,,,,,,,,,,,,,1786,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Howard,15812,19903,,,,,,,,,,,,,,,,,,1290,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Huntington,4941,10092,,,,,,,,,,,,,,,,,,679,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Jackson,5613,11320,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Jasper,4730,8086,,,,,,,,,,,,,,,,,,378,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Jay,2935,4603,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Jefferson,5373,7505,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Jennings,3609,7089,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,Johnson,22263,42465,,,,,,,,,,,,,,,,,,1994,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Knox,8597,6511,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Kosciusko,8454,22296,,,,,,,,,,,,,,,,,,1267,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,LaGrange,2951,6316,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Lake,127491,64997,,,,,,,,,,,,,,,,,,4639,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,LaPorte,24139,18465,,,,,,,,,,,,,,,,,,1667,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,Lawrence,6402,11683,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,Madison,24041,27579,,,,,,,,,,,,,,,,,,2062,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,Marion,226116,127462,,,,,,,,,,,,,,,,,,10712,,,,,,,,,,,,,,,,,,,6,,
Indiana,2016,Governor,Marshall,6772,10481,,,,,,,,,,,,,,,,,,577,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Martin,1823,2829,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Miami,4596,8094,,,,,,,,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Monroe,36304,19915,,,,,,,,,,,,,,,,,,1919,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Montgomery,5201,9412,,,,,,,,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,2,,
Indiana,2016,Governor,Morgan,9356,20430,,,,,,,,,,,,,,,,,,1128,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Newton,2066,3484,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Noble,5512,10475,,,,,,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Ohio,996,1805,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Orange,2971,4827,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Owen,3073,5085,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Parke,2608,3824,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Perry,4222,3520,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Pike,2671,3114,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Porter,41563,32913,,,,,,,,,,,,,,,,,,2392,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Posey,5028,7202,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Pulaski,2069,3001,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Putnam,5049,9094,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Randolph,3621,6094,,,,,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Ripley,3540,8948,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Rush,2440,4393,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Saint Joseph,57835,48839,,,,,,,,,,,,,,,,,,3418,,,,,,,,,,,,,,,,,,,3,,
Indiana,2016,Governor,Scott,3830,4869,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Shelby,6162,10998,,,,,,,,,,,,,,,,,,691,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Spencer,4030,5511,,,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,2,,
Indiana,2016,Governor,Starke,3903,4694,,,,,,,,,,,,,,,,,,368,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Steuben,4917,9180,,,,,,,,,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Sullivan,4720,3623,,,,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Switzerland,1379,2116,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Tippecanoe,30234,30141,,,,,,,,,,,,,,,,,,2298,,,,,,,,,,,,,,,,,,,4,,
Indiana,2016,Governor,Tipton,2492,4712,,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Union,936,2179,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Vanderburgh,32370,38188,,,,,,,,,,,,,,,,,,1902,,,,,,,,,,,,,,,,,,,1,,
Indiana,2016,Governor,Vermillion,3339,3279,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Vigo,21841,16772,,,,,,,,,,,,,,,,,,1094,,,,,,,,,,,,,,,,,,,2,,
Indiana,2016,Governor,Wabash,4262,8636,,,,,,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Warren,1260,2538,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Warrick,11434,17418,,,,,,,,,,,,,,,,,,627,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Washington,3593,7293,,,,,,,,,,,,,,,,,,341,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Wayne,9518,13472,,,,,,,,,,,,,,,,,,2704,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Wells,3902,8766,,,,,,,,,,,,,,,,,,428,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,White,3586,6074,,,,,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,,,0,,
Indiana,2016,Governor,Whitley,4933,9972,,,,,,,,,,,,,,,,,,613,,,,,,,,,,,,,,,,,,,3,,
Indiana,1898,Secretary of State,Adams,2654,1241,39,71,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Allen,8479,6285,47,117,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Bartholomew,3043,3125,42,48,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Benton,1286,1774,16,47,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Blackford,1898,1719,44,117,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Boone,3630,3106,84,74,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Brown,1207,615,26,24,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Carroll,2593,2501,25,93,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Cass,4044,3813,182,149,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Clark,3618,3147,18,37,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Clay,3550,3194,147,148,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Clinton,3365,3474,90,184,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Crawford,1622,1324,47,45,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Daviess,2718,2864,519,69,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Dearborn,2875,2139,6,65,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Decatur,2368,2711,32,73,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,DeKalb,2845,2674,142,193,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Delaware,3545,5993,49,273,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Dubois,2214,986,38,25,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Elkhart,4340,5398,32,407,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Fayette,1430,1943,5,38,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Floyd,3413,2981,24,52,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Fountain,2858,2755,55,75,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Franklin,2428,1488,9,33,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Fulton,2284,2158,25,54,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Gibson,3043,3289,135,188,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Grant,3754,6727,82,458,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Greene,2891,3282,264,54,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Hamilton,2437,4249,38,281,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Hancock,2639,2086,34,80,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Harrison,2434,2236,101,81,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Hendricks,2049,3032,14,119,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Henry,2228,3590,37,225,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Howard,2449,3543,140,273,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Huntington,3486,3631,30,187,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Jackson,3293,2226,85,100,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Jasper,1257,1732,68,75,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Jay,3111,3260,112,223,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Jefferson,2362,3041,20,48,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Jennings,1693,1892,60,45,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Johnson,2794,2158,103,123,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Knox,3521,2940,138,130,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Kosciusko,2796,3911,17,148,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,LaGrange,1165,1973,22,65,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Lake,3095,3807,24,67,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,LaPorte,4424,4016,16,59,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Lawrence,2026,2672,75,51,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Madison,7209,7642,141,244,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Marion,20812,23191,85,563,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Marshall,2986,2678,32,103,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Martin,1380,1433,152,29,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Miami,3443,3195,54,151,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Monroe,2179,2333,77,45,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Montgomery,3959,4203,54,100,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,1898,Secretary of State,Morgan,2340,2620,32,74,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
