State,Year,Office,County,D#,R#,CN#,U#,UL#,ND#,SD#,Proh.#,NProh.#,Pop.#,S#,Comm.#,SL#,SW#,Prog.#,Am.#,I#,Ref.#,NL#,G#,L#,FW#,CL#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,Comm.,C#,W/I6#,People's#,G,C,Year/Office,W/I#
Missouri,1936,President,Pike,5898,2871,,25,,,,10,,,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Platte,4884,1787,,9,,,,3,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Polk,3899,5126,,7,,,,5,,,9,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Pulaski,2886,2177,,3,,,,4,,,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Putnam,1902,3458,,5,,,,7,,,28,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Ralls,3822,1051,,4,,,,1,,,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Randolph,9733,2723,,22,,,,5,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Ray,6300,2805,,8,,,,1,,,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Reynolds,2476,915,,0,,,,0,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Ripley,2466,1911,,4,,,,1,,,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Saint Charles,8622,6108,,901,,,,0,,,100,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Saint Clair,2173,1447,,16,,,,3,,,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Saint Francois,2768,1940,,65,,,,0,,,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Saint Louis,7763,3126,,34,,,,9,,,21,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Saint Louis City,3069,1225,,2615,,,,47,,,615,29,27,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Sainte Genevieve,4367,1697,,7037,,,,181,,,1268,286,108,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Saintne,5903,5156,,17,,,,17,,,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Saline,3302,3351,,7,,,,1,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Schuyler,7876,7271,,48,,,,6,,,8,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Scotland,63226,45541,,35,,,,6,,,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Scott,260063,127887,,8,,,,1,,,44,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Shannon,2446,1664,,28,,,,6,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Shelby,6608,4828,,6,,,,8,,,34,2,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Stoddard,1366,3366,,3,,,,3,,,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Sullivan,3986,4019,,14,,,,3,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Taney,1710,2827,,15,,,,1,,,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Texas,4718,4132,,5,,,,10,,,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Vernon,6872,4546,,40,,,,8,,,10,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Warren,1277,2639,,9,,,,6,,,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Washington,2942,2909,,23,,,,7,,,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Wayne,3235,2494,,3,,,,6,,,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,WebSainte,3612,4469,,8,,,,10,,,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Worth,1944,1581,,27,,,,1,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1936,President,Wright,3296,4837,,9,,,,10,,,14,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Adair,4813,5688,,,,,,36,,,28,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Andrew,3059,4384,,,,,,8,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Atchison,3025,3322,,,,,,7,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Audrain,7768,3447,,,,,,0,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Barry,5207,6573,,,,,,15,,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Barton,3539,3737,,,,,,22,,,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Bates,4978,5727,,,,,,23,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Benton,1765,3912,,,,,,7,,,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Bollinger,2511,3415,,,,,,4,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Boone,11615,4869,,,,,,26,,,31,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Buchanan,24482,17484,,,,,,12,,,16,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Butler,6213,8024,,,,,,23,,,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Caldwell,2728,3976,,,,,,3,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Callaway,7162,3574,,,,,,12,,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Camden,1549,2692,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Cape Girardeau,8642,9297,,,,,,18,,,19,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Carroll,4446,6000,,,,,,9,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Carter,1499,1195,,,,,,1,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Cass,5479,4983,,,,,,5,,,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Cedar,1973,4068,,,,,,16,,,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Chariton,5053,4439,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Christian,1729,4509,,,,,,7,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Clark,2728,3171,,,,,,10,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Clay,9672,6159,,,,,,19,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Clinton,3800,3030,,,,,,12,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Cole,8219,7664,,,,,,7,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Cooper,4606,5720,,,,,,13,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Crawford,2736,3615,,,,,,5,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Dade,1835,3910,,,,,,11,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Dallas,1566,3859,,,,,,3,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Daviess,3325,4289,,,,,,6,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,DeKalb,2505,3072,,,,,,10,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Dent,3101,2652,,,,,,3,,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Douglas,1350,4870,,,,,,10,,,21,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Dunklin,11132,5516,,,,,,18,,,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Franklin,7237,10283,,,,,,9,,,23,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Gasconade,1163,5333,,,,,,0,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Gentry,3689,3446,,,,,,9,,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Greene,22130,21456,,,,,,70,,,37,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Grundy,3813,4558,,,,,,26,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Harrison,3325,5304,,,,,,7,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Henry,6069,6332,,,,,,11,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Hickory,787,2496,,,,,,5,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Holt,2677,3739,,,,,,4,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Howard,4770,2333,,,,,,7,,,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Howell,4218,6158,,,,,,11,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Iron,2495,2062,,,,,,5,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Jackson,137285,101568,,,,,,157,,,184,,25,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Jasper,18249,18755,,,,,,57,,,50,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Jefferson,9553,7517,,,,,,16,,,28,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Johnson,5441,6468,,,,,,11,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Knox,2594,2370,,,,,,19,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Laclede,3323,4941,,,,,,9,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Lafayette,6913,8802,,,,,,8,,,19,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Lawrence,5279,7317,,,,,,39,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Lewis,3484,2428,,,,,,21,,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Lincoln,4420,3035,,,,,,18,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Linn,6246,5664,,,,,,15,,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Livingston,4633,5298,,,,,,19,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Macon,6120,5384,,,,,,11,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Madison,2405,2495,,,,,,4,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Maries,2078,1749,,,,,,4,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Marion,9723,5892,,,,,,8,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,McDonald,3312,4063,,,,,,33,,,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Mercer,1364,2787,,,,,,4,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Miller,3113,3971,,,,,,14,,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Mississippi,4362,3073,,,,,,21,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Moniteau,2922,3627,,,,,,3,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Monroe,6018,1200,,,,,,8,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Montgomery,3205,3930,,,,,,8,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Morgan,2376,3166,,,,,,7,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,New Madrid,9591,6318,,,,,,18,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Newton,6256,8064,,,,,,21,,,21,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Nodaway,6696,6759,,,,,,2,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Oregon,3593,1826,,,,,,13,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Osage,2332,3743,,,,,,3,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Ozark,965,3421,,,,,,6,,,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Pemiscot,9391,6011,,,,,,41,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Perry,2354,4656,,,,,,2,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Pettis,8570,8905,,,,,,11,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Phelps,4780,3319,,,,,,5,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Pike,5742,3707,,,,,,25,,,14,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Platte,4635,2545,,,,,,0,,,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Polk,3380,5534,,,,,,7,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Pulaski,2752,2367,,,,,,3,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Putnam,1708,3828,,,,,,8,,,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Ralls,3562,1412,,,,,,4,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Randolph,9155,3319,,,,,,19,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Ray,5786,3399,,,,,,11,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Reynolds,2406,1187,,,,,,6,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Ripley,2419,2291,,,,,,1,,,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Saint Charles,7988,7336,,,,,,5,,,41,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Saint Clair,1998,1732,,,,,,17,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Saint Francois,2435,2329,,,,,,0,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Saint Louis,7899,4401,,,,,,19,,,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Saint Louis City,2806,1589,,,,,,110,,,330,,18,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Sainte Genevieve,4028,2167,,,,,,209,,,652,,87,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Saintne,5334,7792,,,,,,22,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Saline,2859,3950,,,,,,7,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Schuyler,8132,8687,,,,,,10,,,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Scotland,52380,66909,,,,,,22,,,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Scott,233338,168165,,,,,,8,,,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Shannon,2098,2750,,,,,,23,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Shelby,6725,6055,,,,,,18,,,19,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Stoddard,1041,3598,,,,,,2,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Sullivan,3743,4080,,,,,,11,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Taney,1497,3167,,,,,,10,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Texas,4497,4730,,,,,,4,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Vernon,6271,5443,,,,,,10,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Warren,914,3403,,,,,,6,,,19,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Washington,2881,3817,,,,,,1,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Wayne,2991,2735,,,,,,10,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,WebSainte,3518,4818,,,,,,6,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Worth,1702,1807,,,,,,2,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1940,President,Wright,2727,5096,,,,,,8,,,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Adair,3606,4909,,,,,,12,,,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Andrew,2254,3734,,,,,,5,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Atchison,2214,2803,,,,,,1,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Audrain,6471,3455,,,,,,10,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Barry,4029,5796,,,,,,8,,,13,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Barton,2688,3356,,,,,,10,,,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Bates,4096,5122,,,,,,11,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Benton,1108,3294,,,,,,5,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Bollinger,1841,2850,,,,,,2,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Boone,9704,4195,,,,,,8,,,21,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Buchanan,20091,15113,,,,,,5,,,14,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Butler,4219,6375,,,,,,25,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Caldwell,2001,3384,,,,,,5,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Callaway,5757,3143,,,,,,17,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Camden,990,2180,,,,,,3,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Cape Girardeau,6845,8339,,,,,,7,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Carroll,3283,5127,,,,,,20,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Carter,1207,1033,,,,,,2,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Cass,4347,4687,,,,,,5,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Cedar,1478,3576,,,,,,3,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Chariton,3930,3802,,,,,,7,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Christian,1134,4167,,,,,,6,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Clark,2155,2707,,,,,,2,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Clay,8682,6724,,,,,,13,,,25,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Clinton,3079,2912,,,,,,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Cole,7139,7364,,,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Cooper,3729,4928,,,,,,13,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Crawford,2177,3077,,,,,,4,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Dade,1462,3316,,,,,,4,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Dallas,1064,3232,,,,,,2,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Daviess,2567,3597,,,,,,5,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,DeKalb,1961,2658,,,,,,6,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Dent,2699,2456,,,,,,4,,,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Douglas,746,3570,,,,,,6,,,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Dunklin,8431,4274,,,,,,17,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Franklin,5958,9325,,,,,,16,,,26,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Gasconade,994,5007,,,,,,8,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Gentry,3022,2970,,,,,,4,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Greene,17287,21531,,,,,,44,,,21,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Grundy,2997,4158,,,,,,8,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Harrison,2623,4330,,,,,,4,,,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Henry,4587,5564,,,,,,19,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Hickory,560,2171,,,,,,3,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Holt,1785,3152,,,,,,8,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Howard,3958,1951,,,,,,6,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Howell,3020,5151,,,,,,10,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Iron,2205,1649,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Jackson,113803,95406,,,,,,136,,,254,,33,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Jasper,13111,17301,,,,,,37,,,23,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Jefferson,7953,6758,,,,,,14,,,19,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Johnson,4419,5949,,,,,,2,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Knox,1943,2057,,,,,,3,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Laclede,3011,4670,,,,,,1,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Lafayette,5603,7951,,,,,,2,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Lawrence,3859,6836,,,,,,17,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Lewis,2883,1988,,,,,,6,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Lincoln,3773,2910,,,,,,9,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Linn,5242,4942,,,,,,3,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Livingston,3887,4697,,,,,,20,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Macon,4772,4796,,,,,,12,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Madison,2203,2277,,,,,,4,,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Maries,1824,1519,,,,,,4,,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Marion,8575,4560,,,,,,21,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,McDonald,2523,3520,,,,,,3,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Mercer,1035,2249,,,,,,2,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Miller,2229,3609,,,,,,10,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Mississippi,4182,1944,,,,,,14,,,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Moniteau,2327,3237,,,,,,8,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Monroe,5000,1098,,,,,,6,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Montgomery,2743,3527,,,,,,2,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Morgan,1735,2896,,,,,,4,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,New Madrid,7626,4108,,,,,,11,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Newton,5146,6985,,,,,,13,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Nodaway,5407,5766,,,,,,3,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Oregon,2734,1573,,,,,,1,,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Osage,2121,3284,,,,,,2,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Ozark,628,2707,,,,,,3,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Pemiscot,7380,4333,,,,,,11,,,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Perry,2014,4207,,,,,,3,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,1944,President,Pettis,7176,7696,,,,,,10,,,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,
