State,Year,Office,County,D#,R#,Pop.#,Proh.#,S#,SW#,Comm.#,I1#,I2#,I3#,I4#,Prog.#,Liberty#,U#,C#,PF#,Ref.#,NL#,G#,L#,NA#,Labor#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,Am.#,W/I#
Idaho,2000,President,Minidoka,1344,4907,,,,,,,,,,,,,27,,137,30,,43,,,30,0,,,,,,,
Idaho,2000,President,Nez Perce,4995,10577,,,,,,,,,,,,,29,,131,41,,107,,,141,0,,,,,,,
Idaho,2000,President,Oneida,307,1426,,,,,,,,,,,,,7,,42,1,,7,,,8,0,,,,,,,
Idaho,2000,President,Owyhee,623,2450,,,,,,,,,,,,,6,,67,9,,11,,,22,0,,,,,,,
Idaho,2000,President,Payette,1643,4961,,,,,,,,,,,,,8,,112,16,,38,,,80,0,,,,,,,
Idaho,2000,President,Power,755,1872,,,,,,,,,,,,,4,,51,4,,14,,,9,0,,,,,,,
Idaho,2000,President,Shoshone,2225,2879,,,,,,,,,,,,,22,,74,27,,66,,,92,0,,,,,,,
Idaho,2000,President,Teton,720,1745,,,,,,,,,,,,,0,,31,5,,19,,,151,0,,,,,,,
Idaho,2000,President,Twin Falls,5777,15794,,,,,,,,,,,,,63,,436,27,,123,,,310,0,,,,,,,
Idaho,2000,President,Valley,1129,2548,,,,,,,,,,,,,3,,57,7,,33,,,201,0,,,,,,,
Idaho,2000,President,Washington,980,2899,,,,,,,,,,,,,7,,89,7,,23,,,64,1,,,,,,,
Idaho,2004,President,Ada,58523,94641,,,,,,,,,,,,,449,,,,,1041,,,348,27,1,0,,,,,
Idaho,2004,President,Adams,555,1468,,,,,,,,,,,,,24,,,,,14,,,2,0,0,0,,,,,
Idaho,2004,President,Bannock,12903,21479,,,,,,,,,,,,,125,,,,,244,,,92,1,0,0,,,,,
Idaho,2004,President,Bear Lake,494,2506,,,,,,,,,,,,,22,,,,,12,,,6,0,0,0,,,,,
Idaho,2004,President,Benewah,1148,2823,,,,,,,,,,,,,35,,,,,34,,,7,1,2,0,,,,,
Idaho,2004,President,Bingham,3605,12734,,,,,,,,,,,,,107,,,,,105,,,13,1,0,0,,,,,
Idaho,2004,President,Blaine,5992,4034,,,,,,,,,,,,,23,,,,,80,,,17,0,0,1,,,,,
Idaho,2004,President,Boise,970,2501,,,,,,,,,,,,,15,,,,,31,,,10,0,0,0,,,,,
Idaho,2004,President,Bonner,6649,10697,,,,,,,,,,,,,146,,,,,139,,,50,3,0,0,,,,,
Idaho,2004,President,Bonneville,8356,30048,,,,,,,,,,,,,184,,,,,229,,,54,0,0,0,,,,,
Idaho,2004,President,Boundary,1268,3012,,,,,,,,,,,,,31,,,,,51,,,16,1,0,0,,,,,
Idaho,2004,President,Butte,321,1077,,,,,,,,,,,,,4,,,,,4,,,0,0,0,0,,,,,
Idaho,2004,President,Camas,139,450,,,,,,,,,,,,,5,,,,,1,,,0,0,0,0,,,,,
Idaho,2004,President,Canyon,13415,41599,,,,,,,,,,,,,269,,,,,346,,,63,6,0,0,,,,,
Idaho,2004,President,Caribou,491,2753,,,,,,,,,,,,,8,,,,,21,,,8,0,0,0,,,,,
Idaho,2004,President,Cassia,1153,6562,,,,,,,,,,,,,54,,,,,48,,,4,0,0,0,,,,,
Idaho,2004,President,Clark,46,302,,,,,,,,,,,,,3,,,,,2,,,0,0,0,0,,,,,
Idaho,2004,President,Clearwater,1117,2839,,,,,,,,,,,,,35,,,,,40,,,3,0,0,0,,,,,
Idaho,2004,President,Custer,559,1762,,,,,,,,,,,,,13,,,,,18,,,6,0,0,0,,,,,
Idaho,2004,President,Elmore,1959,6011,,,,,,,,,,,,,29,,,,,45,,,15,1,0,1,,,,,
Idaho,2004,President,Franklin,456,4527,,,,,,,,,,,,,51,,,,,19,,,1,0,0,0,,,,,
Idaho,2004,President,Fremont,741,4965,,,,,,,,,,,,,34,,,,,22,,,7,0,0,0,,,,,
Idaho,2004,President,Gem,1628,5416,,,,,,,,,,,,,37,,,,,34,,,19,0,0,0,,,,,
Idaho,2004,President,Gooding,1278,3973,,,,,,,,,,,,,31,,,,,29,,,14,0,0,0,,,,,
Idaho,2004,President,Idaho,1689,6017,,,,,,,,,,,,,202,,,,,49,,,8,3,2,0,,,,,
Idaho,2004,President,Jefferson,1084,7703,,,,,,,,,,,,,72,,,,,41,,,6,0,0,0,,,,,
Idaho,2004,President,Jerome,1344,5177,,,,,,,,,,,,,18,,,,,31,,,10,0,0,0,,,,,
Idaho,2004,President,Kootenai,17584,36173,,,,,,,,,,,,,408,,,,,303,,,128,5,2,0,,,,,
Idaho,2004,President,Latah,8430,8686,,,,,,,,,,,,,125,,,,,239,,,67,4,1,1,,,,,
Idaho,2004,President,Lemhi,915,3079,,,,,,,,,,,,,16,,,,,37,,,6,0,2,0,,,,,
Idaho,2004,President,Lewis,440,1359,,,,,,,,,,,,,10,,,,,7,,,4,0,0,0,,,,,
Idaho,2004,President,Lincoln,466,1388,,,,,,,,,,,,,9,,,,,9,,,3,1,0,0,,,,,
Idaho,2004,President,Madison,826,10693,,,,,,,,,,,,,69,,,,,35,,,14,0,0,0,,,,,
Idaho,2004,President,Minidoka,1331,5797,,,,,,,,,,,,,35,,,,,33,,,4,1,0,0,,,,,
Idaho,2004,President,Nez Perce,6476,11009,,,,,,,,,,,,,82,,,,,112,,,21,0,0,0,,,,,
Idaho,2004,President,Oneida,304,1789,,,,,,,,,,,,,30,,,,,9,,,1,0,0,0,,,,,
Idaho,2004,President,Owyhee,685,2859,,,,,,,,,,,,,17,,,,,27,,,2,0,0,0,,,,,
Idaho,2004,President,Payette,1848,6256,,,,,,,,,,,,,34,,,,,39,,,3,1,0,0,,,,,
Idaho,2004,President,Power,829,2105,,,,,,,,,,,,,10,,,,,13,,,1,0,0,0,,,,,
Idaho,2004,President,Shoshone,2331,2922,,,,,,,,,,,,,41,,,,,35,,,8,0,0,0,,,,,
Idaho,2004,President,Teton,1416,2235,,,,,,,,,,,,,2,,,,,24,,,13,0,0,0,,,,,
Idaho,2004,President,Twin Falls,6458,19672,,,,,,,,,,,,,119,,,,,146,,,40,0,0,0,,,,,
Idaho,2004,President,Valley,1843,2863,,,,,,,,,,,,,18,,,,,29,,,19,2,0,0,,,,,
Idaho,2004,President,Washington,1033,3274,,,,,,,,,,,,,33,,,,,17,,,2,0,0,0,,,,,
Idaho,2008,President,Ada,82236,93328,,,,,,1978,,,,,,,777,,,,,1083,,,1326,14,17,1,,,,,
Idaho,2008,President,Adams,728,1517,,,,,,36,,,,,,,20,,,,,19,,,0,0,0,0,,,,,
Idaho,2008,President,Bannock,14792,19356,,,,,,485,,,,,,,257,,,,,215,,,328,1,3,0,,,,,
Idaho,2008,President,Bear Lake,502,2377,,,,,,26,,,,,,,27,,,,,11,,,0,0,0,0,,,,,
Idaho,2008,President,Benewah,1407,2646,,,,,,48,,,,,,,38,,,,,25,,,0,0,0,0,,,,,
Idaho,2008,President,Bingham,4424,12230,,,,,,207,,,,,,,203,,,,,91,,,0,1,0,0,,,,,
Idaho,2008,President,Blaine,6947,3439,,,,,,106,,,,,,,16,,,,,63,,,1,0,1,0,,,,,
Idaho,2008,President,Boise,1240,2433,,,,,,48,,,,,,,25,,,,,27,,,0,0,0,0,,,,,
Idaho,2008,President,Bonner,7840,11145,,,,,,259,,,,,,,195,,,,,108,,,0,1,2,0,,,,,
Idaho,2008,President,Bonneville,11417,29334,,,,,,334,,,,,,,362,,,,,256,,,0,0,0,0,,,,,
Idaho,2008,President,Boundary,1484,3078,,,,,,67,,,,,,,77,,,,,27,,,0,0,1,0,,,,,
Idaho,2008,President,Butte,318,1056,,,,,,18,,,,,,,11,,,,,7,,,0,0,0,0,,,,,
Idaho,2008,President,Camas,187,422,,,,,,5,,,,,,,1,,,,,3,,,0,0,0,0,,,,,
Idaho,2008,President,Canyon,20147,42752,,,,,,639,,,,,,,387,,,,,321,,,449,6,4,1,,,,,
Idaho,2008,President,Caribou,553,2656,,,,,,56,,,,,,,23,,,,,14,,,0,0,0,0,,,,,
Idaho,2008,President,Cassia,1332,6309,,,,,,86,,,,,,,72,,,,,43,,,50,1,0,0,,,,,
Idaho,2008,President,Clark,64,305,,,,,,2,,,,,,,3,,,,,1,,,0,0,0,0,,,,,
Idaho,2008,President,Clearwater,1211,2569,,,,,,60,,,,,,,35,,,,,31,,,0,0,0,0,,,,,
Idaho,2008,President,Custer,611,1694,,,,,,18,,,,,,,17,,,,,12,,,0,0,1,0,,,,,
Idaho,2008,President,Elmore,2591,5665,,,,,,110,,,,,,,37,,,,,33,,,49,0,1,0,,,,,
Idaho,2008,President,Franklin,600,4246,,,,,,48,,,,,,,142,,,,,37,,,1,0,0,0,,,,,
Idaho,2008,President,Fremont,1065,4700,,,,,,46,,,,,,,44,,,,,25,,,1,0,0,0,,,,,
Idaho,2008,President,Gem,2166,5585,,,,,,112,,,,,,,52,,,,,32,,,0,1,0,0,,,,,
Idaho,2008,President,Gooding,1489,3765,,,,,,75,,,,,,,35,,,,,27,,,0,0,0,0,,,,,
Idaho,2008,President,Idaho,2017,5895,,,,,,77,,,,,,,167,,,,,54,,,0,1,1,0,,,,,
Idaho,2008,President,Jefferson,1641,8540,,,,,,72,,,,,,,138,,,,,50,,,0,0,0,0,,,,,
Idaho,2008,President,Jerome,1794,4897,,,,,,74,,,,,,,36,,,,,46,,,0,0,0,0,,,,,
Idaho,2008,President,Kootenai,22120,38387,,,,,,592,,,,,,,565,,,,,268,,,589,12,2,0,,,,,
Idaho,2008,President,Latah,9195,7988,,,,,,199,,,,,,,204,,,,,128,,,196,1,4,1,,,,,
Idaho,2008,President,Lemhi,1061,2938,,,,,,29,,,,,,,45,,,,,32,,,0,0,0,0,,,,,
Idaho,2008,President,Lewis,479,1275,,,,,,20,,,,,,,23,,,,,7,,,0,0,0,0,,,,,
Idaho,2008,President,Lincoln,545,1232,,,,,,77,,,,,,,10,,,,,6,,,0,0,0,0,,,,,
Idaho,2008,President,Madison,1627,11131,,,,,,81,,,,,,,149,,,,,69,,,0,1,0,0,,,,,
Idaho,2008,President,Minidoka,1630,5087,,,,,,79,,,,,,,52,,,,,42,,,0,0,0,0,,,,,
Idaho,2008,President,Nez Perce,7123,10357,,,,,,189,,,,,,,82,,,,,72,,,0,0,0,0,,,,,
Idaho,2008,President,Oneida,381,1724,,,,,,11,,,,,,,27,,,,,19,,,0,0,0,0,,,,,
Idaho,2008,President,Owyhee,944,3024,,,,,,37,,,,,,,29,,,,,24,,,0,0,0,0,,,,,
Idaho,2008,President,Payette,2415,5988,,,,,,105,,,,,,,66,,,,,39,,,80,0,0,0,,,,,
Idaho,2008,President,Power,1027,1754,,,,,,28,,,,,,,13,,,,,20,,,0,0,0,0,,,,,
Idaho,2008,President,Shoshone,2521,2953,,,,,,111,,,,,,,42,,,,,39,,,1,0,0,0,,,,,
Idaho,2008,President,Teton,2302,2263,,,,,,61,,,,,,,13,,,,,19,,,0,0,1,0,,,,,
Idaho,2008,President,Twin Falls,8621,19032,,,,,,358,,,,,,,181,,,,,152,,,269,0,0,0,,,,,
Idaho,2008,President,Valley,2405,2772,,,,,,65,,,,,,,21,,,,,33,,,0,0,1,0,,,,,
Idaho,2008,President,Washington,1241,3168,,,,,,41,,,,,,,28,,,,,28,,,0,0,0,0,,,,,
Idaho,2012,President,Ada,77137,97554,,,,,,1320,636,,,,,,477,,,,,3422,,,1689,10,1,0,,,,,
Idaho,2012,President,Adams,577,1413,,,,,,23,11,,,,,,8,,,,,28,,,0,1,0,0,,,,,
Idaho,2012,President,Bannock,13214,21010,,,,,,274,218,,,,,,102,,,,,442,,,262,1,0,0,,,,,
Idaho,2012,President,Bear Lake,302,2489,,,,,,5,6,,,,,,11,,,,,9,,,0,0,0,0,,,,,
Idaho,2012,President,Benewah,1164,2596,,,,,,34,16,,,,,,28,,,,,46,,,1,0,0,0,,,,,
Idaho,2012,President,Bingham,3822,13440,,,,,,86,50,,,,,,50,,,,,155,,,74,1,0,0,,,,,
Idaho,2012,President,Blaine,5992,3939,,,,,,48,40,,,,,,8,,,,,167,,,0,0,0,0,,,,,
Idaho,2012,President,Boise,1053,2284,,,,,,23,11,,,,,,11,,,,,63,,,0,0,1,0,,,,,
Idaho,2012,President,Bonner,6500,11367,,,,,,177,70,,,,,,100,,,,,322,,,267,0,0,0,,,,,
Idaho,2012,President,Bonneville,9903,32276,,,,,,235,157,,,,,,106,,,,,536,,,2,1,1,0,,,,,
Idaho,2012,President,Boundary,1225,3138,,,,,,48,22,,,,,,34,,,,,77,,,0,0,0,0,,,,,
Idaho,2012,President,Butte,258,1001,,,,,,8,7,,,,,,4,,,,,8,,,0,0,0,0,,,,,
Idaho,2012,President,Camas,159,402,,,,,,5,4,,,,,,1,,,,,7,,,0,0,0,0,,,,,
Idaho,2012,President,Canyon,19866,44369,,,,,,440,242,,,,,,228,,,,,945,,,648,7,0,2,,,,,
Idaho,2012,President,Caribou,386,2608,,,,,,8,18,,,,,,11,,,,,21,,,0,0,0,0,,,,,
Idaho,2012,President,Cassia,1098,7154,,,,,,27,25,,,,,,22,,,,,70,,,36,0,0,0,,,,,
Idaho,2012,President,Clark,66,235,,,,,,5,3,,,,,,3,,,,,16,,,0,0,0,0,,,,,
Idaho,2012,President,Clearwater,1032,2541,,,,,,33,28,,,,,,18,,,,,44,,,0,0,0,0,,,,,
Idaho,2012,President,Custer,530,1744,,,,,,28,16,,,,,,9,,,,,25,,,2,1,0,0,,,,,
Idaho,2012,President,Elmore,2513,5227,,,,,,64,40,,,,,,33,,,,,124,,,0,2,0,0,,,,,
Idaho,2012,President,Franklin,325,5195,,,,,,7,15,,,,,,17,,,,,41,,,0,0,0,0,,,,,
Idaho,2012,President,Fremont,810,4907,,,,,,20,19,,,,,,12,,,,,34,,,0,0,0,0,,,,,
Idaho,2012,President,Gem,1957,5311,,,,,,47,44,,,,,,38,,,,,93,,,0,0,0,1,,,,,
Idaho,2012,President,Gooding,1287,3696,,,,,,38,25,,,,,,21,,,,,51,,,0,0,0,0,,,,,
Idaho,2012,President,Idaho,1708,5921,,,,,,49,24,,,,,,59,,,,,76,,,1,1,1,0,,,,,
Idaho,2012,President,Jefferson,1303,9895,,,,,,40,23,,,,,,23,,,,,97,,,0,0,0,0,,,,,
Idaho,2012,President,Jerome,1699,4804,,,,,,49,27,,,,,,25,,,,,77,,,36,0,0,0,,,,,
Idaho,2012,President,Kootenai,18851,39381,,,,,,307,162,,,,,,288,,,,,839,,,672,2,3,0,,,,,
Idaho,2012,President,Latah,8306,7589,,,,,,189,82,,,,,,140,,,,,453,,,360,5,0,0,,,,,
Idaho,2012,President,Lemhi,960,3029,,,,,,40,22,,,,,,18,,,,,41,,,0,0,0,0,,,,,
Idaho,2012,President,Lewis,396,1173,,,,,,11,6,,,,,,13,,,,,15,,,0,1,0,0,,,,,
Idaho,2012,President,Lincoln,469,1141,,,,,,19,7,,,,,,9,,,,,17,,,1,0,0,0,,,,,
Idaho,2012,President,Madison,832,13445,,,,,,26,12,,,,,,13,,,,,84,,,0,0,0,0,,,,,
Idaho,2012,President,Minidoka,1390,5442,,,,,,36,34,,,,,,16,,,,,55,,,0,0,0,0,,,,,
Idaho,2012,President,Nez Perce,6451,9967,,,,,,107,82,,,,,,47,,,,,194,,,143,2,0,0,,,,,
Idaho,2012,President,Oneida,217,1838,,,,,,6,7,,,,,,2,,,,,19,,,0,0,0,0,,,,,
Idaho,2012,President,Owyhee,833,2794,,,,,,24,16,,,,,,26,,,,,31,,,0,0,0,0,,,,,
Idaho,2012,President,Payette,2271,6004,,,,,,84,26,,,,,,22,,,,,88,,,0,0,0,0,,,,,
Idaho,2012,President,Power,982,1870,,,,,,13,13,,,,,,4,,,,,21,,,0,0,1,0,,,,,
Idaho,2012,President,Shoshone,2277,2699,,,,,,53,27,,,,,,21,,,,,71,,,0,0,0,0,,,,,
Idaho,2012,President,Teton,1926,2458,,,,,,43,21,,,,,,8,,,,,67,,,0,0,0,0,,,,,
Idaho,2012,President,Twin Falls,7541,19773,,,,,,232,145,,,,,,103,,,,,348,,,224,3,0,0,,,,,
Idaho,2012,President,Valley,2095,2664,,,,,,43,22,,,,,,17,,,,,78,,,0,0,0,0,,,,,
Idaho,2012,President,Washington,1104,3128,,,,,,28,18,,,,,,16,,,,,36,,,0,1,0,0,,,,,
Idaho,2016,President,Ada,75677,93752,,,,,,11226,3138,1019,349,,,,481,,,,,9984,,,4,22,14,1,0,0,2,,
Idaho,2016,President,Adams,415,1556,,,,,,80,19,12,7,,,,11,,,,,83,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Bannock,10342,17180,,,,,,3449,518,240,80,,,,125,,,,,1471,,,1,2,3,1,3,1,0,,
Idaho,2016,President,Bear Lake,255,2203,,,,,,366,11,22,2,,,,15,,,,,54,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Benewah,770,3103,,,,,,61,42,30,10,,,,17,,,,,151,,,0,0,0,0,1,0,0,,
Idaho,2016,President,Bingham,2924,10907,,,,,,2002,124,144,34,,,,73,,,,,417,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Blaine,6416,3340,,,,,,289,176,35,20,,,,23,,,,,424,,,0,1,0,0,0,0,0,,
Idaho,2016,President,Boise,777,2673,,,,,,112,35,22,7,,,,13,,,,,173,,,0,2,0,0,0,0,0,,
Idaho,2016,President,Bonner,5819,13343,,,,,,372,396,116,33,,,,84,,,,,762,,,16,2,0,0,0,0,0,,
Idaho,2016,President,Bonneville,8930,26699,,,,,,6022,399,272,87,,,,169,,,,,1634,,,0,3,1,3,1,1,0,,
Idaho,2016,President,Boundary,933,3789,,,,,,130,80,33,7,,,,29,,,,,161,,,1,0,0,0,0,0,0,,
Idaho,2016,President,Butte,160,914,,,,,,114,7,4,2,,,,4,,,,,25,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Camas,110,410,,,,,,33,6,6,0,,,,2,,,,,23,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Canyon,16883,47222,,,,,,4216,797,433,175,,,,261,,,,,2778,,,1,5,11,1,0,2,0,,
Idaho,2016,President,Caribou,271,2275,,,,,,372,15,20,4,,,,14,,,,,64,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Cassia,1036,5949,,,,,,853,37,56,17,,,,28,,,,,202,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Clark,44,203,,,,,,23,1,4,0,,,,4,,,,,4,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Clearwater,704,2852,,,,,,72,38,18,12,,,,8,,,,,97,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Custer,427,1777,,,,,,82,30,12,9,,,,9,,,,,67,,,1,0,0,0,0,0,0,,
Idaho,2016,President,Elmore,1814,5816,,,,,,376,77,50,21,,,,33,,,,,332,,,3,0,0,0,0,0,0,,
Idaho,2016,President,Franklin,385,3901,,,,,,912,30,112,4,,,,38,,,,,117,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Fremont,651,4090,,,,,,751,20,36,8,,,,30,,,,,127,,,0,0,1,1,0,0,0,,
Idaho,2016,President,Gem,1229,5980,,,,,,357,57,41,17,,,,30,,,,,241,,,0,0,0,2,0,0,0,,
Idaho,2016,President,Gooding,930,3743,,,,,,293,30,42,16,,,,27,,,,,110,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Idaho,1196,6441,,,,,,165,52,57,14,,,,47,,,,,254,,,5,0,0,0,2,0,0,,
Idaho,2016,President,Jefferson,976,8436,,,,,,1560,55,101,19,,,,50,,,,,274,,,0,0,3,1,0,0,0,,
Idaho,2016,President,Jerome,1329,4644,,,,,,419,52,46,16,,,,27,,,,,218,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Kootenai,16264,44449,,,,,,1557,744,372,86,,,,210,,,,,2604,,,17,5,0,1,0,1,0,,
Idaho,2016,President,Latah,8093,7265,,,,,,696,463,320,49,,,,73,,,,,1197,,,4,12,1,0,0,0,0,,
Idaho,2016,President,Lemhi,733,3011,,,,,,139,31,19,9,,,,16,,,,,138,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Lewis,270,1202,,,,,,17,13,18,2,,,,6,,,,,62,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Lincoln,360,1184,,,,,,102,18,18,6,,,,6,,,,,54,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Madison,1201,8941,,,,,,4669,69,136,16,,,,43,,,,,612,,,0,0,1,0,0,0,0,,
Idaho,2016,President,Minidoka,1167,4887,,,,,,463,41,47,32,,,,26,,,,,207,,,0,0,0,1,0,0,0,,
Idaho,2016,President,Nez Perce,4828,10699,,,,,,352,203,119,41,,,,74,,,,,879,,,3,1,0,2,0,0,0,,
Idaho,2016,President,Oneida,184,1531,,,,,,271,3,23,1,,,,18,,,,,37,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Owyhee,591,3052,,,,,,108,26,22,8,,,,9,,,,,108,,,0,0,1,0,0,0,0,,
Idaho,2016,President,Payette,1507,6489,,,,,,314,59,42,17,,,,29,,,,,247,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Power,699,1666,,,,,,233,26,19,11,,,,12,,,,,92,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Shoshone,1384,3297,,,,,,87,54,45,12,,,,22,,,,,219,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Teton,2159,2167,,,,,,327,99,27,7,,,,5,,,,,184,,,0,0,0,1,0,0,0,,
Idaho,2016,President,Twin Falls,6233,19828,,,,,,2065,326,142,83,,,,120,,,,,1076,,,0,0,1,0,0,0,0,,
Idaho,2016,President,Valley,1913,2906,,,,,,194,53,26,14,,,,13,,,,,230,,,0,0,0,0,0,0,0,,
Idaho,2016,President,Washington,776,3283,,,,,,175,26,25,9,,,,22,,,,,138,,,0,1,0,0,0,0,0,,
Idaho,1956,US Senate,Ada,18856,16009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806
Idaho,1956,US Senate,Adams,890,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Idaho,1956,US Senate,Bannock,10065,5228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3745
Idaho,1956,US Senate,Bear Lake,1934,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
Idaho,1956,US Senate,Benewah,1683,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Idaho,1956,US Senate,Bingham,4644,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
Idaho,1956,US Senate,Blaine,1346,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
Idaho,1956,US Senate,Boise,427,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
Idaho,1956,US Senate,Bonner,4178,2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
Idaho,1956,US Senate,Bonneville,9870,5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043
Idaho,1956,US Senate,Boundary,1446,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Idaho,1956,US Senate,Butte,924,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Idaho,1956,US Senate,Camas,389,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Idaho,1956,US Senate,Canyon,12287,9529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493
Idaho,1956,US Senate,Caribou,1542,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
Idaho,1956,US Senate,Cassia,2889,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214
Idaho,1956,US Senate,Clark,202,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Idaho,1956,US Senate,Clearwater,2507,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133
Idaho,1956,US Senate,Custer,825,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
Idaho,1956,US Senate,Elmore,2380,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218
Idaho,1956,US Senate,Franklin,1939,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Idaho,1956,US Senate,Fremont,2285,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109
Idaho,1956,US Senate,Gem,2423,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142
Idaho,1956,US Senate,Gooding,2290,2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153
Idaho,1956,US Senate,Idaho,3265,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311
Idaho,1956,US Senate,Jefferson,2706,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194
Idaho,1956,US Senate,Jerome,2192,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192
Idaho,1956,US Senate,Kootenai,7528,5053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467
Idaho,1956,US Senate,Latah,4910,3258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199
Idaho,1956,US Senate,Lemhi,1416,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
Idaho,1956,US Senate,Lewis,1556,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
Idaho,1956,US Senate,Lincoln,890,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
Idaho,1956,US Senate,Madison,2345,1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
Idaho,1956,US Senate,Minidoka,2590,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178
Idaho,1956,US Senate,Nez Perce,8058,3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
Idaho,1956,US Senate,Oneida,1032,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Idaho,1956,US Senate,Owyhee,1255,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
Idaho,1956,US Senate,Payette,2821,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
Idaho,1956,US Senate,Power,894,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136
Idaho,1956,US Senate,Shoshone,5287,3083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331
Idaho,1956,US Senate,Teton,783,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Idaho,1956,US Senate,Twin Falls,8090,8197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733
Idaho,1956,US Senate,Valley,847,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
Idaho,1956,US Senate,Washington,2410,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Idaho,1968,US Senate,Ada,26155,21116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Adams,958,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Bannock,14567,6626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Bear Lake,1824,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Benewah,1922,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Bingham,6401,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Blaine,1612,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Boise,518,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Bonner,4776,2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Bonneville,10709,10209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Boundary,1493,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Butte,897,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
