State,Year,Office,County,D#,R#,Pop.#,Proh.#,S#,SW#,Comm.#,I1#,I2#,I3#,I4#,Prog.#,Liberty#,U#,C#,PF#,Ref.#,NL#,G#,L#,NA#,Labor#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,Am.#,W/I#
Idaho,1968,US Senate,Camas,242,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Canyon,12853,10577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Caribou,1584,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Cassia,3245,3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Clark,203,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Clearwater,2761,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Custer,926,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Elmore,2467,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Franklin,1624,2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Fremont,1989,1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Gem,2312,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Gooding,2475,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Idaho,3253,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Jefferson,2211,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Jerome,2277,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Kootenai,9772,4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Latah,6975,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Lemhi,1237,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Lewis,1410,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Lincoln,832,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Madison,2156,2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Minidoka,3284,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Nez Perce,9791,2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Oneida,866,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Owyhee,1236,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Payette,2765,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Power,1229,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Shoshone,5425,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Teton,644,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Twin Falls,10096,8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Valley,1302,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1968,US Senate,Washington,2209,1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1974,US Senate,Ada,26439,20357,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,
Idaho,1974,US Senate,Adams,613,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
Idaho,1974,US Senate,Bannock,12111,5869,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,
Idaho,1974,US Senate,Bear Lake,1395,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,
Idaho,1974,US Senate,Benewah,1511,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,
Idaho,1974,US Senate,Bingham,5484,3398,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,
Idaho,1974,US Senate,Blaine,1615,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,
Idaho,1974,US Senate,Boise,721,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,
Idaho,1974,US Senate,Bonner,4350,2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,
Idaho,1974,US Senate,Bonneville,9215,7539,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,
Idaho,1974,US Senate,Boundary,1302,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
Idaho,1974,US Senate,Butte,703,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,
Idaho,1974,US Senate,Camas,227,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Idaho,1974,US Senate,Canyon,10428,11614,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,
Idaho,1974,US Senate,Caribou,1205,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,
Idaho,1974,US Senate,Cassia,2212,2893,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,
Idaho,1974,US Senate,Clark,183,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,
Idaho,1974,US Senate,Clearwater,2039,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,
Idaho,1974,US Senate,Custer,428,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,
Idaho,1974,US Senate,Elmore,2311,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,
Idaho,1974,US Senate,Franklin,1441,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
Idaho,1974,US Senate,Fremont,1832,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,
Idaho,1974,US Senate,Gem,2046,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,
Idaho,1974,US Senate,Gooding,1803,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,
Idaho,1974,US Senate,Idaho,2276,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,
Idaho,1974,US Senate,Jefferson,1901,2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,
Idaho,1974,US Senate,Jerome,1693,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,
Idaho,1974,US Senate,Kootenai,7952,4741,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,
Idaho,1974,US Senate,Latah,6438,2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,
Idaho,1974,US Senate,Lemhi,905,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,
Idaho,1974,US Senate,Lewis,914,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,
Idaho,1974,US Senate,Lincoln,628,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,
Idaho,1974,US Senate,Madison,2463,2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,
Idaho,1974,US Senate,Minidoka,2392,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,
Idaho,1974,US Senate,Nez Perce,6928,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,
Idaho,1974,US Senate,Oneida,734,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,
Idaho,1974,US Senate,Owyhee,994,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
Idaho,1974,US Senate,Payette,2114,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,
Idaho,1974,US Senate,Power,1271,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,
Idaho,1974,US Senate,Shoshone,3662,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,
Idaho,1974,US Senate,Teton,622,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,
Idaho,1974,US Senate,Twin Falls,6778,7794,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,
Idaho,1974,US Senate,Valley,1053,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,
Idaho,1974,US Senate,Washington,1807,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,
Idaho,1980,US Senate,Ada,42928,42977,,,,,,,,,,,,,,,,,,1406,,,,,,,,,,,
Idaho,1980,US Senate,Adams,769,1115,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
Idaho,1980,US Senate,Bannock,17661,11651,,,,,,,,,,,,,,,,,,821,,,,,,,,,,,
Idaho,1980,US Senate,Bear Lake,1033,2479,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
Idaho,1980,US Senate,Benewah,2083,1697,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,
Idaho,1980,US Senate,Bingham,7584,7780,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,
Idaho,1980,US Senate,Blaine,3827,1651,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,
Idaho,1980,US Senate,Boise,923,885,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,
Idaho,1980,US Senate,Bonner,6955,4751,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,
Idaho,1980,US Senate,Bonneville,14271,17391,,,,,,,,,,,,,,,,,,535,,,,,,,,,,,
Idaho,1980,US Senate,Boundary,1862,1625,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,
Idaho,1980,US Senate,Butte,893,847,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,
Idaho,1980,US Senate,Camas,231,290,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
Idaho,1980,US Senate,Canyon,15069,20842,,,,,,,,,,,,,,,,,,489,,,,,,,,,,,
Idaho,1980,US Senate,Caribou,1054,2735,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,
Idaho,1980,US Senate,Cassia,3213,4988,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,
Idaho,1980,US Senate,Clark,196,282,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Idaho,1980,US Senate,Clearwater,2637,1685,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,
Idaho,1980,US Senate,Custer,660,1204,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,
Idaho,1980,US Senate,Elmore,3259,2765,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,
Idaho,1980,US Senate,Franklin,1026,3260,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,
Idaho,1980,US Senate,Fremont,2145,3029,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
Idaho,1980,US Senate,Gem,2845,2846,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,
Idaho,1980,US Senate,Gooding,2840,2711,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,
Idaho,1980,US Senate,Idaho,2961,3993,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,
Idaho,1980,US Senate,Jefferson,2149,4689,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,
Idaho,1980,US Senate,Jerome,2869,3633,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,
Idaho,1980,US Senate,Kootenai,13403,13219,,,,,,,,,,,,,,,,,,465,,,,,,,,,,,
Idaho,1980,US Senate,Latah,10214,4680,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,
Idaho,1980,US Senate,Lemhi,1248,2341,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,
Idaho,1980,US Senate,Lewis,1188,826,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,
Idaho,1980,US Senate,Lincoln,1004,826,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,
Idaho,1980,US Senate,Madison,2561,4811,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,
Idaho,1980,US Senate,Minidoka,4029,4062,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,
Idaho,1980,US Senate,Nez Perce,10466,5215,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,
Idaho,1980,US Senate,Oneida,780,1104,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,
Idaho,1980,US Senate,Owyhee,1157,1941,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,
Idaho,1980,US Senate,Payette,3106,3591,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
Idaho,1980,US Senate,Power,1711,1315,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,
Idaho,1980,US Senate,Shoshone,4692,2993,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,
Idaho,1980,US Senate,Teton,762,888,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,
Idaho,1980,US Senate,Twin Falls,10437,13104,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,
Idaho,1980,US Senate,Valley,1444,1772,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,
Idaho,1980,US Senate,Washington,2294,2212,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,
Idaho,1986,US Senate,Ada,38689,41346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Adams,764,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Bannock,16718,11053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Bear Lake,993,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Benewah,1636,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Bingham,6599,7939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Blaine,2823,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Boise,754,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Bonner,5721,3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Bonneville,10717,17255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Boundary,1470,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Butte,780,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Camas,177,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Canyon,13435,18302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Caribou,1157,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Cassia,2799,4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Clark,129,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Clearwater,2299,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Custer,643,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Elmore,2582,2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Franklin,1041,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Fremont,1524,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Gem,2843,2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Gooding,2295,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Idaho,2590,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Jefferson,1910,4360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Jerome,2590,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Kootenai,12382,10707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Latah,7180,4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Lemhi,955,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Lewis,945,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Lincoln,744,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Madison,1628,4778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Minidoka,3448,3654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Nez Perce,9619,4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Oneida,952,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Owyhee,938,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Payette,2445,3194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Power,1554,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Shoshone,3870,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Teton,561,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Twin Falls,9130,10902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Valley,1302,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1986,US Senate,Washington,1735,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Ada,27882,44954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Adams,389,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Bannock,10301,10465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Bear Lake,613,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Benewah,1072,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Bingham,3995,7392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Blaine,2758,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Boise,417,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Bonner,4091,4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Bonneville,8515,14748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Boundary,971,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Butte,410,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Camas,122,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Canyon,7668,17582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Caribou,731,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Cassia,1427,3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Clark,100,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Clearwater,1373,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Custer,443,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Elmore,1635,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Franklin,713,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Fremont,994,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Gem,1556,2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Gooding,1383,2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Idaho,1786,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Jefferson,1296,3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Jerome,1460,2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Kootenai,9166,11607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Latah,5026,4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Lemhi,820,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Lewis,550,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Lincoln,438,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Madison,1072,4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Minidoka,1791,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Nez Perce,5638,5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Oneida,444,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Owyhee,484,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Payette,1365,3249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Power,744,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Shoshone,2540,2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Teton,416,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Twin Falls,5890,9529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Valley,923,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1990,US Senate,Washington,887,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Ada,42875,67517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Adams,636,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Bannock,17953,14465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Bear Lake,862,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Benewah,1762,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Bingham,7652,8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Blaine,4309,3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Boise,820,1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Bonner,6741,6541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Bonneville,14633,20767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Boundary,1600,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Butte,793,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Camas,232,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Canyon,11819,26168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Caribou,1265,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Cassia,3715,3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Clark,162,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Clearwater,1973,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Custer,843,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Elmore,2474,3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Franklin,1433,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Fremont,2041,2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Gem,2216,3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Gooding,2628,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Idaho,2529,3975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Jefferson,2672,4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Jerome,3199,3297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Kootenai,15202,20403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Latah,8317,7905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Lemhi,1272,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Lewis,860,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Lincoln,984,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Madison,3281,4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Minidoka,4125,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Nez Perce,9049,7851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Oneida,899,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Owyhee,977,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Payette,2245,4506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Power,1600,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Shoshone,4135,2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Teton,989,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Twin Falls,11251,11708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Valley,1501,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1992,US Senate,Washington,1512,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,1996,US Senate,Ada,54748,61244,,,,,,1710,,,,,,,,,,1201,,,,,,,,,,,,,
Idaho,1996,US Senate,Adams,565,1340,,,,,,34,,,,,,,,,,7,,,,,,,,,,,,,
Idaho,1996,US Senate,Bannock,14400,15862,,,,,,1127,,,,,,,,,,504,,,,,,,,,,,,,
Idaho,1996,US Senate,Bear Lake,798,1843,,,,,,69,,,,,,,,,,27,,,,,,,,,,,,,
Idaho,1996,US Senate,Benewah,1641,2093,,,,,,73,,,,,,,,,,32,,,,,,,,,,,,,
Idaho,1996,US Senate,Bingham,4945,9437,,,,,,492,,,,,,,,,,225,,,,,,,,,,,,,
Idaho,1996,US Senate,Blaine,5266,2796,,,,,,116,,,,,,,,,,83,,,,,,,,,,,,,
Idaho,1996,US Senate,Boise,1072,1781,,,,,,58,,,,,,,,,,48,,,,,,,,,,,,,
Idaho,1996,US Senate,Bonner,6841,7405,,,,,,307,,,,,,,,,,152,,,,,,,,,,,,,
