State,Office,Year,County,D#,R#,I1#,I2#,I3#,I4#,I5#,I6#,Prog.#,Proh.#,S#,SW#,Comm.#,CPL#,Pacif.#,CoP#,NU#,FL#,Lib.#,CW#,PCR#,N#,KCE#,C#,G#,NL#,Ref.#,I Ref.#,PI#,L#,US#,NS#,LRU#,Approv.#,Unity#,W/I1#,W/I2#,W/I3#,W/I4#,Labor#,SL#,RW#,CL#,OAP#,Pop.#,NH#,T#,Newtist#,TP#,Others,NP1#,NP2#,NP3#,NP4#,NP5#,NP6#,PL#,Lib#,W#,PL#.1,CI#,S&L#,IA#,All.#,Solid.#,SE#
Colorado,Treasurer,1990,Mesa,16785,14032,,,,,,,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Mineral,238,178,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Moffat,1419,1681,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Montezuma,2570,2315,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Montrose,4276,3804,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Morgan,3089,3218,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Otero,3097,2600,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Ouray,492,671,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Park,1229,1146,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Phillips,955,988,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Pitkin,2100,1460,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Prowers,1901,1916,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Pueblo,28888,13049,,,,,,,,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Rio Blanco,878,1134,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Rio Grande,1746,1949,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Routt,2552,2151,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Saguache,1031,742,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,San Juan,186,153,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,San Miguel,877,518,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Sedgwick,587,670,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Summit,2123,1799,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Teller,1801,2559,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Washington,883,1204,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Weld,19114,16866,,,,,,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1990,Yuma,1792,1948,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Adams,28324,36232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Alamosa,1506,2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Arapahoe,38952,79317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Archuleta,512,1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Baca,828,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Bent,995,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Boulder,39916,48259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Chaffee,1863,3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Cheyenne,328,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Clear Creek,1136,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Conejos,1282,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Costilla,929,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Crowley,478,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Custer,299,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Delta,2991,5971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Denver,69261,67851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Dolores,204,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Douglas,7875,23122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Eagle,2383,4343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Elbert,1224,3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,El Paso,35791,84612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Fremont,3747,7957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Garfield,3935,6861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Gilpin,469,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Grand,1205,2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Gunnison,1566,2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Hinsdale,127,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Huerfano,1322,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Jackson,158,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Jefferson,53866,102391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Kiowa,347,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Kit Carson,894,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Lake,898,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,La Plata,4393,7944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Larimer,24219,46407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Las Animas,2869,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Lincoln,597,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Logan,2518,4591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Mesa,13242,23006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Mineral,140,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Moffat,1241,2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Montezuma,1858,4506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Montrose,3095,6681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Morgan,2459,4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Otero,2406,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Ouray,386,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Park,1126,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Phillips,593,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Pitkin,2098,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Prowers,1704,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Pueblo,18665,22079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Rio Blanco,559,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Rio Grande,1297,2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Routt,2092,3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Saguache,905,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,San Juan,96,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,San Miguel,791,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Sedgwick,410,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Summit,1963,3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Teller,1530,3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Washington,527,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Weld,14397,25471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Attorney General,1994,Yuma,1339,2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Adams,27293,32990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4869,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Alamosa,1750,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Arapahoe,36828,74838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5190,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Archuleta,509,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Baca,764,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Bent,1040,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Boulder,39792,43296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4357,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Chaffee,1873,3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Cheyenne,295,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Clear Creek,1106,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Conejos,1267,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Costilla,957,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Crowley,451,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Custer,385,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Delta,2583,5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,578,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Denver,62953,64566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,6953,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Dolores,243,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Douglas,7503,21312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1622,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Eagle,2406,3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,429,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Elbert,1142,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,354,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,El Paso,32602,76312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,10679,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Fremont,3876,6665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,938,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Garfield,3646,6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,718,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Gilpin,475,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Grand,1141,2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,273,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Gunnison,1659,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Hinsdale,124,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Huerfano,1340,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Jackson,203,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Jefferson,51180,90107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9204,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Kiowa,317,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Kit Carson,810,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Lake,939,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,La Plata,3941,7673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,706,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Larimer,24506,40549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,4469,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Las Animas,2805,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,374,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Lincoln,601,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Logan,2267,4169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,495,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Mesa,9878,23827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2286,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Mineral,178,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Moffat,1214,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Montezuma,2014,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Montrose,2842,6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,621,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Morgan,2239,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,481,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Otero,2302,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,431,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Ouray,364,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Park,1028,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Phillips,579,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Pitkin,2204,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Prowers,1469,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Pueblo,19130,18562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2481,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Rio Blanco,512,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Rio Grande,1308,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Routt,2242,3274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Saguache,889,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,San Juan,97,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,San Miguel,936,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Sedgwick,404,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Summit,2019,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Teller,1346,3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Washington,474,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Weld,13550,23058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2721,,,,,,,,,,,,,,,,,,,
Colorado,Secretary of State,1994,Yuma,1190,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,
Colorado,Treasurer,1994,Adams,29980,34042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
