State,Year,Office,County,D#,R#,GB#,ND#,SD#,Proh.#,Comm.#,SW#,SL#,S&L#,Labor#,Workers#,IG#,FP#,RTL#,Cit.#,S#,UL1#,UL2#,FL#,IL#,Pop.#,Prog.#,AL#,Courage#,C#,IND#,I#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,CON#,Builders#,SE#,IProg.#,WW#,Ind. Fus.#,M#,Anti-Proh.#,TR#,RTH#,PF#,CS#,W/I#,Sapient#,Freedom#,Anti-Proh#,Ind. Soc.#,Liberal#,Ind.#,SAM#,Unity#,Year / Office
New York,1976,President,Yates,2903,5796,,,,,7,4,,,7,,,,,,,,,,,,,,,,,,,,,25,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Albany,74429,52354,,,,,56,51,,,,16,,,642,502,,,,,,,,,,,,14563,,,,1723,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Allegany,5879,10423,,,,,11,3,,,,5,,,44,25,,,,,,,,,,,,973,,,,275,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Bronx,181090,86843,,,,,669,204,,,,84,,,995,685,,,,,,,,,,,,11286,,,,991,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Broome,37013,39275,,,,,51,24,,,,13,,,323,206,,,,,,,,,,,,11388,,,,969,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Cattaraugus,12917,17222,,,,,31,5,,,,6,,,149,42,,,,,,,,,,,,1848,,,,477,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Cayuga,11708,17945,,,,,22,3,,,,3,,,111,47,,,,,,,,,,,,2539,,,,360,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Chautauqua,22871,30081,,,,,33,7,,,,8,,,142,72,,,,,,,,,,,,4699,,,,815,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Chemung,14565,19674,,,,,12,6,,,,1,,,121,38,,,,,,,,,,,,2465,,,,327,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Chenango,6917,10400,,,,,9,2,,,,1,,,57,37,,,,,,,,,,,,1908,,,,261,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Clinton,11498,13120,,,,,4,6,,,,5,,,95,60,,,,,,,,,,,,1904,,,,193,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Columbia,9500,13946,,,,,16,12,,,,7,,,125,86,,,,,,,,,,,,2204,,,,378,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Cortland,6176,9885,,,,,10,5,,,,4,,,49,55,,,,,,,,,,,,1603,,,,249,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Delaware,6333,10609,,,,,10,5,,,,3,,,35,52,,,,,,,,,,,,1865,,,,252,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Dutchess,28616,53616,,,,,64,25,,,,27,,,388,275,,,,,,,,,,,,8824,,,,1129,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Erie,215283,169209,,,,,206,71,,,,123,,,1381,767,,,,,,,,,,,,29580,,,,3853,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Essex,6443,9025,,,,,8,6,,,,3,,,45,31,,,,,,,,,,,,1213,,,,204,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Franklin,7281,7620,,,,,5,1,,,,5,,,80,30,,,,,,,,,,,,1182,,,,88,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Fulton,8105,11448,,,,,11,5,,,,2,,,72,30,,,,,,,,,,,,1566,,,,280,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Genesee,10677,11650,,,,,14,6,,,,2,,,97,29,,,,,,,,,,,,1651,,,,346,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Greene,6488,11286,,,,,14,2,,,,5,,,115,29,,,,,,,,,,,,1338,,,,220,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Hamilton,925,2038,,,,,1,1,,,,1,,,16,20,,,,,,,,,,,,176,,,,52,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Herkimer,11497,14105,,,,,8,4,,,,6,,,73,40,,,,,,,,,,,,1830,,,,321,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Jefferson,13271,16455,,,,,7,4,,,,5,,,85,71,,,,,,,,,,,,2834,,,,387,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Kings,288893,200306,,,,,1222,279,,,,131,,,1615,2266,,,,,,,,,,,,24341,,,,2039,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Lewis,3973,4937,,,,,7,0,,,,2,,,32,4,,,,,,,,,,,,716,,,,150,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Livingston,9030,11193,,,,,11,6,,,,4,,,63,47,,,,,,,,,,,,1694,,,,400,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Madison,7843,13369,,,,,18,5,,,,3,,,77,53,,,,,,,,,,,,2122,,,,444,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Monroe,142423,128615,,,,,155,43,,,,100,,,980,846,,,,,,,,,,,,29118,,,,4335,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Montgomery,9645,11917,,,,,12,8,,,,4,,,72,38,,,,,,,,,,,,2080,,,,309,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Nassau,207602,333567,,,,,372,106,,,,100,,,3795,2257,,,,,,,,,,,,44758,,,,3463,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,New York,275742,115911,,,,,1997,451,,,,259,,,862,5361,,,,,,,,,,,,38597,,,,2718,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Niagara,40405,38760,,,,,20,7,,,,9,,,285,72,,,,,,,,,,,,6014,,,,816,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Oneida,44292,51968,,,,,45,14,,,,24,,,308,98,,,,,,,,,,,,6929,,,,1107,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Onondaga,73453,97887,,,,,86,48,,,,24,,,695,352,,,,,,,,,,,,18805,,,,1908,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Ontario,14477,17036,,,,,18,3,,,,10,,,133,66,,,,,,,,,,,,3147,,,,606,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Orange,30022,51268,,,,,56,12,,,,20,,,302,151,,,,,,,,,,,,7656,,,,948,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Orleans,5767,7536,,,,,10,4,,,,4,,,41,20,,,,,,,,,,,,977,,,,252,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Oswego,15343,22816,,,,,36,6,,,,8,,,118,65,,,,,,,,,,,,3333,,,,810,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Otsego,8795,11814,,,,,8,6,,,,4,,,47,51,,,,,,,,,,,,2874,,,,299,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Putnam,8691,20193,,,,,30,5,,,,4,,,146,112,,,,,,,,,,,,2340,,,,294,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Queens,269147,251333,,,,,945,258,,,,76,,,2227,1889,,,,,,,,,,,,32566,,,,2482,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Rensselaer,29880,32005,,,,,30,15,,,,13,,,270,130,,,,,,,,,,,,6443,,,,955,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Richmond,37306,64885,,,,,59,32,,,,6,,,518,225,,,,,,,,,,,,7055,,,,561,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Rockland,35277,59068,,,,,74,29,,,,11,,,484,427,,,,,,,,,,,,8709,,,,879,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Saint Lawrence,17006,18437,,,,,13,14,,,,11,,,164,115,,,,,,,,,,,,3544,,,,319,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Saratoga,23641,34184,,,,,37,8,,,,6,,,194,128,,,,,,,,,,,,6201,,,,957,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Schenectady,29932,32003,,,,,44,14,,,,12,,,206,202,,,,,,,,,,,,7146,,,,947,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Schoharie,4715,6382,,,,,5,3,,,,5,,,30,17,,,,,,,,,,,,940,,,,165,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Schuyler,2514,3838,,,,,7,0,,,,1,,,14,26,,,,,,,,,,,,476,,,,79,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Seneca,5010,7174,,,,,4,0,,,,6,,,53,34,,,,,,,,,,,,1205,,,,199,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Steuben,12826,22418,,,,,23,3,,,,1,,,121,54,,,,,,,,,,,,2257,,,,467,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Suffolk,149945,256294,,,,,237,106,,,,97,,,2827,1676,,,,,,,,,,,,34743,,,,3598,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Sullivan,9553,15089,,,,,31,17,,,,12,,,104,19,,,,,,,,,,,,2095,,,,297,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Tioga,6690,10291,,,,,15,1,,,,5,,,52,33,,,,,,,,,,,,1851,,,,261,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Tompkins,11970,12448,,,,,33,10,,,,6,,,49,764,,,,,,,,,,,,4081,,,,305,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Ulster,22179,36709,,,,,93,19,,,,17,,,184,640,,,,,,,,,,,,5995,,,,868,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Warren,6971,13264,,,,,10,0,,,,1,,,59,35,,,,,,,,,,,,1766,,,,266,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Washington,7144,12835,,,,,9,0,,,,3,,,48,29,,,,,,,,,,,,1501,,,,337,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Wayne,12590,16498,,,,,8,3,,,,11,,,85,55,,,,,,,,,,,,2623,,,,628,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Westchester,130136,198552,,,,,354,71,,,,64,,,1587,1555,,,,,,,,,,,,30119,,,,2639,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Wyoming,5234,8108,,,,,5,2,,,,7,,,58,17,,,,,,,,,,,,855,,,,266,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1980,President,Yates,2828,4694,,,,,3,2,,,,0,,,14,28,,,,,,,,,,,,690,,,,125,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Albany,75447,74542,,,,,84,,,,,46,,,,,,,,,,,,,,,,,,,,391,57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Allegany,4720,14527,,,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,37,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Bronx,223112,109308,,,,,335,,,,,186,,,,,,,,,,,,,,,,,,,,347,379,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Broome,37658,58109,,,,,50,,,,,39,,,,,,,,,,,,,,,,,,,,182,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Cattaraugus,10194,24162,,,,,16,,,,,12,,,,,,,,,,,,,,,,,,,,62,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Cayuga,12207,21451,,,,,13,,,,,6,,,,,,,,,,,,,,,,,,,,91,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Chautauqua,22986,39597,,,,,20,,,,,19,,,,,,,,,,,,,,,,,,,,85,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Chemung,14638,24909,,,,,9,,,,,8,,,,,,,,,,,,,,,,,,,,77,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Chenango,6343,14254,,,,,2,,,,,6,,,,,,,,,,,,,,,,,,,,38,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Clinton,10804,19549,,,,,5,,,,,14,,,,,,,,,,,,,,,,,,,,59,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Columbia,8960,18814,,,,,16,,,,,12,,,,,,,,,,,,,,,,,,,,67,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Cortland,6438,13691,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,81,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Delaware,5745,14002,,,,,6,,,,,8,,,,,,,,,,,,,,,,,,,,59,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Dutchess,32867,70324,,,,,21,,,,,31,,,,,,,,,,,,,,,,,,,,268,48,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Erie,237631,222882,,,,,156,,,,,154,,,,,,,,,,,,,,,,,,,,709,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Essex,5119,12114,,,,,6,,,,,12,,,,,,,,,,,,,,,,,,,,60,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Franklin,6400,10617,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,30,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Fulton,7644,14887,,,,,9,,,,,15,,,,,,,,,,,,,,,,,,,,50,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Genesee,8549,16582,,,,,4,,,,,11,,,,,,,,,,,,,,,,,,,,56,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Greene,5858,14150,,,,,4,,,,,10,,,,,,,,,,,,,,,,,,,,39,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Hamilton,737,2637,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Herkimer,10346,18827,,,,,7,,,,,9,,,,,,,,,,,,,,,,,,,,57,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Jefferson,10960,23445,,,,,7,,,,,11,,,,,,,,,,,,,,,,,,,,45,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Kings,368518,230064,,,,,663,,,,,266,,,,,,,,,,,,,,,,,,,,744,505,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Lewis,2757,7069,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Livingston,7399,16389,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,80,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Madison,8291,17568,,,,,10,,,,,7,,,,,,,,,,,,,,,,,,,,71,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Monroe,132109,182696,,,,,110,,,,,98,,,,,,,,,,,,,,,,,,,,1057,94,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Montgomery,9044,14398,,,,,6,,,,,7,,,,,,,,,,,,,,,,,,,,52,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Nassau,240697,392017,,,,,239,,,,,111,,,,,,,,,,,,,,,,,,,,757,136,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,New York,379521,144281,,,,,940,,,,,295,,,,,,,,,,,,,,,,,,,,988,619,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Niagara,41368,51289,,,,,25,,,,,17,,,,,,,,,,,,,,,,,,,,133,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Oneida,42603,65377,,,,,32,,,,,34,,,,,,,,,,,,,,,,,,,,176,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Onondaga,81777,121857,,,,,56,,,,,55,,,,,,,,,,,,,,,,,,,,436,93,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Ontario,12844,24507,,,,,10,,,,,12,,,,,,,,,,,,,,,,,,,,97,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Orange,32663,69413,,,,,33,,,,,28,,,,,,,,,,,,,,,,,,,,225,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Orleans,4429,10543,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,32,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Oswego,14347,31481,,,,,7,,,,,12,,,,,,,,,,,,,,,,,,,,168,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Otsego,9582,16777,,,,,11,,,,,17,,,,,,,,,,,,,,,,,,,,107,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Putnam,9473,25707,,,,,16,,,,,9,,,,,,,,,,,,,,,,,,,,60,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Queens,328379,285477,,,,,497,,,,,218,,,,,,,,,,,,,,,,,,,,676,331,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Rensselaer,26755,43892,,,,,17,,,,,15,,,,,,,,,,,,,,,,,,,,152,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Richmond,44345,83187,,,,,44,,,,,31,,,,,,,,,,,,,,,,,,,,161,36,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Rockland,44687,70020,,,,,62,,,,,21,,,,,,,,,,,,,,,,,,,,161,38,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Saint Lawrence,15963,26062,,,,,17,,,,,16,,,,,,,,,,,,,,,,,,,,69,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Saratoga,22166,47394,,,,,14,,,,,18,,,,,,,,,,,,,,,,,,,,171,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Schenectady,30612,42808,,,,,32,,,,,16,,,,,,,,,,,,,,,,,,,,187,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Schoharie,3996,8692,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,73,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Schuyler,2422,5207,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,17,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Seneca,4825,9420,,,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,37,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Steuben,10471,28848,,,,,10,,,,,12,,,,,,,,,,,,,,,,,,,,64,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Suffolk,171295,335485,,,,,183,,,,,101,,,,,,,,,,,,,,,,,,,,759,145,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Sullivan,10475,18037,,,,,16,,,,,8,,,,,,,,,,,,,,,,,,,,44,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Tioga,5860,14856,,,,,10,,,,,8,,,,,,,,,,,,,,,,,,,,71,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Tompkins,19357,18255,,,,,24,,,,,12,,,,,,,,,,,,,,,,,,,,110,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Ulster,26445,47372,,,,,45,,,,,16,,,,,,,,,,,,,,,,,,,,182,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Warren,5886,17616,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,41,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Washington,5909,16580,,,,,13,,,,,6,,,,,,,,,,,,,,,,,,,,49,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Wayne,9700,24171,,,,,20,,,,,8,,,,,,,,,,,,,,,,,,,,146,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Westchester,160225,229005,,,,,245,,,,,91,,,,,,,,,,,,,,,,,,,,634,104,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Wyoming,4381,11199,,,,,9,,,,,4,,,,,,,,,,,,,,,,,,,,22,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1984,President,Yates,2670,6367,,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,19,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Albany,86564,59534,,,,,,79,,,,103,,,581,,,,,,,,,,,,,,,,,423,177,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Allegany,5614,11880,,,,,,13,,,,6,,,55,,,,,,,,,,,,,,,,,40,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Bronx,218245,76043,,,,,,266,,,,207,,,718,,,,,,,,,,,,,,,,,235,2367,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Broome,48130,47610,,,,,,31,,,,40,,,260,,,,,,,,,,,,,,,,,231,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Cattaraugus,12447,19691,,,,,,12,,,,46,,,146,,,,,,,,,,,,,,,,,72,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Cayuga,15044,16934,,,,,,15,,,,16,,,136,,,,,,,,,,,,,,,,,113,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Chautauqua,25814,31642,,,,,,27,,,,45,,,178,,,,,,,,,,,,,,,,,128,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Chemung,15966,20951,,,,,,12,,,,26,,,97,,,,,,,,,,,,,,,,,67,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Chenango,8021,11727,,,,,,12,,,,21,,,66,,,,,,,,,,,,,,,,,36,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Clinton,12670,15702,,,,,,11,,,,29,,,73,,,,,,,,,,,,,,,,,62,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Columbia,11585,15111,,,,,,12,,,,22,,,89,,,,,,,,,,,,,,,,,86,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Cortland,7673,10934,,,,,,14,,,,14,,,54,,,,,,,,,,,,,,,,,60,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Delaware,7463,11391,,,,,,10,,,,21,,,59,,,,,,,,,,,,,,,,,47,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Dutchess,38968,62165,,,,,,45,,,,61,,,332,,,,,,,,,,,,,,,,,255,133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Erie,238779,188796,,,,,,184,,,,280,,,1673,,,,,,,,,,,,,,,,,535,545,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Essex,6623,10350,,,,,,10,,,,30,,,54,,,,,,,,,,,,,,,,,36,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Franklin,7928,9135,,,,,,11,,,,13,,,66,,,,,,,,,,,,,,,,,30,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Fulton,9012,11757,,,,,,14,,,,21,,,60,,,,,,,,,,,,,,,,,47,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Genesee,9945,14182,,,,,,8,,,,19,,,98,,,,,,,,,,,,,,,,,59,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Greene,7265,11874,,,,,,5,,,,25,,,76,,,,,,,,,,,,,,,,,59,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Hamilton,976,2320,,,,,,1,,,,2,,,9,,,,,,,,,,,,,,,,,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Herkimer,12694,15104,,,,,,6,,,,31,,,88,,,,,,,,,,,,,,,,,83,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Jefferson,14137,19304,,,,,,7,,,,27,,,85,,,,,,,,,,,,,,,,,41,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Kings,363916,178961,,,,,,480,,,,334,,,1557,,,,,,,,,,,,,,,,,482,3289,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Lewis,4252,5787,,,,,,8,,,,10,,,34,,,,,,,,,,,,,,,,,36,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Livingston,9506,14004,,,,,,4,,,,17,,,50,,,,,,,,,,,,,,,,,97,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
