State,Year,Office,County,D#,R#,GB#,ND#,SD#,Proh.#,Comm.#,SW#,SL#,S&L#,Labor#,Workers#,IG#,FP#,RTL#,Cit.#,S#,UL1#,UL2#,FL#,IL#,Pop.#,Prog.#,AL#,Courage#,C#,IND#,I#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,CON#,Builders#,SE#,IProg.#,WW#,Ind. Fus.#,M#,Anti-Proh.#,TR#,RTH#,PF#,CS#,W/I#,Sapient#,Freedom#,Anti-Proh#,Ind. Soc.#,Liberal#,Ind.#,SAM#,Unity#,Year / Office
New York,1988,President,Madison,10665,14902,,,,,,5,,,,25,,,83,,,,,,,,,,,,,,,,,57,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Monroe,153650,155271,,,,,,83,,,,158,,,760,,,,,,,,,,,,,,,,,1173,371,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Montgomery,11371,11128,,,,,,15,,,,23,,,95,,,,,,,,,,,,,,,,,42,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Nassau,250130,337430,,,,,,161,,,,331,,,2703,,,,,,,,,,,,,,,,,873,790,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,New York,385675,115927,,,,,,475,,,,301,,,678,,,,,,,,,,,,,,,,,872,2623,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Niagara,43801,42537,,,,,,24,,,,47,,,286,,,,,,,,,,,,,,,,,112,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Oneida,47665,55039,,,,,,40,,,,81,,,351,,,,,,,,,,,,,,,,,206,79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Onondaga,94751,104080,,,,,,71,,,,151,,,687,,,,,,,,,,,,,,,,,470,265,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Ontario,17341,21780,,,,,,6,,,,27,,,115,,,,,,,,,,,,,,,,,139,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Orange,38465,65446,,,,,,42,,,,69,,,432,,,,,,,,,,,,,,,,,222,134,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Orleans,5913,9028,,,,,,7,,,,12,,,41,,,,,,,,,,,,,,,,,43,9,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Oswego,18430,25362,,,,,,20,,,,58,,,121,,,,,,,,,,,,,,,,,172,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Otsego,11069,13021,,,,,,18,,,,27,,,58,,,,,,,,,,,,,,,,,110,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Putnam,12158,24086,,,,,,11,,,,23,,,136,,,,,,,,,,,,,,,,,73,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Queens,325147,217049,,,,,,368,,,,273,,,1355,,,,,,,,,,,,,,,,,475,2062,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Rensselaer,33066,35412,,,,,,35,,,,63,,,320,,,,,,,,,,,,,,,,,219,82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Richmond,47812,77427,,,,,,72,,,,50,,,332,,,,,,,,,,,,,,,,,121,161,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Rockland,47634,63825,,,,,,39,,,,57,,,427,,,,,,,,,,,,,,,,,180,139,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Saint Lawrence,18921,20290,,,,,,27,,,,39,,,123,,,,,,,,,,,,,,,,,63,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Saratoga,31684,43498,,,,,,22,,,,72,,,241,,,,,,,,,,,,,,,,,229,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Schenectady,36483,33364,,,,,,27,,,,48,,,191,,,,,,,,,,,,,,,,,198,75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Schoharie,5389,7008,,,,,,11,,,,13,,,53,,,,,,,,,,,,,,,,,54,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Schuyler,2900,4291,,,,,,2,,,,7,,,20,,,,,,,,,,,,,,,,,19,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Seneca,6215,7221,,,,,,4,,,,15,,,64,,,,,,,,,,,,,,,,,41,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Steuben,12824,25359,,,,,,10,,,,28,,,126,,,,,,,,,,,,,,,,,87,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Suffolk,199215,311242,,,,,,163,,,,238,,,1865,,,,,,,,,,,,,,,,,972,655,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Sullivan,11635,15713,,,,,,14,,,,20,,,102,,,,,,,,,,,,,,,,,42,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Tioga,8102,12670,,,,,,9,,,,20,,,59,,,,,,,,,,,,,,,,,61,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Tompkins,21455,14932,,,,,,16,,,,23,,,58,,,,,,,,,,,,,,,,,136,79,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Ulster,30744,41173,,,,,,35,,,,85,,,251,,,,,,,,,,,,,,,,,202,67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Warren,8580,15860,,,,,,12,,,,25,,,55,,,,,,,,,,,,,,,,,68,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Washington,8201,14103,,,,,,20,,,,24,,,79,,,,,,,,,,,,,,,,,63,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Wayne,12959,20613,,,,,,14,,,,20,,,90,,,,,,,,,,,,,,,,,182,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Westchester,169860,197956,,,,,,100,,,,234,,,1308,,,,,,,,,,,,,,,,,701,849,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Wyoming,5228,9451,,,,,,8,,,,22,,,96,,,,,,,,,,,,,,,,,44,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1988,President,Yates,3507,5488,,,,,,4,,,,4,,,42,,,,,,,,,,,,,,,,,20,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Albany,80641,49452,,,,,,511,,,,,,,,,,,,,,,,,,,,24064,,100,,388,201,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Allegany,4848,8976,,,,,,117,,,,,,,,,,,,,,,,,,,,4703,,12,,43,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Bronx,225038,63310,,,,,,206,,,,,,,,,,,,,,,,,,,,15115,,144,,349,1298,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Broome,43444,34653,,,,,,170,,,,,,,,,,,,,,,,,,,,21280,,81,,163,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Cattaraugus,10150,13944,,,,,,185,,,,,,,,,,,,,,,,,,,,10662,,27,,77,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Cayuga,13088,12065,,,,,,112,,,,,,,,,,,,,,,,,,,,10279,,19,,71,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Chautauqua,22645,21222,,,,,,245,,,,,,,,,,,,,,,,,,,,18455,,33,,126,59,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Chemung,15099,16088,,,,,,240,,,,,,,,,,,,,,,,,,,,7493,,15,,84,116,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Chenango,8017,8114,,,,,,95,,,,,,,,,,,,,,,,,,,,5356,,25,,42,138,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Clinton,12881,13455,,,,,,156,,,,,,,,,,,,,,,,,,,,5389,,23,,58,25,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Columbia,11368,11568,,,,,,179,,,,,,,,,,,,,,,,,,,,5829,,22,,70,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Cortland,7815,7782,,,,,,79,,,,,,,,,,,,,,,,,,,,5098,,19,,52,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Delaware,7152,8829,,,,,,84,,,,,,,,,,,,,,,,,,,,4404,,12,,37,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Dutchess,41655,46709,,,,,,161,,,,,,,,,,,,,,,,,,,,26320,,136,,262,85,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Erie,196233,129444,,,,,,865,,,,,,,,,,,,,,,,,,,,123358,,229,,827,540,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Essex,6717,8278,,,,,,63,,,,,,,,,,,,,,,,,,,,3784,,19,,53,59,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Franklin,7654,6635,,,,,,78,,,,,,,,,,,,,,,,,,,,3857,,9,,119,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Fulton,8400,9137,,,,,,122,,,,,,,,,,,,,,,,,,,,5120,,18,,45,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Genesee,8071,11663,,,,,,211,,,,,,,,,,,,,,,,,,,,6192,,14,,49,22,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Greene,6924,9390,,,,,,117,,,,,,,,,,,,,,,,,,,,4689,,12,,47,11,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Hamilton,963,2038,,,,,,9,,,,,,,,,,,,,,,,,,,,793,,3,,9,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Herkimer,10880,12052,,,,,,50,,,,,,,,,,,,,,,,,,,,6866,,14,,55,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Jefferson,13380,14227,,,,,,262,,,,,,,,,,,,,,,,,,,,9461,,30,,58,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Kings,411183,133344,,,,,,408,,,,,,,,,,,,,,,,,,,,33014,,217,,967,2461,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Lewis,3676,4101,,,,,,34,,,,,,,,,,,,,,,,,,,,3164,,10,,26,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Livingston,8648,12122,,,,,,166,,,,,,,,,,,,,,,,,,,,5775,,24,,62,16,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Madison,10099,11293,,,,,,153,,,,,,,,,,,,,,,,,,,,7391,,15,,66,16,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Monroe,141502,134021,,,,,,490,,,,,,,,,,,,,,,,,,,,63229,,186,,721,220,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Montgomery,9509,8802,,,,,,45,,,,,,,,,,,,,,,,,,,,5020,,18,,36,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Nassau,282593,246881,,,,,,1048,,,,,,,,,,,,,,,,,,,,77097,,341,,927,439,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,New York,416142,84501,,,,,,466,,,,,,,,,,,,,,,,,,,,27689,,217,,1358,1380,353,0,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Niagara,35649,30401,,,,,,170,,,,,,,,,,,,,,,,,,,,30126,,54,,124,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Oneida,40966,43806,,,,,,429,,,,,,,,,,,,,,,,,,,,22717,,88,,203,133,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Onondaga,90645,77642,,,,,,748,,,,,,,,,,,,,,,,,,,,45175,,110,,423,143,5,10,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Ontario,16064,18995,,,,,,106,,,,,,,,,,,,,,,,,,,,9571,,31,,89,33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Orange,45946,53493,,,,,,179,,,,,,,,,,,,,,,,,,,,22499,,99,,205,99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Orleans,4927,7468,,,,,,42,,,,,,,,,,,,,,,,,,,,4275,,10,,23,4,0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Oswego,16990,18530,,,,,,339,,,,,,,,,,,,,,,,,,,,14853,,47,,108,64,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Otsego,10471,10141,,,,,,46,,,,,,,,,,,,,,,,,,,,5841,,28,,69,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Putnam,14048,18934,,,,,,123,,,,,,,,,,,,,,,,,,,,8011,,34,,83,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Queens,349520,157561,,,,,,273,,,,,,,,,,,,,,,,,,,,46014,,224,,898,1466,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Rensselaer,29793,28937,,,,,,356,,,,,,,,,,,,,,,,,,,,15198,,76,,200,19,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Richmond,56901,70707,,,,,,43,,,,,,,,,,,,,,,,,,,,19678,,43,,245,143,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Rockland,56759,49608,,,,,,72,,,,,,,,,,,,,,,,,,,,15026,,74,,195,97,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Saint Lawrence,18197,13901,,,,,,269,,,,,,,,,,,,,,,,,,,,9758,,25,,94,73,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Saratoga,33011,36917,,,,,,401,,,,,,,,,,,,,,,,,,,,19091,,44,,192,154,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Schenectady,32335,26258,,,,,,139,,,,,,,,,,,,,,,,,,,,14838,,59,,174,66,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Schoharie,4997,5678,,,,,,74,,,,,,,,,,,,,,,,,,,,3327,,22,,38,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Schuyler,2859,3226,,,,,,35,,,,,,,,,,,,,,,,,,,,2051,,10,,8,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Seneca,5810,5432,,,,,,25,,,,,,,,,,,,,,,,,,,,3660,,16,,27,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Steuben,12043,19761,,,,,,89,,,,,,,,,,,,,,,,,,,,9378,,18,,84,35,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Suffolk,220811,229467,,,,,,2880,,,,,,,,,,,,,,,,,,,,112973,,336,,1071,415,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Sullivan,13717,11396,,,,,,63,,,,,,,,,,,,,,,,,,,,6336,,45,,52,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Tioga,7791,9287,,,,,,55,,,,,,,,,,,,,,,,,,,,5867,,16,,42,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Tompkins,23197,11520,,,,,,54,,,,,,,,,,,,,,,,,,,,6704,,23,,114,46,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Ulster,32886,29223,,,,,,378,,,,,,,,,,,,,,,,,,,,17952,,88,,233,61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Warren,9820,12260,,,,,,133,,,,,,,,,,,,,,,,,,,,6401,,31,,61,61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Washington,8429,10305,,,,,,149,,,,,,,,,,,,,,,,,,,,6143,,27,,63,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Wayne,11866,18019,,,,,,71,,,,,,,,,,,,,,,,,,,,9188,,31,,106,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Westchester,184300,151990,,,,,,876,,,,,,,,,,,,,,,,,,,,39933,,243,,930,543,19,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Wyoming,4045,7324,,,,,,116,,,,,,,,,,,,,,,,,,,,4837,,9,,30,13,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1992,President,Yates,3242,4366,,,,,,64,,,,,,,,,,,,,,,,,,,,2354,,12,,20,34,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Albany,85993,39785,,,,,,65,,,,66,,,594,,,,,,,,,,,,,,11957,112,2071,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Allegany,6621,8107,,,,,,7,,,,4,,,61,,,,,,,,,,,,,,2730,22,116,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Bronx,248276,30435,,,,,,178,,,,290,,,784,,,,,,,,,,,,,,7186,232,1727,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Broome,44407,31327,,,,,,41,,,,12,,,321,,,,,,,,,,,,,,9114,75,1308,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Cattaraugus,13029,12971,,,,,,9,,,,8,,,205,,,,,,,,,,,,,,5151,18,184,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Cayuga,15879,11093,,,,,,20,,,,16,,,136,,,,,,,,,,,,,,4420,31,234,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Chautauqua,26831,21261,,,,,,15,,,,12,,,262,,,,,,,,,,,,,,7484,45,281,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Chemung,16977,14287,,,,,,2,,,,6,,,274,,,,,,,,,,,,,,3967,40,192,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Chenango,8797,7319,,,,,,8,,,,10,,,83,,,,,,,,,,,,,,2822,18,172,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Clinton,15386,9759,,,,,,16,,,,13,,,174,,,,,,,,,,,,,,3488,21,153,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Columbia,12910,10324,,,,,,6,,,,20,,,100,,,,,,,,,,,,,,3466,22,488,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Cortland,9130,7606,,,,,,8,,,,5,,,51,,,,,,,,,,,,,,2398,14,194,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Delaware,8724,7684,,,,,,15,,,,10,,,73,,,,,,,,,,,,,,2601,23,219,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Dutchess,47339,41929,,,,,,28,,,,41,,,432,,,,,,,,,,,,,,12294,85,1374,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Erie,224554,132343,,,,,,96,,,,170,,,1792,,,,,,,,,,,,,,45679,288,4684,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Essex,7893,6379,,,,,,19,,,,11,,,88,,,,,,,,,,,,,,2363,27,165,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Franklin,8494,5072,,,,,,5,,,,8,,,156,,,,,,,,,,,,,,2499,11,109,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Fulton,9779,7881,,,,,,10,,,,11,,,74,,,,,,,,,,,,,,3214,7,120,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Genesee,10074,10821,,,,,,9,,,,8,,,139,,,,,,,,,,,,,,2996,14,131,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Greene,8251,8712,,,,,,4,,,,6,,,96,,,,,,,,,,,,,,2790,16,208,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Hamilton,1228,1841,,,,,,3,,,,2,,,12,,,,,,,,,,,,,,492,1,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Herkimer,11910,10085,,,,,,11,,,,6,,,136,,,,,,,,,,,,,,4235,14,174,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Jefferson,16783,12362,,,,,,7,,,,13,,,167,,,,,,,,,,,,,,4561,20,159,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Kings,432232,81406,,,,,,477,,,,520,,,1175,,,,,,,,,,,,,,15031,537,7802,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Lewis,4402,3965,,,,,,9,,,,7,,,61,,,,,,,,,,,,,,1669,10,38,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Livingston,10868,10981,,,,,,9,,,,4,,,103,,,,,,,,,,,,,,2889,17,205,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Madison,11832,11324,,,,,,10,,,,10,,,120,,,,,,,,,,,,,,3379,22,220,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Monroe,164858,115694,,,,,,55,,,,106,,,1105,,,,,,,,,,,,,,23936,210,3277,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Montgomery,10485,7172,,,,,,8,,,,9,,,85,,,,,,,,,,,,,,3253,16,94,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Nassau,303587,196820,,,,,,82,,,,104,,,2588,,,,,,,,,,,,,,36122,232,4345,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,New York,394131,67839,,,,,,349,,,,615,,,723,,,,,,,,,,,,,,11144,593,15969,1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Niagara,44203,31438,,,,,,20,,,,27,,,409,,,,,,,,,,,,,,12564,56,611,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Oneida,44399,37996,,,,,,22,,,,27,,,521,,,,,,,,,,,,,,11296,64,453,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Onondaga,100190,73771,,,,,,41,,,,51,,,776,,,,,,,,,,,,,,17602,128,1954,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Ontario,19156,17237,,,,,,12,,,,10,,,136,,,,,,,,,,,,,,4391,21,349,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Orange,54995,45956,,,,,,19,,,,26,,,506,,,,,,,,,,,,,,11778,77,921,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Orleans,6233,6865,,,,,,2,,,,3,,,46,,,,,,,,,,,,,,1986,8,95,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Oswego,20440,17159,,,,,,14,,,,21,,,154,,,,,,,,,,,,,,7499,27,280,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Otsego,11470,8774,,,,,,5,,,,12,,,84,,,,,,,,,,,,,,3217,38,442,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Putnam,16173,17452,,,,,,30,,,,17,,,157,,,,,,,,,,,,,,4032,36,447,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Queens,372925,107650,,,,,,423,,,,547,,,1535,,,,,,,,,,,,,,22288,602,4599,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Rensselaer,34273,23482,,,,,,31,,,,33,,,323,,,,,,,,,,,,,,8405,43,869,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Richmond,64684,52207,,,,,,92,,,,107,,,554,,,,,,,,,,,,,,8968,148,1040,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Rockland,63127,40395,,,,,,33,,,,18,,,415,,,,,,,,,,,,,,6798,74,1189,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Saint Lawrence,21798,10827,,,,,,19,,,,11,,,204,,,,,,,,,,,,,,5309,29,222,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Saratoga,39832,34337,,,,,,36,,,,36,,,323,,,,,,,,,,,,,,10141,54,711,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Schenectady,35404,22106,,,,,,28,,,,14,,,308,,,,,,,,,,,,,,7865,49,759,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Schoharie,5902,5353,,,,,,3,,,,4,,,39,,,,,,,,,,,,,,1796,7,121,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Schuyler,3303,3134,,,,,,5,,,,5,,,35,,,,,,,,,,,,,,1037,7,92,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,1996,President,Seneca,6825,5004,,,,,,5,,,,7,,,65,,,,,,,,,,,,,,1889,8,126,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
