State,Year,Office,Parish,D#,R#,Proh.#,Prog.#,Pop.#,S#,UP#,T#,AI#,SW#,Comm.#,I1#,I2#,Ref.#,NL#,NA#,L#,G#,S&L,PWF#,BL#,Cit.#,Nom.#,MPD#,JIA#,ER#,AF#,LEC#,WW#,EJO#,W/I#,CCS#,Vet.#,LFC#,IOC#,LTC#,SE#,O1#,O2#,O3#,O4#,O5#,O6#,O7#,D1#,D2#,D3#,D4#,R1#,R2#,I3#,I4#,I5#,I6#,I7#,I8#,D5#,D6#,D7#,R3#,O#,Unnamed: 13,Unnamed: 14
Louisiana,2003,Governor,East Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62638,,,,70547,,,,,,,,,,,,,,
Louisiana,2003,Governor,East Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573,,,,696,,,,,,,,,,,,,,
Louisiana,2003,Governor,East Feliciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4432,,,,2735,,,,,,,,,,,,,,
Louisiana,2003,Governor,Evangeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7949,,,,3442,,,,,,,,,,,,,,
Louisiana,2003,Governor,Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4038,,,,2541,,,,,,,,,,,,,,
Louisiana,2003,Governor,Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505,,,,2344,,,,,,,,,,,,,,
Louisiana,2003,Governor,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14383,,,,9446,,,,,,,,,,,,,,
Louisiana,2003,Governor,Iberville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8499,,,,4240,,,,,,,,,,,,,,
Louisiana,2003,Governor,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592,,,,2717,,,,,,,,,,,,,,
Louisiana,2003,Governor,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52319,,,,87712,,,,,,,,,,,,,,
Louisiana,2003,Governor,Jefferson Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5202,,,,3886,,,,,,,,,,,,,,
Louisiana,2003,Governor,La Salle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2974,,,,1917,,,,,,,,,,,,,,
Louisiana,2003,Governor,Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32734,,,,34951,,,,,,,,,,,,,,
Louisiana,2003,Governor,Lafourche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15695,,,,13429,,,,,,,,,,,,,,
Louisiana,2003,Governor,Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5680,,,,5194,,,,,,,,,,,,,,
Louisiana,2003,Governor,Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13451,,,,17812,,,,,,,,,,,,,,
Louisiana,2003,Governor,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2747,,,,948,,,,,,,,,,,,,,
Louisiana,2003,Governor,Morehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4917,,,,3594,,,,,,,,,,,,,,
Louisiana,2003,Governor,Natchitoches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6130,,,,4681,,,,,,,,,,,,,,
Louisiana,2003,Governor,Orleans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92746,,,,43005,,,,,,,,,,,,,,
Louisiana,2003,Governor,Ouachita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20194,,,,22491,,,,,,,,,,,,,,
Louisiana,2003,Governor,Plaquemines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4956,,,,5645,,,,,,,,,,,,,,
Louisiana,2003,Governor,Pointe Coupee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6098,,,,3351,,,,,,,,,,,,,,
Louisiana,2003,Governor,Rapides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20875,,,,16192,,,,,,,,,,,,,,
Louisiana,2003,Governor,Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129,,,,1318,,,,,,,,,,,,,,
Louisiana,2003,Governor,Richland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731,,,,2773,,,,,,,,,,,,,,
Louisiana,2003,Governor,Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3058,,,,3140,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10574,,,,14428,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900,,,,10727,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,,,,1322,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727,,,,3442,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint John the Baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9482,,,,8135,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19500,,,,9049,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11407,,,,6259,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9767,,,,7088,,,,,,,,,,,,,,
Louisiana,2003,Governor,Saint Tammany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17067,,,,49675,,,,,,,,,,,,,,
Louisiana,2003,Governor,Tangipahoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17914,,,,16711,,,,,,,,,,,,,,
Louisiana,2003,Governor,Tensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038,,,,919,,,,,,,,,,,,,,
Louisiana,2003,Governor,Terrebonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16097,,,,14626,,,,,,,,,,,,,,
Louisiana,2003,Governor,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612,,,,3501,,,,,,,,,,,,,,
Louisiana,2003,Governor,Vermilion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14305,,,,7863,,,,,,,,,,,,,,
Louisiana,2003,Governor,Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5441,,,,4133,,,,,,,,,,,,,,
Louisiana,2003,Governor,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8605,,,,6501,,,,,,,,,,,,,,
Louisiana,2003,Governor,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6927,,,,6251,,,,,,,,,,,,,,
Louisiana,2003,Governor,West Baton Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4923,,,,4120,,,,,,,,,,,,,,
Louisiana,2003,Governor,West Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2429,,,,1950,,,,,,,,,,,,,,
Louisiana,2003,Governor,West Feliciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571,,,,1612,,,,,,,,,,,,,,
Louisiana,2003,Governor,Winn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3045,,,,1908,,,,,,,,,,,,,,
Louisiana,2007,Governor,Acadia,,,,,,,,,,,,2796,39,,,,42,,,,,,,,,,,,,,,,,,,,,52,56,,,,,,4099,1693,69,43,10443,,18,,,,,,27,,,,,,
Louisiana,2007,Governor,Allen,,,,,,,,,,,,766,32,,,,20,,,,,,,,,,,,,,,,,,,,,57,41,,,,,,2206,1299,74,19,3317,,9,,,,,,30,,,,,,
Louisiana,2007,Governor,Ascension,,,,,,,,,,,,2684,41,,,,45,,,,,,,,,,,,,,,,,,,,,66,78,,,,,,4311,3817,102,44,18455,,26,,,,,,36,,,,,,
Louisiana,2007,Governor,Assumption,,,,,,,,,,,,1280,15,,,,19,,,,,,,,,,,,,,,,,,,,,51,91,,,,,,2336,1098,51,23,4228,,13,,,,,,15,,,,,,
Louisiana,2007,Governor,Avoyelles,,,,,,,,,,,,1700,68,,,,48,,,,,,,,,,,,,,,,,,,,,104,83,,,,,,4404,2198,161,44,6256,,17,,,,,,38,,,,,,
Louisiana,2007,Governor,Beauregard,,,,,,,,,,,,1194,32,,,,21,,,,,,,,,,,,,,,,,,,,,26,43,,,,,,1492,1629,81,29,5424,,32,,,,,,13,,,,,,
Louisiana,2007,Governor,Bienville,,,,,,,,,,,,427,9,,,,10,,,,,,,,,,,,,,,,,,,,,50,18,,,,,,967,2211,38,8,1970,,8,,,,,,11,,,,,,
Louisiana,2007,Governor,Bossier,,,,,,,,,,,,2577,24,,,,27,,,,,,,,,,,,,,,,,,,,,39,48,,,,,,2615,5305,46,13,16200,,11,,,,,,9,,,,,,
Louisiana,2007,Governor,Caddo,,,,,,,,,,,,6592,74,,,,98,,,,,,,,,,,,,,,,,,,,,146,111,,,,,,13281,14045,143,35,30559,,26,,,,,,33,,,,,,
Louisiana,2007,Governor,Calcasieu,,,,,,,,,,,,5633,69,,,,97,,,,,,,,,,,,,,,,,,,,,138,134,,,,,,9669,5813,179,64,24515,,40,,,,,,152,,,,,,
Louisiana,2007,Governor,Caldwell,,,,,,,,,,,,648,10,,,,8,,,,,,,,,,,,,,,,,,,,,23,25,,,,,,818,754,40,6,2091,,2,,,,,,8,,,,,,
Louisiana,2007,Governor,Cameron,,,,,,,,,,,,567,15,,,,1,,,,,,,,,,,,,,,,,,,,,11,18,,,,,,763,384,23,10,1812,,2,,,,,,16,,,,,,
Louisiana,2007,Governor,Catahoula,,,,,,,,,,,,508,17,,,,8,,,,,,,,,,,,,,,,,,,,,55,27,,,,,,876,1062,36,13,1940,,8,,,,,,14,,,,,,
Louisiana,2007,Governor,Claiborne,,,,,,,,,,,,443,18,,,,9,,,,,,,,,,,,,,,,,,,,,15,14,,,,,,722,1394,24,3,2150,,4,,,,,,3,,,,,,
Louisiana,2007,Governor,Concordia,,,,,,,,,,,,708,17,,,,18,,,,,,,,,,,,,,,,,,,,,66,27,,,,,,1416,1692,69,20,3454,,11,,,,,,27,,,,,,
Louisiana,2007,Governor,De Soto,,,,,,,,,,,,871,13,,,,17,,,,,,,,,,,,,,,,,,,,,33,35,,,,,,1574,2203,41,10,4065,,9,,,,,,10,,,,,,
Louisiana,2007,Governor,East Baton Rouge,,,,,,,,,,,,15147,145,,,,284,,,,,,,,,,,,,,,,,,,,,327,187,,,,,,21574,18979,420,118,67237,,46,,,,,,83,,,,,,
Louisiana,2007,Governor,East Carroll,,,,,,,,,,,,306,16,,,,12,,,,,,,,,,,,,,,,,,,,,56,19,,,,,,761,769,54,22,1039,,4,,,,,,16,,,,,,
Louisiana,2007,Governor,East Feliciana,,,,,,,,,,,,674,24,,,,15,,,,,,,,,,,,,,,,,,,,,30,25,,,,,,1288,2042,30,11,3445,,5,,,,,,9,,,,,,
Louisiana,2007,Governor,Evangeline,,,,,,,,,,,,1583,41,,,,29,,,,,,,,,,,,,,,,,,,,,102,65,,,,,,3412,1746,89,35,4902,,25,,,,,,33,,,,,,
Louisiana,2007,Governor,Franklin,,,,,,,,,,,,988,11,,,,12,,,,,,,,,,,,,,,,,,,,,63,22,,,,,,1252,1312,91,3,3809,,11,,,,,,13,,,,,,
Louisiana,2007,Governor,Grant,,,,,,,,,,,,809,31,,,,30,,,,,,,,,,,,,,,,,,,,,36,17,,,,,,1129,888,44,11,3656,,8,,,,,,14,,,,,,
Louisiana,2007,Governor,Iberia,,,,,,,,,,,,3158,49,,,,58,,,,,,,,,,,,,,,,,,,,,112,68,,,,,,4242,2235,129,48,12716,,21,,,,,,42,,,,,,
Louisiana,2007,Governor,Iberville,,,,,,,,,,,,1556,47,,,,38,,,,,,,,,,,,,,,,,,,,,173,81,,,,,,3390,2473,114,47,5406,,19,,,,,,28,,,,,,
Louisiana,2007,Governor,Jackson,,,,,,,,,,,,629,14,,,,10,,,,,,,,,,,,,,,,,,,,,19,16,,,,,,859,968,16,8,2716,,3,,,,,,6,,,,,,
Louisiana,2007,Governor,Jefferson,,,,,,,,,,,,21401,86,,,,183,,,,,,,,,,,,,,,,,,,,,263,157,,,,,,12438,4489,264,175,76591,,42,,,,,,65,,,,,,
Louisiana,2007,Governor,Jefferson Davis,,,,,,,,,,,,1646,31,,,,13,,,,,,,,,,,,,,,,,,,,,44,30,,,,,,1983,951,57,27,5262,,11,,,,,,21,,,,,,
Louisiana,2007,Governor,La Salle,,,,,,,,,,,,751,132,,,,123,,,,,,,,,,,,,,,,,,,,,132,97,,,,,,833,803,182,54,3125,,38,,,,,,65,,,,,,
Louisiana,2007,Governor,Lafayette,,,,,,,,,,,,8161,40,,,,53,,,,,,,,,,,,,,,,,,,,,105,81,,,,,,8020,6567,173,60,33721,,16,,,,,,29,,,,,,
Louisiana,2007,Governor,Lafourche,,,,,,,,,,,,4990,22,,,,7,,,,,,,,,,,,,,,,,,,,,33,23,,,,,,4196,2066,40,12,15726,,7,,,,,,9,,,,,,
Louisiana,2007,Governor,Lincoln,,,,,,,,,,,,1208,12,,,,18,,,,,,,,,,,,,,,,,,,,,39,27,,,,,,1889,1647,54,9,5531,,6,,,,,,8,,,,,,
Louisiana,2007,Governor,Livingston,,,,,,,,,,,,2901,33,,,,55,,,,,,,,,,,,,,,,,,,,,56,80,,,,,,3671,4119,55,28,22091,,15,,,,,,13,,,,,,
Louisiana,2007,Governor,Madison,,,,,,,,,,,,437,22,,,,18,,,,,,,,,,,,,,,,,,,,,48,29,,,,,,1000,723,78,14,1392,,12,,,,,,27,,,,,,
Louisiana,2007,Governor,Morehouse,,,,,,,,,,,,814,16,,,,16,,,,,,,,,,,,,,,,,,,,,52,20,,,,,,1968,1216,39,10,4294,,14,,,,,,18,,,,,,
Louisiana,2007,Governor,Natchitoches,,,,,,,,,,,,1102,38,,,,31,,,,,,,,,,,,,,,,,,,,,74,61,,,,,,2491,3058,92,24,6209,,13,,,,,,16,,,,,,
Louisiana,2007,Governor,Orleans,,,,,,,,,,,,27370,88,,,,168,,,,,,,,,,,,,,,,,,,,,193,118,,,,,,15359,5739,304,149,26278,,45,,,,,,71,,,,,,
Louisiana,2007,Governor,Ouachita,,,,,,,,,,,,4908,57,,,,71,,,,,,,,,,,,,,,,,,,,,188,96,,,,,,6983,6226,128,28,24554,,29,,,,,,54,,,,,,
Louisiana,2007,Governor,Plaquemines,,,,,,,,,,,,1023,22,,,,10,,,,,,,,,,,,,,,,,,,,,34,18,,,,,,1527,338,29,14,4831,,6,,,,,,6,,,,,,
Louisiana,2007,Governor,Pointe Coupee,,,,,,,,,,,,1274,20,,,,24,,,,,,,,,,,,,,,,,,,,,70,41,,,,,,2687,1929,70,31,4657,,10,,,,,,20,,,,,,
Louisiana,2007,Governor,Rapides,,,,,,,,,,,,5431,92,,,,79,,,,,,,,,,,,,,,,,,,,,170,101,,,,,,7805,4139,171,46,21253,,22,,,,,,39,,,,,,
Louisiana,2007,Governor,Red River,,,,,,,,,,,,249,7,,,,8,,,,,,,,,,,,,,,,,,,,,20,16,,,,,,574,1594,29,6,1192,,3,,,,,,8,,,,,,
Louisiana,2007,Governor,Richland,,,,,,,,,,,,703,16,,,,12,,,,,,,,,,,,,,,,,,,,,51,18,,,,,,1218,1247,37,6,3876,,3,,,,,,10,,,,,,
Louisiana,2007,Governor,Sabine,,,,,,,,,,,,797,20,,,,14,,,,,,,,,,,,,,,,,,,,,33,28,,,,,,1523,1304,30,12,3990,,9,,,,,,16,,,,,,
Louisiana,2007,Governor,Saint Bernard,,,,,,,,,,,,1067,13,,,,12,,,,,,,,,,,,,,,,,,,,,24,28,,,,,,5449,404,28,9,4542,,4,,,,,,9,,,,,,
Louisiana,2007,Governor,Saint Charles,,,,,,,,,,,,4039,21,,,,38,,,,,,,,,,,,,,,,,,,,,48,31,,,,,,1866,853,111,35,11144,,10,,,,,,10,,,,,,
Louisiana,2007,Governor,Saint Helena,,,,,,,,,,,,921,21,,,,16,,,,,,,,,,,,,,,,,,,,,45,27,,,,,,1328,1054,67,23,1818,,13,,,,,,22,,,,,,
Louisiana,2007,Governor,Saint James,,,,,,,,,,,,1789,20,,,,21,,,,,,,,,,,,,,,,,,,,,59,42,,,,,,2038,1550,96,37,4415,,15,,,,,,24,,,,,,
Louisiana,2007,Governor,Saint John the Baptist,,,,,,,,,,,,3283,55,,,,43,,,,,,,,,,,,,,,,,,,,,71,47,,,,,,2965,1139,167,49,7157,,20,,,,,,32,,,,,,
Louisiana,2007,Governor,Saint Landry,,,,,,,,,,,,4331,95,,,,80,,,,,,,,,,,,,,,,,,,,,172,129,,,,,,8622,5589,272,64,13741,,34,,,,,,79,,,,,,
Louisiana,2007,Governor,Saint Martin,,,,,,,,,,,,2227,39,,,,33,,,,,,,,,,,,,,,,,,,,,86,48,,,,,,3395,2515,94,33,8097,,18,,,,,,45,,,,,,
Louisiana,2007,Governor,Saint Mary,,,,,,,,,,,,1910,27,,,,108,,,,,,,,,,,,,,,,,,,,,84,43,,,,,,4000,896,124,59,8002,,16,,,,,,27,,,,,,
Louisiana,2007,Governor,Saint Tammany,,,,,,,,,,,,7498,54,,,,123,,,,,,,,,,,,,,,,,,,,,84,120,,,,,,6981,2439,125,58,51000,,23,,,,,,26,,,,,,
Louisiana,2007,Governor,Tangipahoa,,,,,,,,,,,,4307,66,,,,52,,,,,,,,,,,,,,,,,,,,,118,78,,,,,,4701,2856,154,79,19807,,39,,,,,,35,,,,,,
Louisiana,2007,Governor,Tensas,,,,,,,,,,,,371,2,,,,11,,,,,,,,,,,,,,,,,,,,,53,11,,,,,,560,592,28,6,1103,,5,,,,,,11,,,,,,
Louisiana,2007,Governor,Terrebonne,,,,,,,,,,,,4889,62,,,,66,,,,,,,,,,,,,,,,,,,,,83,94,,,,,,4423,1399,158,73,16763,,29,,,,,,39,,,,,,
Louisiana,2007,Governor,Union,,,,,,,,,,,,915,13,,,,13,,,,,,,,,,,,,,,,,,,,,46,17,,,,,,962,1317,33,9,4280,,2,,,,,,9,,,,,,
Louisiana,2007,Governor,Vermilion,,,,,,,,,,,,3433,70,,,,25,,,,,,,,,,,,,,,,,,,,,78,62,,,,,,4284,2070,79,29,10101,,11,,,,,,39,,,,,,
Louisiana,2007,Governor,Vernon,,,,,,,,,,,,1150,47,,,,25,,,,,,,,,,,,,,,,,,,,,52,57,,,,,,1443,1943,111,32,5585,,29,,,,,,24,,,,,,
Louisiana,2007,Governor,Washington,,,,,,,,,,,,1736,29,,,,23,,,,,,,,,,,,,,,,,,,,,75,52,,,,,,1857,1288,79,37,7859,,18,,,,,,24,,,,,,
Louisiana,2007,Governor,Webster,,,,,,,,,,,,1013,13,,,,18,,,,,,,,,,,,,,,,,,,,,45,28,,,,,,1669,3715,38,13,5511,,5,,,,,,5,,,,,,
Louisiana,2007,Governor,West Baton Rouge,,,,,,,,,,,,958,12,,,,26,,,,,,,,,,,,,,,,,,,,,20,23,,,,,,1631,1439,31,15,4505,,4,,,,,,9,,,,,,
Louisiana,2007,Governor,West Carroll,,,,,,,,,,,,477,11,,,,10,,,,,,,,,,,,,,,,,,,,,23,15,,,,,,497,627,20,7,2242,,5,,,,,,3,,,,,,
Louisiana,2007,Governor,West Feliciana,,,,,,,,,,,,434,9,,,,11,,,,,,,,,,,,,,,,,,,,,23,13,,,,,,1120,717,7,9,2120,,5,,,,,,5,,,,,,
Louisiana,2007,Governor,Winn,,,,,,,,,,,,524,19,,,,15,,,,,,,,,,,,,,,,,,,,,47,17,,,,,,1064,1099,50,12,3105,,10,,,,,,8,,,,,,
Louisiana,2011,Governor,Acadia,,,,,,,,,,,,375,155,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719,543,523,235,11727,,93,63,,,,,,,,,,,
Louisiana,2011,Governor,Allen,,,,,,,,,,,,250,54,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,312,207,89,4892,,396,41,,,,,,,,,,,
Louisiana,2011,Governor,Ascension,,,,,,,,,,,,481,141,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256,1019,742,529,16431,,130,84,,,,,,,,,,,
Louisiana,2011,Governor,Assumption,,,,,,,,,,,,287,55,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540,397,300,190,5045,,56,85,,,,,,,,,,,
Louisiana,2011,Governor,Avoyelles,,,,,,,,,,,,584,187,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,4744,619,317,295,5363,,109,102,,,,,,,,,,,
Louisiana,2011,Governor,Beauregard,,,,,,,,,,,,233,101,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,322,170,128,6403,,69,40,,,,,,,,,,,
Louisiana,2011,Governor,Bienville,,,,,,,,,,,,132,51,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,337,190,113,1983,,23,34,,,,,,,,,,,
Louisiana,2011,Governor,Bossier,,,,,,,,,,,,331,216,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273,736,414,215,16411,,73,54,,,,,,,,,,,
Louisiana,2011,Governor,Caddo,,,,,,,,,,,,760,373,,,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,13207,3827,2016,987,26296,,312,207,,,,,,,,,,,
Louisiana,2011,Governor,Calcasieu,,,,,,,,,,,,1057,225,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,2023,1018,771,24367,,596,169,,,,,,,,,,,
Louisiana,2011,Governor,Caldwell,,,,,,,,,,,,196,48,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,131,125,103,2413,,28,20,,,,,,,,,,,
Louisiana,2011,Governor,Cameron,,,,,,,,,,,,80,30,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,71,43,40,2523,,18,10,,,,,,,,,,,
Louisiana,2011,Governor,Catahoula,,,,,,,,,,,,129,33,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,149,97,76,2509,,38,22,,,,,,,,,,,
Louisiana,2011,Governor,Claiborne,,,,,,,,,,,,119,30,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,198,118,59,2346,,23,25,,,,,,,,,,,
Louisiana,2011,Governor,Concordia,,,,,,,,,,,,130,44,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,349,224,140,4565,,82,26,,,,,,,,,,,
Louisiana,2011,Governor,De Soto,,,,,,,,,,,,166,88,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,513,343,145,4171,,171,25,,,,,,,,,,,
Louisiana,2011,Governor,East Baton Rouge,,,,,,,,,,,,1918,525,,,,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,27431,4277,2611,3126,43707,,448,389,,,,,,,,,,,
Louisiana,2011,Governor,East Carroll,,,,,,,,,,,,216,38,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,362,185,148,1433,,41,49,,,,,,,,,,,
Louisiana,2011,Governor,East Feliciana,,,,,,,,,,,,263,80,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162,359,206,219,3361,,61,43,,,,,,,,,,,
Louisiana,2011,Governor,Evangeline,,,,,,,,,,,,504,143,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,654,392,251,7056,,165,91,,,,,,,,,,,
Louisiana,2011,Governor,Franklin,,,,,,,,,,,,276,61,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,292,194,92,5068,,36,53,,,,,,,,,,,
Louisiana,2011,Governor,Grant,,,,,,,,,,,,195,179,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,169,126,95,4411,,35,33,,,,,,,,,,,
Louisiana,2011,Governor,Iberia,,,,,,,,,,,,478,122,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166,822,644,281,12705,,111,89,,,,,,,,,,,
Louisiana,2011,Governor,Iberville,,,,,,,,,,,,497,140,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267,858,615,453,6939,,127,114,,,,,,,,,,,
Louisiana,2011,Governor,Jackson,,,,,,,,,,,,95,85,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,151,97,56,2920,,14,16,,,,,,,,,,,
Louisiana,2011,Governor,Jefferson,,,,,,,,,,,,1575,423,,,,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,7418,3363,2582,1182,58579,,402,386,,,,,,,,,,,
Louisiana,2011,Governor,Jefferson Davis,,,,,,,,,,,,225,116,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,288,242,107,7274,,118,36,,,,,,,,,,,
Louisiana,2011,Governor,La Salle,,,,,,,,,,,,221,335,,,,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,128,79,72,4229,,291,158,,,,,,,,,,,
Louisiana,2011,Governor,Lafayette,,,,,,,,,,,,1087,158,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,7967,1421,973,642,32507,,80,107,,,,,,,,,,,
Louisiana,2011,Governor,Lafourche,,,,,,,,,,,,490,98,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,545,384,476,16470,,28,24,,,,,,,,,,,
Louisiana,2011,Governor,Lincoln,,,,,,,,,,,,230,67,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,439,302,158,5665,,34,38,,,,,,,,,,,
Louisiana,2011,Governor,Livingston,,,,,,,,,,,,791,190,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245,1141,472,388,25897,,122,98,,,,,,,,,,,
Louisiana,2011,Governor,Madison,,,,,,,,,,,,180,28,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,310,198,128,1630,,31,31,,,,,,,,,,,
Louisiana,2011,Governor,Morehouse,,,,,,,,,,,,111,20,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,299,177,78,3232,,29,25,,,,,,,,,,,
Louisiana,2011,Governor,Natchitoches,,,,,,,,,,,,332,477,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876,627,378,247,6599,,146,66,,,,,,,,,,,
