State,Year,Office,County,D#,R%,GB#,Wor.#,CL#,ST#,Cit.#,Justice#,Delta#,PF#,Proh.#,Pop.#,ND#,Comm.#,SL#,Prog.#,S&L#,S#,SW#,U#,UL#,AI#,IND#,I1#,I2#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,R#,I#,W/I#,CM#,Mod.#,Comp.#,Year / Office,Town,I3#,I4#
Rhode Island,2000,President,,1298,,,4,,,,,,,,,,,,,,0,0,,,0,,,,3,15,235,6,,2,,,,1097,,,,,,,Exeter Town,,
Rhode Island,2000,President,,1049,,,1,,,,,,,,,,,,,,0,0,,,0,,,,3,8,188,5,,1,,,,827,,,,,,,Foster Town,,
Rhode Island,2000,President,,2167,,,2,,,,,,,,,,,,,,0,0,,,3,,,,4,35,317,4,,2,,,,1765,,,,,,,Glocester Town,,
Rhode Island,2000,President,,1575,,,5,,,,,,,,,,,,,,0,0,,,2,,,,5,23,237,12,,7,,,,1274,,,,,,,Hopkinton Town,,
Rhode Island,2000,President,,1789,,,0,,,,,,,,,,,,,,0,0,,,2,,,,4,13,304,11,,9,,,,1224,,,,,,,Jamestown Town,,
Rhode Island,2000,President,,9013,,,3,,,,,,,,,,,,,,1,1,,,1,,,,4,81,493,15,,12,,,,4054,,,,,,,Johnston Town,,
Rhode Island,2000,President,,5733,,,1,,,,,,,,,,,,,,0,0,,,2,,,,2,58,572,11,,9,,,,3850,,,,,,,Lincoln Town,,
Rhode Island,2000,President,,987,,,3,,,,,,,,,,,,,,0,0,,,0,,,,3,16,174,5,,0,,,,930,,,,,,,Little Compton Town,,
Rhode Island,2000,President,,3825,,,6,,,,,,,,,,,,,,1,1,,,0,,,,2,29,405,16,,8,,,,2794,,,,,,,Middletown Town,,
Rhode Island,2000,President,,4447,,,1,,,,,,,,,,,,,,0,0,,,2,,,,3,25,758,18,,3,,,,2753,,,,,,,Narragansett Town,,
Rhode Island,2000,President,,594,,,3,,,,,,,,,,,,,,1,1,,,0,,,,3,4,107,3,,1,,,,320,,,,,,,New Shoreham Town,,
Rhode Island,2000,President,,5833,,,5,,,,,,,,,,,,,,1,0,,,2,,,,6,33,673,27,,14,,,,3312,,,,,,,Newport City,,
Rhode Island,2000,President,,6461,,,6,,,,,,,,,,,,,,1,0,,,6,,,,15,65,953,30,,15,,,,5385,,,,,,,North Kingstown Town,,
Rhode Island,2000,President,,10190,,,9,,,,,,,,,,,,,,1,1,,,2,,,,6,89,631,17,,6,,,,4015,,,,,,,North Providence Town,,
Rhode Island,2000,President,,2956,,,2,,,,,,,,,,,,,,0,1,,,4,,,,0,29,329,8,,4,,,,2054,,,,,,,North Smithfield Town,,
Rhode Island,2000,President,,15429,,,17,,,,,,,,,,,,,,0,1,,,3,,,,16,160,1142,31,,23,,,,4598,,,,,,,Pawtucket City,,
Rhode Island,2000,President,,4549,,,5,,,,,,,,,,,,,,0,0,,,1,,,,8,31,509,20,,9,,,,3703,,,,,,,Portsmouth Town,,
Rhode Island,2000,President,,31979,,,28,,,,,,,,,,,,,,12,11,,,10,,,,38,211,3364,88,,28,,,,7669,,,,,,,Providence City,,
Rhode Island,2000,President,,1591,,,1,,,,,,,,,,,,,,0,0,,,2,,,,4,13,274,15,,1,,,,1125,,,,,,,Richmond Town,,
Rhode Island,2000,President,,2340,,,1,,,,,,,,,,,,,,1,0,,,2,,,,3,34,336,10,,1,,,,2346,,,,,,,Scituate Town,,
Rhode Island,2000,President,,5000,,,4,,,,,,,,,,,,,,0,0,,,2,,,,3,50,552,17,,11,,,,3433,,,,,,,Smithfield Town,,
Rhode Island,2000,President,,6290,,,0,,,,,,,,,,,,,,3,1,,,3,,,,10,38,1404,23,,22,,,,4050,,,,,,,South Kingstown Town,,
Rhode Island,2000,President,,3807,,,2,,,,,,,,,,,,,,2,2,,,3,,,,8,36,362,17,,2,,,,2295,,,,,,,Tiverton Town,,
Rhode Island,2000,President,,2925,,,1,,,,,,,,,,,,,,1,0,,,0,,,,2,14,268,5,,2,,,,1446,,,,,,,Warren Town,,
Rhode Island,2000,President,,23948,,,15,,,,,,,,,,,,,,11,0,,,8,,,,28,263,2283,61,,30,,,,12741,,,,,,,Warwick City,,
Rhode Island,2000,President,,1140,,,2,,,,,,,,,,,,,,0,0,,,2,,,,1,8,171,4,,2,,,,1035,,,,,,,West Greenwich Town,,
Rhode Island,2000,President,,6801,,,7,,,,,,,,,,,,,,0,2,,,5,,,,3,69,465,20,,9,,,,3365,,,,,,,West Warwick Town,,
Rhode Island,2000,President,,5524,,,3,,,,,,,,,,,,,,1,1,,,4,,,,4,60,523,20,,3,,,,3793,,,,,,,Westerly Town,,
Rhode Island,2000,President,,7894,,,9,,,,,,,,,,,,,,2,3,,,6,,,,8,92,495,24,,6,,,,3307,,,,,,,Woonsocket City,,
Rhode Island,2004,President,,5291,,,3,,,,,,,,,,,,,,,,,,2,,,,,78,26,30,,32,,,,4020,,,,,,,Barrington Town,,
Rhode Island,2004,President,,6276,,,8,,,,,,,,,,,,,,,,,,3,,,,,100,18,22,,16,,,,4000,,,,,,,Bristol Town,,
Rhode Island,2004,President,,3204,,,6,,,,,,,,,,,,,,,,,,6,,,,,74,14,11,,12,,,,3024,,,,,,,Burrillville Town,,
Rhode Island,2004,President,,2647,,,4,,,,,,,,,,,,,,,,,,3,,,,,21,14,2,,3,,,,807,,,,,,,Central Falls City,,
Rhode Island,2004,President,,2279,,,3,,,,,,,,,,,,,,,,,,3,,,,,51,18,10,,10,,,,1838,,,,,,,Charlestown Town,,
Rhode Island,2004,President,,8417,,,15,,,,,,,,,,,,,,,,,,15,,,,,175,38,30,,28,,,,7249,,,,,,,Coventry Town,,
Rhode Island,2004,President,,20331,,,21,,,,,,,,,,,,,,,,,,17,,,,,298,81,62,,53,,,,14471,,,,,,,Cranston City,,
Rhode Island,2004,President,,8753,,,4,,,,,,,,,,,,,,,,,,7,,,,,166,39,28,,31,,,,6874,,,,,,,Cumberland Town,,
Rhode Island,2004,President,,3289,,,2,,,,,,,,,,,,,,,,,,7,,,,,81,13,26,,27,,,,3690,,,,,,,East Greenwich Town,,
Rhode Island,2004,President,,13655,,,11,,,,,,,,,,,,,,,,,,14,,,,,209,52,32,,34,,,,6359,,,,,,,East Providence City,,
Rhode Island,2004,President,,1506,,,2,,,,,,,,,,,,,,,,,,2,,,,,43,13,6,,7,,,,1439,,,,,,,Exeter Town,,
Rhode Island,2004,President,,1224,,,1,,,,,,,,,,,,,,,,,,1,,,,,39,10,8,,10,,,,1121,,,,,,,Foster Town,,
Rhode Island,2004,President,,2425,,,5,,,,,,,,,,,,,,,,,,4,,,,,57,15,12,,13,,,,2357,,,,,,,Glocester Town,,
Rhode Island,2004,President,,1838,,,3,,,,,,,,,,,,,,,,,,1,,,,,68,14,19,,11,,,,1589,,,,,,,Hopkinton Town,,
Rhode Island,2004,President,,2133,,,0,,,,,,,,,,,,,,,,,,8,,,,,56,13,9,,11,,,,1372,,,,,,,Jamestown Town,,
Rhode Island,2004,President,,7870,,,10,,,,,,,,,,,,,,,,,,6,,,,,133,25,12,,16,,,,5848,,,,,,,Johnston Town,,
Rhode Island,2004,President,,5783,,,6,,,,,,,,,,,,,,,,,,7,,,,,101,37,10,,25,,,,4966,,,,,,,Lincoln Town,,
Rhode Island,2004,President,,1195,,,1,,,,,,,,,,,,,,,,,,1,,,,,37,6,11,,5,,,,1056,,,,,,,Little Compton Town,,
Rhode Island,2004,President,,4024,,,4,,,,,,,,,,,,,,,,,,10,,,,,82,17,16,,18,,,,3146,,,,,,,Middletown Town,,
Rhode Island,2004,President,,4921,,,2,,,,,,,,,,,,,,,,,,8,,,,,104,15,24,,14,,,,3444,,,,,,,Narragansett Town,,
Rhode Island,2004,President,,696,,,1,,,,,,,,,,,,,,,,,,1,,,,,24,9,0,,2,,,,338,,,,,,,New Shoreham Town,,
Rhode Island,2004,President,,6475,,,9,,,,,,,,,,,,,,,,,,6,,,,,116,33,22,,18,,,,3699,,,,,,,Newport City,,
Rhode Island,2004,President,,7430,,,8,,,,,,,,,,,,,,,,,,18,,,,,167,30,41,,46,,,,6536,,,,,,,North Kingstown Town,,
Rhode Island,2004,President,,9671,,,5,,,,,,,,,,,,,,,,,,14,,,,,147,24,19,,15,,,,5662,,,,,,,North Providence Town,,
Rhode Island,2004,President,,2961,,,1,,,,,,,,,,,,,,,,,,7,,,,,56,6,7,,5,,,,2716,,,,,,,North Smithfield Town,,
Rhode Island,2004,President,,15567,,,21,,,,,,,,,,,,,,,,,,28,,,,,233,67,49,,27,,,,6394,,,,,,,Pawtucket City,,
Rhode Island,2004,President,,4868,,,3,,,,,,,,,,,,,,,,,,4,,,,,84,30,22,,22,,,,4337,,,,,,,Portsmouth Town,,
Rhode Island,2004,President,,35917,,,42,,,,,,,,,,,,,,,,,,36,,,,,475,278,99,,86,,,,9787,,,,,,,Providence City,,
Rhode Island,2004,President,,1853,,,2,,,,,,,,,,,,,,,,,,1,,,,,55,14,12,,5,,,,1591,,,,,,,Richmond Town,,
Rhode Island,2004,President,,2510,,,4,,,,,,,,,,,,,,,,,,4,,,,,77,20,18,,14,,,,3001,,,,,,,Scituate Town,,
Rhode Island,2004,President,,4861,,,4,,,,,,,,,,,,,,,,,,4,,,,,97,20,23,,18,,,,4425,,,,,,,Smithfield Town,,
Rhode Island,2004,President,,8091,,,0,,,,,,,,,,,,,,,,,,13,,,,,149,70,42,,36,,,,4949,,,,,,,South Kingstown Town,,
Rhode Island,2004,President,,4297,,,3,,,,,,,,,,,,,,,,,,8,,,,,79,20,13,,15,,,,3012,,,,,,,Tiverton Town,,
Rhode Island,2004,President,,2881,,,3,,,,,,,,,,,,,,,,,,1,,,,,55,17,8,,7,,,,1835,,,,,,,Warren Town,,
Rhode Island,2004,President,,23164,,,14,,,,,,,,,,,,,,,,,,30,,,,,452,95,72,,97,,,,16640,,,,,,,Warwick City,,
Rhode Island,2004,President,,1300,,,1,,,,,,,,,,,,,,,,,,4,,,,,44,11,8,,4,,,,1466,,,,,,,West Greenwich Town,,
Rhode Island,2004,President,,6660,,,11,,,,,,,,,,,,,,,,,,6,,,,,108,32,23,,20,,,,4654,,,,,,,West Warwick Town,,
Rhode Island,2004,President,,6065,,,4,,,,,,,,,,,,,,,,,,13,,,,,139,34,18,,17,,,,4809,,,,,,,Westerly Town,,
Rhode Island,2004,President,,7432,,,6,,,,,,,,,,,,,,,,,,16,,,,,121,45,31,,15,,,,4525,,,,,,,Woonsocket City,,
Rhode Island,2008,President,,6075,,,,,,,,,,,,,,,,1,,,,,12,,78,,,,15,31,,27,,,,3666,,,,,,,Barrington Town,,
Rhode Island,2008,President,,6833,,,,,,,,,,,,,,,,5,,,,,13,,112,,,,11,25,,36,,,,3834,,,,,,,Bristol Town,,
Rhode Island,2008,President,,3730,,,,,,,,,,,,,,,,2,,,,,15,,104,,,,13,31,,36,,,,3160,,,,,,,Burrillville Town,,
Rhode Island,2008,President,,3191,,,,,,,,,,,,,,,,1,,,,,3,,28,,,,4,6,,7,,,,661,,,,,,,Central Falls City,,
Rhode Island,2008,President,,2670,,,,,,,,,,,,,,,,1,,,,,6,,57,,,,12,16,,21,,,,1693,,,,,,,Charlestown Town,,
Rhode Island,2008,President,,9622,,,,,,,,,,,,,,,,5,,,,,21,,214,,,,27,49,,84,,,,7367,,,,,,,Coventry Town,,
Rhode Island,2008,President,,22520,,,,,,,,,,,,,,,,2,,,,,33,,374,,,,52,100,,157,,,,13981,,,,,,,Cranston City,,
Rhode Island,2008,President,,9707,,,,,,,,,,,,,,,,6,,,,,29,,184,,,,22,42,,76,,,,6941,,,,,,,Cumberland Town,,
Rhode Island,2008,President,,3916,,,,,,,,,,,,,,,,1,,,,,7,,72,,,,7,31,,26,,,,3570,,,,,,,East Greenwich Town,,
Rhode Island,2008,President,,15380,,,,,,,,,,,,,,,,6,,,,,34,,249,,,,31,59,,92,,,,6216,,,,,,,East Providence City,,
Rhode Island,2008,President,,1763,,,,,,,,,,,,,,,,1,,,,,3,,40,,,,1,21,,10,,,,1447,,,,,,,Exeter Town,,
Rhode Island,2008,President,,1337,,,,,,,,,,,,,,,,1,,,,,6,,43,,,,8,15,,13,,,,1155,,,,,,,Foster Town,,
Rhode Island,2008,President,,2639,,,,,,,,,,,,,,,,3,,,,,12,,70,,,,7,25,,38,,,,2498,,,,,,,Glocester Town,,
Rhode Island,2008,President,,2247,,,,,,,,,,,,,,,,4,,,,,7,,66,,,,7,19,,22,,,,1691,,,,,,,Hopkinton Town,,
Rhode Island,2008,President,,2316,,,,,,,,,,,,,,,,1,,,,,6,,39,,,,9,14,,13,,,,1300,,,,,,,Jamestown Town,,
Rhode Island,2008,President,,7763,,,,,,,,,,,,,,,,5,,,,,18,,188,,,,27,41,,75,,,,6066,,,,,,,Johnston Town,,
Rhode Island,2008,President,,6264,,,,,,,,,,,,,,,,2,,,,,15,,121,,,,13,34,,44,,,,4831,,,,,,,Lincoln Town,,
Rhode Island,2008,President,,1327,,,,,,,,,,,,,,,,0,,,,,4,,22,,,,3,12,,9,,,,911,,,,,,,Little Compton Town,,
Rhode Island,2008,President,,4631,,,,,,,,,,,,,,,,2,,,,,12,,58,,,,15,21,,24,,,,2964,,,,,,,Middletown Town,,
Rhode Island,2008,President,,4983,,,,,,,,,,,,,,,,1,,,,,7,,78,,,,20,21,,31,,,,3170,,,,,,,Narragansett Town,,
Rhode Island,2008,President,,758,,,,,,,,,,,,,,,,1,,,,,2,,12,,,,0,2,,2,,,,285,,,,,,,New Shoreham Town,,
Rhode Island,2008,President,,6989,,,,,,,,,,,,,,,,2,,,,,16,,85,,,,24,26,,28,,,,3215,,,,,,,Newport City,,
Rhode Island,2008,President,,8562,,,,,,,,,,,,,,,,2,,,,,26,,136,,,,21,63,,67,,,,6285,,,,,,,North Kingstown Town,,
Rhode Island,2008,President,,9954,,,,,,,,,,,,,,,,1,,,,,18,,184,,,,16,30,,76,,,,5933,,,,,,,North Providence Town,,
Rhode Island,2008,President,,3290,,,,,,,,,,,,,,,,1,,,,,17,,68,,,,11,24,,29,,,,2839,,,,,,,North Smithfield Town,,
Rhode Island,2008,President,,18486,,,,,,,,,,,,,,,,9,,,,,39,,269,,,,47,61,,120,,,,6098,,,,,,,Pawtucket City,,
Rhode Island,2008,President,,5464,,,,,,,,,,,,,,,,2,,,,,12,,80,,,,19,27,,37,,,,4276,,,,,,,Portsmouth Town,,
Rhode Island,2008,President,,46276,,,,,,,,,,,,,,,,22,,,,,30,,362,,,,134,118,,145,,,,8548,,,,,,,Providence City,,
Rhode Island,2008,President,,2273,,,,,,,,,,,,,,,,1,,,,,7,,48,,,,10,17,,22,,,,1654,,,,,,,Richmond Town,,
Rhode Island,2008,President,,2763,,,,,,,,,,,,,,,,0,,,,,25,,83,,,,10,23,,36,,,,3025,,,,,,,Scituate Town,,
Rhode Island,2008,President,,5464,,,,,,,,,,,,,,,,3,,,,,18,,134,,,,19,32,,64,,,,4660,,,,,,,Smithfield Town,,
Rhode Island,2008,President,,9336,,,,,,,,,,,,,,,,2,,,,,14,,129,,,,32,69,,57,,,,4689,,,,,,,South Kingstown Town,,
Rhode Island,2008,President,,4752,,,,,,,,,,,,,,,,2,,,,,16,,82,,,,8,27,,44,,,,3051,,,,,,,Tiverton Town,,
Rhode Island,2008,President,,3254,,,,,,,,,,,,,,,,3,,,,,14,,44,,,,9,12,,35,,,,1760,,,,,,,Warren Town,,
Rhode Island,2008,President,,25802,,,,,,,,,,,,,,,,13,,,,,83,,477,,,,81,116,,214,,,,16541,,,,,,,Warwick City,,
Rhode Island,2008,President,,1591,,,,,,,,,,,,,,,,1,,,,,6,,37,,,,7,12,,22,,,,1567,,,,,,,West Greenwich Town,,
Rhode Island,2008,President,,7475,,,,,,,,,,,,,,,,3,,,,,28,,143,,,,17,34,,50,,,,4735,,,,,,,West Warwick Town,,
Rhode Island,2008,President,,6490,,,,,,,,,,,,,,,,0,,,,,17,,128,,,,14,40,,41,,,,4710,,,,,,,Westerly Town,,
Rhode Island,2008,President,,8678,,,,,,,,,,,,,,,,4,,,,,24,,131,,,,14,36,,69,,,,4398,,,,,,,Woonsocket City,,
Rhode Island,2012,President,,5557,,,,,,,6,,,,,,,,,3,,,,,6,,,,,,56,76,,16,,,,3836,,,,,,,Barrington Town,,
Rhode Island,2012,President,,6359,,,,,,,5,,,,,,,,,1,,,,,3,,,,,,51,105,,36,,,,3707,,,,,,,Bristol Town,,
Rhode Island,2012,President,,3666,,,,,,,9,,,,,,,,,0,,,,,11,,,,,,43,81,,35,,,,3044,,,,,,,Burrillville Town,,
Rhode Island,2012,President,,3410,,,,,,,3,,,,,,,,,0,,,,,1,,,,,,11,25,,9,,,,512,,,,,,,Central Falls City,,
Rhode Island,2012,President,,2445,,,,,,,5,,,,,,,,,1,,,,,2,,,,,,31,50,,27,,,,1616,,,,,,,Charlestown Town,,
Rhode Island,2012,President,,9122,,,,,,,19,,,,,,,,,3,,,,,22,,,,,,80,235,,56,,,,6969,,,,,,,Coventry Town,,
Rhode Island,2012,President,,21388,,,,,,,26,,,,,,,,,13,,,,,24,,,,,,155,264,,92,,,,13008,,,,,,,Cranston City,,
Rhode Island,2012,President,,9291,,,,,,,14,,,,,,,,,2,,,,,9,,,,,,59,151,,44,,,,7106,,,,,,,Cumberland Town,,
Rhode Island,2012,President,,3535,,,,,,,3,,,,,,,,,1,,,,,2,,,,,,38,58,,22,,,,3649,,,,,,,East Greenwich Town,,
Rhode Island,2012,President,,14095,,,,,,,13,,,,,,,,,6,,,,,26,,,,,,99,196,,66,,,,5752,,,,,,,East Providence City,,
Rhode Island,2012,President,,1743,,,,,,,4,,,,,,,,,0,,,,,6,,,,,,15,54,,18,,,,1541,,,,,,,Exeter Town,,
Rhode Island,2012,President,,1280,,,,,,,0,,,,,,,,,0,,,,,2,,,,,,24,36,,10,,,,1091,,,,,,,Foster Town,,
Rhode Island,2012,President,,2539,,,,,,,2,,,,,,,,,0,,,,,4,,,,,,22,49,,21,,,,2410,,,,,,,Glocester Town,,
Rhode Island,2012,President,,2164,,,,,,,6,,,,,,,,,1,,,,,13,,,,,,24,61,,17,,,,1602,,,,,,,Hopkinton Town,,
Rhode Island,2012,President,,2181,,,,,,,5,,,,,,,,,3,,,,,3,,,,,,32,38,,12,,,,1329,,,,,,,Jamestown Town,,
Rhode Island,2012,President,,7503,,,,,,,9,,,,,,,,,1,,,,,14,,,,,,42,105,,34,,,,5417,,,,,,,Johnston Town,,
Rhode Island,2012,President,,6028,,,,,,,9,,,,,,,,,0,,,,,8,,,,,,40,81,,32,,,,4866,,,,,,,Lincoln Town,,
Rhode Island,2012,President,,1214,,,,,,,4,,,,,,,,,0,,,,,2,,,,,,13,26,,5,,,,908,,,,,,,Little Compton Town,,
Rhode Island,2012,President,,4304,,,,,,,6,,,,,,,,,1,,,,,15,,,,,,22,72,,18,,,,2785,,,,,,,Middletown Town,,
Rhode Island,2012,President,,4339,,,,,,,13,,,,,,,,,1,,,,,7,,,,,,54,91,,28,,,,3223,,,,,,,Narragansett Town,,
Rhode Island,2012,President,,666,,,,,,,2,,,,,,,,,0,,,,,1,,,,,,8,15,,4,,,,276,,,,,,,New Shoreham Town,,
Rhode Island,2012,President,,6174,,,,,,,5,,,,,,,,,4,,,,,9,,,,,,42,94,,26,,,,2959,,,,,,,Newport City,,
Rhode Island,2012,President,,7847,,,,,,,13,,,,,,,,,6,,,,,20,,,,,,99,195,,50,,,,6451,,,,,,,North Kingstown Town,,
Rhode Island,2012,President,,9613,,,,,,,14,,,,,,,,,6,,,,,15,,,,,,56,144,,46,,,,5404,,,,,,,North Providence Town,,
Rhode Island,2012,President,,3050,,,,,,,8,,,,,,,,,3,,,,,1,,,,,,25,73,,25,,,,2852,,,,,,,North Smithfield Town,,
Rhode Island,2012,President,,18155,,,,,,,21,,,,,,,,,3,,,,,21,,,,,,93,204,,59,,,,5228,,,,,,,Pawtucket City,,
Rhode Island,2012,President,,5017,,,,,,,9,,,,,,,,,3,,,,,14,,,,,,47,80,,28,,,,4165,,,,,,,Portsmouth Town,,
Rhode Island,2012,President,,43617,,,,,,,55,,,,,,,,,28,,,,,36,,,,,,436,366,,117,,,,7282,,,,,,,Providence City,,
Rhode Island,2012,President,,2002,,,,,,,4,,,,,,,,,3,,,,,6,,,,,,29,73,,14,,,,1555,,,,,,,Richmond Town,,
Rhode Island,2012,President,,2607,,,,,,,6,,,,,,,,,3,,,,,7,,,,,,31,56,,32,,,,3018,,,,,,,Scituate Town,,
Rhode Island,2012,President,,5293,,,,,,,11,,,,,,,,,2,,,,,9,,,,,,44,101,,22,,,,4681,,,,,,,Smithfield Town,,
Rhode Island,2012,President,,8611,,,,,,,12,,,,,,,,,5,,,,,8,,,,,,115,179,,48,,,,4720,,,,,,,South Kingstown Town,,
Rhode Island,2012,President,,4573,,,,,,,8,,,,,,,,,2,,,,,8,,,,,,34,70,,27,,,,3056,,,,,,,Tiverton Town,,
Rhode Island,2012,President,,3058,,,,,,,5,,,,,,,,,2,,,,,3,,,,,,37,47,,13,,,,1688,,,,,,,Warren Town,,
Rhode Island,2012,President,,24448,,,,,,,46,,,,,,,,,10,,,,,50,,,,,,215,452,,132,,,,15027,,,,,,,Warwick City,,
Rhode Island,2012,President,,1503,,,,,,,4,,,,,,,,,1,,,,,8,,,,,,10,35,,11,,,,1590,,,,,,,West Greenwich Town,,
Rhode Island,2012,President,,6956,,,,,,,12,,,,,,,,,4,,,,,11,,,,,,73,128,,51,,,,4332,,,,,,,West Warwick Town,,
Rhode Island,2012,President,,6071,,,,,,,9,,,,,,,,,5,,,,,10,,,,,,53,79,,31,,,,4382,,,,,,,Westerly Town,,
Rhode Island,2012,President,,7985,,,,,,,10,,,,,,,,,4,,,,,12,,,,,,61,137,,46,,,,4114,,,,,,,Woonsocket City,,
Rhode Island,2016,President,,6153,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,2,6,,1,,,,2898,,,,,,,Barrington Town,,
Rhode Island,2016,President,,5771,,,,,,,,11,,,,,,,,,,,,,,,,,,,110,428,,202,43,0,1,4080,,,,,,,Bristol Town,,
Rhode Island,2016,President,,2558,,,,,,,,13,,,,,,,,,,,,,,,,,,,134,295,,222,16,0,1,4139,,,,,,,Burrillville Town,,
Rhode Island,2016,President,,3394,,,,,,,,14,,,,,,,,,,,,,,,,,,,109,86,,149,6,0,0,657,,,,,,,Central Falls City,,
Rhode Island,2016,President,,2207,,,,,,,,3,,,,,,,,,,,,,,,,,,,40,183,,54,2,0,0,1906,,,,,,,Charlestown Town,,
Rhode Island,2016,President,,7032,,,,,,,,5,,,,,,,,,,,,,,,,,,,56,669,,79,7,0,0,9199,,,,,,,Coventry Town,,
Rhode Island,2016,President,,18763,,,,,,,,38,,,,,,,,,,,,,,,,,,,215,922,,329,26,2,4,15934,,,,,,,Cranston City,,
Rhode Island,2016,President,,8655,,,,,,,,54,,,,,,,,,,,,,,,,,,,445,618,,625,46,1,6,7444,,,,,,,Cumberland Town,,
Rhode Island,2016,President,,4019,,,,,,,,23,,,,,,,,,,,,,,,,,,,180,283,,295,20,0,2,3122,,,,,,,East Greenwich Town,,
Rhode Island,2016,President,,11904,,,,,,,,8,,,,,,,,,,,,,,,,,,,59,631,,184,13,1,0,7134,,,,,,,East Providence City,,
Rhode Island,2016,President,,1471,,,,,,,,30,,,,,,,,,,,,,,,,,,,263,144,,418,28,0,2,1820,,,,,,,Exeter Town,,
Rhode Island,2016,President,,967,,,,,,,,9,,,,,,,,,,,,,,,,,,,56,99,,72,13,1,0,1374,,,,,,,Foster Town,,
Rhode Island,2016,President,,1977,,,,,,,,3,,,,,,,,,,,,,,,,,,,36,179,,53,2,0,0,2914,,,,,,,Glocester Town,,
Rhode Island,2016,President,,1766,,,,,,,,5,,,,,,,,,,,,,,,,,,,90,161,,86,10,1,1,2135,,,,,,,Hopkinton Town,,
Rhode Island,2016,President,,2172,,,,,,,,7,,,,,,,,,,,,,,,,,,,63,119,,89,4,1,0,1148,,,,,,,Jamestown Town,,
Rhode Island,2016,President,,5652,,,,,,,,6,,,,,,,,,,,,,,,,,,,46,315,,64,6,0,2,7563,,,,,,,Johnston Town,,
Rhode Island,2016,President,,5279,,,,,,,,25,,,,,,,,,,,,,,,,,,,119,362,,165,5,0,0,5410,,,,,,,Lincoln Town,,
Rhode Island,2016,President,,1165,,,,,,,,14,,,,,,,,,,,,,,,,,,,138,105,,193,9,2,1,821,,,,,,,Little Compton Town,,
Rhode Island,2016,President,,4248,,,,,,,,6,,,,,,,,,,,,,,,,,,,40,281,,44,3,2,0,2745,,,,,,,Middletown Town,,
Rhode Island,2016,President,,4214,,,,,,,,11,,,,,,,,,,,,,,,,,,,112,275,,146,10,4,0,3292,,,,,,,Narragansett Town,,
Rhode Island,2016,President,,609,,,,,,,,12,,,,,,,,,,,,,,,,,,,100,19,,168,16,0,0,214,,,,,,,New Shoreham Town,,
Rhode Island,2016,President,,6287,,,,,,,,0,,,,,,,,,,,,,,,,,,,16,332,,30,3,0,0,2644,,,,,,,Newport City,,
Rhode Island,2016,President,,7793,,,,,,,,14,,,,,,,,,,,,,,,,,,,144,660,,208,26,2,1,6147,,,,,,,North Kingstown Town,,
Rhode Island,2016,President,,7760,,,,,,,,16,,,,,,,,,,,,,,,,,,,238,380,,359,41,0,2,6936,,,,,,,North Providence Town,,
Rhode Island,2016,President,,2570,,,,,,,,28,,,,,,,,,,,,,,,,,,,162,226,,218,22,5,0,3242,,,,,,,North Smithfield Town,,
Rhode Island,2016,President,,15574,,,,,,,,10,,,,,,,,,,,,,,,,,,,75,533,,115,12,1,0,6221,,,,,,,Pawtucket City,,
Rhode Island,2016,President,,4945,,,,,,,,36,,,,,,,,,,,,,,,,,,,268,405,,341,26,1,1,3922,,,,,,,Portsmouth Town,,
Rhode Island,2016,President,,45053,,,,,,,,9,,,,,,,,,,,,,,,,,,,128,1094,,228,18,3,0,7682,,,,,,,Providence City,,
Rhode Island,2016,President,,1713,,,,,,,,71,,,,,,,,,,,,,,,,,,,863,185,,778,94,3,1,2058,,,,,,,Richmond Town,,
Rhode Island,2016,President,,2045,,,,,,,,8,,,,,,,,,,,,,,,,,,,58,208,,92,13,0,0,3536,,,,,,,Scituate Town,,
Rhode Island,2016,President,,4402,,,,,,,,11,,,,,,,,,,,,,,,,,,,77,377,,123,5,0,0,5254,,,,,,,Smithfield Town,,
Rhode Island,2016,President,,8677,,,,,,,,15,,,,,,,,,,,,,,,,,,,118,568,,199,13,0,0,4627,,,,,,,South Kingstown Town,,
Rhode Island,2016,President,,4034,,,,,,,,20,,,,,,,,,,,,,,,,,,,331,287,,353,39,2,0,3797,,,,,,,Tiverton Town,,
Rhode Island,2016,President,,2685,,,,,,,,6,,,,,,,,,,,,,,,,,,,120,175,,164,13,2,0,1987,,,,,,,Warren Town,,
Rhode Island,2016,President,,20038,,,,,,,,10,,,,,,,,,,,,,,,,,,,73,1466,,109,11,2,0,18338,,,,,,,Warwick City,,
Rhode Island,2016,President,,1159,,,,,,,,61,,,,,,,,,,,,,,,,,,,581,150,,870,77,9,0,1953,,,,,,,West Greenwich Town,,
Rhode Island,2016,President,,5540,,,,,,,,8,,,,,,,,,,,,,,,,,,,40,375,,60,4,0,0,5724,,,,,,,West Warwick Town,,
Rhode Island,2016,President,,5291,,,,,,,,17,,,,,,,,,,,,,,,,,,,154,348,,220,4,0,2,5031,,,,,,,Westerly Town,,
Rhode Island,2016,President,,6346,,,,,,,,12,,,,,,,,,,,,,,,,,,,144,447,,272,46,1,1,5442,,,,,,,Woonsocket City,,
Rhode Island,,President,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,202,,,223,7,0,2,,,,,,,,,,
