State,Year,Office,County,D#,R%,GB#,Wor.#,CL#,ST#,Cit.#,Justice#,Delta#,PF#,Proh.#,Pop.#,ND#,Comm.#,SL#,Prog.#,S&L#,S#,SW#,U#,UL#,AI#,IND#,I1#,I2#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,R#,I#,W/I#,CM#,Mod.#,Comp.#,Year / Office,Town,I3#,I4#
Rhode Island,1980,President,,2504,,,2,,,,,,,,,,5,,,,6,2,,,,,1101,,,,,50,,,,,,2190,,,,,,,Narragansett Town,,
Rhode Island,1980,President,,290,,,0,,,,,,,,,,0,,,,0,0,,,,,164,,,,,4,,,,,,280,,,,,,,New Shoreham Town,,
Rhode Island,1980,President,,5072,,,1,,,,,,,,,,1,,,,5,4,,,,,2235,,,,,119,,,,,,4449,,,,,,,Newport City,,
Rhode Island,1980,President,,3541,,,0,,,,,,,,,,4,,,,3,2,,,,,1869,,,,,77,,,,,,4412,,,,,,,North Kingstown Town,,
Rhode Island,1980,President,,7855,,,1,,,,,,,,,,8,,,,9,1,,,,,1893,,,,,60,,,,,,5281,,,,,,,North Providence Town,,
Rhode Island,1980,President,,2092,,,1,,,,,,,,,,1,,,,0,1,,,,,756,,,,,19,,,,,,2310,,,,,,,North Smithfield Town,,
Rhode Island,1980,President,,14455,,,7,,,,,,,,,,15,,,,8,5,,,,,3644,,,,,168,,,,,,8402,,,,,,,Pawtucket City,,
Rhode Island,1980,President,,2547,,,2,,,,,,,,,,1,,,,0,0,,,,,978,,,,,39,,,,,,3012,,,,,,,Portsmouth Town,,
Rhode Island,1980,President,,36249,,,16,,,,,,,,,,67,,,,43,22,,,,,7932,,,,,349,,,,,,16689,,,,,,,Providence City,,
Rhode Island,1980,President,,679,,,0,,,,,,,,,,0,,,,0,0,,,,,261,,,,,16,,,,,,703,,,,,,,Richmond Town,,
Rhode Island,1980,President,,1373,,,1,,,,,,,,,,1,,,,0,0,,,,,702,,,,,29,,,,,,2269,,,,,,,Scituate Town,,
Rhode Island,1980,President,,3240,,,1,,,,,,,,,,1,,,,2,0,,,,,1116,,,,,38,,,,,,3034,,,,,,,Smithfield Town,,
Rhode Island,1980,President,,3222,,,0,,,,,,,,,,3,,,,6,13,,,,,1563,,,,,52,,,,,,3000,,,,,,,South Kingstown Town,,
Rhode Island,1980,President,,2651,,,0,,,,,,,,,,2,,,,5,0,,,,,679,,,,,43,,,,,,2571,,,,,,,Tiverton Town,,
Rhode Island,1980,President,,2400,,,1,,,,,,,,,,4,,,,0,1,,,,,547,,,,,21,,,,,,1666,,,,,,,Warren Town,,
Rhode Island,1980,President,,18424,,,12,,,,,,,,,,20,,,,15,6,,,,,6498,,,,,229,,,,,,15890,,,,,,,Warwick City,,
Rhode Island,1980,President,,597,,,0,,,,,,,,,,0,,,,0,0,,,,,161,,,,,13,,,,,,702,,,,,,,West Greenwich Town,,
Rhode Island,1980,President,,5803,,,2,,,,,,,,,,2,,,,3,1,,,,,1407,,,,,76,,,,,,4301,,,,,,,West Warwick Town,,
Rhode Island,1980,President,,3719,,,1,,,,,,,,,,4,,,,2,0,,,,,1175,,,,,43,,,,,,3418,,,,,,,Westerly Town,,
Rhode Island,1980,President,,9524,,,10,,,,,,,,,,6,,,,3,5,,,,,1979,,,,,99,,,,,,6258,,,,,,,Woonsocket City,,
Rhode Island,1984,President,,3415,,,1,,,6,,,,,,,1,,,,,2,,,6,,,,,,,11,1,,,,,5179,,,,,,,Barrington Town,,
Rhode Island,1984,President,,3791,,,1,,,4,,,,,,,1,,,,,2,,,10,,,,,,,6,2,,,,,4062,,,,,,,Bristol Town,,
Rhode Island,1984,President,,1988,,,1,,,1,,,,,,,0,,,,,0,,,6,,,,,,,1,0,,,,,2945,,,,,,,Burrillville Town,,
Rhode Island,1984,President,,3030,,,5,,,2,,,,,,,0,,,,,0,,,8,,,,,,,3,0,,,,,2441,,,,,,,Central Falls City,,
Rhode Island,1984,President,,894,,,0,,,3,,,,,,,2,,,,,0,,,2,,,,,,,1,0,,,,,1579,,,,,,,Charlestown Town,,
Rhode Island,1984,President,,4735,,,2,,,7,,,,,,,1,,,,,5,,,11,,,,,,,10,1,,,,,7475,,,,,,,Coventry Town,,
Rhode Island,1984,President,,17742,,,9,,,24,,,,,,,10,,,,,3,,,28,,,,,,,15,3,,,,,19517,,,,,,,Cranston City,,
Rhode Island,1984,President,,5330,,,6,,,2,,,,,,,2,,,,,1,,,15,,,,,,,4,1,,,,,7854,,,,,,,Cumberland Town,,
Rhode Island,1984,President,,1904,,,1,,,2,,,,,,,0,,,,,0,,,2,,,,,,,4,0,,,,,3588,,,,,,,East Greenwich Town,,
Rhode Island,1984,President,,11064,,,4,,,9,,,,,,,1,,,,,3,,,28,,,,,,,14,2,,,,,10322,,,,,,,East Providence City,,
Rhode Island,1984,President,,681,,,0,,,1,,,,,,,0,,,,,0,,,4,,,,,,,1,0,,,,,1159,,,,,,,Exeter Town,,
Rhode Island,1984,President,,639,,,0,,,1,,,,,,,0,,,,,0,,,3,,,,,,,2,0,,,,,967,,,,,,,Foster Town,,
Rhode Island,1984,President,,1350,,,0,,,1,,,,,,,0,,,,,1,,,8,,,,,,,2,0,,,,,2121,,,,,,,Glocester Town,,
Rhode Island,1984,President,,887,,,0,,,1,,,,,,,0,,,,,1,,,3,,,,,,,1,0,,,,,1745,,,,,,,Hopkinton Town,,
Rhode Island,1984,President,,1174,,,0,,,1,,,,,,,0,,,,,1,,,3,,,,,,,5,0,,,,,1398,,,,,,,Jamestown Town,,
Rhode Island,1984,President,,6164,,,5,,,9,,,,,,,2,,,,,1,,,12,,,,,,,9,1,,,,,6121,,,,,,,Johnston Town,,
Rhode Island,1984,President,,3612,,,0,,,7,,,,,,,0,,,,,1,,,11,,,,,,,5,2,,,,,5527,,,,,,,Lincoln Town,,
Rhode Island,1984,President,,674,,,0,,,0,,,,,,,1,,,,,0,,,8,,,,,,,7,0,,,,,1085,,,,,,,Little Compton Town,,
Rhode Island,1984,President,,2353,,,2,,,1,,,,,,,1,,,,,0,,,9,,,,,,,6,0,,,,,3841,,,,,,,Middletown Town,,
Rhode Island,1984,President,,2769,,,1,,,4,,,,,,,1,,,,,0,,,9,,,,,,,8,0,,,,,3098,,,,,,,Narragansett Town,,
Rhode Island,1984,President,,332,,,1,,,0,,,,,,,3,,,,,1,,,1,,,,,,,1,0,,,,,346,,,,,,,New Shoreham Town,,
Rhode Island,1984,President,,4894,,,2,,,4,,,,,,,1,,,,,0,,,11,,,,,,,10,1,,,,,5806,,,,,,,Newport City,,
Rhode Island,1984,President,,3882,,,5,,,2,,,,,,,2,,,,,0,,,13,,,,,,,13,2,,,,,6353,,,,,,,North Kingstown Town,,
Rhode Island,1984,President,,8692,,,3,,,5,,,,,,,3,,,,,1,,,23,,,,,,,6,1,,,,,7219,,,,,,,North Providence Town,,
Rhode Island,1984,President,,1920,,,1,,,0,,,,,,,0,,,,,0,,,10,,,,,,,0,1,,,,,3144,,,,,,,North Smithfield Town,,
Rhode Island,1984,President,,14109,,,11,,,16,,,,,,,5,,,,,10,,,36,,,,,,,15,3,,,,,12460,,,,,,,Pawtucket City,,
Rhode Island,1984,President,,2566,,,0,,,2,,,,,,,1,,,,,1,,,10,,,,,,,8,3,,,,,4195,,,,,,,Portsmouth Town,,
Rhode Island,1984,President,,35751,,,7,,,46,,,,,,,15,,,,,16,,,70,,,,,,,51,13,,,,,19748,,,,,,,Providence City,,
Rhode Island,1984,President,,806,,,1,,,1,,,,,,,2,,,,,0,,,0,,,,,,,3,0,,,,,1126,,,,,,,Richmond Town,,
Rhode Island,1984,President,,1444,,,0,,,0,,,,,,,1,,,,,0,,,14,,,,,,,6,0,,,,,2926,,,,,,,Scituate Town,,
Rhode Island,1984,President,,3244,,,3,,,3,,,,,,,1,,,,,1,,,13,,,,,,,5,2,,,,,4375,,,,,,,Smithfield Town,,
Rhode Island,1984,President,,3923,,,2,,,13,,,,,,,2,,,,,3,,,10,,,,,,,6,1,,,,,4205,,,,,,,South Kingstown Town,,
Rhode Island,1984,President,,2805,,,0,,,2,,,,,,,1,,,,,0,,,10,,,,,,,2,0,,,,,3304,,,,,,,Tiverton Town,,
Rhode Island,1984,President,,2180,,,1,,,2,,,,,,,0,,,,,1,,,4,,,,,,,1,0,,,,,2394,,,,,,,Warren Town,,
Rhode Island,1984,President,,19278,,,5,,,45,,,,,,,7,,,,,4,,,46,,,,,,,21,5,,,,,22276,,,,,,,Warwick City,,
Rhode Island,1984,President,,543,,,0,,,2,,,,,,,0,,,,,0,,,0,,,,,,,3,0,,,,,1059,,,,,,,West Greenwich Town,,
Rhode Island,1984,President,,4892,,,1,,,6,,,,,,,4,,,,,0,,,14,,,,,,,5,0,,,,,6029,,,,,,,West Warwick Town,,
Rhode Island,1984,President,,3619,,,3,,,1,,,,,,,2,,,,,1,,,8,,,,,,,1,0,,,,,4754,,,,,,,Westerly Town,,
Rhode Island,1984,President,,8030,,,7,,,4,,,,,,,2,,,,,1,,,31,,,,,,,5,4,,,,,8337,,,,,,,Woonsocket City,,
Rhode Island,1988,President,,3909,,,,,,,,,3,,2,,,,,,0,2,,,,,,,,,,21,3,,,,,4968,,,,,,,Barrington Town,,
Rhode Island,1988,President,,4746,,,,,,,,,7,,3,,,,,,1,1,,,,,,,,,,23,4,,,,,3538,,,,,,,Bristol Town,,
Rhode Island,1988,President,,2681,,,,,,,,,1,,6,,,,,,1,3,,,,,,,,,,10,0,,,,,2479,,,,,,,Burrillville Town,,
Rhode Island,1988,President,,2964,,,,,,,,,1,,0,,,,,,0,2,,,,,,,,,,11,4,,,,,1493,,,,,,,Central Falls City,,
Rhode Island,1988,President,,1284,,,,,,,,,3,,0,,,,,,1,0,,,,,,,,,,10,0,,,,,1325,,,,,,,Charlestown Town,,
Rhode Island,1988,President,,6362,,,,,,,,,7,,6,,,,,,2,5,,,,,,,,,,22,4,,,,,6348,,,,,,,Coventry Town,,
Rhode Island,1988,President,,19711,,,,,,,,,12,,5,,,,,,8,13,,,,,,,,,,70,20,,,,,17129,,,,,,,Cranston City,,
Rhode Island,1988,President,,6854,,,,,,,,,2,,2,,,,,,2,3,,,,,,,,,,24,5,,,,,6281,,,,,,,Cumberland Town,,
Rhode Island,1988,President,,2386,,,,,,,,,0,,2,,,,,,1,0,,,,,,,,,,12,7,,,,,3637,,,,,,,East Greenwich Town,,
Rhode Island,1988,President,,11948,,,,,,,,,10,,10,,,,,,4,4,,,,,,,,,,48,13,,,,,8181,,,,,,,East Providence City,,
Rhode Island,1988,President,,972,,,,,,,,,1,,0,,,,,,1,0,,,,,,,,,,3,3,,,,,1095,,,,,,,Exeter Town,,
Rhode Island,1988,President,,888,,,,,,,,,2,,0,,,,,,0,1,,,,,,,,,,4,0,,,,,862,,,,,,,Foster Town,,
Rhode Island,1988,President,,1774,,,,,,,,,5,,1,,,,,,2,1,,,,,,,,,,12,0,,,,,1881,,,,,,,Glocester Town,,
Rhode Island,1988,President,,1227,,,,,,,,,2,,2,,,,,,0,1,,,,,,,,,,3,0,,,,,1405,,,,,,,Hopkinton Town,,
Rhode Island,1988,President,,1448,,,,,,,,,1,,2,,,,,,0,0,,,,,,,,,,9,1,,,,,1304,,,,,,,Jamestown Town,,
Rhode Island,1988,President,,6769,,,,,,,,,3,,2,,,,,,1,5,,,,,,,,,,20,3,,,,,5391,,,,,,,Johnston Town,,
Rhode Island,1988,President,,4269,,,,,,,,,4,,1,,,,,,4,3,,,,,,,,,,21,5,,,,,4527,,,,,,,Lincoln Town,,
Rhode Island,1988,President,,843,,,,,,,,,0,,1,,,,,,0,0,,,,,,,,,,5,0,,,,,989,,,,,,,Little Compton Town,,
Rhode Island,1988,President,,2936,,,,,,,,,4,,8,,,,,,0,1,,,,,,,,,,15,2,,,,,3173,,,,,,,Middletown Town,,
Rhode Island,1988,President,,3513,,,,,,,,,2,,4,,,,,,2,0,,,,,,,,,,19,6,,,,,2936,,,,,,,Narragansett Town,,
Rhode Island,1988,President,,447,,,,,,,,,0,,0,,,,,,1,0,,,,,,,,,,4,1,,,,,361,,,,,,,New Shoreham Town,,
Rhode Island,1988,President,,5567,,,,,,,,,3,,3,,,,,,2,3,,,,,,,,,,27,1,,,,,4493,,,,,,,Newport City,,
Rhode Island,1988,President,,5146,,,,,,,,,6,,2,,,,,,0,3,,,,,,,,,,25,10,,,,,5848,,,,,,,North Kingstown Town,,
Rhode Island,1988,President,,9410,,,,,,,,,7,,4,,,,,,4,6,,,,,,,,,,19,4,,,,,6666,,,,,,,North Providence Town,,
Rhode Island,1988,President,,2513,,,,,,,,,3,,3,,,,,,1,1,,,,,,,,,,3,1,,,,,2557,,,,,,,North Smithfield Town,,
Rhode Island,1988,President,,15985,,,,,,,,,12,,12,,,,,,5,6,,,,,,,,,,50,13,,,,,9359,,,,,,,Pawtucket City,,
Rhode Island,1988,President,,3469,,,,,,,,,4,,3,,,,,,2,7,,,,,,,,,,20,0,,,,,3911,,,,,,,Portsmouth Town,,
Rhode Island,1988,President,,34806,,,,,,,,,24,,17,,,,,,24,22,,,,,,,,,,106,109,,,,,15310,,,,,,,Providence City,,
Rhode Island,1988,President,,1174,,,,,,,,,2,,1,,,,,,0,1,,,,,,,,,,3,0,,,,,1034,,,,,,,Richmond Town,,
Rhode Island,1988,President,,1834,,,,,,,,,4,,12,,,,,,1,2,,,,,,,,,,10,4,,,,,2737,,,,,,,Scituate Town,,
Rhode Island,1988,President,,4163,,,,,,,,,9,,2,,,,,,4,2,,,,,,,,,,22,2,,,,,3955,,,,,,,Smithfield Town,,
Rhode Island,1988,President,,4778,,,,,,,,,8,,4,,,,,,7,5,,,,,,,,,,15,12,,,,,3790,,,,,,,South Kingstown Town,,
Rhode Island,1988,President,,3334,,,,,,,,,1,,1,,,,,,0,4,,,,,,,,,,12,2,,,,,3053,,,,,,,Tiverton Town,,
Rhode Island,1988,President,,2513,,,,,,,,,3,,3,,,,,,0,2,,,,,,,,,,6,5,,,,,2120,,,,,,,Warren Town,,
Rhode Island,1988,President,,21662,,,,,,,,,22,,15,,,,,,6,12,,,,,,,,,,77,17,,,,,18052,,,,,,,Warwick City,,
Rhode Island,1988,President,,697,,,,,,,,,1,,1,,,,,,0,0,,,,,,,,,,4,0,,,,,989,,,,,,,West Greenwich Town,,
Rhode Island,1988,President,,6114,,,,,,,,,8,,3,,,,,,3,4,,,,,,,,,,22,3,,,,,5288,,,,,,,West Warwick Town,,
Rhode Island,1988,President,,4669,,,,,,,,,1,,4,,,,,,1,2,,,,,,,,,,12,9,,,,,3856,,,,,,,Westerly Town,,
Rhode Island,1988,President,,9358,,,,,,,,,7,,12,,,,,,5,3,,,,,,,,,,26,7,,,,,5440,,,,,,,Woonsocket City,,
Rhode Island,1992,President,,3968,,,,,,,,,,,,,,,,,,,,,3,,1689,7,3,,,16,33,,,,,3846,,,,,,,Barrington Town,,
Rhode Island,1992,President,,5018,,,,,,,,,,,,,,,,,,,,,2,,2178,11,5,,,10,26,,,,,2818,,,,,,,Bristol Town,,
Rhode Island,1992,President,,2454,,,,,,,,,,,,,,,,,,,,,1,,2018,7,11,,,9,43,,,,,1880,,,,,,,Burrillville Town,,
Rhode Island,1992,President,,2269,,,,,,,,,,,,,,,,,,,,,2,,831,9,3,,,3,14,,,,,955,,,,,,,Central Falls City,,
Rhode Island,1992,President,,1249,,,,,,,,,,,,,,,,,,,,,0,,839,5,4,,,2,21,,,,,1063,,,,,,,Charlestown Town,,
Rhode Island,1992,President,,6086,,,,,,,,,,,,,,,,,,,,,8,,4415,13,9,,,10,73,,,,,4466,,,,,,,Coventry Town,,
Rhode Island,1992,President,,18589,,,,,,,,,,,,,,,,,,,,,13,,8331,38,18,,,33,134,,,,,12450,,,,,,,Cranston City,,
Rhode Island,1992,President,,6406,,,,,,,,,,,,,,,,,,,,,4,,3971,16,3,,,17,59,,,,,4869,,,,,,,Cumberland Town,,
Rhode Island,1992,President,,2400,,,,,,,,,,,,,,,,,,,,,1,,1489,1,2,,,5,26,,,,,2838,,,,,,,East Greenwich Town,,
Rhode Island,1992,President,,11701,,,,,,,,,,,,,,,,,,,,,9,,4661,26,9,,,27,85,,,,,5843,,,,,,,East Providence City,,
Rhode Island,1992,President,,1004,,,,,,,,,,,,,,,,,,,,,1,,824,1,2,,,3,17,,,,,842,,,,,,,Exeter Town,,
Rhode Island,1992,President,,848,,,,,,,,,,,,,,,,,,,,,2,,648,1,0,,,7,5,,,,,627,,,,,,,Foster Town,,
Rhode Island,1992,President,,1699,,,,,,,,,,,,,,,,,,,,,4,,1420,4,1,,,3,31,,,,,1451,,,,,,,Glocester Town,,
Rhode Island,1992,President,,1186,,,,,,,,,,,,,,,,,,,,,1,,1055,7,3,,,7,26,,,,,1000,,,,,,,Hopkinton Town,,
Rhode Island,1992,President,,1432,,,,,,,,,,,,,,,,,,,,,2,,635,0,2,,,7,19,,,,,900,,,,,,,Jamestown Town,,
Rhode Island,1992,President,,6655,,,,,,,,,,,,,,,,,,,,,6,,3538,27,7,,,10,67,,,,,4230,,,,,,,Johnston Town,,
Rhode Island,1992,President,,4158,,,,,,,,,,,,,,,,,,,,,4,,2518,9,6,,,12,43,,,,,3361,,,,,,,Lincoln Town,,
Rhode Island,1992,President,,835,,,,,,,,,,,,,,,,,,,,,0,,567,1,4,,,4,19,,,,,704,,,,,,,Little Compton Town,,
Rhode Island,1992,President,,3147,,,,,,,,,,,,,,,,,,,,,3,,1672,4,3,,,10,36,,,,,2452,,,,,,,Middletown Town,,
Rhode Island,1992,President,,3606,,,,,,,,,,,,,,,,,,,,,6,,1690,1,1,,,7,22,,,,,2309,,,,,,,Narragansett Town,,
Rhode Island,1992,President,,414,,,,,,,,,,,,,,,,,,,,,0,,210,0,0,,,5,0,,,,,186,,,,,,,New Shoreham Town,,
Rhode Island,1992,President,,5363,,,,,,,,,,,,,,,,,,,,,3,,2278,5,7,,,17,33,,,,,3412,,,,,,,Newport City,,
Rhode Island,1992,President,,5070,,,,,,,,,,,,,,,,,,,,,7,,2929,11,9,,,15,63,,,,,4199,,,,,,,North Kingstown Town,,
Rhode Island,1992,President,,9111,,,,,,,,,,,,,,,,,,,,,11,,4310,21,14,,,20,62,,,,,5108,,,,,,,North Providence Town,,
Rhode Island,1992,President,,2187,,,,,,,,,,,,,,,,,,,,,1,,1626,7,0,,,8,32,,,,,1886,,,,,,,North Smithfield Town,,
Rhode Island,1992,President,,14177,,,,,,,,,,,,,,,,,,,,,23,,6244,39,22,,,37,98,,,,,6322,,,,,,,Pawtucket City,,
Rhode Island,1992,President,,3528,,,,,,,,,,,,,,,,,,,,,3,,2193,5,2,,,13,47,,,,,2921,,,,,,,Portsmouth Town,,
Rhode Island,1992,President,,32536,,,,,,,,,,,,,,,,,,,,,35,,7816,81,47,,,98,156,,,,,11519,,,,,,,Providence City,,
Rhode Island,1992,President,,1199,,,,,,,,,,,,,,,,,,,,,0,,952,3,2,,,7,15,,,,,737,,,,,,,Richmond Town,,
Rhode Island,1992,President,,1759,,,,,,,,,,,,,,,,,,,,,6,,1493,22,4,,,10,26,,,,,1996,,,,,,,Scituate Town,,
Rhode Island,1992,President,,4155,,,,,,,,,,,,,,,,,,,,,5,,2460,3,4,,,12,48,,,,,3086,,,,,,,Smithfield Town,,
Rhode Island,1992,President,,4988,,,,,,,,,,,,,,,,,,,,,1,,2241,5,7,,,19,50,,,,,2940,,,,,,,South Kingstown Town,,
Rhode Island,1992,President,,3279,,,,,,,,,,,,,,,,,,,,,5,,2021,7,2,,,6,39,,,,,1997,,,,,,,Tiverton Town,,
Rhode Island,1992,President,,2428,,,,,,,,,,,,,,,,,,,,,1,,1265,7,3,,,5,25,,,,,1544,,,,,,,Warren Town,,
Rhode Island,1992,President,,20504,,,,,,,,,,,,,,,,,,,,,21,,10526,36,18,,,52,187,,,,,13348,,,,,,,Warwick City,,
Rhode Island,1992,President,,810,,,,,,,,,,,,,,,,,,,,,3,,744,1,4,,,2,12,,,,,773,,,,,,,West Greenwich Town,,
Rhode Island,1992,President,,6134,,,,,,,,,,,,,,,,,,,,,6,,3516,11,7,,,13,63,,,,,3792,,,,,,,West Warwick Town,,
Rhode Island,1992,President,,4293,,,,,,,,,,,,,,,,,,,,,2,,2542,16,6,,,13,49,,,,,2935,,,,,,,Westerly Town,,
Rhode Island,1992,President,,6654,,,,,,,,,,,,,,,,,,,,,10,,4690,26,8,,,17,74,,,,,3996,,,,,,,Woonsocket City,,
Rhode Island,1996,President,,4026,,,2,,,,,,,,,,,,,,,,,,15,,,,14,635,126,30,,,,,,3518,,,,,,,Barrington Town,,
Rhode Island,1996,President,,5474,,,1,,,,,,,,,,,,,,,,,,27,,,,9,843,100,23,,,,,,2293,,,,,,,Bristol Town,,
Rhode Island,1996,President,,2970,,,2,,,,,,,,,,,,,,,,,,18,,,,10,923,52,15,,,,,,1420,,,,,,,Burrillville Town,,
Rhode Island,1996,President,,2727,,,1,,,,,,,,,,,,,,,,,,3,,,,9,293,27,7,,,,,,486,,,,,,,Central Falls City,,
Rhode Island,1996,President,,1479,,,1,,,,,,,,,,,,,,,,,,10,,,,8,393,69,6,,,,,,1071,,,,,,,Charlestown Town,,
Rhode Island,1996,President,,7485,,,8,,,,,,,,,,,,,,,,,,45,,,,6,2287,137,28,,,,,,3633,,,,,,,Coventry Town,,
Rhode Island,1996,President,,20901,,,13,,,,,,,,,,,,,,,,,,59,,,,24,3457,436,70,,,,,,9098,,,,,,,Cranston City,,
Rhode Island,1996,President,,7923,,,6,,,,,,,,,,,,,,,,,,56,,,,21,1588,151,36,,,,,,3950,,,,,,,Cumberland Town,,
Rhode Island,1996,President,,2613,,,3,,,,,,,,,,,,,,,,,,5,,,,7,613,96,22,,,,,,2703,,,,,,,East Greenwich Town,,
Rhode Island,1996,President,,12846,,,8,,,,,,,,,,,,,,,,,,44,,,,21,1971,250,46,,,,,,4199,,,,,,,East Providence City,,
Rhode Island,1996,President,,1104,,,1,,,,,,,,,,,,,,,,,,5,,,,6,345,36,10,,,,,,808,,,,,,,Exeter Town,,
Rhode Island,1996,President,,935,,,0,,,,,,,,,,,,,,,,,,4,,,,6,311,57,9,,,,,,682,,,,,,,Foster Town,,
Rhode Island,1996,President,,1936,,,2,,,,,,,,,,,,,,,,,,11,,,,1,634,73,12,,,,,,1251,,,,,,,Glocester Town,,
Rhode Island,1996,President,,1416,,,4,,,,,,,,,,,,,,,,,,19,,,,5,507,54,10,,,,,,939,,,,,,,Hopkinton Town,,
Rhode Island,1996,President,,1575,,,0,,,,,,,,,,,,,,,,,,14,,,,4,354,85,15,,,,,,960,,,,,,,Jamestown Town,,
Rhode Island,1996,President,,8502,,,5,,,,,,,,,,,,,,,,,,30,,,,13,1435,84,26,,,,,,2967,,,,,,,Johnston Town,,
Rhode Island,1996,President,,5195,,,2,,,,,,,,,,,,,,,,,,25,,,,8,1171,121,19,,,,,,2882,,,,,,,Lincoln Town,,
Rhode Island,1996,President,,860,,,1,,,,,,,,,,,,,,,,,,2,,,,6,228,42,9,,,,,,718,,,,,,,Little Compton Town,,
Rhode Island,1996,President,,3441,,,2,,,,,,,,,,,,,,,,,,18,,,,5,667,82,31,,,,,,2174,,,,,,,Middletown Town,,
Rhode Island,1996,President,,3946,,,2,,,,,,,,,,,,,,,,,,21,,,,9,681,177,28,,,,,,2235,,,,,,,Narragansett Town,,
Rhode Island,1996,President,,520,,,1,,,,,,,,,,,,,,,,,,1,,,,2,114,42,2,,,,,,276,,,,,,,New Shoreham Town,,
Rhode Island,1996,President,,5560,,,5,,,,,,,,,,,,,,,,,,16,,,,15,783,212,32,,,,,,2950,,,,,,,Newport City,,
Rhode Island,1996,President,,5753,,,3,,,,,,,,,,,,,,,,,,44,,,,14,1470,239,32,,,,,,4230,,,,,,,North Kingstown Town,,
Rhode Island,1996,President,,9555,,,4,,,,,,,,,,,,,,,,,,20,,,,11,1613,153,33,,,,,,3240,,,,,,,North Providence Town,,
Rhode Island,1996,President,,2690,,,0,,,,,,,,,,,,,,,,,,13,,,,8,720,63,19,,,,,,1600,,,,,,,North Smithfield Town,,
Rhode Island,1996,President,,14719,,,15,,,,,,,,,,,,,,,,,,72,,,,11,2508,279,41,,,,,,3877,,,,,,,Pawtucket City,,
Rhode Island,1996,President,,4013,,,3,,,,,,,,,,,,,,,,,,17,,,,10,891,98,17,,,,,,2920,,,,,,,Portsmouth Town,,
Rhode Island,1996,President,,29450,,,44,,,,,,,,,,,,,,,,,,97,,,,68,2733,1114,179,,,,,,7068,,,,,,,Providence City,,
Rhode Island,1996,President,,1297,,,0,,,,,,,,,,,,,,,,,,6,,,,7,430,54,18,,,,,,705,,,,,,,Richmond Town,,
Rhode Island,1996,President,,2160,,,5,,,,,,,,,,,,,,,,,,13,,,,2,673,80,20,,,,,,1796,,,,,,,Scituate Town,,
Rhode Island,1996,President,,4664,,,2,,,,,,,,,,,,,,,,,,26,,,,4,1048,120,29,,,,,,2597,,,,,,,Smithfield Town,,
Rhode Island,1996,President,,5440,,,6,,,,,,,,,,,,,,,,,,20,,,,18,1012,375,30,,,,,,3108,,,,,,,South Kingstown Town,,
Rhode Island,1996,President,,3502,,,0,,,,,,,,,,,,,,,,,,30,,,,8,862,64,17,,,,,,1778,,,,,,,Tiverton Town,,
Rhode Island,1996,President,,2757,,,1,,,,,,,,,,,,,,,,,,15,,,,5,512,57,11,,,,,,1177,,,,,,,Warren Town,,
Rhode Island,1996,President,,23152,,,14,,,,,,,,,,,,,,,,,,90,,,,43,4541,485,81,,,,,,10414,,,,,,,Warwick City,,
Rhode Island,1996,President,,1041,,,1,,,,,,,,,,,,,,,,,,7,,,,0,372,28,8,,,,,,808,,,,,,,West Greenwich Town,,
Rhode Island,1996,President,,6727,,,8,,,,,,,,,,,,,,,,,,29,,,,5,1427,93,27,,,,,,2434,,,,,,,West Warwick Town,,
Rhode Island,1996,President,,5003,,,2,,,,,,,,,,,,,,,,,,45,,,,4,1032,124,18,,,,,,2930,,,,,,,Westerly Town,,
Rhode Island,1996,President,,7693,,,8,,,,,,,,,,,,,,,,,,29,,,,8,1646,105,43,,,,,,2788,,,,,,,Woonsocket City,,
Rhode Island,2000,President,,4585,,,1,,,,,,,,,,,,,,0,0,,,2,,,,8,39,556,16,,8,,,,3864,,,,,,,Barrington Town,,
Rhode Island,2000,President,,5914,,,4,,,,,,,,,,,,,,0,0,,,2,,,,6,54,459,15,,10,,,,3065,,,,,,,Bristol Town,,
Rhode Island,2000,President,,3211,,,5,,,,,,,,,,,,,,1,0,,,1,,,,6,48,354,16,,3,,,,2228,,,,,,,Burrillville Town,,
Rhode Island,2000,President,,2750,,,4,,,,,,,,,,,,,,0,1,,,0,,,,3,16,91,2,,0,,,,611,,,,,,,Central Falls City,,
Rhode Island,2000,President,,1780,,,1,,,,,,,,,,,,,,1,0,,,1,,,,4,14,359,9,,9,,,,1456,,,,,,,Charlestown Town,,
Rhode Island,2000,President,,8415,,,3,,,,,,,,,,,,,,3,0,,,0,,,,7,113,807,29,,9,,,,5111,,,,,,,Coventry Town,,
Rhode Island,2000,President,,21204,,,15,,,,,,,,,,,,,,6,3,,,8,,,,20,182,1701,49,,19,,,,10420,,,,,,,Cranston City,,
Rhode Island,2000,President,,8521,,,6,,,,,,,,,,,,,,1,1,,,1,,,,4,78,776,21,,13,,,,5129,,,,,,,Cumberland Town,,
Rhode Island,2000,President,,2961,,,3,,,,,,,,,,,,,,0,0,,,2,,,,1,27,414,21,,6,,,,3039,,,,,,,East Greenwich Town,,
Rhode Island,2000,President,,13033,,,11,,,,,,,,,,,,,,1,3,,,3,,,,13,100,1011,21,,10,,,,5072,,,,,,,East Providence City,,
