State,Year,Office,County,D#,R#,PI#,S#,MR#,Proh.#,SL#,Prog.#,U#,Am.#,I1#,I2#,I3#,Neb.#,Ref.#,NL#,Pet1.#,Pet.2#,G#,L#,NA#,W/I#,Pet.#,NPL#,Pet.#.1,W/I1#,W/I2#,W/I3#,W/I4#,Year/Office
Nebraska,1936,US Senate,Jefferson,889,2643,,,,,,,,,,,,,,,,,,,,,3758,,,,,,,
Nebraska,1936,US Senate,Johnson,484,1919,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,
Nebraska,1936,US Senate,Kearney,327,900,,,,,,,,,,,,,,,,,,,,,2391,,,,,,,
Nebraska,1936,US Senate,Keith,801,1018,,,,,,,,,,,,,,,,,,,,,1245,,,,,,,
Nebraska,1936,US Senate,Keya Paha,138,766,,,,,,,,,,,,,,,,,,,,,427,,,,,,,
Nebraska,1936,US Senate,Kimball,851,630,,,,,,,,,,,,,,,,,,,,,522,,,,,,,
Nebraska,1936,US Senate,Knox,1205,2655,,,,,,,,,,,,,,,,,,,,,3479,,,,,,,
Nebraska,1936,US Senate,Lancaster,4176,19440,,,,,,,,,,,,,,,,,,,,,19803,,,,,,,
Nebraska,1936,US Senate,Lincoln,2353,3732,,,,,,,,,,,,,,,,,,,,,4607,,,,,,,
Nebraska,1936,US Senate,Logan,191,345,,,,,,,,,,,,,,,,,,,,,315,,,,,,,
Nebraska,1936,US Senate,Loup,81,375,,,,,,,,,,,,,,,,,,,,,311,,,,,,,
Nebraska,1936,US Senate,Madison,2133,4661,,,,,,,,,,,,,,,,,,,,,4168,,,,,,,
Nebraska,1936,US Senate,McPherson,103,306,,,,,,,,,,,,,,,,,,,,,155,,,,,,,
Nebraska,1936,US Senate,Merrick,991,2401,,,,,,,,,,,,,,,,,,,,,1371,,,,,,,
Nebraska,1936,US Senate,Morrill,1348,1077,,,,,,,,,,,,,,,,,,,,,951,,,,,,,
Nebraska,1936,US Senate,Nance,658,1654,,,,,,,,,,,,,,,,,,,,,1369,,,,,,,
Nebraska,1936,US Senate,Nemaha,910,2406,,,,,,,,,,,,,,,,,,,,,2704,,,,,,,
Nebraska,1936,US Senate,Nuckolls,725,2022,,,,,,,,,,,,,,,,,,,,,2310,,,,,,,
Nebraska,1936,US Senate,Otoe,1162,4016,,,,,,,,,,,,,,,,,,,,,3113,,,,,,,
Nebraska,1936,US Senate,Pawnee,448,1924,,,,,,,,,,,,,,,,,,,,,1845,,,,,,,
Nebraska,1936,US Senate,Perkins,416,765,,,,,,,,,,,,,,,,,,,,,1206,,,,,,,
Nebraska,1936,US Senate,Phelps,290,1375,,,,,,,,,,,,,,,,,,,,,2749,,,,,,,
Nebraska,1936,US Senate,Pierce,867,1788,,,,,,,,,,,,,,,,,,,,,1640,,,,,,,
Nebraska,1936,US Senate,Platte,2203,2526,,,,,,,,,,,,,,,,,,,,,4403,,,,,,,
Nebraska,1936,US Senate,Polk,502,2047,,,,,,,,,,,,,,,,,,,,,2132,,,,,,,
Nebraska,1936,US Senate,Red Willow,753,1755,,,,,,,,,,,,,,,,,,,,,3078,,,,,,,
Nebraska,1936,US Senate,Richardson,1391,3371,,,,,,,,,,,,,,,,,,,,,4510,,,,,,,
Nebraska,1936,US Senate,Rock,275,843,,,,,,,,,,,,,,,,,,,,,512,,,,,,,
Nebraska,1936,US Senate,Saline,1254,2370,,,,,,,,,,,,,,,,,,,,,4285,,,,,,,
Nebraska,1936,US Senate,Sarpy,967,1324,,,,,,,,,,,,,,,,,,,,,2168,,,,,,,
Nebraska,1936,US Senate,Saunders,1843,3274,,,,,,,,,,,,,,,,,,,,,4179,,,,,,,
Nebraska,1936,US Senate,Scotts Bluff,5066,3069,,,,,,,,,,,,,,,,,,,,,1713,,,,,,,
Nebraska,1936,US Senate,Seward,815,2860,,,,,,,,,,,,,,,,,,,,,3129,,,,,,,
Nebraska,1936,US Senate,Sheridan,1252,1761,,,,,,,,,,,,,,,,,,,,,1358,,,,,,,
Nebraska,1936,US Senate,Sherman,599,1170,,,,,,,,,,,,,,,,,,,,,2216,,,,,,,
Nebraska,1936,US Senate,Sioux,681,574,,,,,,,,,,,,,,,,,,,,,397,,,,,,,
Nebraska,1936,US Senate,Stanton,718,1126,,,,,,,,,,,,,,,,,,,,,1203,,,,,,,
Nebraska,1936,US Senate,Thayer,776,2361,,,,,,,,,,,,,,,,,,,,,2829,,,,,,,
Nebraska,1936,US Senate,Thomas,143,330,,,,,,,,,,,,,,,,,,,,,246,,,,,,,
Nebraska,1936,US Senate,Thurston,990,1009,,,,,,,,,,,,,,,,,,,,,1707,,,,,,,
Nebraska,1936,US Senate,Valley,654,1787,,,,,,,,,,,,,,,,,,,,,1542,,,,,,,
Nebraska,1936,US Senate,Washington,1179,2050,,,,,,,,,,,,,,,,,,,,,2275,,,,,,,
Nebraska,1936,US Senate,Wayne,522,1936,,,,,,,,,,,,,,,,,,,,,1917,,,,,,,
Nebraska,1936,US Senate,Webster,491,1618,,,,,,,,,,,,,,,,,,,,,2147,,,,,,,
Nebraska,1936,US Senate,Wheeler,191,363,,,,,,,,,,,,,,,,,,,,,320,,,,,,,
Nebraska,1936,US Senate,York,970,4092,,,,,,,,,,,,,,,,,,,,,3165,,,,,,,
Nebraska,1958,US Senate,Adams,3592,4163,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Antelope,1352,2202,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Arthur,66,226,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Banner,194,219,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Blaine,193,298,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Boone,1325,2078,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Box Butte,1313,1562,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Boyd,710,1051,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Brown,635,1018,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Buffalo,2770,3866,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Burt,1210,1887,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Butler,1959,2126,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Cass,2407,2739,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Cedar,2051,2382,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Chase,745,1041,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Cherry,945,1672,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Cheyenne,2171,2251,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Clay,1124,1632,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Colfax,1349,2021,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Cuming,1251,2723,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Custer,2409,3720,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Dakota,2022,1828,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Dawes,1311,1876,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Dawson,1961,3336,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Deuel,402,934,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Dixon,1505,1816,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Dodge,3515,4849,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Douglas,40891,46240,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Nebraska,1958,US Senate,Dundy,487,788,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Fillmore,1439,1874,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Franklin,1057,1322,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Frontier,613,802,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Furnas,1100,1683,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Gage,3615,4508,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Garden,435,1007,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Garfield,297,586,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Gosper,270,337,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Grant,138,354,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Greeley,767,559,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Hall,4067,5330,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Hamilton,1116,1713,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Harlan,825,1159,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Hayes,340,566,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Hitchcock,724,958,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Holt,1626,2412,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Hooker,90,236,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Howard,1193,1236,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Jefferson,1758,2776,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Johnson,1074,1225,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Kearney,1223,1243,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Keith,1099,1887,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Keya Paha,225,466,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Kimball,773,1119,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Knox,1656,2432,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Lancaster,20609,20044,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Lincoln,3551,3970,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Logan,164,248,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Loup,196,331,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Madison,3016,5740,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,McPherson,73,217,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Merrick,1036,1591,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Morrill,1149,1259,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Nebraska,1958,US Senate,Nance,828,1200,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Nemaha,1371,1987,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Nuckolls,1408,1418,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Otoe,2202,3343,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Pawnee,864,1263,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Perkins,663,887,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Phelps,1501,1943,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Pierce,1052,1828,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Platte,3118,4344,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Polk,1040,1358,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Red Willow,1822,2213,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Richardson,2204,3061,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Rock,306,628,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Saline,2942,2080,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Sarpy,2311,2451,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Saunders,2537,3041,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Scotts Bluff,5602,4831,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Nebraska,1958,US Senate,Seward,1832,2040,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Sheridan,1047,1755,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Sherman,1062,952,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Sioux,382,557,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Stanton,815,1386,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Thayer,1412,2126,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Thomas,132,293,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Thurston,1186,1020,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Valley,922,1676,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Washington,1330,1908,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Wayne,1078,1978,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Webster,1155,1542,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,Wheeler,204,286,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1958,US Senate,York,1645,3098,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1966,US Senate,Adams,4230,5957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Antelope,1196,2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Arthur,67,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Banner,119,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Blaine,98,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Boone,1075,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Box Butte,959,2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Boyd,618,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Brown,503,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Buffalo,3015,5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Burt,1052,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Butler,2102,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Cass,2218,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Cedar,2029,2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Chase,590,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Cherry,818,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Cheyenne,1307,2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Clay,1099,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Colfax,1491,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Cuming,1414,2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Custer,1781,4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Dakota,1603,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Dawes,889,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Dawson,1798,4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Deuel,310,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Dixon,1034,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Dodge,4172,6835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Douglas,50228,62303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Dundy,434,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Fillmore,1415,2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Franklin,864,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Frontier,509,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Furnas,986,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Gage,3689,4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Garden,336,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Garfield,245,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Gosper,325,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Grant,109,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Greeley,874,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Hall,4983,7391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Hamilton,1076,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Harlan,809,1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Hayes,217,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Hitchcock,486,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Holt,1584,3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Hooker,67,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Howard,1082,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Jefferson,1969,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Johnson,1112,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Kearney,1025,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Keith,978,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Keya Paha,208,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Kimball,602,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Knox,1612,3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Lancaster,22345,30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Lincoln,3449,5095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Logan,96,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Loup,93,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Madison,2614,5803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,McPherson,52,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Merrick,970,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Morrill,665,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Nance,855,1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Nemaha,1257,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Nuckolls,1415,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Otoe,1839,3817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Pawnee,797,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Perkins,556,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Phelps,1121,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Pierce,952,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Platte,3319,5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Polk,993,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Red Willow,1504,2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Richardson,2191,2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Rock,204,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Saline,2836,2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Sarpy,3578,4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Saunders,2736,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Scotts Bluff,3240,6844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Seward,1832,2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Sheridan,754,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Sherman,964,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Sioux,177,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Stanton,656,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Thayer,1489,2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Thomas,108,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Thurston,989,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Valley,949,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Washington,1587,2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Wayne,817,2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Webster,1039,1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,Wheeler,167,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1966,US Senate,York,1334,3617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1970,US Senate,Adams,4952,4345,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Nebraska,1970,US Senate,Antelope,1662,2041,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
Nebraska,1970,US Senate,Arthur,97,198,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Banner,174,241,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Blaine,111,295,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Boone,1491,1566,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Box Butte,1391,2064,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Boyd,771,959,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Brown,487,737,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Buffalo,3905,4862,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
Nebraska,1970,US Senate,Burt,1184,1926,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Butler,2340,1481,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Cass,2561,2732,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Cedar,2246,2009,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Chase,608,857,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Cherry,857,1591,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Cheyenne,1238,1650,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Clay,1321,1541,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Colfax,1738,1671,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Nebraska,1970,US Senate,Cuming,1784,2318,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Custer,2094,3460,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Dakota,1934,1940,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Dawes,1049,1869,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Dawson,2216,3521,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Deuel,373,644,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Dixon,1095,1532,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Dodge,5208,6089,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Nebraska,1970,US Senate,Douglas,55768,56048,,,,,,,,,,,,,,,,,,,,118,,,,,,,,
Nebraska,1970,US Senate,Dundy,400,729,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
