State,Year,Office,County,D#,R#,PI#,S#,MR#,Proh.#,SL#,Prog.#,U#,Am.#,I1#,I2#,I3#,Neb.#,Ref.#,NL#,Pet1.#,Pet.2#,G#,L#,NA#,W/I#,Pet.#,NPL#,Pet.#.1,W/I1#,W/I2#,W/I3#,W/I4#,Year/Office
Nebraska,2014,Governor,Cheyenne,612,2137,,,,,,,,,,,,,,,,,,102,,,,,,1,,,,
Nebraska,2014,Governor,Clay,698,1348,,,,,,,,,,,,,,,,,,99,,,,,,3,,,,
Nebraska,2014,Governor,Colfax,772,1121,,,,,,,,,,,,,,,,,,78,,,,,,1,,,,
Nebraska,2014,Governor,Cuming,1038,1780,,,,,,,,,,,,,,,,,,85,,,,,,0,,,,
Nebraska,2014,Governor,Custer,1249,2741,,,,,,,,,,,,,,,,,,201,,,,,,0,,,,
Nebraska,2014,Governor,Dakota,1487,2141,,,,,,,,,,,,,,,,,,126,,,,,,0,,,,
Nebraska,2014,Governor,Dawes,681,1904,,,,,,,,,,,,,,,,,,136,,,,,,2,,,,
Nebraska,2014,Governor,Dawson,1664,3653,,,,,,,,,,,,,,,,,,215,,,,,,4,,,,
Nebraska,2014,Governor,Deuel,104,555,,,,,,,,,,,,,,,,,,37,,,,,,0,,,,
Nebraska,2014,Governor,Dixon,649,1237,,,,,,,,,,,,,,,,,,57,,,,,,1,,,,
Nebraska,2014,Governor,Dodge,4166,5756,,,,,,,,,,,,,,,,,,495,,,,,,5,,,,
Nebraska,2014,Governor,Douglas,65979,74049,,,,,,,,,,,,,,,,,,4346,,,,,,146,,,,
Nebraska,2014,Governor,Dundy,136,531,,,,,,,,,,,,,,,,,,28,,,,,,0,,,,
Nebraska,2014,Governor,Fillmore,872,1330,,,,,,,,,,,,,,,,,,96,,,,,,0,,,,
Nebraska,2014,Governor,Franklin,440,838,,,,,,,,,,,,,,,,,,65,,,,,,0,,,,
Nebraska,2014,Governor,Frontier,255,656,,,,,,,,,,,,,,,,,,39,,,,,,1,,,,
Nebraska,2014,Governor,Furnas,477,1100,,,,,,,,,,,,,,,,,,88,,,,,,3,,,,
Nebraska,2014,Governor,Gage,3195,3802,,,,,,,,,,,,,,,,,,329,,,,,,3,,,,
Nebraska,2014,Governor,Garden,112,498,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,
Nebraska,2014,Governor,Garfield,203,498,,,,,,,,,,,,,,,,,,20,,,,,,1,,,,
Nebraska,2014,Governor,Gosper,206,513,,,,,,,,,,,,,,,,,,23,,,,,,1,,,,
Nebraska,2014,Governor,Grant,37,216,,,,,,,,,,,,,,,,,,15,,,,,,0,,,,
Nebraska,2014,Governor,Greeley,335,437,,,,,,,,,,,,,,,,,,39,,,,,,1,,,,
Nebraska,2014,Governor,Hall,5558,7741,,,,,,,,,,,,,,,,,,608,,,,,,13,,,,
Nebraska,2014,Governor,Hamilton,1077,2393,,,,,,,,,,,,,,,,,,168,,,,,,0,,,,
Nebraska,2014,Governor,Harlan,385,881,,,,,,,,,,,,,,,,,,60,,,,,,3,,,,
Nebraska,2014,Governor,Hayes,88,348,,,,,,,,,,,,,,,,,,18,,,,,,1,,,,
Nebraska,2014,Governor,Hitchcock,325,780,,,,,,,,,,,,,,,,,,48,,,,,,0,,,,
Nebraska,2014,Governor,Holt,1108,2424,,,,,,,,,,,,,,,,,,139,,,,,,2,,,,
Nebraska,2014,Governor,Hooker,57,218,,,,,,,,,,,,,,,,,,10,,,,,,0,,,,
Nebraska,2014,Governor,Howard,832,1133,,,,,,,,,,,,,,,,,,112,,,,,,5,,,,
Nebraska,2014,Governor,Jefferson,1018,1434,,,,,,,,,,,,,,,,,,113,,,,,,3,,,,
Nebraska,2014,Governor,Johnson,728,887,,,,,,,,,,,,,,,,,,67,,,,,,7,,,,
Nebraska,2014,Governor,Kearney,777,1704,,,,,,,,,,,,,,,,,,94,,,,,,3,,,,
Nebraska,2014,Governor,Keith,517,1996,,,,,,,,,,,,,,,,,,93,,,,,,0,,,,
Nebraska,2014,Governor,Keya Paha,92,275,,,,,,,,,,,,,,,,,,14,,,,,,0,,,,
Nebraska,2014,Governor,Kimball,240,916,,,,,,,,,,,,,,,,,,65,,,,,,0,,,,
Nebraska,2014,Governor,Knox,1019,2063,,,,,,,,,,,,,,,,,,112,,,,,,2,,,,
Nebraska,2014,Governor,Lancaster,42323,41216,,,,,,,,,,,,,,,,,,2416,,,,,,126,,,,
Nebraska,2014,Governor,Lincoln,3372,6872,,,,,,,,,,,,,,,,,,398,,,,,,14,,,,
Nebraska,2014,Governor,Logan,66,272,,,,,,,,,,,,,,,,,,12,,,,,,0,,,,
Nebraska,2014,Governor,Loup,103,202,,,,,,,,,,,,,,,,,,16,,,,,,0,,,,
Nebraska,2014,Governor,Madison,2628,6293,,,,,,,,,,,,,,,,,,371,,,,,,10,,,,
Nebraska,2014,Governor,McPherson,49,178,,,,,,,,,,,,,,,,,,14,,,,,,0,,,,
Nebraska,2014,Governor,Merrick,948,1813,,,,,,,,,,,,,,,,,,135,,,,,,3,,,,
Nebraska,2014,Governor,Morrill,301,1184,,,,,,,,,,,,,,,,,,59,,,,,,1,,,,
Nebraska,2014,Governor,Nance,501,615,,,,,,,,,,,,,,,,,,54,,,,,,0,,,,
Nebraska,2014,Governor,Nemaha,877,1409,,,,,,,,,,,,,,,,,,116,,,,,,0,,,,
Nebraska,2014,Governor,Nuckolls,587,865,,,,,,,,,,,,,,,,,,64,,,,,,4,,,,
Nebraska,2014,Governor,Otoe,1938,3251,,,,,,,,,,,,,,,,,,228,,,,,,4,,,,
Nebraska,2014,Governor,Pawnee,376,672,,,,,,,,,,,,,,,,,,35,,,,,,2,,,,
Nebraska,2014,Governor,Perkins,252,764,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,
Nebraska,2014,Governor,Phelps,904,2310,,,,,,,,,,,,,,,,,,119,,,,,,7,,,,
Nebraska,2014,Governor,Pierce,570,1702,,,,,,,,,,,,,,,,,,76,,,,,,0,,,,
Nebraska,2014,Governor,Platte,2823,6133,,,,,,,,,,,,,,,,,,303,,,,,,9,,,,
Nebraska,2014,Governor,Polk,509,1197,,,,,,,,,,,,,,,,,,55,,,,,,1,,,,
Nebraska,2014,Governor,Red Willow,878,2489,,,,,,,,,,,,,,,,,,147,,,,,,2,,,,
Nebraska,2014,Governor,Richardson,964,1512,,,,,,,,,,,,,,,,,,111,,,,,,1,,,,
Nebraska,2014,Governor,Rock,176,416,,,,,,,,,,,,,,,,,,28,,,,,,0,,,,
Nebraska,2014,Governor,Saline,1913,1638,,,,,,,,,,,,,,,,,,135,,,,,,4,,,,
Nebraska,2014,Governor,Sarpy,16078,26932,,,,,,,,,,,,,,,,,,1690,,,,,,47,,,,
Nebraska,2014,Governor,Saunders,2609,4378,,,,,,,,,,,,,,,,,,291,,,,,,9,,,,
Nebraska,2014,Governor,Scotts Bluff,2676,6671,,,,,,,,,,,,,,,,,,340,,,,,,1,,,,
Nebraska,2014,Governor,Seward,2066,3224,,,,,,,,,,,,,,,,,,168,,,,,,10,,,,
Nebraska,2014,Governor,Sheridan,261,1388,,,,,,,,,,,,,,,,,,71,,,,,,3,,,,
Nebraska,2014,Governor,Sherman,625,637,,,,,,,,,,,,,,,,,,61,,,,,,3,,,,
Nebraska,2014,Governor,Sioux,69,449,,,,,,,,,,,,,,,,,,17,,,,,,0,,,,
Nebraska,2014,Governor,Stanton,493,1183,,,,,,,,,,,,,,,,,,54,,,,,,0,,,,
Nebraska,2014,Governor,Thayer,707,1158,,,,,,,,,,,,,,,,,,93,,,,,,2,,,,
Nebraska,2014,Governor,Thomas,59,242,,,,,,,,,,,,,,,,,,9,,,,,,0,,,,
Nebraska,2014,Governor,Thurston,796,626,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,
Nebraska,2014,Governor,Valley,559,1011,,,,,,,,,,,,,,,,,,59,,,,,,1,,,,
Nebraska,2014,Governor,Washington,2256,4354,,,,,,,,,,,,,,,,,,260,,,,,,3,,,,
Nebraska,2014,Governor,Wayne,865,1744,,,,,,,,,,,,,,,,,,76,,,,,,1,,,,
Nebraska,2014,Governor,Webster,479,756,,,,,,,,,,,,,,,,,,41,,,,,,0,,,,
Nebraska,2014,Governor,Wheeler,141,255,,,,,,,,,,,,,,,,,,17,,,,,,0,,,,
Nebraska,2014,Governor,York,1249,3076,,,,,,,,,,,,,,,,,,183,,,,,,4,,,,
Nebraska,2018,Governor,Adams,3152,7067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Antelope,440,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Arthur,31,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Banner,62,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Blaine,49,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Boone,440,1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Box Butte,1096,2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Boyd,152,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Brown,214,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Buffalo,5154,11168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Burt,976,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Butler,870,2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Cass,3709,6923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Cedar,755,2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Chase,205,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Cherry,426,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Cheyenne,715,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Clay,564,2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Colfax,738,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Cuming,697,2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Custer,778,3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Dakota,1841,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Dawes,1188,2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Dawson,1706,4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Deuel,127,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Dixon,581,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Dodge,4633,7457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Douglas,108235,96120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Dundy,119,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Fillmore,752,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Franklin,254,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Frontier,191,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Furnas,371,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Gage,3092,5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Garden,186,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Garfield,131,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Gosper,150,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Grant,42,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Greeley,251,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Hall,5661,11069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Hamilton,904,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Harlan,273,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Hayes,42,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Hitchcock,191,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Holt,823,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Hooker,58,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Howard,633,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Jefferson,944,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Johnson,672,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Kearney,605,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Keith,684,2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Keya Paha,43,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Kimball,263,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Knox,818,2781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Lancaster,64946,51560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Lincoln,3174,9345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Logan,28,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Loup,57,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Madison,2559,7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,McPherson,45,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Merrick,682,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Morrill,474,1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Nance,318,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Nemaha,791,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Nuckolls,340,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Otoe,2107,4264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Pawnee,350,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Perkins,195,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Phelps,693,3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Pierce,398,2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Platte,2473,8570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Polk,438,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Red Willow,728,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Richardson,829,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Rock,94,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Saline,1815,2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Sarpy,27632,39928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Saunders,3016,6508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Scotts Bluff,3439,7241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Seward,2247,4812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Sheridan,498,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Sherman,346,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Sioux,96,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Stanton,435,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Thayer,541,1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Thomas,44,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Thurston,876,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Valley,355,1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Washington,2752,6457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Wayne,922,2296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Webster,291,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,Wheeler,80,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2018,Governor,York,1378,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,,,Adams,2637,5373,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Antelope,1309,3556,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Arthur,142,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Banner,99,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Blaine,177,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Boone,2026,2971,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Box Butte,1058,2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Boyd,655,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Brown,684,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Buffalo,2610,5538,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Burt,1748,3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Butler,2776,2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Cass,2594,4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Cedar,2222,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Chase,598,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Cherry,1190,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Cheyenne,783,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Clay,1834,3277,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Colfax,1429,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Cuming,1458,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Custer,3175,5369,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Dakota,1163,1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Dawes,847,2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Dawson,1688,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Deuel,282,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Dixon,1165,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Dodge,2496,4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Douglas,23923,36705,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Dundy,481,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Fillmore,2118,2940,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Franklin,1288,2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Frontier,749,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Furnas,1489,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Gage,3177,6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Garden,458,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Garfield,236,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Gosper,484,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Grant,167,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Greeley,1457,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Hall,2207,5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Hamilton,1584,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Harlan,1140,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Hayes,325,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Hitchcock,664,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Holt,2044,3351,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Hooker,44,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Howard,1572,1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Jefferson,1835,3329,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Johnson,1221,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Kearney,1189,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Keith,599,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Keya Paha,299,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Kimball,317,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Knox,1921,3723,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Lancaster,10057,20750,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Lincoln,1555,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Logan,174,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Loup,129,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Madison,2102,5904,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,McPherson,116,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Merrick,1047,2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Morrill,869,1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Nance,1125,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Nemaha,1835,2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Nuckolls,1606,2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Otoe,2297,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Pawnee,1310,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Perkins,504,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Phelps,1021,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Pierce,874,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Platte,3075,3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Polk,1428,2390,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Red Willow,1275,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Richardson,2916,3869,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Rock,303,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Saline,2748,3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Sarpy,1476,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Saunders,3076,4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Scotts Bluff,1240,3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Seward,1888,3343,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Sheridan,927,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Sherman,1172,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Sioux,342,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Stanton,770,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Thayer,1728,3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Thomas,180,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Thurston,1200,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Valley,941,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Washington,1361,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Wayne,822,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Webster,1157,2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
Nebraska,,,Wheeler,216,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924 Attorney General
