State,Year,Office,County,D#,R#,Prog.#,S#,Comm.#,Proh.#,Pop.#,CN#,U#,SR#,G#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,I8#,I9#,I10#,I11#,I12#,Ref.#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,C#,I13#,I14#,I15#,I16#,I17#,I18#,I19#,I20#,I21#,I22#,I23#,I24#,Year / Office
Tennessee,,,Campbell,163,726,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Charles Mix,1790,2277,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Clark,768,1227,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Clay,2684,2157,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Codington,4573,6284,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Corson,795,601,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Custer,1094,2274,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Davison,2959,4497,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Day,1586,1485,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Deuel,927,1134,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Dewey,1361,732,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Douglas,399,1365,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Edmunds,823,1307,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Fall River,1163,1788,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Faulk,391,829,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Grant,1619,2030,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Gregory,782,1395,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Haakon,256,846,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Hamlin,983,1636,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Hand,850,1416,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Hanson,569,1145,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Harding,134,578,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Hughes,1951,6224,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Hutchinson,1154,2450,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Hyde,276,529,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Jackson,468,631,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Jerauld,445,797,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Jones,175,481,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Kingsbury,1186,1704,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Lake,2448,2759,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Lawrence,3344,5595,,,,,,,,,,,,,,,,,,,,,,,374,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Lincoln,4622,7187,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Lyman,858,996,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Marshall,959,1005,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,McCook,1141,1615,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,McPherson,313,1112,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Meade,2960,5472,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Mellette,385,464,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Miner,608,681,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Minnehaha,28453,33263,,,,,,,,,,,,,,,,,,,,,,,1053,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Moody,1584,1396,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Pennington,13012,20359,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Perkins,420,1080,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Potter,405,1055,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Roberts,2329,1838,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Sanborn,650,699,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Shannon,2777,246,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Spink,1495,1966,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Stanley,449,985,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Sully,183,699,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Todd,1864,525,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Tripp,1083,1834,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Turner,1552,2513,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Union,2128,2779,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Walworth,727,1731,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Yankton,3626,4629,,,,,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Ziebach,496,386,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,2002 Secretary of State
Tennessee,,,Aurora,665,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Beadle,3268,4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Bennett,897,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Bon Homme,1294,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Brookings,3978,6380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Brown,6967,9021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Brule,864,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Buffalo,514,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Butte,1268,2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Campbell,193,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Charles Mix,1854,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Clark,729,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Clay,2584,2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Codington,4347,6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Corson,932,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Custer,1340,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Davison,2910,4407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Day,1518,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Deuel,847,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Dewey,1472,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Douglas,360,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Edmunds,781,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Fall River,1329,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Faulk,406,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Grant,1576,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Gregory,759,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Haakon,281,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Hamlin,915,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Hand,776,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Hanson,566,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Harding,248,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Hughes,1703,6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Hutchinson,1067,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Hyde,252,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Jackson,460,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Jerauld,503,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Jones,100,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Kingsbury,1013,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Lake,2207,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Lawrence,3804,5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Lincoln,4064,7346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Lyman,676,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Marshall,914,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,McCook,1189,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,McPherson,327,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Meade,3370,5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Mellette,304,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Miner,594,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Minnehaha,25183,33386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Moody,1348,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Pennington,15411,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Perkins,547,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Potter,356,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Roberts,2241,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Sanborn,558,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Shannon,2799,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Spink,1365,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Stanley,358,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Sully,196,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Todd,1858,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Tripp,873,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Turner,1333,2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Union,2033,2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Walworth,778,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Yankton,3305,4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Ziebach,572,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002 Treasurer
Tennessee,,,Aurora,468,931,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Beadle,2559,4711,,,,,,,,,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Bennett,386,756,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Bon Homme,1021,1939,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Brookings,3714,7059,,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Brown,5566,9125,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Brule,683,1479,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Buffalo,420,229,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Butte,879,2622,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Campbell,171,599,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Charles Mix,1216,2347,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Clark,569,1255,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Clay,2236,2503,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Codington,3419,6872,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Corson,490,482,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Custer,1184,2392,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Davison,2101,5394,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Day,1281,1590,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Deuel,686,1344,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Dewey,901,720,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Douglas,295,1415,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Edmunds,558,1352,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Fall River,1045,1993,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Faulk,283,801,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Grant,1123,2300,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Gregory,607,1496,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Haakon,173,838,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Hamlin,668,1782,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Hand,518,1437,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Hanson,502,1233,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Harding,146,477,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Hughes,1419,6393,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Hutchinson,791,2698,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Hyde,188,599,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Jackson,300,621,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Jerauld,355,693,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Jones,114,497,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Kingsbury,820,1692,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Lake,1788,3215,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Lawrence,3260,6098,,,,,,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Lincoln,4015,11088,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Lyman,476,990,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Marshall,721,1036,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,McCook,797,1915,,,,,,,,,,,,,,,,,,,,,,,748,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,McPherson,233,961,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Meade,2616,6379,,,,,,,,,,,,,,,,,,,,,,,365,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Mellette,250,465,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Miner,428,757,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Minnehaha,21754,41189,,,,,,,,,,,,,,,,,,,,,,,1681,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Moody,1159,1750,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Pennington,11797,23712,,,,,,,,,,,,,,,,,,,,,,,1253,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Perkins,383,943,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Potter,311,1063,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Roberts,1775,2244,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Sanborn,374,782,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Shannon,1804,437,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Spink,1125,2035,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Stanley,328,1092,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Sully,182,633,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Todd,1132,590,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Tripp,662,1961,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Turner,1096,2759,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Union,2060,3154,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Walworth,617,1659,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Yankton,2880,5184,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Ziebach,389,322,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,2006 Attorney General
Tennessee,,,Aurora,488,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Beadle,2065,4722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Bennett,361,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Bon Homme,1030,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Brookings,3851,6546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Brown,5249,8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Brule,674,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Buffalo,270,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Butte,776,2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Campbell,119,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
Tennessee,,,Charles Mix,1271,2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Attorney General
