State,Year,Office,County,D#,R#,S#,Comm.#,Liberty#,SW#,People's#,Proh.#,IND#,Labor#,Prog.#,Wor.#,FL#,U#,NRef#,Am.#,I1#,I2#,L#,Ref.#,NL#,G#,NA#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I7#,W/I8#,W/I9#,New Ref.#,W/I#,Year / Office,C#,NPL#
Montana,1972,Governor,Richland,1584,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Roosevelt,1408,2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Rosebud,1231,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Sanders,1652,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Sheridan,369,2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Silver Bow,15286,4789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Stillwater,1160,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Sweet Grass,568,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Teton,1485,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Toole,1260,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Treasure,299,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Valley,2522,2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Wheatland,708,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Wibaux,367,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1972,Governor,Yellowstone,22490,17543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1976,Governor,Beaverhead,1685,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Big Horn,2327,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,
Montana,1976,Governor,Blaine,1679,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,
Montana,1976,Governor,Broadwater,677,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,
Montana,1976,Governor,Carbon,2436,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Carter,472,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,
Montana,1976,Governor,Cascade,19944,8596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,
Montana,1976,Governor,Chouteau,1853,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,,,
Montana,1976,Governor,Custer,3396,1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,
Montana,1976,Governor,Daniels,917,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Montana,1976,Governor,Dawson,3107,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,
Montana,1976,Governor,Deer Lodge,4045,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Fallon,999,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,
Montana,1976,Governor,Fergus,3626,2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,,,
Montana,1976,Governor,Flathead,11233,7209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Gallatin,9188,6809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Garfield,244,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,,,
Montana,1976,Governor,Glacier,2299,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,
Montana,1976,Governor,Golden Valley,331,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,
Montana,1976,Governor,Granite,671,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Hill,4919,2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,
Montana,1976,Governor,Jefferson,1571,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Judith Basin,940,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,
Montana,1976,Governor,Lake,3629,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,
Montana,1976,Governor,Lewis and Clark,11381,5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,,,
Montana,1976,Governor,Liberty,617,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,
Montana,1976,Governor,Lincoln,4096,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Madison,1100,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,
Montana,1976,Governor,McCone,848,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,
Montana,1976,Governor,Meagher,510,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Mineral,1032,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Missoula,18723,11334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,,,
Montana,1976,Governor,Musselshell,1308,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,
Montana,1976,Governor,Park,3499,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Petroleum,171,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,
Montana,1976,Governor,Phillips,1460,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,
Montana,1976,Governor,Pondera,1962,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Powder River,567,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,
Montana,1976,Governor,Powell,1568,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,
Montana,1976,Governor,Prairie,555,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Montana,1976,Governor,Ravalli,4757,3597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Richland,2514,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Roosevelt,2580,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,
Montana,1976,Governor,Rosebud,1850,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Sanders,1880,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,
Montana,1976,Governor,Sheridan,1552,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,
Montana,1976,Governor,Silver Bow,12252,6084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,
Montana,1976,Governor,Stillwater,1514,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Sweet Grass,644,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,
Montana,1976,Governor,Teton,1753,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,
Montana,1976,Governor,Toole,1484,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Treasure,331,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,
Montana,1976,Governor,Valley,2842,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,
Montana,1976,Governor,Wheatland,769,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Wibaux,411,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montana,1976,Governor,Yellowstone,26702,15106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,
Montana,1980,Governor,Beaverhead,1764,2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Big Horn,2145,1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Blaine,1702,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Broadwater,785,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Carbon,2462,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Carter,413,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Cascade,18099,13532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Chouteau,1939,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Custer,3422,2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Daniels,1168,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Dawson,2879,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Deer Lodge,3802,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Fallon,1008,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Fergus,3563,3291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Flathead,12329,11335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Gallatin,11292,10358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Garfield,489,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Glacier,2270,1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Golden Valley,309,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Granite,609,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Hill,4878,3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Jefferson,1848,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Judith Basin,844,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Lake,4205,4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Lewis and Clark,13334,7478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Liberty,632,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Lincoln,4027,3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Madison,1242,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,McCone,932,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Meagher,446,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Mineral,952,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Missoula,20100,14166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Musselshell,1133,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Park,3446,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Petroleum,191,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Phillips,1350,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Pondera,1820,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Powder River,635,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Powell,1508,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Prairie,528,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Ravalli,4814,6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Richland,2718,2297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Roosevelt,3115,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Rosebud,1743,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Sanders,1856,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Sheridan,1917,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Silver Bow,12365,6644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Stillwater,1644,1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Sweet Grass,757,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Teton,1819,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Toole,1451,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Treasure,347,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Valley,2988,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Wheatland,671,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Wibaux,390,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1980,Governor,Yellowstone,24479,22981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Beaverhead,2262,1680,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Big Horn,3932,974,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Blaine,2259,658,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Broadwater,1257,501,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Carbon,3328,1198,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Carter,556,412,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Cascade,23790,8622,,,,,,,,,,,,,,,,,1106,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Chouteau,2224,1058,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Custer,4294,1464,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Daniels,913,518,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Dawson,3628,1626,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Deer Lodge,4046,831,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Fallon,1208,522,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Fergus,4230,2065,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Flathead,17910,6916,,,,,,,,,,,,,,,,,917,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Gallatin,15823,7212,,,,,,,,,,,,,,,,,829,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Garfield,569,302,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Glacier,3150,1136,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Golden Valley,402,195,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Granite,834,420,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Hill,6367,1802,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Jefferson,2436,1015,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Judith Basin,1085,430,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Lake,6525,2554,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Lewis and Clark,16253,5750,,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Liberty,774,410,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Lincoln,4909,1938,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Madison,1789,1119,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,McCone,1069,412,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Meagher,751,291,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Mineral,1308,304,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Missoula,26422,8058,,,,,,,,,,,,,,,,,1703,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Musselshell,1636,642,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Park,4800,1757,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Petroleum,254,90,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Phillips,1909,771,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Pondera,2239,972,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Powder River,827,528,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Powell,1757,981,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Prairie,675,286,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Ravalli,7926,3715,,,,,,,,,,,,,,,,,382,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Richland,2644,2516,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Roosevelt,3603,799,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Rosebud,3288,930,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Sanders,2900,957,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Sheridan,2202,580,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Silver Bow,14268,2934,,,,,,,,,,,,,,,,,582,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Stillwater,2319,810,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Sweet Grass,1065,699,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Teton,2358,1051,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Toole,1702,961,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Treasure,443,108,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Valley,3554,1198,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Wheatland,835,314,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Wibaux,462,174,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
Montana,1984,Governor,Yellowstone,36609,13904,,,,,,,,,,,,,,,,,1657,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Beaverhead,1557,2414,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Big Horn,2364,1636,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Blaine,1541,1388,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Broadwater,636,1041,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Carbon,2013,2379,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Carter,284,629,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Cascade,15777,16224,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Chouteau,1256,1961,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Custer,2704,2672,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Daniels,538,824,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Dawson,2447,2399,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Deer Lodge,3385,1117,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Fallon,753,817,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Fergus,2504,3575,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Flathead,9963,14841,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Gallatin,9270,13139,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Garfield,304,537,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Glacier,2326,1607,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Golden Valley,199,337,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Granite,499,811,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Hill,3936,3866,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Jefferson,1807,1985,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Judith Basin,735,790,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Lake,3864,5152,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Lewis and Clark,11869,11174,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Liberty,373,837,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Lincoln,3885,3134,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Madison,974,1971,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,McCone,672,727,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Meagher,390,609,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Mineral,805,588,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Missoula,17162,17731,,,,,,,,,,,,,,,,,934,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Musselshell,935,1218,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Park,2575,3680,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Petroleum,113,186,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Phillips,1034,1392,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Pondera,1340,1760,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Powder River,457,737,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Powell,1358,1344,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Prairie,396,496,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Ravalli,4500,7708,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Richland,1941,4540,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Roosevelt,2231,1799,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Rosebud,2040,1668,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Sanders,2007,2060,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Sheridan,1243,1508,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Silver Bow,11107,5382,,,,,,,,,,,,,,,,,364,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Stillwater,1526,1821,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Sweet Grass,451,1270,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Teton,1368,1837,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Toole,1096,1504,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Treasure,222,306,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Valley,2263,2225,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Wheatland,479,652,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Wibaux,326,305,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
Montana,1988,Governor,Yellowstone,21513,28294,,,,,,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,
Montana,1992,Governor,Beaverhead,1569,2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
