State,Year,Office,County,D#,R#,S#,Comm.#,Liberty#,SW#,People's#,Proh.#,IND#,Labor#,Prog.#,Wor.#,FL#,U#,NRef#,Am.#,I1#,I2#,L#,Ref.#,NL#,G#,NA#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I7#,W/I8#,W/I9#,New Ref.#,W/I#,Year / Office,C#,NPL#
Montana,1924,President,Richland,238,926,,,,,688,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Roosevelt,389,965,,,,,1110,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Rosebud,259,1115,,,,,893,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Sanders,188,588,,,,,1275,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Sheridan,176,905,,,,,1464,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Silver Bow,5393,6520,,,,,6813,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Stillwater,375,1412,,,,,567,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Sweet Grass,248,853,,,,,331,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Teton,396,775,,,,,746,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Toole,439,697,,,,,720,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Treasure,84,289,,,,,148,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Valley,497,1555,,,,,986,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Wheatland,221,723,,,,,691,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Wibaux,189,505,,,,,191,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1924,President,Yellowstone,1172,4715,,,,,2541,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Beaverhead,1144,1906,14,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Big Horn,1017,1274,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Blaine,1160,1537,16,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Broadwater,663,743,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Carbon,1674,2514,79,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Carter,420,763,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Cascade,6540,8183,81,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Chouteau,1232,1837,23,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Custer,1386,2503,16,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Daniels,780,936,17,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Dawson,1065,2207,12,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Deer Lodge,3184,2695,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Fallon,454,1036,8,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Fergus,2667,4109,59,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Flathead,1972,4098,74,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Gallatin,2423,3861,30,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Garfield,499,1176,10,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Glacier,976,847,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Golden Valley,346,625,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Granite,509,849,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Hill,2022,2336,15,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Jefferson,751,1013,13,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Judith Basin,978,1342,10,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Lake,1256,1876,19,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Lewis and Clark,3278,4441,20,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Liberty,332,446,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Lincoln,1067,1217,40,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Madison,554,946,27,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,McCone,812,1785,13,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Meagher,335,714,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Mineral,370,443,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Missoula,3291,5056,107,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Musselshell,1444,1608,81,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Park,1338,3095,57,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Petroleum,372,586,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Phillips,1135,1671,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Pondera,944,1324,14,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Powder River,410,780,7,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Powell,1031,1568,19,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Prairie,405,968,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Ravalli,1112,2551,56,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Richland,917,1648,21,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Roosevelt,1296,1630,12,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Rosebud,1025,1519,13,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Sanders,873,1142,109,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Sheridan,1190,1624,43,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Silver Bow,11228,9456,348,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Stillwater,711,1687,9,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Sweet Grass,435,1163,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Teton,804,1263,13,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Toole,1076,1325,14,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Treasure,186,354,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Valley,1294,2330,19,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Wheatland,542,1207,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Wibaux,448,583,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1928,President,Yellowstone,3205,6904,26,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Beaverhead,1834,1418,32,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Big Horn,1637,957,27,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Blaine,1977,1063,108,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Broadwater,988,512,11,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Carbon,2872,1942,146,110,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Carter,915,565,28,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Cascade,10047,5800,589,300,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Chouteau,2093,1232,129,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Custer,2729,1675,100,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Daniels,1172,482,56,44,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Dawson,1929,1470,44,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Deer Lodge,3893,2198,102,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Fallon,973,690,69,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Fergus,4470,2400,238,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Flathead,4026,2978,655,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Gallatin,4359,2553,146,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Garfield,1044,678,36,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Glacier,1717,702,18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Golden Valley,469,423,16,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Granite,855,536,45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Hill,3257,1589,194,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Jefferson,1246,784,73,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Judith Basin,1280,720,54,66,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Lake,2514,1361,189,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Lewis and Clark,4714,3671,186,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Liberty,731,252,20,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Lincoln,1867,833,193,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Madison,1020,456,232,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,McCone,1764,1097,102,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Meagher,621,462,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Mineral,578,260,117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Missoula,5242,3819,536,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Musselshell,1584,1021,169,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Park,2533,1895,162,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Petroleum,544,351,28,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Phillips,2054,1127,125,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Pondera,1805,930,111,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Powder River,875,515,40,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Powell,1869,1031,82,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Prairie,732,634,18,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Ravalli,2292,1714,229,5,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Richland,1768,1216,126,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Roosevelt,2263,965,72,53,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Rosebud,1646,1027,93,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Sanders,1577,760,249,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Sheridan,1450,739,109,576,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Silver Bow,13626,6792,1107,282,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Stillwater,1281,1085,62,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Sweet Grass,761,784,40,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Teton,1496,875,46,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Toole,1917,862,77,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Treasure,310,276,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Valley,2499,1242,128,33,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Wheatland,996,828,8,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Wibaux,798,445,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1932,President,Yellowstone,5777,5386,288,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Beaverhead,2153,1304,4,2,,,,0,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Big Horn,2037,1087,6,1,,,,0,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Blaine,2166,851,6,2,,,,2,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Broadwater,1071,502,1,3,,,,1,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Carbon,3116,1617,26,19,,,,1,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Carter,929,464,2,0,,,,1,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Cascade,13325,4077,52,56,,,,23,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Chouteau,2734,878,11,2,,,,11,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Custer,3196,1381,25,0,,,,3,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Daniels,1596,467,23,2,,,,0,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Dawson,2169,1221,8,0,,,,3,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Deer Lodge,4813,1640,15,3,,,,2,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Fallon,1015,598,4,0,,,,5,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Fergus,4675,1821,30,1,,,,6,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Flathead,5408,2460,105,10,,,,10,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Gallatin,4697,2151,25,5,,,,4,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Garfield,991,548,6,0,,,,1,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Glacier,2453,781,4,4,,,,2,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Golden Valley,474,331,2,2,,,,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Granite,1227,475,4,2,,,,3,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Hill,4328,1014,24,3,,,,7,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Jefferson,1409,573,11,7,,,,2,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Judith Basin,1534,645,3,18,,,,0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Lake,2656,1401,17,4,,,,3,,,,,,341,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Lewis and Clark,5614,2951,31,14,,,,7,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Liberty,758,276,4,0,,,,2,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Lincoln,2117,745,33,4,,,,1,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Madison,1366,332,32,0,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,McCone,1819,1006,1,1,,,,11,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Meagher,767,495,6,2,,,,1,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Mineral,657,215,11,4,,,,0,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Missoula,7690,2697,63,17,,,,11,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Musselshell,2092,771,33,8,,,,5,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Park,2968,1583,26,3,,,,1,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Petroleum,523,258,0,0,,,,0,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Phillips,2555,850,7,5,,,,7,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Pondera,2213,658,13,1,,,,4,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Powder River,758,545,10,1,,,,2,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Powell,2060,799,7,5,,,,10,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Prairie,877,454,8,0,,,,1,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Ravalli,2859,1580,17,4,,,,19,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Richland,2516,1066,8,1,,,,3,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Roosevelt,2923,1052,15,3,,,,1,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Rosebud,1624,866,34,0,,,,4,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Sanders,1788,718,23,19,,,,6,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Sheridan,2503,513,28,32,,,,1,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Silver Bow,17697,4528,128,63,,,,6,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Stillwater,1292,1034,8,9,,,,1,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Sweet Grass,783,664,8,0,,,,4,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Teton,1917,604,4,0,,,,2,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Toole,2120,654,4,4,,,,1,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Treasure,398,244,1,0,,,,1,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Valley,5862,996,35,13,,,,7,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Wheatland,1037,602,1,1,,,,0,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Wibaux,790,362,1,0,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
Montana,1936,President,Yellowstone,8575,5193,52,25,,,,11,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Beaverhead,1632,1725,10,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Big Horn,1926,1616,7,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Blaine,2129,1165,15,3,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Broadwater,854,755,0,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Carbon,2678,2421,33,23,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Carter,734,556,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Cascade,13637,6443,101,51,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Chouteau,2213,1235,16,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Custer,2782,2017,32,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Daniels,1086,807,21,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Dawson,1765,1612,11,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Deer Lodge,4916,2397,24,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Fallon,686,925,9,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Fergus,3873,2706,22,3,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Flathead,5217,4403,125,12,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Gallatin,4718,3430,25,6,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Garfield,644,625,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Glacier,2399,1352,4,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Golden Valley,351,402,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Granite,917,784,9,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Hill,3700,1842,31,1,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Jefferson,1259,830,8,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Judith Basin,1215,670,8,15,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Lake,2379,2718,63,8,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Lewis and Clark,5814,4762,44,18,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Liberty,550,434,6,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Lincoln,2150,1250,35,9,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Madison,928,529,33,4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,McCone,1674,1557,15,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Meagher,621,520,7,6,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Mineral,645,402,10,9,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Missoula,7747,5640,94,23,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Musselshell,1807,1086,42,11,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Park,2833,2433,25,6,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Petroleum,316,313,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Phillips,2225,1110,19,3,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Pondera,1899,1038,26,2,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Powder River,561,633,12,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Powell,1765,1116,7,4,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Prairie,554,597,4,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Ravalli,2773,2483,17,8,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Richland,2095,1497,12,5,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Roosevelt,2418,1503,34,3,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Rosebud,1399,1252,21,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Sanders,1634,1088,43,19,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Sheridan,2108,892,32,17,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Silver Bow,17467,7932,165,156,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Stillwater,1201,1255,9,4,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Sweet Grass,741,861,4,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Teton,1735,1132,18,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Toole,1954,1218,4,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Treasure,321,287,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Valley,3493,1597,40,12,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Wheatland,948,786,4,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Wibaux,576,461,3,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1940,President,Yellowstone,9036,8479,77,19,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
