State,Year,Office,County,D#,R#,S#,FL#,Proh.#,Prog.#,Am.#,I#,Ref.#,L#,NA#,I1#,I2#,I3#,I4#,W/I#,Year / Office
Oklahoma,1978,Governor,Adair,2746,2223,,,,,,,,,,14,95,7,,,
Oklahoma,1978,Governor,Alfalfa,1215,1974,,,,,,,,,,5,12,3,,,
Oklahoma,1978,Governor,Atoka,2341,1079,,,,,,,,,,5,17,9,,,
Oklahoma,1978,Governor,Beaver,1125,1308,,,,,,,,,,7,3,9,,,
Oklahoma,1978,Governor,Beckham,2325,2441,,,,,,,,,,7,3,7,,,
Oklahoma,1978,Governor,Blaine,1445,2886,,,,,,,,,,7,5,3,,,
Oklahoma,1978,Governor,Bryan,4594,1475,,,,,,,,,,12,11,10,,,
Oklahoma,1978,Governor,Caddo,4646,3957,,,,,,,,,,26,16,15,,,
Oklahoma,1978,Governor,Canadian,5432,8085,,,,,,,,,,36,43,29,,,
Oklahoma,1978,Governor,Carter,6044,4690,,,,,,,,,,23,25,20,,,
Oklahoma,1978,Governor,Cherokee,5143,2862,,,,,,,,,,15,24,9,,,
Oklahoma,1978,Governor,Choctaw,2920,998,,,,,,,,,,19,24,17,,,
Oklahoma,1978,Governor,Cimarron,654,751,,,,,,,,,,8,24,11,,,
Oklahoma,1978,Governor,Cleveland,13501,16124,,,,,,,,,,84,126,84,,,
Oklahoma,1978,Governor,Coal,1091,478,,,,,,,,,,7,5,2,,,
Oklahoma,1978,Governor,Comanche,12592,6761,,,,,,,,,,23,24,47,,,
Oklahoma,1978,Governor,Cotton,1297,772,,,,,,,,,,4,4,7,,,
Oklahoma,1978,Governor,Craig,2903,1368,,,,,,,,,,8,22,5,,,
Oklahoma,1978,Governor,Creek,7363,5044,,,,,,,,,,22,35,25,,,
Oklahoma,1978,Governor,Custer,3083,4302,,,,,,,,,,13,6,9,,,
Oklahoma,1978,Governor,Delaware,4514,2268,,,,,,,,,,18,37,12,,,
Oklahoma,1978,Governor,Dewey,958,1374,,,,,,,,,,6,5,3,,,
Oklahoma,1978,Governor,Ellis,862,1373,,,,,,,,,,5,30,8,,,
Oklahoma,1978,Governor,Garfield,6771,10643,,,,,,,,,,42,38,31,,,
Oklahoma,1978,Governor,Garvin,4525,3352,,,,,,,,,,20,14,10,,,
Oklahoma,1978,Governor,Grady,4976,4114,,,,,,,,,,17,17,12,,,
Oklahoma,1978,Governor,Grant,1468,1520,,,,,,,,,,9,9,7,,,
Oklahoma,1978,Governor,Greer,1353,1084,,,,,,,,,,1,3,5,,,
Oklahoma,1978,Governor,Harmon,903,407,,,,,,,,,,0,4,2,,,
Oklahoma,1978,Governor,Harper,687,1143,,,,,,,,,,3,10,4,,,
Oklahoma,1978,Governor,Haskell,2302,983,,,,,,,,,,9,4,10,,,
Oklahoma,1978,Governor,Hughes,2659,1416,,,,,,,,,,8,30,4,,,
Oklahoma,1978,Governor,Jackson,3798,2072,,,,,,,,,,11,28,6,,,
Oklahoma,1978,Governor,Jefferson,1383,609,,,,,,,,,,3,3,1,,,
Oklahoma,1978,Governor,Johnston,1654,928,,,,,,,,,,8,1,4,,,
Oklahoma,1978,Governor,Kay,7323,9459,,,,,,,,,,39,32,44,,,
Oklahoma,1978,Governor,Kingfisher,1958,3209,,,,,,,,,,11,21,13,,,
Oklahoma,1978,Governor,Kiowa,2094,1752,,,,,,,,,,4,7,4,,,
Oklahoma,1978,Governor,Latimer,2123,827,,,,,,,,,,14,7,6,,,
Oklahoma,1978,Governor,Le Flore,6859,2045,,,,,,,,,,17,23,19,,,
Oklahoma,1978,Governor,Lincoln,3307,3506,,,,,,,,,,15,11,15,,,
Oklahoma,1978,Governor,Logan,3345,3763,,,,,,,,,,21,19,25,,,
Oklahoma,1978,Governor,Love,1205,531,,,,,,,,,,3,2,7,,,
Oklahoma,1978,Governor,Major,858,2011,,,,,,,,,,17,26,10,,,
Oklahoma,1978,Governor,Marshall,1690,1237,,,,,,,,,,29,27,33,,,
Oklahoma,1978,Governor,Mayes,4934,3355,,,,,,,,,,13,10,5,,,
Oklahoma,1978,Governor,McClain,2604,2123,,,,,,,,,,6,7,1,,,
Oklahoma,1978,Governor,McCurtain,4937,1517,,,,,,,,,,7,9,5,,,
Oklahoma,1978,Governor,McIntosh,2884,1465,,,,,,,,,,14,13,15,,,
Oklahoma,1978,Governor,Murray,2039,1257,,,,,,,,,,6,3,6,,,
Oklahoma,1978,Governor,Muskogee,12167,6255,,,,,,,,,,54,41,25,,,
Oklahoma,1978,Governor,Noble,1616,2393,,,,,,,,,,10,5,6,,,
Oklahoma,1978,Governor,Nowata,1778,1529,,,,,,,,,,3,6,5,,,
Oklahoma,1978,Governor,Okfuskee,1663,1248,,,,,,,,,,11,6,5,,,
Oklahoma,1978,Governor,Oklahoma,58348,79092,,,,,,,,,,2423,602,550,,,
Oklahoma,1978,Governor,Okmulgee,6800,3072,,,,,,,,,,23,15,13,,,
Oklahoma,1978,Governor,Osage,5912,4105,,,,,,,,,,16,20,10,,,
Oklahoma,1978,Governor,Ottawa,5619,2642,,,,,,,,,,10,20,12,,,
Oklahoma,1978,Governor,Pawnee,2590,2117,,,,,,,,,,14,11,12,,,
Oklahoma,1978,Governor,Payne,8531,8366,,,,,,,,,,36,24,55,,,
Oklahoma,1978,Governor,Pittsburg,8389,3427,,,,,,,,,,17,47,11,,,
Oklahoma,1978,Governor,Pontotoc,5260,3986,,,,,,,,,,28,34,10,,,
Oklahoma,1978,Governor,Pottawatomie,8072,6106,,,,,,,,,,21,34,21,,,
Oklahoma,1978,Governor,Pushmataha,2348,1116,,,,,,,,,,14,25,16,,,
Oklahoma,1978,Governor,Roger Mills,845,881,,,,,,,,,,1,9,3,,,
Oklahoma,1978,Governor,Rogers,6390,4510,,,,,,,,,,26,18,20,,,
Oklahoma,1978,Governor,Seminole,4513,2985,,,,,,,,,,21,15,12,,,
Oklahoma,1978,Governor,Sequoyah,5409,2031,,,,,,,,,,23,32,13,,,
Oklahoma,1978,Governor,Stephens,7118,5459,,,,,,,,,,14,16,19,,,
Oklahoma,1978,Governor,Texas,2787,2069,,,,,,,,,,17,23,7,,,
Oklahoma,1978,Governor,Tillman,2018,1165,,,,,,,,,,8,10,4,,,
Oklahoma,1978,Governor,Tulsa,57482,61375,,,,,,,,,,302,312,286,,,
Oklahoma,1978,Governor,Wagoner,4841,3478,,,,,,,,,,19,9,15,,,
Oklahoma,1978,Governor,Washington,7275,8645,,,,,,,,,,24,22,20,,,
Oklahoma,1978,Governor,Washita,1702,2247,,,,,,,,,,10,34,17,,,
Oklahoma,1978,Governor,Woods,1683,2753,,,,,,,,,,5,2,5,,,
Oklahoma,1978,Governor,Woodward,1651,3082,,,,,,,,,,16,29,10,,,
Oklahoma,1982,Governor,Adair,4112,1965,,,,,,,,,,10,,,,,
Oklahoma,1982,Governor,Alfalfa,1969,1012,,,,,,,,,,2,,,,,
Oklahoma,1982,Governor,Atoka,3351,624,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,Beaver,1471,832,,,,,,,,,,3,,,,,
Oklahoma,1982,Governor,Beckham,3765,1439,,,,,,,,,,1,,,,,
Oklahoma,1982,Governor,Blaine,2840,1736,,,,,,,,,,4,,,,,
Oklahoma,1982,Governor,Bryan,6928,1234,,,,,,,,,,9,,,,,
Oklahoma,1982,Governor,Caddo,5907,2204,,,,,,,,,,11,,,,,
Oklahoma,1982,Governor,Canadian,9290,7872,,,,,,,,,,19,,,,,
Oklahoma,1982,Governor,Carter,8404,3772,,,,,,,,,,15,,,,,
Oklahoma,1982,Governor,Cherokee,5933,2645,,,,,,,,,,20,,,,,
Oklahoma,1982,Governor,Choctaw,3420,784,,,,,,,,,,11,,,,,
Oklahoma,1982,Governor,Cimarron,937,729,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,Cleveland,21381,16080,,,,,,,,,,70,,,,,
Oklahoma,1982,Governor,Coal,1536,313,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,Comanche,15111,5824,,,,,,,,,,33,,,,,
Oklahoma,1982,Governor,Cotton,1804,461,,,,,,,,,,4,,,,,
Oklahoma,1982,Governor,Craig,3417,976,,,,,,,,,,9,,,,,
Oklahoma,1982,Governor,Creek,10088,5583,,,,,,,,,,20,,,,,
Oklahoma,1982,Governor,Custer,5208,2546,,,,,,,,,,1,,,,,
Oklahoma,1982,Governor,Delaware,6167,2320,,,,,,,,,,16,,,,,
Oklahoma,1982,Governor,Dewey,1472,794,,,,,,,,,,4,,,,,
Oklahoma,1982,Governor,Ellis,1254,712,,,,,,,,,,2,,,,,
Oklahoma,1982,Governor,Garfield,9956,8265,,,,,,,,,,8,,,,,
Oklahoma,1982,Governor,Garvin,6690,2833,,,,,,,,,,4,,,,,
Oklahoma,1982,Governor,Grady,7059,3707,,,,,,,,,,10,,,,,
Oklahoma,1982,Governor,Grant,1834,967,,,,,,,,,,1,,,,,
Oklahoma,1982,Governor,Greer,1927,586,,,,,,,,,,1,,,,,
Oklahoma,1982,Governor,Harmon,1189,279,,,,,,,,,,0,,,,,
Oklahoma,1982,Governor,Harper,1186,664,,,,,,,,,,3,,,,,
Oklahoma,1982,Governor,Haskell,3123,855,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,Hughes,3501,1002,,,,,,,,,,9,,,,,
Oklahoma,1982,Governor,Jackson,5153,1583,,,,,,,,,,2,,,,,
Oklahoma,1982,Governor,Jefferson,1823,465,,,,,,,,,,3,,,,,
Oklahoma,1982,Governor,Johnston,2648,573,,,,,,,,,,9,,,,,
Oklahoma,1982,Governor,Kay,10283,7526,,,,,,,,,,20,,,,,
Oklahoma,1982,Governor,Kingfisher,3127,2455,,,,,,,,,,9,,,,,
Oklahoma,1982,Governor,Kiowa,3119,917,,,,,,,,,,3,,,,,
Oklahoma,1982,Governor,Latimer,2364,679,,,,,,,,,,2,,,,,
Oklahoma,1982,Governor,Le Flore,9552,2058,,,,,,,,,,19,,,,,
Oklahoma,1982,Governor,Lincoln,5436,3665,,,,,,,,,,13,,,,,
Oklahoma,1982,Governor,Logan,4722,3391,,,,,,,,,,20,,,,,
Oklahoma,1982,Governor,Love,2717,452,,,,,,,,,,7,,,,,
Oklahoma,1982,Governor,Major,1799,1164,,,,,,,,,,3,,,,,
Oklahoma,1982,Governor,Marshall,3246,843,,,,,,,,,,6,,,,,
Oklahoma,1982,Governor,Mayes,7002,3034,,,,,,,,,,14,,,,,
Oklahoma,1982,Governor,McClain,4099,2230,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,McCurtain,4562,1641,,,,,,,,,,9,,,,,
Oklahoma,1982,Governor,McIntosh,4310,1454,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,Murray,2903,1033,,,,,,,,,,2,,,,,
Oklahoma,1982,Governor,Muskogee,13781,5984,,,,,,,,,,26,,,,,
Oklahoma,1982,Governor,Noble,2579,1834,,,,,,,,,,7,,,,,
Oklahoma,1982,Governor,Nowata,2756,1122,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,Okfuskee,2295,985,,,,,,,,,,8,,,,,
Oklahoma,1982,Governor,Oklahoma,83706,74087,,,,,,,,,,1704,,,,,
Oklahoma,1982,Governor,Okmulgee,8140,3052,,,,,,,,,,11,,,,,
Oklahoma,1982,Governor,Osage,7576,3667,,,,,,,,,,16,,,,,
Oklahoma,1982,Governor,Ottawa,7497,2069,,,,,,,,,,9,,,,,
Oklahoma,1982,Governor,Pawnee,2905,2007,,,,,,,,,,11,,,,,
Oklahoma,1982,Governor,Payne,10804,7093,,,,,,,,,,39,,,,,
Oklahoma,1982,Governor,Pittsburg,9352,2480,,,,,,,,,,19,,,,,
Oklahoma,1982,Governor,Pontotoc,7481,2953,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,Pottawatomie,11508,5920,,,,,,,,,,16,,,,,
Oklahoma,1982,Governor,Pushmataha,2785,678,,,,,,,,,,6,,,,,
Oklahoma,1982,Governor,Roger Mills,1154,484,,,,,,,,,,6,,,,,
Oklahoma,1982,Governor,Rogers,8775,5441,,,,,,,,,,15,,,,,
Oklahoma,1982,Governor,Seminole,5447,2036,,,,,,,,,,11,,,,,
Oklahoma,1982,Governor,Sequoyah,5889,1473,,,,,,,,,,12,,,,,
Oklahoma,1982,Governor,Stephens,9827,4123,,,,,,,,,,8,,,,,
Oklahoma,1982,Governor,Texas,2852,2254,,,,,,,,,,10,,,,,
Oklahoma,1982,Governor,Tillman,2742,821,,,,,,,,,,2,,,,,
Oklahoma,1982,Governor,Tulsa,71098,67784,,,,,,,,,,310,,,,,
Oklahoma,1982,Governor,Wagoner,7142,4303,,,,,,,,,,10,,,,,
Oklahoma,1982,Governor,Washington,9946,7722,,,,,,,,,,18,,,,,
Oklahoma,1982,Governor,Washita,2848,1245,,,,,,,,,,2,,,,,
Oklahoma,1982,Governor,Woods,2630,1670,,,,,,,,,,5,,,,,
Oklahoma,1982,Governor,Woodward,3549,2142,,,,,,,,,,2,,,,,
Oklahoma,1986,Governor,Adair,2900,2745,,,,,,,,,,120,56,,,,
Oklahoma,1986,Governor,Alfalfa,1147,1422,,,,,,,,,,272,41,,,,
Oklahoma,1986,Governor,Atoka,2520,1505,,,,,,,,,,119,29,,,,
Oklahoma,1986,Governor,Beaver,599,1828,,,,,,,,,,101,15,,,,
Oklahoma,1986,Governor,Beckham,4035,2038,,,,,,,,,,237,23,,,,
Oklahoma,1986,Governor,Blaine,1967,2120,,,,,,,,,,432,31,,,,
Oklahoma,1986,Governor,Bryan,5920,2757,,,,,,,,,,103,26,,,,
Oklahoma,1986,Governor,Caddo,5105,3345,,,,,,,,,,491,47,,,,
Oklahoma,1986,Governor,Canadian,7761,9426,,,,,,,,,,2468,165,,,,
Oklahoma,1986,Governor,Carter,6963,5658,,,,,,,,,,483,93,,,,
Oklahoma,1986,Governor,Cherokee,4609,5124,,,,,,,,,,352,190,,,,
Oklahoma,1986,Governor,Choctaw,3022,1261,,,,,,,,,,191,26,,,,
Oklahoma,1986,Governor,Cimarron,514,683,,,,,,,,,,117,14,,,,
Oklahoma,1986,Governor,Cleveland,16182,20186,,,,,,,,,,4282,354,,,,
Oklahoma,1986,Governor,Coal,1320,721,,,,,,,,,,90,19,,,,
Oklahoma,1986,Governor,Comanche,11362,6892,,,,,,,,,,776,75,,,,
Oklahoma,1986,Governor,Cotton,1372,628,,,,,,,,,,46,6,,,,
Oklahoma,1986,Governor,Craig,2361,2127,,,,,,,,,,116,58,,,,
Oklahoma,1986,Governor,Creek,7430,7932,,,,,,,,,,1119,503,,,,
Oklahoma,1986,Governor,Custer,3886,4019,,,,,,,,,,423,59,,,,
Oklahoma,1986,Governor,Delaware,4237,3929,,,,,,,,,,158,106,,,,
Oklahoma,1986,Governor,Dewey,1035,1004,,,,,,,,,,189,23,,,,
Oklahoma,1986,Governor,Ellis,761,1128,,,,,,,,,,72,15,,,,
Oklahoma,1986,Governor,Garfield,7341,9287,,,,,,,,,,1207,269,,,,
Oklahoma,1986,Governor,Garvin,5042,3355,,,,,,,,,,631,65,,,,
Oklahoma,1986,Governor,Grady,6088,4532,,,,,,,,,,1301,103,,,,
Oklahoma,1986,Governor,Grant,1175,1330,,,,,,,,,,234,44,,,,
Oklahoma,1986,Governor,Greer,1348,764,,,,,,,,,,72,6,,,,
Oklahoma,1986,Governor,Harmon,823,344,,,,,,,,,,109,9,,,,
Oklahoma,1986,Governor,Harper,578,1065,,,,,,,,,,139,18,,,,
Oklahoma,1986,Governor,Haskell,2758,1199,,,,,,,,,,110,23,,,,
Oklahoma,1986,Governor,Hughes,2971,1356,,,,,,,,,,155,25,,,,
Oklahoma,1986,Governor,Jackson,3611,2480,,,,,,,,,,375,25,,,,
Oklahoma,1986,Governor,Jefferson,1373,636,,,,,,,,,,56,11,,,,
Oklahoma,1986,Governor,Johnston,1675,1091,,,,,,,,,,68,15,,,,
Oklahoma,1986,Governor,Kay,6880,9588,,,,,,,,,,1035,232,,,,
Oklahoma,1986,Governor,Kingfisher,2026,2934,,,,,,,,,,443,117,,,,
Oklahoma,1986,Governor,Kiowa,2351,1383,,,,,,,,,,184,7,,,,
Oklahoma,1986,Governor,Latimer,2125,1094,,,,,,,,,,97,13,,,,
Oklahoma,1986,Governor,Le Flore,6864,3364,,,,,,,,,,377,39,,,,
Oklahoma,1986,Governor,Lincoln,3956,3795,,,,,,,,,,1339,96,,,,
Oklahoma,1986,Governor,Logan,3905,3903,,,,,,,,,,1386,79,,,,
Oklahoma,1986,Governor,Love,1384,1036,,,,,,,,,,61,31,,,,
Oklahoma,1986,Governor,Major,1020,1873,,,,,,,,,,293,61,,,,
Oklahoma,1986,Governor,Marshall,2395,1494,,,,,,,,,,71,29,,,,
Oklahoma,1986,Governor,Mayes,4820,4917,,,,,,,,,,405,429,,,,
Oklahoma,1986,Governor,McClain,3170,2753,,,,,,,,,,734,59,,,,
Oklahoma,1986,Governor,McCurtain,4498,2412,,,,,,,,,,89,21,,,,
Oklahoma,1986,Governor,McIntosh,3292,2067,,,,,,,,,,144,73,,,,
Oklahoma,1986,Governor,Murray,2440,1619,,,,,,,,,,297,41,,,,
Oklahoma,1986,Governor,Muskogee,9155,8772,,,,,,,,,,546,235,,,,
Oklahoma,1986,Governor,Noble,1734,2161,,,,,,,,,,376,46,,,,
Oklahoma,1986,Governor,Nowata,1867,1528,,,,,,,,,,84,44,,,,
Oklahoma,1986,Governor,Okfuskee,1832,1176,,,,,,,,,,180,33,,,,
Oklahoma,1986,Governor,Oklahoma,59176,75811,,,,,,,,,,18262,1047,,,,
Oklahoma,1986,Governor,Okmulgee,5581,5198,,,,,,,,,,399,388,,,,
Oklahoma,1986,Governor,Osage,5764,5369,,,,,,,,,,457,215,,,,
Oklahoma,1986,Governor,Ottawa,5819,3865,,,,,,,,,,172,50,,,,
Oklahoma,1986,Governor,Pawnee,2288,2705,,,,,,,,,,280,127,,,,
Oklahoma,1986,Governor,Payne,7119,10317,,,,,,,,,,1364,180,,,,
Oklahoma,1986,Governor,Pittsburg,7604,4721,,,,,,,,,,624,78,,,,
Oklahoma,1986,Governor,Pontotoc,6347,5340,,,,,,,,,,928,97,,,,
Oklahoma,1986,Governor,Pottawatomie,8889,7010,,,,,,,,,,1662,129,,,,
Oklahoma,1986,Governor,Pushmataha,2404,1170,,,,,,,,,,121,14,,,,
Oklahoma,1986,Governor,Roger Mills,904,828,,,,,,,,,,82,14,,,,
Oklahoma,1986,Governor,Rogers,6341,8458,,,,,,,,,,701,500,,,,
Oklahoma,1986,Governor,Seminole,4788,2900,,,,,,,,,,394,43,,,,
Oklahoma,1986,Governor,Sequoyah,5673,3504,,,,,,,,,,356,74,,,,
Oklahoma,1986,Governor,Stephens,8935,5036,,,,,,,,,,999,102,,,,
Oklahoma,1986,Governor,Texas,1756,3147,,,,,,,,,,202,28,,,,
Oklahoma,1986,Governor,Tillman,2010,1017,,,,,,,,,,88,21,,,,
Oklahoma,1986,Governor,Tulsa,47911,88096,,,,,,,,,,5722,4611,,,,
Oklahoma,1986,Governor,Wagoner,5166,6344,,,,,,,,,,523,451,,,,
Oklahoma,1986,Governor,Washington,6182,9967,,,,,,,,,,352,174,,,,
Oklahoma,1986,Governor,Washita,2750,1311,,,,,,,,,,209,31,,,,
Oklahoma,1986,Governor,Woods,1697,2262,,,,,,,,,,276,50,,,,
Oklahoma,1986,Governor,Woodward,2686,3600,,,,,,,,,,587,57,,,,
Oklahoma,1990,Governor,Adair,2512,1168,,,,,,,314,,,,,,,,
Oklahoma,1990,Governor,Alfalfa,1313,874,,,,,,,472,,,,,,,,
Oklahoma,1990,Governor,Atoka,2826,818,,,,,,,149,,,,,,,,
Oklahoma,1990,Governor,Beaver,1025,1082,,,,,,,212,,,,,,,,
Oklahoma,1990,Governor,Beckham,4041,1321,,,,,,,299,,,,,,,,
Oklahoma,1990,Governor,Blaine,2517,1262,,,,,,,730,,,,,,,,
Oklahoma,1990,Governor,Bryan,5805,1969,,,,,,,284,,,,,,,,
Oklahoma,1990,Governor,Caddo,5833,1846,,,,,,,723,,,,,,,,
Oklahoma,1990,Governor,Canadian,10200,8721,,,,,,,2663,,,,,,,,
Oklahoma,1990,Governor,Carter,8249,3557,,,,,,,906,,,,,,,,
Oklahoma,1990,Governor,Cherokee,6750,2180,,,,,,,947,,,,,,,,
Oklahoma,1990,Governor,Choctaw,3878,1086,,,,,,,120,,,,,,,,
Oklahoma,1990,Governor,Cimarron,683,635,,,,,,,88,,,,,,,,
Oklahoma,1990,Governor,Cleveland,24222,16802,,,,,,,5762,,,,,,,,
Oklahoma,1990,Governor,Coal,1621,429,,,,,,,131,,,,,,,,
Oklahoma,1990,Governor,Comanche,13159,7890,,,,,,,957,,,,,,,,
Oklahoma,1990,Governor,Cotton,1777,524,,,,,,,54,,,,,,,,
Oklahoma,1990,Governor,Craig,2862,1161,,,,,,,357,,,,,,,,
Oklahoma,1990,Governor,Creek,8904,4176,,,,,,,1771,,,,,,,,
Oklahoma,1990,Governor,Custer,5516,2475,,,,,,,748,,,,,,,,
Oklahoma,1990,Governor,Delaware,4581,2132,,,,,,,675,,,,,,,,
Oklahoma,1990,Governor,Dewey,1459,637,,,,,,,315,,,,,,,,
Oklahoma,1990,Governor,Ellis,1078,623,,,,,,,280,,,,,,,,
Oklahoma,1990,Governor,Garfield,9543,5806,,,,,,,2843,,,,,,,,
Oklahoma,1990,Governor,Garvin,5335,2312,,,,,,,931,,,,,,,,
Oklahoma,1990,Governor,Grady,7387,3817,,,,,,,1214,,,,,,,,
Oklahoma,1990,Governor,Grant,1317,786,,,,,,,532,,,,,,,,
Oklahoma,1990,Governor,Greer,1745,608,,,,,,,171,,,,,,,,
Oklahoma,1990,Governor,Harmon,1116,300,,,,,,,55,,,,,,,,
Oklahoma,1990,Governor,Harper,901,597,,,,,,,308,,,,,,,,
Oklahoma,1990,Governor,Haskell,3137,750,,,,,,,254,,,,,,,,
Oklahoma,1990,Governor,Hughes,3008,900,,,,,,,483,,,,,,,,
Oklahoma,1990,Governor,Jackson,4310,1796,,,,,,,414,,,,,,,,
Oklahoma,1990,Governor,Jefferson,1831,470,,,,,,,86,,,,,,,,
Oklahoma,1990,Governor,Johnston,2015,599,,,,,,,166,,,,,,,,
Oklahoma,1990,Governor,Kay,7737,5439,,,,,,,1878,,,,,,,,
Oklahoma,1990,Governor,Kingfisher,2306,2087,,,,,,,683,,,,,,,,
Oklahoma,1990,Governor,Kiowa,2805,923,,,,,,,220,,,,,,,,
Oklahoma,1990,Governor,Latimer,2245,608,,,,,,,234,,,,,,,,
Oklahoma,1990,Governor,Le Flore,8602,2622,,,,,,,293,,,,,,,,
Oklahoma,1990,Governor,Lincoln,4995,2860,,,,,,,1180,,,,,,,,
Oklahoma,1990,Governor,Logan,5247,3446,,,,,,,1068,,,,,,,,
Oklahoma,1990,Governor,Love,1804,471,,,,,,,143,,,,,,,,
Oklahoma,1990,Governor,Major,1581,1120,,,,,,,563,,,,,,,,
Oklahoma,1990,Governor,Marshall,2880,930,,,,,,,216,,,,,,,,
Oklahoma,1990,Governor,Mayes,6539,2702,,,,,,,1037,,,,,,,,
Oklahoma,1990,Governor,McClain,4389,2177,,,,,,,831,,,,,,,,
Oklahoma,1990,Governor,McCurtain,5584,1434,,,,,,,218,,,,,,,,
Oklahoma,1990,Governor,McIntosh,4466,1229,,,,,,,473,,,,,,,,
Oklahoma,1990,Governor,Murray,2824,987,,,,,,,461,,,,,,,,
Oklahoma,1990,Governor,Muskogee,11525,4526,,,,,,,1691,,,,,,,,
Oklahoma,1990,Governor,Noble,2144,1417,,,,,,,689,,,,,,,,
Oklahoma,1990,Governor,Nowata,1996,920,,,,,,,336,,,,,,,,
Oklahoma,1990,Governor,Okfuskee,2390,794,,,,,,,340,,,,,,,,
Oklahoma,1990,Governor,Oklahoma,85019,69514,,,,,,,16239,,,,,,,,
Oklahoma,1990,Governor,Okmulgee,6811,2432,,,,,,,1192,,,,,,,,
Oklahoma,1990,Governor,Osage,7249,2829,,,,,,,1299,,,,,,,,
Oklahoma,1990,Governor,Ottawa,5854,2014,,,,,,,417,,,,,,,,
Oklahoma,1990,Governor,Pawnee,2703,1372,,,,,,,620,,,,,,,,
Oklahoma,1990,Governor,Payne,9921,5803,,,,,,,2220,,,,,,,,
Oklahoma,1990,Governor,Pittsburg,8797,3010,,,,,,,911,,,,,,,,
Oklahoma,1990,Governor,Pontotoc,5785,3605,,,,,,,1495,,,,,,,,
Oklahoma,1990,Governor,Pottawatomie,10141,5823,,,,,,,1913,,,,,,,,
Oklahoma,1990,Governor,Pushmataha,3121,749,,,,,,,112,,,,,,,,
Oklahoma,1990,Governor,Roger Mills,1304,459,,,,,,,207,,,,,,,,
Oklahoma,1990,Governor,Rogers,9517,5075,,,,,,,2061,,,,,,,,
Oklahoma,1990,Governor,Seminole,5157,2135,,,,,,,727,,,,,,,,
Oklahoma,1990,Governor,Sequoyah,7250,1970,,,,,,,395,,,,,,,,
Oklahoma,1990,Governor,Stephens,8556,4784,,,,,,,907,,,,,,,,
Oklahoma,1990,Governor,Texas,2063,2585,,,,,,,294,,,,,,,,
Oklahoma,1990,Governor,Tillman,2166,743,,,,,,,107,,,,,,,,
Oklahoma,1990,Governor,Tulsa,72730,49403,,,,,,,15710,,,,,,,,
Oklahoma,1990,Governor,Wagoner,7334,3911,,,,,,,1372,,,,,,,,
Oklahoma,1990,Governor,Washington,8072,6419,,,,,,,1707,,,,,,,,
Oklahoma,1990,Governor,Washita,3175,800,,,,,,,357,,,,,,,,
Oklahoma,1990,Governor,Woods,2215,1259,,,,,,,494,,,,,,,,
Oklahoma,1990,Governor,Woodward,3741,2089,,,,,,,810,,,,,,,,
Oklahoma,1994,Governor,Adair,1937,2063,,,,,,,,,,918,,,,,
Oklahoma,1994,Governor,Alfalfa,550,1017,,,,,,,,,,774,,,,,
Oklahoma,1994,Governor,Atoka,761,839,,,,,,,,,,2019,,,,,
Oklahoma,1994,Governor,Beaver,416,1252,,,,,,,,,,456,,,,,
Oklahoma,1994,Governor,Beckham,1590,2235,,,,,,,,,,1516,,,,,
Oklahoma,1994,Governor,Blaine,1076,1803,,,,,,,,,,1355,,,,,
Oklahoma,1994,Governor,Bryan,2251,1683,,,,,,,,,,5855,,,,,
Oklahoma,1994,Governor,Caddo,2705,2607,,,,,,,,,,2618,,,,,
Oklahoma,1994,Governor,Canadian,5460,15004,,,,,,,,,,4322,,,,,
Oklahoma,1994,Governor,Carter,3316,3788,,,,,,,,,,5352,,,,,
Oklahoma,1994,Governor,Cherokee,4569,3620,,,,,,,,,,2265,,,,,
Oklahoma,1994,Governor,Choctaw,1127,652,,,,,,,,,,2528,,,,,
Oklahoma,1994,Governor,Cimarron,226,830,,,,,,,,,,327,,,,,
Oklahoma,1994,Governor,Cleveland,17409,31459,,,,,,,,,,9076,,,,,
Oklahoma,1994,Governor,Coal,552,381,,,,,,,,,,985,,,,,
Oklahoma,1994,Governor,Comanche,9554,10032,,,,,,,,,,4902,,,,,
Oklahoma,1994,Governor,Cotton,885,545,,,,,,,,,,911,,,,,
Oklahoma,1994,Governor,Craig,1760,1561,,,,,,,,,,1076,,,,,
Oklahoma,1994,Governor,Creek,6476,7825,,,,,,,,,,4020,,,,,
Oklahoma,1994,Governor,Custer,2098,3857,,,,,,,,,,2171,,,,,
Oklahoma,1994,Governor,Delaware,3619,4050,,,,,,,,,,1732,,,,,
Oklahoma,1994,Governor,Dewey,472,870,,,,,,,,,,894,,,,,
Oklahoma,1994,Governor,Ellis,365,784,,,,,,,,,,650,,,,,
Oklahoma,1994,Governor,Garfield,5131,11120,,,,,,,,,,3843,,,,,
Oklahoma,1994,Governor,Garvin,2677,2795,,,,,,,,,,2983,,,,,
