State,Year,Office,County,D#,R#,Prog.#,S#,AI#,L#,G#,I1#,I2#,I3#,I4#,I5#,NL#,Ref.#,W/I1#,W/2#,W/3#,D1#,D2#,D3#,D4#,D5#,I#,Ind.#,C#,O#,Others
Mississippi,1924,President,Marshall,1142,40,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Monroe,2326,121,32,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Montgomery,1015,60,95,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Neshoba,1603,228,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Newton,1657,72,93,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Noxubee,966,44,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Oktibbeha,1370,30,42,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Panola,1264,53,31,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Pearl River,855,164,99,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Perry,383,55,17,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Pike,1640,197,452,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Pontotoc,1206,86,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Prentiss,1225,179,2,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Quitman,574,36,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Rankin,1415,34,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Scott,1179,53,90,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Sharkey,353,34,6,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Simpson,1518,100,7,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Smith,1081,49,31,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Stone,412,56,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Sunflower,1694,76,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Tallahatchie,1386,15,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Tate,1002,6,6,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Tippah,1411,96,45,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Tishomingo,1181,279,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Tunica,495,13,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Union,1750,135,86,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Walthall,660,64,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Warren,1794,328,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Washington,1277,143,2,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Wayne,905,56,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Webster,918,115,97,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Wilkinson,355,40,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Winston,1344,53,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Yalobusha,1292,53,11,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1924,President,Yazoo,1348,57,0,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Adams,1337,840,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Alcorn,1531,335,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Amite,1189,325,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Attala,2258,113,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Benton,793,47,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Bolivar,1939,266,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Calhoun,1277,283,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Carroll,1102,49,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Chickasaw,1495,171,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Choctaw,1008,118,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Claiborne,708,43,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Clarke,1131,563,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Clay,1456,128,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Coahoma,1778,223,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Copiah,2733,161,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Covington,1131,189,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,DeSoto,1357,64,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Forrest,1793,1447,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Franklin,905,181,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,George,336,369,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Greene,593,342,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Grenada,1155,40,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Hancock,1284,456,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Harrison,3712,1485,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Hinds,5707,976,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Holmes,2004,134,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Humphreys,1020,1,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Issaquena,134,6,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Itawamba,854,331,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Jackson,1261,567,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Jasper,979,625,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Jefferson,830,63,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Jefferson Davis,856,163,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Jones,2284,1804,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Kemper,1421,141,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Lafayette,1652,131,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Lamar,718,410,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Lauderdale,3558,1798,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Lawrence,759,210,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Leake,1695,212,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Lee,2757,367,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Leflore,2219,105,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Lincoln,2191,422,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Lowndes,2136,185,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Madison,1519,124,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Marion,922,526,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Marshall,1422,100,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Monroe,3033,376,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Montgomery,1607,98,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Neshoba,1906,516,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Newton,2074,368,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Noxubee,1153,102,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Oktibbeha,1577,111,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Panola,1569,142,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Pearl River,879,918,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Perry,283,277,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Pike,2431,920,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Pontotoc,1537,261,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Prentiss,1366,269,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Quitman,793,86,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Rankin,1325,180,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Scott,2050,164,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Sharkey,475,36,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Simpson,1893,231,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Smith,1450,419,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Stone,258,436,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Sunflower,2676,88,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Tallahatchie,2284,33,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Tate,1274,42,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Tippah,1457,298,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Tishomingo,965,585,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Tunica,654,26,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Union,1858,324,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Walthall,864,218,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Warren,2769,530,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Washington,1496,246,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Wayne,917,289,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Webster,1102,338,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Wilkinson,767,73,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Winston,1620,97,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Yalobusha,1249,204,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1928,President,Yazoo,2029,112,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Adams,1420,384,,15,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Alcorn,2461,73,,10,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Amite,1237,73,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Attala,2370,38,,11,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Benton,814,8,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Bolivar,1941,204,,6,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Calhoun,1923,27,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Carroll,1189,9,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Chickasaw,1455,16,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Choctaw,1110,23,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Claiborne,713,16,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Clarke,1482,53,,7,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Clay,1371,34,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Coahoma,1672,62,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Copiah,2371,28,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Covington,1352,22,,6,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,DeSoto,1396,13,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Forrest,2068,182,,30,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Franklin,965,25,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,George,824,19,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Greene,818,29,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Grenada,1101,11,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Hancock,1349,109,,14,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Harrison,4124,449,,46,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Hinds,6541,403,,39,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Holmes,1799,45,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Humphreys,775,10,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Issaquena,159,1,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Itawamba,1851,40,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Jackson,1634,126,,10,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Jasper,1526,38,,15,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Jefferson,753,24,,5,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Jefferson Davis,940,30,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Jones,3816,173,,183,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Kemper,1420,27,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Lafayette,1831,26,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Lamar,1033,31,,5,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Lauderdale,4830,191,,18,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Lawrence,933,31,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Leake,1903,14,,9,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Lee,3704,129,,5,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Leflore,1877,34,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Lincoln,2379,92,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Lowndes,2305,50,,9,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Madison,1474,51,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Marion,2429,94,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Marshall,1281,38,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Monroe,3448,82,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Montgomery,1366,17,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Neshoba,2236,56,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Newton,2253,56,,11,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Noxubee,1052,41,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Oktibbeha,1574,26,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Panola,1318,20,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Pearl River,1500,99,,14,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Perry,523,15,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Pike,2400,118,,10,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Pontotoc,1862,31,,7,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Prentiss,1976,76,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Quitman,720,18,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Rankin,1536,52,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Scott,1537,17,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Sharkey,551,0,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Simpson,1941,47,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Smith,1576,17,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Stone,424,32,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Sunflower,2411,34,,5,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Tallahatchie,2453,16,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Tate,986,9,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Tippah,1972,52,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Tishomingo,1636,112,,6,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Tunica,573,8,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Union,2264,74,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Walthall,1069,30,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Warren,2422,169,,20,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Washington,1691,100,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Wayne,1023,23,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Webster,1092,35,,6,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Wilkinson,813,18,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Winston,1720,12,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Yalobusha,1536,39,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1932,President,Yazoo,1995,24,,5,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Adams,1732,124,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Alcorn,2396,53,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Amite,1421,56,,15,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Attala,1855,36,,6,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Benton,1717,10,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Bolivar,2296,101,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Calhoun,1691,40,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Carroll,1030,19,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Chickasaw,1559,18,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Choctaw,1342,41,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Claiborne,774,31,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Clarke,2089,31,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Clay,1271,32,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Coahoma,2059,49,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Copiah,2397,45,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Covington,1589,52,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,DeSoto,1343,13,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Forrest,3596,234,,11,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Franklin,1098,33,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,George,892,24,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Greene,830,46,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Grenada,1245,13,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Hancock,1284,164,,16,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Harrison,4208,495,,37,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Hinds,8647,313,,16,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Holmes,1885,12,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Humphreys,1164,7,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Issaquena,214,0,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Itawamba,1465,47,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Jackson,1704,120,,7,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Jasper,2004,21,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Jefferson,884,9,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Jefferson Davis,1325,67,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Jones,4461,185,,49,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Kemper,1477,8,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Lafayette,1652,26,,5,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Lamar,1210,91,,5,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Lauderdale,6075,67,,12,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Lawrence,1286,34,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Leake,2566,8,,10,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Lee,3585,42,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Leflore,2137,35,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Lincoln,2465,74,,10,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Lowndes,2328,56,,10,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Madison,1838,32,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Marion,1932,37,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Marshall,1111,22,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Monroe,3199,55,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Montgomery,1383,5,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Neshoba,3495,67,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Newton,2624,39,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Noxubee,1332,27,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Oktibbeha,1714,19,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Panola,1481,3,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Pearl River,1156,81,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Perry,737,16,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Pike,3170,86,,5,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Pontotoc,2286,93,,9,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Prentiss,1809,50,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Quitman,1025,9,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Rankin,1884,54,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Scott,2097,33,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Sharkey,567,7,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Simpson,2445,48,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Smith,1676,17,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Stone,675,23,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Sunflower,2508,21,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Tallahatchie,1567,4,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Tate,1088,7,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Tippah,1625,19,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Tishomingo,1619,115,,10,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Tunica,701,5,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Union,2249,63,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Walthall,1234,28,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Warren,3233,122,,6,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Washington,2143,94,,4,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Wayne,1367,44,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Webster,1439,56,,12,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Wilkinson,767,21,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Winston,2418,21,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Yalobusha,1350,25,,2,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1936,President,Yazoo,2141,17,,3,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Adams,1869,166,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Alcorn,2934,133,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Amite,1435,64,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Attala,2049,63,,8,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Benton,935,24,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Bolivar,2974,234,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Calhoun,1958,74,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Carroll,1408,38,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Chickasaw,1764,58,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Choctaw,1212,66,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Claiborne,737,32,,10,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Clarke,1711,42,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Clay,1232,103,,1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Coahoma,2440,137,,0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,1940,President,Copiah,2335,49,,0,,,,,,,,,,,,,,,,,,,,,,,
