State,Year,Office,County,D#,R#,Prog.#,S#,Proh.#,SL#,SW#,Am.#,B&T#,TX Reg.#,I#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,C#,W/I#,LRU#,I1#,I2#,Year / Office
Texas,1916,President,Caldwell,1216,225,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Calhoun,388,84,,64,8,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Callahan,959,74,,83,5,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Cameron,1260,420,,25,11,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Camp,721,206,,35,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Carson,326,78,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Cass,1505,707,,124,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Castro,176,69,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Chambers,239,101,,43,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Cherokee,2002,241,,245,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Childress,948,31,,77,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Clay,1324,177,,54,5,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Cochran,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Coke,484,29,,42,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Coleman,1700,96,,182,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Collin,4141,594,,190,8,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Collingsworth,589,31,,54,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Colorado,1041,358,,76,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Comal,432,743,,38,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Comanche,1494,148,,301,13,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Concho,418,36,,53,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Cooke,2273,353,,106,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Coryell,1802,188,,72,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Cottle,455,12,,67,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Crane,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Crockett,65,16,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Crosby,456,31,,46,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Culberson,124,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Dallam,363,81,,39,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Dallas,13410,2554,,184,105,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Dawson,288,14,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Deaf Smith,356,77,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Delta,1254,72,,115,9,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Denton,2844,451,,157,10,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Dewitt,1056,1068,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Dickens,389,15,,39,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Dimmit,193,74,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Donley,636,42,,54,15,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Duval,597,37,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Eastland,1486,146,,294,13,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Ector,120,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Edwards,299,73,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,El Paso,3603,1770,,111,34,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Ellis,4718,324,,74,11,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Erath,2024,184,,287,17,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Falls,2037,729,,232,17,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Fannin,3493,471,,236,9,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Fayette,1902,1212,,40,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Fisher,950,46,,229,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Floyd,600,48,,78,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Foard,475,41,,88,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Fort Bend,788,329,,16,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Franklin,684,62,,42,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Freestone,1575,637,,98,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Frio,410,55,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Gaines,80,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Galveston,3543,1263,,73,46,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Garza,330,14,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Gillespie,405,1463,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Glasscock,96,8,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Goliad,605,548,,59,5,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Gonzales,1675,649,,51,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Gray,482,69,,35,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Grayson,5092,1024,,285,20,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Gregg,820,159,,25,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Grimes,1108,108,,25,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Guadalupe,830,1812,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hale,908,80,,43,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hall,925,49,,88,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hamilton,1231,201,,28,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hansford,166,47,,14,9,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hardeman,932,94,,123,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hardin,1279,158,,90,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Harris,10131,3009,,433,74,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Harrison,1374,172,,60,10,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hartley,161,30,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Haskell,1200,95,,369,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hays,995,123,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hemphill,496,141,,25,13,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Henderson,1790,268,,354,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hidalgo,1364,260,,26,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hill,3951,382,,86,17,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hockley,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hood,693,64,,84,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hopkins,2568,218,,231,14,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Houston,1730,373,,162,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Howard,747,30,,99,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hunt,4242,424,,155,17,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Hutchinson,114,28,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Irion,150,5,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Jack,862,121,,115,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Jackson,403,123,,63,5,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Jasper,906,75,,41,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Jeff Davis,234,74,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Jefferson,3082,488,,155,31,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Jim Hogg,187,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Jim Wells,335,100,,35,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Johnson,3040,275,,170,12,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Jones,1798,114,,214,10,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Karnes,889,238,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Kaufman,2780,427,,172,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Kendall,232,590,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Kent,212,2,,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Kerr,621,272,,30,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Kimble,223,13,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,King,47,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Kinney,233,201,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Kleberg,427,106,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Knox,884,64,,105,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,La Salle,340,40,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Lamar,3412,309,,96,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Lamb,150,14,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Lampasas,848,113,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Lavaca,1784,936,,241,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Lee,571,836,,82,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Leon,979,335,,162,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Liberty,704,235,,82,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Limestone,2188,225,,107,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Lipscomb,350,116,,47,10,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Live Oak,397,119,,51,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Llano,716,72,,23,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Loving,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Lubbock,633,34,,27,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Lynn,331,15,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Madison,730,120,,41,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Marion,445,166,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Martin,125,14,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Mason,386,157,,32,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Matagorda,748,252,,79,12,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Maverick,192,246,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,McCulloch,847,61,,117,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,McLennan,4979,940,,122,12,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,McMullen,115,29,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Medina,758,650,,26,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Menard,267,44,,32,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Midland,339,24,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Milam,2198,576,,230,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Mills,640,129,,106,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Mitchell,803,39,,80,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Montague,1803,245,,242,5,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Montgomery,880,197,,141,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Moore,103,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Morris,689,163,,52,163,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Motley,393,9,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Nacogdoches,1766,92,,141,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Navarro,3527,294,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Newton,493,34,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Nolan,1048,91,,79,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Nueces,1830,404,,142,21,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Ochiltree,238,41,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Oldham,138,42,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Orange,758,92,,0,33,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Palo Pinto,1431,124,,282,11,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Panola,1228,125,,71,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Parker,1797,173,,240,17,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Parmer,194,64,,10,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Pecos,394,96,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Polk,918,107,,113,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Potter,1288,166,,99,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Presidio,245,27,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Rains,509,71,,289,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Randall,341,63,,6,12,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Reagan,59,2,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Real,242,14,,25,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Red River,2021,356,,141,5,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Reeves,346,43,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Refugio,408,232,,47,9,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Roberts,220,27,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Robertson,1313,218,,44,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Rockwall,828,27,,0,17,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Runnels,1487,195,,133,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Rusk,1849,521,,196,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Sabine,681,22,,54,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,San Augustine,682,18,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,San Jacinto,442,255,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,San Patricio,594,130,,65,8,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,San Saba,935,66,,90,5,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Schleicher,163,10,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Scurry,994,40,,78,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Shackelford,378,51,,36,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Shelby,1767,131,,175,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Sherman,152,39,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Smith,2422,773,,270,16,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Somervell,278,20,,84,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Starr,516,115,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Stephens,572,12,,103,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Sterling,205,6,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Stonewall,502,21,,119,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Sutton,130,13,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Swisher,381,62,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Tarrant,10269,1550,,329,65,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Taylor,2134,120,,118,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Terrell,181,59,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Terry,146,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Throckmorton,333,10,,76,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Titus,1164,189,,95,22,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Tom Green,1243,92,,63,12,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Travis,3682,690,,71,18,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Trinity,906,156,,91,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Tyler,635,24,,31,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Upshur,1346,198,,121,10,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Upton,42,6,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Uvalde,728,92,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Val Verde,446,135,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Van Zandt,2040,232,,648,11,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Victoria,897,476,,35,6,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Walker,763,315,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Waller,636,182,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Ward,178,23,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Washington,1119,1306,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Webb,676,472,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Wharton,948,351,,85,17,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Wheeler,554,56,,83,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Wichita,2108,347,,94,28,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Wilbarger,1242,99,,116,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Willacy,110,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Williamson,2701,656,,80,14,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Wilson,869,346,,30,7,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Winkler,21,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Wise,2023,263,,9,155,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Wood,1719,248,,416,12,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Yoakum,85,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Young,1175,71,,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Zapata,26,214,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1916,President,Zavala,229,43,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Anderson,2355,323,,75,,,,267,906,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Andrews,74,9,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Angelina,1661,205,,98,,,,589,119,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Aransas,146,49,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Archer,449,169,,7,,,,20,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Armstrong,405,87,,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Atascosa,531,185,,12,,,,32,7,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Austin,538,568,,15,,,,1682,87,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Bailey,0,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Bandera,311,249,,18,,,,33,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Bastrop,1088,484,,6,,,,441,147,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Baylor,632,139,,27,,,,61,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Bee,545,283,,18,,,,77,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Bell,3595,483,,76,,,,1759,168,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Bexar,6926,8894,,171,,,,498,557,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Blanco,426,378,,4,,,,886,14,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Borden,89,4,,1,,,,11,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Bosque,1556,567,,29,,,,364,28,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Bowie,2396,1032,,138,,,,31,254,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Brazoria,1184,1235,,51,,,,110,25,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Brazos,1281,277,,5,,,,107,502,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Brewster,210,125,,4,,,,8,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Briscoe,262,39,,9,,,,22,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Brooks,127,37,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Brown,1708,397,,28,,,,289,14,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Burleson,981,141,,2,,,,405,459,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Burnet,795,241,,9,,,,225,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Caldwell,1240,269,,4,,,,336,218,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Calhoun,363,95,,33,,,,36,34,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Callahan,804,213,,34,,,,153,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Cameron,920,909,,12,,,,4,1,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Camp,661,156,,4,,,,58,442,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Carson,428,208,,8,,,,3,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Cass,1563,1446,,53,,,,151,184,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Castro,158,118,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Chambers,240,278,,13,,,,30,2,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Cherokee,2233,478,,76,,,,525,260,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Childress,1206,158,,44,,,,27,1,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Clay,1324,446,,14,,,,34,3,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Coke,444,59,,23,,,,39,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Coleman,1445,355,,76,,,,334,4,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Collin,4045,1338,,103,,,,261,31,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Collingsworth,640,307,,51,,,,8,1,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Colorado,765,477,,65,,,,822,346,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Comal,181,765,,31,,,,841,2,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Comanche,1633,930,,100,,,,197,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Concho,405,151,,18,,,,100,1,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Cooke,2170,1003,,66,,,,60,89,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Coryell,1542,444,,14,,,,714,8,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Cottle,472,121,,60,,,,9,2,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Crockett,89,80,,1,,,,1,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Crosby,572,146,,33,,,,29,2,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Culberson,40,6,,0,,,,1,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Dallam,478,195,,40,,,,23,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Dallas,14390,4984,,135,,,,200,1638,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Dawson,296,75,,25,,,,23,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Deaf Smith,459,205,,2,,,,0,0,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Delta,1081,315,,23,,,,29,50,,,,,,,,,,,,,,,,,,,,,
Texas,1920,President,Denton,1257,900,,59,,,,302,82,,,,,,,,,,,,,,,,,,,,,
