State,Year,Office,County,D#,R#,Prog.#,S#,Proh.#,SL#,SW#,Am.#,B&T#,TX Reg.#,I#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,C#,W/I#,LRU#,I1#,I2#,Year / Office
Texas,1964,US Senate,Rains,835,310,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1964,US Senate,Randall,4699,9036,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
Texas,1964,US Senate,Reagan,540,471,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Real,454,287,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Red River,3232,1373,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1964,US Senate,Reeves,1956,1584,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
Texas,1964,US Senate,Refugio,2106,992,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Roberts,171,320,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Robertson,3218,913,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1964,US Senate,Rockwall,1185,541,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Runnels,2284,1588,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1964,US Senate,Rusk,5937,5629,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
Texas,1964,US Senate,Sabine,1752,454,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,San Augustine,1122,821,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1964,US Senate,San Jacinto,1672,344,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1964,US Senate,San Patricio,6481,2711,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
Texas,1964,US Senate,San Saba,1724,543,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1964,US Senate,Schleicher,477,424,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1964,US Senate,Scurry,2883,2260,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
Texas,1964,US Senate,Shackelford,803,622,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1964,US Senate,Shelby,3473,2287,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
Texas,1964,US Senate,Sherman,401,685,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Smith,11393,13879,,,,,,,,,,,,,,,,,,,,,,,37,,,,,
Texas,1964,US Senate,Somervell,607,240,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,Starr,3835,855,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
Texas,1964,US Senate,Stephens,1597,1257,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1964,US Senate,Sterling,204,174,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1964,US Senate,Stonewall,907,290,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Sutton,612,430,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,Swisher,2202,1024,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,Tarrant,83457,69531,,,,,,,,,,,,,,,,,,,,,,,354,,,,,
Texas,1964,US Senate,Taylor,11252,11196,,,,,,,,,,,,,,,,,,,,,,,42,,,,,
Texas,1964,US Senate,Terrell,341,312,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1964,US Senate,Terry,2345,2270,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1964,US Senate,Throckmorton,842,292,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1964,US Senate,Titus,3391,1804,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1964,US Senate,Tom Green,8553,7849,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
Texas,1964,US Senate,Travis,36677,27216,,,,,,,,,,,,,,,,,,,,,,,82,,,,,
Texas,1964,US Senate,Trinity,1574,832,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1964,US Senate,Tyler,1726,1290,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Upshur,3907,2288,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Texas,1964,US Senate,Upton,803,800,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1964,US Senate,Uvalde,2142,2165,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1964,US Senate,Val Verde,3352,1542,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,Van Zandt,3735,1914,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1964,US Senate,Victoria,6858,5482,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
Texas,1964,US Senate,Walker,2727,1700,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1964,US Senate,Waller,2113,1044,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Ward,1931,2009,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,Washington,2657,2248,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1964,US Senate,Webb,9757,1407,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Texas,1964,US Senate,Wharton,5742,3265,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Texas,1964,US Senate,Wheeler,1325,1238,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Wichita,16974,10810,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
Texas,1964,US Senate,Wilbarger,2886,1872,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,Willacy,2044,1335,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,Williamson,6790,2383,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1964,US Senate,Wilson,3295,933,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Winkler,1774,1897,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1964,US Senate,Wise,3580,1684,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1964,US Senate,Wood,3332,2251,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1964,US Senate,Yoakum,1048,1219,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1964,US Senate,Young,3073,1930,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Zapata,991,149,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1964,US Senate,Zavala,1485,868,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Anderson,1680,2143,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Andrews,753,1040,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Angelina,3041,4027,,,,,,,,,,,,,,,,,,,,,,,24,,,,,
Texas,1966,US Senate,Aransas,530,530,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Archer,950,547,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Armstrong,299,338,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Atascosa,849,1054,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Austin,988,1249,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Bailey,567,866,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Bandera,374,669,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Bastrop,1572,1096,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Baylor,711,492,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Bee,1196,1282,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Bell,4199,3555,,,,,,,,,,,,,,,,,,,,,,,68,,,,,
Texas,1966,US Senate,Bexar,44415,52319,,,,,,,,,,,,,,,,,,,,,,,1118,,,,,
Texas,1966,US Senate,Blanco,466,456,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Borden,123,158,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Bosque,1198,899,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Bowie,3765,4396,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
Texas,1966,US Senate,Brazoria,5918,7912,,,,,,,,,,,,,,,,,,,,,,,177,,,,,
Texas,1966,US Senate,Brazos,3492,3763,,,,,,,,,,,,,,,,,,,,,,,23,,,,,
Texas,1966,US Senate,Brewster,420,485,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Briscoe,443,310,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Brooks,1360,386,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Brown,1740,1856,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
Texas,1966,US Senate,Burleson,990,530,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Burnet,969,859,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Caldwell,1491,1137,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Calhoun,1013,1186,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Callahan,965,795,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Cameron,6243,7614,,,,,,,,,,,,,,,,,,,,,,,49,,,,,
Texas,1966,US Senate,Camp,777,509,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Carson,877,929,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Cass,1425,1788,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1966,US Senate,Castro,703,879,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Chambers,541,808,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Cherokee,1931,2238,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
Texas,1966,US Senate,Childress,827,876,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Clay,1145,746,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Cochran,620,554,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Coke,399,283,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Coleman,1019,1313,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Collin,3199,2987,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Collingsworth,638,603,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Colorado,1191,1576,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Comal,1101,2067,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1966,US Senate,Comanche,1302,764,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Concho,308,320,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Cooke,1502,2151,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Coryell,2136,1228,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Cottle,566,247,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Crane,332,453,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Crockett,303,359,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Crosby,961,686,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Culberson,303,279,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Dallam,519,624,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Dallas,57906,105725,,,,,,,,,,,,,,,,,,,,,,,1164,,,,,
Texas,1966,US Senate,Dawson,1014,1404,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Deaf Smith,1155,1790,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1966,US Senate,Delta,571,225,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Denton,2861,4058,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
Texas,1966,US Senate,DeWitt,985,1682,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Dickens,615,299,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Dimmit,689,474,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Donley,507,598,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Duval,3381,193,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Eastland,1658,1695,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Ector,3441,8590,,,,,,,,,,,,,,,,,,,,,,,66,,,,,
Texas,1966,US Senate,Edwards,106,309,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,El Paso,12949,20151,,,,,,,,,,,,,,,,,,,,,,,150,,,,,
Texas,1966,US Senate,Ellis,2868,2228,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Erath,1524,1368,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Falls,1763,1097,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Fannin,2165,900,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Fayette,1603,1526,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Fisher,739,507,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Floyd,802,1169,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Foard,373,173,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Fort Bend,3345,3468,,,,,,,,,,,,,,,,,,,,,,,19,,,,,
Texas,1966,US Senate,Franklin,696,330,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Freestone,1244,756,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1966,US Senate,Frio,681,634,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1966,US Senate,Gaines,680,1067,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Galveston,9875,11203,,,,,,,,,,,,,,,,,,,,,,,319,,,,,
Texas,1966,US Senate,Garza,497,563,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Gillespie,451,1543,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Glasscock,96,150,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Goliad,253,332,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Gonzales,1092,906,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Gray,2015,4593,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
Texas,1966,US Senate,Grayson,5462,4679,,,,,,,,,,,,,,,,,,,,,,,19,,,,,
Texas,1966,US Senate,Gregg,3479,7825,,,,,,,,,,,,,,,,,,,,,,,127,,,,,
Texas,1966,US Senate,Grimes,946,893,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Guadalupe,2094,2885,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
Texas,1966,US Senate,Hale,2079,2896,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Hall,771,560,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Hamilton,625,838,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Hansford,466,944,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Hardeman,687,663,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Hardin,1858,1950,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Harris,94164,144033,,,,,,,,,,,,,,,,,,,,,,,1292,,,,,
Texas,1966,US Senate,Harrison,3773,4228,,,,,,,,,,,,,,,,,,,,,,,28,,,,,
Texas,1966,US Senate,Hartley,342,455,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Haskell,1053,598,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Hays,1647,1625,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
Texas,1966,US Senate,Hemphill,501,495,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Henderson,1657,1534,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
Texas,1966,US Senate,Hidalgo,7927,10400,,,,,,,,,,,,,,,,,,,,,,,67,,,,,
Texas,1966,US Senate,Hill,1872,1256,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Hockley,1353,1696,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Hood,554,344,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Hopkins,1528,1071,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Houston,1659,1188,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Howard,2217,3034,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
Texas,1966,US Senate,Hudspeth,230,170,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Hunt,2331,2367,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Hutchinson,2637,4720,,,,,,,,,,,,,,,,,,,,,,,27,,,,,
Texas,1966,US Senate,Irion,306,220,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Jack,912,859,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Jackson,926,911,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Jasper,1209,1677,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
Texas,1966,US Senate,Jeff Davis,216,173,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Jefferson,13844,25098,,,,,,,,,,,,,,,,,,,,,,,278,,,,,
Texas,1966,US Senate,Jim Hogg,869,176,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Jim Wells,3168,2411,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
Texas,1966,US Senate,Johnson,1929,2413,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1966,US Senate,Jones,1248,1146,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Karnes,1224,865,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Kaufman,1948,1340,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Texas,1966,US Senate,Kendall,283,1079,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Kenedy,70,54,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Kent,312,155,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Kerr,972,2539,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Kimble,297,437,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,King,94,58,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Kinney,486,187,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Kleberg,1438,1969,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Texas,1966,US Senate,Knox,818,518,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,La Salle,438,200,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Lamar,2482,2126,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Lamb,1569,1894,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Lampasas,688,813,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Lavaca,1487,1190,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Lee,848,814,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
Texas,1966,US Senate,Leon,853,449,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Liberty,1887,2092,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Limestone,1544,1073,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Lipscomb,462,686,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Live Oak,487,615,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Llano,587,688,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Loving,35,29,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Lubbock,10505,14518,,,,,,,,,,,,,,,,,,,,,,,28,,,,,
Texas,1966,US Senate,Lynn,871,761,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Madison,519,467,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Marion,623,594,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Martin,339,382,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,Mason,356,513,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Matagorda,1504,2083,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1966,US Senate,Maverick,1688,621,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Texas,1966,US Senate,McCulloch,725,644,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,McLennan,10646,10413,,,,,,,,,,,,,,,,,,,,,,,38,,,,,
Texas,1966,US Senate,McMullen,154,135,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Medina,930,1324,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Menard,240,346,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Midland,4395,9721,,,,,,,,,,,,,,,,,,,,,,,90,,,,,
Texas,1966,US Senate,Milam,1574,1337,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Mills,424,410,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Mitchell,857,683,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Montague,1441,1097,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Montgomery,2660,3055,,,,,,,,,,,,,,,,,,,,,,,34,,,,,
Texas,1966,US Senate,Moore,1357,1760,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
Texas,1966,US Senate,Morris,1023,1028,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Motley,402,351,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,Nacogdoches,1685,2328,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Navarro,2602,1744,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Newton,756,579,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Nolan,1317,1371,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Texas,1966,US Senate,Nueces,16616,16849,,,,,,,,,,,,,,,,,,,,,,,208,,,,,
Texas,1966,US Senate,Ochiltree,368,1312,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Oldham,214,257,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Orange,3340,5082,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
Texas,1966,US Senate,Palo Pinto,1374,1429,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Panola,1350,1542,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Texas,1966,US Senate,Parker,2110,2107,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Texas,1966,US Senate,Parmer,651,1078,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Pecos,640,1086,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Polk,936,795,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Texas,1966,US Senate,Potter,5406,8981,,,,,,,,,,,,,,,,,,,,,,,35,,,,,
Texas,1966,US Senate,Presidio,478,339,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Rains,361,197,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Randall,2963,6511,,,,,,,,,,,,,,,,,,,,,,,34,,,,,
Texas,1966,US Senate,Reagan,225,312,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Real,296,212,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Red River,1303,935,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Texas,1966,US Senate,Reeves,997,1008,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Refugio,678,760,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Texas,1966,US Senate,Roberts,170,262,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Robertson,1615,744,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
Texas,1966,US Senate,Rockwall,564,325,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,Runnels,825,1198,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Texas,1966,US Senate,Rusk,2289,3808,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
Texas,1966,US Senate,Sabine,541,375,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Texas,1966,US Senate,San Augustine,455,674,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Texas,1966,US Senate,San Jacinto,661,293,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Texas,1966,US Senate,San Patricio,2336,2337,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Texas,1966,US Senate,San Saba,720,440,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
