State,Year,Office,County,D#,R#,Jeff.#,Nat.#,Wor.#,ST#,Jobless#,Indus.#,CL#,RO#,PF#,WL#,Cons.#,SW#,Proh.#,S#,WC#,Comm.#,Pop.#,SL#,IND#,Prog.#,Labor#,UL#,Am.#,AI#,I#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,Wash.#,GI.A.C.#,C#,WorComm#,CWL#,Consumer#,Patriot#,Mil.Wor.#,W/I#,GB#,IndGov#,MilWor#,UP#,BM#,IR#,GBL#,Peoples#,SWL#,KS#,Year / Office,Ind.Gov.#
Pennsylvania,1996,President,Northampton,43959,35726,,,,,,,,,,,,,,,,,,,,,,,702,,,178,9848,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Northumberland,13418,13551,,,,,,,,,,,,,,,,,,,,,,,120,,,40,5173,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Perry,4611,8156,,,,,,,,,,,,,,,,,,,,,,,36,,,18,1609,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Philadelphia,412988,85345,,,,,,,,,,,,,,,,,,,,,,,1258,,,716,29329,,3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Pike,5509,6697,,,,,,,,,,,,,,,,,,,,,,,76,,,24,1873,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Potter,2146,3714,,,,,,,,,,,,,,,,,,,,,,,8,,,7,925,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Schuylkill,24860,22920,,,,,,,,,,,,,,,,,,,,,,,82,,,64,8471,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Snyder,3405,6742,,,,,,,,,,,,,,,,,,,,,,,12,,,6,1451,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Somerset,12719,14735,,,,,,,,,,,,,,,,,,,,,,,86,,,30,3968,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Sullivan,1071,1352,,,,,,,,,,,,,,,,,,,,,,,3,,,3,418,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Susquehanna,5912,7354,,,,,,,,,,,,,,,,,,,,,,,34,,,20,2266,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Tioga,4961,7382,,,,,,,,,,,,,,,,,,,,,,,38,,,10,1993,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Union,3658,6570,,,,,,,,,,,,,,,,,,,,,,,20,,,19,1431,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Venango,8205,8398,,,,,,,,,,,,,,,,,,,,,,,70,,,24,2777,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Warren,7291,7056,,,,,,,,,,,,,,,,,,,,,,,124,,,26,2504,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Washington,40952,27777,,,,,,,,,,,,,,,,,,,,,,,122,,,56,8661,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Wayne,5928,8077,,,,,,,,,,,,,,,,,,,,,,,142,,,20,2126,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Westmoreland,63686,62058,,,,,,,,,,,,,,,,,,,,,,,725,,,223,16230,,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,Wyoming,4049,4888,,,,,,,,,,,,,,,,,,,,,,,22,,,8,1414,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1996,President,York,49596,65188,,,,,,,,,,,,,,,,,,,,,,,692,,,140,11652,,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Adams,11682,20848,,,,,,,,,,,,,,,,,,,,,,,27,,,,108,696,72,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Allegheny,329963,235361,,,,,,,,,,,,,,,,,,,,,,,3522,,,,2112,10575,945,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Armstrong,11127,15508,,,,,,,,,,,,,,,,,,,,,,,31,,,,242,485,30,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Beaver,38925,32491,,,,,,,,,,,,,,,,,,,,,,,104,,,,470,1450,153,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Bedford,5474,13598,,,,,,,,,,,,,,,,,,,,,,,8,,,,71,265,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Berks,59150,71273,,,,,,,,,,,,,,,,,,,,,,,125,,,,439,3494,682,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Blair,15774,28376,,,,,,,,,,,,,,,,,,,,,,,76,,,,147,693,74,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Bradford,7911,14660,,,,,,,,,,,,,,,,,,,,,,,22,,,,89,600,48,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Bucks,132914,121927,,,,,,,,,,,,,,,,,,,,,,,669,,,,601,6294,1017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Butler,25037,44009,,,,,,,,,,,,,,,,,,,,,,,50,,,,316,1287,125,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Cambria,30308,28001,,,,,,,,,,,,,,,,,,,,,,,170,,,,350,1369,88,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Cameron,779,1383,,,,,,,,,,,,,,,,,,,,,,,5,,,,26,50,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Carbon,10668,9717,,,,,,,,,,,,,,,,,,,,,,,187,,,,90,574,41,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Centre,21409,26172,,,,,,,,,,,,,,,,,,,,,,,39,,,,147,1623,148,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Chester,82047,100080,,,,,,,,,,,,,,,,,,,,,,,103,,,,314,4302,716,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Clarion,5605,9796,,,,,,,,,,,,,,,,,,,,,,,16,,,,102,293,31,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Clearfield,11718,18019,,,,,,,,,,,,,,,,,,,,,,,26,,,,233,570,43,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Clinton,5521,6064,,,,,,,,,,,,,,,,,,,,,,,46,,,,43,307,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Columbia,8975,12095,,,,,,,,,,,,,,,,,,,,,,,21,,,,91,663,49,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Crawford,13250,18858,,,,,,,,,,,,,,,,,,,,,,,155,,,,130,854,74,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Cumberland,31053,54802,,,,,,,,,,,,,,,,,,,,,,,47,,,,189,1749,222,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Dauphin,44390,53631,,,,,,,,,,,,,,,,,,,,,,,102,,,,255,2059,221,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Delaware,134861,105836,,,,,,,,,,,,,,,,,,,,,,,702,,,,587,5348,743,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Elk,5754,7347,,,,,,,,,,,,,,,,,,,,,,,18,,,,90,352,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Erie,59399,49027,,,,,,,,,,,,,,,,,,,,,,,449,,,,238,2980,242,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Fayette,28152,20013,,,,,,,,,,,,,,,,,,,,,,,225,,,,286,798,58,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Forest,843,1371,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,57,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Franklin,14922,33042,,,,,,,,,,,,,,,,,,,,,,,43,,,,132,761,69,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Fulton,1425,3753,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,77,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Greene,7230,5890,,,,,,,,,,,,,,,,,,,,,,,18,,,,120,337,39,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Huntingdon,5073,10408,,,,,,,,,,,,,,,,,,,,,,,12,,,,103,340,21,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Indiana,13667,16799,,,,,,,,,,,,,,,,,,,,,,,17,,,,161,711,46,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Jefferson,5566,11473,,,,,,,,,,,,,,,,,,,,,,,29,,,,120,339,47,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Juniata,2656,5795,,,,,,,,,,,,,,,,,,,,,,,9,,,,28,158,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Lackawanna,57471,35096,,,,,,,,,,,,,,,,,,,,,,,1341,,,,264,2134,75,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Lancaster,54968,115900,,,,,,,,,,,,,,,,,,,,,,,379,,,,389,3341,340,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Lawrence,20593,18060,,,,,,,,,,,,,,,,,,,,,,,27,,,,257,653,50,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Lebanon,16093,28534,,,,,,,,,,,,,,,,,,,,,,,143,,,,135,873,102,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Lehigh,56667,55492,,,,,,,,,,,,,,,,,,,,,,,214,,,,307,3278,322,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Luzerne,62199,52328,,,,,,,,,,,,,,,,,,,,,,,981,,,,474,3456,148,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Lycoming,14663,27137,,,,,,,,,,,,,,,,,,,,,,,217,,,,139,965,62,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,McKean,5510,9661,,,,,,,,,,,,,,,,,,,,,,,129,,,,64,403,37,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Mercer,23817,23132,,,,,,,,,,,,,,,,,,,,,,,348,,,,285,1073,70,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Mifflin,4835,9400,,,,,,,,,,,,,,,,,,,,,,,49,,,,41,264,25,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Monroe,21939,23265,,,,,,,,,,,,,,,,,,,,,,,116,,,,123,1319,116,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Montgomery,177990,145623,,,,,,,,,,,,,,,,,,,,,,,200,,,,562,6816,1231,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Montour,2356,3960,,,,,,,,,,,,,,,,,,,,,,,8,,,,26,132,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Northampton,53097,47396,,,,,,,,,,,,,,,,,,,,,,,592,,,,324,3012,269,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Northumberland,13670,18142,,,,,,,,,,,,,,,,,,,,,,,109,,,,329,956,45,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Perry,4459,11184,,,,,,,,,,,,,,,,,,,,,,,15,,,,65,309,39,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Philadelphia,449182,100959,,,,,,,,,,,,,,,,,,,,,,,1032,,,,822,8206,979,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Pike,7330,9339,,,,,,,,,,,,,,,,,,,,,,,99,,,,57,498,41,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Potter,2037,4858,,,,,,,,,,,,,,,,,,,,,,,7,,,,24,146,18,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Schuylkill,26215,29841,,,,,,,,,,,,,,,,,,,,,,,40,,,,399,1713,92,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Snyder,3536,8963,,,,,,,,,,,,,,,,,,,,,,,10,,,,46,271,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Somerset,12028,20218,,,,,,,,,,,,,,,,,,,,,,,24,,,,181,487,47,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Sullivan,1066,1928,,,,,,,,,,,,,,,,,,,,,,,4,,,,10,91,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Susquehanna,6481,10226,,,,,,,,,,,,,,,,,,,,,,,12,,,,61,459,32,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Tioga,4617,9635,,,,,,,,,,,,,,,,,,,,,,,24,,,,52,404,40,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Union,4209,8523,,,,,,,,,,,,,,,,,,,,,,,17,,,,33,373,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Venango,8196,11642,,,,,,,,,,,,,,,,,,,,,,,55,,,,121,467,42,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Warren,7537,9290,,,,,,,,,,,,,,,,,,,,,,,129,,,,87,466,32,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Washington,44961,37339,,,,,,,,,,,,,,,,,,,,,,,60,,,,528,1442,111,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Wayne,6904,11201,,,,,,,,,,,,,,,,,,,,,,,63,,,,88,625,33,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Westmoreland,71792,80858,,,,,,,,,,,,,,,,,,,,,,,323,,,,908,2601,227,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,Wyoming,4363,6922,,,,,,,,,,,,,,,,,,,,,,,6,,,,32,344,26,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2000,President,York,51958,87652,,,,,,,,,,,,,,,,,,,,,,,580,,,,331,3305,418,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Adams,13764,28247,,,,,,,,,,,,,,,,,,,,,,,59,,,,,63,95,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Allegheny,368912,271925,,,,,,,,,,,,,,,,,,,,,,,508,,,,,551,3573,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Armstrong,12025,18925,,,,,,,,,,,,,,,,,,,,,,,50,,,,,41,56,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Beaver,42146,39916,,,,,,,,,,,,,,,,,,,,,,,175,,,,,141,165,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Bedford,6016,16606,,,,,,,,,,,,,,,,,,,,,,,23,,,,,15,19,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Berks,76309,87122,,,,,,,,,,,,,,,,,,,,,,,210,,,,,295,551,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Blair,18105,35751,,,,,,,,,,,,,,,,,,,,,,,58,,,,,54,210,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Bradford,8590,16942,,,,,,,,,,,,,,,,,,,,,,,36,,,,,27,57,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Bucks,163438,154469,,,,,,,,,,,,,,,,,,,,,,,263,,,,,308,1338,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Butler,30090,54959,,,,,,,,,,,,,,,,,,,,,,,111,,,,,83,182,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Cambria,32591,34048,,,,,,,,,,,,,,,,,,,,,,,99,,,,,86,159,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Cameron,794,1599,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Carbon,12223,12519,,,,,,,,,,,,,,,,,,,,,,,30,,,,,42,229,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Centre,30733,33133,,,,,,,,,,,,,,,,,,,,,,,70,,,,,90,227,,83,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Chester,109708,120036,,,,,,,,,,,,,,,,,,,,,,,184,,,,,263,632,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Clarion,6049,11063,,,,,,,,,,,,,,,,,,,,,,,16,,,,,19,37,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Clearfield,13518,20533,,,,,,,,,,,,,,,,,,,,,,,67,,,,,47,68,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Clinton,5823,8035,,,,,,,,,,,,,,,,,,,,,,,13,,,,,13,83,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Columbia,10679,16052,,,,,,,,,,,,,,,,,,,,,,,42,,,,,39,57,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Crawford,16013,21965,,,,,,,,,,,,,,,,,,,,,,,105,,,,,63,176,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Cumberland,37928,67648,,,,,,,,,,,,,,,,,,,,,,,129,,,,,112,265,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Dauphin,55299,65296,,,,,,,,,,,,,,,,,,,,,,,168,,,,,171,274,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Delaware,162601,120425,,,,,,,,,,,,,,,,,,,,,,,254,,,,,312,946,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Elk,6602,7872,,,,,,,,,,,,,,,,,,,,,,,31,,,,,20,25,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Erie,67921,57372,,,,,,,,,,,,,,,,,,,,,,,112,,,,,159,334,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Fayette,29120,25045,,,,,,,,,,,,,,,,,,,,,,,52,,,,,43,447,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Forest,989,1571,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Franklin,16562,41817,,,,,,,,,,,,,,,,,,,,,,,56,,,,,44,90,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Fulton,1475,4772,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4,15,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Greene,7674,7786,,,,,,,,,,,,,,,,,,,,,,,29,,,,,44,32,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Huntingdon,5879,12126,,,,,,,,,,,,,,,,,,,,,,,14,,,,,19,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Indiana,15831,20254,,,,,,,,,,,,,,,,,,,,,,,39,,,,,47,77,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Jefferson,6073,13371,,,,,,,,,,,,,,,,,,,,,,,30,,,,,28,58,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Juniata,2797,7144,,,,,,,,,,,,,,,,,,,,,,,20,,,,,15,30,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Lackawanna,59573,44766,,,,,,,,,,,,,,,,,,,,,,,79,,,,,113,1288,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Lancaster,74328,145591,,,,,,,,,,,,,,,,,,,,,,,399,,,,,255,705,,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Lawrence,21387,21938,,,,,,,,,,,,,,,,,,,,,,,35,,,,,26,56,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Lebanon,18109,37089,,,,,,,,,,,,,,,,,,,,,,,93,,,,,51,323,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Lehigh,73940,70160,,,,,,,,,,,,,,,,,,,,,,,193,,,,,160,638,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Luzerne,69573,64953,,,,,,,,,,,,,,,,,,,,,,,127,,,,,180,1195,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Lycoming,15681,33961,,,,,,,,,,,,,,,,,,,,,,,51,,,,,77,279,,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,McKean,6294,10941,,,,,,,,,,,,,,,,,,,,,,,20,,,,,23,148,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Mercer,24831,26311,,,,,,,,,,,,,,,,,,,,,,,140,,,,,133,149,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Mifflin,4889,11726,,,,,,,,,,,,,,,,,,,,,,,23,,,,,20,144,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Monroe,27967,27971,,,,,,,,,,,,,,,,,,,,,,,53,,,,,64,287,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Montgomery,222048,175741,,,,,,,,,,,,,,,,,,,,,,,365,,,,,349,1088,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Montour,2666,4903,,,,,,,,,,,,,,,,,,,,,,,11,,,,,10,34,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Northampton,63446,62102,,,,,,,,,,,,,,,,,,,,,,,120,,,,,187,885,,62,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Northumberland,14602,22262,,,,,,,,,,,,,,,,,,,,,,,84,,,,,47,139,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Perry,5423,13919,,,,,,,,,,,,,,,,,,,,,,,25,,,,,24,36,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Philadelphia,542205,130099,,,,,,,,,,,,,,,,,,,,,,,387,,,,,483,895,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Pike,8656,12444,,,,,,,,,,,,,,,,,,,,,,,24,,,,,31,144,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Potter,2268,5640,,,,,,,,,,,,,,,,,,,,,,,27,,,,,9,18,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Schuylkill,29231,35640,,,,,,,,,,,,,,,,,,,,,,,83,,,,,129,186,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Snyder,4348,10566,,,,,,,,,,,,,,,,,,,,,,,18,,,,,18,33,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Somerset,12842,23802,,,,,,,,,,,,,,,,,,,,,,,48,,,,,38,48,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,2004,President,Sullivan,1213,2056,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
