State,Year,Office,County,D#,R#,Jeff.#,Nat.#,Wor.#,ST#,Jobless#,Indus.#,CL#,RO#,PF#,WL#,Cons.#,SW#,Proh.#,S#,WC#,Comm.#,Pop.#,SL#,IND#,Prog.#,Labor#,UL#,Am.#,AI#,I#,NL#,Ref.#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,Wash.#,GI.A.C.#,C#,WorComm#,CWL#,Consumer#,Patriot#,Mil.Wor.#,W/I#,GB#,IndGov#,MilWor#,UP#,BM#,IR#,GBL#,Peoples#,SWL#,KS#,Year / Office,Ind.Gov.#
Pennsylvania,1942,Governor,Lawrence,8589,13076,,,,,,,,,,,,,381,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,63,,,,,,,,
Pennsylvania,1942,Governor,Lebanon,6821,10680,,,,,,,,,,,,,170,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,23,,,,,,,,
Pennsylvania,1942,Governor,Lehigh,15381,21782,,,,,,,,,,,,,218,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,123,,,,,,,,
Pennsylvania,1942,Governor,Luzerne,45874,57019,,,,,,,,,,,,,600,,,,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,237,,,,,,,,
Pennsylvania,1942,Governor,Lycoming,8707,13342,,,,,,,,,,,,,311,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,37,,,,,,,,
Pennsylvania,1942,Governor,McKean,2704,7572,,,,,,,,,,,,,212,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,31,,,,,,,,
Pennsylvania,1942,Governor,Mercer,8970,13052,,,,,,,,,,,,,245,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,56,,,,,,,,
Pennsylvania,1942,Governor,Mifflin,3159,4227,,,,,,,,,,,,,64,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,15,,,,,,,,
Pennsylvania,1942,Governor,Monroe,3517,3831,,,,,,,,,,,,,432,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,12,,,,,,,,
Pennsylvania,1942,Governor,Montgomery,23088,52898,,,,,,,,,,,,,456,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,76,,,,,,,,
Pennsylvania,1942,Governor,Montour,1864,2151,,,,,,,,,,,,,19,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,16,,,,,,,,
Pennsylvania,1942,Governor,Northampton,16922,17308,,,,,,,,,,,,,230,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,487,,,,,,,,
Pennsylvania,1942,Governor,Northumberland,14886,15628,,,,,,,,,,,,,213,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,155,,,,,,,,
Pennsylvania,1942,Governor,Perry,2795,4565,,,,,,,,,,,,,70,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,,
Pennsylvania,1942,Governor,Philadelphia,317805,317962,,,,,,,,,,,,,1727,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,498,,,,,,,,
Pennsylvania,1942,Governor,Pike,1516,1873,,,,,,,,,,,,,25,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,,
Pennsylvania,1942,Governor,Potter,1678,3151,,,,,,,,,,,,,64,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,12,,,,,,,,
Pennsylvania,1942,Governor,Schuylkill,25818,31668,,,,,,,,,,,,,116,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,163,,,,,,,,
Pennsylvania,1942,Governor,Snyder,1643,4059,,,,,,,,,,,,,58,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,13,,,,,,,,
Pennsylvania,1942,Governor,Somerset,7594,11840,,,,,,,,,,,,,107,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,131,,,,,,,,
Pennsylvania,1942,Governor,Sullivan,1253,1486,,,,,,,,,,,,,17,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7,,,,,,,,
Pennsylvania,1942,Governor,Susquehanna,3781,6695,,,,,,,,,,,,,62,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,18,,,,,,,,
Pennsylvania,1942,Governor,Tioga,2238,7727,,,,,,,,,,,,,95,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,19,,,,,,,,
Pennsylvania,1942,Governor,Union,1454,3798,,,,,,,,,,,,,92,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,12,,,,,,,,
Pennsylvania,1942,Governor,Venango,3707,9770,,,,,,,,,,,,,741,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,24,,,,,,,,
Pennsylvania,1942,Governor,Warren,2693,6400,,,,,,,,,,,,,232,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,25,,,,,,,,
Pennsylvania,1942,Governor,Washington,27425,24089,,,,,,,,,,,,,283,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,189,,,,,,,,
Pennsylvania,1942,Governor,Wayne,2373,5753,,,,,,,,,,,,,115,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,15,,,,,,,,
Pennsylvania,1942,Governor,Westmoreland,31714,29664,,,,,,,,,,,,,394,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,346,,,,,,,,
Pennsylvania,1942,Governor,Wyoming,1583,3604,,,,,,,,,,,,,58,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,21,,,,,,,,
Pennsylvania,1942,Governor,York,20757,21362,,,,,,,,,,,,,896,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,87,,,,,,,,
Pennsylvania,1946,Governor,Adams,5876,6876,,,,,,,,,,,,,17,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Allegheny,227354,271348,,,,,,,,,,,,,1278,,,,,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Armstrong,5915,10962,,,,,,,,,,,,,139,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Beaver,18501,22369,,,,,,,,,,,,,225,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Bedford,3755,6493,,,,,,,,,,,,,51,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Berks,27333,31599,,,,,,,,,,,,,217,,,,,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Blair,8831,20172,,,,,,,,,,,,,193,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Bradford,3120,10281,,,,,,,,,,,,,185,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Bucks,12723,25173,,,,,,,,,,,,,134,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Butler,7271,16368,,,,,,,,,,,,,237,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Cambria,27737,28265,,,,,,,,,,,,,174,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Cameron,567,1528,,,,,,,,,,,,,9,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Carbon,8225,9260,,,,,,,,,,,,,48,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Centre,5634,8635,,,,,,,,,,,,,135,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Chester,9565,25292,,,,,,,,,,,,,145,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Clarion,3688,6372,,,,,,,,,,,,,97,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Clearfield,9702,11651,,,,,,,,,,,,,229,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Clinton,3580,5652,,,,,,,,,,,,,72,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Columbia,7298,8063,,,,,,,,,,,,,106,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Crawford,5321,12794,,,,,,,,,,,,,216,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Cumberland,9541,15404,,,,,,,,,,,,,151,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Dauphin,20986,43498,,,,,,,,,,,,,366,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Delaware,31748,81930,,,,,,,,,,,,,501,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Elk,4459,5288,,,,,,,,,,,,,78,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Erie,16978,27713,,,,,,,,,,,,,237,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Fayette,23389,21356,,,,,,,,,,,,,442,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Forest,607,1203,,,,,,,,,,,,,38,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Franklin,6664,10702,,,,,,,,,,,,,72,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Fulton,1838,1742,,,,,,,,,,,,,14,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Greene,5742,4540,,,,,,,,,,,,,50,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Huntingdon,2781,6320,,,,,,,,,,,,,73,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Indiana,6042,11494,,,,,,,,,,,,,188,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Jefferson,4135,9149,,,,,,,,,,,,,148,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Juniata,2446,3021,,,,,,,,,,,,,16,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Lackawanna,46089,47610,,,,,,,,,,,,,208,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Lancaster,15237,38324,,,,,,,,,,,,,272,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Lawrence,9350,17395,,,,,,,,,,,,,245,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Lebanon,8195,14233,,,,,,,,,,,,,94,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Lehigh,18668,27014,,,,,,,,,,,,,211,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Luzerne,46099,66138,,,,,,,,,,,,,651,,,,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Lycoming,9097,16600,,,,,,,,,,,,,646,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,McKean,2887,8776,,,,,,,,,,,,,131,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Mercer,9211,16756,,,,,,,,,,,,,240,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Mifflin,3211,5028,,,,,,,,,,,,,50,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Monroe,4006,5204,,,,,,,,,,,,,56,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Montgomery,24949,76943,,,,,,,,,,,,,319,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Montour,1665,2385,,,,,,,,,,,,,11,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Northampton,24617,23770,,,,,,,,,,,,,185,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Northumberland,15592,18746,,,,,,,,,,,,,148,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Perry,2602,5133,,,,,,,,,,,,,36,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Philadelphia,334165,440286,,,,,,,,,,,,,1746,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Pike,1084,2363,,,,,,,,,,,,,17,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Potter,1234,3484,,,,,,,,,,,,,48,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Schuylkill,23485,41056,,,,,,,,,,,,,144,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Snyder,1585,4599,,,,,,,,,,,,,25,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Somerset,6720,12770,,,,,,,,,,,,,84,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Sullivan,1116,1605,,,,,,,,,,,,,8,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Susquehanna,3094,7737,,,,,,,,,,,,,48,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Tioga,2117,8779,,,,,,,,,,,,,67,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Union,1468,4185,,,,,,,,,,,,,49,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Venango,3595,11697,,,,,,,,,,,,,492,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Warren,2540,7477,,,,,,,,,,,,,238,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Washington,32054,27748,,,,,,,,,,,,,195,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Wayne,2041,6853,,,,,,,,,,,,,66,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Westmoreland,43272,42916,,,,,,,,,,,,,392,,,,,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,Wyoming,1588,3796,,,,,,,,,,,,,53,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1946,Governor,York,28962,28543,,,,,,,,,,,,,382,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,1950,Governor,Adams,5414,7354,,,,,,,,,,,,,22,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,9,2,,,,,,,,,
Pennsylvania,1950,Governor,Allegheny,270577,246892,,,,,,,,,,,,,1036,1104,,,,,,1829,,,,,,,,,,,,,,,,,,,,,,,,,,1359,,,,,,,,,254,158,,,,,,,,,
Pennsylvania,1950,Governor,Armstrong,9794,12039,,,,,,,,,,,,,135,17,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,45,12,,,,,,,,,
Pennsylvania,1950,Governor,Beaver,24751,23321,,,,,,,,,,,,,175,49,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,,54,8,,,,,,,,,
Pennsylvania,1950,Governor,Bedford,5122,6501,,,,,,,,,,,,,46,3,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,4,5,,,,,,,,,
Pennsylvania,1950,Governor,Berks,38291,32750,,,,,,,,,,,,,210,1675,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,17,16,,,,,,,,,
Pennsylvania,1950,Governor,Blair,13715,22334,,,,,,,,,,,,,142,25,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,39,13,,,,,,,,,
Pennsylvania,1950,Governor,Bradford,5170,10693,,,,,,,,,,,,,103,4,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,2,0,,,,,,,,,
Pennsylvania,1950,Governor,Bucks,19418,24970,,,,,,,,,,,,,92,89,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,14,9,,,,,,,,,
Pennsylvania,1950,Governor,Butler,9442,16225,,,,,,,,,,,,,185,24,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,22,3,,,,,,,,,
Pennsylvania,1950,Governor,Cambria,40532,34245,,,,,,,,,,,,,111,35,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,125,26,,,,,,,,,
Pennsylvania,1950,Governor,Cameron,879,1422,,,,,,,,,,,,,9,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,2,0,,,,,,,,,
Pennsylvania,1950,Governor,Carbon,9949,9043,,,,,,,,,,,,,92,22,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,12,9,,,,,,,,,
Pennsylvania,1950,Governor,Centre,4453,6705,,,,,,,,,,,,,61,6,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,7,2,,,,,,,,,
Pennsylvania,1950,Governor,Chester,16508,27247,,,,,,,,,,,,,99,43,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,14,8,,,,,,,,,
Pennsylvania,1950,Governor,Clarion,5578,6224,,,,,,,,,,,,,123,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,4,3,,,,,,,,,
Pennsylvania,1950,Governor,Clearfield,11964,11969,,,,,,,,,,,,,242,33,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,23,10,,,,,,,,,
Pennsylvania,1950,Governor,Clinton,5143,5607,,,,,,,,,,,,,68,8,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,7,1,,,,,,,,,
Pennsylvania,1950,Governor,Columbia,9629,8736,,,,,,,,,,,,,66,4,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,7,1,,,,,,,,,
Pennsylvania,1950,Governor,Crawford,9140,13165,,,,,,,,,,,,,194,7,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,12,3,,,,,,,,,
Pennsylvania,1950,Governor,Cumberland,13173,16271,,,,,,,,,,,,,106,6,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,15,3,,,,,,,,,
Pennsylvania,1950,Governor,Dauphin,26826,44247,,,,,,,,,,,,,309,39,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,24,4,,,,,,,,,
Pennsylvania,1950,Governor,Delaware,59506,87255,,,,,,,,,,,,,542,116,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,23,14,,,,,,,,,
Pennsylvania,1950,Governor,Elk,5575,4886,,,,,,,,,,,,,57,10,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,4,1,,,,,,,,,
Pennsylvania,1950,Governor,Erie,29772,31981,,,,,,,,,,,,,392,60,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,57,9,,,,,,,,,
Pennsylvania,1950,Governor,Fayette,28400,20986,,,,,,,,,,,,,307,42,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,49,26,,,,,,,,,
Pennsylvania,1950,Governor,Forest,723,1188,,,,,,,,,,,,,51,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,2,0,,,,,,,,,
Pennsylvania,1950,Governor,Franklin,7682,11267,,,,,,,,,,,,,62,4,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,4,1,,,,,,,,,
Pennsylvania,1950,Governor,Fulton,1894,1623,,,,,,,,,,,,,13,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,1,0,,,,,,,,,
Pennsylvania,1950,Governor,Greene,7516,4503,,,,,,,,,,,,,34,4,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,11,4,,,,,,,,,
Pennsylvania,1950,Governor,Huntingdon,4087,6898,,,,,,,,,,,,,49,10,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,6,1,,,,,,,,,
Pennsylvania,1950,Governor,Indiana,10140,13022,,,,,,,,,,,,,122,15,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,30,7,,,,,,,,,
Pennsylvania,1950,Governor,Jefferson,5471,8603,,,,,,,,,,,,,132,6,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,7,9,,,,,,,,,
Pennsylvania,1950,Governor,Juniata,2705,2952,,,,,,,,,,,,,14,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,4,0,,,,,,,,,
Pennsylvania,1950,Governor,Lackawanna,58414,50167,,,,,,,,,,,,,285,33,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,26,5,,,,,,,,,
Pennsylvania,1950,Governor,Lancaster,20617,40242,,,,,,,,,,,,,196,54,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,12,4,,,,,,,,,
Pennsylvania,1950,Governor,Lawrence,14418,17723,,,,,,,,,,,,,241,29,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,19,8,,,,,,,,,
Pennsylvania,1950,Governor,Lebanon,9525,14099,,,,,,,,,,,,,73,20,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,10,6,,,,,,,,,
Pennsylvania,1950,Governor,Lehigh,25110,28009,,,,,,,,,,,,,307,61,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,24,19,,,,,,,,,
Pennsylvania,1950,Governor,Luzerne,65837,76661,,,,,,,,,,,,,980,59,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,562,,,,,,,,,59,16,,,,,,,,,
Pennsylvania,1950,Governor,Lycoming,15909,16016,,,,,,,,,,,,,668,28,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,43,6,,,,,,,,,
Pennsylvania,1950,Governor,McKean,4591,9908,,,,,,,,,,,,,143,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,11,1,,,,,,,,,
Pennsylvania,1950,Governor,Mercer,15089,19413,,,,,,,,,,,,,302,16,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,30,8,,,,,,,,,
Pennsylvania,1950,Governor,Mifflin,5089,5889,,,,,,,,,,,,,36,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,8,0,,,,,,,,,
Pennsylvania,1950,Governor,Monroe,5864,5884,,,,,,,,,,,,,31,9,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,10,5,,,,,,,,,
