State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Soc.Lib#,Comm.#,Proh.#,A#,SR#,AI#,Ref.#,NL#,G#,L#,PF#,NA#,Wor.#,Eco.#,Tea#,Obj.#,Just.#,Am.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,I3#,I4#,I5#,I6#,V#,C#,Ind.#,TEA#
Florida,1992,President,Pasco,53130,47735,,,,,,,,,,,,,440,,2,,,,,,,1,0,,,,34654,,,,,,,,,
Florida,1992,President,Pinellas,160528,159121,,,,,,,,,,,,,1920,,20,,,,,,,5,0,,,,101257,,,,,,,,,
Florida,1992,President,Polk,51450,65963,,,,,,,,,,,,,276,,7,,,,,,,0,0,,,,28204,,,,,,,,,
Florida,1992,President,Putnam,10709,8910,,,,,,,,,,,,,60,,2,,,,,,,1,0,,,,5979,,,,,,,,,
Florida,1992,President,Santa Rosa,6556,17339,,,,,,,,,,,,,107,,0,,,,,,,0,0,,,,8788,,,,,,,,,
Florida,1992,President,Sarasota,54552,66855,,,,,,,,,,,,,139,,0,,,,,,,1,0,,,,34289,,,,,,,,,
Florida,1992,President,Seminole,35660,57101,,,,,,,,,,,,,94,,0,,,,,,,0,0,,,,24487,,,,,,,,,
Florida,1992,President,Saint Johns,12291,20188,,,,,,,,,,,,,644,,12,,,,,,,0,0,,,,7400,,,,,,,,,
Florida,1992,President,Saint Lucie,23876,24400,,,,,,,,,,,,,299,,12,,,,,,,1,0,,,,19817,,,,,,,,,
Florida,1992,President,Sumter,5027,4366,,,,,,,,,,,,,34,,1,,,,,,,0,0,,,,2901,,,,,,,,,
Florida,1992,President,Suwannee,3988,4576,,,,,,,,,,,,,19,,0,,,,,,,0,0,,,,2791,,,,,,,,,
Florida,1992,President,Taylor,2568,2693,,,,,,,,,,,,,23,,0,,,,,,,0,0,,,,1929,,,,,,,,,
Florida,1992,President,Union,1248,1546,,,,,,,,,,,,,7,,0,,,,,,,0,0,,,,770,,,,,,,,,
Florida,1992,President,Volusia,65223,59172,,,,,,,,,,,,,273,,1,,,,,,,3,4,,,,30823,,,,,,,,,
Florida,1992,President,Wakulla,2320,2586,,,,,,,,,,,,,18,,0,,,,,,,0,0,,,,1790,,,,,,,,,
Florida,1992,President,Walton,3888,5726,,,,,,,,,,,,,48,,2,,,,,,,0,0,,,,3890,,,,,,,,,
Florida,1992,President,Washington,2544,3695,,,,,,,,,,,,,35,,1,,,,,,,0,0,,,,1596,,,,,,,,,
Florida,1996,President,Alachua,40161,25316,,,,,,,,,,8073,,,587,,354,,,,,,,23,2,0,,,,,,,,,,,,
Florida,1996,President,Baker,2273,3686,,,,,,,,,,667,,,11,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Bay,17068,28365,,,,,,,,,,5926,,,316,,14,,,,,,,5,0,0,,,,,,,,,,,,
Florida,1996,President,Bradford,3356,4039,,,,,,,,,,819,,,27,,7,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Brevard,80445,88022,,,,,,,,,,25256,,,1255,,138,,,,,,,16,1,0,,,,,,,,,,,,
Florida,1996,President,Broward,320779,142870,,,,,,,,,,38967,,,2237,,227,,,,,,,17,1,0,,,,,,,,,,,,
Florida,1996,President,Calhoun,1794,1717,,,,,,,,,,630,,,17,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Charlotte,27121,27847,,,,,,,,,,7783,,,229,,47,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Citrus,22044,20125,,,,,,,,,,7246,,,152,,33,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Clay,13259,30370,,,,,,,,,,3282,,,153,,22,,,,,,,5,1,0,,,,,,,,,,,,
Florida,1996,President,Collier,23185,42593,,,,,,,,,,6320,,,364,,48,,,,,,,7,0,0,,,,,,,,,,,,
Florida,1996,President,Columbia,6691,7588,,,,,,,,,,1970,,,74,,3,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Desoto,3222,3275,,,,,,,,,,966,,,28,,1,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Dixie,1734,1399,,,,,,,,,,653,,,14,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Duval,112328,126959,,,,,,,,,,13850,,,921,,50,,,,,,,15,0,0,,,,,,,,,,,,
Florida,1996,President,Escambia,37838,60997,,,,,,,,,,8597,,,375,,107,,,,,,,11,0,0,,,,,,,,,,,,
Florida,1996,President,Flagler,9585,8234,,,,,,,,,,2185,,,56,,17,,,,,,,2,0,0,,,,,,,,,,,,
Florida,1996,President,Franklin,2096,1563,,,,,,,,,,878,,,26,,7,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Gadsden,9407,3817,,,,,,,,,,938,,,37,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Gilchrist,1985,1939,,,,,,,,,,841,,,29,,1,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Glades,1530,1361,,,,,,,,,,521,,,13,,1,,,,,,,2,1,2,,,,,,,,,,,,
Florida,1996,President,Gulf,2480,2430,,,,,,,,,,1054,,,28,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Hamilton,1735,1520,,,,,,,,,,406,,,12,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Hardee,2417,2928,,,,,,,,,,851,,,9,,1,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Hendry,3885,3855,,,,,,,,,,1135,,,24,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Hernando,28524,22046,,,,,,,,,,7272,,,165,,57,,,,,,,2,0,0,,,,,,,,,,,,
Florida,1996,President,Highlands,14250,15617,,,,,,,,,,3739,,,91,,9,,,,,,,8,0,0,,,,,,,,,,,,
Florida,1996,President,Hillsborough,144266,136656,,,,,,,,,,25156,,,1679,,491,,,,,,,21,1,1,,,,,,,,,,,,
Florida,1996,President,Holmes,2312,3249,,,,,,,,,,1208,,,35,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Indian River,16375,22714,,,,,,,,,,4637,,,212,,29,,,,,,,5,0,0,,,,,,,,,,,,
Florida,1996,President,Jackson,6667,7189,,,,,,,,,,1602,,,50,,4,,,,,,,1,0,0,,,,,,,,,,,,
Florida,1996,President,Jefferson,2544,1851,,,,,,,,,,393,,,20,,1,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Lafayette,829,1166,,,,,,,,,,316,,,11,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Lake,29752,35097,,,,,,,,,,8815,,,259,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Lee,65699,80898,,,,,,,,,,18394,,,898,,56,,,,,,,6,0,0,,,,,,,,,,,,
Florida,1996,President,Leon,50072,33930,,,,,,,,,,6673,,,620,,383,,,,,,,30,7,2,,,,,,,,,,,,
Florida,1996,President,Levy,4938,4299,,,,,,,,,,1774,,,52,,2,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Liberty,868,913,,,,,,,,,,376,,,7,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Madison,2794,2195,,,,,,,,,,578,,,20,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Manatee,41891,44136,,,,,,,,,,10363,,,387,,93,,,,,,,8,0,0,,,,,,,,,,,,
Florida,1996,President,Marion,37045,41409,,,,,,,,,,11341,,,341,,32,,,,,,,2,1,0,,,,,,,,,,,,
Florida,1996,President,Martin,20855,28522,,,,,,,,,,5005,,,266,,7,,,,,,,1,0,0,,,,,,,,,,,,
Florida,1996,President,Miami-Dade,317555,209740,,,,,,,,,,24729,,,1603,,148,,,,,,,3,1,3,,,,,,,,,,,,
Florida,1996,President,Monroe,15251,12076,,,,,,,,,,4824,,,354,,39,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Nassau,7277,12141,,,,,,,,,,1657,,,87,,3,,,,,,,2,0,0,,,,,,,,,,,,
Florida,1996,President,Okaloosa,16462,40683,,,,,,,,,,5433,,,443,,21,,,,,,,2,0,0,,,,,,,,,,,,
Florida,1996,President,Okeechobee,4826,3418,,,,,,,,,,1666,,,31,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Orange,105539,106059,,,,,,,,,,18196,,,1066,,235,,,,,,,28,2,1,,,,,,,,,,,,
Florida,1996,President,Osceola,21874,18337,,,,,,,,,,6092,,,162,,26,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Palm Beach,230687,133811,,,,,,,,,,30744,,,1806,,253,,,,,,,53,0,0,,,,,,,,,,,,
Florida,1996,President,Pasco,66475,48355,,,,,,,,,,18013,,,537,,85,,,,,,,4,1,1,,,,,,,,,,,,
Florida,1996,President,Pinellas,184748,152155,,,,,,,,,,36994,,,1993,,364,,,,,,,17,1,0,,,,,,,,,,,,
Florida,1996,President,Polk,66747,67962,,,,,,,,,,14993,,,471,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Putnam,12010,9786,,,,,,,,,,3272,,,72,,10,,,,,,,2,0,0,,,,,,,,,,,,
Florida,1996,President,Santa Rosa,10936,26301,,,,,,,,,,4961,,,253,,47,,,,,,,10,0,0,,,,,,,,,,,,
Florida,1996,President,Sarasota,63665,69213,,,,,,,,,,14941,,,315,,37,,,,,,,3,0,0,,,,,,,,,,,,
Florida,1996,President,Seminole,45058,59797,,,,,,,,,,9357,,,176,,36,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Saint Johns,16716,27318,,,,,,,,,,4205,,,859,,265,,,,,,,42,0,1,,,,,,,,,,,,
Florida,1996,President,Saint Lucie,36169,28899,,,,,,,,,,8483,,,587,,94,,,,,,,9,1,1,,,,,,,,,,,,
Florida,1996,President,Sumter,7017,5960,,,,,,,,,,2375,,,46,,2,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Suwannee,4479,5742,,,,,,,,,,1874,,,44,,5,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Taylor,3583,3188,,,,,,,,,,1140,,,86,,0,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Union,1388,1636,,,,,,,,,,425,,,12,,1,,,,,,,0,0,0,,,,,,,,,,,,
Florida,1996,President,Volusia,78919,63091,,,,,,,,,,17320,,,640,,164,,,,,,,23,0,1,,,,,,,,,,,,
Florida,1996,President,Wakulla,3056,2933,,,,,,,,,,1091,,,45,,15,,,,,,,29,0,0,,,,,,,,,,,,
Florida,1996,President,Walton,5342,7709,,,,,,,,,,2342,,,113,,8,,,,,,,4,0,0,,,,,,,,,,,,
Florida,1996,President,Washington,2992,3524,,,,,,,,,,1287,,,57,,1,,,,,,,0,0,0,,,,,,,,,,,,
Florida,2000,President,Alachua,47380,34135,,4,6,,,,,20,,263,42,3228,658,,,21,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Baker,2392,5611,,0,0,,,,,3,,73,3,53,17,,,3,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Bay,18873,38682,,3,5,,,,,18,,248,18,830,172,,,27,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Bradford,3075,5416,,0,0,,,,,2,,65,2,84,28,,,3,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Brevard,97341,115253,,11,11,,,,,72,,571,39,4471,643,,,76,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Broward,387760,177939,,37,54,,,,,74,,795,136,7105,1217,,,122,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Calhoun,2156,2873,,1,0,,,,,2,,90,1,39,10,,,3,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Charlotte,29646,35428,,3,6,,,,,18,,182,15,1462,128,,,12,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Citrus,25531,29801,,0,5,,,,,18,,270,16,1383,194,,,28,,,,,,2,,,,,,,,,,,,,,
Florida,2000,President,Clay,14668,41903,,3,1,,,,,6,,186,14,565,204,,,9,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Collier,29939,60467,,4,7,,,,,10,,122,34,1405,185,,,29,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Columbia,7049,10968,,2,1,,,,,8,,89,7,258,127,,,5,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Desoto,3321,4256,,3,0,,,,,8,,36,0,157,23,,,2,,,,,,6,,,,,,,,,,,,,,
Florida,2000,President,Dixie,1827,2697,,0,0,,,,,3,,29,2,75,32,,,2,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Duval,108039,152460,,15,37,,,,,58,,653,162,2762,954,,,41,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Escambia,40990,73171,,3,6,,,,,110,,502,24,1733,297,,,20,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Flagler,13897,12618,,3,1,,,,,3,,83,4,435,60,,,12,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Franklin,2047,2454,,0,1,,,,,3,,33,3,85,17,,,2,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Gadsden,9736,4770,,4,3,,,,,7,,38,4,139,24,,,6,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Gilchrist,1910,3300,,0,0,,,,,2,,29,1,97,52,,,4,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Glades,1442,1841,,1,0,,,,,0,,9,3,56,12,,,1,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Gulf,2398,3553,,2,2,,,,,2,,71,4,86,21,,,9,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Hamilton,1723,2147,,8,4,,,,,7,,23,1,37,12,,,4,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Hardee,2342,3765,,0,0,,,,,2,,30,2,75,17,,,3,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Hendry,3240,4747,,2,3,,,,,7,,22,1,104,11,,,2,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Hernando,32648,30658,,4,8,,,,,10,,243,26,1501,116,,,22,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Highlands,14169,20207,,3,6,,,,,7,,127,16,545,64,,,8,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Hillsborough,169576,180794,,29,35,,,,,68,,847,217,7496,1138,,,154,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Holmes,2177,5012,,3,1,,,,,6,,76,7,94,18,,,2,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Indian River,19769,28639,,2,4,,,,,13,,105,13,950,122,,,10,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Jackson,6870,9139,,1,0,,,,,4,,102,2,138,40,,,7,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Jefferson,3041,2478,,1,2,,,,,0,,29,1,76,14,,,0,,,,,,1,,,,,,,,,,,,,,
Florida,2000,President,Lafayette,789,1670,,1,2,,,,,1,,10,0,26,6,,,0,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Lake,36571,50010,,1,4,,,,,21,,289,36,1460,204,,,15,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Lee,73571,106151,,5,30,,,,,34,,305,81,3588,539,,,96,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Leon,61444,39073,,7,9,,,,,16,,282,28,1934,330,,,31,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Levy,5398,6863,,1,1,,,,,10,,67,1,285,92,,,12,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Liberty,1017,1317,,0,0,,,,,1,,39,3,19,12,,,2,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Madison,3015,3038,,1,0,,,,,1,,29,2,54,18,,,5,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Manatee,49226,58023,,3,5,,,,,19,,271,35,2494,242,,,26,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Marion,44674,55146,,6,13,,,,,22,,563,26,1810,662,,,49,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Martin,26621,33972,,7,14,,,,,20,,112,29,1118,109,,,14,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Miami-Dade,328867,289574,,35,87,,,,,69,,560,119,5355,762,,,124,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Monroe,16487,16063,,0,1,,,,,3,,47,26,1090,162,,,7,,,,,,9,,,,,,,,,,,,,,
Florida,2000,President,Nassau,6955,16408,,4,0,,,,,3,,90,8,253,63,,,3,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Okaloosa,16989,52186,,2,4,,,,,34,,268,15,988,313,,,20,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Okeechobee,4589,5057,,1,1,,,,,3,,43,4,131,21,,,4,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Orange,140236,134531,,7,13,,,,,41,,446,65,3879,891,,,46,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Osceola,28187,26237,,5,10,,,,,10,,145,20,733,309,,,33,,,,,,1,,,,,,,,,,,,,,
Florida,2000,President,Palm Beach,269754,152964,,302,45,,,,,190,,3411,143,5566,743,,,104,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Pasco,69576,68607,,14,19,,,,,16,,570,83,3394,413,,,77,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Pinellas,200657,184849,,27,41,,,,,72,,1013,442,10023,1232,,,170,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Polk,75207,90310,,5,8,,,,,46,,533,59,2059,366,,,36,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Putnam,12107,13457,,3,2,,,,,10,,148,7,379,114,,,12,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Santa Rosa,12818,36339,,2,4,,,,,12,,229,11,1217,210,,,13,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Sarasota,72869,83117,,10,4,,,,,13,,124,12,1368,165,,,29,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Seminole,59227,75790,,1,1,,,,,43,,311,13,726,131,,,19,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Saint Johns,19509,39564,,5,11,,,,,15,,305,94,4071,431,,,59,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Saint Lucie,41560,34705,,6,6,,,,,18,,195,38,1949,550,,,26,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Sumter,9637,12127,,0,2,,,,,3,,114,2,306,53,,,17,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Suwannee,4076,8009,,0,2,,,,,9,,108,4,180,52,,,5,,,,,,16,,,,,,,,,,,,,,
Florida,2000,President,Taylor,2649,4058,,1,0,,,,,8,,27,3,59,4,,,1,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Union,1407,2332,,0,1,,,,,1,,37,0,33,15,,,0,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Volusia,97313,82368,,5,8,,,,,20,,498,36,2910,444,,,71,,,,,,1,,,,,,,,,,,,,,
Florida,2000,President,Wakulla,3838,4512,,1,2,,,,,0,,46,3,149,30,,,6,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Walton,5643,12186,,2,3,,,,,7,,120,11,265,68,,,18,,,,,,0,,,,,,,,,,,,,,
Florida,2000,President,Washington,2798,4995,,0,0,,,,,9,,88,2,93,32,,,5,,,,,,4,,,,,,,,,,,,,,
Florida,2004,President,Alachua,62504,47762,,13,14,,,,,61,,559,,52,363,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Baker,2180,7738,,1,2,,,,,2,,22,,3,7,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Bay,21068,53404,,12,12,,,,,32,,359,,48,89,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Bradford,3244,7557,,2,0,,,,,7,,28,,3,14,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Brevard,110309,153068,,27,25,,,,,208,,1197,,117,511,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Broward,453873,244674,,1100,702,,,,,941,,3813,,646,1123,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Calhoun,2116,3782,,3,6,,,,,4,,38,,6,8,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Charlotte,34256,44428,,115,119,,,,,70,,556,,63,179,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Citrus,29277,39500,,11,17,,,,,68,,452,,35,107,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Clay,18971,62078,,6,6,,,,,40,,258,,22,114,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Collier,43892,83631,,129,65,,,,,104,,598,,83,181,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Columbia,8031,16758,,6,10,,,,,13,,109,,17,47,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,DeSoto,3913,5524,,2,0,,,,,9,,48,,2,12,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Dixie,1960,4434,,3,2,,,,,8,,29,,1,5,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Duval,158610,220190,,55,34,,,,,179,,1221,,141,631,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Escambia,48329,93566,,27,15,,,,,527,,548,,48,218,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Flagler,18578,19633,,3,4,,,,,17,,181,,10,54,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Franklin,2401,3472,,0,3,,,,,8,,37,,7,3,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Gadsden,14629,6253,,3,10,,,,,9,,54,,8,18,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Gilchrist,2017,4936,,2,2,,,,,5,,32,,4,17,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Glades,1718,2443,,1,2,,,,,3,,16,,1,4,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Gulf,2407,4805,,2,3,,,,,6,,41,,5,8,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Hamilton,2260,2792,,2,0,,,,,3,,16,,4,2,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Hardee,2149,5049,,3,1,,,,,1,,39,,1,6,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Hendry,3960,5757,,0,2,,,,,15,,24,,10,7,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Hernando,37187,42635,,18,14,,,,,59,,521,,19,94,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Highlands,15347,25878,,12,4,,,,,27,,188,,12,28,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Hillsborough,214132,245576,,93,107,,,,,364,,1954,,227,769,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Holmes,1810,6412,,6,3,,,,,12,,42,,1,14,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Indian River,23956,36938,,13,25,,,,,60,,292,,37,93,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Jackson,7555,12122,,7,0,,,,,16,,74,,9,24,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Jefferson,4135,3298,,1,2,,,,,4,,27,,5,6,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Lafayette,845,2460,,1,0,,,,,6,,11,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Lake,48221,74389,,143,82,,,,,129,,659,,97,230,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Lee,93860,144176,,243,160,,,,,208,,1379,,188,453,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Leon,83873,51615,,14,12,,,,,87,,476,,47,255,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Levy,6074,10410,,6,4,,,,,22,,97,,12,27,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Liberty,1070,1927,,1,1,,,,,6,,14,,0,2,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Madison,4050,4191,,1,2,,,,,5,,41,,4,10,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Manatee,61262,81318,,18,14,,,,,72,,683,,48,206,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Marion,57271,81283,,21,31,,,,,145,,650,,51,225,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Martin,30208,41362,,106,78,,,,,82,,418,,75,124,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Miami-Dade,409732,361095,,178,225,,,,,494,,2041,,323,638,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Monroe,19654,19467,,5,6,,,,,14,,283,,19,87,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Nassau,8573,23783,,59,36,,,,,29,,183,,22,58,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Okaloosa,19368,69693,,11,5,,,,,95,,372,,41,171,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Okeechobee,5153,6978,,4,2,,,,,5,,32,,5,11,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Orange,193354,192539,,37,22,,,,,238,,1144,,120,590,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Osceola,38633,43117,,7,9,,,,,32,,281,,34,91,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Palm Beach,328687,212688,,106,155,,,,,575,,1568,,226,617,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Pasco,84749,103230,,292,206,,,,,205,,1440,,217,577,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Pinellas,225460,225686,,140,140,,,,,410,,2402,,255,864,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Polk,86009,123559,,34,20,,,,,121,,799,,63,225,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Putnam,12412,18311,,5,5,,,,,25,,136,,19,60,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Santa Rosa,14659,52059,,8,4,,,,,28,,403,,34,218,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Sarasota,88442,104692,,14,10,,,,,45,,436,,32,99,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Seminole,76971,108172,,15,2,,,,,154,,296,,25,97,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Saint Johns,26399,59196,,243,207,,,,,176,,1259,,126,507,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Saint Lucie,51835,47592,,12,11,,,,,82,,570,,48,329,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Sumter,11584,19800,,57,40,,,,,38,,248,,34,41,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Suwannee,4522,11153,,3,1,,,,,8,,85,,5,25,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Taylor,3049,5467,,3,2,,,,,7,,45,,1,7,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Union,1251,3396,,1,0,,,,,4,,16,,5,2,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Volusia,115519,111924,,31,20,,,,,131,,912,,69,333,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Wakulla,4896,6777,,1,4,,,,,9,,47,,9,20,,,,,,,,,,,,,,,,,,,,,,,
Florida,2004,President,Walton,6213,17555,,4,4,,,,,43,,119,,12,26,,,,,,,,,,,,,,,,,,,,,,,
