State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Soc.Lib#,Comm.#,Proh.#,A#,SR#,AI#,Ref.#,NL#,G#,L#,PF#,NA#,Wor.#,Eco.#,Tea#,Obj.#,Just.#,Am.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,I1#,I2#,I3#,I4#,I5#,I6#,V#,C#,Ind.#,TEA#
Florida,1990,Comptroller General,Jackson,8012,2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Jefferson,3028,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Lafayette,1474,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Lake,23695,19613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Lee,54241,50644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Leon,48101,14328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Levy,4761,2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Liberty,1410,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Madison,3481,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Manatee,33428,34513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Marion,30599,24092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Martin,15221,19435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Miami-Dade,219384,116303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Monroe,11515,8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Nassau,6894,3870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Okaloosa,16610,21089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Okeechobee,3956,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Orange,78833,61947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Osceola,14233,10557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Palm Beach,147403,103194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Pasco,55885,39459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Pinellas,165872,119828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Polk,56666,43837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Putnam,12391,4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Santa Rosa,12837,8929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Sarasota,55310,50790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Seminole,32908,32056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Saint Johns,12659,11020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Saint Lucie,20852,18334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Sumter,5238,2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Suwannee,5013,1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Taylor,3716,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Union,1816,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Volusia,59309,40219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Wakulla,4104,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Walton,5168,3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,Comptroller General,Washington,3381,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1990,AgComm,Alachua,31489,14535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Baker,2546,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Bay,13574,14837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Bradford,3450,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Brevard,51911,73855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1990,AgComm,Broward,206714,110307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Florida,1990,AgComm,Calhoun,1952,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Charlotte,17686,21222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Citrus,19692,14768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Clay,10867,14351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1990,AgComm,Collier,15622,28174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Columbia,5677,4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,DeSoto,3226,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Dixie,2572,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Duval,79801,69592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Florida,1990,AgComm,Escambia,31802,30558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,AgComm,Flagler,5200,4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,AgComm,Franklin,1733,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Gadsden,6819,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Gilchrist,1960,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Glades,1428,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Florida,1990,AgComm,Gulf,2718,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Hamilton,1847,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Hardee,2644,1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Hendry,2238,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Hernando,24289,17425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162
Florida,1990,AgComm,Highlands,13405,9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Hillsborough,115611,80379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1990,AgComm,Holmes,2227,1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Indian River,12460,18371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Jackson,6241,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Jefferson,2623,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Lafayette,1321,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Lake,21380,22393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Lee,45353,61067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
Florida,1990,AgComm,Leon,41667,19668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Levy,4037,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,AgComm,Liberty,1083,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Madison,2871,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Manatee,34855,33386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131
Florida,1990,AgComm,Marion,28874,26935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Florida,1990,AgComm,Martin,14863,19519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,AgComm,Miami-Dade,215318,124685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Florida,1990,AgComm,Monroe,11014,8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Florida,1990,AgComm,Nassau,5984,4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Okaloosa,14498,22923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Florida,1990,AgComm,Okeechobee,3472,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Orange,69872,70906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Florida,1990,AgComm,Osceola,11879,13621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Palm Beach,143872,106106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Pasco,56639,40701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Florida,1990,AgComm,Pinellas,161151,127242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
Florida,1990,AgComm,Polk,64091,38087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Florida,1990,AgComm,Putnam,10634,6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Santa Rosa,10928,10612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Florida,1990,AgComm,Sarasota,52479,54574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Seminole,29532,35738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Saint Johns,10737,13133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Saint Lucie,20263,18683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Sumter,4602,3527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Suwannee,4101,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Taylor,3050,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Union,1772,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Volusia,53076,46709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Wakulla,3447,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Florida,1990,AgComm,Walton,4295,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1990,AgComm,Washington,2534,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Florida,1994,Secretary of State,Alachua,33448,19624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Baker,2153,2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Bay,16951,20264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Bradford,3599,3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Brevard,58285,93605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Broward,240181,141231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Calhoun,1951,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Charlotte,20449,30182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Citrus,18360,20995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Clay,10062,23102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Collier,20257,37335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Columbia,5948,6107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,DeSoto,2670,3314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Dixie,2445,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Duval,75855,99878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Escambia,27979,47052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Flagler,6863,7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Franklin,2404,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Gadsden,8354,2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Gilchrist,2137,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Glades,1308,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Gulf,3177,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Hamilton,1678,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Hardee,2579,2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Hendry,2640,3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Hernando,22272,25541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Highlands,10842,14872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Hillsborough,108965,121610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Holmes,2466,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Indian River,12816,22542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Jackson,7303,4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Jefferson,2739,1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Lafayette,1253,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Lake,24206,32820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Lee,45405,83657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Leon,48031,24080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Levy,5109,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Liberty,1133,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Madison,2929,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Manatee,35250,44550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Marion,28481,38820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Martin,16356,26509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Miami-Dade,199264,169744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Monroe,15265,7727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Nassau,5831,8932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Okaloosa,14150,31983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Okeechobee,3418,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Orange,67181,102518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Osceola,13128,18662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Palm Beach,171614,134665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Pasco,50040,55218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Pinellas,122496,163198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Polk,57319,63917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Putnam,10049,9026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Santa Rosa,9658,21157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Sarasota,53489,69553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Seminole,28764,55768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Saint Johns,11871,21807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Saint Lucie,23827,29134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Sumter,5273,5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Suwannee,4509,4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Taylor,3256,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Union,1431,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Volusia,56195,62915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Wakulla,3848,2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Walton,5289,5448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Secretary of State,Washington,3234,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Alachua,37065,16565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Baker,2721,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Bay,21145,16692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Bradford,4400,2432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Brevard,78171,74597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Broward,287802,100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Calhoun,2448,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Charlotte,24013,26554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Citrus,22478,16826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Clay,13559,19574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Collier,22244,35066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Columbia,7554,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,DeSoto,3401,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Dixie,2642,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Duval,101083,82053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Escambia,37967,37236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Flagler,8019,6468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Franklin,2700,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Gadsden,9165,1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Gilchrist,2340,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Glades,1587,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Gulf,3682,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Hamilton,1917,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Hardee,3261,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Hendry,3249,2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Hernando,26928,20349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Highlands,13537,12286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Hillsborough,132740,97591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Holmes,2983,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Indian River,15816,20128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Jackson,8387,3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Jefferson,3118,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Lafayette,1432,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Lake,30943,26701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Lee,58978,69702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Leon,53740,17368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Levy,5717,2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Liberty,1391,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Madison,3358,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Manatee,41620,37339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Marion,34287,33149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Martin,19541,23758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Miami-Dade,222631,157748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Monroe,14109,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Nassau,7149,7511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Okaloosa,17858,28132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Okeechobee,4173,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Orange,89635,80688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Osceola,16257,15657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Palm Beach,194772,114802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Pasco,61660,43257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Pinellas,183234,129487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Polk,69003,51784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Putnam,11790,7399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Santa Rosa,13793,16980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Sarasota,63926,59079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,1994,Attorney General,Seminole,39177,45565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
