State,Year,Office,County,D#,R#,SPD#,WFG#,S#,Liberty#,Comm.#,Labor#,Proh.#,SD#,Pop.#,CN#,SM#,Prog.#,Indiv.#,Workers#,U#,Am.#,AI#,SW#,I1#,I2#,I3#,I4#,I5#,I6#,Ref.#,NL#,G#,L#,ER#,NA#,Cit.#,NP#,Delta#,W/I#,IR#,GFC#,CFB#,R1#,R2#,Year / Office,INOM1#,INOM2#
North Dakota,1964,President,Stutsman,5463,3990,,,,,,,,,,,,,,,,,,,10,11,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1964,President,Towner,1628,788,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1964,President,Traill,2614,2312,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1964,President,Walsh,4911,2454,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1964,President,Ward,10871,6798,,,,,,,,,,,,,,,,,,,45,21,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1964,President,Wells,2314,1875,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1964,President,Williams,5352,3076,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,
North Dakota,1968,President,Adams,641,1020,,,,,,,,,,,,,,,,,,,116,1,3,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Barnes,2623,3831,,,,,,,,,,,,,,,,,,,348,1,1,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Benson,1772,1707,,,,,,,,,,,,,,,,,,,164,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Billings,174,395,,,,,,,,,,,,,,,,,,,69,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Bottineau,1520,2633,,,,,,,,,,,,,,,,,,,230,1,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Bowman,559,927,,,,,,,,,,,,,,,,,,,156,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Burke,808,1239,,,,,,,,,,,,,,,,,,,132,0,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Burleigh,5139,10661,,,,,,,,,,,,,,,,,,,818,25,6,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Cass,10819,15240,,,,,,,,,,,,,,,,,,,1167,33,7,,,,,,,,,,,,,5,,,,,,,,
North Dakota,1968,President,Cavalier,1631,1953,,,,,,,,,,,,,,,,,,,257,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Dickey,1098,2087,,,,,,,,,,,,,,,,,,,161,2,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Divide,914,1032,,,,,,,,,,,,,,,,,,,102,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Dunn,772,1207,,,,,,,,,,,,,,,,,,,169,0,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Eddy,893,1018,,,,,,,,,,,,,,,,,,,76,3,0,,,,,,,,,,,,,2,,,,,,,,
North Dakota,1968,President,Emmons,756,1991,,,,,,,,,,,,,,,,,,,311,2,0,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Foster,897,1119,,,,,,,,,,,,,,,,,,,123,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Golden Valley,348,735,,,,,,,,,,,,,,,,,,,115,1,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Grand Forks,7695,9802,,,,,,,,,,,,,,,,,,,1332,18,1,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Grant,488,1648,,,,,,,,,,,,,,,,,,,157,0,2,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Griggs,1008,1110,,,,,,,,,,,,,,,,,,,109,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Hettinger,638,1424,,,,,,,,,,,,,,,,,,,163,1,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Kidder,548,1204,,,,,,,,,,,,,,,,,,,192,1,0,,,,,,,,,,,,,2,,,,,,,,
North Dakota,1968,President,LaMoure,1269,2008,,,,,,,,,,,,,,,,,,,189,0,0,,,,,,,,,,,,,2,,,,,,,,
North Dakota,1968,President,Logan,459,1416,,,,,,,,,,,,,,,,,,,135,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,McHenry,1595,2226,,,,,,,,,,,,,,,,,,,281,3,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,McIntosh,342,2258,,,,,,,,,,,,,,,,,,,129,3,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,McKenzie,935,1625,,,,,,,,,,,,,,,,,,,164,0,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,McLean,2050,2764,,,,,,,,,,,,,,,,,,,216,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Mercer,730,2039,,,,,,,,,,,,,,,,,,,169,1,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Morton,3156,4465,,,,,,,,,,,,,,,,,,,489,1,2,,,,,,,,,,,,,2,,,,,,,,
North Dakota,1968,President,Mountrail,1662,1494,,,,,,,,,,,,,,,,,,,212,2,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Nelson,1477,1526,,,,,,,,,,,,,,,,,,,157,1,0,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Oliver,269,616,,,,,,,,,,,,,,,,,,,85,1,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Pembina,1686,2574,,,,,,,,,,,,,,,,,,,335,1,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Pierce,1048,1700,,,,,,,,,,,,,,,,,,,229,1,0,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Ramsey,2384,3189,,,,,,,,,,,,,,,,,,,269,3,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Ransom,1286,1943,,,,,,,,,,,,,,,,,,,153,0,0,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Renville,880,851,,,,,,,,,,,,,,,,,,,84,1,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Richland,3098,4224,,,,,,,,,,,,,,,,,,,443,1,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Rolette,1870,1211,,,,,,,,,,,,,,,,,,,172,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Sargent,1308,1386,,,,,,,,,,,,,,,,,,,154,0,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Sheridan,350,1295,,,,,,,,,,,,,,,,,,,79,1,0,,,,,,,,,,,,,2,,,,,,,,
North Dakota,1968,President,Sioux,525,482,,,,,,,,,,,,,,,,,,,58,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Slope,238,379,,,,,,,,,,,,,,,,,,,64,0,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Stark,2577,4365,,,,,,,,,,,,,,,,,,,500,1,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Steele,991,952,,,,,,,,,,,,,,,,,,,88,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Stutsman,3532,5162,,,,,,,,,,,,,,,,,,,477,5,2,,,,,,,,,,,,,6,,,,,,,,
North Dakota,1968,President,Towner,990,1109,,,,,,,,,,,,,,,,,,,124,0,2,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Traill,1740,2692,,,,,,,,,,,,,,,,,,,243,2,0,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Walsh,2948,3410,,,,,,,,,,,,,,,,,,,453,0,1,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1968,President,Ward,7105,9079,,,,,,,,,,,,,,,,,,,896,11,3,,,,,,,,,,,,,1,,,,,,,,
North Dakota,1968,President,Wells,1265,2266,,,,,,,,,,,,,,,,,,,247,0,0,,,,,,,,,,,,,4,,,,,,,,
North Dakota,1968,President,Williams,3263,3980,,,,,,,,,,,,,,,,,,,483,0,0,,,,,,,,,,,,,0,,,,,,,,
North Dakota,1972,President,Adams,665,1177,,,,,,,,,,,,,,,,,,,32,1,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Barnes,2804,4518,,,,,,,,,,,,,,,,,,,66,1,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Benson,1635,2050,,,,,,,,,,,,,,,,,,,36,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Billings,192,509,,,,,,,,,,,,,,,,,,,28,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Bottineau,1369,3263,,,,,,,,,,,,,,,,,,,52,2,2,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Bowman,643,1111,,,,,,,,,,,,,,,,,,,47,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Burke,651,1446,,,,,,,,,,,,,,,,,,,81,0,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Burleigh,5841,13909,,,,,,,,,,,,,,,,,,,838,48,8,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Cass,14073,21770,,,,,,,,,,,,,,,,,,,388,57,18,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Cavalier,1867,2898,,,,,,,,,,,,,,,,,,,54,3,2,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Dickey,1266,2277,,,,,,,,,,,,,,,,,,,38,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Divide,774,1230,,,,,,,,,,,,,,,,,,,36,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Dunn,644,1438,,,,,,,,,,,,,,,,,,,113,1,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Eddy,911,1022,,,,,,,,,,,,,,,,,,,28,3,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Emmons,1115,2194,,,,,,,,,,,,,,,,,,,89,1,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Foster,861,1352,,,,,,,,,,,,,,,,,,,29,1,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Golden Valley,362,774,,,,,,,,,,,,,,,,,,,93,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Grand Forks,9416,13361,,,,,,,,,,,,,,,,,,,631,59,8,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Grant,596,1569,,,,,,,,,,,,,,,,,,,69,2,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Griggs,901,1312,,,,,,,,,,,,,,,,,,,45,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Hettinger,726,1511,,,,,,,,,,,,,,,,,,,89,0,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Kidder,557,1315,,,,,,,,,,,,,,,,,,,89,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,LaMoure,1399,2110,,,,,,,,,,,,,,,,,,,30,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Logan,554,1408,,,,,,,,,,,,,,,,,,,67,1,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,McHenry,1554,2765,,,,,,,,,,,,,,,,,,,26,0,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,McIntosh,521,2440,,,,,,,,,,,,,,,,,,,29,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,McKenzie,937,1913,,,,,,,,,,,,,,,,,,,53,0,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,McLean,1703,3575,,,,,,,,,,,,,,,,,,,115,3,2,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Mercer,784,2567,,,,,,,,,,,,,,,,,,,104,1,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Morton,3312,5494,,,,,,,,,,,,,,,,,,,358,8,5,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Mountrail,1391,2038,,,,,,,,,,,,,,,,,,,64,1,2,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Nelson,1358,1625,,,,,,,,,,,,,,,,,,,40,5,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Oliver,293,669,,,,,,,,,,,,,,,,,,,64,1,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Pembina,1801,3317,,,,,,,,,,,,,,,,,,,84,1,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Pierce,973,1970,,,,,,,,,,,,,,,,,,,32,1,2,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Ramsey,2384,3954,,,,,,,,,,,,,,,,,,,61,1,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Ransom,1355,2056,,,,,,,,,,,,,,,,,,,23,0,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Renville,702,1121,,,,,,,,,,,,,,,,,,,10,2,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Richland,3367,5194,,,,,,,,,,,,,,,,,,,60,1,2,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Rolette,1803,1713,,,,,,,,,,,,,,,,,,,38,2,3,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Sargent,1331,1616,,,,,,,,,,,,,,,,,,,19,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Sheridan,334,1460,,,,,,,,,,,,,,,,,,,15,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Sioux,557,561,,,,,,,,,,,,,,,,,,,24,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Slope,249,413,,,,,,,,,,,,,,,,,,,28,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Stark,2636,5115,,,,,,,,,,,,,,,,,,,349,27,4,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Steele,892,1063,,,,,,,,,,,,,,,,,,,15,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Stutsman,3589,6269,,,,,,,,,,,,,,,,,,,156,11,3,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Towner,944,1349,,,,,,,,,,,,,,,,,,,30,1,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Traill,1892,3118,,,,,,,,,,,,,,,,,,,65,2,1,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Walsh,2908,3991,,,,,,,,,,,,,,,,,,,184,4,3,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Ward,6706,13900,,,,,,,,,,,,,,,,,,,227,28,7,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Wells,1297,2519,,,,,,,,,,,,,,,,,,,94,0,0,,,,,,,,,,,,,,,,,,,,,
North Dakota,1972,President,Williams,2989,4800,,,,,,,,,,,,,,,,,,,211,8,6,,,,,,,,,,,,,,,,,,,,,
North Dakota,1976,President,Adams,959,940,,,0,,1,1,0,,,,,,,,,11,0,0,23,,,,,,,,,2,,,,,,,,,,,,,,
North Dakota,1976,President,Barnes,3321,4011,,,0,,3,1,1,,,,,,,,,45,4,0,72,,,,,,,,,4,,,,,,,,,,,,,,
North Dakota,1976,President,Benson,1973,1689,,,0,,1,1,0,,,,,,,,,26,7,0,25,,,,,,,,,3,,,,,,,,,,,,,,
North Dakota,1976,President,Billings,285,351,,,0,,0,1,0,,,,,,,,,27,2,0,18,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Bottineau,1987,2638,,,1,,0,2,1,,,,,,,,,26,4,0,36,,,,,,,,,5,,,,,,,,,,,,,,
North Dakota,1976,President,Bowman,911,1033,,,0,,1,1,0,,,,,,,,,24,3,0,25,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Burke,899,1087,,,1,,1,1,0,,,,,,,,,77,1,1,21,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Burleigh,9188,13680,,,7,,2,2,3,,,,,,,,,413,14,3,217,,,,,,,,,20,,,,,,,,,,,,,,
North Dakota,1976,President,Cass,17879,22583,,,6,,16,22,9,,,,,,,,,203,34,11,598,,,,,,,,,50,,,,,,,,,,,,,,
North Dakota,1976,President,Cavalier,2178,2046,,,0,,0,0,0,,,,,,,,,49,0,0,27,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Dickey,1612,2027,,,0,,1,1,0,,,,,,,,,37,1,0,30,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Divide,1057,881,,,0,,0,1,6,,,,,,,,,14,1,0,15,,,,,,,,,3,,,,,,,,,,,,,,
North Dakota,1976,President,Dunn,1051,1041,,,0,,0,0,0,,,,,,,,,50,1,0,14,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Eddy,1123,890,,,0,,0,1,0,,,,,,,,,22,2,1,14,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Emmons,1459,1370,,,1,,0,2,0,,,,,,,,,134,3,0,14,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Foster,1147,1120,,,0,,1,0,0,,,,,,,,,9,1,0,25,,,,,,,,,2,,,,,,,,,,,,,,
North Dakota,1976,President,Golden Valley,479,633,,,0,,0,1,0,,,,,,,,,80,2,0,13,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Grand Forks,11545,13820,,,8,,21,10,1,,,,,,,,,415,17,4,350,,,,,,,,,27,,,,,,,,,,,,,,
North Dakota,1976,President,Grant,952,1205,,,0,,0,2,0,,,,,,,,,78,3,0,18,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Griggs,1122,1086,,,0,,0,0,0,,,,,,,,,32,1,0,21,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Hettinger,1095,1135,,,0,,1,2,0,,,,,,,,,45,4,0,20,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Kidder,936,954,,,0,,1,1,1,,,,,,,,,113,2,0,13,,,,,,,,,2,,,,,,,,,,,,,,
North Dakota,1976,President,LaMoure,1718,1735,,,0,,0,3,6,,,,,,,,,48,0,0,26,,,,,,,,,2,,,,,,,,,,,,,,
North Dakota,1976,President,Logan,809,944,,,0,,0,1,0,,,,,,,,,101,5,0,16,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,McHenry,1994,2043,,,1,,0,0,4,,,,,,,,,24,0,0,43,,,,,,,,,2,,,,,,,,,,,,,,
North Dakota,1976,President,McIntosh,912,1785,,,0,,0,2,0,,,,,,,,,66,2,0,6,,,,,,,,,3,,,,,,,,,,,,,,
North Dakota,1976,President,McKenzie,1335,1595,,,0,,0,2,1,,,,,,,,,27,5,0,12,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,McLean,2815,2729,,,0,,2,4,4,,,,,,,,,66,1,0,41,,,,,,,,,3,,,,,,,,,,,,,,
North Dakota,1976,President,Mercer,1298,1982,,,1,,0,0,0,,,,,,,,,0,1,0,33,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Morton,5241,4921,,,0,,1,6,3,,,,,,,,,198,2,1,82,,,,,,,,,7,,,,,,,,,,,,,,
North Dakota,1976,President,Mountrail,2189,1430,,,0,,1,0,2,,,,,,,,,47,4,0,34,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Nelson,1610,1336,,,1,,1,0,3,,,,,,,,,35,0,1,27,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Oliver,529,575,,,0,,0,1,0,,,,,,,,,20,2,0,13,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Pembina,2274,2810,,,0,,0,3,1,,,,,,,,,57,0,1,53,,,,,,,,,10,,,,,,,,,,,,,,
North Dakota,1976,President,Pierce,1434,1396,,,0,,0,1,0,,,,,,,,,32,2,1,21,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Ramsey,3096,3293,,,0,,1,3,1,,,,,,,,,40,9,0,53,,,,,,,,,6,,,,,,,,,,,,,,
North Dakota,1976,President,Ransom,1715,1696,,,0,,1,1,1,,,,,,,,,17,0,1,23,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Renville,1008,812,,,0,,0,0,0,,,,,,,,,14,3,0,9,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Richland,4592,4991,,,0,,1,1,2,,,,,,,,,91,4,1,94,,,,,,,,,8,,,,,,,,,,,,,,
North Dakota,1976,President,Rolette,2531,1094,,,1,,2,2,1,,,,,,,,,24,0,1,37,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Sargent,1644,1344,,,0,,0,0,0,,,,,,,,,18,2,0,22,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Sheridan,569,935,,,0,,0,0,0,,,,,,,,,19,1,1,10,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Sioux,697,354,,,0,,0,1,0,,,,,,,,,15,0,0,13,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Slope,347,355,,,0,,0,0,0,,,,,,,,,8,3,1,12,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Stark,4076,4374,,,1,,1,7,4,,,,,,,,,193,27,0,70,,,,,,,,,7,,,,,,,,,,,,,,
North Dakota,1976,President,Steele,1066,835,,,0,,0,0,0,,,,,,,,,10,0,2,12,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Stutsman,4883,5653,,,1,,4,1,2,,,,,,,,,115,14,1,99,,,,,,,,,7,,,,,,,,,,,,,,
North Dakota,1976,President,Towner,1216,993,,,0,,1,1,0,,,,,,,,,12,1,0,10,,,,,,,,,0,,,,,,,,,,,,,,
North Dakota,1976,President,Traill,2352,2800,,,0,,4,2,0,,,,,,,,,27,6,1,56,,,,,,,,,3,,,,,,,,,,,,,,
North Dakota,1976,President,Walsh,3555,3518,,,0,,2,0,1,,,,,,,,,142,6,0,79,,,,,,,,,6,,,,,,,,,,,,,,
North Dakota,1976,President,Ward,9484,12751,,,2,,7,12,4,,,,,,,,,176,27,5,229,,,,,,,,,24,,,,,,,,,,,,,,
North Dakota,1976,President,Wells,1742,1941,,,0,,1,3,0,,,,,,,,,38,6,0,35,,,,,,,,,1,,,,,,,,,,,,,,
North Dakota,1976,President,Williams,4189,4230,,,6,,4,32,1,,,,,,,,,88,29,5,73,,,,,,,,,35,,,,,,,,,,,,,,
North Dakota,1980,President,Adams,470,1334,,,0,,1,,,,,,0,,,,,0,,0,107,,,,,,,,,28,,,0,1,,,,,,,,,,
North Dakota,1980,President,Barnes,2128,4392,,,0,,0,,,,,,0,,,,,10,,0,705,,,,,,,,,84,,,10,17,,,,,,,,,,
North Dakota,1980,President,Benson,1119,2149,,,1,,1,,,,,,1,,,,,0,,0,262,,,,,,,,,50,,,1,3,,,,,,,,,,
North Dakota,1980,President,Billings,122,524,,,0,,0,,,,,,0,,,,,0,,0,33,,,,,,,,,9,,,1,0,,,,,,,,,,
North Dakota,1980,President,Bottineau,1090,3394,,,1,,0,,,,,,0,,,,,0,,0,267,,,,,,,,,66,,,5,5,,,,,,,,,,
North Dakota,1980,President,Bowman,454,1507,,,0,,0,,,,,,0,,,,,0,,0,142,,,,,,,,,31,,,2,2,,,,,,,,,,
North Dakota,1980,President,Burke,418,1442,,,1,,0,,,,,,0,,,,,2,,1,82,,,,,,,,,19,,,2,1,,,,,,,,,,
North Dakota,1980,President,Burleigh,6129,18437,,,1,,5,,,,,,4,,,,,11,,5,2109,,,,,,,,,341,,,61,34,,,,,,,,,,
North Dakota,1980,President,Cass,13562,23886,,,23,,25,,,,,,8,,,,,57,,8,5421,,,,,,,,,479,,,117,34,,,,,,,,,,
North Dakota,1980,President,Cavalier,1105,2582,,,0,,0,,,,,,2,,,,,0,,0,238,,,,,,,,,49,,,0,1,,,,,,,,,,
North Dakota,1980,President,Dickey,917,2455,,,0,,0,,,,,,0,,,,,0,,0,161,,,,,,,,,38,,,2,1,,,,,,,,,,
North Dakota,1980,President,Divide,509,1267,,,0,,0,,,,,,2,,,,,2,,0,109,,,,,,,,,27,,,1,1,,,,,,,,,,
North Dakota,1980,President,Dunn,532,1706,,,0,,1,,,,,,0,,,,,2,,0,115,,,,,,,,,28,,,1,1,,,,,,,,,,
North Dakota,1980,President,Eddy,539,1153,,,1,,0,,,,,,1,,,,,1,,1,145,,,,,,,,,37,,,5,0,,,,,,,,,,
North Dakota,1980,President,Emmons,502,2369,,,0,,1,,,,,,0,,,,,7,,0,132,,,,,,,,,39,,,1,3,,,,,,,,,,
North Dakota,1980,President,Foster,586,1534,,,0,,0,,,,,,1,,,,,0,,0,152,,,,,,,,,29,,,0,1,,,,,,,,,,
North Dakota,1980,President,Golden Valley,259,1006,,,0,,0,,,,,,0,,,,,1,,0,62,,,,,,,,,20,,,1,0,,,,,,,,,,
North Dakota,1980,President,Grand Forks,6997,14257,,,20,,18,,,,,,7,,,,,20,,11,2932,,,,,,,,,349,,,63,57,,,,,,,,,,
North Dakota,1980,President,Grant,317,1891,,,1,,0,,,,,,0,,,,,5,,0,110,,,,,,,,,15,,,0,0,,,,,,,,,,
North Dakota,1980,President,Griggs,636,1342,,,0,,1,,,,,,0,,,,,4,,0,158,,,,,,,,,27,,,2,0,,,,,,,,,,
North Dakota,1980,President,Hettinger,434,1699,,,0,,1,,,,,,0,,,,,1,,0,104,,,,,,,,,15,,,0,3,,,,,,,,,,
North Dakota,1980,President,Kidder,326,1474,,,0,,0,,,,,,0,,,,,11,,0,85,,,,,,,,,16,,,0,1,,,,,,,,,,
North Dakota,1980,President,LaMoure,850,2136,,,0,,0,,,,,,4,,,,,1,,0,254,,,,,,,,,41,,,2,4,,,,,,,,,,
North Dakota,1980,President,Logan,283,1474,,,0,,0,,,,,,2,,,,,3,,1,69,,,,,,,,,32,,,0,1,,,,,,,,,,
North Dakota,1980,President,McHenry,939,2922,,,1,,2,,,,,,1,,,,,0,,0,190,,,,,,,,,44,,,3,2,,,,,,,,,,
North Dakota,1980,President,McIntosh,308,2471,,,0,,0,,,,,,0,,,,,3,,1,72,,,,,,,,,14,,,4,0,,,,,,,,,,
North Dakota,1980,President,McKenzie,867,2265,,,0,,0,,,,,,0,,,,,2,,2,182,,,,,,,,,49,,,1,0,,,,,,,,,,
North Dakota,1980,President,McLean,1613,4234,,,0,,0,,,,,,1,,,,,0,,1,318,,,,,,,,,71,,,1,7,,,,,,,,,,
North Dakota,1980,President,Mercer,1209,3224,,,0,,1,,,,,,0,,,,,7,,0,204,,,,,,,,,92,,,4,0,,,,,,,,,,
North Dakota,1980,President,Morton,2861,7659,,,5,,4,,,,,,3,,,,,8,,2,742,,,,,,,,,148,,,16,10,,,,,,,,,,
North Dakota,1980,President,Mountrail,1183,2165,,,0,,2,,,,,,1,,,,,6,,2,182,,,,,,,,,45,,,1,0,,,,,,,,,,
North Dakota,1980,President,Nelson,726,1611,,,0,,0,,,,,,0,,,,,0,,0,226,,,,,,,,,23,,,7,2,,,,,,,,,,
North Dakota,1980,President,Oliver,270,966,,,0,,1,,,,,,0,,,,,2,,0,55,,,,,,,,,19,,,2,1,,,,,,,,,,
