State,Year,Office,County,D#,R#,Prog.#,Pop.#,S#,Proh.#,SL#,Comm.#,Am.#,AI#,CL#,SW#,I#,G#,Ref.#,NL#,L#,U#,NA#,Ind. All.#,Labor#,RfL#,Cit.#,Unity#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I#
Kentucky,1983,Treasurer,Marion,3169,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Marshall,4900,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Martin,881,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Mason,2933,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,McCracken,10145,3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,McCreary,896,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,McLean,1690,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Meade,2750,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Menifee,615,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Mercer,2858,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Metcalfe,1563,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Monroe,1122,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Montgomery,2894,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Morgan,2092,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Muhlenberg,4216,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Nelson,3897,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Nicholas,1044,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Ohio,2539,2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Oldham,3078,3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Owen,1807,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Owsley,407,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Pendleton,1695,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Perry,4014,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Pike,11507,5277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Powell,1680,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Pulaski,5291,6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Robertson,430,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Rockcastle,1145,2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Rowan,2740,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Russell,1739,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Scott,2869,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Shelby,4155,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Simpson,1820,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Spencer,1101,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Taylor,2912,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Todd,1179,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Trigg,1907,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Trimble,1294,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Union,2773,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Warren,8862,4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Washington,1449,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Wayne,2508,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Webster,2727,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Whitley,3644,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Wolfe,1226,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Treasurer,Woodford,3240,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Adair,1834,2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Allen,1518,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Anderson,2400,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Ballard,1768,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Barren,4529,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Bath,1857,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Bell,3302,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Boone,6542,4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Bourbon,2668,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Boyd,7474,5877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Boyle,3217,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Bracken,1299,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Breathitt,3724,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Breckinridge,3413,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Bullitt,5096,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Butler,962,1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Caldwell,2321,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Calloway,4393,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Campbell,11462,8787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Carlisle,1093,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Carroll,1838,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Carter,2678,2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Casey,788,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Christian,5295,2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Clark,3894,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Clay,2478,3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Clinton,730,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Crittenden,1549,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Cumberland,570,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Daviess,11584,4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Edmonson,980,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Elliott,1233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Estill,1600,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Fayette,26365,14490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Fleming,1843,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Floyd,8641,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Franklin,11875,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Fulton,1331,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Gallatin,1043,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Garrard,1429,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Grant,1879,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Graves,6153,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Grayson,2466,2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Green,1785,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Greenup,5312,3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Hancock,1175,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Hardin,7647,3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Harlan,4768,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Harrison,2929,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Hart,2439,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Henderson,5672,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Henry,2895,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Hickman,1127,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Hopkins,6101,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Jackson,622,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Jefferson,106560,64931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Jessamine,2843,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Johnson,2075,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Kenton,16530,11853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Knott,2960,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Knox,2438,2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Larue,1932,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Laurel,2679,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Lawrence,1569,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Lee,865,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Leslie,1108,1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Letcher,3448,1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Lewis,1166,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Lincoln,2133,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Livingston,1684,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Logan,3060,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Lyon,1429,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Madison,6223,3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Magoffin,2507,1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Marion,3445,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Marshall,4868,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Martin,887,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Mason,2816,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,McCracken,9972,3138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,McCreary,762,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,McLean,1697,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Meade,3101,1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Menifee,593,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Mercer,2895,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Metcalfe,1494,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Monroe,1024,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Montgomery,2656,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Morgan,2097,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Muhlenberg,4189,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Nelson,4551,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Nicholas,964,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Ohio,2566,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Oldham,3603,2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Owen,1914,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Owsley,354,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Pendleton,1568,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Perry,3752,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Pike,11506,5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Powell,1607,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Pulaski,4759,6292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Robertson,385,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Rockcastle,1033,2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Rowan,2848,1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Russell,1501,2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Scott,3084,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Shelby,4836,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Simpson,1789,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Spencer,1173,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Taylor,2693,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Todd,1134,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Trigg,2123,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Trimble,1322,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Union,2837,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Warren,8952,3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Washington,1558,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Wayne,2379,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Webster,2679,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Whitley,2363,2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Wolfe,1213,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Auditor,Woodford,3617,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Adair,1854,2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Allen,1290,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Anderson,2404,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Ballard,1837,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Barren,4150,2729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Bath,1855,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Bell,3202,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Boone,6359,4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Bourbon,2639,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Boyd,8108,4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Boyle,3159,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Bracken,1269,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Breathitt,3627,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Breckinridge,2891,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Bullitt,5095,2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Butler,985,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Caldwell,2226,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Calloway,4380,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Campbell,10925,9414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Carlisle,1195,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Carroll,1927,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Carter,2796,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Casey,779,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Christian,5236,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Clark,3751,1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Clay,2462,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Clinton,702,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Crittenden,1331,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Cumberland,570,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Daviess,16474,3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Edmonson,986,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Elliott,1268,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Estill,1526,1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Fayette,23844,15266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Fleming,1828,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Floyd,8557,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Franklin,11959,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Fulton,1288,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Gallatin,1057,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Garrard,1440,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Grant,1780,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Graves,6337,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Grayson,2355,2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Green,1775,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Greenup,5638,3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Hancock,1271,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Hardin,7333,3877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Harlan,4748,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Harrison,2889,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Hart,2325,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Henderson,6859,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Henry,2982,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Hickman,1140,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Hopkins,6912,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Jackson,591,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Jefferson,100252,66573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Jessamine,2771,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Johnson,1964,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Kenton,15775,12529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Knott,2873,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Knox,2430,2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Larue,1961,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,1983,Agriculture Commissioner,Laurel,2603,3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
