State,Year,Office,County,D#,R#,L#,C#,G#,NL#,Ref.#,S#,I1#,I2#,I3#,I4#,Pop.#,Proh.#,Prog.#,CN#,Cit.#,PBP#,In. Al.#,USC#,NA#,Ap.#,AF#,JIA#,TBA,LB#,WW#,W/I1#,W/I2#,I#,W/I#
Arkansas,2002,Treasurer,Fulton,2177,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Garland,16149,13897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Grant,3384,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Greene,7164,3671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Hempstead,4156,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Hot Spring,6653,2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Howard,2800,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Independence,6276,3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Izard,2849,1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Jackson,3896,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Jefferson,14832,6122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Johnson,3764,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Lafayette,1826,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Lawrence,3760,1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Lee,2766,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Lincoln,2354,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Little River,3209,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Logan,4339,2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Lonoke,8464,7626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Madison,2486,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Marion,2349,2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Miller,6364,4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Mississippi,6591,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Monroe,2144,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Montgomery,1904,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Nevada,2460,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Newton,1619,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Ouachita,6274,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Perry,1979,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Phillips,5621,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Pike,2559,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Poinsett,4428,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Polk,3326,2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Pope,7549,7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Prairie,2083,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Pulaski,64352,44247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Randolph,3447,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Saint Francis,5502,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Saline,14855,13924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Scott,2071,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Searcy,1250,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Sebastian,15194,17429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Sevier,2442,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Sharp,3558,2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Stone,2501,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Union,7603,5192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Van Buren,4060,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Washington,18354,23580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,White,10050,9468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Woodruff,2298,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Treasurer,Yell,3297,2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Arkansas,3843,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Ashley,3876,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Baxter,6559,7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Benton,16812,26951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Boone,4562,5086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Bradley,2472,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Calhoun,1250,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Carroll,4033,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Chicot,2867,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Clark,5039,2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Clay,3706,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Cleburne,4996,4179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Cleveland,1897,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Columbia,3653,2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Conway,4498,2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Craighead,12854,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Crawford,6958,7704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Crittenden,7171,4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Cross,3430,1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Dallas,2085,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Desha,2359,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Drew,3381,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Faulkner,11822,10981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Franklin,3416,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Fulton,2264,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Garland,15180,14561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Grant,3234,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Greene,7335,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Hempstead,3862,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Hot Spring,6350,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Howard,2442,1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Independence,6517,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Izard,2923,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Jackson,4377,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Jefferson,14452,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Johnson,3657,2573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Lafayette,1731,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Lawrence,3994,1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Lee,2850,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Lincoln,2436,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Little River,3118,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Logan,4437,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Lonoke,8026,7860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Madison,2485,2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Marion,2339,2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Miller,5767,4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Mississippi,6935,3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Monroe,2061,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Montgomery,1604,1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Nevada,2166,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Newton,1614,1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Ouachita,5837,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Perry,1879,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Phillips,5589,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Pike,2114,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Poinsett,4604,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Polk,3160,2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Pope,7542,7840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Prairie,2497,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Pulaski,62204,45636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Randolph,3515,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Saint Francis,5457,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Saline,14060,14570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Scott,2220,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Searcy,1306,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Sebastian,15006,17313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Sevier,2355,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Sharp,3551,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Stone,2609,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Union,6992,5643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Van Buren,4029,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Washington,20929,20506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,White,11249,8277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Woodruff,2494,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2002,Auditor,Yell,3456,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Arkansas,3803,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Ashley,3559,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Baxter,6190,6999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Benton,19651,28456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Boone,4266,6141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Bradley,1920,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Calhoun,1101,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Carroll,3899,4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Chicot,2580,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Clark,4408,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Clay,3034,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Cleburne,5141,4431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Cleveland,1608,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Columbia,3104,2769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Conway,4470,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Craighead,11826,8772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Crawford,7511,8389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Crittenden,8808,7021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Cross,3116,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Dallas,1852,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Desha,2571,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Drew,2743,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Faulkner,13475,11156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Franklin,2984,2523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Fulton,1998,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Garland,16465,12533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Grant,3066,2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Greene,5535,3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Hempstead,3071,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Hot Spring,5704,2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Howard,1990,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Independence,5897,3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Izard,2439,1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Jackson,3249,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Jefferson,14676,5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Johnson,3583,2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Lafayette,1586,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Lawrence,3176,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Lee,2192,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Lincoln,2061,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Little River,2526,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Logan,3846,2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Lonoke,8101,7828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Madison,2628,2741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Marion,2761,3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Miller,5240,4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Mississippi,6579,3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Monroe,2003,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Montgomery,1683,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Nevada,1721,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Newton,1463,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Ouachita,4778,2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Perry,2176,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Phillips,4797,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Pike,1874,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Poinsett,4046,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Polk,2755,2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Pope,7328,7992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Prairie,1935,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Pulaski,70871,37866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Randolph,2768,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Saint Francis,4681,2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Saline,16191,15467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Scott,1626,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Searcy,1372,1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Sebastian,15350,16133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Sevier,1876,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Sharp,3048,2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Stone,2454,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Union,5906,5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Van Buren,3210,2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Washington,24169,20563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,White,10678,10029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Woodruff,1945,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Lt. Governor,Yell,2797,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,2006,Secretary of State,Arkansas,4149,1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,
Arkansas,2006,Secretary of State,Ashley,3890,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,
Arkansas,2006,Secretary of State,Baxter,6882,5787,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,
Arkansas,2006,Secretary of State,Benton,20416,25964,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,
Arkansas,2006,Secretary of State,Boone,5383,4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,
Arkansas,2006,Secretary of State,Bradley,2015,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,
Arkansas,2006,Secretary of State,Calhoun,1214,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,
Arkansas,2006,Secretary of State,Carroll,4459,3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,
Arkansas,2006,Secretary of State,Chicot,2730,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,
Arkansas,2006,Secretary of State,Clark,4535,1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,
Arkansas,2006,Secretary of State,Clay,3293,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,
Arkansas,2006,Secretary of State,Cleburne,5643,3609,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,
Arkansas,2006,Secretary of State,Cleveland,1748,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,
Arkansas,2006,Secretary of State,Columbia,3562,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,
Arkansas,2006,Secretary of State,Conway,4729,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,
Arkansas,2006,Secretary of State,Craighead,13128,6907,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,
Arkansas,2006,Secretary of State,Crawford,8661,6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,
Arkansas,2006,Secretary of State,Crittenden,11017,4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,
Arkansas,2006,Secretary of State,Cross,3717,1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,
Arkansas,2006,Secretary of State,Dallas,2097,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,
Arkansas,2006,Secretary of State,Desha,2628,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,
Arkansas,2006,Secretary of State,Drew,2947,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,
Arkansas,2006,Secretary of State,Faulkner,13745,9857,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,
Arkansas,2006,Secretary of State,Franklin,3581,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,
Arkansas,2006,Secretary of State,Fulton,2261,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,
Arkansas,2006,Secretary of State,Garland,17121,10938,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,
Arkansas,2006,Secretary of State,Grant,3319,1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,
Arkansas,2006,Secretary of State,Greene,6233,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,
Arkansas,2006,Secretary of State,Hempstead,3436,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
Arkansas,2006,Secretary of State,Hot Spring,6096,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,
Arkansas,2006,Secretary of State,Howard,2254,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,
Arkansas,2006,Secretary of State,Independence,6684,2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,
Arkansas,2006,Secretary of State,Izard,2714,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,
Arkansas,2006,Secretary of State,Jackson,3517,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,
Arkansas,2006,Secretary of State,Jefferson,15487,4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,
Arkansas,2006,Secretary of State,Johnson,3977,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,
Arkansas,2006,Secretary of State,Lafayette,1780,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,
Arkansas,2006,Secretary of State,Lawrence,3606,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,
Arkansas,2006,Secretary of State,Lee,2325,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,
Arkansas,2006,Secretary of State,Lincoln,2207,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,
Arkansas,2006,Secretary of State,Little River,2758,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,
Arkansas,2006,Secretary of State,Logan,4334,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,
Arkansas,2006,Secretary of State,Lonoke,8835,6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,
Arkansas,2006,Secretary of State,Madison,3127,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,
Arkansas,2006,Secretary of State,Marion,3239,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,
Arkansas,2006,Secretary of State,Miller,5582,3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,
Arkansas,2006,Secretary of State,Mississippi,7355,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,
Arkansas,2006,Secretary of State,Monroe,2177,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,
Arkansas,2006,Secretary of State,Montgomery,1834,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,
