State,Year,Office,County,D#,R#,Pop.#,Prog.#,Proh.#,U#,S#,SW#,ND#,Comm.#,C#,CON#,IND#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,Ref.#,NL#,L#,G#,Citizens,States' Rights,Independent African American,Statesman,Write-Ins,SM#,W/I1#,W/I2#,Det.#,W#
Alabama,1978,Governor,Marengo,4593,538,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
Alabama,1978,Governor,Marion,4060,2322,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Alabama,1978,Governor,Marshall,6358,3658,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,
Alabama,1978,Governor,Mobile,48663,16360,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,
Alabama,1978,Governor,Monroe,6552,658,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
Alabama,1978,Governor,Montgomery,30732,6807,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,
Alabama,1978,Governor,Morgan,9384,4449,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,
Alabama,1978,Governor,Perry,4920,250,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
Alabama,1978,Governor,Pickens,3614,580,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Alabama,1978,Governor,Pike,5217,1191,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Alabama,1978,Governor,Randolph,4938,715,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,
Alabama,1978,Governor,Russell,5826,523,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
Alabama,1978,Governor,St. Clair,4417,2516,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Alabama,1978,Governor,Shelby,7141,3741,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,
Alabama,1978,Governor,Sumter,2626,227,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
Alabama,1978,Governor,Talladega,7846,1997,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,
Alabama,1978,Governor,Tallapoosa,7190,980,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
Alabama,1978,Governor,Tuscaloosa,14332,5998,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,
Alabama,1978,Governor,Walker,7419,5898,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
Alabama,1978,Governor,Washington,3308,445,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
Alabama,1978,Governor,Wilcox,6083,390,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
Alabama,1978,Governor,Winston,3022,3879,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
Alabama,1990,Governor,Autauga,4521,6833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Baldwin,12033,17382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Barbour,4863,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Bibb,3181,2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Blount,4524,8457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Bullock,3173,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Butler,3928,3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Calhoun,13891,15097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Chambers,5950,4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Cherokee,3193,2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Chilton,5155,7286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Choctaw,4142,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Clarke,4900,4543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Clay,2162,2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Cleburne,2017,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Coffee,5249,5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Colbert,8908,6556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Conecuh,3159,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Coosa,2149,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Covington,5081,7010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Crenshaw,2381,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Cullman,9314,14139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Dale,4506,6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Dallas,8894,6660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,DeKalb,8017,9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Elmore,6152,9692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Escambia,4424,4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Etowah,16408,15992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Fayette,4686,2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Franklin,4858,3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Geneva,3460,4808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Greene,3138,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Hale,3481,2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Henry,2607,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Houston,7945,14177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Jackson,5865,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Jefferson,95287,116034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Lamar,3163,2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Lauderdale,12089,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Lawrence,5294,2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Lee,9964,9919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Limestone,6454,7715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Lowndes,3284,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Macon,6130,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Madison,27279,44799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Marengo,4503,3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Marion,6219,4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Marshall,7138,11140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Mobile,48633,48132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Monroe,3816,3627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Montgomery,35509,34223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Morgan,11930,17707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Perry,3262,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Pickens,3322,2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Pike,4827,4901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Randolph,3165,2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Russell,5963,2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,St. Clair,5169,9053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Shelby,8186,22006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Sumter,4007,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Talladega,9438,10013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Tallapoosa,6227,7440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Tuscaloosa,19563,19669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Walker,12916,9121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Washington,3746,2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Wilcox,3385,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1990,Governor,Winston,3923,5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Autauga,3686,8422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Baldwin,11721,21593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Barbour,3952,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Bibb,3126,2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Blount,5956,7010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Bullock,3053,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Butler,3202,4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Calhoun,14958,12587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Chambers,4708,4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Cherokee,3431,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Chilton,5092,6358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Choctaw,3513,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Clarke,4393,3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Clay,2297,2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Cleburne,2224,1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Coffee,5380,6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Colbert,8686,5978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Conecuh,2923,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Coosa,1988,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Covington,4124,6097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Crenshaw,2028,2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Cullman,11475,11230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Dale,4269,6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Dallas,8893,5863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,DeKalb,7952,6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Elmore,5067,11723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Escambia,4723,3706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Etowah,18585,12306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Fayette,3274,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Franklin,4882,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Geneva,3442,4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Greene,4153,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Hale,4066,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Henry,2991,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Houston,7730,13930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Jackson,5958,3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Jefferson,99131,108423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Lamar,3077,2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Lauderdale,12592,10478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Lawrence,5183,3478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Lee,8680,11871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Limestone,7278,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Lowndes,3337,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Macon,4922,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Madison,36606,41635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Marengo,4627,3490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Marion,5730,3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Marshall,9822,8536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Mobile,50344,46317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Monroe,3427,3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Montgomery,28037,36147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Morgan,12392,20058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Perry,3472,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Pickens,5090,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Pike,4103,4697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Randolph,2881,2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Russell,5274,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,St. Clair,6737,10011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Shelby,9714,24787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Sumter,3412,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Talladega,9334,8780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Tallapoosa,5283,7038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Tuscaloosa,22831,16194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Walker,10786,7992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Washington,4299,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Wilcox,3131,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1994,Governor,Winston,4736,4203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1998,Governor,Autauga,5972,7233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,
Alabama,1998,Governor,Baldwin,17389,21004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,
Alabama,1998,Governor,Barbour,5876,3232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Alabama,1998,Governor,Bibb,3128,2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Alabama,1998,Governor,Blount,6311,7229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Alabama,1998,Governor,Bullock,3333,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Alabama,1998,Governor,Butler,3671,3295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Alabama,1998,Governor,Calhoun,19939,11820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,
Alabama,1998,Governor,Chambers,5629,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Alabama,1998,Governor,Cherokee,4038,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Alabama,1998,Governor,Chilton,5975,6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,
Alabama,1998,Governor,Choctaw,3364,2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Alabama,1998,Governor,Clarke,4767,3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
Alabama,1998,Governor,Clay,2658,2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Alabama,1998,Governor,Cleburne,2505,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Alabama,1998,Governor,Coffee,6609,6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,
Alabama,1998,Governor,Colbert,10581,7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,
Alabama,1998,Governor,Conecuh,3214,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Alabama,1998,Governor,Coosa,2502,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Alabama,1998,Governor,Covington,5266,6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Alabama,1998,Governor,Crenshaw,2518,2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Alabama,1998,Governor,Cullman,12684,11498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,
Alabama,1998,Governor,Dale,6272,5397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,
Alabama,1998,Governor,Dallas,10553,4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,
Alabama,1998,Governor,DeKalb,9198,8156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Alabama,1998,Governor,Elmore,8485,10583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,
Alabama,1998,Governor,Escambia,4862,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,
Alabama,1998,Governor,Etowah,19947,13100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,
Alabama,1998,Governor,Fayette,4192,3206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,
Alabama,1998,Governor,Franklin,5111,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
Alabama,1998,Governor,Geneva,3733,3874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
Alabama,1998,Governor,Greene,3452,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Alabama,1998,Governor,Hale,3992,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Alabama,1998,Governor,Henry,3360,2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Alabama,1998,Governor,Houston,11305,12931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,
Alabama,1998,Governor,Jackson,8044,4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Alabama,1998,Governor,Jefferson,130077,88398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,
Alabama,1998,Governor,Lamar,2497,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Alabama,1998,Governor,Lauderdale,14460,10680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,
Alabama,1998,Governor,Lawrence,6774,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,
Alabama,1998,Governor,Lee,16767,11415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,
Alabama,1998,Governor,Limestone,10896,9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,
Alabama,1998,Governor,Lowndes,3886,1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Alabama,1998,Governor,Macon,6595,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Alabama,1998,Governor,Madison,50599,30877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,
Alabama,1998,Governor,Marengo,5139,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Alabama,1998,Governor,Marion,5583,3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Alabama,1998,Governor,Marshall,12087,9734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,
Alabama,1998,Governor,Mobile,63419,40592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,
Alabama,1998,Governor,Monroe,4255,3194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Alabama,1998,Governor,Montgomery,42294,27821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,
Alabama,1998,Governor,Morgan,18963,15805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,
Alabama,1998,Governor,Perry,3619,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Alabama,1998,Governor,Pickens,3942,2871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Alabama,1998,Governor,Pike,5072,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Alabama,1998,Governor,Randolph,3231,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Alabama,1998,Governor,Russell,7218,2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Alabama,1998,Governor,St. Clair,9286,9966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,
Alabama,1998,Governor,Shelby,16814,24822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,
Alabama,1998,Governor,Sumter,3982,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
Alabama,1998,Governor,Talladega,12400,8064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,
Alabama,1998,Governor,Tallapoosa,7886,6256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Alabama,1998,Governor,Tuscaloosa,28487,18252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,
Alabama,1998,Governor,Walker,12627,7944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,
Alabama,1998,Governor,Washington,3946,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,
Alabama,1998,Governor,Wilcox,3073,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Alabama,1998,Governor,Winston,3846,4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Alabama,2002,Governor,Autauga,5137,9345,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,37,,,
Alabama,2002,Governor,Baldwin,12736,31052,,,,,,,,,,,,,,,,,,,,,937,,,,,,,,119,,,
Alabama,2002,Governor,Barbour,4858,3183,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,18,,,
Alabama,2002,Governor,Bibb,3178,3091,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,0,,,
Alabama,2002,Governor,Blount,6393,8866,,,,,,,,,,,,,,,,,,,,,369,,,,,,,,49,,,
Alabama,2002,Governor,Bullock,2825,1051,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,0,,,
Alabama,2002,Governor,Butler,3354,3376,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,15,,,
Alabama,2002,Governor,Calhoun,17718,15190,,,,,,,,,,,,,,,,,,,,,448,,,,,,,,62,,,
Alabama,2002,Governor,Chambers,4767,4837,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,0,,,
Alabama,2002,Governor,Cherokee,3500,2489,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,8,,,
Alabama,2002,Governor,Chilton,5679,7787,,,,,,,,,,,,,,,,,,,,,197,,,,,,,,35,,,
Alabama,2002,Governor,Choctaw,2780,2287,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,0,,,
Alabama,2002,Governor,Clarke,4245,4563,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,20,,,
Alabama,2002,Governor,Clay,2094,3176,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,11,,,
Alabama,2002,Governor,Cleburne,2172,2680,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,16,,,
Alabama,2002,Governor,Coffee,5839,6846,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,24,,,
Alabama,2002,Governor,Colbert,9783,7069,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,36,,,
Alabama,2002,Governor,Conecuh,2638,2276,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,12,,,
Alabama,2002,Governor,Coosa,2521,1812,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,4,,,
Alabama,2002,Governor,Covington,4931,6362,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,22,,,
Alabama,2002,Governor,Crenshaw,1931,2386,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,10,,,
Alabama,2002,Governor,Cullman,10974,14049,,,,,,,,,,,,,,,,,,,,,761,,,,,,,,75,,,
Alabama,2002,Governor,Dale,5106,6717,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,41,,,
Alabama,2002,Governor,Dallas,10285,5663,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,25,,,
Alabama,2002,Governor,DeKalb,8547,9502,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,11,,,
