State,Year,Office,County,D#,R#,Prog.#,U#,Proh.#,S#,Comm.#,SL#,AI#,I#,Ref.#,NL#,G#,L#,ST#,IL#,BL#,Cit.#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,I1#,I2#,I3#,I4#,T#,DN#,SW#,DS#,IHT#,Wor.#,W/I#,Town
Maine,1992,President,,590,572,,,,,,,,472,,,,8,,,,,0,0,,,,,,,,,,,2,,,,,,,Bristol Town
Maine,1992,President,,214,162,,,,,,,,167,,,,0,,,,,2,0,,,,,,,,,,,0,,,,,,,Brooklin Town
Maine,1992,President,,168,180,,,,,,,,182,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Brooks Town
Maine,1992,President,,239,138,,,,,,,,183,,,,3,,,,,1,0,,,,,,,,,,,2,,,,,,,Brooksville Town
Maine,1992,President,,24,45,,,,,,,,34,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Brookton UT
Maine,1992,President,,242,179,,,,,,,,206,,,,15,,,,,1,0,,,,,,,,,,,0,,,,,,,Brownfield Town
Maine,1992,President,,339,210,,,,,,,,317,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Brownville Town
Maine,1992,President,,4686,3058,,,,,,,,2282,,,,22,,,,,8,0,,,,,,,,,,,4,,,,,,,Brunswick Town
Maine,1992,President,,280,274,,,,,,,,327,,,,2,,,,,2,0,,,,,,,,,,,0,,,,,,,Buckfield Town
Maine,1992,President,,895,697,,,,,,,,1081,,,,6,,,,,2,1,,,,,,,,,,,5,,,,,,,Bucksport Town
Maine,1992,President,,79,57,,,,,,,,54,,,,1,,,,,1,1,,,,,,,,,,,0,,,,,,,Burlington Town
Maine,1992,President,,229,121,,,,,,,,250,,,,0,,,,,0,0,,,,,,,,,,,2,,,,,,,Burnham Town
Maine,1992,President,,1401,1253,,,,,,,,1356,,,,10,,,,,6,0,,,,,,,,,,,2,,,,,,,Buxton Town
Maine,1992,President,,24,7,,,,,,,,41,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Byron Town
Maine,1992,President,,639,608,,,,,,,,523,,,,2,,,,,1,0,,,,,,,,,,,0,,,,,,,Calais City
Maine,1992,President,,61,94,,,,,,,,115,,,,1,,,,,1,0,,,,,,,,,,,2,,,,,,,Cambridge Town
Maine,1992,President,,1549,883,,,,,,,,798,,,,7,,,,,2,0,,,,,,,,,,,0,,,,,,,Camden Town
Maine,1992,President,,400,187,,,,,,,,396,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Canaan Town
Maine,1992,President,,222,147,,,,,,,,159,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Canton Town
Maine,1992,President,,2368,2418,,,,,,,,1082,,,,14,,,,,1,1,,,,,,,,,,,1,,,,,,,Cape Elizabeth Town
Maine,1992,President,,25,20,,,,,,,,25,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Caratunk Town
Maine,1992,President,,1577,1256,,,,,,,,1185,,,,3,,,,,3,0,,,,,,,,,,,1,,,,,,,Caribou City
Maine,1992,President,,340,303,,,,,,,,490,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Carmel Town
Maine,1992,President,,100,105,,,,,,,,93,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Carrabassett Valley Town
Maine,1992,President,,24,20,,,,,,,,40,,,,0,,,,,2,0,,,,,,,,,,,0,,,,,,,Carroll Plantation
Maine,1992,President,,102,50,,,,,,,,100,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Carthage Town
Maine,1992,President,,27,46,,,,,,,,28,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Cary Plantation
Maine,1992,President,,631,505,,,,,,,,615,,,,4,,,,,0,0,,,,,,,,,,,0,,,,,,,Casco Town
Maine,1992,President,,232,239,,,,,,,,277,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Castine Town
Maine,1992,President,,72,113,,,,,,,,65,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Castle Hill Town
Maine,1992,President,,114,29,,,,,,,,27,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Caswell Town
Maine,1992,President,,10,8,,,,,,,,6,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Centerville Town
Maine,1992,President,,71,81,,,,,,,,64,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Chapman Town
Maine,1992,President,,159,292,,,,,,,,231,,,,3,,,,,0,0,,,,,,,,,,,1,,,,,,,Charleston Town
Maine,1992,President,,51,87,,,,,,,,61,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Charlotte Town
Maine,1992,President,,465,295,,,,,,,,481,,,,0,,,,,0,0,,,,,,,,,,,4,,,,,,,Chelsea Town
Maine,1992,President,,187,230,,,,,,,,234,,,,1,,,,,1,0,,,,,,,,,,,2,,,,,,,Cherryfield Town
Maine,1992,President,,61,97,,,,,,,,85,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Chester Town
Maine,1992,President,,203,132,,,,,,,,202,,,,3,,,,,1,0,,,,,,,,,,,2,,,,,,,Chesterville Town
Maine,1992,President,,650,575,,,,,,,,803,,,,3,,,,,0,0,,,,,,,,,,,1,,,,,,,China Town
Maine,1992,President,,129,86,,,,,,,,146,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Clifton Town
Maine,1992,President,,580,441,,,,,,,,706,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Clinton Town
Maine,1992,President,,3,0,,,,,,,,3,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Codyville Plantation
Maine,1992,President,,57,59,,,,,,,,114,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Columbia Town
Maine,1992,President,,91,91,,,,,,,,102,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Columbia Falls Town
Maine,1992,President,,109,38,,,,,,,,98,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Connor UT
Maine,1992,President,,51,22,,,,,,,,13,,,,0,,,,,2,0,,,,,,,,,,,1,,,,,,,Cooper Town
Maine,1992,President,,27,18,,,,,,,,29,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Coplin Plantation
Maine,1992,President,,345,371,,,,,,,,435,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Corinna Town
Maine,1992,President,,287,500,,,,,,,,413,,,,5,,,,,1,0,,,,,,,,,,,5,,,,,,,Corinth Town
Maine,1992,President,,281,217,,,,,,,,214,,,,6,,,,,0,0,,,,,,,,,,,1,,,,,,,Cornish Town
Maine,1992,President,,207,170,,,,,,,,218,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Cornville Town
Maine,1992,President,,77,46,,,,,,,,36,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Cranberry Isles Town
Maine,1992,President,,12,14,,,,,,,,22,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Crawford Town
Maine,1992,President,,43,54,,,,,,,,44,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Crystal Town
Maine,1992,President,,1473,1763,,,,,,,,884,,,,15,,,,,1,2,,,,,,,,,,,2,,,,,,,Cumberland Town
Maine,1992,President,,220,182,,,,,,,,204,,,,2,,,,,3,0,,,,,,,,,,,1,,,,,,,Cushing Town
Maine,1992,President,,54,125,,,,,,,,121,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Cutler Town
Maine,1992,President,,35,2,,,,,,,,16,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Cyr Plantation
Maine,1992,President,,45,47,,,,,,,,48,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Dallas Plantation
Maine,1992,President,,401,476,,,,,,,,297,,,,8,,,,,0,0,,,,,,,,,,,0,,,,,,,Damariscotta Town
Maine,1992,President,,93,143,,,,,,,,97,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Danforth Town
Maine,1992,President,,247,300,,,,,,,,272,,,,4,,,,,2,0,,,,,,,,,,,1,,,,,,,Dayton Town
Maine,1992,President,,12,6,,,,,,,,15,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Deblois Town
Maine,1992,President,,255,256,,,,,,,,338,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Dedham Town
Maine,1992,President,,449,281,,,,,,,,329,,,,1,,,,,1,0,,,,,,,,,,,1,,,,,,,Deer Isle Town
Maine,1992,President,,200,167,,,,,,,,160,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Denmark Town
Maine,1992,President,,5,3,,,,,,,,10,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Dennistown Plantation
Maine,1992,President,,67,51,,,,,,,,63,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Dennysville Town
Maine,1992,President,,156,91,,,,,,,,197,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Detroit Town
Maine,1992,President,,734,754,,,,,,,,812,,,,4,,,,,1,0,,,,,,,,,,,0,,,,,,,Dexter Town
Maine,1992,President,,537,319,,,,,,,,529,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Dixfield Town
Maine,1992,President,,180,132,,,,,,,,228,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Dixmont Town
Maine,1992,President,,745,811,,,,,,,,867,,,,11,,,,,5,0,,,,,,,,,,,1,,,,,,,Dover-Foxcroft Town
Maine,1992,President,,311,245,,,,,,,,297,,,,1,,,,,2,1,,,,,,,,,,,0,,,,,,,Dresden Town
Maine,1992,President,,7,6,,,,,,,,13,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Drew Plantation
Maine,1992,President,,594,534,,,,,,,,554,,,,8,,,,,2,0,,,,,,,,,,,0,,,,,,,Durham Town
Maine,1992,President,,36,52,,,,,,,,27,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Dyer Brook Town
Maine,1992,President,,348,81,,,,,,,,140,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Eagle Lake Town
Maine,1992,President,,209,268,,,,,,,,230,,,,1,,,,,2,0,,,,,,,,,,,0,,,,,,,East Machias Town
Maine,1992,President,,512,334,,,,,,,,411,,,,5,,,,,0,0,,,,,,,,,,,0,,,,,,,East Millinocket Town
Maine,1992,President,,49,55,,,,,,,,82,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Eastbrook Town
Maine,1992,President,,236,286,,,,,,,,197,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Easton Town
Maine,1992,President,,415,274,,,,,,,,308,,,,6,,,,,2,0,,,,,,,,,,,0,,,,,,,Eastport City
Maine,1992,President,,353,360,,,,,,,,453,,,,4,,,,,0,0,,,,,,,,,,,1,,,,,,,Eddington Town
Maine,1992,President,,248,185,,,,,,,,207,,,,4,,,,,0,0,,,,,,,,,,,0,,,,,,,Edgecomb Town
Maine,1992,President,,57,30,,,,,,,,28,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Edinburg Town
Maine,1992,President,,58,41,,,,,,,,68,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Edmunds UT
Maine,1992,President,,1115,1335,,,,,,,,816,,,,2,,,,,3,0,,,,,,,,,,,2,,,,,,,Eliot Town
Maine,1992,President,,1050,1303,,,,,,,,1159,,,,8,,,,,1,0,,,,,,,,,,,5,,,,,,,Ellsworth City
Maine,1992,President,,140,101,,,,,,,,167,,,,1,,,,,2,0,,,,,,,,,,,0,,,,,,,Embden Town
Maine,1992,President,,307,250,,,,,,,,309,,,,0,,,,,1,0,,,,,,,,,,,1,,,,,,,Enfield Town
Maine,1992,President,,162,128,,,,,,,,188,,,,1,,,,,0,1,,,,,,,,,,,1,,,,,,,Etna Town
Maine,1992,President,,150,126,,,,,,,,146,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Eustis Town
Maine,1992,President,,172,161,,,,,,,,167,,,,3,,,,,0,1,,,,,,,,,,,2,,,,,,,Exeter Town
Maine,1992,President,,1260,738,,,,,,,,1573,,,,6,,,,,1,0,,,,,,,,,,,0,,,,,,,Fairfield Town
Maine,1992,President,,2002,2240,,,,,,,,1066,,,,9,,,,,2,0,,,,,,,,,,,2,,,,,,,Falmouth Town
Maine,1992,President,,619,543,,,,,,,,528,,,,3,,,,,2,0,,,,,,,,,,,0,,,,,,,Farmingdale Town
Maine,1992,President,,1492,1126,,,,,,,,1073,,,,11,,,,,1,0,,,,,,,,,,,4,,,,,,,Farmington Town
Maine,1992,President,,273,133,,,,,,,,188,,,,4,,,,,0,0,,,,,,,,,,,0,,,,,,,Fayette Town
Maine,1992,President,,835,684,,,,,,,,493,,,,5,,,,,1,0,,,,,,,,,,,2,,,,,,,Fort Fairfield Town
Maine,1992,President,,1219,430,,,,,,,,598,,,,1,,,,,2,0,,,,,,,,,,,1,,,,,,,Fort Kent Town
Maine,1992,President,,200,124,,,,,,,,201,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Frankfort Town
Maine,1992,President,,214,239,,,,,,,,244,,,,1,,,,,0,0,,,,,,,,,,,5,,,,,,,Franklin Town
Maine,1992,President,,102,71,,,,,,,,140,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Freedom Town
Maine,1992,President,,1753,1359,,,,,,,,1154,,,,22,,,,,1,0,,,,,,,,,,,2,,,,,,,Freeport Town
Maine,1992,President,,10,5,,,,,,,,13,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Frenchboro Town
Maine,1992,President,,409,78,,,,,,,,173,,,,0,,,,,3,0,,,,,,,,,,,1,,,,,,,Frenchville Town
Maine,1992,President,,182,326,,,,,,,,208,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Friendship Town
Maine,1992,President,,535,558,,,,,,,,443,,,,0,,,,,1,0,,,,,,,,,,,1,,,,,,,Fryeburg Town
Maine,1992,President,,1391,1054,,,,,,,,1115,,,,7,,,,,3,0,,,,,,,,,,,2,,,,,,,Gardiner City
Maine,1992,President,,10,21,,,,,,,,22,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Garfield Plantation
Maine,1992,President,,147,172,,,,,,,,185,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Garland Town
Maine,1992,President,,256,177,,,,,,,,174,,,,6,,,,,0,0,,,,,,,,,,,0,,,,,,,Georgetown Town
Maine,1992,President,,33,21,,,,,,,,44,,,,1,,,,,2,0,,,,,,,,,,,0,,,,,,,Gilead Town
Maine,1992,President,,521,622,,,,,,,,740,,,,1,,,,,1,0,,,,,,,,,,,2,,,,,,,Glenburn Town
Maine,1992,President,,1,8,,,,,,,,0,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Glenwood Plantation
Maine,1992,President,,2516,2422,,,,,,,,2015,,,,15,,,,,3,0,,,,,,,,,,,1,,,,,,,Gorham Town
Maine,1992,President,,305,287,,,,,,,,404,,,,0,,,,,0,1,,,,,,,,,,,0,,,,,,,Gouldsboro Town
Maine,1992,President,,211,17,,,,,,,,81,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Grand Isle Town
Maine,1992,President,,52,32,,,,,,,,46,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Grand Lake Stream Plantation
Maine,1992,President,,1207,1248,,,,,,,,1082,,,,7,,,,,3,0,,,,,,,,,,,2,,,,,,,Gray Town
Maine,1992,President,,6,10,,,,,,,,18,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Great Pond Town
Maine,1992,President,,220,197,,,,,,,,229,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Greenbush Town
Maine,1992,President,,683,613,,,,,,,,811,,,,4,,,,,0,0,,,,,,,,,,,1,,,,,,,Greene Town
Maine,1992,President,,300,365,,,,,,,,431,,,,12,,,,,1,0,,,,,,,,,,,1,,,,,,,Greenville Town
Maine,1992,President,,55,30,,,,,,,,53,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Greenfield Town
Maine,1992,President,,155,131,,,,,,,,126,,,,2,,,,,2,0,,,,,,,,,,,3,,,,,,,Greenwood Town
Maine,1992,President,,347,275,,,,,,,,256,,,,1,,,,,1,0,,,,,,,,,,,0,,,,,,,Guilford Town
Maine,1992,President,,813,413,,,,,,,,378,,,,4,,,,,3,0,,,,,,,,,,,6,,,,,,,Hallowell City
Maine,1992,President,,85,20,,,,,,,,34,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Hamlin Town
Maine,1992,President,,13,17,,,,,,,,14,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Hammond Town
Maine,1992,President,,1206,1282,,,,,,,,1282,,,,8,,,,,2,2,,,,,,,,,,,0,,,,,,,Hampden Town
Maine,1992,President,,301,340,,,,,,,,325,,,,2,,,,,1,0,,,,,,,,,,,0,,,,,,,Hancock Town
Maine,1992,President,,62,54,,,,,,,,61,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Hanover Town
Maine,1992,President,,154,99,,,,,,,,188,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Harmony Town
Maine,1992,President,,1296,1098,,,,,,,,953,,,,11,,,,,1,0,,,,,,,,,,,1,,,,,,,Harpswell Town
Maine,1992,President,,139,138,,,,,,,,179,,,,2,,,,,0,1,,,,,,,,,,,0,,,,,,,Harrington Town
Maine,1992,President,,414,395,,,,,,,,394,,,,1,,,,,1,1,,,,,,,,,,,2,,,,,,,Harrison Town
Maine,1992,President,,134,128,,,,,,,,160,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Hartford Town
Maine,1992,President,,255,317,,,,,,,,377,,,,2,,,,,0,0,,,,,,,,,,,1,,,,,,,Hartland Town
Maine,1992,President,,20,32,,,,,,,,24,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Haynesville Town
Maine,1992,President,,155,154,,,,,,,,215,,,,0,,,,,2,0,,,,,,,,,,,0,,,,,,,Hebron Town
Maine,1992,President,,639,824,,,,,,,,819,,,,2,,,,,2,0,,,,,,,,,,,4,,,,,,,Hermon Town
Maine,1992,President,,6,24,,,,,,,,11,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Hersey Town
Maine,1992,President,,46,23,,,,,,,,72,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Highland Plantation
Maine,1992,President,,236,230,,,,,,,,221,,,,7,,,,,1,0,,,,,,,,,,,0,,,,,,,Hiram Town
Maine,1992,President,,155,306,,,,,,,,162,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Hodgdon Town
Maine,1992,President,,589,618,,,,,,,,645,,,,2,,,,,2,0,,,,,,,,,,,0,,,,,,,Holden Town
Maine,1992,President,,720,650,,,,,,,,690,,,,8,,,,,1,0,,,,,,,,,,,2,,,,,,,Hollis Town
Maine,1992,President,,218,215,,,,,,,,224,,,,2,,,,,0,0,,,,,,,,,,,1,,,,,,,Hope Town
Maine,1992,President,,849,1403,,,,,,,,746,,,,4,,,,,2,0,,,,,,,,,,,2,,,,,,,Houlton Town
Maine,1992,President,,337,200,,,,,,,,264,,,,1,,,,,0,0,,,,,,,,,,,3,,,,,,,Howland Town
Maine,1992,President,,162,201,,,,,,,,226,,,,0,,,,,0,1,,,,,,,,,,,1,,,,,,,Hudson Town
Maine,1992,President,,129,44,,,,,,,,83,,,,0,,,,,2,0,,,,,,,,,,,0,,,,,,,Indian Island Voting District
Maine,1992,President,,139,28,,,,,,,,71,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Indian Township Voting District
Maine,1992,President,,201,107,,,,,,,,190,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Industry Town
Maine,1992,President,,162,203,,,,,,,,167,,,,3,,,,,1,0,,,,,,,,,,,3,,,,,,,Island Falls Town
Maine,1992,President,,32,8,,,,,,,,17,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Isle Au Haut Town
Maine,1992,President,,170,118,,,,,,,,129,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Islesboro Town
Maine,1992,President,,162,148,,,,,,,,198,,,,1,,,,,0,0,,,,,,,,,,,2,,,,,,,Jackman Town
Maine,1992,President,,99,46,,,,,,,,105,,,,5,,,,,0,0,,,,,,,,,,,0,,,,,,,Jackson Town
Maine,1992,President,,1644,550,,,,,,,,716,,,,2,,,,,2,0,,,,,,,,,,,3,,,,,,,Jay Town
Maine,1992,President,,386,412,,,,,,,,447,,,,2,,,,,0,0,,,,,,,,,,,4,,,,,,,Jefferson Town
Maine,1992,President,,112,106,,,,,,,,120,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Jonesboro Town
Maine,1992,President,,251,222,,,,,,,,260,,,,1,,,,,2,1,,,,,,,,,,,1,,,,,,,Jonesport Town
Maine,1992,President,,182,184,,,,,,,,234,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Kenduskeag Town
Maine,1992,President,,1797,2575,,,,,,,,1084,,,,16,,,,,4,0,,,,,,,,,,,2,,,,,,,Kennebunk Town
Maine,1992,President,,788,1119,,,,,,,,401,,,,9,,,,,1,0,,,,,,,,,,,2,,,,,,,Kennebunkport Town
Maine,1992,President,,256,296,,,,,,,,314,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Kingfield Town
Maine,1992,President,,79,43,,,,,,,,68,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Kingman UT
Maine,1992,President,,10,0,,,,,,,,1,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Kingsbury Plantation
Maine,1992,President,,2100,1794,,,,,,,,1143,,,,19,,,,,5,6,,,,,,,,,,,3,,,,,,,Kittery Town
Maine,1992,President,,91,117,,,,,,,,140,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Knox Town
Maine,1992,President,,109,98,,,,,,,,131,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Lagrange Town
Maine,1992,President,,9,12,,,,,,,,16,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Lake View Plantation
Maine,1992,President,,12,4,,,,,,,,16,,,,0,,,,,1,0,,,,,,,,,,,0,,,,,,,Lakeville Town
Maine,1992,President,,270,244,,,,,,,,300,,,,2,,,,,2,0,,,,,,,,,,,2,,,,,,,Lamoine Town
Maine,1992,President,,738,728,,,,,,,,710,,,,12,,,,,1,0,,,,,,,,,,,0,,,,,,,Lebanon Town
Maine,1992,President,,149,147,,,,,,,,195,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Lee Town
Maine,1992,President,,327,195,,,,,,,,375,,,,3,,,,,0,0,,,,,,,,,,,3,,,,,,,Leeds Town
Maine,1992,President,,235,335,,,,,,,,366,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Levant Town
Maine,1992,President,,9265,4372,,,,,,,,6180,,,,30,,,,,11,7,,,,,,,,,,,21,,,,,,,Lewiston City
Maine,1992,President,,153,142,,,,,,,,146,,,,2,,,,,0,0,,,,,,,,,,,0,,,,,,,Liberty Town
Maine,1992,President,,349,339,,,,,,,,351,,,,6,,,,,0,0,,,,,,,,,,,1,,,,,,,Limerick Town
Maine,1992,President,,445,342,,,,,,,,336,,,,3,,,,,1,0,,,,,,,,,,,2,,,,,,,Limestone Town
Maine,1992,President,,493,503,,,,,,,,479,,,,8,,,,,2,0,,,,,,,,,,,0,,,,,,,Limington Town
Maine,1992,President,,903,975,,,,,,,,932,,,,14,,,,,1,0,,,,,,,,,,,2,,,,,,,Lincoln Town
Maine,1992,President,,8,9,,,,,,,,7,,,,0,,,,,0,1,,,,,,,,,,,0,,,,,,,Lincoln Plantation
Maine,1992,President,,442,274,,,,,,,,397,,,,7,,,,,1,0,,,,,,,,,,,2,,,,,,,Lincolnville Town
Maine,1992,President,,102,209,,,,,,,,76,,,,2,,,,,2,1,,,,,,,,,,,2,,,,,,,Linneus Town
Maine,1992,President,,1629,1381,,,,,,,,1853,,,,14,,,,,0,1,,,,,,,,,,,2,,,,,,,Lisbon Town
Maine,1992,President,,539,393,,,,,,,,597,,,,4,,,,,2,0,,,,,,,,,,,1,,,,,,,Litchfield Town
Maine,1992,President,,91,261,,,,,,,,127,,,,0,,,,,3,0,,,,,,,,,,,0,,,,,,,Littleton Town
Maine,1992,President,,594,317,,,,,,,,375,,,,3,,,,,0,0,,,,,,,,,,,0,,,,,,,Livermore Town
Maine,1992,President,,916,311,,,,,,,,476,,,,1,,,,,3,0,,,,,,,,,,,3,,,,,,,Livermore Falls Town
Maine,1992,President,,180,192,,,,,,,,176,,,,5,,,,,0,0,,,,,,,,,,,1,,,,,,,Lovell Town
Maine,1992,President,,49,45,,,,,,,,64,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Lowell Town
Maine,1992,President,,436,245,,,,,,,,349,,,,6,,,,,0,0,,,,,,,,,,,2,,,,,,,Lubec Town
Maine,1992,President,,51,79,,,,,,,,44,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Ludlow Town
Maine,1992,President,,612,615,,,,,,,,610,,,,6,,,,,0,1,,,,,,,,,,,1,,,,,,,Lyman Town
Maine,1992,President,,450,429,,,,,,,,367,,,,11,,,,,1,0,,,,,,,,,,,1,,,,,,,Machias Town
Maine,1992,President,,207,171,,,,,,,,171,,,,2,,,,,2,0,,,,,,,,,,,0,,,,,,,Machiasport Town
Maine,1992,President,,33,17,,,,,,,,18,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Macwahoc Plantation
Maine,1992,President,,1398,359,,,,,,,,633,,,,0,,,,,11,0,,,,,,,,,,,2,,,,,,,Madawaska Town
Maine,1992,President,,31,40,,,,,,,,19,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Madawaska Lake UT
Maine,1992,President,,1057,574,,,,,,,,875,,,,4,,,,,0,0,,,,,,,,,,,3,,,,,,,Madison Town
Maine,1992,President,,35,29,,,,,,,,37,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Madrid Town
Maine,1992,President,,6,11,,,,,,,,6,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Magalloway Plantation
Maine,1992,President,,492,528,,,,,,,,412,,,,4,,,,,1,0,,,,,,,,,,,0,,,,,,,Manchester Town
Maine,1992,President,,312,371,,,,,,,,283,,,,0,,,,,1,0,,,,,,,,,,,1,,,,,,,Mapleton Town
Maine,1992,President,,41,51,,,,,,,,81,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Mariaville Town
Maine,1992,President,,198,480,,,,,,,,185,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Mars Hill Town
Maine,1992,President,,71,100,,,,,,,,73,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Marshfield Town
Maine,1992,President,,61,50,,,,,,,,40,,,,0,,,,,0,1,,,,,,,,,,,0,,,,,,,Masardis Town
Maine,1992,President,,2,15,,,,,,,,9,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Mason UT
Maine,1992,President,,23,14,,,,,,,,16,,,,1,,,,,0,0,,,,,,,,,,,0,,,,,,,Matinicus Isle Plantation
Maine,1992,President,,199,115,,,,,,,,170,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Mattawamkeag Town
Maine,1992,President,,11,19,,,,,,,,15,,,,0,,,,,0,0,,,,,,,,,,,1,,,,,,,Maxfield Town
Maine,1992,President,,462,455,,,,,,,,600,,,,4,,,,,0,0,,,,,,,,,,,0,,,,,,,Mechanic Falls Town
Maine,1992,President,,30,33,,,,,,,,28,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Meddybemps Town
Maine,1992,President,,39,28,,,,,,,,36,,,,0,,,,,0,0,,,,,,,,,,,0,,,,,,,Medford Town
