State,Year,Office,County,D#,R#,Prog.#,U#,Proh.#,S#,Comm.#,SL#,AI#,I#,Ref.#,NL#,G#,L#,ST#,IL#,BL#,Cit.#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,I1#,I2#,I3#,I4#,T#,DN#,SW#,DS#,IHT#,Wor.#,W/I#,Town
Maine,1964,President,Piscataquis,4781,2473,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
Maine,1964,President,Sagadahoc,7006,2733,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,1964,President,Somerset,10694,4541,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
Maine,1964,President,Waldo,5397,3324,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
Maine,1964,President,Washington,9312,3816,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,
Maine,1964,President,York,34083,13339,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,
Maine,1968,President,Androscoggin,26820,10390,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Aroostook,15044,13919,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Cumberland,44697,32275,,,,,,,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Franklin,4307,4127,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Hancock,4979,8929,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Kennebec,21752,16009,,,,,,,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Knox,5119,6585,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Lincoln,3380,5659,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Oxford,10870,8030,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Penobscot,24327,20011,,,,,,,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Piscataquis,3561,3199,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Sagadahoc,5553,4126,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Somerset,8312,6720,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Waldo,3525,4821,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,Washington,6249,5523,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1968,President,York,28817,18931,,,,,,,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1972,President,Androscoggin,19509,19406,,,,,,,,,,,,,,,,,,4,3,2,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Aroostook,11474,19051,,,,,,,,,,,,,,,,,,2,20,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Cumberland,33326,51268,,,,,,,,,,,,,,,,,,21,1,0,0,1,0,,,,,,,,,,,,,
Maine,1972,President,Franklin,2988,5958,,,,,,,,,,,,,,,,,,3,10,1,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Hancock,4191,11889,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Kennebec,16379,24617,,,,,,,,,,,,,,,,,,30,7,0,2,0,0,,,,,,,,,,,,,
Maine,1972,President,Knox,3601,8478,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Lincoln,2903,7580,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Oxford,6661,12114,,,,,,,,,,,,,,,,,,19,29,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Penobscot,18552,30186,,,,,,,,,,,,,,,,,,7,4,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Piscataquis,2518,4617,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,
Maine,1972,President,Sagadahoc,3414,6463,,,,,,,,,,,,,,,,,,11,2,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Somerset,5921,10079,,,,,,,,,,,,,,,,,,2,3,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Waldo,2941,6480,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,
Maine,1972,President,Washington,3742,7820,,,,,,,,,,,,,,,,,,6,5,0,0,1,0,,,,,,,,,,,,,
Maine,1972,President,York,22464,30452,,,,,,,,,,,,,,,,,,2,18,0,0,0,0,,,,,,,,,,,,,
Maine,1976,President,Androscoggin,26484,16330,,,175,,,,,670,,,,,,,,,,5,0,0,1,0,0,0,,,,,,,,,,,,
Maine,1976,President,Aroostook,15484,15550,,,515,,,,,495,,,,,,,,,,6,1,0,0,0,0,0,,,,,,,,,,,,
Maine,1976,President,Cumberland,47007,48959,,,315,,,,,2329,,,,,,,,,,13,0,1,2,0,0,0,,,,,,,,,,,,
Maine,1976,President,Franklin,5140,5799,,,118,,,,,318,,,,,,,,,,7,2,0,0,0,0,0,,,,,,,,,,,,
Maine,1976,President,Hancock,6725,12064,,,241,,,,,596,,,,,,,,,,11,7,1,0,2,0,0,,,,,,,,,,,,
Maine,1976,President,Kennebec,23473,22534,,,372,,,,,1002,,,,,,,,,,18,1,2,2,2,0,1,,,,,,,,,,,,
Maine,1976,President,Knox,5922,8315,,,129,,,,,414,,,,,,,,,,3,1,1,0,1,0,0,,,,,,,,,,,,
Maine,1976,President,Lincoln,4818,7554,,,49,,,,,366,,,,,,,,,,8,0,1,1,0,0,0,,,,,,,,,,,,
Maine,1976,President,Oxford,10340,10551,,,129,,,,,459,,,,,,,,,,24,12,1,0,0,0,0,,,,,,,,,,,,
Maine,1976,President,Penobscot,24672,29016,,,533,,,,,1367,,,,,,,,,,19,1,3,0,1,1,0,,,,,,,,,,,,
Maine,1976,President,Piscataquis,3727,4084,,,103,,,,,173,,,,,,,,,,2,0,0,1,0,0,0,,,,,,,,,,,,
Maine,1976,President,Sagadahoc,5529,5988,,,63,,,,,287,,,,,,,,,,7,0,2,0,0,0,0,,,,,,,,,,,,
Maine,1976,President,Somerset,9465,8868,,,158,,,,,464,,,,,,,,,,9,0,2,0,0,0,0,,,,,,,,,,,,
Maine,1976,President,Waldo,4853,6289,,,131,,,,,348,,,,,,,,,,10,0,0,0,2,0,0,,,,,,,,,,,,
Maine,1976,President,Washington,6644,7039,,,242,,,,,307,,,,,,,,,,3,0,0,0,0,0,0,,,,,,,,,,,,
Maine,1976,President,York,31996,27380,,,222,,,,,1279,,,,,,,,,,34,2,0,3,0,0,0,,,,,,,,,,,,
Maine,1980,President,Androscoggin,22715,18399,,,,,33,,,4300,,,,414,,,,218,,1,,,,,,,,,,,,,,,,,,
Maine,1980,President,Aroostook,14492,16343,,,,,86,,,2528,,,,275,,,,107,,15,,,,,,,,,,,,,,,,,,
Maine,1980,President,Cumberland,47337,45820,,,,,128,,,12214,,,,870,,,,1088,,4,,,,,,,,,,,,,,,,,,
Maine,1980,President,Franklin,4979,5680,,,,,11,,,1205,,,,108,,,,145,,0,,,,,,,,,,,,,,,,,,
Maine,1980,President,Hancock,7027,11435,,,,,37,,,2300,,,,270,,,,259,,6,,,,,,,,,,,,,,,,,,
Maine,1980,President,Kennebec,20943,21517,,,,,49,,,5553,,,,505,,,,500,,10,,,,,,,,,,,,,,,,,,
Maine,1980,President,Knox,5732,7631,,,,,12,,,1842,,,,165,,,,194,,5,,,,,,,,,,,,,,,,,,
Maine,1980,President,Lincoln,4776,7434,,,,,14,,,1556,,,,237,,,,240,,2,,,,,,,,,,,,,,,,,,
Maine,1980,President,Oxford,9914,11041,,,,,23,,,2063,,,,237,,,,186,,10,,,,,,,,,,,,,,,,,,
Maine,1980,President,Penobscot,26519,28869,,,,,71,,,6287,,,,642,,,,393,,12,,,,,,,,,,,,,,,,,,
Maine,1980,President,Piscataquis,3550,4015,,,,,5,,,781,,,,147,,,,56,,1,,,,,,,,,,,,,,,,,,
Maine,1980,President,Sagadahoc,5663,5946,,,,,9,,,1252,,,,124,,,,151,,0,,,,,,,,,,,,,,,,,,
Maine,1980,President,Somerset,8115,9286,,,,,21,,,1673,,,,250,,,,166,,2,,,,,,,,,,,,,,,,,,
Maine,1980,President,Waldo,4883,6514,,,,,23,,,1304,,,,203,,,,212,,1,,,,,,,,,,,,,,,,,,
Maine,1980,President,Washington,6050,7180,,,,,12,,,1301,,,,130,,,,108,,7,,,,,,,,,,,,,,,,,,
Maine,1980,President,York,28279,31412,,,,,57,,,7168,,,,542,,,,371,,8,,,,,,,,,,,,,,,,,,
Maine,1984,President,Androscoggin,19885,26904,,,,,101,,,,,,,,,,,,101,9,,,,,,,,,,,,,,,,,,
Maine,1984,President,Aroostook,12348,21837,,,,,95,,,,,,,,,,,,51,7,,,,,,,,,,,,,,,,,,
Maine,1984,President,Cumberland,49894,65842,,,,,190,,,,,,,,,,,,86,14,,,,,,,,,,,,,,,,,,
Maine,1984,President,Franklin,4954,8330,,,,,40,,,,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,
Maine,1984,President,Hancock,7764,14660,,,,,53,,,,,,,,,,,,31,3,,,,,,,,,,,,,,,,,,
Maine,1984,President,Kennebec,21183,31753,,,,,173,,,,,,,,,,,,78,4,,,,,,,,,,,,,,,,,,
Maine,1984,President,Knox,6024,11311,,,,,47,,,,,,,,,,,,14,5,,,,,,,,,,,,,,,,,,
Maine,1984,President,Lincoln,4869,10312,,,,,29,,,,,,,,,,,,21,5,,,,,,,,,,,,,,,,,,
Maine,1984,President,Oxford,8430,15408,,,,,67,,,,,,,,,,,,39,4,,,,,,,,,,,,,,,,,,
Maine,1984,President,Penobscot,24445,40403,,,,,112,,,,,,,,,,,,86,8,,,,,,,,,,,,,,,,,,
Maine,1984,President,Piscataquis,3016,5427,,,,,24,,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,
Maine,1984,President,Sagadahoc,5208,9222,,,,,64,,,,,,,,,,,,22,4,,,,,,,,,,,,,,,,,,
Maine,1984,President,Somerset,7657,13010,,,,,66,,,,,,,,,,,,33,5,,,,,,,,,,,,,,,,,,
Maine,1984,President,Waldo,5289,8814,,,,,40,,,,,,,,,,,,22,1,,,,,,,,,,,,,,,,,,
Maine,1984,President,Washington,5308,9713,,,,,31,,,,,,,,,,,,29,0,,,,,,,,,,,,,,,,,,
Maine,1984,President,York,28241,43554,,,,,160,,,,,,,,,,,,107,8,,,,,,,,,,,,,,,,,,
Maine,1988,President,Androscoggin,21165,23061,,,,,,,,,,,,203,,,,,118,38,,,,,,,,,,,,,,,,,,
Maine,1988,President,Aroostook,14850,17213,,,,,,,,,,,,101,,,,,71,11,,,,,,,,,,,,,,,,,,
Maine,1988,President,Cumberland,55220,63028,,,,,,,,,,,,566,,,,,237,24,,,,,,,,,,,,,,,,,,
Maine,1988,President,Franklin,5960,7180,,,,,,,,,,,,70,,,,,37,9,,,,,,,,,,,,,,,,,,
Maine,1988,President,Hancock,9929,12957,,,,,,,,,,,,146,,,,,62,13,,,,,,,,,,,,,,,,,,
Maine,1988,President,Kennebec,23578,27734,,,,,,,,,,,,220,,,,,181,32,,,,,,,,,,,,,,,,,,
Maine,1988,President,Knox,7343,10156,,,,,,,,,,,,100,,,,,51,0,,,,,,,,,,,,,,,,,,
Maine,1988,President,Lincoln,5939,9837,,,,,,,,,,,,99,,,,,43,2,,,,,,,,,,,,,,,,,,
Maine,1988,President,Oxford,10523,13568,,,,,,,,,,,,108,,,,,61,6,,,,,,,,,,,,,,,,,,
Maine,1988,President,Penobscot,28429,34912,,,,,,,,,,,,241,,,,,139,33,,,,,,,,,,,,,,,,,,
Maine,1988,President,Piscataquis,3323,4788,,,,,,,,,,,,70,,,,,31,5,,,,,,,,,,,,,,,,,,
Maine,1988,President,Sagadahoc,6212,8825,,,,,,,,,,,,70,,,,,41,10,,,,,,,,,,,,,,,,,,
Maine,1988,President,Somerset,8603,11430,,,,,,,,,,,,98,,,,,67,3,,,,,,,,,,,,,,,,,,
Maine,1988,President,Waldo,6402,8236,,,,,,,,,,,,80,,,,,54,6,,,,,,,,,,,,,,,,,,
Maine,1988,President,Washington,5831,7872,,,,,,,,,,,,69,,,,,45,11,,,,,,,,,,,,,,,,,,
Maine,1988,President,York,30262,46334,,,,,,,,,,,,459,,,,,167,27,,,,,,,,,,,,,,,,,,
Maine,1992,President,Androscoggin,22247,14174,,,,,,,48,18518,,,,114,,,,,33,10,,,,,,,,,,,,,,,,,,
Maine,1992,President,Aroostook,15682,12409,,,,,,,26,10376,,,,46,,,,,43,3,,,,,,,,,,,,,,,,,,
Maine,1992,President,Cumberland,60781,45752,,,,,,,47,34443,,,,373,,,,,96,30,,,,,,,,,,,,,,,,,,
Maine,1992,President,Franklin,6739,4608,,,,,,,15,5115,,,,37,,,,,9,0,,,,,,,,,,,,,,,,,,
Maine,1992,President,Hancock,10126,8657,,,,,,,39,9865,,,,75,,,,,31,12,,,,,,,,,,,,,,,,,,
Maine,1992,President,Kennebec,25125,17135,,,,,,,51,21436,,,,126,,,,,45,3,,,,,,,,,,,,,,,,,,
Maine,1992,President,Knox,7631,6310,,,,,,,16,6303,,,,62,,,,,15,1,,,,,,,,,,,,,,,,,,
Maine,1992,President,Lincoln,6714,6405,,,,,,,15,5808,,,,78,,,,,14,2,,,,,,,,,,,,,,,,,,
Maine,1992,President,Oxford,11202,8194,,,,,,,22,9815,,,,89,,,,,33,1,,,,,,,,,,,,,,,,,,
Maine,1992,President,Penobscot,29485,24218,,,,,,,70,26437,,,,175,,,,,49,10,,,,,,,,,,,,,,,,,,
Maine,1992,President,Piscataquis,3323,2970,,,,,,,2,3688,,,,38,,,,,9,1,,,,,,,,,,,,,,,,,,
Maine,1992,President,Sagadahoc,6828,5917,,,,,,,8,5705,,,,41,,,,,14,0,,,,,,,,,,,,,,,,,,
Maine,1992,President,Somerset,9274,6780,,,,,,,14,10293,,,,45,,,,,16,2,,,,,,,,,,,,,,,,,,
Maine,1992,President,Waldo,6472,5241,,,,,,,19,6702,,,,77,,,,,18,0,,,,,,,,,,,,,,,,,,
Maine,1992,President,Washington,6284,5493,,,,,,,11,5894,,,,60,,,,,20,3,,,,,,,,,,,,,,,,,,
Maine,1992,President,York,35507,32241,,,,,,,61,26422,,,,245,,,,,74,13,,,,,,,,,,,,,,,,,,
Maine,1996,President,Androscoggin,26428,12053,,,,,,,147,,7079,37,758,214,,,,,,15,,,,,,,,,,,,,,,,,,
Maine,1996,President,Aroostook,18022,10400,,,,,,,115,,5747,24,368,113,,,,,,3,,,,,,,,,,,,,,,,,,
Maine,1996,President,Cumberland,69496,42620,,,,,,,175,,12696,194,3720,687,,,,,,22,,,,,,,,,,,,,,,,,,
Maine,1996,President,Franklin,7759,3757,,,,,,,45,,2567,28,348,89,,,,,,3,,,,,,,,,,,,,,,,,,
Maine,1996,President,Hancock,12256,8345,,,,,,,53,,4094,32,1541,117,,,,,,10,,,,,,,,,,,,,,,,,,
Maine,1996,President,Kennebec,30257,15403,,,,,,,141,,8281,79,1182,303,,,,,,8,,,,,,,,,,,,,,,,,,
Maine,1996,President,Knox,8839,6192,,,,,,,80,,2780,54,840,91,,,,,,7,,,,,,,,,,,,,,,,,,
Maine,1996,President,Lincoln,8130,6372,,,,,,,36,,2923,45,571,93,,,,,,3,,,,,,,,,,,,,,,,,,
Maine,1996,President,Oxford,13580,7238,,,,,,,58,,4589,37,458,124,,,,,,7,,,,,,,,,,,,,,,,,,
Maine,1996,President,Penobscot,35961,22885,,,,,,,203,,9673,69,1414,297,,,,,,15,,,,,,,,,,,,,,,,,,
Maine,1996,President,Piscataquis,4343,2815,,,,,,,25,,1524,13,144,53,,,,,,3,,,,,,,,,,,,,,,,,,
Maine,1996,President,Sagadahoc,8417,5346,,,,,,,54,,2451,17,533,99,,,,,,7,,,,,,,,,,,,,,,,,,
Maine,1996,President,Somerset,11773,6247,,,,,,,71,,4449,25,450,93,,,,,,3,,,,,,,,,,,,,,,,,,
Maine,1996,President,Waldo,8012,5318,,,,,,,68,,2816,42,936,83,,,,,,4,,,,,,,,,,,,,,,,,,
Maine,1996,President,Washington,7198,4793,,,,,,,58,,2721,14,338,62,,,,,,5,,,,,,,,,,,,,,,,,,
Maine,1996,President,York,42317,26594,,,,,,,188,,11580,115,1678,478,,,,,,29,,,,,,,,,,,,,,,,,,
Maine,2000,President,Androscoggin,26251,19948,,,,,,,45,,356,,2388,256,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,2000,President,Aroostook,17196,16555,,,,,,,32,,196,,1055,107,,,,,,2,,,,,,,,,,,,,,,,,,
Maine,2000,President,Cumberland,74203,58543,,,,,,,73,,663,,8576,554,,,,,,8,,,,,,,,,,,,,,,,,,
Maine,2000,President,Franklin,7593,6459,,,,,,,18,,140,,1115,122,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,2000,President,Hancock,12983,12732,,,,,,,27,,176,,2513,142,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,2000,President,Kennebec,31198,23967,,,,,,,65,,457,,2955,264,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,2000,President,Knox,9453,8968,,,,,,,30,,121,,1810,114,,,,,,5,,,,,,,,,,,,,,,,,,
Maine,2000,President,Lincoln,8634,9457,,,,,,,10,,137,,1323,108,,,,,,2,,,,,,,,,,,,,,,,,,
Maine,2000,President,Oxford,13649,11835,,,,,,,40,,276,,1509,183,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,2000,President,Penobscot,32868,35620,,,,,,,72,,526,,3772,347,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,2000,President,Piscataquis,3745,4845,,,,,,,15,,99,,471,81,,,,,,0,,,,,,,,,,,,,,,,,,
Maine,2000,President,Sagadahoc,8844,8052,,,,,,,15,,112,,1278,105,,,,,,0,,,,,,,,,,,,,,,,,,
Maine,2000,President,Somerset,11538,10684,,,,,,,25,,302,,1239,162,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,2000,President,Waldo,8477,8689,,,,,,,17,,164,,1690,99,,,,,,2,,,,,,,,,,,,,,,,,,
Maine,2000,President,Washington,6701,7958,,,,,,,28,,147,,802,72,,,,,,0,,,,,,,,,,,,,,,,,,
Maine,2000,President,York,46618,42304,,,,,,,67,,571,,4631,358,,,,,,1,,,,,,,,,,,,,,,,,,
Maine,2004,President,Androscoggin,30503,24519,,,,,,,41,,,,228,136,,,640,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Aroostook,19569,17564,,,,,,,50,,,,91,84,,,375,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Cumberland,94846,65384,,,,,,,102,,,,545,411,,,1674,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Franklin,9465,7378,,,,,,,20,,,,87,62,,,245,,,4,,,,,,,,,,,,,,,,,,
Maine,2004,President,Hancock,18048,14405,,,,,,,29,,,,141,92,,,407,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Kennebec,35616,29761,,,,,,,87,,,,352,184,,,772,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Knox,12690,10103,,,,,,,28,,,,97,60,,,269,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Lincoln,11351,10370,,,,,,,33,,,,80,92,,,216,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Oxford,16618,14196,,,,,,,38,,,,150,101,,,443,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Penobscot,40417,40318,,,,,,,91,,,,310,187,,,789,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Piscataquis,4409,5299,,,,,,,15,,,,39,27,,,151,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Sagadahoc,11107,9497,,,,,,,23,,,,99,73,,,280,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Somerset,13555,12953,,,,,,,51,,,,141,75,,,333,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Waldo,11555,10309,,,,,,,33,,,,105,60,,,256,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,Washington,8391,8619,,,,,,,9,,,,79,40,,,172,,,0,,,,,,,,,,,,,,,,,,
Maine,2004,President,York,58702,49526,,,,,,,85,,,,392,281,,,1047,,,0,,,,,,,,,,,,,,,,,,
Maine,2008,President,Androscoggin,31017,22671,,,,,,,,926,,,222,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Aroostook,19345,15898,,,,,,,,582,,,157,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Cumberland,105218,56186,,,,,,,,2070,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Franklin,10113,6627,,,,,,,,348,,,86,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Hancock,18895,12686,,,,,,,,420,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Kennebec,37238,27482,,,,,,,,979,,,263,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Knox,13728,8816,,,,,,,,325,,,97,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Lincoln,11886,9287,,,,,,,,307,,,87,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Oxford,17940,12863,,,,,,,,647,,,172,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Penobscot,41614,37495,,,,,,,,1003,,,299,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Piscataquis,4430,4785,,,,,,,,157,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Sagadahoc,12152,8721,,,,,,,,342,,,82,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Somerset,13335,11867,,,,,,,,417,,,131,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Waldo,11967,9423,,,,,,,,315,,,123,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,Washington,8246,8077,,,,,,,,258,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2008,President,York,64799,42389,,,,,,,,1540,,,379,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,2012,President,Androscoggin,28989,22232,,,,,,,,,,,607,837,,,,,,194,1,2,,,,,,,,,,,,,,,,
Maine,2012,President,Aroostook,17777,15196,,,,,,,,,,,358,430,,,,,,97,1,1,,,,,,,,,,,,,,,,
Maine,2012,President,Cumberland,101950,57821,,,,,,,,,,,1723,1901,,,,,,380,11,0,,,,,,,,,,,,,,,,
Maine,2012,President,Franklin,9367,6369,,,,,,,,,,,232,280,,,,,,34,0,0,,,,,,,,,,,,,,,,
Maine,2012,President,Hancock,17569,12324,,,,,,,,,,,393,423,,,,,,80,7,3,,,,,,,,,,,,,,,,
Maine,2012,President,Kennebec,35068,26519,,,,,,,,,,,810,908,,,,,,190,2,0,,,,,,,,,,,,,,,,
Maine,2012,President,Knox,13223,8248,,,,,,,,,,,257,275,,,,,,57,6,1,,,,,,,,,,,,,,,,
Maine,2012,President,Lincoln,11315,8899,,,,,,,,,,,232,254,,,,,,48,9,0,,,,,,,,,,,,,,,,
Maine,2012,President,Oxford,16330,11996,,,,,,,,,,,449,505,,,,,,132,1,7,,,,,,,,,,,,,,,,
Maine,2012,President,Penobscot,38811,36547,,,,,,,,,,,773,968,,,,,,193,9,5,,,,,,,,,,,,,,,,
Maine,2012,President,Piscataquis,4149,4530,,,,,,,,,,,111,135,,,,,,29,1,0,,,,,,,,,,,,,,,,
Maine,2012,President,Sagadahoc,11821,8429,,,,,,,,,,,237,247,,,,,,59,0,1,,,,,,,,,,,,,,,,
Maine,2012,President,Somerset,12216,11800,,,,,,,,,,,369,328,,,,,,71,3,0,,,,,,,,,,,,,,,,
Maine,2012,President,Waldo,11296,9058,,,,,,,,,,,334,297,,,,,,71,3,2,,,,,,,,,,,,,,,,
Maine,2012,President,Washington,7803,7550,,,,,,,,,,,175,246,,,,,,54,3,5,,,,,,,,,,,,,,,,
Maine,2012,President,York,61551,43900,,,,,,,,,,,1008,1260,,,,,,332,3,3,,,,,,,,,,,,,,,,
Maine,2016,President,Androscoggin,23009,28227,,,,,,,,,,,883,3293,,,,,,169,19,1,0,,,,,,,,,,,,,,,
Maine,2016,President,Aroostook,13386,19419,,,,,,,,,,,516,1652,,,,,,110,13,1,0,,,,,,,,,,,,,,,
Maine,2016,President,Cumberland,102981,57709,,,,,,,,,,,3263,7407,,,,,,354,102,2,0,,,,,,,,,,,,,,,
Maine,2016,President,Franklin,7016,7918,,,,,,,,,,,376,1103,,,,,,74,0,1,0,,,,,,,,,,,,,,,
Maine,2016,President,Hancock,16117,13705,,,,,,,,,,,644,1560,,,,,,92,12,0,0,,,,,,,,,,,,,,,
Maine,2016,President,Kennebec,29302,31675,,,,,,,,,,,1284,3768,,,,,,159,20,0,0,,,,,,,,,,,,,,,
Maine,2016,President,Knox,12443,9148,,,,,,,,,,,535,948,,,,,,61,11,1,0,,,,,,,,,,,,,,,
Maine,2016,President,Lincoln,10241,9727,,,,,,,,,,,425,1039,,,,,,60,11,0,0,,,,,,,,,,,,,,,
Maine,2016,President,Oxford,12172,16210,,,,,,,,,,,661,2045,,,,,,92,20,1,0,,,,,,,,,,,,,,,
Maine,2016,President,Penobscot,32838,41622,,,,,,,,,,,1417,4377,,,,,,250,27,3,6,,,,,,,,,,,,,,,
Maine,2016,President,Piscataquis,3098,5406,,,,,,,,,,,179,464,,,,,,31,4,0,0,,,,,,,,,,,,,,,
Maine,2016,President,Sagadahoc,10664,9304,,,,,,,,,,,436,1178,,,,,,26,7,1,0,,,,,,,,,,,,,,,
Maine,2016,President,Somerset,9092,15001,,,,,,,,,,,516,1362,,,,,,83,10,0,0,,,,,,,,,,,,,,,
Maine,2016,President,Waldo,10440,10378,,,,,,,,,,,590,1220,,,,,,68,8,3,0,,,,,,,,,,,,,,,
Maine,2016,President,Washington,6075,9093,,,,,,,,,,,370,791,,,,,,30,6,0,0,,,,,,,,,,,,,,,
Maine,2016,President,York,55844,50403,,,,,,,,,,,2055,5695,,,,,,214,61,2,0,,,,,,,,,,,,,,,
Maine,1954,US Senate,Androscoggin,13364,12419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Aroostook,7362,11108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Cumberland,16594,26298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Franklin,2124,4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Hancock,2179,5906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Kennebec,10609,14430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Knox,1921,5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Lincoln,1325,4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Oxford,4673,7135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Penobscot,10732,14685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maine,1954,US Senate,Piscataquis,2207,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
