State,Year,Office,County,D1#,R#,SD#,D2#,AS#,Nat.#,Wor.#,AF#,Lib.#,TC#,NP#,HR#,Cit.#,GB#,FL#,Proh.#,Labor#,UL#,Pop.#,SW#,S#,Comm.#,SL#,SE#,CW#,ST#,Prog.#,U#,AI#,Ind.#,Tisch#,I1#,I2#,I3#,I4#,Ref.#,NL#,G#,L#,WL#,UC#,W/I#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,D#,FN#,WW#,I#,WAC#,W/I1#,IND#,Am.#,CON#,SD#.1,PU#,Tisch #,W/I7#,W/I8#,W/I9#,SqD#,CD#,T#
Michigan,1916,President,Macomb,3108,4552,,,,,,,,,,,,,,93,,,,,42,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Manistee,2177,2360,,,,,,,,,,,,,,52,,,,,106,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Marquette,2625,5263,,,,,,,,,,,,,,98,,,,,331,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Mason,1689,2198,,,,,,,,,,,,,,72,,,,,175,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Mecosta,1478,2455,,,,,,,,,,,,,,84,,,,,255,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Menominee,1854,2671,,,,,,,,,,,,,,48,,,,,117,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Midland,1454,2104,,,,,,,,,,,,,,15,,,,,60,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Missaukee,917,1160,,,,,,,,,,,,,,25,,,,,26,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Monroe,4202,3787,,,,,,,,,,,,,,82,,,,,47,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Montcalm,2801,3894,,,,,,,,,,,,,,140,,,,,108,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Montmorency,272,396,,,,,,,,,,,,,,7,,,,,54,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Muskegon,4465,5692,,,,,,,,,,,,,,128,,,,,601,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Newaygo,1625,2417,,,,,,,,,,,,,,90,,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Oakland,6659,7730,,,,,,,,,,,,,,200,,,,,292,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Oceana,1387,1957,,,,,,,,,,,,,,82,,,,,170,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Ogemaw,743,878,,,,,,,,,,,,,,51,,,,,42,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Ontonagon,888,1235,,,,,,,,,,,,,,25,,,,,122,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Osceola,1285,2193,,,,,,,,,,,,,,47,,,,,18,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Oscoda,175,245,,,,,,,,,,,,,,5,,,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Otsego,519,531,,,,,,,,,,,,,,16,,,,,9,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Ottawa,3941,5484,,,,,,,,,,,,,,85,,,,,244,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Presque Isle,806,1407,,,,,,,,,,,,,,8,,,,,60,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Roscommon,239,311,,,,,,,,,,,,,,3,,,,,24,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Saginaw,8434,9544,,,,,,,,,,,,,,144,,,,,312,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Saint Clair,4617,6538,,,,,,,,,,,,,,99,,,,,129,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Saint Joseph,3567,3132,,,,,,,,,,,,,,62,,,,,191,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Sanilac,1867,4639,,,,,,,,,,,,,,117,,,,,38,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Schoolcraft,623,994,,,,,,,,,,,,,,15,,,,,45,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Shiawassee,3308,3926,,,,,,,,,,,,,,233,,,,,180,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Tuscola,2329,4461,,,,,,,,,,,,,,171,,,,,52,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Van Buren,3225,4302,,,,,,,,,,,,,,66,,,,,167,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Washtenaw,5279,6505,,,,,,,,,,,,,,106,,,,,136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Wayne,60935,70056,,,,,,,,,,,,,,980,,,,,3204,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1916,President,Wexford,1683,2333,,,,,,,,,,,,,,95,,,,,115,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Alcona,264,1043,,,,,,,,,,,,,5,14,,,,,39,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Alger,468,1263,,,,,,,,,,,,,23,0,,,,,143,,12,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Allegan,2154,7825,,,,,,,,,,,,,29,162,,,,,127,,12,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Alpena,1893,3467,,,,,,,,,,,,,7,14,,,,,84,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Antrim,518,2260,,,,,,,,,,,,,9,62,,,,,63,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Arenac,669,1521,,,,,,,,,,,,,12,31,,,,,55,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Baraga,304,1368,,,,,,,,,,,,,25,7,,,,,120,,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Barry,1874,5154,,,,,,,,,,,,,14,203,,,,,44,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Bay,7011,13933,,,,,,,,,,,,,207,54,,,,,180,,65,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Benzie,422,1520,,,,,,,,,,,,,28,48,,,,,88,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Berrien,4855,15748,,,,,,,,,,,,,87,160,,,,,368,,42,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Branch,2181,5704,,,,,,,,,,,,,18,196,,,,,76,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Calhoun,6291,16722,,,,,,,,,,,,,171,386,,,,,540,,78,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Cass,1286,4498,,,,,,,,,,,,,23,82,,,,,153,,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Charlevoix,704,3079,,,,,,,,,,,,,12,57,,,,,135,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Cheboygan,1281,2472,,,,,,,,,,,,,43,28,,,,,61,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Chippewa,1266,4732,,,,,,,,,,,,,78,86,,,,,180,,18,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Clare,511,1762,,,,,,,,,,,,,4,28,,,,,77,,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Clinton,1464,6019,,,,,,,,,,,,,13,90,,,,,39,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Crawford,361,726,,,,,,,,,,,,,5,9,,,,,26,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Delta,1985,4938,,,,,,,,,,,,,199,30,,,,,348,,46,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Dickinson,580,3539,,,,,,,,,,,,,38,46,,,,,352,,60,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Eaton,2727,7343,,,,,,,,,,,,,28,147,,,,,92,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Emmet,1070,3059,,,,,,,,,,,,,23,87,,,,,188,,13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Genesee,7408,24543,,,,,,,,,,,,,85,247,,,,,538,,50,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Gladwin,313,1687,,,,,,,,,,,,,6,53,,,,,81,,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Gogebic,823,5486,,,,,,,,,,,,,70,82,,,,,364,,51,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Grand Traverse,1158,4056,,,,,,,,,,,,,20,83,,,,,155,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Gratiot,1846,6578,,,,,,,,,,,,,15,17,,,,,41,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Hillsdale,2467,6690,,,,,,,,,,,,,13,172,,,,,57,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Houghton,3088,14938,,,,,,,,,,,,,117,84,,,,,381,,12,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Huron,1581,8354,,,,,,,,,,,,,20,60,,,,,93,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Ingham,7061,18437,,,,,,,,,,,,,88,345,,,,,508,,35,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Ionia,3395,7977,,,,,,,,,,,,,23,305,,,,,93,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Iosco,548,2013,,,,,,,,,,,,,14,7,,,,,39,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Iron,497,3515,,,,,,,,,,,,,18,13,,,,,172,,29,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Isabella,1627,5089,,,,,,,,,,,,,10,87,,,,,73,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Jackson,7789,15922,,,,,,,,,,,,,89,412,,,,,294,,25,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Kalamazoo,5271,13765,,,,,,,,,,,,,521,217,,,,,548,,60,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Kalkaska,224,890,,,,,,,,,,,,,9,51,,,,,38,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Kent,14763,40802,,,,,,,,,,,,,783,713,,,,,973,,85,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Keweenaw,89,1272,,,,,,,,,,,,,1,9,,,,,39,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Lake,261,926,,,,,,,,,,,,,11,10,,,,,30,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Lapeer,1298,5523,,,,,,,,,,,,,20,141,,,,,38,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Leelanau,406,2156,,,,,,,,,,,,,4,13,,,,,39,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Lenawee,5095,11973,,,,,,,,,,,,,19,192,,,,,85,,6,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Livingston,2437,4639,,,,,,,,,,,,,8,137,,,,,12,,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Luce,187,708,,,,,,,,,,,,,2,21,,,,,6,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Mackinac,932,1685,,,,,,,,,,,,,8,15,,,,,37,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Macomb,3023,9735,,,,,,,,,,,,,68,116,,,,,183,,25,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Manistee,2184,2179,,,,,,,,,,,,,14,35,,,,,150,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Marquette,3012,9233,,,,,,,,,,,,,207,84,,,,,534,,25,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Mason,1338,3652,,,,,,,,,,,,,21,85,,,,,154,,11,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Mecosta,1145,3932,,,,,,,,,,,,,7,60,,,,,112,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Menominee,1560,5045,,,,,,,,,,,,,66,32,,,,,239,,23,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Midland,959,4115,,,,,,,,,,,,,12,47,,,,,79,,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Missaukee,345,1801,,,,,,,,,,,,,2,22,,,,,14,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Monroe,5224,8646,,,,,,,,,,,,,12,92,,,,,119,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Montcalm,1695,6644,,,,,,,,,,,,,18,120,,,,,109,,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Montmorency,199,832,,,,,,,,,,,,,5,8,,,,,55,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Muskegon,3468,11702,,,,,,,,,,,,,56,125,,,,,485,,37,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Newaygo,929,4188,,,,,,,,,,,,,11,91,,,,,81,,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Oakland,6421,19321,,,,,,,,,,,,,112,385,,,,,916,,51,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Oceana,785,3535,,,,,,,,,,,,,22,88,,,,,101,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Ogemaw,444,1687,,,,,,,,,,,,,7,45,,,,,43,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Ontonagon,657,1977,,,,,,,,,,,,,37,15,,,,,215,,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Osceola,769,3603,,,,,,,,,,,,,11,38,,,,,33,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Oscoda,75,439,,,,,,,,,,,,,3,2,,,,,5,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Otsego,466,874,,,,,,,,,,,,,10,11,,,,,4,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Ottawa,2391,10528,,,,,,,,,,,,,41,181,,,,,205,,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Presque Isle,525,2522,,,,,,,,,,,,,22,5,,,,,36,,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Roscommon,182,652,,,,,,,,,,,,,3,4,,,,,21,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Saginaw,8494,20425,,,,,,,,,,,,,240,145,,,,,578,,38,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Saint Clair,4566,14938,,,,,,,,,,,,,84,123,,,,,147,,19,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Saint Joseph,2725,6035,,,,,,,,,,,,,24,127,,,,,121,,25,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Sanilac,1146,7256,,,,,,,,,,,,,7,93,,,,,59,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Schoolcraft,428,1776,,,,,,,,,,,,,26,15,,,,,226,,15,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Shiawassee,2595,7194,,,,,,,,,,,,,36,310,,,,,143,,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Tuscola,1269,7282,,,,,,,,,,,,,29,160,,,,,62,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Van Buren,1988,6904,,,,,,,,,,,,,17,110,,,,,162,,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Washtenaw,4468,14082,,,,,,,,,,,,,9,162,,,,,155,,32,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Wayne,51773,220482,,,,,,,,,,,,,5827,985,,,,,14531,,1171,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1920,President,Wexford,1095,3406,,,,,,,,,,,,,22,76,,,,,57,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Alcona,184,1027,,,,,,,,,,,,,,21,,,,,,,9,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Alger,228,1623,,,,,,,,,,,,,,38,,,,,,,46,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Allegan,1562,9417,,,,,,,,,,,,,,68,,,,,,,30,,,,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Alpena,948,4628,,,,,,,,,,,,,,21,,,,,,,22,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Antrim,371,2246,,,,,,,,,,,,,,23,,,,,,,15,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Arenac,575,1767,,,,,,,,,,,,,,14,,,,,,,5,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Baraga,208,1714,,,,,,,,,,,,,,36,,,,,,,37,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Barry,2046,5656,,,,,,,,,,,,,,44,,,,,,,10,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Bay,5881,14861,,,,,,,,,,,,,,142,,,,,,,76,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Benzie,198,1922,,,,,,,,,,,,,,44,,,,,,,20,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Berrien,4445,15612,,,,,,,,,,,,,,158,,,,,,,99,,,,4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Branch,2253,6016,,,,,,,,,,,,,,69,,,,,,,21,,,,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Calhoun,4020,18165,,,,,,,,,,,,,,170,,,,,,,125,,,,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Cass,2328,4545,,,,,,,,,,,,,,43,,,,,,,23,,,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Charlevoix,406,3346,,,,,,,,,,,,,,37,,,,,,,25,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Cheboygan,994,2683,,,,,,,,,,,,,,45,,,,,,,19,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Chippewa,516,5443,,,,,,,,,,,,,,36,,,,,,,37,,,,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Clare,358,1920,,,,,,,,,,,,,,19,,,,,,,18,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Clinton,1359,6637,,,,,,,,,,,,,,38,,,,,,,11,,,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Crawford,163,840,,,,,,,,,,,,,,7,,,,,,,5,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Delta,463,4761,,,,,,,,,,,,,,48,,,,,,,78,,,,4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Dickinson,400,4538,,,,,,,,,,,,,,80,,,,,,,96,,,,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Eaton,2462,8232,,,,,,,,,,,,,,55,,,,,,,32,,,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Emmet,773,3020,,,,,,,,,,,,,,35,,,,,,,33,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Genesee,4225,34264,,,,,,,,,,,,,,125,,,,,,,140,,,,2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Gladwin,255,1908,,,,,,,,,,,,,,23,,,,,,,7,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Gogebic,487,5128,,,,,,,,,,,,,,168,,,,,,,143,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Grand Traverse,558,4011,,,,,,,,,,,,,,54,,,,,,,26,,,,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Gratiot,1839,6720,,,,,,,,,,,,,,53,,,,,,,20,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Hillsdale,1980,6556,,,,,,,,,,,,,,67,,,,,,,28,,,,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Houghton,1045,13833,,,,,,,,,,,,,,83,,,,,,,122,,,,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Huron,988,8843,,,,,,,,,,,,,,60,,,,,,,24,,,,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Ingham,4814,28005,,,,,,,,,,,,,,146,,,,,,,52,,,,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Ionia,2821,9502,,,,,,,,,,,,,,79,,,,,,,18,,,,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Iosco,304,1713,,,,,,,,,,,,,,32,,,,,,,20,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Iron,247,2802,,,,,,,,,,,,,,60,,,,,,,55,,,,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Isabella,1208,5245,,,,,,,,,,,,,,52,,,,,,,15,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,1924,President,Jackson,5639,19640,,,,,,,,,,,,,,141,,,,,,,90,,,,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
