State,Year,Office,County,D#,R#,Liberty#,I1#,I2#,I3#,Proh.#,Pop.#,SD#,FL#,S#,Wor.#,Prog.#,Ref.#,C#,L#,NP#,SoJ,W/I#,I#,Year / Office
South Dakota,1992,President,Harding,139,515,,225,0,1,,,,,,,,,,1,,,,,
South Dakota,1992,President,Hughes,2578,4325,,1160,34,3,,,,,,,,,,21,,,,,
South Dakota,1992,President,Hutchinson,1211,2002,,920,3,3,,,,,,,,,,17,,,,,
South Dakota,1992,President,Hyde,301,440,,211,0,2,,,,,,,,,,1,,,,,
South Dakota,1992,President,Jackson,351,627,,184,1,0,,,,,,,,,,5,,,,,
South Dakota,1992,President,Jerauld,600,518,,346,2,0,,,,,,,,,,1,,,,,
South Dakota,1992,President,Jones,166,454,,154,4,0,,,,,,,,,,1,,,,,
South Dakota,1992,President,Kingsbury,1267,1113,,744,5,1,,,,,,,,,,13,,,,,
South Dakota,1992,President,Lake,2388,1890,,1299,5,3,,,,,,,,,,5,,,,,
South Dakota,1992,President,Lawrence,3157,3770,,2673,12,3,,,,,,,,,,44,,,,,
South Dakota,1992,President,Lincoln,2943,3365,,1593,7,0,,,,,,,,,,15,,,,,
South Dakota,1992,President,Lyman,486,669,,311,10,0,,,,,,,,,,4,,,,,
South Dakota,1992,President,Marshall,1056,810,,427,11,2,,,,,,,,,,10,,,,,
South Dakota,1992,President,McCook,1167,1177,,617,2,0,,,,,,,,,,5,,,,,
South Dakota,1992,President,McPherson,478,945,,322,1,0,,,,,,,,,,3,,,,,
South Dakota,1992,President,Meade,2694,4724,,2611,11,2,,,,,,,,,,33,,,,,
South Dakota,1992,President,Mellette,277,417,,140,1,1,,,,,,,,,,5,,,,,
South Dakota,1992,President,Miner,698,543,,332,7,0,,,,,,,,,,4,,,,,
South Dakota,1992,President,Minnehaha,27016,25081,,11496,56,21,,,,,,,,,,116,,,,,
South Dakota,1992,President,Moody,1473,898,,715,4,0,,,,,,,,,,14,,,,,
South Dakota,1992,President,Pennington,11106,18052,,8358,37,3,,,,,,,,,,113,,,,,
South Dakota,1992,President,Perkins,566,872,,541,5,1,,,,,,,,,,6,,,,,
South Dakota,1992,President,Potter,493,901,,375,2,0,,,,,,,,,,7,,,,,
South Dakota,1992,President,Roberts,1716,1437,,954,3,2,,,,,,,,,,9,,,,,
South Dakota,1992,President,Sanborn,632,595,,376,2,0,,,,,,,,,,5,,,,,
South Dakota,1992,President,Shannon,1267,225,,137,7,6,,,,,,,,,,9,,,,,
South Dakota,1992,President,Spink,1732,1527,,839,6,1,,,,,,,,,,7,,,,,
South Dakota,1992,President,Stanley,427,719,,240,7,0,,,,,,,,,,6,,,,,
South Dakota,1992,President,Sully,273,565,,167,0,0,,,,,,,,,,5,,,,,
South Dakota,1992,President,Todd,915,456,,246,6,2,,,,,,,,,,5,,,,,
South Dakota,1992,President,Tripp,1046,1459,,848,4,1,,,,,,,,,,5,,,,,
South Dakota,1992,President,Turner,1507,1906,,867,1,3,,,,,,,,,,6,,,,,
South Dakota,1992,President,Union,2210,1784,,1085,7,2,,,,,,,,,,9,,,,,
South Dakota,1992,President,Walworth,829,1439,,628,4,1,,,,,,,,,,7,,,,,
South Dakota,1992,President,Yankton,3404,3430,,2511,10,0,,,,,,,,,,17,,,,,
South Dakota,1992,President,Ziebach,280,328,,117,1,1,,,,,,,,,,3,,,,,
South Dakota,1996,President,Aurora,664,709,,9,0,,,,,,,,,199,,6,,,,,
South Dakota,1996,President,Beadle,3984,3670,,20,2,,,,,,,,,842,,63,,,,,
South Dakota,1996,President,Bennett,507,539,,2,2,,,,,,,,,93,,2,,,,,
South Dakota,1996,President,Bon Homme,1569,1428,,26,2,,,,,,,,,391,,20,,,,,
South Dakota,1996,President,Brookings,5105,5112,,22,12,,,,,,,,,979,,42,,,,,
South Dakota,1996,President,Brown,7913,6801,,20,22,,,,,,,,,1622,,69,,,,,
South Dakota,1996,President,Brule,1091,981,,30,6,,,,,,,,,281,,15,,,,,
South Dakota,1996,President,Buffalo,465,134,,5,1,,,,,,,,,35,,0,,,,,
South Dakota,1996,President,Butte,1132,1947,,6,4,,,,,,,,,541,,27,,,,,
South Dakota,1996,President,Campbell,202,623,,1,2,,,,,,,,,140,,2,,,,,
South Dakota,1996,President,Charles Mix,1913,1711,,9,2,,,,,,,,,390,,10,,,,,
South Dakota,1996,President,Clark,956,998,,9,4,,,,,,,,,272,,3,,,,,
South Dakota,1996,President,Clay,2980,2008,,7,30,,,,,,,,,505,,42,,,,,
South Dakota,1996,President,Codington,4722,4995,,60,7,,,,,,,,,1239,,32,,,,,
South Dakota,1996,President,Corson,539,533,,8,0,,,,,,,,,216,,4,,,,,
South Dakota,1996,President,Custer,1122,1740,,14,8,,,,,,,,,418,,55,,,,,
South Dakota,1996,President,Davison,3364,3371,,23,7,,,,,,,,,737,,26,,,,,
South Dakota,1996,President,Day,1840,1282,,10,0,,,,,,,,,395,,6,,,,,
South Dakota,1996,President,Deuel,1090,955,,19,1,,,,,,,,,275,,9,,,,,
South Dakota,1996,President,Dewey,1114,657,,7,1,,,,,,,,,195,,5,,,,,
South Dakota,1996,President,Douglas,524,1210,,5,2,,,,,,,,,161,,7,,,,,
South Dakota,1996,President,Edmunds,973,1055,,12,1,,,,,,,,,263,,6,,,,,
South Dakota,1996,President,Fall River,1357,1636,,19,4,,,,,,,,,417,,25,,,,,
South Dakota,1996,President,Faulk,493,726,,3,0,,,,,,,,,165,,2,,,,,
South Dakota,1996,President,Grant,1805,1782,,16,2,,,,,,,,,471,,7,,,,,
South Dakota,1996,President,Gregory,923,1208,,9,1,,,,,,,,,286,,6,,,,,
South Dakota,1996,President,Haakon,284,887,,2,3,,,,,,,,,110,,3,,,,,
South Dakota,1996,President,Hamlin,1101,1352,,5,3,,,,,,,,,285,,12,,,,,
South Dakota,1996,President,Hand,803,1187,,9,2,,,,,,,,,250,,17,,,,,
South Dakota,1996,President,Hanson,541,801,,16,1,,,,,,,,,170,,5,,,,,
South Dakota,1996,President,Harding,151,537,,5,0,,,,,,,,,90,,2,,,,,
South Dakota,1996,President,Hughes,2788,4469,,19,9,,,,,,,,,531,,52,,,,,
South Dakota,1996,President,Hutchinson,1285,2177,,6,2,,,,,,,,,409,,32,,,,,
South Dakota,1996,President,Hyde,309,493,,2,0,,,,,,,,,95,,5,,,,,
South Dakota,1996,President,Jackson,423,646,,2,1,,,,,,,,,88,,9,,,,,
South Dakota,1996,President,Jerauld,656,530,,9,2,,,,,,,,,151,,16,,,,,
South Dakota,1996,President,Jones,184,463,,4,0,,,,,,,,,75,,3,,,,,
South Dakota,1996,President,Kingsbury,1357,1297,,8,2,,,,,,,,,320,,17,,,,,
South Dakota,1996,President,Lake,2526,1966,,14,5,,,,,,,,,593,,14,,,,,
South Dakota,1996,President,Lawrence,3568,4430,,29,11,,,,,,,,,1308,,96,,,,,
South Dakota,1996,President,Lincoln,3643,4201,,24,11,,,,,,,,,682,,26,,,,,
South Dakota,1996,President,Lyman,646,726,,5,4,,,,,,,,,130,,12,,,,,
South Dakota,1996,President,Marshall,1185,861,,4,0,,,,,,,,,189,,16,,,,,
South Dakota,1996,President,McCook,1166,1292,,5,1,,,,,,,,,245,,4,,,,,
South Dakota,1996,President,McPherson,463,1080,,6,2,,,,,,,,,182,,3,,,,,
South Dakota,1996,President,Meade,2960,4984,,28,6,,,,,,,,,1133,,65,,,,,
South Dakota,1996,President,Mellette,302,417,,3,0,,,,,,,,,67,,9,,,,,
South Dakota,1996,President,Miner,739,571,,1,1,,,,,,,,,170,,7,,,,,
South Dakota,1996,President,Minnehaha,29790,27432,,138,50,,,,,,,,,4425,,169,,,,,
South Dakota,1996,President,Moody,1443,1024,,2,1,,,,,,,,,284,,13,,,,,
South Dakota,1996,President,Pennington,12784,19293,,42,30,,,,,,,,,3149,,218,,,,,
South Dakota,1996,President,Perkins,460,983,,16,1,,,,,,,,,225,,7,,,,,
South Dakota,1996,President,Potter,534,979,,4,0,,,,,,,,,181,,4,,,,,
South Dakota,1996,President,Roberts,2186,1646,,14,2,,,,,,,,,474,,11,,,,,
South Dakota,1996,President,Sanborn,647,630,,1,2,,,,,,,,,151,,7,,,,,
South Dakota,1996,President,Shannon,1926,253,,4,1,,,,,,,,,87,,13,,,,,
South Dakota,1996,President,Spink,1636,1651,,6,2,,,,,,,,,360,,14,,,,,
South Dakota,1996,President,Stanley,454,795,,2,0,,,,,,,,,121,,10,,,,,
South Dakota,1996,President,Sully,321,592,,2,0,,,,,,,,,106,,4,,,,,
South Dakota,1996,President,Todd,1380,482,,7,4,,,,,,,,,108,,10,,,,,
South Dakota,1996,President,Tripp,1088,1680,,10,2,,,,,,,,,337,,15,,,,,
South Dakota,1996,President,Turner,1682,1970,,5,6,,,,,,,,,385,,3,,,,,
South Dakota,1996,President,Union,2378,2234,,14,9,,,,,,,,,555,,17,,,,,
South Dakota,1996,President,Walworth,939,1461,,14,2,,,,,,,,,366,,7,,,,,
South Dakota,1996,President,Yankton,3775,3885,,49,13,,,,,,,,,1073,,31,,,,,
South Dakota,1996,President,Ziebach,483,375,,5,2,,,,,,,,,62,,3,,,,,
South Dakota,2000,President,Aurora,513,847,,15,,,,,,,,,,32,,6,,,,,
South Dakota,2000,President,Beadle,3216,4347,,45,,,,,,,,,,81,,50,,,,,
South Dakota,2000,President,Bennett,377,712,,9,,,,,,,,,,9,,9,,,,,
South Dakota,2000,President,Bon Homme,1162,1901,,17,,,,,,,,,,40,,19,,,,,
South Dakota,2000,President,Brookings,4546,6212,,49,,,,,,,,,,87,,90,,,,,
South Dakota,2000,President,Brown,7173,9060,,92,,,,,,,,,,158,,73,,,,,
South Dakota,2000,President,Brule,818,1268,,27,,,,,,,,,,39,,15,,,,,
South Dakota,2000,President,Buffalo,256,140,,3,,,,,,,,,,9,,0,,,,,
South Dakota,2000,President,Butte,840,2760,,21,,,,,,,,,,41,,27,,,,,
South Dakota,2000,President,Campbell,147,739,,8,,,,,,,,,,22,,1,,,,,
South Dakota,2000,President,Charles Mix,1300,2205,,15,,,,,,,,,,46,,13,,,,,
South Dakota,2000,President,Clark,791,1272,,10,,,,,,,,,,31,,4,,,,,
South Dakota,2000,President,Clay,2638,2363,,21,,,,,,,,,,31,,52,,,,,
South Dakota,2000,President,Codington,4192,6718,,59,,,,,,,,,,127,,42,,,,,
South Dakota,2000,President,Corson,549,629,,8,,,,,,,,,,50,,7,,,,,
South Dakota,2000,President,Custer,955,2495,,38,,,,,,,,,,45,,40,,,,,
South Dakota,2000,President,Davison,2936,4445,,60,,,,,,,,,,62,,25,,,,,
South Dakota,2000,President,Day,1492,1623,,21,,,,,,,,,,49,,12,,,,,
South Dakota,2000,President,Deuel,926,1245,,8,,,,,,,,,,38,,7,,,,,
South Dakota,2000,President,Dewey,880,761,,16,,,,,,,,,,20,,4,,,,,
South Dakota,2000,President,Douglas,363,1311,,10,,,,,,,,,,19,,6,,,,,
South Dakota,2000,President,Edmunds,676,1257,,18,,,,,,,,,,28,,7,,,,,
South Dakota,2000,President,Fall River,1133,2185,,30,,,,,,,,,,46,,35,,,,,
South Dakota,2000,President,Faulk,388,904,,9,,,,,,,,,,25,,3,,,,,
South Dakota,2000,President,Grant,1475,2235,,29,,,,,,,,,,77,,14,,,,,
South Dakota,2000,President,Gregory,718,1487,,11,,,,,,,,,,35,,6,,,,,
South Dakota,2000,President,Haakon,164,938,,5,,,,,,,,,,21,,1,,,,,
South Dakota,2000,President,Hamlin,923,1731,,14,,,,,,,,,,38,,17,,,,,
South Dakota,2000,President,Hand,565,1419,,13,,,,,,,,,,28,,6,,,,,
South Dakota,2000,President,Hanson,457,944,,10,,,,,,,,,,6,,4,,,,,
South Dakota,2000,President,Harding,64,650,,4,,,,,,,,,,10,,3,,,,,
South Dakota,2000,President,Hughes,2212,5188,,44,,,,,,,,,,54,,36,,,,,
South Dakota,2000,President,Hutchinson,1052,2497,,19,,,,,,,,,,51,,6,,,,,
South Dakota,2000,President,Hyde,218,592,,3,,,,,,,,,,20,,2,,,,,
South Dakota,2000,President,Jackson,319,687,,11,,,,,,,,,,16,,7,,,,,
South Dakota,2000,President,Jerauld,468,624,,7,,,,,,,,,,19,,4,,,,,
South Dakota,2000,President,Jones,137,509,,9,,,,,,,,,,5,,4,,,,,
South Dakota,2000,President,Kingsbury,1049,1612,,12,,,,,,,,,,36,,18,,,,,
South Dakota,2000,President,Lake,2331,2724,,27,,,,,,,,,,47,,25,,,,,
South Dakota,2000,President,Lawrence,2797,6327,,73,,,,,,,,,,110,,99,,,,,
South Dakota,2000,President,Lincoln,3844,6546,,56,,,,,,,,,,80,,30,,,,,
South Dakota,2000,President,Lyman,482,875,,11,,,,,,,,,,14,,4,,,,,
South Dakota,2000,President,Marshall,939,1097,,12,,,,,,,,,,43,,1,,,,,
South Dakota,2000,President,McCook,965,1610,,15,,,,,,,,,,33,,1,,,,,
South Dakota,2000,President,McPherson,295,1073,,15,,,,,,,,,,19,,9,,,,,
South Dakota,2000,President,Meade,2267,6870,,65,,,,,,,,,,102,,62,,,,,
South Dakota,2000,President,Mellette,222,495,,2,,,,,,,,,,12,,2,,,,,
South Dakota,2000,President,Miner,523,724,,6,,,,,,,,,,11,,2,,,,,
South Dakota,2000,President,Minnehaha,27042,33428,,228,,,,,,,,,,381,,290,,,,,
South Dakota,2000,President,Moody,1318,1361,,14,,,,,,,,,,28,,14,,,,,
South Dakota,2000,President,Pennington,11123,24696,,195,,,,,,,,,,275,,268,,,,,
South Dakota,2000,President,Perkins,297,1237,,20,,,,,,,,,,49,,11,,,,,
South Dakota,2000,President,Potter,356,1112,,7,,,,,,,,,,13,,6,,,,,
South Dakota,2000,President,Roberts,1700,2237,,18,,,,,,,,,,93,,26,,,,,
South Dakota,2000,President,Sanborn,468,767,,9,,,,,,,,,,15,,9,,,,,
South Dakota,2000,President,Shannon,1667,252,,10,,,,,,,,,,14,,10,,,,,
South Dakota,2000,President,Spink,1274,1957,,18,,,,,,,,,,26,,9,,,,,
South Dakota,2000,President,Stanley,402,955,,7,,,,,,,,,,13,,4,,,,,
South Dakota,2000,President,Sully,209,633,,6,,,,,,,,,,20,,3,,,,,
South Dakota,2000,President,Todd,993,478,,10,,,,,,,,,,7,,6,,,,,
South Dakota,2000,President,Tripp,799,1909,,13,,,,,,,,,,36,,8,,,,,
South Dakota,2000,President,Turner,1414,2514,,25,,,,,,,,,,39,,12,,,,,
South Dakota,2000,President,Union,2358,3265,,23,,,,,,,,,,109,,17,,,,,
South Dakota,2000,President,Walworth,721,1758,,21,,,,,,,,,,41,,12,,,,,
South Dakota,2000,President,Yankton,3596,4904,,68,,,,,,,,,,131,,41,,,,,
South Dakota,2000,President,Ziebach,314,384,,7,,,,,,,,,,10,,6,,,,,
South Dakota,2004,President,Aurora,620,1009,,15,,,,,,,,,,,4,1,,,,,
South Dakota,2004,President,Beadle,3443,4917,,77,,,,,,,,,,,19,24,,,,,
South Dakota,2004,President,Bennett,759,833,,16,,,,,,,,,,,11,11,,,,,
South Dakota,2004,President,Bon Homme,1293,2063,,36,,,,,,,,,,,5,11,,,,,
South Dakota,2004,President,Brookings,5443,7662,,190,,,,,,,,,,,31,49,,,,,
South Dakota,2004,President,Brown,7943,10386,,197,,,,,,,,,,,34,39,,,,,
South Dakota,2004,President,Brule,1040,1544,,30,,,,,,,,,,,9,6,,,,,
South Dakota,2004,President,Buffalo,603,223,,10,,,,,,,,,,,2,3,,,,,
South Dakota,2004,President,Butte,1009,3166,,45,,,,,,,,,,,35,16,,,,,
South Dakota,2004,President,Campbell,239,708,,4,,,,,,,,,,,7,1,,,,,
South Dakota,2004,President,Charles Mix,2155,2556,,73,,,,,,,,,,,5,9,,,,,
South Dakota,2004,President,Clark,875,1435,,11,,,,,,,,,,,1,5,,,,,
South Dakota,2004,President,Clay,3315,2692,,95,,,,,,,,,,,9,25,,,,,
South Dakota,2004,President,Codington,4803,7778,,135,,,,,,,,,,,19,16,,,,,
South Dakota,2004,President,Corson,972,720,,14,,,,,,,,,,,12,6,,,,,
South Dakota,2004,President,Custer,1272,2922,,58,,,,,,,,,,,36,16,,,,,
South Dakota,2004,President,Davison,3263,5561,,94,,,,,,,,,,,18,16,,,,,
South Dakota,2004,President,Day,1817,1671,,32,,,,,,,,,,,5,15,,,,,
South Dakota,2004,President,Deuel,961,1406,,25,,,,,,,,,,,8,12,,,,,
South Dakota,2004,President,Dewey,1606,921,,26,,,,,,,,,,,8,3,,,,,
South Dakota,2004,President,Douglas,393,1596,,14,,,,,,,,,,,5,4,,,,,
South Dakota,2004,President,Edmunds,765,1434,,19,,,,,,,,,,,12,4,,,,,
South Dakota,2004,President,Fall River,1326,2413,,67,,,,,,,,,,,23,16,,,,,
South Dakota,2004,President,Faulk,418,945,,5,,,,,,,,,,,0,1,,,,,
South Dakota,2004,President,Grant,1633,2392,,43,,,,,,,,,,,12,10,,,,,
South Dakota,2004,President,Gregory,813,1685,,36,,,,,,,,,,,6,6,,,,,
South Dakota,2004,President,Haakon,219,1007,,7,,,,,,,,,,,6,1,,,,,
South Dakota,2004,President,Hamlin,1015,1946,,37,,,,,,,,,,,7,6,,,,,
South Dakota,2004,President,Hand,668,1482,,29,,,,,,,,,,,4,4,,,,,
South Dakota,2004,President,Hanson,745,1379,,23,,,,,,,,,,,2,1,,,,,
South Dakota,2004,President,Harding,94,704,,13,,,,,,,,,,,3,1,,,,,
South Dakota,2004,President,Hughes,2697,6017,,76,,,,,,,,,,,22,23,,,,,
South Dakota,2004,President,Hutchinson,1177,2899,,49,,,,,,,,,,,8,14,,,,,
South Dakota,2004,President,Hyde,259,631,,6,,,,,,,,,,,2,2,,,,,
South Dakota,2004,President,Jackson,508,726,,21,,,,,,,,,,,11,5,,,,,
South Dakota,2004,President,Jerauld,482,736,,13,,,,,,,,,,,3,2,,,,,
South Dakota,2004,President,Jones,134,565,,11,,,,,,,,,,,2,5,,,,,
South Dakota,2004,President,Kingsbury,1163,1804,,34,,,,,,,,,,,4,9,,,,,
South Dakota,2004,President,Lake,2509,3359,,108,,,,,,,,,,,12,19,,,,,
South Dakota,2004,President,Lawrence,3857,7489,,176,,,,,,,,,,,46,51,,,,,
South Dakota,2004,President,Lincoln,5703,11161,,141,,,,,,,,,,,32,29,,,,,
South Dakota,2004,President,Lyman,872,1029,,21,,,,,,,,,,,12,6,,,,,
South Dakota,2004,President,Marshall,1099,1242,,38,,,,,,,,,,,9,6,,,,,
South Dakota,2004,President,McCook,1201,2017,,18,,,,,,,,,,,7,5,,,,,
South Dakota,2004,President,McPherson,369,1180,,14,,,,,,,,,,,3,6,,,,,
South Dakota,2004,President,Meade,2941,8347,,117,,,,,,,,,,,77,22,,,,,
South Dakota,2004,President,Mellette,361,553,,10,,,,,,,,,,,5,2,,,,,
South Dakota,2004,President,Miner,641,810,,13,,,,,,,,,,,5,1,,,,,
South Dakota,2004,President,Minnehaha,32314,44189,,804,,,,,,,,,,,171,154,,,,,
South Dakota,2004,President,Moody,1609,1790,,36,,,,,,,,,,,10,6,,,,,
South Dakota,2004,President,Pennington,14213,29976,,541,,,,,,,,,,,102,136,,,,,
South Dakota,2004,President,Perkins,418,1329,,25,,,,,,,,,,,34,7,,,,,
South Dakota,2004,President,Potter,463,1143,,9,,,,,,,,,,,2,1,,,,,
South Dakota,2004,President,Roberts,2527,2396,,49,,,,,,,,,,,4,6,,,,,
South Dakota,2004,President,Sanborn,581,817,,19,,,,,,,,,,,3,6,,,,,
South Dakota,2004,President,Shannon,3566,526,,70,,,,,,,,,,,41,11,,,,,
South Dakota,2004,President,Spink,1478,2259,,27,,,,,,,,,,,5,5,,,,,
South Dakota,2004,President,Stanley,464,1129,,20,,,,,,,,,,,4,6,,,,,
South Dakota,2004,President,Sully,201,702,,12,,,,,,,,,,,2,0,,,,,
South Dakota,2004,President,Todd,2543,889,,46,,,,,,,,,,,32,14,,,,,
South Dakota,2004,President,Tripp,972,2230,,29,,,,,,,,,,,10,4,,,,,
South Dakota,2004,President,Turner,1646,3084,,82,,,,,,,,,,,13,9,,,,,
South Dakota,2004,President,Union,3000,3987,,43,,,,,,,,,,,6,12,,,,,
South Dakota,2004,President,Walworth,878,1967,,20,,,,,,,,,,,12,3,,,,,
South Dakota,2004,President,Yankton,4237,6003,,129,,,,,,,,,,,27,35,,,,,
South Dakota,2004,President,Ziebach,641,447,,17,,,,,,,,,,,7,4,,,,,
South Dakota,2008,President,Aurora,655,794,,27,14,,,,,,,,,,5,,,,,,
South Dakota,2008,President,Beadle,3493,4054,,84,44,,,,,,,,,,39,,,,,,
South Dakota,2008,President,Bennett,557,614,,19,7,,,,,,,,,,11,,,,,,
South Dakota,2008,President,Bon Homme,1367,1712,,59,16,,,,,,,,,,21,,,,,,
South Dakota,2008,President,Brookings,7207,6431,,156,83,,,,,,,,,,68,,,,,,
South Dakota,2008,President,Brown,9041,8067,,173,73,,,,,,,,,,72,,,,,,
South Dakota,2008,President,Brule,965,1407,,33,18,,,,,,,,,,16,,,,,,
South Dakota,2008,President,Buffalo,454,156,,7,1,,,,,,,,,,1,,,,,,
South Dakota,2008,President,Butte,1306,2821,,51,33,,,,,,,,,,45,,,,,,
South Dakota,2008,President,Campbell,243,591,,10,2,,,,,,,,,,8,,,,,,
South Dakota,2008,President,Charles Mix,1807,2109,,41,13,,,,,,,,,,8,,,,,,
South Dakota,2008,President,Clark,830,1065,,20,15,,,,,,,,,,10,,,,,,
South Dakota,2008,President,Clay,3808,2296,,83,36,,,,,,,,,,19,,,,,,
South Dakota,2008,President,Codington,5595,6374,,109,59,,,,,,,,,,48,,,,,,
South Dakota,2008,President,Corson,837,535,,16,9,,,,,,,,,,9,,,,,,
South Dakota,2008,President,Custer,1475,2909,,57,22,,,,,,,,,,44,,,,,,
South Dakota,2008,President,Davison,3554,4731,,90,39,,,,,,,,,,41,,,,,,
South Dakota,2008,President,Day,1785,1372,,27,10,,,,,,,,,,11,,,,,,
South Dakota,2008,President,Deuel,1054,1088,,40,13,,,,,,,,,,23,,,,,,
South Dakota,2008,President,Dewey,1328,659,,14,5,,,,,,,,,,13,,,,,,
South Dakota,2008,President,Douglas,424,1293,,21,9,,,,,,,,,,9,,,,,,
South Dakota,2008,President,Edmunds,819,1213,,23,9,,,,,,,,,,12,,,,,,
South Dakota,2008,President,Fall River,1338,2348,,54,26,,,,,,,,,,43,,,,,,
South Dakota,2008,President,Faulk,426,739,,18,4,,,,,,,,,,5,,,,,,
South Dakota,2008,President,Grant,1786,1951,,56,21,,,,,,,,,,16,,,,,,
South Dakota,2008,President,Gregory,771,1423,,29,13,,,,,,,,,,11,,,,,,
South Dakota,2008,President,Haakon,187,939,,12,7,,,,,,,,,,8,,,,,,
South Dakota,2008,President,Hamlin,1043,1661,,50,11,,,,,,,,,,22,,,,,,
South Dakota,2008,President,Hand,718,1247,,30,8,,,,,,,,,,8,,,,,,
South Dakota,2008,President,Hanson,961,1426,,17,11,,,,,,,,,,16,,,,,,
South Dakota,2008,President,Harding,135,575,,12,5,,,,,,,,,,7,,,,,,
South Dakota,2008,President,Hughes,3037,5298,,82,31,,,,,,,,,,20,,,,,,
South Dakota,2008,President,Hutchinson,1242,2285,,47,13,,,,,,,,,,21,,,,,,
South Dakota,2008,President,Hyde,226,547,,9,2,,,,,,,,,,1,,,,,,
South Dakota,2008,President,Jackson,435,668,,15,6,,,,,,,,,,9,,,,,,
South Dakota,2008,President,Jerauld,542,546,,13,4,,,,,,,,,,0,,,,,,
South Dakota,2008,President,Jones,147,463,,9,7,,,,,,,,,,1,,,,,,
South Dakota,2008,President,Kingsbury,1277,1435,,45,17,,,,,,,,,,10,,,,,,
South Dakota,2008,President,Lake,3033,2993,,81,25,,,,,,,,,,25,,,,,,
South Dakota,2008,President,Lawrence,4932,6787,,179,85,,,,,,,,,,72,,,,,,
South Dakota,2008,President,Lincoln,8642,11803,,166,92,,,,,,,,,,64,,,,,,
South Dakota,2008,President,Lyman,710,894,,18,7,,,,,,,,,,12,,,,,,
South Dakota,2008,President,Marshall,1261,900,,40,14,,,,,,,,,,26,,,,,,
South Dakota,2008,President,McCook,1219,1646,,11,3,,,,,,,,,,5,,,,,,
South Dakota,2008,President,McPherson,441,915,,14,10,,,,,,,,,,6,,,,,,
South Dakota,2008,President,Meade,3751,7515,,141,80,,,,,,,,,,119,,,,,,
South Dakota,2008,President,Mellette,373,445,,14,3,,,,,,,,,,8,,,,,,
South Dakota,2008,President,Miner,605,577,,20,5,,,,,,,,,,11,,,,,,
South Dakota,2008,President,Minnehaha,39838,39251,,754,328,,,,,,,,,,381,,,,,,
South Dakota,2008,President,Moody,1663,1508,,51,20,,,,,,,,,,12,,,,,,
South Dakota,2008,President,Pennington,17802,27603,,493,220,,,,,,,,,,162,,,,,,
South Dakota,2008,President,Perkins,499,1102,,30,17,,,,,,,,,,38,,,,,,
South Dakota,2008,President,Potter,482,937,,6,2,,,,,,,,,,13,,,,,,
South Dakota,2008,President,Roberts,2672,1781,,52,15,,,,,,,,,,16,,,,,,
South Dakota,2008,President,Sanborn,500,669,,26,5,,,,,,,,,,7,,,,,,
South Dakota,2008,President,Shannon,2971,331,,36,4,,,,,,,,,,8,,,,,,
South Dakota,2008,President,Spink,1550,1660,,30,16,,,,,,,,,,13,,,,,,
South Dakota,2008,President,Stanley,510,1017,,13,8,,,,,,,,,,5,,,,,,
South Dakota,2008,President,Sully,233,581,,10,2,,,,,,,,,,7,,,,,,
South Dakota,2008,President,Todd,2208,571,,21,11,,,,,,,,,,17,,,,,,
South Dakota,2008,President,Tripp,914,1859,,30,16,,,,,,,,,,20,,,,,,
South Dakota,2008,President,Turner,1681,2538,,86,16,,,,,,,,,,31,,,,,,
South Dakota,2008,President,Union,3244,4310,,81,42,,,,,,,,,,24,,,,,,
South Dakota,2008,President,Walworth,923,1668,,30,9,,,,,,,,,,20,,,,,,
South Dakota,2008,President,Yankton,4838,5039,,167,56,,,,,,,,,,34,,,,,,
South Dakota,2008,President,Ziebach,554,312,,9,8,,,,,,,,,,8,,,,,,
South Dakota,2012,President,Aurora,556,804,,,,,,,,,,,,,13,27,,,,,
South Dakota,2012,President,Beadle,2881,4230,,,,,,,,,,,,,45,107,,,,,
South Dakota,2012,President,Bennett,548,626,,,,,,,,,,,,,11,18,,,,,
South Dakota,2012,President,Bon Homme,1167,1830,,,,,,,,,,,,,22,55,,,,,
South Dakota,2012,President,Brookings,5827,6220,,,,,,,,,,,,,100,253,,,,,
South Dakota,2012,President,Brown,7250,8321,,,,,,,,,,,,,88,409,,,,,
South Dakota,2012,President,Brule,824,1499,,,,,,,,,,,,,19,37,,,,,
South Dakota,2012,President,Buffalo,472,166,,,,,,,,,,,,,0,3,,,,,
South Dakota,2012,President,Butte,1002,3073,,,,,,,,,,,,,39,94,,,,,
South Dakota,2012,President,Campbell,153,616,,,,,,,,,,,,,6,12,,,,,
South Dakota,2012,President,Charles Mix,1483,2230,,,,,,,,,,,,,21,30,,,,,
South Dakota,2012,President,Clark,713,1067,,,,,,,,,,,,,14,27,,,,,
South Dakota,2012,President,Clay,2955,2147,,,,,,,,,,,,,25,107,,,,,
South Dakota,2012,President,Codington,4588,6696,,,,,,,,,,,,,71,169,,,,,
South Dakota,2012,President,Corson,648,515,,,,,,,,,,,,,7,30,,,,,
South Dakota,2012,President,Custer,1335,3062,,,,,,,,,,,,,40,83,,,,,
South Dakota,2012,President,Davison,3042,4757,,,,,,,,,,,,,47,125,,,,,
South Dakota,2012,President,Day,1497,1320,,,,,,,,,,,,,23,33,,,,,
South Dakota,2012,President,Deuel,941,1175,,,,,,,,,,,,,23,32,,,,,
South Dakota,2012,President,Dewey,1207,663,,,,,,,,,,,,,10,15,,,,,
