State,Year,Office,County,D#,R#,GB#,Proh.#,ND#,S#,SL#,SW#,Comm.#,IL#,Pop.#,Prog.#,U#,AI#,I1#,I2#,Ref.#,NL#,G#,L#,LaR#,Wor.#,Labor#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,TE#,TSJ#,TO#,Vol.#,CON#,LWR#,TND#,12V#,BR#,GR#,UCT#,TRP#,IndCit#,ITR#,SSG#,DS#,Anti-Mer#,I3#,ET#,Am.#,DN#,I#,IHT#,W/I#,Town,UI#
Massachusetts,1924,President,Berkshire,9712,21106,,,,,53,,,,,3637,,,,,,,,,,63,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Bristol,19802,58929,,,,,258,,,,,9624,,,,,,,,,,367,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Dukes,108,1182,,,,,0,,,,,69,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Essex,25635,92918,,,,,238,,,,,20390,,,,,,,,,,369,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Franklin,2089,11350,,,,,15,,,,,1253,,,,,,,,,,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Hampden,19079,46489,,,,,134,,,,,11683,,,,,,,,,,130,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Hampshire,5037,13918,,,,,21,,,,,2014,,,,,,,,,,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Middlesex,64544,162530,,,,,273,,,,,27510,,,,,,,,,,378,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Nantucket,167,708,,,,,2,,,,,12,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Norfolk,15041,57948,,,,,114,,,,,8269,,,,,,,,,,133,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Plymouth,8863,34728,,,,,74,,,,,6549,,,,,,,,,,141,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Suffolk,78702,104658,,,,,344,,,,,37574,,,,,,,,,,715,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,President,Worcester,31171,89679,,,,,133,,,,,12302,,,,,,,,,,289,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Barnstable,2899,9886,,,,41,8,,,,,,,,,,,,,,,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Berkshire,24075,23855,,,,165,26,,,,,,,,,,,,,,,53,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Bristol,59257,55205,,,,806,140,,,,,,,,,,,,,,,347,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Dukes,470,1487,,,,1,0,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Essex,89508,102008,,,,840,132,,,,,,,,,,,,,,,321,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Franklin,5842,14333,,,,113,12,,,,,,,,,,,,,,,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Hampden,62056,56063,,,,560,39,,,,,,,,,,,,,,,104,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Hampshire,12695,14101,,,,229,7,,,,,,,,,,,,,,,19,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Middlesex,173339,189189,,,,908,114,,,,,,,,,,,,,,,289,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Nantucket,395,865,,,,1,0,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Norfolk,47057,73530,,,,363,34,,,,,,,,,,,,,,,92,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Plymouth,24887,41362,,,,329,31,,,,,,,,,,,,,,,156,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Suffolk,204603,99392,,,,1203,165,,,,,,,,,,,,,,,767,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,President,Worcester,85675,94290,,,,703,64,,,,,,,,,,,,,,,278,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Barnstable,3829,9476,,21,,166,18,,17,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Berkshire,23252,23186,,64,,1535,115,,68,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Bristol,62474,50846,,96,,2712,226,,321,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Dukes,583,1330,,1,,14,3,,2,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Essex,91787,95277,,140,,4498,555,,761,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Franklin,6248,13040,,19,,398,28,,14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Hampden,63189,55032,,62,,4838,228,,274,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Hampshire,12332,13241,,29,,1178,45,,44,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Middlesex,174257,184486,,234,,5671,397,,655,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Nantucket,561,812,,0,,6,0,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Norfolk,49121,75232,,58,,2332,148,,255,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Plymouth,26137,37729,,44,,1505,90,,239,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Suffolk,198792,88737,,229,,6210,512,,1581,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,President,Worcester,87586,88535,,145,,3242,303,,589,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Barnstable,4751,11337,,16,,40,11,,20,,,,310,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Berkshire,29087,22607,,32,,181,39,,51,,,,1571,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Bristol,80805,49754,,96,,458,99,,168,,,,9765,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Dukes,931,1655,,2,,5,3,,0,,,,19,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Essex,106078,97310,,139,,631,277,,388,,,,18176,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Franklin,9324,13756,,16,,93,14,,3,,,,515,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Hampden,80164,51288,,63,,444,111,,175,,,,7929,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Hampshire,15412,14012,,22,,282,13,,34,,,,1131,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Middlesex,189512,199704,,194,,931,273,,520,,,,28386,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Nantucket,548,969,,1,,0,1,,0,,,,25,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Norfolk,57770,82545,,74,,481,76,,212,,,,7732,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Plymouth,30466,41942,,55,,261,41,,149,,,,5096,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Suffolk,223732,96418,,158,,709,258,,931,,,,27799,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1936,President,Worcester,114136,85316,,164,,595,89,,279,,,,10185,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Barnstable,5351,12659,,21,,62,8,,17,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Berkshire,32620,25973,,43,,143,58,,43,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Bristol,97571,60143,,92,,220,112,,253,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Dukes,1014,1643,,0,,7,1,,5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Essex,125998,116134,,203,,608,301,,490,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Franklin,9472,14137,,24,,64,18,,13,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Hampden,89477,64502,,85,,417,103,,209,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Hampshire,17823,15651,,25,,146,22,,48,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Middlesex,218663,242658,,286,,821,305,,703,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Nantucket,624,1015,,1,,3,1,,3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Norfolk,67654,97525,,120,,382,91,,244,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Plymouth,34481,48617,,91,,194,46,,177,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Suffolk,243233,138575,,175,,618,316,,1223,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1940,President,Worcester,132541,100468,,204,,406,110,,378,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Barnstable,4938,11543,,25,,,18,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Berkshire,31212,24830,,51,,,121,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Bristol,90529,60880,,54,,,219,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Dukes,861,1372,,0,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Essex,118228,111958,,113,,,446,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Franklin,9400,13252,,14,,,29,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Hampden,91819,63293,,117,,,230,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Hampshire,17676,14907,,14,,,39,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Middlesex,210253,236102,,151,,,528,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Nantucket,569,779,,1,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Norfolk,69606,97490,,105,,,265,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Plymouth,32290,47245,,42,,,107,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Suffolk,234475,139285,,176,,,517,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1944,President,Worcester,123440,98414,,110,,,260,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Barnstable,4616,14633,,12,,,26,,,,,183,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Berkshire,30668,27482,,39,,,314,,,,,738,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Bristol,106741,63216,,96,,,553,,,,,1914,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Dukes,720,1731,,1,,,2,,,,,26,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Essex,132016,108894,,196,,,743,,,,,4483,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Franklin,9231,14919,,26,,,43,,,,,130,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Hampden,94609,70256,,87,,,393,,,,,2302,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Hampshire,18012,17331,,36,,,74,,,,,313,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Middlesex,248240,228262,,356,,,1299,,,,,7601,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Nantucket,409,1013,,2,,,4,,,,,14,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Norfolk,72327,100280,,205,,,453,,,,,3420,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Plymouth,34765,48925,,38,,,118,,,,,1281,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Suffolk,265611,105671,,412,,,943,,,,,12360,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1948,President,Worcester,133823,106757,,157,,,570,,,,,3392,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Barnstable,4984,20943,,6,,,6,,,,,31,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Berkshire,29785,38413,,14,,,149,,,,,76,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Bristol,93444,98105,,63,,,101,,,,,295,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Dukes,760,2432,,0,,,0,,,,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Essex,123334,156030,,105,,,287,,,,,641,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Franklin,8729,19489,,7,,,16,,,,,23,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Hampden,90936,98641,,115,,,121,,,,,374,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Hampshire,17247,24141,,16,,,22,,,,,53,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Middlesex,236910,316069,,185,,,523,,,,,912,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Nantucket,405,1490,,1,,,0,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Norfolk,74321,140409,,55,,,213,,,,,358,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Plymouth,32815,67922,,27,,,72,,,,,203,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Suffolk,240957,162147,,199,,,323,,,,,1246,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1952,President,Worcester,128898,146094,,93,,,124,,,,,419,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Barnstable,4672,23472,,16,,,31,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Berkshire,25361,41355,,38,,,212,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Bristol,79357,109542,,107,,,286,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Dukes,541,2618,,1,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Essex,109671,166115,,149,,,498,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Franklin,7574,19779,,25,,,57,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Hampden,81743,104689,,114,,,812,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Hampshire,16119,26361,,19,,,61,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Middlesex,216668,343125,,229,,,1255,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Nantucket,317,1582,,0,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Norfolk,76656,152747,,72,,,471,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Plymouth,30377,75575,,41,,,138,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Suffolk,191245,162836,,220,,,1361,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1956,President,Worcester,107889,163401,,174,,,390,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Barnstable,12423,20900,,28,,,21,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Berkshire,41132,27335,,52,,,107,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Bristol,130049,64290,,171,,,210,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Dukes,1282,1998,,4,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Essex,167875,126599,,191,,,416,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Franklin,12282,15682,,30,,,17,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Hampden,121061,72054,,121,,,591,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Hampshire,25667,19346,,26,,,54,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Middlesex,356130,246126,,334,,,910,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Nantucket,698,1219,,0,,,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Norfolk,135474,121744,,142,,,360,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Plymouth,57175,60977,,76,,,121,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Suffolk,252823,85750,,258,,,785,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1960,President,Worcester,173103,112730,,200,,,297,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Barnstable,20101,15133,,71,,,47,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Berkshire,48839,15160,,122,,,206,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Bristol,146885,39230,,205,,,303,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Dukes,2187,1015,,7,,,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Essex,210135,71653,,537,,,595,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Franklin,17106,8344,,44,,,128,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Hampden,133085,44299,,206,,,614,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Hampshire,32058,11385,,88,,,104,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Middlesex,439790,134729,,1038,,,1216,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Nantucket,1197,587,,2,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Norfolk,186488,68612,,511,,,382,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Plymouth,82007,37941,,203,,,173,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Suffolk,257161,40251,,292,,,546,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1964,President,Worcester,209383,61388,,409,,,435,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Barnstable,16546,24296,,31,,,47,,,,,,,1242,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Berkshire,38497,23078,,85,,,211,,,,,,,2593,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Bristol,119439,56672,,238,,,211,,,,,,,6999,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Dukes,1540,1576,,3,,,2,,,,,,,75,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Essex,171901,99721,,395,,,428,,,,,,,9236,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Franklin,12072,12345,,19,,,56,,,,,,,893,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Hampden,111376,55783,,207,,,930,,,,,,,9846,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Hampshire,26666,16270,,64,,,98,,,,,,,2314,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Middlesex,370310,188304,,646,,,1765,,,,,,,16561,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Nantucket,744,991,,2,,,3,,,,,,,52,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Norfolk,160513,95858,,150,,,596,,,,,,,9080,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Plymouth,67771,54644,,97,,,119,,,,,,,5342,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Suffolk,203406,48952,,217,,,1281,,,,,,,15121,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1968,President,Worcester,168437,88354,,215,,,433,,,,,,,7734,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
