State,Year,Office,County,D#,R#,GB#,Proh.#,ND#,S#,SL#,SW#,Comm.#,IL#,Pop.#,Prog.#,U#,AI#,I1#,I2#,Ref.#,NL#,G#,L#,LaR#,Wor.#,Labor#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,TE#,TSJ#,TO#,Vol.#,CON#,LWR#,TND#,12V#,BR#,GR#,UCT#,TRP#,IndCit#,ITR#,SSG#,DS#,Anti-Mer#,I3#,ET#,Am.#,DN#,I#,IHT#,W/I#,Town,UI#
Massachusetts,1914,Lt. Governor,Middlesex,39429,49259,,789,,1287,339,,,,,6883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1914,Lt. Governor,Nantucket,172,245,,9,,4,2,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1914,Lt. Governor,Norfolk,10189,15296,,243,,491,95,,,,,2494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1914,Lt. Governor,Plymouth,8117,9903,,286,,991,83,,,,,2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1914,Lt. Governor,Suffolk,49691,31817,,363,,1687,389,,,,,4911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1914,Lt. Governor,Worcester,23187,27529,,615,,1070,270,,,,,2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Barnstable,921,3141,,134,,52,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Berkshire,6827,9951,,255,,550,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Bristol,13980,23254,,758,,1030,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Dukes,129,529,,28,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Essex,24659,38011,,1120,,2668,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Franklin,1877,4758,,144,,190,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Hampden,13113,19471,,578,,937,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Hampshire,2884,6483,,235,,230,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Middlesex,40255,64721,,1413,,1848,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Nantucket,161,301,,7,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Norfolk,9940,20512,,424,,688,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Plymouth,8239,14411,,409,,1177,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Suffolk,52826,43559,,974,,2360,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1916,Lt. Governor,Worcester,22425,34064,,1039,,1255,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Barnstable,484,2086,,,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Berkshire,3744,8139,,,,865,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Bristol,7965,18630,,,,1642,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Dukes,89,477,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Essex,15599,30187,,,,3293,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Franklin,1035,3640,,,,225,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Hampden,6076,14629,,,,1372,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Hampshire,1429,5248,,,,271,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Middlesex,26900,51469,,,,2576,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Nantucket,134,311,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Norfolk,6229,15749,,,,890,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Plymouth,4342,9723,,,,1853,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Suffolk,35439,34850,,,,4038,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1917,Lt. Governor,Worcester,11961,28019,,,,2335,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Barnstable,944,2848,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Berkshire,5854,8430,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Bristol,12367,19100,,,,,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Dukes,129,409,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Essex,22706,30696,,,,,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Franklin,1809,3914,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Hampden,11801,14906,,,,,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Hampshire,2662,5196,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Middlesex,35787,47184,,,,,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Nantucket,164,208,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Norfolk,9588,16136,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Plymouth,7382,10965,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Suffolk,46877,31802,,,,,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1918,Lt. Governor,Worcester,21220,27637,,,,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Barnstable,469,3656,,7,,82,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Berkshire,5947,10169,,243,,472,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Bristol,12319,26462,,685,,1077,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Dukes,76,664,,2,,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Essex,24322,40604,,994,,2324,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Franklin,1147,5371,,66,,183,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Hampden,12074,20464,,429,,982,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Hampshire,2507,6714,,89,,260,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Middlesex,39668,66526,,858,,1841,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Nantucket,71,348,,1,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Norfolk,9406,22103,,258,,694,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Plymouth,6543,15306,,241,,1051,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Suffolk,49986,45235,,1208,,2342,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1919,Lt. Governor,Worcester,23592,34388,,542,,1371,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1920,Lt. Governor,Barnstable,987,4696,,,,41,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447,,,,
Massachusetts,1920,Lt. Governor,Berkshire,10954,16494,,,,525,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765,,,,
Massachusetts,1920,Lt. Governor,Bristol,19192,34077,,,,1461,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16578,,,,
Massachusetts,1920,Lt. Governor,Dukes,202,647,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,
Massachusetts,1920,Lt. Governor,Essex,31114,77931,,,,3956,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10042,,,,
Massachusetts,1920,Lt. Governor,Franklin,2297,6987,,,,252,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257,,,,
Massachusetts,1920,Lt. Governor,Hampden,20658,37120,,,,1375,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,,,,
Massachusetts,1920,Lt. Governor,Hampshire,5343,10676,,,,271,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220,,,,
Massachusetts,1920,Lt. Governor,Middlesex,55108,123090,,,,2676,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31190,,,,
Massachusetts,1920,Lt. Governor,Nantucket,174,383,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,
Massachusetts,1920,Lt. Governor,Norfolk,14405,36690,,,,1082,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12901,,,,
Massachusetts,1920,Lt. Governor,Plymouth,9440,26975,,,,1428,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4623,,,,
Massachusetts,1920,Lt. Governor,Suffolk,62868,78916,,,,4193,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26517,,,,
Massachusetts,1920,Lt. Governor,Worcester,37582,51631,,,,1609,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20781,,,,
Massachusetts,1922,Lt. Governor,Barnstable,1179,4927,,,,35,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Berkshire,12202,14480,,,,522,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Bristol,28890,36615,,,,961,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Dukes,117,910,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Essex,40792,63832,,,,2691,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Franklin,2134,6667,,,,230,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Hampden,22920,28069,,,,794,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Hampshire,5050,9056,,,,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Middlesex,70675,120489,,,,1500,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Nantucket,169,433,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Norfolk,18170,37983,,,,622,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Plymouth,12038,23100,,,,906,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Suffolk,98475,77454,,,,1970,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1922,Lt. Governor,Worcester,43246,60839,,,,1180,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Barnstable,1093,6851,,,,32,47,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Berkshire,12439,18824,,,,303,308,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Bristol,29128,51523,,,,738,881,,,,,,,,,,,,,,,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Dukes,144,1097,,,,2,4,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Essex,42657,85861,,,,1923,1323,,,,,,,,,,,,,,,1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Franklin,2638,10525,,,,222,84,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Hampden,28320,42616,,,,716,816,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Hampshire,6405,12742,,,,195,140,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Middlesex,89729,154460,,,,1198,1292,,,,,,,,,,,,,,,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Nantucket,187,616,,,,3,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Norfolk,20762,56086,,,,491,390,,,,,,,,,,,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Plymouth,13595,32519,,,,563,414,,,,,,,,,,,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Suffolk,120453,95015,,,,1537,1743,,,,,,,,,,,,,,,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1924,Lt. Governor,Worcester,46348,79638,,,,805,784,,,,,,,,,,,,,,,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Barnstable,1225,5835,,,,23,23,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Berkshire,12300,16802,,,,223,196,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Bristol,34620,46527,,,,699,405,,,,,,,,,,,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Dukes,165,1043,,,,5,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Essex,41308,69699,,,,1466,884,,,,,,,,,,,,,,,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Franklin,3125,9811,,,,137,55,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Hampden,31577,36752,,,,540,405,,,,,,,,,,,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Hampshire,6525,10942,,,,163,97,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Middlesex,83757,132709,,,,1454,1226,,,,,,,,,,,,,,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Nantucket,135,516,,,,1,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Norfolk,19404,50879,,,,506,301,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Plymouth,12210,26970,,,,588,169,,,,,,,,,,,,,,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Suffolk,100438,80815,,,,2308,1436,,,,,,,,,,,,,,,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1926,Lt. Governor,Worcester,47222,71759,,,,931,598,,,,,,,,,,,,,,,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Barnstable,2318,9137,,,,52,32,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Berkshire,20827,22793,,,,318,124,,,,,,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Bristol,50694,54341,,,,1049,477,,,,,,,,,,,,,,,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Dukes,346,1350,,,,6,1,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Essex,75827,98301,,,,1533,596,,,,,,,,,,,,,,,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Franklin,4677,13402,,,,321,29,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Hampden,54008,54758,,,,872,280,,,,,,,,,,,,,,,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Hampshire,10850,13697,,,,318,51,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Middlesex,155175,185917,,,,1531,563,,,,,,,,,,,,,,,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Nantucket,238,741,,,,5,5,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Norfolk,40970,71414,,,,582,174,,,,,,,,,,,,,,,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Plymouth,21357,39169,,,,493,105,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Suffolk,181814,99660,,,,2149,756,,,,,,,,,,,,,,,2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1928,Lt. Governor,Worcester,76050,92332,,,,1082,237,,,,,,,,,,,,,,,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Barnstable,2109,6200,,,,38,38,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Berkshire,16731,17508,,,,399,225,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Bristol,38895,46937,,,,1166,821,,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Dukes,249,917,,,,4,2,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Essex,63027,75839,,,,1951,1500,,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Franklin,3818,9741,,,,172,65,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Hampden,49570,42946,,,,997,525,,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Hampshire,9241,10482,,,,300,115,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Middlesex,128076,144909,,,,1715,940,,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Nantucket,270,731,,,,9,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Norfolk,34005,55053,,,,728,327,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Plymouth,18278,28149,,,,557,240,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Suffolk,142388,73306,,,,2436,1232,,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1930,Lt. Governor,Worcester,62967,75171,,,,1106,649,,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Barnstable,3299,9284,,,,128,45,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Berkshire,22246,21737,,,,1158,387,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Bristol,55772,51801,,,,2052,965,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Dukes,455,1317,,,,3,12,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Essex,84630,93480,,,,3657,1606,,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Franklin,5465,12424,,,,550,79,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Hampden,59324,55300,,,,3703,1030,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Hampshire,11709,12824,,,,1110,187,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Middlesex,164508,185970,,,,3942,1576,,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Nantucket,423,773,,,,5,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Norfolk,45760,75399,,,,1512,608,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts,1932,Lt. Governor,Plymouth,23671,37515,,,,1066,310,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
