State,Year,Office,County,D#,R#,Prog.#,S#,SD#,Proh.#,SR#,Am.#,IND#,I1#,I2#,Ref.#,NL#,L#,G#,NA#,UC#,W/I#,D1#,D2#,I#,W/I1#,W/I2#,Year / Office,C#,All.#
South Carolina,,,Kershaw,5432,3284,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Lancaster,4977,2543,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Laurens,5469,2990,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Lee,2381,1822,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Lexington,9556,9574,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Marion,3701,1132,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Marlboro,2814,1095,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,McCormick,1389,243,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Newberry,4931,1914,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Oconee,3626,1602,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Orangeburg,9055,6018,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Pickens,6347,3526,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Richland,28954,16159,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Saluda,2168,1262,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Spartanburg,15198,10166,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Sumter,6690,4516,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Union,4027,1696,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Williamsburg,5089,2515,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,York,8256,3195,,,,,,,,,,,,,,,,,,,,,,1970 Secretary of State,,
South Carolina,,,Abbeville,3449,916,,,,,,,,,,,,,,,,,,,90,,,1974 Attorney General,,
South Carolina,,,Aiken,10950,7773,,,,,,,,,,,,,,,,,,,446,,,1974 Attorney General,,
South Carolina,,,Allendale,2004,437,,,,,,,,,,,,,,,,,,,23,,,1974 Attorney General,,
South Carolina,,,Anderson,12874,6458,,,,,,,,,,,,,,,,,,,238,,,1974 Attorney General,,
South Carolina,,,Bamberg,2824,785,,,,,,,,,,,,,,,,,,,51,,,1974 Attorney General,,
South Carolina,,,Barnwell,2951,1216,,,,,,,,,,,,,,,,,,,25,,,1974 Attorney General,,
South Carolina,,,Beaufort,4325,2496,,,,,,,,,,,,,,,,,,,105,,,1974 Attorney General,,
South Carolina,,,Berkeley,6253,3811,,,,,,,,,,,,,,,,,,,164,,,1974 Attorney General,,
South Carolina,,,Calhoun,1541,879,,,,,,,,,,,,,,,,,,,13,,,1974 Attorney General,,
South Carolina,,,Charleston,26114,20720,,,,,,,,,,,,,,,,,,,429,,,1974 Attorney General,,
South Carolina,,,Cherokee,4728,1751,,,,,,,,,,,,,,,,,,,55,,,1974 Attorney General,,
South Carolina,,,Chester,3929,1457,,,,,,,,,,,,,,,,,,,23,,,1974 Attorney General,,
South Carolina,,,Chesterfield,4178,1121,,,,,,,,,,,,,,,,,,,41,,,1974 Attorney General,,
South Carolina,,,Clarendon,4055,1307,,,,,,,,,,,,,,,,,,,11,,,1974 Attorney General,,
South Carolina,,,Colleton,3742,1687,,,,,,,,,,,,,,,,,,,36,,,1974 Attorney General,,
South Carolina,,,Darlington,6165,3797,,,,,,,,,,,,,,,,,,,72,,,1974 Attorney General,,
South Carolina,,,Dillon,3200,1251,,,,,,,,,,,,,,,,,,,24,,,1974 Attorney General,,
South Carolina,,,Dorchester,5326,3396,,,,,,,,,,,,,,,,,,,74,,,1974 Attorney General,,
South Carolina,,,Edgefield,2654,672,,,,,,,,,,,,,,,,,,,19,,,1974 Attorney General,,
South Carolina,,,Fairfield,2938,1007,,,,,,,,,,,,,,,,,,,15,,,1974 Attorney General,,
South Carolina,,,Florence,12106,6909,,,,,,,,,,,,,,,,,,,86,,,1974 Attorney General,,
South Carolina,,,Georgetown,5117,2290,,,,,,,,,,,,,,,,,,,45,,,1974 Attorney General,,
South Carolina,,,Greenville,20405,21692,,,,,,,,,,,,,,,,,,,1103,,,1974 Attorney General,,
South Carolina,,,Greenwood,6672,4709,,,,,,,,,,,,,,,,,,,56,,,1974 Attorney General,,
South Carolina,,,Hampton,2683,638,,,,,,,,,,,,,,,,,,,11,,,1974 Attorney General,,
South Carolina,,,Horry,10148,5195,,,,,,,,,,,,,,,,,,,140,,,1974 Attorney General,,
South Carolina,,,Jasper,1720,341,,,,,,,,,,,,,,,,,,,24,,,1974 Attorney General,,
South Carolina,,,Kershaw,4844,3815,,,,,,,,,,,,,,,,,,,86,,,1974 Attorney General,,
South Carolina,,,Lancaster,6699,2332,,,,,,,,,,,,,,,,,,,94,,,1974 Attorney General,,
South Carolina,,,Laurens,4626,2814,,,,,,,,,,,,,,,,,,,93,,,1974 Attorney General,,
South Carolina,,,Lee,3125,1622,,,,,,,,,,,,,,,,,,,29,,,1974 Attorney General,,
South Carolina,,,Lexington,9743,15036,,,,,,,,,,,,,,,,,,,329,,,1974 Attorney General,,
South Carolina,,,Marion,3761,1321,,,,,,,,,,,,,,,,,,,28,,,1974 Attorney General,,
South Carolina,,,Marlboro,3197,1045,,,,,,,,,,,,,,,,,,,30,,,1974 Attorney General,,
South Carolina,,,McCormick,1553,280,,,,,,,,,,,,,,,,,,,15,,,1974 Attorney General,,
South Carolina,,,Newberry,5064,2444,,,,,,,,,,,,,,,,,,,57,,,1974 Attorney General,,
South Carolina,,,Oconee,4746,2330,,,,,,,,,,,,,,,,,,,92,,,1974 Attorney General,,
South Carolina,,,Orangeburg,10325,5002,,,,,,,,,,,,,,,,,,,70,,,1974 Attorney General,,
South Carolina,,,Pickens,5493,4986,,,,,,,,,,,,,,,,,,,129,,,1974 Attorney General,,
South Carolina,,,Richland,27756,20709,,,,,,,,,,,,,,,,,,,508,,,1974 Attorney General,,
South Carolina,,,Saluda,2177,1327,,,,,,,,,,,,,,,,,,,38,,,1974 Attorney General,,
South Carolina,,,Spartanburg,15409,11671,,,,,,,,,,,,,,,,,,,380,,,1974 Attorney General,,
South Carolina,,,Sumter,6743,4043,,,,,,,,,,,,,,,,,,,82,,,1974 Attorney General,,
South Carolina,,,Union,4728,1691,,,,,,,,,,,,,,,,,,,56,,,1974 Attorney General,,
South Carolina,,,Williamsburg,6934,1995,,,,,,,,,,,,,,,,,,,35,,,1974 Attorney General,,
South Carolina,,,York,9420,3659,,,,,,,,,,,,,,,,,,,148,,,1974 Attorney General,,
South Carolina,,,Abbeville,3690,578,,,,,,,,,,,,,,,,,,,61,,,1974 Comptroller,,
South Carolina,,,Aiken,11244,6964,,,,,,,,,,,,,,,,,,,809,,,1974 Comptroller,,
South Carolina,,,Allendale,2091,338,,,,,,,,,,,,,,,,,,,18,,,1974 Comptroller,,
South Carolina,,,Anderson,13381,5156,,,,,,,,,,,,,,,,,,,328,,,1974 Comptroller,,
South Carolina,,,Bamberg,2870,583,,,,,,,,,,,,,,,,,,,109,,,1974 Comptroller,,
South Carolina,,,Barnwell,3192,894,,,,,,,,,,,,,,,,,,,51,,,1974 Comptroller,,
South Carolina,,,Beaufort,4786,2080,,,,,,,,,,,,,,,,,,,123,,,1974 Comptroller,,
South Carolina,,,Berkeley,6762,3202,,,,,,,,,,,,,,,,,,,174,,,1974 Comptroller,,
South Carolina,,,Calhoun,1645,735,,,,,,,,,,,,,,,,,,,17,,,1974 Comptroller,,
South Carolina,,,Charleston,28150,16332,,,,,,,,,,,,,,,,,,,770,,,1974 Comptroller,,
South Carolina,,,Cherokee,4834,1440,,,,,,,,,,,,,,,,,,,86,,,1974 Comptroller,,
South Carolina,,,Chester,4355,950,,,,,,,,,,,,,,,,,,,49,,,1974 Comptroller,,
South Carolina,,,Chesterfield,4390,818,,,,,,,,,,,,,,,,,,,56,,,1974 Comptroller,,
South Carolina,,,Clarendon,4203,1058,,,,,,,,,,,,,,,,,,,20,,,1974 Comptroller,,
South Carolina,,,Colleton,3912,1394,,,,,,,,,,,,,,,,,,,50,,,1974 Comptroller,,
South Carolina,,,Darlington,6759,2918,,,,,,,,,,,,,,,,,,,135,,,1974 Comptroller,,
South Carolina,,,Dillon,3386,982,,,,,,,,,,,,,,,,,,,46,,,1974 Comptroller,,
South Carolina,,,Dorchester,5629,2735,,,,,,,,,,,,,,,,,,,121,,,1974 Comptroller,,
South Carolina,,,Edgefield,2814,529,,,,,,,,,,,,,,,,,,,32,,,1974 Comptroller,,
South Carolina,,,Fairfield,3131,739,,,,,,,,,,,,,,,,,,,31,,,1974 Comptroller,,
South Carolina,,,Florence,13446,5027,,,,,,,,,,,,,,,,,,,153,,,1974 Comptroller,,
South Carolina,,,Georgetown,5286,1986,,,,,,,,,,,,,,,,,,,107,,,1974 Comptroller,,
South Carolina,,,Greenville,22049,18936,,,,,,,,,,,,,,,,,,,1783,,,1974 Comptroller,,
South Carolina,,,Greenwood,8929,2062,,,,,,,,,,,,,,,,,,,234,,,1974 Comptroller,,
South Carolina,,,Hampton,2812,500,,,,,,,,,,,,,,,,,,,14,,,1974 Comptroller,,
South Carolina,,,Horry,10699,4220,,,,,,,,,,,,,,,,,,,147,,,1974 Comptroller,,
South Carolina,,,Jasper,1741,300,,,,,,,,,,,,,,,,,,,20,,,1974 Comptroller,,
South Carolina,,,Kershaw,5671,2609,,,,,,,,,,,,,,,,,,,147,,,1974 Comptroller,,
South Carolina,,,Lancaster,7101,1863,,,,,,,,,,,,,,,,,,,97,,,1974 Comptroller,,
South Carolina,,,Laurens,4949,2153,,,,,,,,,,,,,,,,,,,113,,,1974 Comptroller,,
South Carolina,,,Lee,3257,1366,,,,,,,,,,,,,,,,,,,37,,,1974 Comptroller,,
South Carolina,,,Lexington,12659,11490,,,,,,,,,,,,,,,,,,,585,,,1974 Comptroller,,
South Carolina,,,Marion,4024,1036,,,,,,,,,,,,,,,,,,,48,,,1974 Comptroller,,
South Carolina,,,Marlboro,3352,781,,,,,,,,,,,,,,,,,,,49,,,1974 Comptroller,,
South Carolina,,,McCormick,1642,184,,,,,,,,,,,,,,,,,,,25,,,1974 Comptroller,,
South Carolina,,,Newberry,5546,1709,,,,,,,,,,,,,,,,,,,68,,,1974 Comptroller,,
South Carolina,,,Oconee,5342,1612,,,,,,,,,,,,,,,,,,,126,,,1974 Comptroller,,
South Carolina,,,Orangeburg,10310,4751,,,,,,,,,,,,,,,,,,,110,,,1974 Comptroller,,
South Carolina,,,Pickens,6331,3957,,,,,,,,,,,,,,,,,,,211,,,1974 Comptroller,,
South Carolina,,,Richland,29831,16162,,,,,,,,,,,,,,,,,,,669,,,1974 Comptroller,,
South Carolina,,,Saluda,2580,860,,,,,,,,,,,,,,,,,,,44,,,1974 Comptroller,,
South Carolina,,,Spartanburg,16343,9382,,,,,,,,,,,,,,,,,,,621,,,1974 Comptroller,,
South Carolina,,,Sumter,7411,3131,,,,,,,,,,,,,,,,,,,151,,,1974 Comptroller,,
South Carolina,,,Union,4956,1397,,,,,,,,,,,,,,,,,,,98,,,1974 Comptroller,,
South Carolina,,,Williamsburg,7236,1470,,,,,,,,,,,,,,,,,,,49,,,1974 Comptroller,,
South Carolina,,,York,9679,3112,,,,,,,,,,,,,,,,,,,293,,,1974 Comptroller,,
South Carolina,,,Abbeville,3110,1286,,,,,,,,,,,,,,,,,,,22,,,1974 Lt. Gubernatorial,,
South Carolina,,,Aiken,10889,8222,,,,,,,,,,,,,,,,,,,338,,,1974 Lt. Gubernatorial,,
South Carolina,,,Allendale,2042,417,,,,,,,,,,,,,,,,,,,40,,,1974 Lt. Gubernatorial,,
South Carolina,,,Anderson,10409,8515,,,,,,,,,,,,,,,,,,,157,,,1974 Lt. Gubernatorial,,
South Carolina,,,Bamberg,2692,965,,,,,,,,,,,,,,,,,,,103,,,1974 Lt. Gubernatorial,,
South Carolina,,,Barnwell,2990,1241,,,,,,,,,,,,,,,,,,,36,,,1974 Lt. Gubernatorial,,
South Carolina,,,Beaufort,5362,2251,,,,,,,,,,,,,,,,,,,55,,,1974 Lt. Gubernatorial,,
South Carolina,,,Berkeley,5778,4723,,,,,,,,,,,,,,,,,,,39,,,1974 Lt. Gubernatorial,,
South Carolina,,,Calhoun,1434,1028,,,,,,,,,,,,,,,,,,,23,,,1974 Lt. Gubernatorial,,
South Carolina,,,Charleston,22000,26584,,,,,,,,,,,,,,,,,,,405,,,1974 Lt. Gubernatorial,,
South Carolina,,,Cherokee,4033,2465,,,,,,,,,,,,,,,,,,,55,,,1974 Lt. Gubernatorial,,
South Carolina,,,Chester,3935,1567,,,,,,,,,,,,,,,,,,,31,,,1974 Lt. Gubernatorial,,
South Carolina,,,Chesterfield,3993,1381,,,,,,,,,,,,,,,,,,,49,,,1974 Lt. Gubernatorial,,
South Carolina,,,Clarendon,3519,1891,,,,,,,,,,,,,,,,,,,16,,,1974 Lt. Gubernatorial,,
South Carolina,,,Colleton,3581,2008,,,,,,,,,,,,,,,,,,,36,,,1974 Lt. Gubernatorial,,
South Carolina,,,Darlington,6210,4168,,,,,,,,,,,,,,,,,,,94,,,1974 Lt. Gubernatorial,,
South Carolina,,,Dillon,2848,1665,,,,,,,,,,,,,,,,,,,25,,,1974 Lt. Gubernatorial,,
South Carolina,,,Dorchester,4792,4018,,,,,,,,,,,,,,,,,,,76,,,1974 Lt. Gubernatorial,,
South Carolina,,,Edgefield,2558,869,,,,,,,,,,,,,,,,,,,16,,,1974 Lt. Gubernatorial,,
South Carolina,,,Fairfield,2826,1148,,,,,,,,,,,,,,,,,,,22,,,1974 Lt. Gubernatorial,,
South Carolina,,,Florence,10235,8959,,,,,,,,,,,,,,,,,,,78,,,1974 Lt. Gubernatorial,,
South Carolina,,,Georgetown,4736,2733,,,,,,,,,,,,,,,,,,,35,,,1974 Lt. Gubernatorial,,
South Carolina,,,Greenville,11407,32085,,,,,,,,,,,,,,,,,,,467,,,1974 Lt. Gubernatorial,,
South Carolina,,,Greenwood,7253,4137,,,,,,,,,,,,,,,,,,,55,,,1974 Lt. Gubernatorial,,
South Carolina,,,Hampton,2943,561,,,,,,,,,,,,,,,,,,,15,,,1974 Lt. Gubernatorial,,
South Carolina,,,Horry,9093,6417,,,,,,,,,,,,,,,,,,,130,,,1974 Lt. Gubernatorial,,
South Carolina,,,Jasper,1846,316,,,,,,,,,,,,,,,,,,,20,,,1974 Lt. Gubernatorial,,
South Carolina,,,Kershaw,4463,4424,,,,,,,,,,,,,,,,,,,124,,,1974 Lt. Gubernatorial,,
South Carolina,,,Lancaster,6241,2837,,,,,,,,,,,,,,,,,,,118,,,1974 Lt. Gubernatorial,,
South Carolina,,,Laurens,3605,3988,,,,,,,,,,,,,,,,,,,80,,,1974 Lt. Gubernatorial,,
South Carolina,,,Lee,2982,1861,,,,,,,,,,,,,,,,,,,47,,,1974 Lt. Gubernatorial,,
South Carolina,,,Lexington,9073,15920,,,,,,,,,,,,,,,,,,,264,,,1974 Lt. Gubernatorial,,
South Carolina,,,Marion,3170,1488,,,,,,,,,,,,,,,,,,,87,,,1974 Lt. Gubernatorial,,
South Carolina,,,Marlboro,2767,1431,,,,,,,,,,,,,,,,,,,28,,,1974 Lt. Gubernatorial,,
South Carolina,,,McCormick,1551,296,,,,,,,,,,,,,,,,,,,18,,,1974 Lt. Gubernatorial,,
South Carolina,,,Newberry,4453,3004,,,,,,,,,,,,,,,,,,,94,,,1974 Lt. Gubernatorial,,
South Carolina,,,Oconee,4279,3034,,,,,,,,,,,,,,,,,,,77,,,1974 Lt. Gubernatorial,,
South Carolina,,,Orangeburg,9343,6122,,,,,,,,,,,,,,,,,,,112,,,1974 Lt. Gubernatorial,,
South Carolina,,,Pickens,4119,6848,,,,,,,,,,,,,,,,,,,87,,,1974 Lt. Gubernatorial,,
South Carolina,,,Richland,23965,25203,,,,,,,,,,,,,,,,,,,614,,,1974 Lt. Gubernatorial,,
South Carolina,,,Saluda,2227,1305,,,,,,,,,,,,,,,,,,,38,,,1974 Lt. Gubernatorial,,
South Carolina,,,Spartanburg,12749,15363,,,,,,,,,,,,,,,,,,,299,,,1974 Lt. Gubernatorial,,
South Carolina,,,Sumter,5871,5028,,,,,,,,,,,,,,,,,,,67,,,1974 Lt. Gubernatorial,,
South Carolina,,,Union,4213,2232,,,,,,,,,,,,,,,,,,,52,,,1974 Lt. Gubernatorial,,
South Carolina,,,Williamsburg,6154,2948,,,,,,,,,,,,,,,,,,,55,,,1974 Lt. Gubernatorial,,
South Carolina,,,York,8754,4365,,,,,,,,,,,,,,,,,,,195,,,1974 Lt. Gubernatorial,,
South Carolina,,,Abbeville,3727,522,,,,,,,,,,,,,,,,,,,55,,,1974 Secretary of State,,
South Carolina,,,Aiken,11536,6454,,,,,,,,,,,,,,,,,,,672,,,1974 Secretary of State,,
South Carolina,,,Allendale,2049,326,,,,,,,,,,,,,,,,,,,43,,,1974 Secretary of State,,
South Carolina,,,Anderson,14192,4038,,,,,,,,,,,,,,,,,,,291,,,1974 Secretary of State,,
South Carolina,,,Bamberg,2845,645,,,,,,,,,,,,,,,,,,,109,,,1974 Secretary of State,,
South Carolina,,,Barnwell,3234,869,,,,,,,,,,,,,,,,,,,58,,,1974 Secretary of State,,
South Carolina,,,Beaufort,4812,1577,,,,,,,,,,,,,,,,,,,164,,,1974 Secretary of State,,
South Carolina,,,Berkeley,6784,3016,,,,,,,,,,,,,,,,,,,197,,,1974 Secretary of State,,
South Carolina,,,Calhoun,1707,622,,,,,,,,,,,,,,,,,,,27,,,1974 Secretary of State,,
South Carolina,,,Charleston,28883,15893,,,,,,,,,,,,,,,,,,,1013,,,1974 Secretary of State,,
South Carolina,,,Cherokee,4828,1431,,,,,,,,,,,,,,,,,,,98,,,1974 Secretary of State,,
South Carolina,,,Chester,4374,923,,,,,,,,,,,,,,,,,,,57,,,1974 Secretary of State,,
South Carolina,,,Chesterfield,4344,822,,,,,,,,,,,,,,,,,,,68,,,1974 Secretary of State,,
South Carolina,,,Clarendon,4143,1024,,,,,,,,,,,,,,,,,,,45,,,1974 Secretary of State,,
South Carolina,,,Colleton,3843,1376,,,,,,,,,,,,,,,,,,,96,,,1974 Secretary of State,,
South Carolina,,,Darlington,6546,2879,,,,,,,,,,,,,,,,,,,189,,,1974 Secretary of State,,
South Carolina,,,Dillon,3398,881,,,,,,,,,,,,,,,,,,,64,,,1974 Secretary of State,,
South Carolina,,,Dorchester,5594,2589,,,,,,,,,,,,,,,,,,,231,,,1974 Secretary of State,,
South Carolina,,,Edgefield,2833,537,,,,,,,,,,,,,,,,,,,25,,,1974 Secretary of State,,
South Carolina,,,Fairfield,3168,686,,,,,,,,,,,,,,,,,,,36,,,1974 Secretary of State,,
South Carolina,,,Florence,13324,4822,,,,,,,,,,,,,,,,,,,330,,,1974 Secretary of State,,
South Carolina,,,Georgetown,5357,1885,,,,,,,,,,,,,,,,,,,134,,,1974 Secretary of State,,
South Carolina,,,Greenville,23574,17402,,,,,,,,,,,,,,,,,,,1854,,,1974 Secretary of State,,
South Carolina,,,Greenwood,9129,1814,,,,,,,,,,,,,,,,,,,145,,,1974 Secretary of State,,
South Carolina,,,Hampton,2805,468,,,,,,,,,,,,,,,,,,,31,,,1974 Secretary of State,,
South Carolina,,,Horry,10955,3756,,,,,,,,,,,,,,,,,,,180,,,1974 Secretary of State,,
South Carolina,,,Jasper,1763,286,,,,,,,,,,,,,,,,,,,28,,,1974 Secretary of State,,
South Carolina,,,Kershaw,5640,2471,,,,,,,,,,,,,,,,,,,218,,,1974 Secretary of State,,
South Carolina,,,Lancaster,7085,1792,,,,,,,,,,,,,,,,,,,137,,,1974 Secretary of State,,
South Carolina,,,Laurens,5115,2105,,,,,,,,,,,,,,,,,,,128,,,1974 Secretary of State,,
South Carolina,,,Lee,3185,1359,,,,,,,,,,,,,,,,,,,61,,,1974 Secretary of State,,
South Carolina,,,Lexington,14147,9918,,,,,,,,,,,,,,,,,,,677,,,1974 Secretary of State,,
South Carolina,,,Marion,4131,903,,,,,,,,,,,,,,,,,,,46,,,1974 Secretary of State,,
South Carolina,,,Marlboro,3281,837,,,,,,,,,,,,,,,,,,,57,,,1974 Secretary of State,,
South Carolina,,,McCormick,1536,156,,,,,,,,,,,,,,,,,,,26,,,1974 Secretary of State,,
South Carolina,,,Newberry,5672,1344,,,,,,,,,,,,,,,,,,,109,,,1974 Secretary of State,,
South Carolina,,,Oconee,5358,1516,,,,,,,,,,,,,,,,,,,160,,,1974 Secretary of State,,
South Carolina,,,Orangeburg,11069,3890,,,,,,,,,,,,,,,,,,,154,,,1974 Secretary of State,,
South Carolina,,,Pickens,6429,3659,,,,,,,,,,,,,,,,,,,210,,,1974 Secretary of State,,
South Carolina,,,Richland,31827,13620,,,,,,,,,,,,,,,,,,,767,,,1974 Secretary of State,,
South Carolina,,,Saluda,2654,718,,,,,,,,,,,,,,,,,,,68,,,1974 Secretary of State,,
South Carolina,,,Spartanburg,16514,8815,,,,,,,,,,,,,,,,,,,613,,,1974 Secretary of State,,
South Carolina,,,Sumter,7512,2991,,,,,,,,,,,,,,,,,,,209,,,1974 Secretary of State,,
South Carolina,,,Union,5163,1138,,,,,,,,,,,,,,,,,,,104,,,1974 Secretary of State,,
South Carolina,,,Williamsburg,7171,1509,,,,,,,,,,,,,,,,,,,74,,,1974 Secretary of State,,
South Carolina,,,York,9918,2833,,,,,,,,,,,,,,,,,,,218,,,1974 Secretary of State,,
South Carolina,,,Abbeville,3420,1447,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Aiken,12405,10704,,,,,,,,,,,,,,,,4,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Allendale,2085,649,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Anderson,14421,7298,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Bamberg,2471,1198,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Barnwell,2710,1578,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Beaufort,6836,4117,,,,,,,,,,,,,,,,2,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Berkeley,10107,4894,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Calhoun,1869,1070,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Charleston,35122,20998,,,,,,,,,,,,,,,,4,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Cherokee,4982,2566,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Chester,4050,1409,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Chesterfield,4976,1463,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Clarendon,4531,1719,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Colleton,4412,2910,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Darlington,8379,3780,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Dillon,4004,1324,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Dorchester,7847,3681,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Edgefield,2961,1150,,,,,,,,,,,,,,,,1,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Fairfield,3315,1157,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Florence,15090,7704,,,,,,,,,,,,,,,,9,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Georgetown,6923,2016,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Greenville,35423,24137,,,,,,,,,,,,,,,,183,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Greenwood,8609,3184,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Hampton,3276,938,,,,,,,,,,,,,,,,1,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Horry,10143,5018,,,,,,,,,,,,,,,,1,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Jasper,2144,691,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Kershaw,6420,3158,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Lancaster,7040,2723,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Laurens,6570,3267,,,,,,,,,,,,,,,,3,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Lee,3534,1702,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Lexington,15954,14750,,,,,,,,,,,,,,,,2,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Marion,4337,1311,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Marlboro,4374,960,,,,,,,,,,,,,,,,3,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,McCormick,1508,337,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Newberry,5053,2621,,,,,,,,,,,,,,,,3,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Oconee,6284,2368,,,,,,,,,,,,,,,,1,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Orangeburg,14128,5634,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Pickens,7151,4492,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Richland,38727,20629,,,,,,,,,,,,,,,,9,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Saluda,2185,1475,,,,,,,,,,,,,,,,1,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Spartanburg,20887,16549,,,,,,,,,,,,,,,,8,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Sumter,10807,4468,,,,,,,,,,,,,,,,4,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Union,4763,2379,,,,,,,,,,,,,,,,3,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Williamsburg,7033,2385,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,York,9960,4209,,,,,,,,,,,,,,,,0,,,,,,1978 Lt. Gubernatorial,,
South Carolina,,,Abbeville,3997,628,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Aiken,13327,8965,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Allendale,2079,515,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Anderson,17036,4090,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
South Carolina,,,Bamberg,2667,850,,,,,,,,,,,,,,,,0,,,,,,1978 Secretary of State,,
