State,Year,Office,County,D#,R#,GR#,Justice#,C#,FLR#,IND#,I#,New#,PF#,LU#,T#,S&L,SW#,Labor#,S#,Comm.#,SL#,Proh.#,Pop.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,GD#,Prog.#,GWP#,Ref.#,NL#,G#,SD#,NA#,Cit.#,L#,P&P,KISS#,ABC#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,GR#.1,M#,W/I#,ER#,CRE#,RJF#,PoV#,Loc.#,Year / Office,Town,S&L#,P&P#
Vermont,1998,US Senate,,1988,593,25,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,19,,,,,,,,,2,,,,,,,Barre City,,
Vermont,1998,US Senate,,2111,683,9,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,24,,,,,,,,,12,,,,,,,Barre Town,,
Vermont,1998,US Senate,,685,217,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,17,,,,,,,,,8,,,,,,,Barton Town,,
Vermont,1998,US Senate,,63,20,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,0,,,,,,,Belvidere Town,,
Vermont,1998,US Senate,,3693,926,52,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,66,,,,,,,,,0,,,,,,,Bennington Town,,
Vermont,1998,US Senate,,166,89,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,,,,,,,,,1,,,,,,,Benson Town,,
Vermont,1998,US Senate,,326,102,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,2,,,,,,,,,0,,,,,,,Berkshire Town,,
Vermont,1998,US Senate,,662,231,9,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,8,,,,,,,,,1,,,,,,,Berlin Town,,
Vermont,1998,US Senate,,488,149,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,9,,,,,,,,,0,,,,,,,Bethel Town,,
Vermont,1998,US Senate,,38,23,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,0,,,,,,,Bloomfield Town,,
Vermont,1998,US Senate,,262,86,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,,,1,,,,,,,Bolton Town,,
Vermont,1998,US Senate,,614,225,13,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,19,,,,,,,,,0,,,,,,,Bradford Town,,
Vermont,1998,US Senate,,335,104,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,8,,,,,,,,,1,,,,,,,Braintree Town,,
Vermont,1998,US Senate,,966,346,8,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,19,,,,,,,,,4,,,,,,,Brandon Town,,
Vermont,1998,US Senate,,2949,550,36,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,38,,,,,,,,,6,,,,,,,Brattleboro Town,,
Vermont,1998,US Senate,,240,113,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,9,,,,,,,,,0,,,,,,,Bridgewater Town,,
Vermont,1998,US Senate,,313,151,3,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,5,,,,,,,,,0,,,,,,,Bridport Town,,
Vermont,1998,US Senate,,372,169,13,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,22,,,,,,,,,0,,,,,,,Brighton Town,,
Vermont,1998,US Senate,,976,254,16,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,9,,,,,,,,,4,,,,,,,Bristol Town,,
Vermont,1998,US Senate,,397,149,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,7,,,,,,,,,0,,,,,,,Brookfield Town,,
Vermont,1998,US Senate,,120,73,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,2,,,,,,,,,0,,,,,,,Brookline Town,,
Vermont,1998,US Senate,,195,73,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,2,,,,,,,,,0,,,,,,,Brownington Town,,
Vermont,1998,US Senate,,20,15,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,0,,,,,,,Brunswick Town,,
Vermont,1998,US Senate,,343,161,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,11,,,,,,,,,2,,,,,,,Burke Town,,
Vermont,1998,US Senate,,9741,1742,269,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,133,,,,,,,,,55,,,,,,,Burlington City,,
Vermont,1998,US Senate,,297,98,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,4,,,,,,,,,1,,,,,,,Cabot Town,,
Vermont,1998,US Senate,,511,173,10,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,9,,,,,,,,,0,,,,,,,Calais Town,,
Vermont,1998,US Senate,,752,213,7,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,10,,,,,,,,,3,,,,,,,Cambridge Town,,
Vermont,1998,US Senate,,248,61,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,19,,,,,,,,,0,,,,,,,Canaan Town,,
Vermont,1998,US Senate,,837,302,18,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,11,,,,,,,,,4,,,,,,,Castleton Town,,
Vermont,1998,US Senate,,309,139,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,12,,,,,,,,,1,,,,,,,Cavendish Town,,
Vermont,1998,US Senate,,198,94,7,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,0,,,,,,,Charleston Town,,
Vermont,1998,US Senate,,1283,318,16,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,17,,,,,,,,,6,,,,,,,Charlotte Town,,
Vermont,1998,US Senate,,348,156,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,6,,,,,,,,,0,,,,,,,Chelsea Town,,
Vermont,1998,US Senate,,896,262,16,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,22,,,,,,,,,4,,,,,,,Chester Town,,
Vermont,1998,US Senate,,309,150,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,7,,,,,,,,,2,,,,,,,Chittenden Town,,
Vermont,1998,US Senate,,585,305,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,14,,,,,,,,,3,,,,,,,Clarendon Town,,
Vermont,1998,US Senate,,3786,858,36,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,26,,,,,,,,,20,,,,,,,Colchester Town,,
Vermont,1998,US Senate,,202,109,9,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,15,,,,,,,,,0,,,,,,,Concord Town,,
Vermont,1998,US Senate,,301,125,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,4,,,,,,,,,0,,,,,,,Corinth Town,,
Vermont,1998,US Senate,,392,127,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,4,,,,,,,,,4,,,,,,,Cornwall Town,,
Vermont,1998,US Senate,,182,64,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,7,,,,,,,,,0,,,,,,,Coventry Town,,
Vermont,1998,US Senate,,309,106,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,3,,,,,,,,,0,,,,,,,Craftsbury Town,,
Vermont,1998,US Senate,,254,131,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,6,,,,,,,,,0,,,,,,,Danby Town,,
Vermont,1998,US Senate,,596,241,14,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,11,,,,,,,,,4,,,,,,,Danville Town,,
Vermont,1998,US Senate,,1219,374,24,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,27,,,,,,,,,5,,,,,,,Derby Town,,
Vermont,1998,US Senate,,527,362,11,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,16,,,,,,,,,5,,,,,,,Dorset Town,,
Vermont,1998,US Senate,,269,281,11,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,16,,,,,,,,,2,,,,,,,Dover Town,,
Vermont,1998,US Senate,,547,153,8,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,5,,,,,,,,,3,,,,,,,Dummerston Town,,
Vermont,1998,US Senate,,277,86,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,14,,,,,,,,,1,,,,,,,Duxbury Town,,
Vermont,1998,US Senate,,68,31,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,6,,,,,,,,,0,,,,,,,East Haven Town,,
Vermont,1998,US Senate,,837,261,6,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,6,,,,,,,,,1,,,,,,,East Montpelier Town,,
Vermont,1998,US Senate,,258,113,6,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,5,,,,,,,,,0,,,,,,,Eden Town,,
Vermont,1998,US Senate,,223,45,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,,,,,,,,,1,,,,,,,Elmore Town,,
Vermont,1998,US Senate,,730,190,13,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,7,,,,,,,,,3,,,,,,,Enosburg Town,,
Vermont,1998,US Senate,,4766,1248,54,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,158,,,,,,,,,39,,,,,,,Essex Town,,
Vermont,1998,US Senate,,523,215,13,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,6,,,,,,,,,2,,,,,,,Fair Haven Town,,
Vermont,1998,US Senate,,772,233,12,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,13,,,,,,,,,6,,,,,,,Fairfax Town,,
Vermont,1998,US Senate,,441,101,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,0,,,,,,,Fairfield Town,,
Vermont,1998,US Senate,,264,111,8,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,9,,,,,,,,,0,,,,,,,Fairlee Town,,
Vermont,1998,US Senate,,408,109,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,5,,,,,,,,,3,,,,,,,Fayston Town,,
Vermont,1998,US Senate,,711,247,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,10,,,,,,,,,2,,,,,,,Ferrisburg Town,,
Vermont,1998,US Senate,,249,87,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,3,,,,,,,,,1,,,,,,,Fletcher Town,,
Vermont,1998,US Senate,,249,116,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,6,,,,,,,,,0,,,,,,,Franklin Town,,
Vermont,1998,US Senate,,1001,316,12,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,22,,,,,,,,,3,,,,,,,Georgia Town,,
Vermont,1998,US Senate,,280,82,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,10,,,,,,,,,0,,,,,,,Glover Town,,
Vermont,1998,US Senate,,60,24,4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,0,,,,,,,Goshen Town,,
Vermont,1998,US Senate,,166,88,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,1,,,,,,,,,1,,,,,,,Grafton Town,,
Vermont,1998,US Senate,,17,21,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,0,,,,,,,Granby Town,,
Vermont,1998,US Senate,,610,168,7,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,7,,,,,,,,,2,,,,,,,Grand Isle Town,,
Vermont,1998,US Senate,,73,21,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,,,0,,,,,,,Granville Town,,
Vermont,1998,US Senate,,219,83,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,6,,,,,,,,,0,,,,,,,Greensboro Town,,
Vermont,1998,US Senate,,194,152,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,6,,,,,,,,,0,,,,,,,Groton Town,,
Vermont,1998,US Senate,,48,37,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,7,,,,,,,,,0,,,,,,,Guildhall Town,,
Vermont,1998,US Senate,,479,160,5,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,8,,,,,,,,,0,,,,,,,Guilford Town,,
Vermont,1998,US Senate,,175,105,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,7,,,,,,,,,0,,,,,,,Halifax Town,,
Vermont,1998,US Senate,,82,31,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,3,,,,,,,,,0,,,,,,,Hancock Town,,
Vermont,1998,US Senate,,820,290,10,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,9,,,,,,,,,2,,,,,,,Hardwick Town,,
Vermont,1998,US Senate,,2286,588,24,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,54,,,,,,,,,6,,,,,,,Hartford Town,,
Vermont,1998,US Senate,,1017,325,19,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,17,,,,,,,,,0,,,,,,,Hartland Town,,
Vermont,1998,US Senate,,649,168,6,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,14,,,,,,,,,1,,,,,,,Highgate Town,,
Vermont,1998,US Senate,,1240,286,19,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,15,,,,,,,,,3,,,,,,,Hinesburg Town,,
Vermont,1998,US Senate,,157,55,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,0,,,,,,,Holland Town,,
Vermont,1998,US Senate,,122,53,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,1,,,,,,,Hubbardton Town,,
Vermont,1998,US Senate,,544,108,14,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,12,,,,,,,,,0,,,,,,,Huntington Town,,
Vermont,1998,US Senate,,823,226,14,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,9,,,,,,,,,1,,,,,,,Hyde Park Town,,
Vermont,1998,US Senate,,89,44,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,0,,,,,,,Ira Town,,
Vermont,1998,US Senate,,255,105,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,7,,,,,,,,,0,,,,,,,Irasburg Town,,
Vermont,1998,US Senate,,143,75,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,0,,,,,,,Isle La Motte Town,,
Vermont,1998,US Senate,,226,129,9,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,4,,,,,,,,,1,,,,,,,Jamaica Town,,
Vermont,1998,US Senate,,77,35,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,,,0,,,,,,,Jay Town,,
Vermont,1998,US Senate,,1538,428,16,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,27,,,,,,,,,10,,,,,,,Jericho Town,,
Vermont,1998,US Senate,,772,204,29,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,6,,,,,,,,,0,,,,,,,Johnson Town,,
Vermont,1998,US Senate,,107,44,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,1,,,,,,,Kirby Town,,
Vermont,1998,US Senate,,51,33,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,0,,,,,,,Landgrove Town,,
Vermont,1998,US Senate,,208,121,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,5,,,,,,,,,0,,,,,,,Leicester Town,,
Vermont,1998,US Senate,,31,15,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,1,,,,,,,Lemington Town,,
Vermont,1998,US Senate,,389,130,11,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,6,,,,,,,,,6,,,,,,,Lincoln Town,,
Vermont,1998,US Senate,,426,230,7,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,22,,,,,,,,,3,,,,,,,Londonderry Town,,
Vermont,1998,US Senate,,176,69,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,5,,,,,,,,,0,,,,,,,Lowell Town,,
Vermont,1998,US Senate,,671,291,19,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,26,,,,,,,,,1,,,,,,,Ludlow Town,,
Vermont,1998,US Senate,,218,122,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,26,,,,,,,,,0,,,,,,,Lunenburg Town,,
Vermont,1998,US Senate,,1025,374,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,27,,,,,,,,,8,,,,,,,Lyndon Town,,
Vermont,1998,US Senate,,19,23,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,0,,,,,,,Maidstone Town,,
Vermont,1998,US Senate,,928,596,25,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,34,,,,,,,,,7,,,,,,,Manchester Town,,
Vermont,1998,US Senate,,339,68,3,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,2,,,,,,,Marlboro Town,,
Vermont,1998,US Senate,,381,135,7,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,5,,,,,,,,,4,,,,,,,Marshfield Town,,
Vermont,1998,US Senate,,286,146,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,10,,,,,,,,,0,,,,,,,Mendon Town,,
Vermont,1998,US Senate,,1981,427,21,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,18,,,,,,,,,7,,,,,,,Middlebury Town,,
Vermont,1998,US Senate,,570,162,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,6,,,,,,,,,1,,,,,,,Middlesex Town,,
Vermont,1998,US Senate,,201,88,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,4,,,,,,,,,0,,,,,,,Middletown Springs Town,,
Vermont,1998,US Senate,,2011,569,15,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,27,,,,,,,,,9,,,,,,,Milton Town,,
Vermont,1998,US Senate,,520,144,7,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,7,,,,,,,,,1,,,,,,,Monkton Town,,
Vermont,1998,US Senate,,234,85,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,2,,,,,,,Montgomery Town,,
Vermont,1998,US Senate,,2682,600,44,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,23,,,,,,,,,11,,,,,,,Montpelier City,,
Vermont,1998,US Senate,,499,136,9,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,10,,,,,,,,,2,,,,,,,Moretown Town,,
Vermont,1998,US Senate,,142,77,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,2,,,,,,,Morgan Town,,
Vermont,1998,US Senate,,1360,322,9,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,25,,,,,,,,,5,,,,,,,Morristown Town,,
Vermont,1998,US Senate,,317,129,11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,9,,,,,,,,,1,,,,,,,Mount Holly Town,,
Vermont,1998,US Senate,,46,23,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,,,,,,,,0,,,,,,,Mount Tabor Town,,
Vermont,1998,US Senate,,555,181,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,4,,,,,,,,,2,,,,,,,New Haven Town,,
Vermont,1998,US Senate,,102,51,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,,,,,,,0,,,,,,,Newark Town,,
Vermont,1998,US Senate,,536,227,7,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,,,,,,,,,0,,,,,,,Newbury Town,,
Vermont,1998,US Senate,,551,184,6,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,11,,,,,,,,,3,,,,,,,Newfane Town,,
Vermont,1998,US Senate,,996,294,18,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,23,,,,,,,,,5,,,,,,,Newport City,,
Vermont,1998,US Senate,,325,125,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,5,,,,,,,,,0,,,,,,,Newport Town,,
Vermont,1998,US Senate,,245,99,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,6,,,,,,,,,0,,,,,,,North Hero Town,,
Vermont,1998,US Senate,,1243,374,16,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,16,,,,,,,,,3,,,,,,,Northfield Town,,
Vermont,1998,US Senate,,38,26,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,0,,,,,,,Norton Town,,
Vermont,1998,US Senate,,1346,266,10,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,11,,,,,,,,,1,,,,,,,Norwich Town,,
Vermont,1998,US Senate,,200,113,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,4,,,,,,,,,2,,,,,,,Orange Town,,
Vermont,1998,US Senate,,289,119,25,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,5,,,,,,,,,0,,,,,,,Orwell Town,,
Vermont,1998,US Senate,,170,78,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,4,,,,,,,,,0,,,,,,,Panton Town,,
Vermont,1998,US Senate,,283,187,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,6,,,,,,,,,0,,,,,,,Pawlet Town,,
Vermont,1998,US Senate,,242,95,6,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,4,,,,,,,,,2,,,,,,,Peacham Town,,
Vermont,1998,US Senate,,110,48,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,,,,,,,,,2,,,,,,,Peru Town,,
Vermont,1998,US Senate,,128,67,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,4,,,,,,,,,0,,,,,,,Pittsfield Town,,
Vermont,1998,US Senate,,770,311,13,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,10,,,,,,,,,4,,,,,,,Pittsford Town,,
Vermont,1998,US Senate,,334,117,11,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,10,,,,,,,,,1,,,,,,,Plainfield Town,,
Vermont,1998,US Senate,,155,101,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,10,,,,,,,,,3,,,,,,,Plymouth Town,,
Vermont,1998,US Senate,,342,101,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,8,,,,,,,,,4,,,,,,,Pomfret Town,,
Vermont,1998,US Senate,,634,256,18,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,18,,,,,,,,,6,,,,,,,Poultney Town,,
Vermont,1998,US Senate,,753,313,14,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,26,,,,,,,,,2,,,,,,,Pownal Town,,
Vermont,1998,US Senate,,507,134,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,5,,,,,,,,,1,,,,,,,Proctor Town,,
Vermont,1998,US Senate,,652,157,10,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,0,,,,,,,Putney Town,,
Vermont,1998,US Senate,,1207,372,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,14,,,,,,,,,1,,,,,,,Randolph Town,,
Vermont,1998,US Senate,,201,84,8,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,7,,,,,,,,,3,,,,,,,Reading Town,,
Vermont,1998,US Senate,,26,50,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,0,,,,,,,Readsboro Town,,
Vermont,1998,US Senate,,700,181,16,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,9,,,,,,,,,2,,,,,,,Richford Town,,
Vermont,1998,US Senate,,1254,293,22,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,18,,,,,,,,,11,,,,,,,Richmond Town,,
Vermont,1998,US Senate,,166,42,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,0,,,,,,,Ripton Town,,
Vermont,1998,US Senate,,385,100,5,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,5,,,,,,,,,0,,,,,,,Rochester Town,,
Vermont,1998,US Senate,,1378,349,22,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,24,,,,,,,,,5,,,,,,,Rockingham Town,,
