County,Town,1876PVI,1880PVI,1884PVI,1888PVI,1892PVI,1896PVI,1900PVI,1904PVI,1908PVI,1912PVI,1916PVI,1920PVI,1924PVI,1928PVI,1932PVI,1936PVI,1940PVI,1944PVI,1948PVI,1952PVI,1956PVI,1960PVI,1964PVI,1968PVI,1972PVI,1976PVI,1980PVI,1984PVI,1988PVI,1992PVI,1996PVI,2000PVI,2004PVI,2008PVI,2012PVI,2016PVI
Branch,,,,,R+08.02,R+11.14,R+03.60,D+01.11,R+07.89,R+09.75,R+08.31,R+06.17,R+05.21,R+08.00,R+11.90,R+10.23,R+08.57,R+15.54,R+19.84,R+19.45,R+17.01,R+14.37,R+13.47,R+07.80,R+05.68,R+06.00,R+04.58,R+10.63,R+14.18,R+12.39,R+06.95,R+03.88,R+05.35,R+08.15,R+08.10,R+08.99,R+16.12
Calhoun,,,,,R+05.90,R+06.98,R+01.57,D+01.97,R+05.19,R+09.00,R+09.64,R+04.16,R+02.54,R+12.72,R+19.37,R+15.59,R+06.80,R+06.57,R+08.94,R+08.85,R+07.77,R+05.41,R+05.78,R+02.85,R+00.57,R+00.47,R+01.70,R+03.85,R+02.88,R+01.97,D+01.35,D+01.90,D+00.80,D+00.08,D+00.27,R+00.04,R+04.43
Cass,,,,,R+02.11,R+04.21,R+01.32,D+00.97,R+00.99,R+01.48,R+03.36,R+02.94,R+07.05,R+07.40,R+06.52,R+07.01,R+05.65,R+12.84,R+17.91,R+17.80,R+12.97,R+08.44,R+07.06,R+04.36,R+03.34,R+05.44,R+06.33,R+06.44,R+05.30,R+04.26,R+02.65,R+01.69,R+03.41,R+05.56,R+03.99,R+05.23,R+13.09
Charlevoix,,,,,R+07.90,R+11.45,R+11.93,R+15.98,R+23.43,R+23.48,R+27.70,R+23.78,R+15.56,R+20.74,R+22.86,R+16.86,R+12.87,R+15.37,R+16.17,R+14.47,R+13.38,R+11.21,R+10.76,R+07.56,R+06.30,R+04.74,R+03.66,R+04.88,R+04.83,R+06.78,R+04.61,R+04.41,R+07.26,R+08.27,R+06.54,R+07.39,R+11.64
Cheboygan,,,,,D+02.78,D+01.69,D+01.98,R+01.96,R+09.60,R+10.46,R+10.29,R+08.44,R+03.39,R+04.87,R+04.77,R+00.58,R+03.99,R+09.84,R+11.37,R+13.69,R+15.02,R+13.10,R+09.07,R+02.19,R+01.18,R+01.36,R+02.66,R+04.26,R+03.42,R+04.51,R+01.88,R+00.22,R+03.12,R+05.60,R+04.97,R+05.97,R+12.75
Chippewa,,,,,R+03.19,R+04.68,R+10.39,R+17.95,R+20.92,R+17.15,R+13.71,R+11.75,R+11.94,R+20.57,R+18.33,R+12.57,R+12.64,R+08.68,R+07.78,R+08.79,R+07.84,R+06.06,R+05.27,R+02.65,R+02.97,R+01.99,R+01.41,R+03.43,R+03.40,R+03.72,R+03.10,R+01.17,R+01.59,R+04.53,R+04.29,R+04.87,R+09.91
Clare,,,,,D+00.94,D+00.54,R+00.77,R+07.28,R+12.69,R+14.76,R+18.30,R+15.05,R+11.49,R+16.35,R+21.86,R+14.82,R+12.22,R+22.31,R+24.96,R+22.42,R+20.78,R+19.71,R+19.31,R+12.78,R+08.97,R+07.83,R+03.84,R+03.82,R+03.51,R+02.58,D+01.79,D+06.15,D+04.60,D+01.02,R+00.18,R+02.82,R+11.10
Clinton,,,,,D+00.55,R+03.57,R+01.39,R+00.58,R+04.86,R+06.70,R+10.65,R+13.87,R+14.98,R+17.17,R+17.18,R+11.71,R+11.33,R+23.00,R+30.41,R+28.94,R+24.85,R+19.65,R+17.43,R+09.56,R+06.80,R+10.17,R+11.48,R+13.17,R+12.83,R+11.62,R+08.47,R+08.15,R+07.91,R+07.56,R+05.39,R+04.23,R+06.49
Crawford,,,,,R+03.03,D+00.36,D+00.51,R+04.10,R+12.98,R+16.19,R+19.66,R+10.87,R+01.08,R+10.72,R+18.17,R+09.75,R+01.99,R+05.10,R+10.43,R+15.21,R+17.56,R+15.75,R+14.55,R+04.40,R+01.57,R+05.43,R+03.94,R+05.25,R+06.35,R+08.90,R+05.91,R+01.12,R+02.13,R+04.89,R+04.77,R+06.04,R+13.00
Delta,,,,,R+10.72,R+06.05,R+12.13,R+17.79,R+21.07,R+21.86,R+17.80,R+15.22,R+11.26,R+16.68,R+08.56,D+06.16,D+03.74,D+03.78,D+04.21,D+04.32,D+03.65,D+03.38,D+04.14,D+06.52,D+07.87,D+10.31,D+07.74,D+04.43,D+06.23,D+07.80,D+07.09,D+04.55,D+00.71,R+01.24,EVEN,R+02.90,R+09.89
Dickinson,,,,,,,R+19.39,R+32.08,R+32.26,R+29.50,R+35.58,R+30.05,R+19.32,R+24.36,R+11.84,R+00.14,R+01.10,D+00.57,D+01.88,D+05.05,D+05.21,D+03.49,D+04.16,D+07.11,D+06.51,D+06.55,D+04.37,D+00.70,D+02.84,D+03.94,D+03.72,D+02.47,R+02.30,R+06.21,R+07.13,R+10.26,R+16.26
Eaton,,,,,R+05.91,R+08.95,R+02.32,D+01.12,R+07.08,R+07.94,R+08.26,R+08.39,R+06.51,R+10.40,R+15.88,R+12.52,R+08.50,R+15.29,R+19.38,R+19.74,R+18.25,R+14.44,R+14.49,R+10.05,R+07.68,R+10.10,R+11.69,R+12.35,R+11.37,R+10.54,R+06.74,R+05.64,R+03.53,R+02.32,R+01.06,D+00.10,R+02.02
Emmet,,,,,D+02.74,D+00.84,R+02.39,R+07.91,R+12.94,R+14.64,R+13.42,R+09.63,R+08.85,R+12.30,R+15.77,R+12.23,R+09.12,R+12.88,R+15.10,R+16.35,R+17.55,R+15.73,R+13.76,R+07.29,R+06.51,R+06.83,R+06.01,R+08.37,R+08.70,R+10.20,R+09.08,R+09.43,R+10.66,R+10.19,R+07.42,R+08.28,R+11.05
Genesee,,,,,R+06.49,R+08.25,R+04.61,R+05.13,R+11.67,R+14.41,R+16.08,R+09.69,R+07.34,R+18.37,R+22.34,R+11.69,D+02.65,D+04.73,D+01.96,D+01.98,D+02.42,D+03.17,D+01.06,D+02.55,D+05.30,D+06.26,D+04.84,D+05.20,D+08.51,D+10.89,D+14.42,D+14.40,D+13.76,D+12.86,D+12.27,D+12.55,D+08.06
Gladwin,,,,,R+08.87,R+11.84,R+15.68,R+20.53,R+22.98,R+21.60,R+25.42,R+19.01,R+14.15,R+21.73,R+24.12,R+14.87,R+09.36,R+18.58,R+24.04,R+22.85,R+20.74,R+18.42,R+17.86,R+11.38,R+07.77,R+07.08,R+01.56,R+00.48,R+00.91,R+00.89,D+01.19,D+03.49,D+02.10,R+00.70,R+01.65,R+04.26,R+12.44
Gogebic,,,,,,R+08.24,R+14.50,R+20.57,R+23.32,R+23.85,R+23.65,R+16.85,R+16.79,R+24.59,R+16.61,R+07.79,R+03.19,D+02.84,D+04.94,D+05.13,D+05.89,D+06.38,D+05.95,D+07.96,D+08.96,D+08.83,D+09.64,D+10.17,D+13.53,D+15.32,D+11.37,D+08.09,D+03.71,D+02.37,D+04.64,D+03.63,R+03.43
Grand Traverse,,,,,R+17.28,R+17.07,R+11.96,R+12.35,R+21.37,R+19.55,R+13.68,R+07.93,R+08.23,R+18.24,R+19.31,R+11.01,R+08.72,R+15.47,R+20.38,R+21.73,R+22.07,R+18.92,R+14.90,R+10.29,R+10.83,R+09.74,R+10.29,R+13.86,R+11.87,R+10.60,R+08.78,R+09.47,R+10.81,R+09.98,R+07.01,R+06.57,R+07.86
Gratiot,,,,,R+03.20,R+11.50,R+05.05,D+01.14,R+07.39,R+10.01,R+11.58,R+09.67,R+09.78,R+13.75,R+18.57,R+14.27,R+08.27,R+18.10,R+24.90,R+25.18,R+23.57,R+20.20,R+20.07,R+12.70,R+10.29,R+12.36,R+11.17,R+12.42,R+11.63,R+09.44,R+05.85,R+04.24,R+04.38,R+06.07,R+03.67,R+02.70,R+09.31
Hillsdale,,,,,R+10.00,R+12.67,R+07.02,R+03.49,R+10.35,R+12.17,R+06.49,R+02.73,R+05.55,R+10.38,R+17.09,R+16.27,R+14.82,R+23.67,R+28.12,R+25.49,R+21.56,R+19.01,R+19.44,R+16.19,R+14.74,R+13.53,R+11.29,R+15.18,R+16.96,R+16.40,R+13.80,R+12.23,R+11.96,R+12.51,R+11.42,R+12.03,R+19.97
Houghton,,,,,R+05.97,R+05.44,R+15.47,R+23.45,R+24.69,R+25.33,R+24.61,R+19.70,R+17.04,R+23.37,R+16.03,R+12.27,R+13.61,R+06.24,R+03.39,R+05.80,R+07.33,R+02.48,D+00.06,D+02.70,D+03.18,D+02.45,R+00.05,R+00.81,D+01.76,D+01.78,D+01.17,R+02.04,R+06.53,R+07.03,R+05.68,R+06.15,R+08.10
Huron,,,,,D+06.45,D+04.97,D+01.27,R+06.25,R+11.89,R+15.01,R+20.00,R+23.88,R+22.08,R+22.47,R+15.46,R+07.53,R+14.18,R+27.21,R+34.63,R+31.20,R+27.04,R+22.47,R+15.71,R+09.93,R+13.87,R+13.71,R+09.99,R+14.03,R+14.78,R+11.40,R+06.83,R+03.68,R+04.33,R+05.65,R+04.27,R+06.66,R+15.28
Ingham,,,,,D+02.85,R+01.26,D+01.15,D+03.82,R+00.89,R+03.27,R+07.21,R+06.94,R+05.33,R+14.27,R+20.33,R+14.08,R+05.93,R+08.21,R+12.56,R+13.75,R+13.61,R+10.90,R+11.13,R+06.26,R+02.30,D+01.17,R+00.86,R+04.01,D+00.36,D+01.17,D+03.89,D+04.89,D+07.00,D+09.39,D+11.44,D+12.67,D+12.67
Ionia,,,,,R+01.47,R+04.64,R+00.88,D+00.27,R+04.56,R+05.36,R+05.56,R+04.43,R+04.08,R+09.08,R+14.25,R+08.44,R+05.17,R+14.34,R+20.08,R+19.04,R+15.50,R+12.83,R+11.65,R+04.45,R+02.59,R+05.08,R+08.05,R+11.05,R+09.90,R+08.84,R+05.66,R+05.60,R+07.66,R+09.73,R+08.19,R+07.57,R+13.08
Iosco,,,,,R+01.32,R+00.52,R+06.12,R+11.85,R+15.93,R+13.92,R+15.01,R+14.46,R+11.90,R+17.22,R+19.08,R+14.45,R+13.13,R+18.28,R+21.02,R+21.81,R+20.82,R+17.04,R+13.85,R+06.33,R+05.49,R+07.33,R+03.75,R+04.92,R+06.93,R+06.83,R+03.40,D+01.31,D+02.10,R+00.54,R+01.26,R+02.79,R+10.69
Iron,,,,,,R+08.30,R+21.05,R+31.05,R+32.39,R+33.18,R+40.58,R+34.73,R+23.15,R+25.21,R+16.17,R+10.40,R+09.98,R+04.80,R+02.53,D+00.17,D+03.13,D+05.46,D+06.19,D+08.61,D+08.09,D+08.51,D+08.81,D+06.80,D+08.37,D+10.28,D+11.10,D+09.17,D+03.50,D+00.65,R+00.71,R+04.55,R+11.17
Isabella,,,,,R+02.38,R+03.69,D+00.84,R+00.96,R+09.74,R+12.01,R+13.00,R+11.12,R+09.64,R+13.98,R+15.46,R+11.82,R+11.19,R+19.94,R+25.82,R+23.27,R+19.89,R+16.70,R+14.45,R+07.66,R+06.17,R+02.92,R+02.51,R+06.89,R+04.91,R+04.49,R+01.42,D+00.72,D+00.89,D+01.30,D+04.27,D+04.41,R+00.18
Jackson,,,,,D+00.12,R+02.47,D+00.52,D+03.01,R+01.31,R+03.62,R+01.36,D+00.65,R+00.59,R+07.87,R+15.37,R+13.38,R+08.41,R+12.58,R+16.49,R+15.57,R+14.03,R+12.47,R+12.11,R+08.15,R+06.99,R+06.07,R+05.11,R+05.79,R+06.46,R+08.17,R+06.05,R+05.16,R+04.30,R+04.30,R+03.78,R+03.67,R+08.33
Kalamazoo,,,,,R+06.64,R+07.66,R+03.39,R+01.36,R+05.80,R+06.72,R+05.51,R+01.64,R+02.72,R+13.47,R+19.80,R+18.66,R+14.31,R+13.23,R+14.23,R+12.99,R+11.66,R+12.43,R+13.50,R+07.57,R+05.47,R+04.05,R+05.05,R+07.44,R+04.13,R+03.58,R+01.08,R+00.97,R+00.93,D+01.54,D+04.64,D+05.50,D+05.24
Kalkaska,,,,,R+15.20,R+16.78,R+16.66,R+21.03,R+26.64,R+24.96,R+23.35,R+19.59,R+15.20,R+16.64,R+22.27,R+19.24,R+10.50,R+13.22,R+20.62,R+22.31,R+18.94,R+14.75,R+13.83,R+09.37,R+06.78,R+07.90,R+04.91,R+05.18,R+07.88,R+09.03,R+04.93,R+02.37,R+05.51,R+09.27,R+09.20,R+10.06,R+17.94
Kent,,,,,R+00.47,R+02.91,R+03.47,R+03.37,R+09.59,R+10.27,R+04.92,R+00.49,R+02.67,R+14.66,R+18.31,R+13.17,R+08.46,R+07.43,R+08.28,R+08.45,R+07.55,R+07.80,R+09.62,R+07.90,R+06.26,R+03.26,R+09.07,R+12.37,R+06.87,R+09.32,R+11.06,R+12.54,R+12.22,R+09.67,R+05.80,R+04.64,R+04.31
Keweenaw,,,,,R+22.60,R+18.76,R+28.03,R+39.17,R+38.09,R+37.74,R+46.70,R+43.47,R+31.41,R+30.48,R+25.48,R+26.06,R+22.62,R+10.23,R+04.42,R+04.58,R+02.19,D+03.35,D+00.91,D+03.59,D+06.08,D+02.27,D+00.87,D+02.87,D+07.55,D+09.16,D+07.57,D+03.12,R+04.50,R+06.09,R+06.57,R+09.04,R+10.43
Lake,,,,,R+08.35,R+05.21,R+06.44,R+13.56,R+19.28,R+19.64,R+18.74,R+16.92,R+14.33,R+13.13,R+13.53,R+09.23,R+05.47,R+09.65,R+12.37,R+10.39,R+05.20,R+02.26,R+02.25,D+03.84,D+09.01,D+09.99,D+09.34,D+08.03,D+07.54,D+06.44,D+10.05,D+13.18,D+10.04,D+04.74,D+02.74,D+01.57,R+06.26
Lapeer,,,,,R+04.59,R+05.74,R+04.28,R+06.35,R+10.77,R+12.56,R+18.21,R+19.17,R+16.03,R+19.51,R+23.18,R+18.33,R+15.73,R+22.14,R+25.47,R+21.22,R+17.13,R+16.44,R+16.22,R+09.90,R+07.57,R+09.29,R+06.76,R+07.29,R+09.49,R+09.44,R+05.54,R+03.60,R+04.84,R+06.98,R+06.28,R+06.50,R+14.56
Leelanau,,,,,R+08.30,R+10.15,R+13.74,R+15.74,R+17.27,R+16.16,R+21.58,R+18.33,R+14.12,R+20.34,R+12.18,R+04.88,R+10.29,R+18.03,R+21.84,R+22.26,R+20.62,R+15.62,R+11.18,R+09.12,R+10.90,R+09.62,R+10.01,R+12.69,R+09.93,R+08.07,R+07.13,R+09.03,R+10.40,R+07.37,R+03.55,R+03.71,R+03.98
Lenawee,,,,,R+02.58,R+03.24,R+01.34,R+00.10,R+05.28,R+07.10,R+04.83,R+05.25,R+05.50,R+09.12,R+15.28,R+14.45,R+16.09,R+23.64,R+25.00,R+22.86,R+19.36,R+16.35,R+15.00,R+08.30,R+05.99,R+05.96,R+04.23,R+06.32,R+06.87,R+06.12,R+02.98,R+00.95,R+01.77,R+03.63,R+02.56,R+01.86,R+07.47
Livingston,,,,,D+01.79,R+00.77,D+00.37,D+02.52,R+00.17,R+00.46,R+02.38,R+04.75,R+02.52,R+03.52,R+09.84,R+11.32,R+13.10,R+20.67,R+24.54,R+25.17,R+22.66,R+17.84,R+15.01,R+08.60,R+05.30,R+07.68,R+09.56,R+11.61,R+13.40,R+15.62,R+14.86,R+13.23,R+11.71,R+11.61,R+11.30,R+12.08,R+15.23
Luce,,,,,,R+08.36,R+09.57,R+13.35,R+21.94,R+23.68,R+28.05,R+26.42,R+17.04,R+19.18,R+22.54,R+19.32,R+13.61,R+12.28,R+14.02,R+17.71,R+20.17,R+16.93,R+14.99,R+06.88,R+04.78,R+06.87,R+04.80,R+06.99,R+07.71,R+09.06,R+06.54,R+02.19,R+06.15,R+11.19,R+10.31,R+11.34,R+18.29
Mackinac,,,,,D+06.22,D+10.69,D+07.30,R+03.66,R+09.88,R+07.92,R+07.75,R+07.98,R+03.26,D+01.52,D+02.12,D+02.35,R+02.46,R+09.73,R+12.34,R+16.12,R+16.53,R+12.63,R+10.19,R+06.58,R+05.77,R+04.10,R+03.34,R+04.41,R+03.88,R+05.94,R+04.65,R+01.91,R+03.58,R+06.09,R+05.58,R+06.86,R+11.73
Macomb,,,,,D+04.03,D+03.73,D+00.89,R+02.22,R+01.69,R+02.98,R+07.80,R+11.20,R+11.75,R+12.48,R+08.65,D+00.87,D+04.64,D+00.91,R+01.13,D+00.34,D+03.41,D+07.21,D+11.27,D+13.12,D+14.08,D+06.22,R+02.86,R+02.09,R+04.12,R+07.16,R+06.75,R+02.79,D+00.95,D+00.73,D+00.60,D+00.37,R+03.55
Manistee,,,,,D+08.57,D+08.54,D+04.71,R+02.04,R+08.06,R+08.71,R+05.42,R+04.46,D+05.14,D+02.68,R+05.46,R+01.81,R+03.65,R+06.62,R+07.81,R+07.38,R+06.79,R+06.65,R+05.14,R+00.08,D+01.15,D+00.85,R+01.42,R+04.31,R+02.46,R+00.84,D+03.64,D+05.09,D+02.32,D+00.98,D+02.12,D+02.06,R+04.10
Marquette,,,,,R+21.51,R+13.96,R+14.59,R+22.38,R+26.35,R+27.39,R+31.82,R+27.51,R+14.94,R+19.17,R+18.89,R+13.86,R+09.01,D+01.23,D+04.44,D+03.29,D+01.50,D+01.31,D+01.03,D+03.83,D+06.30,D+07.17,D+03.52,D+02.11,D+07.25,D+09.85,D+09.85,D+08.74,D+06.74,D+05.21,D+06.07,D+05.90,D+03.15
Mason,,,,,R+02.13,R+02.39,R+04.10,R+08.08,R+13.11,R+15.39,R+11.67,R+08.28,R+08.75,R+12.75,R+15.38,R+09.14,R+03.69,R+07.32,R+11.68,R+11.45,R+10.12,R+08.61,R+07.91,R+04.38,R+04.60,R+05.91,R+07.04,R+09.54,R+08.58,R+07.63,R+05.47,R+03.54,R+04.20,R+05.55,R+03.20,R+02.96,R+08.64
Mecosta,,,,,R+08.05,R+09.19,R+07.95,R+10.54,R+16.29,R+16.97,R+16.06,R+15.46,R+13.81,R+15.69,R+20.26,R+16.63,R+13.91,R+20.55,R+24.40,R+24.03,R+22.54,R+19.92,R+18.51,R+12.75,R+10.42,R+09.00,R+07.63,R+08.07,R+07.14,R+09.65,R+06.34,R+01.67,R+03.27,R+05.43,R+04.25,R+05.50,R+10.97
Menominee,,,,,R+16.49,R+05.72,R+08.82,R+14.49,R+15.19,R+15.38,R+14.20,R+12.47,R+11.59,R+13.49,R+03.01,D+06.23,D+03.00,R+00.79,R+04.30,R+01.92,D+00.45,D+00.19,D+02.10,D+04.48,D+03.64,D+03.56,D+02.01,R+00.67,R+00.44,D+00.31,D+00.61,R+00.09,R+02.44,R+03.18,D+00.01,R+00.97,R+10.01
Midland,,,,,R+04.66,R+06.32,R+03.25,R+02.14,R+09.76,R+14.12,R+18.30,R+16.23,R+14.00,R+19.25,R+22.51,R+17.25,R+11.87,R+15.01,R+18.28,R+18.17,R+17.04,R+17.21,R+17.44,R+10.40,R+09.27,R+08.54,R+06.13,R+07.53,R+05.95,R+06.68,R+07.01,R+07.52,R+07.50,R+06.95,R+05.65,R+07.64,R+10.65
Missaukee,,,,,R+04.48,R+03.14,R+03.92,R+10.53,R+20.18,R+23.59,R+26.83,R+18.88,R+13.77,R+22.03,R+26.44,R+20.45,R+15.02,R+20.25,R+24.28,R+24.16,R+23.81,R+22.30,R+24.74,R+24.84,R+21.82,R+18.26,R+13.47,R+13.31,R+14.41,R+15.82,R+14.11,R+12.64,R+14.82,R+17.52,R+15.83,R+16.77,R+23.90
Monroe,,,,,D+04.59,D+03.87,D+03.93,D+03.10,D+02.29,D+00.55,R+03.85,R+03.16,D+01.25,D+01.27,D+00.65,D+02.14,R+00.71,R+08.49,R+11.05,R+07.18,R+02.88,R+00.37,D+01.25,D+04.87,D+06.75,D+05.06,D+03.48,D+00.89,R+00.48,R+00.72,D+00.57,D+02.00,D+02.07,D+01.10,R+00.58,R+01.47,R+07.14
Montcalm,,,,,R+03.68,R+10.23,R+08.49,R+07.32,R+15.49,R+18.81,R+20.11,R+15.93,R+12.80,R+16.92,R+21.14,R+15.45,R+09.77,R+16.41,R+22.05,R+21.74,R+18.01,R+14.44,R+15.10,R+07.97,R+04.33,R+06.02,R+06.68,R+09.23,R+08.87,R+08.13,R+03.75,R+01.81,R+04.11,R+06.26,R+04.61,R+05.09,R+12.84
Montmorency,,,,,D+04.53,R+00.50,R+03.95,R+11.95,R+19.27,R+21.82,R+26.43,R+20.93,R+13.87,R+17.92,R+17.34,R+07.26,R+03.29,R+11.74,R+17.59,R+18.69,R+17.61,R+14.50,R+13.10,R+07.24,R+05.42,R+07.67,R+04.17,R+03.86,R+06.24,R+08.17,R+04.87,R+01.04,R+03.31,R+07.66,R+08.33,R+09.33,R+17.51
Muskegon,,,,,R+04.67,R+06.05,R+06.64,R+09.98,R+17.13,R+20.77,R+15.64,R+09.80,R+10.47,R+19.42,R+21.75,R+12.04,R+01.90,D+01.82,D+01.10,D+02.92,D+04.11,D+03.42,D+00.14,R+01.10,R+01.04,R+01.43,R+03.79,R+05.19,R+02.13,R+00.76,D+02.27,D+05.67,D+06.26,D+06.19,D+09.03,D+09.11,D+03.36
Newaygo,,,,,R+02.81,R+07.96,R+07.54,R+08.50,R+15.23,R+19.07,R+19.46,R+15.59,R+14.70,R+19.12,R+22.58,R+17.69,R+13.71,R+19.35,R+23.23,R+22.73,R+18.95,R+15.48,R+16.30,R+13.77,R+12.35,R+10.78,R+08.11,R+09.12,R+09.41,R+10.98,R+08.74,R+06.10,R+07.79,R+09.41,R+07.43,R+08.41,R+16.42
Oakland,,,,,D+01.02,R+00.59,R+00.62,R+01.31,R+03.04,R+05.33,R+11.93,R+11.19,R+08.27,R+16.70,R+22.68,R+15.88,R+06.90,R+05.60,R+05.85,R+06.44,R+06.37,R+04.14,R+03.64,R+02.15,D+00.17,R+01.62,R+07.09,R+08.05,R+06.58,R+07.93,R+07.20,R+04.40,R+01.00,D+00.91,D+02.57,D+02.89,D+02.62
Oceana,,,,,R+06.46,R+05.23,R+06.91,R+11.06,R+17.68,R+21.32,R+18.53,R+13.18,R+14.06,R+18.21,R+20.00,R+12.76,R+07.15,R+13.12,R+18.37,R+18.19,R+16.22,R+14.85,R+12.70,R+08.94,R+09.70,R+09.36,R+08.06,R+08.97,R+08.18,R+09.47,R+06.55,R+03.00,R+04.22,R+05.19,R+02.66,R+04.32,R+11.41
Ogemaw,,,,,R+01.38,R+03.72,R+05.85,R+11.42,R+18.23,R+19.19,R+22.80,R+16.53,R+10.55,R+18.49,R+18.35,R+10.68,R+08.37,R+15.53,R+22.20,R+21.29,R+18.88,R+15.20,R+10.20,R+03.31,R+03.93,R+05.21,D+00.56,D+00.91,R+00.71,D+00.79,D+03.86,D+05.76,D+03.96,D+00.42,R+01.17,R+03.79,R+12.75
Ontonagon,,,,,D+03.34,D+11.10,R+01.73,R+14.38,R+17.77,R+19.61,R+25.57,R+20.43,R+10.50,R+15.16,R+12.12,R+06.85,R+05.57,R+02.83,R+02.57,R+04.30,R+04.62,R+01.34,R+00.38,D+02.84,D+04.32,D+02.66,D+03.91,D+04.03,D+05.66,D+08.66,D+09.25,D+06.08,R+04.65,R+07.94,R+02.70,R+04.17,R+10.69
Osceola,,,,,R+14.72,R+12.45,R+12.38,R+17.71,R+22.86,R+23.70,R+28.01,R+23.62,R+16.61,R+18.83,R+23.71,R+21.78,R+19.33,R+25.73,R+27.86,R+25.51,R+23.90,R+22.66,R+23.71,R+18.45,R+15.51,R+15.56,R+12.35,R+11.92,R+12.01,R+12.55,R+07.34,R+03.64,R+06.10,R+08.65,R+08.62,R+10.74,R+18.40
Oscoda,,,,,R+09.20,R+05.24,R+21.38,R+28.99,R+27.58,R+24.11,R+23.53,R+18.41,R+15.75,R+22.26,R+25.45,R+20.54,R+11.86,R+13.67,R+17.75,R+22.22,R+25.63,R+22.90,R+21.15,R+14.55,R+11.65,R+12.08,R+08.58,R+06.51,R+07.41,R+09.94,R+07.07,R+04.18,R+05.08,R+07.38,R+08.25,R+09.50,R+17.21
Otsego,,,,,R+05.91,R+04.37,R+04.87,R+12.61,R+19.60,R+21.80,R+27.71,R+18.17,R+01.78,R+09.13,R+13.45,R+05.68,R+05.04,R+09.23,R+10.75,R+12.59,R+13.57,R+09.89,R+06.12,R+01.31,D+00.50,R+00.33,R+01.41,R+04.00,R+06.39,R+09.64,R+07.63,R+06.13,R+08.64,R+10.38,R+09.23,R+10.07,R+16.48
Ottawa,,,,,R+06.67,R+07.20,R+06.86,R+08.79,R+14.79,R+17.29,R+13.51,R+10.72,R+13.72,R+19.30,R+24.06,R+23.25,R+17.76,R+16.99,R+19.16,R+18.73,R+17.76,R+17.99,R+21.48,R+20.89,R+19.34,R+17.13,R+18.95,R+22.15,R+19.55,R+21.79,R+24.06,R+24.79,R+23.56,R+21.92,R+18.35,R+17.56,R+18.36
Presque Isle,,,,,R+05.06,D+07.02,R+02.44,R+17.36,R+21.65,R+27.08,R+34.31,R+26.68,R+17.06,R+18.99,R+13.11,R+03.80,D+00.64,R+01.43,R+04.86,R+06.16,R+06.88,R+05.15,R+03.24,D+01.35,D+01.58,D+00.73,D+00.59,R+00.71,R+01.29,R+02.13,D+01.99,D+04.06,D+00.15,R+02.88,R+02.68,R+04.58,R+11.27
Roscommon,,,,,R+00.20,D+01.11,R+05.84,R+13.22,R+14.12,R+18.08,R+15.71,R+09.86,R+11.24,R+16.05,R+17.89,R+10.69,R+08.77,R+16.96,R+23.16,R+26.92,R+25.44,R+21.10,R+18.86,R+11.39,R+07.47,R+07.44,R+05.10,R+04.83,R+04.78,R+04.87,R+00.51,D+03.54,D+02.76,R+00.01,R+01.56,R+03.16,R+10.27
Saginaw,,,,,D+05.29,D+03.96,D+02.39,D+02.06,R+02.44,R+04.21,R+06.74,R+07.67,R+05.74,R+10.36,R+10.61,R+05.20,R+03.17,R+06.39,R+10.31,R+10.41,R+09.56,R+07.22,R+05.51,R+02.79,R+01.69,R+01.95,R+03.77,R+02.06,D+02.57,D+03.81,D+04.99,D+04.82,D+05.18,D+05.01,D+05.07,D+04.58,D+01.16
Saint Clair,,,,,D+01.20,R+01.66,R+04.16,R+07.84,R+10.75,R+11.68,R+12.70,R+12.09,R+11.48,R+15.19,R+15.32,R+12.96,R+12.80,R+13.98,R+15.49,R+15.35,R+14.53,R+12.90,R+10.88,R+06.07,R+04.12,R+04.36,R+03.68,R+04.85,R+06.92,R+07.83,R+05.73,R+01.57,D+00.39,R+01.81,R+02.63,R+03.96,R+11.66
Saint Joseph,,,,,D+00.12,R+03.47,D+01.18,D+05.83,D+00.67,R+01.85,D+00.35,D+01.69,R+01.70,R+05.63,R+11.97,R+10.85,R+10.34,R+19.10,R+22.54,R+21.73,R+18.72,R+17.10,R+18.05,R+12.42,R+10.42,R+12.26,R+10.92,R+12.90,R+13.26,R+12.34,R+10.18,R+08.64,R+09.23,R+10.25,R+07.48,R+06.49,R+12.85
Sanilac,,,,,R+03.42,R+07.94,R+06.02,R+07.52,R+16.52,R+19.36,R+24.42,R+26.20,R+22.71,R+23.01,R+23.36,R+22.52,R+26.16,R+33.93,R+36.86,R+33.92,R+29.52,R+24.36,R+21.95,R+19.40,R+20.05,R+18.34,R+13.72,R+15.36,R+16.09,R+14.24,R+11.54,R+08.99,R+08.99,R+10.56,R+09.08,R+10.05,R+18.40
Schoolcraft,,,,,R+07.48,D+00.56,R+05.09,R+14.93,R+22.41,R+27.35,R+28.08,R+20.65,R+14.91,R+20.17,R+16.20,R+09.41,R+05.26,R+00.90,R+02.41,R+03.39,R+03.00,R+01.85,R+00.98,D+01.69,D+03.23,D+03.57,D+03.36,D+02.68,D+05.07,D+06.92,D+08.49,D+09.72,D+04.47,R+00.57,R+01.22,R+03.81,R+10.83
