County,Town,1876PVI,1880PVI,1884PVI,1888PVI,1892PVI,1896PVI,1900PVI,1904PVI,1908PVI,1912PVI,1916PVI,1920PVI,1924PVI,1928PVI,1932PVI,1936PVI,1940PVI,1944PVI,1948PVI,1952PVI,1956PVI,1960PVI,1964PVI,1968PVI,1972PVI,1976PVI,1980PVI,1984PVI,1988PVI,1992PVI,1996PVI,2000PVI,2004PVI,2008PVI,2012PVI,2016PVI
Middlesex,Tewksbury,,,,,,,R+38.29,R+24.57,R+23.67,R+17.10,R+14.30,R+22.10,R+20.47,R+13.70,R+16.45,R+22.43,R+16.62,R+12.09,R+10.21,R+07.04,R+04.67,D+03.36,D+12.00,D+16.28,D+17.12,D+12.05,D+04.75,R+01.21,R+01.80,D+00.46,D+06.25,D+09.99,D+06.64,D+00.14,R+04.14,R+04.06
Dukes,Tisbury,,,,,,,R+39.39,R+28.17,R+24.87,R+28.05,R+18.41,R+15.73,R+24.86,R+23.07,R+26.53,R+29.94,R+21.22,R+13.03,R+13.29,R+17.01,R+20.06,R+13.81,D+02.26,D+06.23,D+05.56,D+04.44,D+06.91,D+14.30,D+18.26,D+19.02,D+18.21,D+19.88,D+22.87,D+24.71,D+23.57,D+26.43
Hampden,Tolland,,,,,,,R+32.64,R+16.36,R+12.72,R+11.83,R+04.01,R+04.06,R+11.20,R+16.12,R+21.73,R+26.62,R+34.24,R+34.15,R+33.39,R+37.65,R+34.57,R+31.46,R+20.20,R+11.12,R+07.61,R+04.99,R+10.12,R+12.33,R+12.68,R+09.65,R+05.99,R+04.91,R+03.92,R+04.17,R+08.01,R+13.43
Essex,Topsfield,,,,,,,R+31.51,R+19.60,R+23.97,R+27.77,R+26.43,R+26.89,R+27.59,R+24.71,R+29.74,R+40.57,R+39.91,R+34.30,R+32.59,R+31.31,R+30.98,R+29.21,R+20.81,R+14.90,R+11.19,R+11.94,R+16.79,R+13.14,R+09.41,R+08.68,R+06.27,R+03.89,R+02.09,R+02.41,R+05.20,R+00.19
Middlesex,Townsend,,,,,,,R+35.13,R+23.83,R+25.38,R+26.69,R+19.96,R+16.97,R+20.27,R+22.89,R+30.30,R+37.95,R+32.68,R+23.29,R+19.16,R+21.01,R+22.86,R+17.30,R+03.27,D+01.66,R+00.67,D+01.26,R+02.61,R+07.91,R+07.11,R+03.37,D+02.52,D+04.47,D+00.41,R+03.79,R+07.40,R+07.39
Barnstable,Truro,,,,,,,R+39.35,R+30.49,R+30.64,R+11.16,D+01.81,R+15.57,R+25.95,R+16.35,R+13.18,R+22.46,R+19.46,R+15.78,R+18.32,R+18.16,R+16.67,R+11.33,D+01.74,D+04.26,D+04.64,D+06.21,D+02.81,D+08.29,D+14.32,D+16.42,D+18.66,D+19.40,D+21.89,D+22.65,D+20.81,D+22.23
Middlesex,Tyngsborough,,,,,,,R+34.80,R+24.85,R+24.87,R+20.66,R+18.61,R+25.76,R+26.40,R+22.31,R+20.39,R+19.33,R+14.14,R+12.87,R+11.96,R+11.53,R+11.80,R+02.80,D+06.32,D+09.66,D+11.32,D+10.26,D+02.45,R+07.03,R+07.69,R+02.63,D+04.92,D+07.14,D+02.95,R+02.05,R+05.47,R+04.07
Berkshire,Tyringham,,,,,,,R+32.48,R+13.78,R+07.47,R+10.45,R+12.49,R+13.13,R+12.66,R+12.68,R+19.98,R+29.01,R+27.49,R+17.96,R+21.23,R+21.11,R+15.52,R+12.38,D+00.06,D+03.51,D+04.18,D+05.16,D+02.63,D+03.22,D+09.78,D+17.15,D+13.64,D+05.72,D+09.22,D+16.88,D+16.23,D+19.07
Worcester,Upton,,,,,,,R+34.05,R+20.81,R+17.59,R+15.99,R+17.60,R+18.64,R+18.64,R+19.02,R+24.99,R+30.19,R+22.09,R+15.80,R+03.29,D+16.87,D+02.81,R+14.27,R+01.64,D+03.17,D+02.24,D+02.92,D+00.33,R+02.99,R+03.95,R+01.47,D+03.28,D+06.33,D+05.23,D+01.33,R+02.78,D+00.48
Worcester,Uxbridge,,,,,,,R+27.87,R+06.88,R+07.85,R+20.77,R+16.08,R+05.90,R+06.13,D+05.14,D+06.35,R+01.21,D+02.95,D+07.34,R+04.60,R+08.28,D+04.05,D+13.03,D+19.53,D+22.04,D+21.46,D+17.90,D+12.02,D+05.65,D+03.64,D+04.59,D+08.20,D+09.53,D+05.92,R+00.04,R+04.47,R+04.53
Middlesex,Wakefield,,,,,,,R+28.49,R+09.10,R+09.31,R+06.78,R+05.65,R+11.84,R+13.15,R+06.54,R+10.08,R+19.56,R+18.20,R+16.47,R+14.51,R+11.76,R+11.67,R+05.62,D+04.34,D+08.12,D+11.33,D+08.61,D+01.66,D+02.61,D+04.23,D+04.11,D+08.09,D+12.25,D+11.21,D+05.90,D+01.32,D+03.56
Hampden,Wales,,,,,,,R+34.52,R+19.25,R+11.33,R+15.08,R+16.45,R+18.19,R+24.45,R+22.71,R+18.72,R+18.80,R+18.21,R+16.75,R+12.61,R+08.14,R+07.37,R+02.23,D+09.29,D+11.04,D+08.55,D+10.65,D+03.03,R+04.01,D+00.92,D+05.67,D+08.27,D+08.18,D+05.10,D+02.54,D+00.80,R+05.28
Norfolk,Walpole,,,,,,,R+27.57,R+10.15,R+09.30,R+11.60,R+07.11,R+06.84,R+08.36,R+05.97,R+10.25,R+18.98,R+15.81,R+10.90,R+08.34,R+06.60,R+08.64,R+04.76,D+06.17,D+09.83,D+10.37,D+06.13,R+00.29,R+01.32,R+01.32,R+02.10,D+01.10,D+05.28,D+03.92,R+00.67,R+04.99,R+01.19
Middlesex,Waltham,,,,,,,R+29.20,R+11.17,R+11.89,R+17.53,R+13.00,R+07.95,R+07.70,D+00.66,R+00.43,R+10.13,R+08.43,R+05.28,R+02.03,R+00.21,R+03.59,D+03.52,D+15.14,D+18.20,D+18.24,D+12.95,D+07.16,D+07.33,D+07.90,D+07.36,D+11.21,D+16.11,D+16.01,D+12.97,D+11.58,D+15.36
Hampshire,Ware,,,,,,,R+22.18,R+00.48,D+00.05,R+01.44,D+01.24,D+06.77,D+07.48,D+15.79,D+18.67,D+09.77,D+11.54,D+16.34,D+16.15,D+14.83,D+10.80,D+14.77,D+22.48,D+24.60,D+25.55,D+23.63,D+16.82,D+10.62,D+10.34,D+11.42,D+15.79,D+14.69,D+11.35,D+08.46,D+04.96,R+00.01
Plymouth,Wareham,,,,,,,R+25.04,R+08.07,R+07.53,R+04.18,D+03.04,R+07.10,R+18.38,R+16.93,R+18.69,R+22.83,R+17.12,R+13.13,R+14.51,R+14.92,R+17.17,R+11.81,D+01.17,D+04.28,D+04.36,D+05.32,D+02.96,D+02.92,D+04.63,D+06.14,D+10.97,D+14.26,D+12.06,D+07.60,D+04.79,D+02.61
Worcester,Warren,,,,,,,R+29.25,R+09.55,R+08.95,R+11.51,R+07.02,R+05.02,R+06.94,D+00.63,D+02.14,R+05.58,R+01.33,D+04.58,R+01.72,R+02.12,D+01.41,D+04.88,D+14.70,D+18.05,D+17.08,D+16.52,D+11.46,D+04.69,D+01.97,D+03.96,D+10.70,D+10.99,D+06.59,D+01.84,D+00.97,R+03.27
Franklin,Warwick,,,,,,,R+22.34,R+11.88,R+14.20,R+08.82,R+06.44,R+05.97,R+14.60,R+23.97,R+30.16,R+36.41,R+36.17,R+33.32,R+27.47,R+23.39,R+22.36,R+25.17,R+15.79,R+09.46,R+08.53,D+00.78,R+00.65,D+02.35,D+08.48,D+07.29,D+10.31,D+10.76,D+14.34,D+20.53,D+22.31,D+18.97
Berkshire,Washington,,,,,,,R+29.48,R+11.83,R+13.39,R+24.00,R+32.34,R+29.31,R+24.39,R+15.44,R+07.71,R+10.00,R+07.14,R+05.32,R+13.39,R+17.93,R+14.92,R+10.07,R+06.92,R+03.33,D+01.84,D+01.41,R+00.93,D+01.21,D+06.35,D+14.82,D+19.08,D+17.48,D+17.37,D+20.21,D+23.91,D+22.72
Middlesex,Watertown,,,,,,,R+24.25,R+01.01,D+00.23,R+03.36,R+04.15,R+04.73,R+04.56,D+02.25,D+00.52,R+09.71,R+08.80,R+06.16,R+01.76,D+01.64,D+00.29,D+06.27,D+15.40,D+19.39,D+22.06,D+17.74,D+12.70,D+16.22,D+18.54,D+17.02,D+17.73,D+20.52,D+22.83,D+21.48,D+19.93,D+23.18
Middlesex,Wayland,,,,,,,R+25.64,R+05.03,R+07.82,R+15.81,R+14.12,R+10.48,R+11.79,R+09.16,R+12.90,R+21.97,R+19.48,R+13.87,R+15.09,R+16.37,R+17.72,R+16.77,R+06.42,R+00.50,D+02.91,EVEN,R+05.83,D+00.39,D+04.88,D+06.04,D+08.11,D+11.75,D+15.98,D+16.50,D+13.36,D+19.40
Worcester,Webster,,,,,,,R+25.60,R+05.28,R+08.32,R+15.36,R+13.38,R+08.86,R+05.54,D+11.92,D+18.43,D+12.05,D+16.49,D+19.36,R+03.19,R+17.01,D+00.61,D+17.58,D+24.77,D+25.94,D+25.00,D+21.72,D+15.75,D+08.46,D+05.30,D+05.63,D+10.32,D+12.19,D+08.95,D+03.62,D+00.43,R+01.88
Norfolk,Wellesley,,,,,,,R+27.49,R+13.64,R+15.84,R+18.42,R+18.31,R+17.98,R+15.90,R+14.61,R+24.15,R+36.13,R+34.32,R+30.09,R+30.15,R+28.52,R+25.32,R+21.59,R+11.29,R+05.46,R+01.98,R+05.40,R+10.66,R+03.18,D+01.59,D+01.91,D+02.16,D+04.38,D+10.24,D+12.68,D+08.75,D+15.57
Barnstable,Wellfleet,,,,,,,R+39.49,R+27.93,R+27.74,R+15.53,R+04.13,R+16.18,R+26.52,R+27.35,R+27.71,R+36.50,R+36.71,R+28.81,R+29.89,R+31.35,R+27.95,R+22.80,R+12.44,R+08.96,R+03.59,D+00.76,R+02.28,D+05.74,D+14.68,D+15.82,D+16.04,D+17.15,D+19.34,D+19.81,D+19.13,D+21.87
Franklin,Wendell,,,,,,,R+25.25,R+06.00,R+10.31,R+02.43,D+10.11,R+00.92,R+08.75,R+05.90,R+10.74,R+09.18,R+04.77,R+14.73,R+19.82,R+19.74,R+22.43,R+16.97,R+00.90,D+05.59,D+07.11,D+13.43,D+17.04,D+25.31,D+30.13,D+30.04,D+28.80,D+24.79,D+30.27,D+35.50,D+33.78,D+31.14
Essex,Wenham,,,,,,,R+35.74,R+22.18,R+26.51,R+36.47,R+29.27,R+22.50,R+24.49,R+24.66,R+33.77,R+44.14,R+42.23,R+36.63,R+35.23,R+34.20,R+32.10,R+31.82,R+23.41,R+16.53,R+12.13,R+11.18,R+16.72,R+13.45,R+10.39,R+11.42,R+10.71,R+07.42,R+03.14,R+01.29,R+04.23,D+03.18
Worcester,West Boylston,,,,,,,R+31.82,R+21.37,R+24.78,R+33.08,R+34.26,R+28.37,R+29.34,R+28.25,R+31.56,R+35.31,R+28.48,R+22.69,R+01.69,D+23.05,D+04.23,R+13.68,R+03.60,D+00.25,D+00.90,D+00.17,R+04.10,R+07.05,R+08.24,R+07.50,R+02.70,D+01.10,D+02.30,D+00.50,R+02.28,D+00.06
Plymouth,West Bridgewater,,,,,,,R+33.43,R+20.26,R+21.53,R+17.76,R+12.06,R+19.38,R+26.50,R+24.74,R+28.33,R+33.19,R+27.89,R+22.77,R+21.51,R+23.20,R+25.75,R+21.40,R+10.68,R+07.56,R+05.11,R+02.97,R+09.10,R+11.70,R+12.68,R+12.22,R+05.60,R+01.91,R+02.99,R+06.42,R+08.61,R+07.82
Worcester,West Brookfield,,,,,,,R+23.32,R+03.37,R+06.67,R+11.70,R+11.99,R+12.02,R+16.00,R+14.19,R+20.19,R+30.51,R+29.33,R+25.09,R+01.13,D+24.61,D+03.70,R+16.79,R+03.79,D+01.30,D+00.41,D+01.05,R+04.37,R+07.36,R+06.96,R+06.15,D+00.39,D+03.85,D+02.74,D+00.73,R+01.69,R+03.21
Essex,West Newbury,,,,,,,R+34.21,R+23.17,R+20.91,R+18.73,R+19.63,R+20.71,R+20.93,R+20.70,R+28.62,R+37.83,R+34.93,R+29.66,R+27.56,R+26.50,R+24.68,R+22.71,R+16.86,R+13.09,R+07.28,R+05.67,R+10.18,R+06.96,R+02.90,R+01.99,R+00.53,D+01.42,D+03.08,D+03.38,D+00.37,D+04.52
Hampden,West Springfield,,,,,,,R+22.53,R+02.67,R+07.25,R+11.58,R+07.71,R+04.07,R+08.32,R+02.13,R+04.09,R+10.71,R+05.18,R+03.09,R+03.68,R+03.89,R+04.35,D+00.83,D+06.77,D+08.61,D+09.32,D+06.53,D+02.79,D+01.84,D+03.54,D+03.19,D+05.05,D+07.83,D+07.68,D+05.70,D+02.80,D+01.06
Berkshire,West Stockbridge,,,,,,,R+25.29,R+02.78,R+01.10,R+05.28,R+04.49,R+00.91,R+01.05,D+01.06,R+04.78,R+13.57,R+09.85,R+05.32,R+05.11,R+07.45,R+10.10,R+04.59,D+06.76,D+04.73,D+03.34,D+05.00,D+03.25,D+05.16,D+08.89,D+14.02,D+17.93,D+20.06,D+24.42,D+29.01,D+29.18,D+28.55
Dukes,West Tisbury,,,,,,,R+32.74,R+25.24,R+20.01,R+12.50,R+03.07,R+09.51,R+22.18,R+26.28,R+37.12,R+42.34,R+32.67,R+24.09,R+26.96,R+32.37,R+30.62,R+28.05,R+10.70,R+00.35,D+07.89,D+14.04,D+13.66,D+22.90,D+27.18,D+26.90,D+25.40,D+25.79,D+29.57,D+30.96,D+29.42,D+30.72
Worcester,Westborough,,,,,,,R+29.75,R+11.14,R+11.86,R+13.33,R+14.19,R+13.74,R+12.95,R+12.65,R+18.84,R+29.86,R+27.12,R+22.12,R+02.39,D+24.02,D+04.54,R+17.45,R+07.20,R+02.78,R+00.93,R+02.38,R+07.41,R+07.12,R+04.62,R+02.04,D+01.93,D+05.55,D+07.81,D+08.11,D+05.64,D+11.10
Hampden,Westfield,,,,,,,R+23.08,R+00.43,D+00.81,R+04.55,R+04.52,R+01.35,R+03.20,R+00.31,R+02.65,R+07.60,R+02.89,D+01.61,D+01.26,D+00.33,R+01.13,D+02.53,D+13.31,D+15.60,D+11.77,D+09.59,D+05.58,D+03.03,D+03.71,D+04.33,D+06.40,D+06.49,D+04.95,D+03.29,D+00.95,R+01.17
Middlesex,Westford,,,,,,,R+33.36,R+19.73,R+17.53,R+20.00,R+17.26,R+15.33,R+17.42,R+10.90,R+11.17,R+14.06,R+03.05,D+04.16,D+04.13,D+01.74,R+00.89,D+00.85,D+06.79,D+09.71,D+08.06,D+03.35,R+02.32,R+06.57,R+07.19,R+04.69,D+00.26,D+03.35,D+03.40,D+02.68,D+00.00,D+04.92
Hampshire,Westhampton,,,,,,,R+37.98,R+28.77,R+27.44,R+29.92,R+30.67,R+29.48,R+30.41,R+30.66,R+39.76,R+48.20,R+44.54,R+39.18,R+37.57,R+33.80,R+31.24,R+26.59,R+15.86,R+12.32,R+11.40,R+07.01,R+05.98,R+04.52,R+03.33,D+00.08,D+04.79,D+03.99,D+05.93,D+09.05,D+09.47,D+09.99
Worcester,Westminster,,,,,,,R+39.73,R+30.42,R+29.16,R+31.95,R+25.69,R+25.10,R+28.24,R+26.99,R+31.23,R+30.41,R+17.94,R+13.10,R+01.58,D+14.87,D+04.74,R+08.57,D+00.18,D+05.68,D+04.95,D+05.71,D+01.57,R+03.41,R+03.03,R+00.21,D+04.58,D+06.68,D+03.69,D+00.17,R+03.70,R+04.59
Middlesex,Weston,,,,,,,R+39.05,R+28.35,R+26.24,R+30.91,R+30.98,R+28.82,R+23.32,R+16.93,R+24.46,R+39.51,R+40.85,R+35.36,R+33.08,R+30.60,R+26.59,R+24.42,R+16.18,R+09.87,R+05.19,R+08.96,R+15.19,R+08.04,R+04.00,R+03.65,R+02.57,D+00.47,D+06.76,D+08.80,D+03.86,D+10.72
Bristol,Westport,,,,,,,R+43.32,R+33.28,R+25.59,R+29.11,R+31.45,R+29.87,R+30.01,R+22.30,R+18.37,R+19.84,R+13.79,R+11.55,R+12.93,D+05.47,D+04.97,R+04.59,D+06.57,D+09.30,D+10.01,D+10.46,D+06.74,D+04.16,D+05.42,D+08.38,D+12.77,D+15.27,D+15.60,D+12.53,D+08.85,D+03.78
Norfolk,Westwood,,,,,,,,R+08.28,R+21.74,R+23.38,R+17.17,R+15.78,R+19.60,R+17.19,R+20.62,R+31.85,R+32.74,R+29.20,R+26.73,R+24.73,R+23.45,R+18.25,R+07.74,R+02.83,R+00.66,R+04.55,R+10.89,R+07.75,R+05.49,R+06.76,R+05.31,R+01.15,D+02.66,D+02.06,R+01.64,D+04.11
Norfolk,Weymouth,,,,,,,R+25.96,R+04.97,R+05.78,R+09.19,R+06.07,R+07.54,R+11.04,R+07.87,R+10.52,R+18.08,R+15.60,R+11.32,R+09.79,R+08.88,R+08.74,R+01.62,D+08.66,D+13.15,D+14.33,D+10.05,D+03.47,D+02.88,D+04.38,D+04.69,D+07.93,D+12.44,D+11.56,D+05.20,D+01.91,D+04.13
Franklin,Whately,,,,,,,R+32.37,R+14.69,R+12.00,R+19.50,R+13.11,R+08.42,R+14.85,R+10.55,R+09.90,R+13.18,R+06.99,R+02.05,R+02.57,R+05.17,R+06.24,R+00.79,D+06.43,D+06.06,D+03.27,D+01.89,D+02.12,D+06.21,D+11.11,D+13.98,D+14.85,D+13.15,D+15.80,D+18.25,D+15.69,D+14.22
Plymouth,Whitman,,,,,,,R+28.56,R+10.34,R+12.12,R+10.74,R+05.31,R+08.26,R+12.37,R+09.57,R+12.39,R+23.10,R+21.87,R+17.12,R+16.08,R+15.24,R+15.88,R+10.96,D+01.26,D+05.82,D+05.01,D+05.38,R+00.06,R+04.62,R+05.53,R+04.50,D+02.31,D+07.92,D+06.27,D+00.16,R+02.93,R+03.01
Hampden,Wilbraham,,,,,,,R+30.22,R+17.77,R+14.49,R+18.59,R+18.09,R+11.24,R+11.50,R+12.37,R+17.50,R+19.51,R+09.91,R+05.61,R+08.83,R+12.81,R+14.00,R+12.29,R+08.31,R+05.90,R+04.04,R+05.91,R+09.13,R+08.43,R+05.48,R+04.70,R+04.64,R+02.04,D+00.39,R+00.39,R+04.14,R+04.22
Hampshire,Williamsburg,,,,,,,R+25.35,R+04.19,R+04.33,R+10.69,R+08.84,R+01.60,R+06.59,R+09.21,D+10.53,D+01.41,R+19.95,R+15.31,R+15.61,R+14.13,R+13.42,R+12.36,R+03.85,R+02.42,R+00.70,D+03.18,D+03.10,D+08.36,D+13.28,D+17.99,D+20.97,D+20.54,D+22.89,D+26.02,D+26.70,D+26.91
Berkshire,Williamstown,,,,,,,R+32.04,R+14.07,R+11.09,R+07.67,R+08.09,R+12.37,R+08.97,R+07.89,R+16.89,R+25.61,R+22.13,R+15.60,R+15.02,R+16.38,R+14.40,R+09.07,D+01.51,D+06.14,D+07.99,D+07.38,D+05.91,D+10.51,D+15.61,D+19.32,D+20.02,D+21.63,D+27.00,D+28.90,D+28.83,D+32.73
Middlesex,Wilmington,,,,,,,R+36.08,R+25.01,R+24.66,R+28.64,R+20.51,R+17.89,R+22.26,R+13.20,R+12.48,R+20.65,R+16.78,R+12.15,R+07.86,R+04.81,R+06.79,R+02.25,D+08.00,D+13.33,D+13.50,D+10.13,D+03.81,R+00.55,R+00.63,D+00.75,D+06.21,D+10.71,D+06.86,R+00.28,R+04.17,R+02.57
Worcester,Winchendon,,,,,,,R+31.65,R+15.65,R+13.56,R+12.20,R+09.89,R+10.67,R+11.20,R+04.11,R+03.68,R+12.07,R+06.54,D+01.13,R+03.07,R+00.37,D+04.68,D+07.83,D+16.87,D+18.86,D+15.16,D+13.55,D+08.14,D+00.51,D+00.68,D+04.63,D+09.70,D+09.13,D+05.54,D+03.32,D+01.03,R+03.44
Middlesex,Winchester,,,,,,,R+28.58,R+15.21,R+17.25,R+17.46,R+16.68,R+18.61,R+17.90,R+13.23,R+17.76,R+30.27,R+29.76,R+25.56,R+23.08,R+19.32,R+17.04,R+11.32,R+02.29,D+00.92,D+04.69,D+01.24,R+04.64,D+00.46,D+03.22,D+02.50,D+03.31,D+05.77,D+09.12,D+08.77,D+05.24,D+10.62
Berkshire,Windsor,,,,,,,R+33.93,R+20.44,R+21.83,R+23.78,R+17.95,R+17.41,R+23.50,R+26.60,R+28.20,R+28.34,R+23.41,R+21.08,R+20.41,R+19.04,R+18.12,R+15.66,R+07.03,R+05.31,R+04.48,D+00.41,R+01.34,R+02.96,R+00.43,D+11.48,D+18.89,D+14.54,D+15.09,D+19.86,D+21.62,D+19.22
Suffolk,Winthrop,,,,,,,R+37.36,R+22.19,R+23.63,R+24.13,R+19.78,R+19.48,R+16.89,R+07.11,R+06.83,R+15.81,R+12.83,R+07.21,R+02.68,R+00.53,R+00.04,D+06.84,R+14.25,R+09.25,D+20.53,D+11.85,D+06.24,D+08.52,D+08.95,D+08.85,D+13.49,D+17.84,D+16.71,D+10.29,D+06.68,D+06.88
Middlesex,Woburn,,,,,,,R+19.47,D+07.23,D+05.93,D+02.88,D+06.32,D+05.49,D+03.63,D+11.43,D+10.70,R+00.54,R+02.15,R+01.07,D+03.54,D+07.60,D+04.22,D+10.53,D+19.61,D+21.09,D+22.41,D+17.79,D+09.90,D+06.69,D+06.37,D+05.46,D+09.31,D+13.54,D+10.77,D+04.71,D+01.71,D+03.97
Worcester,Worcester,,,,,,,R+28.19,R+08.34,R+08.13,R+17.48,R+14.10,R+04.29,R+06.54,R+00.14,D+00.25,R+04.71,D+01.53,D+04.58,D+20.31,D+21.33,D+03.76,D+08.04,D+17.62,D+21.55,D+22.09,D+18.52,D+14.24,D+13.00,D+12.96,D+12.10,D+15.24,D+19.71,D+20.20,D+17.56,D+16.82,D+18.96
Hampshire,Worthington,,,,,,,R+39.14,R+31.83,R+30.85,R+39.65,R+36.04,R+25.68,R+22.40,R+19.66,R+27.87,R+30.81,R+26.09,R+31.40,R+38.97,R+37.55,R+32.59,R+32.74,R+23.79,R+17.44,R+14.56,R+10.48,R+10.95,R+04.32,D+02.99,D+07.35,D+09.30,D+06.08,D+09.78,D+16.17,D+16.92,D+15.99
Norfolk,Wrentham,,,,,,,R+40.51,R+33.37,R+32.11,R+36.68,R+30.44,R+22.56,R+23.34,R+23.09,R+27.61,R+31.35,R+26.40,R+23.55,R+24.58,R+24.84,R+23.22,R+17.58,R+05.02,D+00.86,D+01.58,D+00.02,R+05.50,R+06.75,R+06.22,R+04.29,D+00.33,D+02.79,D+00.99,R+02.42,R+06.79,R+04.59
Barnstable,Yarmouth,,,,,,,R+37.47,R+25.80,R+24.58,R+25.61,R+20.24,R+19.72,R+23.24,R+26.82,R+32.32,R+39.94,R+37.90,R+33.06,R+33.70,R+33.26,R+30.30,R+22.82,R+12.89,R+10.12,R+08.04,R+07.13,R+11.11,R+06.14,R+00.03,D+00.71,D+02.05,D+03.44,D+04.60,D+03.23,D+00.84,D+02.42
*Michigan,,,,,R+01.87,R+03.59,R+03.63,R+04.92,R+09.84,R+12.03,R+12.83,R+10.26,R+09.35,R+16.33,R+16.01,R+08.57,R+04.14,R+04.20,R+04.21,R+03.25,R+01.77,D+00.84,D+01.46,D+03.21,D+04.82,D+04.30,D+00.32,R+01.02,D+00.69,R+00.23,D+00.54,D+01.87,D+02.48,D+02.67,D+03.83,D+03.76,D+00.80
Alcona,,,,,R+09.31,R+08.88,R+15.94,R+26.51,R+31.48,R+29.35,R+29.53,R+19.29,R+11.71,R+17.76,R+19.99,R+14.73,R+14.83,R+20.82,R+21.28,R+20.34,R+14.51,R+11.87,R+15.20,R+10.26,R+09.76,R+10.39,R+04.83,R+05.04,R+06.57,R+07.13,R+04.41,R+01.34,R+02.43,R+04.25,R+06.03,R+09.39,R+16.49
Alger,,,,,,R+08.22,R+04.95,R+12.71,R+20.98,R+25.40,R+21.73,R+09.91,R+06.05,R+15.77,R+12.82,R+00.70,D+03.97,D+07.93,D+09.26,D+05.30,D+03.56,D+06.76,D+08.17,D+09.96,D+09.98,D+08.49,D+07.86,D+07.20,D+07.37,D+07.95,D+07.23,D+06.03,D+02.54,D+00.47,D+00.71,R+01.95,R+07.61
Allegan,,,,,R+05.98,R+08.16,R+08.14,R+08.65,R+13.94,R+17.38,R+16.76,R+12.81,R+11.70,R+17.55,R+21.91,R+18.87,R+18.95,R+24.02,R+25.87,R+24.46,R+20.30,R+17.82,R+19.05,R+15.53,R+13.20,R+12.41,R+12.83,R+14.83,R+13.49,R+14.05,R+13.31,R+13.61,R+14.38,R+13.65,R+10.81,R+10.51,R+14.23
Alpena,,,,,D+02.22,R+00.83,R+00.47,R+03.83,R+10.79,R+15.07,R+10.11,R+07.14,R+05.82,R+09.29,R+11.29,R+05.72,R+10.68,R+13.49,R+13.49,R+14.10,R+12.32,R+11.79,R+09.49,R+01.19,D+00.07,D+00.85,D+02.20,R+00.11,R+00.62,D+00.15,D+03.88,D+05.75,D+03.57,D+00.57,R+00.67,R+03.20,R+10.43
Antrim,,,,,R+10.04,R+10.08,R+09.19,R+16.56,R+25.22,R+24.52,R+22.49,R+16.08,R+14.01,R+19.04,R+23.44,R+21.60,R+16.73,R+19.21,R+22.11,R+22.15,R+21.85,R+18.21,R+16.08,R+11.76,R+09.82,R+09.41,R+07.67,R+08.29,R+08.44,R+09.41,R+07.82,R+07.10,R+09.16,R+11.17,R+09.99,R+10.85,R+14.72
Arenac,,,,,D+03.39,R+03.11,D+08.09,D+07.17,R+07.41,R+10.34,R+09.14,R+06.74,R+03.24,R+07.90,R+09.86,R+04.99,R+04.52,R+12.00,R+14.98,R+13.33,R+12.41,R+09.14,R+05.59,R+01.81,R+02.35,R+01.72,D+01.11,R+01.55,R+00.90,D+02.70,D+04.91,D+05.36,D+03.78,D+01.43,R+00.11,R+02.99,R+11.54
Baraga,,,,,R+02.99,D+05.82,D+03.05,R+08.13,R+13.33,R+18.76,R+18.94,R+14.56,R+15.70,R+20.95,R+16.49,R+08.45,R+09.10,R+09.58,R+06.01,R+04.34,R+03.89,R+00.04,D+01.73,D+04.40,D+05.32,D+04.61,D+02.46,R+00.93,D+03.28,D+06.47,D+05.82,D+04.08,R+02.38,R+05.06,R+04.25,R+05.80,R+11.22
Barry,,,,,R+01.58,R+09.00,R+05.93,D+00.54,R+03.48,R+06.42,R+08.55,R+09.35,R+08.50,R+08.84,R+14.99,R+15.84,R+14.22,R+21.25,R+23.92,R+21.90,R+18.96,R+15.39,R+15.36,R+09.88,R+06.70,R+07.63,R+08.16,R+10.50,R+09.95,R+09.38,R+06.49,R+07.28,R+10.36,R+11.46,R+09.83,R+09.91,R+15.03
Bay,,,,,D+08.71,D+04.26,D+03.52,D+00.22,R+06.79,R+08.90,R+09.07,R+07.77,R+03.54,R+04.54,R+02.33,D+01.30,R+00.20,R+02.87,R+04.03,R+02.03,R+01.90,R+03.06,R+00.27,D+06.19,D+06.89,D+06.96,D+06.01,D+03.13,D+04.98,D+08.53,D+09.96,D+08.52,D+07.25,D+05.99,D+05.16,D+02.48,R+03.48
Benzie,,,,,R+11.70,R+13.12,R+11.66,R+13.88,R+20.63,R+21.03,R+22.83,R+16.71,R+09.96,R+19.92,R+25.93,R+19.13,R+12.56,R+15.08,R+17.90,R+19.45,R+19.14,R+16.00,R+14.67,R+11.37,R+10.90,R+10.05,R+09.24,R+10.06,R+06.85,R+04.90,R+01.97,R+01.80,R+03.58,R+03.87,R+01.67,R+01.94,R+06.25
Berrien,,,,,R+01.44,R+02.86,R+04.52,R+04.95,R+04.79,R+06.19,R+05.25,R+05.40,R+09.78,R+12.59,R+11.43,R+06.37,R+03.68,R+08.58,R+13.54,R+13.69,R+10.24,R+07.92,R+09.58,R+08.23,R+07.53,R+08.91,R+10.49,R+11.40,R+08.87,R+08.61,R+07.96,R+07.36,R+07.18,R+05.25,R+02.62,R+03.09,R+06.55
