State,Year,Office,County,D#,R#,UL#,Proh.#,Labor#,ND#,Soc.D#,Nat.#,Pop.#,S#,Prog.#,AI#,CON#,I1#,I2#,I3#,Ref.#,NL#,G#,L#,NA#,SM#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,Proh.,Am.#,I#,W/I#,IL#,Unnamed: 13,C#
Kansas,1990,Secretary of State,Elk,515,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Ellis,3617,4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Ellsworth,854,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Finney,2267,4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Ford,2683,4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Franklin,2579,3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Geary,1912,2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Gove,414,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Graham,383,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Grant,606,1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Gray,549,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Greeley,202,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Greenwood,1282,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Hamilton,352,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Harper,1050,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Harvey,3707,6394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Haskell,326,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Hodgeman,277,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Jackson,1535,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Jefferson,2175,3314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Jewell,417,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Johnson,36125,60368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Kearny,363,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Kingman,1205,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Kiowa,361,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Labette,3439,3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Lane,230,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Leavenworth,6959,6516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Lincoln,453,1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Linn,1137,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Logan,311,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Lyon,3690,6304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Marion,1185,3456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Marshall,1652,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,McPherson,2626,6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Meade,442,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Miami,3233,3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Mitchell,616,2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Montgomery,4693,6651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Morris,742,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Morton,471,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Nemaha,1496,2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Neosho,2404,3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Ness,615,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Norton,729,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Osage,2153,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Osborne,513,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Ottawa,416,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Pawnee,871,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Phillips,551,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Pottawatomie,1665,3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Pratt,1233,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Rawlins,347,1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Reno,7916,11601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Republic,738,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Rice,1421,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Riley,3617,8588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Rooks,659,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Rush,580,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Russell,905,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Saline,3372,13449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Scott,436,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Sedgwick,48470,63155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Seward,1265,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Shawnee,22680,38891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Sheridan,373,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Sherman,691,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Smith,572,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Stafford,722,1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Stanton,245,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Stevens,506,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Sumner,3758,4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Thomas,952,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Trego,466,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Wabaunsee,776,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Wallace,147,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Washington,705,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Wichita,241,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Wilson,1178,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Woodson,570,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Secretary of State,Wyandotte,18415,10289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Allen,2361,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Anderson,1595,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Atchison,3003,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Barber,1043,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Barton,4091,6085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Bourbon,2471,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Brown,1866,2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Butler,7638,8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Chase,498,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Chautauqua,624,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Cherokee,3661,2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Cheyenne,518,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Clark,434,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Clay,1734,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Cloud,2311,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Coffey,1538,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Comanche,379,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Cowley,5271,5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Crawford,6268,5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Decatur,809,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Dickinson,2799,3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Doniphan,1408,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Douglas,13297,11022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Edwards,774,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Elk,552,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Ellis,5683,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Ellsworth,1233,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Finney,3654,3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Ford,3373,4470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Franklin,3542,3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Geary,2249,2687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Gove,723,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Graham,648,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Grant,827,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Gray,800,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Greeley,291,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Greenwood,1705,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Hamilton,508,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Harper,1260,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Harvey,4753,5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Haskell,498,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Hodgeman,397,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Jackson,2149,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Jefferson,3020,2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Jewell,730,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Johnson,50808,49987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Kearny,588,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Kingman,1441,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Kiowa,564,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Labette,4424,3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Lane,410,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Leavenworth,8815,5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Lincoln,966,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Linn,1346,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Logan,536,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Lyon,4768,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Marion,1765,3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Marshall,2566,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,McPherson,4397,5247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Meade,759,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Miami,3851,2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Mitchell,1378,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Montgomery,6179,5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Morris,988,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Morton,623,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Nemaha,2286,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Neosho,3014,2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Ness,934,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Norton,1237,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Osage,2837,2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Osborne,1084,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Ottawa,1063,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Pawnee,1245,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Phillips,1139,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Pottawatomie,2730,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Pratt,1612,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Rawlins,694,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Reno,10023,10374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Republic,1370,1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Rice,1655,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Riley,5939,6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Rooks,1292,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Rush,911,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Russell,1739,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Saline,8917,7646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Scott,879,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Sedgwick,54622,66718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Seward,1603,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Shawnee,29438,34167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Sheridan,679,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Sherman,1065,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Smith,1158,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Stafford,920,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Stanton,422,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Stevens,803,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Sumner,3669,4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Thomas,1293,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Trego,817,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Wabaunsee,1295,1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Wallace,292,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Washington,1368,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Wichita,391,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Wilson,1587,1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Woodson,729,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Attorney General,Wyandotte,25782,9047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Allen,2781,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Anderson,1622,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Atchison,2995,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Barber,1203,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Barton,6123,3914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Bourbon,2609,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Brown,1866,2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Butler,10878,5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Chase,696,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Chautauqua,661,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Cherokee,4098,2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Cheyenne,593,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Clark,590,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Clay,1691,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Cloud,2397,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Coffey,1653,1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Comanche,493,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Cowley,7399,3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Crawford,7517,4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Decatur,938,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Dickinson,3368,3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Doniphan,1317,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Douglas,14063,9685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Edwards,910,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Elk,747,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Ellis,6537,2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Ellsworth,1563,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Finney,4374,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Ford,4238,3446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Franklin,3512,3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Geary,2763,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Gove,858,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Graham,837,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Grant,987,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Gray,981,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Greeley,306,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Greenwood,1864,1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas,1990,Treasurer,Hamilton,470,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
