State,Year,Office,County,D#,R#,Pop.#,Prog.#,Proh.#,SD#,SL#,UR#,S#,Labor#,Comm.#,Wor.#,Am.#,L#,IND#,I#,Ref.#,NL#,G#,3rdP#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,W/I15#,AI#,I1#,I2#,U#
Maryland,1962,Comptroller,Kent,3248,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Montgomery,46994,48685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Prince George's,42527,27999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Queen Anne's,3502,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Saint Mary's,4076,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Somerset,3995,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Talbot,3844,2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Washington,12827,10166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Wicomico,7224,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1962,Comptroller,Worcester,3380,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Allegany,9243,11425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Anne Arundel,36706,15551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Baltimore,118243,42329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Baltimore City,139615,51057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Calvert,2894,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Caroline,2614,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Carroll,6622,5737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Cecil,6058,3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Charles,5174,3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Dorchester,4693,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Frederick,8954,8006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Garrett,1809,3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Harford,13032,5795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Howard,7643,4114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Kent,2887,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Montgomery,68164,51341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Prince George's,60439,33241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Queen Anne's,3438,1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Saint Mary's,4894,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Somerset,3336,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Talbot,3340,2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Washington,11671,11038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Wicomico,6272,4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Attorney General,Worcester,2906,1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Allegany,10302,10173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Anne Arundel,38304,16020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Baltimore,111213,50235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Baltimore City,132554,61261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Calvert,3694,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Caroline,2936,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Carroll,6469,6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Cecil,6407,3733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Charles,5527,3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Dorchester,5326,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Frederick,9766,8079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Garrett,2169,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Harford,12453,6565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Howard,7444,4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Kent,3308,1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Montgomery,67788,54807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Prince George's,62549,33271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Queen Anne's,3779,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Saint Mary's,5331,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Somerset,3865,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Talbot,3748,2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Washington,13301,10197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Wicomico,7283,4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1966,Comptroller,Worcester,3376,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Allegany,10056,8340,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Anne Arundel,32681,18076,,,,,,,,,,,2293,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Baltimore,88076,48599,,,,,,,,,,,2992,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Baltimore City,107779,30726,,,,,,,,,,,5076,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Calvert,2914,1165,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Caroline,2020,1358,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Carroll,6171,5915,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Cecil,5602,4495,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Charles,5545,3053,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Dorchester,3472,1880,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Frederick,10603,7102,,,,,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Garrett,2053,2639,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Harford,11490,8324,,,,,,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Howard,7489,5597,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Kent,2686,1481,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Montgomery,98170,52790,,,,,,,,,,,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Prince George's,72388,44949,,,,,,,,,,,2946,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Queen Anne's,2495,990,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Saint Mary's,4691,1466,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Somerset,2451,2101,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Talbot,3300,2266,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Washington,13317,8498,,,,,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Wicomico,6373,4773,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Lt. Governor,Worcester,2345,1798,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Allegany,10260,10476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Anne Arundel,37017,21715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Baltimore,110606,57031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Baltimore City,125460,37821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Calvert,3022,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Caroline,2237,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Carroll,7111,7149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Cecil,6042,4423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Charles,5438,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Dorchester,4157,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Frederick,10550,9133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Garrett,1970,2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Harford,13624,9699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Howard,7978,6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Kent,3064,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Montgomery,72203,78488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Prince George's,64451,54215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Queen Anne's,3063,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Saint Mary's,5017,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Somerset,2881,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Talbot,3636,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Washington,12986,11416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Wicomico,7132,4901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Attorney General,Worcester,2658,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Allegany,12641,8619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Anne Arundel,43701,16983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Baltimore,116513,51166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Baltimore City,134783,30656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Calvert,4247,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Caroline,2653,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Carroll,8470,6117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Cecil,7108,3748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Charles,6244,2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Dorchester,4991,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Frederick,12844,7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Garrett,2547,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Harford,15128,8159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Howard,9294,5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Kent,3750,1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Montgomery,100412,51820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Prince George's,77356,43806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Queen Anne's,3563,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Saint Mary's,5606,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Somerset,3598,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Talbot,4255,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Washington,16980,8341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Wicomico,8319,4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1970,Comptroller,Worcester,3109,1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Allegany,11261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Anne Arundel,45762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Baltimore,121896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Baltimore City,102395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Calvert,3824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Caroline,2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Carroll,9071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Cecil,6979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Charles,7533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Dorchester,4179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Frederick,12363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Garrett,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Harford,20133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Howard,16590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Kent,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Montgomery,104869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Prince George's,76363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Queen Anne's,2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Saint Mary's,6539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Somerset,2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Talbot,3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Washington,12446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Wicomico,7330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Attorney General,Worcester,3032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Allegany,11762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Anne Arundel,49063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Baltimore,124309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Baltimore City,103598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Calvert,4646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Caroline,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Carroll,9536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Cecil,7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Charles,7680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Dorchester,4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Frederick,13242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Garrett,2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Harford,20706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Howard,17030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Kent,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Montgomery,109173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Prince George's,81792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Queen Anne's,3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Saint Mary's,6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Somerset,3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Talbot,3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Washington,13708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Wicomico,7667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1974,Comptroller,Worcester,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Allegany,10771,8136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Anne Arundel,56783,17184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Baltimore,142388,34206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Baltimore City,123735,15379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Calvert,4458,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Caroline,2883,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Carroll,12155,5931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Cecil,7032,3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Charles,6630,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Dorchester,4300,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Frederick,12714,7195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Garrett,2107,2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Harford,22097,7462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Howard,21670,6467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Kent,2941,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Montgomery,101130,53689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Prince George's,71908,27720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Queen Anne's,3897,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Saint Mary's,6538,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Somerset,2996,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Talbot,3487,3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Washington,15841,7223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Wicomico,7860,4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Attorney General,Worcester,3588,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Allegany,11984,8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Anne Arundel,58226,19650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Baltimore,140635,38064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Baltimore City,120862,18425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Calvert,5988,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Caroline,3592,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Carroll,12820,6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Cecil,8077,3446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Charles,7980,2876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Dorchester,5297,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Frederick,14581,7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Garrett,3312,2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Harford,22761,7658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Howard,21320,7264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,1978,Comptroller,Kent,3780,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
