State,Year,Office,County,D#,R#,Prog.#,Cit.#,SM#,PC#,CN#,New#,S#,SL#,Liberty#,Comm.#,Proh.#,FL#,U#,Workers#,AI#,SW#,I#,Ref.#,NL#,G#,L#,S&L,Delta#,NA#,W/I#,LRU#,PCP#,INM#,W/I1#,W/I2#,Year / Office,C#
New Mexico,,,Union,1270,974,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Treasurer,
New Mexico,,,Valencia,7284,3833,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Treasurer,
New Mexico,,,Bernalillo,51695,41731,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Catron,594,533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Chaves,8370,7775,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Colfax,3140,1639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Curry,5229,4313,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,De Baca,666,477,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Dona Ana,9888,7088,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Eddy,10850,6263,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Grant,4724,2051,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Guadalupe,1610,1018,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1964 Auditor,
New Mexico,,,Harding,423,444,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Hidalgo,1001,531,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Lea,8585,6186,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Lincoln,1471,1643,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Los Alamos,3165,2301,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Luna,2182,1496,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,McKinley,6210,2825,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Mora,1325,1155,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Otero,5602,3381,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Quay,2387,1709,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Rio Arriba,6308,3092,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Roosevelt,2781,2255,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,San Juan,6551,6417,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,San Miguel,5497,2690,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Sandoval,3241,1137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Santa Fe,12108,5830,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Sierra,1549,1366,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Socorro,2311,1707,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Taos,3922,2103,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Torrance,1243,1343,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Union,1200,1065,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Valencia,7356,3924,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1964 Auditor,
New Mexico,,,Bernalillo,31613,45159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Catron,457,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Chaves,4989,6518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Colfax,2407,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Curry,4049,3232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,De Baca,529,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Dona Ana,6592,6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Eddy,7488,5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Grant,3914,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Guadalupe,1239,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Harding,344,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Hidalgo,751,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Lea,5945,4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Lincoln,965,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Los Alamos,2141,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Luna,1663,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,McKinley,3102,2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Mora,1174,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Otero,3928,2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Quay,1857,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Rio Arriba,5008,2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Roosevelt,1883,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,San Juan,4608,5739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,San Miguel,4136,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Sandoval,2344,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Santa Fe,9246,6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Sierra,1067,1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Socorro,1730,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Taos,3257,2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Torrance,1143,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Union,997,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Valencia,5212,4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Secretary of State,
New Mexico,,,Bernalillo,32490,43692,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Catron,453,541,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Chaves,5200,6314,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Colfax,2511,1543,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Curry,4019,3255,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,De Baca,464,432,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Dona Ana,6673,6312,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Eddy,7672,5007,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Grant,3912,1798,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Guadalupe,1256,918,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Harding,347,375,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Hidalgo,757,338,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Lea,6074,4020,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Lincoln,992,1418,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Los Alamos,2317,2252,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Luna,1649,1107,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,McKinley,3220,2621,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Mora,1176,1145,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Otero,3860,2989,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Quay,1943,1379,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Rio Arriba,4976,2743,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Roosevelt,1977,1504,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,San Juan,4898,5379,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,San Miguel,4237,3100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Sandoval,2369,1265,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1966 Attorney General,
New Mexico,,,Santa Fe,8423,7349,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1966 Attorney General,
New Mexico,,,Sierra,1057,1233,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Socorro,1738,1878,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Taos,3262,2246,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Torrance,1173,1225,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Union,1053,863,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Valencia,5325,4188,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Attorney General,
New Mexico,,,Bernalillo,31954,44669,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Catron,432,559,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Chaves,4574,6980,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1966 Treasurer,
New Mexico,,,Colfax,2348,1729,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Curry,3553,3726,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,De Baca,479,370,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Dona Ana,6387,6762,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Eddy,7202,5488,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Grant,3582,2197,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Guadalupe,1299,882,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Harding,342,390,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Hidalgo,707,409,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Lea,5398,4607,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Lincoln,944,1473,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Los Alamos,1842,2756,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Luna,1571,1261,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,McKinley,3022,2891,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Mora,1189,1134,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Otero,3811,3170,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Quay,1802,1526,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Rio Arriba,5092,2724,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Roosevelt,1649,1802,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,San Juan,4246,6050,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,San Miguel,4397,2988,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Sandoval,2422,1235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Santa Fe,9208,6573,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Sierra,1055,1260,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Socorro,1767,1878,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Taos,3360,2177,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Torrance,1220,1101,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Union,961,987,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Valencia,5376,4214,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1966 Treasurer,
New Mexico,,,Bernalillo,30978,45612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Catron,437,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Chaves,4685,6926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Colfax,2343,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Curry,3590,3713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,De Baca,472,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Dona Ana,6324,6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Eddy,7158,5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Grant,3620,2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Guadalupe,1282,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Harding,347,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Hidalgo,707,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Lea,5347,4634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Lincoln,950,1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Los Alamos,1810,2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Luna,1564,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,McKinley,3086,2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Mora,1190,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Otero,3734,3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Quay,1781,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Rio Arriba,5042,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Roosevelt,1620,1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,San Juan,4250,5993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,San Miguel,4386,3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Sandoval,2396,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Santa Fe,8957,6804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Sierra,1038,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Socorro,1765,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Taos,3342,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Torrance,1114,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Union,941,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Valencia,5322,4264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966 Auditor,
New Mexico,,,Bernalillo,44771,51950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,780
New Mexico,,,Catron,433,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,2
New Mexico,,,Chaves,5074,7624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,79
New Mexico,,,Colfax,2708,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,26
New Mexico,,,Curry,4799,4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,44
New Mexico,,,De Baca,524,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,14
New Mexico,,,Dona Ana,9427,8844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,145
New Mexico,,,Eddy,7521,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,62
New Mexico,,,Grant,4592,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,68
New Mexico,,,Guadalupe,1223,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,18
New Mexico,,,Harding,346,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,0
New Mexico,,,Hidalgo,844,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,9
New Mexico,,,Lea,7640,5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,49
New Mexico,,,Lincoln,1202,1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,11
New Mexico,,,Los Alamos,2946,3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,15
New Mexico,,,Luna,1768,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,23
New Mexico,,,McKinley,4577,3555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,191
New Mexico,,,Mora,1114,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,4
New Mexico,,,Otero,5009,4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,72
New Mexico,,,Quay,1881,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,26
New Mexico,,,Rio Arriba,5311,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,162
New Mexico,,,Roosevelt,2526,2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,23
New Mexico,,,San Juan,5895,7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,123
New Mexico,,,San Miguel,4532,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,109
New Mexico,,,Sandoval,2804,1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,76
New Mexico,,,Santa Fe,11256,7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,112
New Mexico,,,Sierra,1271,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,15
New Mexico,,,Socorro,2043,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,16
New Mexico,,,Taos,3436,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,34
New Mexico,,,Torrance,1226,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,4
New Mexico,,,Union,961,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,16
New Mexico,,,Valencia,6200,4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Secretary of State,145
New Mexico,,,Bernalillo,50710,47336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Catron,432,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Chaves,5071,7498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Colfax,2789,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Curry,4885,4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,De Baca,507,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Dona Ana,9409,8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Eddy,7600,5698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Grant,4404,2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Guadalupe,1224,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Harding,381,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Hidalgo,850,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Lea,7544,5620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Lincoln,1202,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Los Alamos,2979,2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Luna,1765,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,McKinley,4749,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Mora,1101,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Otero,4967,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Quay,1951,1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Rio Arriba,5157,3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Roosevelt,2532,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,San Juan,6141,6797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,San Miguel,4612,3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Sandoval,2781,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Santa Fe,10405,7608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Sierra,1278,1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Socorro,2065,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Taos,3309,2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Torrance,1241,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Union,994,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Valencia,6406,4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Attorney General,
New Mexico,,,Bernalillo,44654,48343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,938
New Mexico,,,Catron,400,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,7
New Mexico,,,Chaves,4770,7760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,68
New Mexico,,,Colfax,2633,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,37
New Mexico,,,Curry,4034,5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,36
New Mexico,,,De Baca,470,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968 Treasurer,16
