State,Year,Office,County,D#,R#,Prog.#,Cit.#,SM#,PC#,CN#,New#,S#,SL#,Liberty#,Comm.#,Proh.#,FL#,U#,Workers#,AI#,SW#,I#,Ref.#,NL#,G#,L#,S&L,Delta#,NA#,W/I#,LRU#,PCP#,INM#,W/I1#,W/I2#,Year / Office,C#
New Mexico,1982,US Senate,Lea,4961,7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Lincoln,1358,2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Los Alamos,3507,4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Luna,2843,2808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,McKinley,6805,3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Mora,1388,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Otero,4733,5870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Quay,1828,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Rio Arriba,7767,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Roosevelt,2363,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,San Juan,9702,10649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,San Miguel,5139,2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Sandoval,7043,4846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Santa Fe,19892,8578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Sierra,1573,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Socorro,2731,2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Taos,5680,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Torrance,1726,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Union,821,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1982,US Senate,Valencia,6706,4912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,1984,US Senate,Bernalillo,46689,124967,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1984,US Senate,Catron,284,1030,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Chaves,3661,16754,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Cibola,2175,4429,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1984,US Senate,Colfax,1547,3747,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Curry,1962,10013,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,De Baca,246,858,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Dona Ana,9007,26565,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Eddy,5423,13565,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Grant,4442,6266,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Guadalupe,661,1216,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Harding,141,473,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Hidalgo,599,1466,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Lea,3276,15391,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Lincoln,748,4354,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Los Alamos,1573,8161,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Luna,1896,4645,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,McKinley,5454,8192,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Mora,1050,1160,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Otero,2438,11288,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Quay,974,3174,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Rio Arriba,5406,5513,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Roosevelt,1121,5092,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,San Juan,7381,19837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,San Miguel,3802,7405,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Sandoval,5039,10843,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Santa Fe,13356,20595,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
New Mexico,1984,US Senate,Sierra,970,2986,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Socorro,1651,4039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Taos,3422,5652,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Torrance,921,2662,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1984,US Senate,Union,305,1639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1984,US Senate,Valencia,3633,10094,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1988,US Senate,Bernalillo,106959,63322,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,
New Mexico,1988,US Senate,Catron,772,650,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Chaves,10216,9656,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Cibola,4351,1696,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Colfax,3440,1517,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Curry,6117,5503,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,De Baca,632,436,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Dona Ana,26462,13687,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1988,US Senate,Eddy,10963,7125,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Grant,7043,2546,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Guadalupe,1513,506,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Harding,419,241,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Hidalgo,1274,647,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Lea,8786,8246,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Lincoln,2407,2740,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Los Alamos,5669,4307,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Luna,3875,2443,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,McKinley,10751,3667,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1988,US Senate,Mora,1690,801,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Otero,8212,6808,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Quay,2666,1513,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Rio Arriba,8171,2171,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1988,US Senate,Roosevelt,3006,2432,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,San Juan,14803,12418,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,San Miguel,6753,1912,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Sandoval,11877,6762,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1988,US Senate,Santa Fe,27589,8700,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Sierra,2106,1955,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Socorro,3936,2122,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Taos,6759,2157,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Torrance,2225,1597,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Union,1092,703,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1988,US Senate,Valencia,9449,5593,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Bernalillo,29061,103209,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,
New Mexico,1990,US Senate,Catron,366,959,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Chaves,3258,11585,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Cibola,1840,3600,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1990,US Senate,Colfax,1186,2882,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1990,US Senate,Curry,2041,6881,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
New Mexico,1990,US Senate,De Baca,200,939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Dona Ana,8792,21863,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
New Mexico,1990,US Senate,Eddy,4364,9208,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
New Mexico,1990,US Senate,Grant,3036,5027,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Guadalupe,789,1327,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Harding,120,481,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Hidalgo,563,1278,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Lea,3297,9419,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1990,US Senate,Lincoln,674,3825,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Los Alamos,1286,6823,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1990,US Senate,Luna,1594,3426,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1990,US Senate,McKinley,4176,7416,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Mora,996,1407,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Otero,2758,9318,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1990,US Senate,Quay,982,2340,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Rio Arriba,4634,5292,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Roosevelt,834,3712,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,San Juan,5976,15128,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,
New Mexico,1990,US Senate,San Miguel,3028,4395,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1990,US Senate,Sandoval,4499,10805,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,
New Mexico,1990,US Senate,Santa Fe,9118,19991,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
New Mexico,1990,US Senate,Sierra,935,2594,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Socorro,1557,3723,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Taos,2619,4737,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Torrance,1053,2601,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1990,US Senate,Union,369,1253,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
New Mexico,1990,US Senate,Valencia,4032,9268,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Bernalillo,83854,69300,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,
New Mexico,1994,US Senate,Catron,427,1042,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Chaves,6408,9393,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
New Mexico,1994,US Senate,Cibola,3634,2071,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
New Mexico,1994,US Senate,Colfax,2837,1841,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Curry,3984,6342,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
New Mexico,1994,US Senate,De Baca,593,467,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Dona Ana,15306,17021,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,
New Mexico,1994,US Senate,Eddy,7234,8041,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1994,US Senate,Grant,4968,4316,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1994,US Senate,Guadalupe,1700,494,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Harding,333,302,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Hidalgo,884,1024,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Lea,4681,8186,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1994,US Senate,Lincoln,2185,3044,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1994,US Senate,Los Alamos,4630,4351,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1994,US Senate,Luna,2388,2988,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1994,US Senate,McKinley,9090,4085,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1994,US Senate,Mora,1739,656,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
New Mexico,1994,US Senate,Otero,5288,7880,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
New Mexico,1994,US Senate,Quay,1738,1981,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Rio Arriba,7452,2304,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1994,US Senate,Roosevelt,1919,2906,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,San Juan,11002,15463,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
New Mexico,1994,US Senate,San Miguel,6442,1800,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1994,US Senate,Sandoval,11309,9341,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,
New Mexico,1994,US Senate,Santa Fe,26000,9849,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,
New Mexico,1994,US Senate,Sierra,1527,2324,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1994,US Senate,Socorro,3368,2354,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
New Mexico,1994,US Senate,Taos,5794,2093,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
New Mexico,1994,US Senate,Torrance,2046,1990,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,1994,US Senate,Union,641,1001,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,1994,US Senate,Valencia,8588,6775,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,1996,US Senate,Bernalillo,50180,119363,,,,,,,,,,,,,,,,,,,,9497,2058,,,,,,,,,,,
New Mexico,1996,US Senate,Catron,307,1117,,,,,,,,,,,,,,,,,,,,47,35,,,,,,,,,,,
New Mexico,1996,US Senate,Chaves,4579,13528,,,,,,,,,,,,,,,,,,,,196,157,,,,,,,,,,,
New Mexico,1996,US Senate,Cibola,2474,4168,,,,,,,,,,,,,,,,,,,,130,70,,,,,,,,,,,
New Mexico,1996,US Senate,Colfax,1754,3241,,,,,,,,,,,,,,,,,,,,107,38,,,,,,,,,,,
New Mexico,1996,US Senate,Curry,2739,9386,,,,,,,,,,,,,,,,,,,,72,165,,,,,,,,,,,
New Mexico,1996,US Senate,De Baca,251,814,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,
New Mexico,1996,US Senate,Dona Ana,15332,26223,,,,,,,,,,,,,,,,,,,,1182,490,,,,,,,,,,,
New Mexico,1996,US Senate,Eddy,5516,13084,,,,,,,,,,,,,,,,,,,,131,135,,,,,,,,,,,
New Mexico,1996,US Senate,Grant,4479,5965,,,,,,,,,,,,,,,,,,,,262,137,,,,,,,,,,,
New Mexico,1996,US Senate,Guadalupe,871,847,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,,,,
New Mexico,1996,US Senate,Harding,176,427,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,
New Mexico,1996,US Senate,Hidalgo,689,1201,,,,,,,,,,,,,,,,,,,,15,33,,,,,,,,,,,
New Mexico,1996,US Senate,Lea,3511,10584,,,,,,,,,,,,,,,,,,,,129,204,,,,,,,,,,,
New Mexico,1996,US Senate,Lincoln,1240,4926,,,,,,,,,,,,,,,,,,,,121,94,,,,,,,,,,,
New Mexico,1996,US Senate,Los Alamos,1135,8293,,,,,,,,,,,,,,,,,,,,351,112,,,,,,,,,,,
New Mexico,1996,US Senate,Luna,2198,3869,,,,,,,,,,,,,,,,,,,,86,97,,,,,,,,,,,
New Mexico,1996,US Senate,McKinley,6983,8241,,,,,,,,,,,,,,,,,,,,250,123,,,,,,,,,,,
New Mexico,1996,US Senate,Mora,1176,1119,,,,,,,,,,,,,,,,,,,,41,16,,,,,,,,,,,
New Mexico,1996,US Senate,Otero,3612,12311,,,,,,,,,,,,,,,,,,,,200,166,,,,,,,,,,,
New Mexico,1996,US Senate,Quay,1141,2937,,,,,,,,,,,,,,,,,,,,39,49,,,,,,,,,,,
New Mexico,1996,US Senate,Rio Arriba,4978,5834,,,,,,,,,,,,,,,,,,,,415,50,,,,,,,,,,,
New Mexico,1996,US Senate,Roosevelt,1119,4559,,,,,,,,,,,,,,,,,,,,67,74,,,,,,,,,,,
New Mexico,1996,US Senate,San Juan,7127,24266,,,,,,,,,,,,,,,,,,,,457,485,,,,,,,,,,,
New Mexico,1996,US Senate,San Miguel,4461,4610,,,,,,,,,,,,,,,,,,,,362,54,,,,,,,,,,,
New Mexico,1996,US Senate,Sandoval,7603,17185,,,,,,,,,,,,,,,,,,,,1032,342,,,,,,,,,,,
New Mexico,1996,US Senate,Santa Fe,14277,20587,,,,,,,,,,,,,,,,,,,,7019,380,,,,,,,,,,,
New Mexico,1996,US Senate,Sierra,1227,3160,,,,,,,,,,,,,,,,,,,,101,63,,,,,,,,,,,
New Mexico,1996,US Senate,Socorro,1997,3969,,,,,,,,,,,,,,,,,,,,199,111,,,,,,,,,,,
New Mexico,1996,US Senate,Taos,3850,4828,,,,,,,,,,,,,,,,,,,,1145,96,,,,,,,,,,,
New Mexico,1996,US Senate,Torrance,1266,3184,,,,,,,,,,,,,,,,,,,,126,53,,,,,,,,,,,
New Mexico,1996,US Senate,Union,317,1308,,,,,,,,,,,,,,,,,,,,4,13,,,,,,,,,,,
New Mexico,1996,US Senate,Valencia,5791,12037,,,,,,,,,,,,,,,,,,,,424,145,,,,,,,,,,,
New Mexico,2000,US Senate,Bernalillo,123994,77425,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,
New Mexico,2000,US Senate,Catron,678,993,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
New Mexico,2000,US Senate,Chaves,9239,8650,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,2000,US Senate,Cibola,5031,1952,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,2000,US Senate,Colfax,3322,2041,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,2000,US Senate,Curry,5336,6482,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
New Mexico,2000,US Senate,De Baca,610,353,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,2000,US Senate,Dona Ana,29111,16745,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,
New Mexico,2000,US Senate,Eddy,10219,7320,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,2000,US Senate,Grant,7521,3525,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
New Mexico,2000,US Senate,Guadalupe,1259,375,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,2000,US Senate,Harding,308,279,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,2000,US Senate,Hidalgo,1250,569,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
New Mexico,2000,US Senate,Lea,7014,6989,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
New Mexico,2000,US Senate,Lincoln,3299,3338,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
New Mexico,2000,US Senate,Los Alamos,5858,4233,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,2000,US Senate,Luna,3984,2525,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
New Mexico,2000,US Senate,McKinley,11578,4005,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
New Mexico,2000,US Senate,Mora,1592,535,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,2000,US Senate,Otero,8597,7353,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
New Mexico,2000,US Senate,Quay,2167,1640,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
New Mexico,2000,US Senate,Rio Arriba,9191,2733,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,2000,US Senate,Roosevelt,2649,2924,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
New Mexico,2000,US Senate,San Juan,16119,17995,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
New Mexico,2000,US Senate,San Miguel,7180,1821,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,2000,US Senate,Sandoval,17940,13349,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,
New Mexico,2000,US Senate,Santa Fe,37045,11507,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,
New Mexico,2000,US Senate,Sierra,2432,2078,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
New Mexico,2000,US Senate,Socorro,4483,2231,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
New Mexico,2000,US Senate,Taos,8473,2109,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
New Mexico,2000,US Senate,Torrance,2620,2245,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
New Mexico,2000,US Senate,Union,761,957,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
New Mexico,2000,US Senate,Valencia,12884,8241,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
New Mexico,2002,US Senate,Bernalillo,57554,103428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Catron,345,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Chaves,3397,11378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Cibola,2222,3279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Colfax,1517,3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Curry,1758,7606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,De Baca,194,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Dona Ana,12956,21774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Eddy,3736,10252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Grant,3769,4925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Guadalupe,765,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Harding,147,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Hidalgo,595,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Lea,2396,9607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Lincoln,1270,4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Los Alamos,1638,6677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Luna,1885,3657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,McKinley,5706,7746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Mora,988,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Otero,2997,10947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico,2002,US Senate,Quay,930,2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
