State,Year,Office,County,D#,R#,ST#,GB#,Proh.#,NP#,ND#,Workers#,Comm.#,SL#,CL#,AS#,RD#,UL#,IND#,People's#,S#,Prog.#,U#,AI#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,Ref.#,NL#,G#,L#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,Peoples#,Year / Office,C#,W/I#
Ohio,,,Clinton,4030,3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Columbiana,15596,8367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Coshocton,5126,3664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Crawford,7753,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Cuyahoga,257144,93243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Darke,8035,4940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Defiance,5573,4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Delaware,7304,8091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Erie,13377,6540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Fairfield,14297,12373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Fayette,2533,3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Franklin,132924,107957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Fulton,4739,4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Gallia,3598,3311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Geauga,10030,7560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Greene,17149,11842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Guernsey,5726,3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Hamilton,131340,95622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Hancock,8226,8417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Hardin,4266,3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Harrison,3099,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Henry,3708,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Highland,3980,3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Hocking,3283,2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Holmes,2395,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Huron,6748,4785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Jackson,3538,3881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Jefferson,17874,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Knox,5657,5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Lake,35296,15147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Lawrence,8452,7079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Licking,19721,14390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Logan,4430,4880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Lorain,47126,16699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Lucas,77544,31470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Madison,3948,4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Mahoning,62734,18643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Marion,10702,8347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Medina,16840,9408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Meigs,2275,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Mercer,5733,2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Miami,13353,10147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Monroe,2473,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Montgomery,90987,48056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Morgan,1719,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Morrow,3064,2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Muskingum,12901,8421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Noble,2000,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Ottawa,7261,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Paulding,2986,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Perry,4111,3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Pickaway,5156,4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Pike,4636,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Portage,22963,8419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Preble,5009,4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Putnam,6069,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Richland,23311,11780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Ross,10491,7739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Sandusky,10806,7014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Scioto,11152,7669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Seneca,9522,6186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Shelby,6810,3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Stark,69781,38291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Summit,101490,36978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Trumbull,46027,15589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Tuscarawas,13326,6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Union,3272,4329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Van Wert,3497,3485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Vinton,1792,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Warren,11441,9188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Washington,7227,6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Wayne,13424,8790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Williams,4144,4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Wood,16066,10456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Wyandot,3217,2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Attorney General,,
Ohio,,,Adams,3281,3319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Allen,12156,14321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Ashland,6865,6001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Ashtabula,16625,9816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Athens,6722,6108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Auglaize,5849,5703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Belmont,14272,6106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Brown,3799,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Butler,23010,31497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Carroll,3113,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Champaign,3836,4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Clark,18271,16552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Clermont,10753,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Clinton,3003,5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Columbiana,13187,10256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Coshocton,4626,4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Crawford,7131,6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Cuyahoga,207585,129315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Darke,6167,6993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Defiance,4880,4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Delaware,6036,9058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Erie,11589,7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Fairfield,12831,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Fayette,2345,3353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Franklin,110972,124019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Fulton,4221,4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Gallia,3600,3296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Geauga,8473,8864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Greene,14943,13890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Guernsey,5259,4290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Hamilton,105186,124497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Hancock,7596,8900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Hardin,3808,4160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Harrison,2455,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Henry,3311,3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Highland,3767,4388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Hocking,3085,2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Holmes,2259,1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Huron,5943,5590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Jackson,3402,4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Jefferson,16577,7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Knox,5171,5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Lake,31048,18203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Lawrence,7925,7235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Licking,18124,15269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Logan,3657,5596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Lorain,40352,22130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Lucas,72365,34386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Madison,3640,4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Mahoning,48187,30028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Marion,9962,8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Medina,13913,11949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Meigs,2236,2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Mercer,5074,3643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Miami,10566,12928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Monroe,2344,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Montgomery,79200,58293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Morgan,1546,1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Morrow,2828,3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Muskingum,10846,9967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Noble,1973,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Ottawa,6787,4541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Paulding,2813,2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Perry,4033,3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Pickaway,4706,5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Pike,4426,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Portage,19815,10751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Preble,3991,5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Putnam,5749,3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Richland,20952,13733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Ross,9498,8552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Sandusky,9743,7481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Scioto,12748,9498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Seneca,8728,6756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Shelby,5785,4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Stark,59248,46212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Summit,88899,45753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Trumbull,36923,20944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Tuscarawas,10875,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Union,2741,4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Van Wert,3251,3765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Vinton,1830,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Warren,8675,12516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Washington,6772,6947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Wayne,11664,10258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Williams,3593,4645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Wood,14374,11648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Wyandot,2854,2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Auditor,,
Ohio,,,Adams,2878,3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Allen,10224,16273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Ashland,5234,7864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Ashtabula,14660,12725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Athens,6631,6530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Auglaize,4520,7169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Belmont,10679,10135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Brown,3067,3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Butler,22285,31256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Carroll,2381,3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Champaign,3296,5434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Clark,16116,19462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Clermont,9560,12808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Clinton,2825,5057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Columbiana,10318,13654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Coshocton,3737,5162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Crawford,5566,8014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Cuyahoga,240907,135641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Darke,5682,7285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Defiance,4211,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Delaware,5693,9572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Erie,9689,10503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Fairfield,10959,15436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Fayette,1958,3764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Franklin,109287,129817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Fulton,3345,5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Gallia,2405,4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Geauga,8250,9790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Greene,13843,15217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Guernsey,3895,5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Hamilton,108754,122311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
Ohio,,,Hancock,6249,10669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978 Secretary of State,,
