State,Year,Office,County,D#,R#,Prog.#,Pop.#,SW#,Comm.#,S#,Wor.#,Proh.#,Am.#,I#,G#,L#,Ref.#,NL#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,C#,ATP#,Year / Office
West Virginia,1912,Governor,Marion,4707,3912,,,,,795,,380,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Marshall,2521,3328,,,,,480,,326,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Mason,2036,2379,,,,,273,,82,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,McDowell,3156,6158,,,,,38,,20,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Mercer,4343,3588,,,,,119,,66,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Mineral,1380,1894,,,,,151,,38,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Mingo,1861,2448,,,,,32,,4,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Monongalia,1764,2807,,,,,568,,218,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Monroe,1684,1418,,,,,15,,23,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Morgan,566,1136,,,,,62,,29,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Nicholas,2105,1884,,,,,32,,156,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Ohio,5701,6646,,,,,1546,,268,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Pendleton,1161,912,,,,,16,,16,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Pleasants,791,862,,,,,19,,37,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Pocahontas,1457,1650,,,,,85,,125,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Preston,1654,3601,,,,,190,,225,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Putnam,1669,1737,,,,,350,,42,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Raleigh,2850,3056,,,,,404,,40,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Randolph,2629,2085,,,,,356,,116,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Ritchie,1324,2130,,,,,87,,159,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Roane,2102,2336,,,,,40,,59,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Summers,2272,1909,,,,,63,,26,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Taylor,1437,2084,,,,,149,,107,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Tucker,1254,1764,,,,,254,,101,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Tyler,1272,1720,,,,,160,,113,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Upshur,922,2334,,,,,161,,320,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Wayne,2714,2192,,,,,64,,39,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Webster,1356,780,,,,,21,,38,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Wetzel,2731,1813,,,,,143,,98,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Wirt,964,971,,,,,20,,23,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Wood,3798,4327,,,,,406,,105,,,,,,,,,,,,,,,,,,,,
West Virginia,1912,Governor,Wyoming,967,1085,,,,,8,,10,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Barbour,4394,4728,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Berkeley,7399,7846,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Boone,8100,4407,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Braxton,4128,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Brooke,7781,5026,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Cabell,22965,27029,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Calhoun,1993,2368,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Clay,2661,2799,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Doddridge,1047,2841,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Fayette,22203,9536,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Gilmer,2274,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Grant,744,3393,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Greenbrier,7817,7843,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Hampshire,2551,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Hancock,9660,6866,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Hardy,2497,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Harrison,20066,21868,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Jackson,2628,4889,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Jefferson,4322,2875,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Kanawha,53308,58272,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Lewis,2810,7136,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Lincoln,5036,4970,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Logan,19474,9134,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Marion,19786,14942,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Marshall,9087,9145,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Mason,3867,6174,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,McDowell,24526,10953,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Mercer,17318,13857,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Mineral,4736,5508,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Mingo,13178,6775,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Monongalia,13290,13147,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Monroe,2879,3490,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Morgan,1262,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Nicholas,5457,4703,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Ohio,18009,19326,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Pendleton,1957,2158,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Pleasants,1705,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Pocahontas,2714,2916,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Preston,4403,8037,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Putnam,4624,5159,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Raleigh,21747,15312,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Randolph,6872,5841,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Ritchie,1762,4286,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Roane,3558,4974,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Summers,4203,3805,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Taylor,3807,4668,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Tucker,2455,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Tyler,1568,3491,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Upshur,2423,6023,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Wayne,8756,7241,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Webster,3619,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Wetzel,4530,4595,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Wirt,1090,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Wood,14790,19913,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1952,Governor,Wyoming,9062,6244,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Barbour,3673,4398,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Berkeley,5807,8646,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Boone,6681,5390,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Braxton,3790,3466,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Brooke,7233,5550,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Cabell,17707,28872,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Calhoun,2100,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Clay,2545,2846,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Doddridge,877,2637,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Fayette,15249,10906,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Gilmer,1928,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Grant,628,3321,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Greenbrier,6254,7975,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Hampshire,2594,2242,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Hancock,9956,7764,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Hardy,2142,2169,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Harrison,16969,21763,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Jackson,2527,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Jefferson,3333,3073,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Kanawha,45455,62142,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Lewis,3133,6143,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Lincoln,4978,4877,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Logan,14658,10476,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Marion,16769,15168,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Marshall,8215,8464,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Mason,3646,6272,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,McDowell,17258,10264,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Mercer,13711,13715,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Mineral,4005,5768,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Mingo,10191,7476,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Monongalia,11111,13594,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Monroe,2707,3547,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Morgan,1160,2792,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Nicholas,4539,5413,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Ohio,16024,18964,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Pendleton,1868,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Pleasants,1512,2194,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Pocahontas,2412,3008,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Preston,3517,7535,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Putnam,4376,5809,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Raleigh,15984,16167,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Randolph,5349,5676,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Ritchie,1393,4174,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Roane,3051,4701,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Summers,3665,3781,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Taylor,3223,4516,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Tucker,2030,2386,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Tyler,1284,3675,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Upshur,1984,5632,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Wayne,7561,8207,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Webster,2989,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Wetzel,4065,4652,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Wirt,1082,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Wood,12978,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1956,Governor,Wyoming,7245,6662,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Barbour,4222,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Berkeley,7637,7506,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Boone,8159,4016,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Braxton,4182,2898,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Brooke,7406,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Cabell,22119,25418,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Calhoun,2148,1672,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Clay,2958,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Doddridge,1273,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Fayette,17776,7609,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Gilmer,2298,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Grant,1086,3063,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Greenbrier,8307,6455,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Hampshire,3292,1902,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Hancock,10716,7835,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Hardy,2643,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Harrison,21664,16947,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Jackson,3683,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Jefferson,4359,2606,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Kanawha,54523,55423,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Lewis,4094,4635,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Lincoln,5309,4372,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Logan,16188,7873,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Marion,18623,13066,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Marshall,8692,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Mason,4863,5986,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,McDowell,18826,6648,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Mercer,17606,11159,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Mineral,4595,5593,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Mingo,11178,4942,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Monongalia,13039,11107,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Monroe,3004,3052,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Morgan,1485,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Nicholas,5960,3967,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Ohio,16057,18948,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Pendleton,2284,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Pleasants,1873,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Pocahontas,2880,2339,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Preston,4674,6263,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Putnam,5356,5330,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Raleigh,18818,13424,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Randolph,8121,3842,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Ritchie,1738,3747,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Roane,3315,4275,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Summers,4096,3640,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Taylor,3679,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Tucker,2367,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Tyler,1854,3445,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Upshur,2812,4814,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Wayne,9678,7521,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Webster,3477,1494,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Wetzel,4394,4939,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Wirt,1149,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Wood,16041,21111,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1960,Governor,Wyoming,8179,5293,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Barbour,3930,3452,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Berkeley,7079,6897,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Boone,7366,3716,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Braxton,4000,2636,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Brooke,7169,5888,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Cabell,20991,24343,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Calhoun,2030,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Clay,2732,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Doddridge,1228,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Fayette,17232,6622,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Gilmer,2124,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Grant,1111,2832,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Greenbrier,7910,6724,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Hampshire,2813,1911,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Hancock,10998,7728,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Hardy,2333,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Harrison,18575,17173,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Jackson,3799,5580,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Jefferson,4201,2397,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Kanawha,54050,53757,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Lewis,4043,4182,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Lincoln,5136,4311,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Logan,15072,5674,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Marion,18122,11584,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Marshall,9704,8107,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Mason,5240,5745,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,McDowell,16696,4714,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Mercer,16682,10409,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Mineral,5131,4852,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Mingo,10855,4581,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Monongalia,12937,10727,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Monroe,3008,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Morgan,1435,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Nicholas,5378,4125,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Ohio,17104,15824,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Pendleton,2147,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Pleasants,1854,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Pocahontas,2652,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Preston,4987,5238,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Putnam,5525,5587,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Raleigh,19519,11068,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Randolph,6763,4204,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Ritchie,1644,3327,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Roane,3037,4134,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Summers,4301,2738,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Taylor,3521,3222,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Tucker,2271,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Tyler,1516,3352,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Upshur,2798,4567,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Wayne,8813,8148,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Webster,3024,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Wetzel,4523,4927,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Wirt,1102,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Wood,16901,19452,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1964,Governor,Wyoming,7911,4670,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Barbour,3050,3753,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Berkeley,5756,8223,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Boone,6329,3829,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Braxton,3075,3106,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Brooke,4859,8259,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Cabell,20833,21313,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Calhoun,1617,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Clay,2064,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Doddridge,726,2110,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Fayette,14671,6602,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Gilmer,1527,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Grant,934,2952,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Greenbrier,7083,6244,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Hampshire,2208,2081,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Hancock,6666,11940,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Hardy,1940,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1968,Governor,Harrison,15015,19579,,,,,,,,,,,,,,,,,,,,,,,,,,,
