State,Year,Office,County/City,D#,R#,Prog.#,FL#,S#,U#,SD#,PF#,Proh.#,Comm.#,JI#,Labor#,SL#,SW#,SR#,I1#,I2#,I3#,Ref.#,NL#,IG#,G#,L#,W/I#,ID#,CON#,Match,Others,W/I1#,W/I2#,County / City,Soc. D#,AI#,I#,Year / Office
Virginia,2001,Governor,,42089,39215,,,,,,,,,,,,,,,,,,,,,514,85,,,,,,,Henrico,,,,
Virginia,2001,Governor,,9872,5942,,,,,,,,,,,,,,,,,,,,,270,1,,,,,,,Henry,,,,
Virginia,2001,Governor,,533,568,,,,,,,,,,,,,,,,,,,,,9,0,,,,,,,Highland,,,,
Virginia,2001,Governor,,2467,2435,,,,,,,,,,,,,,,,,,,,,88,4,,,,,,,Hopewell City,,,,
Virginia,2001,Governor,,4727,4708,,,,,,,,,,,,,,,,,,,,,32,4,,,,,,,Isle of Wight,,,,
Virginia,2001,Governor,,8505,8654,,,,,,,,,,,,,,,,,,,,,86,6,,,,,,,James City,,,,
Virginia,2001,Governor,,1188,872,,,,,,,,,,,,,,,,,,,,,14,0,,,,,,,King and Queen,,,,
Virginia,2001,Governor,,2110,2151,,,,,,,,,,,,,,,,,,,,,29,1,,,,,,,King George,,,,
Virginia,2001,Governor,,1942,1960,,,,,,,,,,,,,,,,,,,,,25,2,,,,,,,King William,,,,
Virginia,2001,Governor,,2025,2373,,,,,,,,,,,,,,,,,,,,,29,5,,,,,,,Lancaster,,,,
Virginia,2001,Governor,,2923,2536,,,,,,,,,,,,,,,,,,,,,25,0,,,,,,,Lee,,,,
Virginia,2001,Governor,,1053,552,,,,,,,,,,,,,,,,,,,,,24,0,,,,,,,Lexington City,,,,
Virginia,2001,Governor,,20907,24372,,,,,,,,,,,,,,,,,,,,,310,20,,,,,,,Loudoun,,,,
Virginia,2001,Governor,,4244,3568,,,,,,,,,,,,,,,,,,,,,89,1,,,,,,,Louisa,,,,
Virginia,2001,Governor,,1996,1634,,,,,,,,,,,,,,,,,,,,,21,1,,,,,,,Lunenburg,,,,
Virginia,2001,Governor,,9314,8132,,,,,,,,,,,,,,,,,,,,,112,10,,,,,,,Lynchburg City,,,,
Virginia,2001,Governor,,1794,2121,,,,,,,,,,,,,,,,,,,,,76,1,,,,,,,Madison,,,,
Virginia,2001,Governor,,2992,3520,,,,,,,,,,,,,,,,,,,,,31,0,,,,,,,Manassas City,,,,
Virginia,2001,Governor,,691,790,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,Manassas Park City,,,,
Virginia,2001,Governor,,2769,1346,,,,,,,,,,,,,,,,,,,,,16,1,,,,,,,Martinsville City,,,,
Virginia,2001,Governor,,1516,1712,,,,,,,,,,,,,,,,,,,,,37,0,,,,,,,Mathews,,,,
Virginia,2001,Governor,,3519,3898,,,,,,,,,,,,,,,,,,,,,124,0,,,,,,,Mecklenburg,,,,
Virginia,2001,Governor,,1757,1861,,,,,,,,,,,,,,,,,,,,,74,0,,,,,,,Middlesex,,,,
Virginia,2001,Governor,,11154,8639,,,,,,,,,,,,,,,,,,,,,228,13,,,,,,,Montgomery,,,,
Virginia,2001,Governor,,2681,1763,,,,,,,,,,,,,,,,,,,,,68,1,,,,,,,Nelson,,,,
Virginia,2001,Governor,,2161,2532,,,,,,,,,,,,,,,,,,,,,37,7,,,,,,,New Kent,,,,
Virginia,2001,Governor,,21318,15920,,,,,,,,,,,,,,,,,,,,,168,16,,,,,,,Newport News City,,,,
Virginia,2001,Governor,,28244,14741,,,,,,,,,,,,,,,,,,,,,294,14,,,,,,,Norfolk City,,,,
Virginia,2001,Governor,,2316,1236,,,,,,,,,,,,,,,,,,,,,58,0,,,,,,,Northampton,,,,
Virginia,2001,Governor,,2166,2159,,,,,,,,,,,,,,,,,,,,,26,4,,,,,,,Northumberland,,,,
Virginia,2001,Governor,,773,366,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,Norton City,,,,
Virginia,2001,Governor,,2513,1824,,,,,,,,,,,,,,,,,,,,,43,1,,,,,,,Nottoway,,,,
Virginia,2001,Governor,,3617,3902,,,,,,,,,,,,,,,,,,,,,94,0,,,,,,,Orange,,,,
Virginia,2001,Governor,,2443,3292,,,,,,,,,,,,,,,,,,,,,21,1,,,,,,,Page,,,,
Virginia,2001,Governor,,2651,2775,,,,,,,,,,,,,,,,,,,,,56,1,,,,,,,Patrick,,,,
Virginia,2001,Governor,,7018,1509,,,,,,,,,,,,,,,,,,,,,32,0,,,,,,,Petersburg City,,,,
Virginia,2001,Governor,,7462,9831,,,,,,,,,,,,,,,,,,,,,270,5,,,,,,,Pittsylvania,,,,
Virginia,2001,Governor,,1489,2656,,,,,,,,,,,,,,,,,,,,,25,1,,,,,,,Poquoson City,,,,
Virginia,2001,Governor,,17336,8922,,,,,,,,,,,,,,,,,,,,,103,13,,,,,,,Portsmouth City,,,,
Virginia,2001,Governor,,2558,4338,,,,,,,,,,,,,,,,,,,,,58,3,,,,,,,Powhatan,,,,
Virginia,2001,Governor,,2874,1967,,,,,,,,,,,,,,,,,,,,,64,0,,,,,,,Prince Edward,,,,
Virginia,2001,Governor,,3414,4104,,,,,,,,,,,,,,,,,,,,,43,9,,,,,,,Prince George,,,,
Virginia,2001,Governor,,27297,30543,,,,,,,,,,,,,,,,,,,,,497,5,,,,,,,Prince William,,,,
Virginia,2001,Governor,,5109,4411,,,,,,,,,,,,,,,,,,,,,115,4,,,,,,,Pulaski,,,,
Virginia,2001,Governor,,1876,1280,,,,,,,,,,,,,,,,,,,,,26,1,,,,,,,Radford City,,,,
Virginia,2001,Governor,,1284,1369,,,,,,,,,,,,,,,,,,,,,20,2,,,,,,,Rappahannock,,,,
Virginia,2001,Governor,,1101,1124,,,,,,,,,,,,,,,,,,,,,17,0,,,,,,,Richmond,,,,
Virginia,2001,Governor,,35558,12432,,,,,,,,,,,,,,,,,,,,,514,33,,,,,,,Richmond City,,,,
Virginia,2001,Governor,,14993,16713,,,,,,,,,,,,,,,,,,,,,204,7,,,,,,,Roanoke,,,,
Virginia,2001,Governor,,15348,9147,,,,,,,,,,,,,,,,,,,,,204,0,,,,,,,Roanoke City,,,,
Virginia,2001,Governor,,2972,2885,,,,,,,,,,,,,,,,,,,,,44,2,,,,,,,Rockbridge,,,,
Virginia,2001,Governor,,6642,11723,,,,,,,,,,,,,,,,,,,,,97,10,,,,,,,Rockingham,,,,
Virginia,2001,Governor,,4507,2907,,,,,,,,,,,,,,,,,,,,,53,0,,,,,,,Russell,,,,
Virginia,2001,Governor,,4067,4042,,,,,,,,,,,,,,,,,,,,,66,0,,,,,,,Salem City,,,,
Virginia,2001,Governor,,2877,3772,,,,,,,,,,,,,,,,,,,,,78,0,,,,,,,Scott,,,,
Virginia,2001,Governor,,4531,6653,,,,,,,,,,,,,,,,,,,,,72,7,,,,,,,Shenandoah,,,,
Virginia,2001,Governor,,4691,4354,,,,,,,,,,,,,,,,,,,,,85,0,,,,,,,Smyth,,,,
Virginia,2001,Governor,,2790,1827,,,,,,,,,,,,,,,,,,,,,15,0,,,,,,,Southampton,,,,
Virginia,2001,Governor,,9742,11447,,,,,,,,,,,,,,,,,,,,,89,5,,,,,,,Spotsylvania,,,,
Virginia,2001,Governor,,9248,12019,,,,,,,,,,,,,,,,,,,,,132,23,,,,,,,Stafford,,,,
Virginia,2001,Governor,,3141,3256,,,,,,,,,,,,,,,,,,,,,38,2,,,,,,,Staunton City,,,,
Virginia,2001,Governor,,9124,7996,,,,,,,,,,,,,,,,,,,,,59,2,,,,,,,Suffolk City,,,,
Virginia,2001,Governor,,1550,801,,,,,,,,,,,,,,,,,,,,,14,0,,,,,,,Surry,,,,
Virginia,2001,Governor,,1924,1134,,,,,,,,,,,,,,,,,,,,,66,0,,,,,,,Sussex,,,,
Virginia,2001,Governor,,5250,4335,,,,,,,,,,,,,,,,,,,,,76,0,,,,,,,Tazewell,,,,
Virginia,2001,Governor,,43495,49800,,,,,,,,,,,,,,,,,,,,,560,35,,,,,,,Virginia Beach City,,,,
Virginia,2001,Governor,,3546,4311,,,,,,,,,,,,,,,,,,,,,97,5,,,,,,,Warren,,,,
Virginia,2001,Governor,,6703,7972,,,,,,,,,,,,,,,,,,,,,130,3,,,,,,,Washington,,,,
Virginia,2001,Governor,,2109,2777,,,,,,,,,,,,,,,,,,,,,21,4,,,,,,,Waynesboro City,,,,
Virginia,2001,Governor,,2471,1759,,,,,,,,,,,,,,,,,,,,,63,0,,,,,,,Westmoreland,,,,
Virginia,2001,Governor,,1475,1067,,,,,,,,,,,,,,,,,,,,,24,0,,,,,,,Williamsburg City,,,,
Virginia,2001,Governor,,3155,2928,,,,,,,,,,,,,,,,,,,,,50,0,,,,,,,Winchester City,,,,
Virginia,2001,Governor,,5509,3816,,,,,,,,,,,,,,,,,,,,,92,4,,,,,,,Wise,,,,
Virginia,2001,Governor,,3822,3991,,,,,,,,,,,,,,,,,,,,,47,9,,,,,,,Wythe,,,,
Virginia,2001,Governor,,7530,9083,,,,,,,,,,,,,,,,,,,,,100,5,,,,,,,York,,,,
Virginia,2005,Governor,,3860,3754,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Accomack,,,126,
Virginia,2005,Governor,,18455,10994,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,Albemarle,,,711,
Virginia,2005,Governor,,25061,9173,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,Alexandria City,,,605,
Virginia,2005,Governor,,2907,2373,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Alleghany,,,115,
Virginia,2005,Governor,,1368,2251,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Amelia,,,74,
Virginia,2005,Governor,,3576,4450,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Amherst,,,175,
Virginia,2005,Governor,,1804,2663,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Appomattox,,,99,
Virginia,2005,Governor,,42319,13631,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,Arlington,,,990,
Virginia,2005,Governor,,6395,12197,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,Augusta,,,721,
Virginia,2005,Governor,,729,860,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bath,,,26,
Virginia,2005,Governor,,7524,12330,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,Bedford,,,420,
Virginia,2005,Governor,,892,877,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Bedford City,,,47,
Virginia,2005,Governor,,706,1176,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Bland,,,34,
Virginia,2005,Governor,,4083,6053,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,Botetourt,,,227,
Virginia,2005,Governor,,1548,2515,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bristol City,,,27,
Virginia,2005,Governor,,2691,1742,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Brunswick,,,31,
Virginia,2005,Governor,,3171,2875,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Buchanan,,,27,
Virginia,2005,Governor,,1822,1899,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Buckingham,,,80,
Virginia,2005,Governor,,799,713,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Buena Vista City,,,28,
Virginia,2005,Governor,,5319,8864,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,Campbell,,,264,
Virginia,2005,Governor,,3396,2786,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Caroline,,,142,
Virginia,2005,Governor,,2942,4485,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Carroll,,,143,
Virginia,2005,Governor,,1565,671,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Charles City County,,,29,
Virginia,2005,Governor,,1637,2078,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Charlotte,,,69,
Virginia,2005,Governor,,8018,1870,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,Charlottesville City,,,205,
Virginia,2005,Governor,,26612,24885,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,Chesapeake City,,,1357,
Virginia,2005,Governor,,40134,48112,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,Chesterfield,,,1484,
Virginia,2005,Governor,,2225,2350,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Clarke,,,363,
Virginia,2005,Governor,,1777,4116,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Colonial Heights City,,,143,
Virginia,2005,Governor,,1022,587,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Covington City,,,53,
Virginia,2005,Governor,,754,975,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Craig,,,48,
Virginia,2005,Governor,,3689,5762,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Culpeper,,,242,
Virginia,2005,Governor,,1144,1420,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Cumberland,,,50,
Virginia,2005,Governor,,6052,5177,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Danville City,,,119,
Virginia,2005,Governor,,2377,2559,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Dickenson,,,18,
Virginia,2005,Governor,,3168,3523,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Dinwiddie,,,131,
Virginia,2005,Governor,,796,815,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Emporia City,,,26,
Virginia,2005,Governor,,1500,1533,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Essex,,,45,
Virginia,2005,Governor,,163667,103285,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,Fairfax,,,4907,
Virginia,2005,Governor,,3865,2750,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,Fairfax City,,,132,
Virginia,2005,Governor,,3138,1102,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,Falls Church City,,,77,
Virginia,2005,Governor,,7746,9505,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,Fauquier,,,576,
Virginia,2005,Governor,,1959,2324,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Floyd,,,129,
Virginia,2005,Governor,,3592,3456,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Fluvanna,,,178,
Virginia,2005,Governor,,7017,8157,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Franklin,,,441,
Virginia,2005,Governor,,1394,988,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Franklin City,,,41,
Virginia,2005,Governor,,6027,10698,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,Frederick,,,1125,
Virginia,2005,Governor,,2611,1561,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Fredericksburg City,,,118,
Virginia,2005,Governor,,730,693,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Galax City,,,36,
Virginia,2005,Governor,,2570,2507,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Giles,,,132,
Virginia,2005,Governor,,3985,5688,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,Gloucester,,,373,
Virginia,2005,Governor,,3292,4313,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Goochland,,,146,
Virginia,2005,Governor,,1875,2710,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Grayson,,,66,
Virginia,2005,Governor,,1846,2526,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Greene,,,115,
Virginia,2005,Governor,,1833,1424,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Greensville,,,25,
Virginia,2005,Governor,,3931,4887,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Halifax,,,149,
Virginia,2005,Governor,,20961,11078,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,Hampton City,,,814,
Virginia,2005,Governor,,12784,21637,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,Hanover,,,770,
Virginia,2005,Governor,,3539,3251,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,Harrisonburg City,,,138,
Virginia,2005,Governor,,49170,41619,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,Henrico,,,1492,
Virginia,2005,Governor,,7454,7004,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Henry,,,198,
Virginia,2005,Governor,,478,700,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Highland,,,32,
Virginia,2005,Governor,,2300,2705,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Hopewell City,,,90,
Virginia,2005,Governor,,4664,5262,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Isle of Wight,,,285,
Virginia,2005,Governor,,10205,10104,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,James City,,,704,
Virginia,2005,Governor,,1114,896,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,King and Queen,,,40,
Virginia,2005,Governor,,2042,2569,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,King George,,,133,
Virginia,2005,Governor,,1951,2509,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,King William,,,108,
Virginia,2005,Governor,,2043,2463,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,Lancaster,,,113,
Virginia,2005,Governor,,2453,4640,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Lee,,,42,
Virginia,2005,Governor,,1097,567,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Lexington City,,,33,
Virginia,2005,Governor,,31074,27539,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,Loudoun,,,1501,
Virginia,2005,Governor,,3716,4179,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Louisa,,,193,
Virginia,2005,Governor,,1490,1749,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Lunenburg,,,48,
Virginia,2005,Governor,,8329,7708,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,Lynchburg City,,,308,
Virginia,2005,Governor,,1672,2105,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Madison,,,90,
Virginia,2005,Governor,,3167,3532,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Manassas City,,,147,
Virginia,2005,Governor,,650,751,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Manassas Park City,,,20,
Virginia,2005,Governor,,2363,1380,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Martinsville City,,,43,
Virginia,2005,Governor,,1452,1946,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Mathews,,,170,
Virginia,2005,Governor,,2986,3864,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Mecklenburg,,,131,
Virginia,2005,Governor,,1530,2167,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Middlesex,,,104,
Virginia,2005,Governor,,11509,8670,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,Montgomery,,,560,
Virginia,2005,Governor,,2755,2113,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Nelson,,,102,
Virginia,2005,Governor,,2241,3179,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,New Kent,,,127,
Virginia,2005,Governor,,21743,15095,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,Newport News City,,,992,
Virginia,2005,Governor,,27791,12899,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,Norfolk City,,,1290,
Virginia,2005,Governor,,2058,1256,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Northampton,,,73,
Virginia,2005,Governor,,2104,2548,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,Northumberland,,,95,
Virginia,2005,Governor,,449,539,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Norton City,,,11,
Virginia,2005,Governor,,1993,1942,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Nottoway,,,59,
Virginia,2005,Governor,,3888,4481,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Orange,,,182,
Virginia,2005,Governor,,2385,3591,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Page,,,185,
Virginia,2005,Governor,,2111,2853,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Patrick,,,93,
Virginia,2005,Governor,,5995,1274,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Petersburg City,,,59,
Virginia,2005,Governor,,6363,10252,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,Pittsylvania,,,250,
Virginia,2005,Governor,,1383,2515,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Poquoson City,,,143,
Virginia,2005,Governor,,16314,7926,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,Portsmouth City,,,560,
Virginia,2005,Governor,,2744,5580,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,Powhatan,,,170,
Virginia,2005,Governor,,2546,2259,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Prince Edward,,,85,
Virginia,2005,Governor,,3382,4751,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Prince George,,,130,
Virginia,2005,Governor,,33364,32178,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,Prince William,,,1220,
Virginia,2005,Governor,,4427,4901,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Pulaski,,,199,
Virginia,2005,Governor,,1928,1534,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Radford City,,,94,
Virginia,2005,Governor,,1397,1283,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Rappahannock,,,50,
Virginia,2005,Governor,,863,1293,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Richmond,,,42,
Virginia,2005,Governor,,38900,11529,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,Richmond City,,,769,
Virginia,2005,Governor,,14125,16686,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,Roanoke,,,755,
Virginia,2005,Governor,,14207,8239,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,Roanoke City,,,505,
Virginia,2005,Governor,,2993,3354,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Rockbridge,,,142,
Virginia,2005,Governor,,6560,13262,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,Rockingham,,,404,
Virginia,2005,Governor,,3431,4314,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Russell,,,69,
Virginia,2005,Governor,,3788,3993,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,Salem City,,,242,
Virginia,2005,Governor,,2156,6016,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Scott,,,43,
Virginia,2005,Governor,,3996,7874,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,Shenandoah,,,438,
Virginia,2005,Governor,,2989,5053,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Smyth,,,91,
Virginia,2005,Governor,,2442,2354,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Southampton,,,110,
Virginia,2005,Governor,,11061,13635,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,Spotsylvania,,,533,
Virginia,2005,Governor,,10924,13559,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,Stafford,,,564,
Virginia,2005,Governor,,3384,3112,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Staunton City,,,270,
Virginia,2005,Governor,,10480,8561,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,Suffolk City,,,456,
Virginia,2005,Governor,,1480,919,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Surry,,,37,
Virginia,2005,Governor,,1739,1401,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sussex,,,48,
Virginia,2005,Governor,,4194,5970,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Tazewell,,,106,
Virginia,2005,Governor,,47120,46471,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,Virginia Beach City,,,3178,
Virginia,2005,Governor,,3408,4705,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,Warren,,,329,
Virginia,2005,Governor,,5188,10009,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Washington,,,108,
Virginia,2005,Governor,,2223,2596,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Waynesboro City,,,181,
Virginia,2005,Governor,,2219,1924,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Westmoreland,,,93,
Virginia,2005,Governor,,1782,1081,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Williamsburg City,,,80,
Virginia,2005,Governor,,2683,2497,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,Winchester City,,,763,
Virginia,2005,Governor,,3871,6190,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Wise,,,56,
Virginia,2005,Governor,,3125,4954,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Wythe,,,185,
Virginia,2005,Governor,,8142,9565,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,York,,,620,
Virginia,2009,Governor,,3249,5400,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Accomack,,,,
Virginia,2009,Governor,,15433,15767,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,Albemarle,,,,
Virginia,2009,Governor,,22108,13050,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,Alexandria City,,,,
Virginia,2009,Governor,,3190,2017,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Alleghany,,,,
Virginia,2009,Governor,,1168,2878,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Amelia,,,,
Virginia,2009,Governor,,2827,5976,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Amherst,,,,
Virginia,2009,Governor,,1172,3397,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Appomattox,,,,
Virginia,2009,Governor,,36949,19325,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,Arlington,,,,
Virginia,2009,Governor,,4558,15661,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,Augusta,,,,
Virginia,2009,Governor,,1159,666,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bath,,,,
Virginia,2009,Governor,,5009,16881,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,Bedford,,,,
Virginia,2009,Governor,,553,1016,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Bedford City,,,,
Virginia,2009,Governor,,442,1394,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Bland,,,,
Virginia,2009,Governor,,3097,7726,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,Botetourt,,,,
Virginia,2009,Governor,,1047,2760,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Bristol City,,,,
Virginia,2009,Governor,,2062,2107,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Brunswick,,,,
Virginia,2009,Governor,,1895,3261,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Buchanan,,,,
Virginia,2009,Governor,,1335,2313,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Buckingham,,,,
Virginia,2009,Governor,,528,824,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Buena Vista City,,,,
Virginia,2009,Governor,,3457,11611,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,Campbell,,,,
Virginia,2009,Governor,,2855,3709,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,Caroline,,,,
Virginia,2009,Governor,,1932,5229,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Carroll,,,,
Virginia,2009,Governor,,1259,890,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,Charles City County,,,,
Virginia,2009,Governor,,1171,2347,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Charlotte,,,,
Virginia,2009,Governor,,7406,2636,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,Charlottesville City,,,,
Virginia,2009,Governor,,21376,32518,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,Chesapeake City,,,,
Virginia,2009,Governor,,30161,59558,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,Chesterfield,,,,
