State,Year,Office,County/City,D#,R#,Prog.#,FL#,S#,U#,SD#,PF#,Proh.#,Comm.#,JI#,Labor#,SL#,SW#,SR#,I1#,I2#,I3#,Ref.#,NL#,IG#,G#,L#,W/I#,ID#,CON#,Match,Others,W/I1#,W/I2#,County / City,Soc. D#,AI#,I#,Year / Office
Virginia,1984,President,James City,3486,7104,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,King and Queen,1201,1449,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,King George,1450,2356,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,King William,1448,2803,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Lancaster,1559,3416,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Lee,5085,5365,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Loudoun,8227,17765,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Louisa,2703,3789,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Lunenburg,1754,2713,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Madison,1302,2723,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Mathews,1106,2868,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Mecklenburg,3438,6777,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Middlesex,1206,2612,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Montgomery,7202,12428,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Nelson,2021,2777,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,New Kent,1204,2679,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Northampton,2226,2906,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Northumberland,1407,3166,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Nottoway,2296,3418,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Orange,2285,4483,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Page,2437,5021,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Patrick,1908,4703,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Pittsylvania,7791,15743,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Powhatan,1381,3921,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Prince Edward,2589,3454,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Prince George,2136,4999,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Prince William,15631,34992,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Pulaski,4364,8242,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Rappahannock,999,1696,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Richmond,830,1869,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Roanoke,10569,23348,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Rockbridge,2098,4067,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Rockingham,4220,13480,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Russell,6760,5738,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Scott,3904,5804,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Shenandoah,2771,9048,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Smyth,4102,8593,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Southampton,3300,4669,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Spotsylvania,4012,8207,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Stafford,4429,10293,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Surry,1875,1462,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Sussex,2408,2183,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Tazewell,8014,9645,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Warren,2551,5016,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Washington,5573,12132,,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Westmoreland,2363,3219,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Wise,7303,7909,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Wythe,2996,6773,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,York,4063,10214,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Alexandria City,23552,21166,,,,,,,,,,,,,,535,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Bedford City,997,1553,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Bristol City,2429,5012,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Buena Vista City,724,1335,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Charlottesville City,7317,6947,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Chesapeake City,16740,27542,,,,,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Clifton Forge City,896,965,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Colonial Heights City,1218,6387,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Covington City,1391,1722,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Danville City,5846,12141,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Emporia City,807,1252,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Fairfax City,3263,6234,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Falls Church City,2398,2684,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Franklin City,1537,1561,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Fredericksburg City,2439,3500,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Galax City,814,1548,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Hampton City,18180,25537,,,,,,,,,,,,,,351,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Harrisonburg City,2384,5221,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Hopewell City,2564,5661,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Lexington City,946,1197,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Lynchburg City,8542,18047,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Manassas City,1824,4613,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Manassas Park City,375,975,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Martinsville City,2942,4234,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Newport News City,21834,33614,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Norfolk City,38913,36360,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Norton City,842,806,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Petersburg City,9248,5753,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Poquoson City,647,3667,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Portsmouth City,21623,18940,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Radford City,1781,2855,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Richmond City,49408,38754,,,,,,,,,,,,,,466,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Roanoke City,17300,19008,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Salem City,3347,6419,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,South Boston City,974,1899,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Staunton City,2012,6137,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Suffolk City,8842,10128,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Virginia Beach City,24703,72571,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Waynesboro City,1579,4465,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Williamsburg City,1469,1913,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
Virginia,1984,President,Winchester City,2064,5055,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,
Virginia,1988,President,Accomack,4443,6926,,,,,,,,,,,,,,125,,,,,,,48,,,,,,,,,,,,
Virginia,1988,President,Albemarle,10363,15117,,,,,,,,,,,,,,89,,,,,,,184,,,,,,,,,,,,
Virginia,1988,President,Alleghany,2316,2555,,,,,,,,,,,,,,42,,,,,,,13,,,,,,,,,,,,
