State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Proh.#,Am.#,I#,Ref.#,L#,G#,C#,NL#,Cit.#,Labor#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop.#,Year / Office,W/I#
North Carolina,,,Vance,7190,2638,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Wake,34213,23227,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Warren,3775,926,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Washington,2884,1367,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Watauga,4038,4649,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Wayne,9284,6575,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Wilkes,6478,11505,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Wilson,8804,5542,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Yadkin,2859,6179,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Yancey,2839,2460,,,,,,,,,,,,,,,,,,,,1968 Agriculture Commissioner,
North Carolina,,,Alamance,16682,19679,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Alexander,4694,6992,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Alleghany,2532,2082,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Anson,6558,1830,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Ashe,5198,5502,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Avery,1778,3837,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Beaufort,8176,6337,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Bertie,4147,1465,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Bladen,5869,2822,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Brunswick,9439,6901,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Buncombe,31218,29430,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Burke,13400,15143,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Cabarrus,14405,17817,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Caldwell,10628,13318,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Camden,1548,697,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Carteret,8896,9335,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Caswell,5137,2423,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Catawba,17068,25799,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Chatham,9298,6152,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Cherokee,3365,4229,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Chowan,2605,1216,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Clay,1509,2026,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Cleveland,15354,11748,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Columbus,13172,5507,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Craven,9546,8550,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Cumberland,32509,22387,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Currituck,2597,1605,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Dare,3334,3092,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Davidson,17463,26193,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Davie,3988,6800,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Duplin,8923,4999,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Durham,38024,20683,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Edgecombe,13704,6200,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Forsyth,52108,45548,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Franklin,6778,3665,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Gaston,22712,30487,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Gates,2879,723,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Graham,1819,2120,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Granville,7195,4026,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Greene,3932,1754,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Guilford,62958,57948,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Halifax,12344,6140,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Harnett,10479,8061,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Haywood,11107,7294,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Henderson,10031,16122,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Hertford,4845,1534,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Hoke,4159,1210,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Hyde,1317,697,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Iredell,14829,18843,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Jackson,5613,4489,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Johnston,12429,11495,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Jones,2527,1363,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Lee,6623,5303,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Lenoir,12102,8914,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Lincoln,8428,10142,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Macon,4846,5136,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Madison,3364,2622,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Martin,5224,2191,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,McDowell,6606,5538,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Mecklenburg,82247,75616,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Mitchell,1802,4525,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Montgomery,5741,3059,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Moore,9939,11913,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Nash,13872,11960,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,New Hanover,18575,15135,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Northampton,5542,1706,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Onslow,9700,9916,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Orange,23855,11155,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Pamlico,2774,1661,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Pasquotank,4816,2452,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Pender,5659,3339,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Perquimans,2143,1045,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Person,5370,2987,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Pitt,19984,12025,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Polk,2890,3466,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Randolph,12026,22112,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Richmond,10270,3992,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Robeson,21925,7179,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Rockingham,14804,13284,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Rowan,15663,20776,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Rutherford,10097,8648,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Sampson,11257,8920,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Scotland,5331,2048,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Stanly,9693,10486,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Stokes,6687,7678,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Surry,9736,10471,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Swain,2472,1735,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Transylvania,5059,5536,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Tyrrell,1037,426,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Union,12275,11429,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Vance,8021,4198,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Wake,78078,56812,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Warren,4553,1677,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Washington,3851,1657,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Watauga,7314,6892,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Wayne,14825,11907,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Wilkes,10037,16154,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Wilson,10959,7428,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Yadkin,4087,7517,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Yancey,4230,3645,,,,,,,,,,,,,,,,,,,,1984 Lt. Gubernatorial,
North Carolina,,,Alamance,18862,15481,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Alexander,4700,6916,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Alleghany,2538,1970,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Anson,6249,1807,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Ashe,5014,5386,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Avery,1641,3700,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Beaufort,8651,5714,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Bertie,4444,1046,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Bladen,5923,2591,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Brunswick,9325,6660,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Buncombe,31318,27920,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Burke,13523,14667,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Cabarrus,14777,16607,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Caldwell,9538,12939,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Camden,1551,660,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Carteret,9475,8465,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Caswell,5196,2127,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Catawba,16909,25405,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Chatham,9385,5628,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Cherokee,3296,4100,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Chowan,2455,1039,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Clay,1515,2005,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Cleveland,15522,10995,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Columbus,13446,4789,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Craven,9428,8200,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Cumberland,33595,20259,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Currituck,2591,1534,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Dare,3486,2734,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Davidson,18164,24907,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Davie,4115,6464,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Duplin,9059,4455,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Durham,38875,17290,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Edgecombe,14619,4938,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Forsyth,55029,40207,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Franklin,6357,2859,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Gaston,23500,28445,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Gates,3065,664,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Graham,1799,2116,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Granville,7959,2936,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Greene,4113,1446,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Guilford,65991,50855,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Halifax,14051,4308,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Harnett,11122,7050,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Haywood,11196,6977,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Henderson,9682,15916,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Hertford,5265,1295,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Hoke,4055,1108,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Hyde,1384,565,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Iredell,15972,17116,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Jackson,5467,4459,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Johnston,13423,10070,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Jones,2588,1205,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Lee,6627,4601,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Lenoir,12796,7967,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Lincoln,8509,9760,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Macon,4781,5014,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Madison,3274,2563,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Martin,5419,1632,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,McDowell,6285,5446,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Mecklenburg,76714,71131,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Mitchell,1732,4499,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Montgomery,4996,3391,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Moore,10252,11311,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Nash,15711,9536,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,New Hanover,17910,13549,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Northampton,6301,1368,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Onslow,10604,8539,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Orange,23280,10314,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Pamlico,2815,1596,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Pasquotank,4901,2325,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Pender,5694,3007,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Perquimans,2198,981,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Person,4975,2420,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Pitt,21161,10289,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Polk,2816,3433,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Randolph,11875,21301,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Richmond,9949,4119,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Robeson,22136,6534,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Rockingham,16311,10608,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Rowan,16734,18930,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Rutherford,9968,8431,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Sampson,11505,8433,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Scotland,5148,1865,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Stanly,8926,10832,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Stokes,6774,7355,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Surry,9849,9804,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Swain,2447,1712,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Transylvania,4949,5456,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Tyrrell,1029,374,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Union,11807,11142,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Vance,9312,3166,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Wake,76635,53766,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Warren,4929,1204,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Washington,4102,1424,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Watauga,6660,6890,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Wayne,14982,10682,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Wilkes,10010,15610,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Wilson,11106,6221,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Yadkin,4242,7104,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Yancey,4199,3619,,,,,,,,,,,,,,,,,,,,1984 Secretary of State,
North Carolina,,,Alamance,17298,16115,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Alexander,4668,6914,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Alleghany,2520,1934,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Anson,6189,1773,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Ashe,4984,5461,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Avery,1745,3680,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Beaufort,8257,5603,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Bertie,3942,1081,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Bladen,5377,2489,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Brunswick,8685,6951,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Buncombe,32579,26665,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Burke,13644,14382,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Cabarrus,13738,16976,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Caldwell,9905,12463,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Camden,1488,672,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Carteret,8658,8274,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Caswell,5067,2164,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Catawba,16839,25106,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Chatham,9192,5584,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Cherokee,3484,4078,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Chowan,2211,1081,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Clay,1554,1978,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Cleveland,16020,10387,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Columbus,12377,4983,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Craven,9283,7372,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Cumberland,32127,20206,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Currituck,2478,1591,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Dare,3184,2943,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Davidson,17082,25683,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Davie,3851,6639,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Duplin,8833,4465,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Durham,36902,17542,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Edgecombe,13718,5207,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Forsyth,48439,43230,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Franklin,6870,2646,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Gaston,23764,27661,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Gates,2831,659,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Graham,1855,2077,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Granville,7306,3211,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Greene,3973,1480,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Guilford,56768,58645,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Halifax,13325,4790,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Harnett,10782,7053,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Haywood,11749,6378,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Henderson,10406,14997,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Hertford,4543,1397,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Hoke,3996,1103,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Hyde,1326,547,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Iredell,14875,17628,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Jackson,6588,3802,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Johnston,12758,10033,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Jones,2534,1166,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Lee,6431,4443,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Lenoir,12296,7848,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Lincoln,8501,9626,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Macon,5149,4805,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Madison,3413,2452,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Martin,4977,1716,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,McDowell,6757,5134,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Mecklenburg,75378,71504,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Mitchell,1825,4431,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Montgomery,4722,3469,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Moore,9802,11314,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
