State,Year,Office,County,D#,R#,Prog.#,S#,SW#,Proh.#,Am.#,I#,Ref.#,L#,G#,C#,NL#,Cit.#,Labor#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop.#,Year / Office,W/I#
North Carolina,,,Nash,14288,10049,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,New Hanover,16085,14426,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Northampton,5398,1347,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Onslow,9602,8850,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Orange,22795,10059,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Pamlico,2790,1435,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Pasquotank,4322,2465,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Pender,5449,3118,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Perquimans,2040,1010,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Person,4351,2542,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Pitt,19832,10734,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Polk,2905,3382,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Randolph,11005,21685,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Richmond,9492,4153,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Robeson,21396,6465,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Rockingham,14948,11994,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Rowan,15818,19385,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Rutherford,10388,8122,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Sampson,11189,8535,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Scotland,4923,1874,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Stanly,8545,10916,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Stokes,6453,7530,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Surry,9488,9938,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Swain,2602,1628,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Transylvania,5269,5147,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Tyrrell,993,374,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Union,11351,11131,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Vance,8314,3449,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Wake,72613,52355,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Warren,4794,1265,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Washington,3995,1458,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Watauga,6841,6685,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Wayne,14428,10669,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Wilkes,9635,15663,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Wilson,10235,6400,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Yadkin,4126,7172,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Yancey,4251,3568,,,,,,,,,,,,,,,,,,,,1984 Attorney General,
North Carolina,,,Alamance,17172,15947,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Alexander,4640,6937,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Alleghany,2429,1972,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Anson,6176,1791,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Ashe,4820,5557,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Avery,1533,3791,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Beaufort,8380,5503,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Bertie,3999,1068,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Bladen,5507,3339,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Brunswick,8674,6807,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Buncombe,29624,27794,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Burke,13618,14732,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Cabarrus,12713,17561,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Caldwell,9021,13116,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Camden,1499,672,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Carteret,8663,8660,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Caswell,5081,2134,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Catawba,15453,26212,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Chatham,9250,5514,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Cherokee,3202,4155,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Chowan,2225,1076,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Clay,1512,2007,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Cleveland,14672,11215,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Columbus,12142,5186,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Craven,9186,7365,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Cumberland,32476,19758,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Currituck,2584,1566,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Dare,3129,2925,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Davidson,16658,25817,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Davie,3826,6632,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Duplin,8915,4391,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Durham,37177,16485,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Edgecombe,14009,5017,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Forsyth,48230,42937,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Franklin,7251,2671,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Gaston,20895,29508,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Gates,2841,643,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Graham,1793,2120,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Granville,7500,3046,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Greene,4027,1452,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Guilford,58987,54349,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Halifax,13307,4696,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Harnett,11067,6736,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Haywood,10511,7181,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Henderson,9031,16014,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Hertford,4614,1414,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Hoke,3996,1091,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Hyde,1328,539,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Iredell,14607,17655,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Jackson,5362,4409,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Johnston,15012,8622,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Jones,2576,1148,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Lee,6273,4435,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Lenoir,12669,7485,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Lincoln,7950,9957,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Macon,4711,5107,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Madison,3192,2520,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Martin,5116,1639,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,McDowell,5914,5605,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Mecklenburg,68608,71680,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Mitchell,1660,4516,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Montgomery,4802,3474,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Moore,9788,11302,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Nash,14483,9570,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,New Hanover,15523,14547,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Northampton,5324,1438,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Onslow,9549,8702,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Orange,22875,9930,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Pamlico,2793,1434,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Pasquotank,4447,2386,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Pender,5521,3034,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Perquimans,2100,979,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Person,4240,2655,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Pitt,20148,10452,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Polk,2752,3447,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Randolph,10945,21612,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Richmond,9432,4259,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Robeson,21436,6435,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Rockingham,15232,11706,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Rowan,14973,19800,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Rutherford,9231,8889,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Sampson,11462,8365,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Scotland,4719,1970,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Stanly,8130,11185,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Stokes,6426,7527,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Surry,9298,10008,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Swain,2395,1704,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Transylvania,4596,5643,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Tyrrell,977,371,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Union,10857,11382,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Vance,8345,3434,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Wake,74615,50361,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Warren,4858,1228,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Washington,3916,1419,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Watauga,6290,6823,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Wayne,14645,10431,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Wilkes,9285,15816,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Wilson,10504,6220,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Yadkin,4059,7202,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Yancey,4183,3609,,,,,,,,,,,,,,,,,,,,1984 Auditor,
North Carolina,,,Alamance,19470,20404,,,,,,,,,,,445,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Alexander,5314,6956,,,,,,,,,,,75,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Alleghany,2194,1820,,,,,,,,,,,32,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Anson,5859,1602,,,,,,,,,,,49,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Ashe,4385,5155,,,,,,,,,,,98,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Avery,1715,3951,,,,,,,,,,,56,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Beaufort,8345,6422,,,,,,,,,,,91,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Bertie,4127,1107,,,,,,,,,,,17,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Bladen,5695,2269,,,,,,,,,,,46,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Brunswick,11902,9368,,,,,,,,,,,256,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Buncombe,36975,29625,,,,,,,,,,,890,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Burke,14251,14063,,,,,,,,,,,428,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Cabarrus,18010,21686,,,,,,,,,,,575,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Caldwell,10485,12473,,,,,,,,,,,228,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Camden,1457,897,,,,,,,,,,,35,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Carteret,9496,9535,,,,,,,,,,,245,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Caswell,5081,2321,,,,,,,,,,,20,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Catawba,19981,26344,,,,,,,,,,,491,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Chatham,11705,6730,,,,,,,,,,,247,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Cherokee,3408,3928,,,,,,,,,,,47,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Chowan,2525,1305,,,,,,,,,,,22,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Clay,1589,1665,,,,,,,,,,,16,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Cleveland,16030,11110,,,,,,,,,,,237,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Columbus,11726,4285,,,,,,,,,,,120,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Craven,12749,10965,,,,,,,,,,,141,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Cumberland,39711,26290,,,,,,,,,,,658,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Currituck,2784,2459,,,,,,,,,,,116,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Dare,5702,4536,,,,,,,,,,,164,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Davidson,16039,24066,,,,,,,,,,,438,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Davie,4507,7624,,,,,,,,,,,57,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Duplin,8087,4211,,,,,,,,,,,69,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Durham,54950,23137,,,,,,,,,,,729,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Edgecombe,12947,4746,,,,,,,,,,,90,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Forsyth,55312,52743,,,,,,,,,,,1169,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Franklin,8624,4687,,,,,,,,,,,109,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Gaston,25824,29038,,,,,,,,,,,533,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Gates,2490,803,,,,,,,,,,,6,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Graham,1375,1752,,,,,,,,,,,7,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Granville,8727,4087,,,,,,,,,,,89,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Greene,3225,1816,,,,,,,,,,,19,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Guilford,78294,67499,,,,,,,,,,,1405,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Halifax,11391,4454,,,,,,,,,,,58,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Harnett,12642,9073,,,,,,,,,,,161,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Haywood,11958,7361,,,,,,,,,,,231,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Henderson,12302,19341,,,,,,,,,,,195,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Hertford,4616,1364,,,,,,,,,,,34,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Hoke,3788,1477,,,,,,,,,,,43,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Hyde,1346,531,,,,,,,,,,,9,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Iredell,16205,19804,,,,,,,,,,,388,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Jackson,5653,4163,,,,,,,,,,,80,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Johnston,16665,15430,,,,,,,,,,,235,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Jones,2388,1186,,,,,,,,,,,24,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Lee,10189,4598,,,,,,,,,,,79,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Lenoir,10774,6637,,,,,,,,,,,40,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Lincoln,9684,10986,,,,,,,,,,,218,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Macon,4876,5449,,,,,,,,,,,90,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Madison,3792,2909,,,,,,,,,,,40,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Martin,6217,2131,,,,,,,,,,,35,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,McDowell,5926,6058,,,,,,,,,,,163,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Mecklenburg,109652,88267,,,,,,,,,,,2327,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Mitchell,1755,3951,,,,,,,,,,,70,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Montgomery,5003,3174,,,,,,,,,,,70,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Moore,11957,13893,,,,,,,,,,,124,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Nash,14950,13265,,,,,,,,,,,157,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,New Hanover,27005,24943,,,,,,,,,,,789,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Northampton,5800,1368,,,,,,,,,,,46,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Onslow,12179,11091,,,,,,,,,,,380,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Orange,32543,13121,,,,,,,,,,,718,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Pamlico,2789,1893,,,,,,,,,,,41,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Pasquotank,4955,2687,,,,,,,,,,,56,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Pender,6744,4970,,,,,,,,,,,149,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Perquimans,2511,1199,,,,,,,,,,,17,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Person,5955,3458,,,,,,,,,,,56,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Pitt,22352,14002,,,,,,,,,,,165,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Polk,3097,3458,,,,,,,,,,,89,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Randolph,13696,22957,,,,,,,,,,,324,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Richmond,9286,3549,,,,,,,,,,,148,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Robeson,21630,5955,,,,,,,,,,,253,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Rockingham,15081,13391,,,,,,,,,,,240,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Rowan,17154,20741,,,,,,,,,,,641,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Rutherford,9068,9174,,,,,,,,,,,205,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Sampson,9965,7223,,,,,,,,,,,80,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Scotland,5052,2091,,,,,,,,,,,57,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Stanly,8868,10578,,,,,,,,,,,229,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Stokes,6501,9019,,,,,,,,,,,122,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Surry,9287,10158,,,,,,,,,,,62,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Swain,2040,1555,,,,,,,,,,,26,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Transylvania,5829,6434,,,,,,,,,,,224,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Tyrrell,1019,323,,,,,,,,,,,1,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Union,14282,17110,,,,,,,,,,,186,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Vance,8107,3281,,,,,,,,,,,72,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Wake,128386,90324,,,,,,,,,,,2028,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Warren,4645,1513,,,,,,,,,,,30,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Washington,3440,1351,,,,,,,,,,,30,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Watauga,8419,8259,,,,,,,,,,,518,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Wayne,15381,13705,,,,,,,,,,,126,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Wilkes,8683,12988,,,,,,,,,,,210,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Wilson,12410,8259,,,,,,,,,,,66,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Yadkin,4157,7693,,,,,,,,,,,70,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Yancey,4776,3728,,,,,,,,,,,58,,,,,,,,,1996 Lt. Gubernatorial,
North Carolina,,,Alamance,18998,21183,,,,,,,,337,,,239,,,,,,,,,1996 Secretary of State,
North Carolina,,,Alexander,4849,7493,,,,,,,,57,,,37,,,,,,,,,1996 Secretary of State,
North Carolina,,,Alleghany,2094,2009,,,,,,,,24,,,25,,,,,,,,,1996 Secretary of State,
North Carolina,,,Anson,5317,2208,,,,,,,,30,,,44,,,,,,,,,1996 Secretary of State,
North Carolina,,,Ashe,4166,5548,,,,,,,,75,,,53,,,,,,,,,1996 Secretary of State,
North Carolina,,,Avery,1602,4226,,,,,,,,124,,,38,,,,,,,,,1996 Secretary of State,
North Carolina,,,Beaufort,7636,7182,,,,,,,,79,,,84,,,,,,,,,1996 Secretary of State,
North Carolina,,,Bertie,3960,1508,,,,,,,,25,,,6,,,,,,,,,1996 Secretary of State,
North Carolina,,,Bladen,5347,3005,,,,,,,,22,,,24,,,,,,,,,1996 Secretary of State,
North Carolina,,,Brunswick,10814,9853,,,,,,,,191,,,114,,,,,,,,,1996 Secretary of State,
North Carolina,,,Buncombe,35514,31386,,,,,,,,728,,,667,,,,,,,,,1996 Secretary of State,
North Carolina,,,Burke,13208,15314,,,,,,,,245,,,222,,,,,,,,,1996 Secretary of State,
North Carolina,,,Cabarrus,18474,22195,,,,,,,,377,,,270,,,,,,,,,1996 Secretary of State,
North Carolina,,,Caldwell,10023,13150,,,,,,,,147,,,126,,,,,,,,,1996 Secretary of State,
North Carolina,,,Camden,1328,1124,,,,,,,,21,,,12,,,,,,,,,1996 Secretary of State,
North Carolina,,,Carteret,9526,10736,,,,,,,,202,,,117,,,,,,,,,1996 Secretary of State,
North Carolina,,,Caswell,4851,2680,,,,,,,,28,,,10,,,,,,,,,1996 Secretary of State,
North Carolina,,,Catawba,19066,27462,,,,,,,,388,,,243,,,,,,,,,1996 Secretary of State,
North Carolina,,,Chatham,10815,7616,,,,,,,,192,,,95,,,,,,,,,1996 Secretary of State,
North Carolina,,,Cherokee,3284,4283,,,,,,,,59,,,37,,,,,,,,,1996 Secretary of State,
North Carolina,,,Chowan,2427,1502,,,,,,,,38,,,14,,,,,,,,,1996 Secretary of State,
North Carolina,,,Clay,1648,1871,,,,,,,,25,,,13,,,,,,,,,1996 Secretary of State,
North Carolina,,,Cleveland,14895,12803,,,,,,,,213,,,114,,,,,,,,,1996 Secretary of State,
North Carolina,,,Columbus,10290,6001,,,,,,,,118,,,82,,,,,,,,,1996 Secretary of State,
North Carolina,,,Craven,12029,12453,,,,,,,,132,,,85,,,,,,,,,1996 Secretary of State,
North Carolina,,,Cumberland,38692,27679,,,,,,,,401,,,363,,,,,,,,,1996 Secretary of State,
North Carolina,,,Currituck,2350,3056,,,,,,,,52,,,55,,,,,,,,,1996 Secretary of State,
North Carolina,,,Dare,5227,5241,,,,,,,,100,,,62,,,,,,,,,1996 Secretary of State,
North Carolina,,,Davidson,15985,24015,,,,,,,,366,,,234,,,,,,,,,1996 Secretary of State,
North Carolina,,,Davie,4828,7411,,,,,,,,53,,,44,,,,,,,,,1996 Secretary of State,
North Carolina,,,Duplin,7302,5105,,,,,,,,40,,,54,,,,,,,,,1996 Secretary of State,
North Carolina,,,Durham,56040,22729,,,,,,,,655,,,298,,,,,,,,,1996 Secretary of State,
North Carolina,,,Edgecombe,12018,5794,,,,,,,,64,,,57,,,,,,,,,1996 Secretary of State,
North Carolina,,,Forsyth,62021,47298,,,,,,,,908,,,573,,,,,,,,,1996 Secretary of State,
North Carolina,,,Franklin,7734,5743,,,,,,,,61,,,41,,,,,,,,,1996 Secretary of State,
North Carolina,,,Gaston,24647,30883,,,,,,,,540,,,266,,,,,,,,,1996 Secretary of State,
North Carolina,,,Gates,2382,974,,,,,,,,5,,,8,,,,,,,,,1996 Secretary of State,
