State,Year,Office,County,D#,R#,S#,Peace#,Proh.#,Ind. Labor#,Pop.#,IND#,Prog.#,SPI#,SL#,Comm.#,I1#,I2#,I3#,T#,L#,Ref.#,NL#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop. Gov.#,AI#,WF#,I4#,Am.#,W/I#,Year / Office,I#,C#
Oregon,2008,President,Wallowa,2836,1492,,35,,,,,,,,,,,,30,24,,,6,,0,0,0,,,,,,,,,,
Oregon,2008,President,Wasco,5103,5906,,140,,,,,,,,,,,,61,46,,,31,,0,0,0,,,,,,,,,,
Oregon,2008,President,Washington,89185,141544,,1892,,,,,,,,,,,,895,1148,,,379,,0,0,0,,,,,,,,,,
Oregon,2008,President,Wheeler,498,281,,11,,,,,,,,,,,,5,9,,,1,,0,0,0,,,,,,,,,,
Oregon,2008,President,Yamhill,21390,20797,,463,,,,,,,,,,,,258,186,,,90,,107,1,1,,,,,,,,,,
Oregon,2012,President,Baker,5702,2369,,,,,,,22,,,,,,,41,142,,,91,,81,,,,,,,,,,,,
Oregon,2012,President,Benton,14991,27776,,,,,,,104,,,,,,,78,736,,,775,,342,,,,,,,,,,,,
Oregon,2012,President,Clackamas,88592,95493,,,,,,,192,,,,,,,370,2129,,,1398,,1158,,,,,,,,,,,,
Oregon,2012,President,Clatsop,7249,9861,,,,,,,40,,,,,,,53,215,,,203,,197,,,,,,,,,,,,
Oregon,2012,President,Columbia,10772,12004,,,,,,,34,,,,,,,147,401,,,241,,276,,,,,,,,,,,,
Oregon,2012,President,Coos,14673,12845,,,,,,,66,,,,,,,129,425,,,296,,252,,,,,,,,,,,,
Oregon,2012,President,Crook,6790,3104,,,,,,,22,,,,,,,39,126,,,74,,75,,,,,,,,,,,,
Oregon,2012,President,Curry,6598,4625,,,,,,,22,,,,,,,48,176,,,98,,111,,,,,,,,,,,,
Oregon,2012,President,Deschutes,42463,36961,,,,,,,102,,,,,,,173,1038,,,600,,563,,,,,,,,,,,,
Oregon,2012,President,Douglas,30776,17145,,,,,,,91,,,,,,,211,688,,,468,,424,,,,,,,,,,,,
Oregon,2012,President,Gilliam,639,371,,,,,,,1,,,,,,,9,20,,,6,,15,,,,,,,,,,,,
Oregon,2012,President,Grant,2926,853,,,,,,,7,,,,,,,10,55,,,29,,31,,,,,,,,,,,,
Oregon,2012,President,Harney,2607,832,,,,,,,4,,,,,,,22,55,,,26,,37,,,,,,,,,,,,
Oregon,2012,President,Hood River,3429,6058,,,,,,,34,,,,,,,18,113,,,126,,60,,,,,,,,,,,,
Oregon,2012,President,Jackson,49020,44468,,,,,,,155,,,,,,,252,1433,,,953,,846,,,,,,,,,,,,
Oregon,2012,President,Jefferson,4642,3301,,,,,,,13,,,,,,,21,77,,,54,,67,,,,,,,,,,,,
Oregon,2012,President,Josephine,23673,14953,,,,,,,64,,,,,,,179,532,,,340,,497,,,,,,,,,,,,
Oregon,2012,President,Klamath,18898,8302,,,,,,,52,,,,,,,120,351,,,230,,199,,,,,,,,,,,,
Oregon,2012,President,Lake,2808,770,,,,,,,3,,,,,,,22,48,,,34,,25,,,,,,,,,,,,
Oregon,2012,President,Lane,62509,102652,,,,,,,357,,,,,,,367,2435,,,2334,,1196,,,,,,,,,,,,
Oregon,2012,President,Lincoln,8686,13401,,,,,,,49,,,,,,,65,331,,,276,,176,,,,,,,,,,,,
Oregon,2012,President,Linn,28944,20378,,,,,,,88,,,,,,,221,791,,,573,,431,,,,,,,,,,,,
Oregon,2012,President,Malheur,6851,2759,,,,,,,18,,,,,,,34,136,,,77,,81,,,,,,,,,,,,
Oregon,2012,President,Marion,60190,56376,,,,,,,167,,,,,,,359,1356,,,997,,931,,,,,,,,,,,,
Oregon,2012,President,Morrow,2532,1202,,,,,,,9,,,,,,,17,57,,,42,,23,,,,,,,,,,,,
Oregon,2012,President,Multnomah,75302,274887,,,,,,,1036,,,,,,,498,4695,,,5954,,2350,,,,,,,,,,,,
Oregon,2012,President,Polk,17819,16292,,,,,,,52,,,,,,,104,400,,,336,,254,,,,,,,,,,,,
Oregon,2012,President,Sherman,678,319,,,,,,,1,,,,,,,1,19,,,4,,4,,,,,,,,,,,,
Oregon,2012,President,Tillamook,5684,6293,,,,,,,27,,,,,,,61,171,,,171,,112,,,,,,,,,,,,
Oregon,2012,President,Umatilla,15499,8584,,,,,,,53,,,,,,,107,354,,,190,,182,,,,,,,,,,,,
Oregon,2012,President,Union,7636,3973,,,,,,,20,,,,,,,50,184,,,105,,102,,,,,,,,,,,,
Oregon,2012,President,Wallowa,2804,1253,,,,,,,13,,,,,,,15,45,,,32,,43,,,,,,,,,,,,
Oregon,2012,President,Wasco,5229,5211,,,,,,,23,,,,,,,42,151,,,127,,90,,,,,,,,,,,,
Oregon,2012,President,Washington,93974,135291,,,,,,,379,,,,,,,416,3543,,,1817,,1603,,,,,,,,,,,,
Oregon,2012,President,Wheeler,545,266,,,,,,,3,,,,,,,5,22,,,7,,10,,,,,,,,,,,,
Oregon,2012,President,Yamhill,22045,19260,,,,,,,61,,,,,,,128,639,,,343,,431,,,,,,,,,,,,
Oregon,2016,President,Baker,6218,1797,,,,,,,,,,,,,,,413,,,134,,217,,,,,,,,,,,,
Oregon,2016,President,Benton,13445,29193,,,,,,,,,,,,,,,2692,,,1595,,1828,,,,,,,,,,,,
Oregon,2016,President,Clackamas,88392,102095,,,,,,,,,,,,,,,11053,,,4001,,8498,,,,,,,,,,,,
Oregon,2016,President,Clatsop,8138,9252,,,,,,,,,,,,,,,973,,,569,,732,,,,,,,,,,,,
Oregon,2016,President,Columbia,13217,10167,,,,,,,,,,,,,,,1646,,,572,,1016,,,,,,,,,,,,
Oregon,2016,President,Coos,17865,10448,,,,,,,,,,,,,,,1411,,,755,,834,,,,,,,,,,,,
Oregon,2016,President,Crook,8511,2637,,,,,,,,,,,,,,,518,,,157,,349,,,,,,,,,,,,
Oregon,2016,President,Curry,7212,4300,,,,,,,,,,,,,,,498,,,273,,328,,,,,,,,,,,,
Oregon,2016,President,Deschutes,45692,42444,,,,,,,,,,,,,,,5158,,,1998,,3265,,,,,,,,,,,,
Oregon,2016,President,Douglas,34582,14096,,,,,,,,,,,,,,,2413,,,1021,,1409,,,,,,,,,,,,
Oregon,2016,President,Gilliam,671,239,,,,,,,,,,,,,,,79,,,7,,23,,,,,,,,,,,,
Oregon,2016,President,Grant,3210,739,,,,,,,,,,,,,,,209,,,48,,134,,,,,,,,,,,,
Oregon,2016,President,Harney,2912,683,,,,,,,,,,,,,,,222,,,42,,115,,,,,,,,,,,,
Oregon,2016,President,Hood River,3272,6510,,,,,,,,,,,,,,,511,,,300,,317,,,,,,,,,,,,
Oregon,2016,President,Jackson,53870,44447,,,,,,,,,,,,,,,4373,,,2996,,3641,,,,,,,,,,,,
Oregon,2016,President,Jefferson,5483,2980,,,,,,,,,,,,,,,493,,,182,,321,,,,,,,,,,,,
Oregon,2016,President,Josephine,26923,13453,,,,,,,,,,,,,,,1829,,,1057,,1298,,,,,,,,,,,,
Oregon,2016,President,Klamath,20435,7210,,,,,,,,,,,,,,,1525,,,508,,829,,,,,,,,,,,,
Oregon,2016,President,Lake,3022,639,,,,,,,,,,,,,,,151,,,42,,76,,,,,,,,,,,,
Oregon,2016,President,Lane,67141,102753,,,,,,,,,,,,,,,8476,,,6302,,7278,,,,,,,,,,,,
Oregon,2016,President,Lincoln,10039,12501,,,,,,,,,,,,,,,1130,,,748,,838,,,,,,,,,,,,
Oregon,2016,President,Linn,33488,17995,,,,,,,,,,,,,,,3431,,,1339,,2466,,,,,,,,,,,,
Oregon,2016,President,Malheur,7194,2246,,,,,,,,,,,,,,,427,,,177,,391,,,,,,,,,,,,
Oregon,2016,President,Marion,63377,57788,,,,,,,,,,,,,,,7058,,,2868,,5749,,,,,,,,,,,,
Oregon,2016,President,Morrow,2721,1017,,,,,,,,,,,,,,,238,,,52,,139,,,,,,,,,,,,
Oregon,2016,President,Multnomah,67954,292561,,,,,,,,,,,,,,,12862,,,12969,,12757,,,,,,,,,,,,
Oregon,2016,President,Polk,18940,16420,,,,,,,,,,,,,,,2254,,,907,,1774,,,,,,,,,,,,
Oregon,2016,President,Sherman,732,202,,,,,,,,,,,,,,,44,,,11,,28,,,,,,,,,,,,
Oregon,2016,President,Tillamook,6538,5768,,,,,,,,,,,,,,,760,,,333,,404,,,,,,,,,,,,
Oregon,2016,President,Umatilla,17059,7673,,,,,,,,,,,,,,,1457,,,489,,919,,,,,,,,,,,,
Oregon,2016,President,Union,8431,3249,,,,,,,,,,,,,,,673,,,198,,417,,,,,,,,,,,,
Oregon,2016,President,Wallowa,2848,1116,,,,,,,,,,,,,,,179,,,82,,141,,,,,,,,,,,,
Oregon,2016,President,Wasco,5833,4781,,,,,,,,,,,,,,,689,,,239,,422,,,,,,,,,,,,
Oregon,2016,President,Washington,83197,153251,,,,,,,,,,,,,,,15266,,,6005,,11513,,,,,,,,,,,,
Oregon,2016,President,Wheeler,591,155,,,,,,,,,,,,,,,46,,,10,,16,,,,,,,,,,,,
Oregon,2016,President,Yamhill,23250,19301,,,,,,,,,,,,,,,3074,,,1016,,2112,,,,,,,,,,,,
Oregon,1912,US Senate,Baker,1123,887,414,,61,,,,335,,,,,,,,,,,,,,,,,595,,,,,,,,
Oregon,1912,US Senate,Benton,829,730,99,,227,,,,225,,,,,,,,,,,,,,,,,355,,,,,,,,
Oregon,1912,US Senate,Clackamas,1964,1776,540,,462,,,,628,,,,,,,,,,,,,,,,,1121,,,,,,,,
Oregon,1912,US Senate,Clatsop,594,766,387,,83,,,,283,,,,,,,,,,,,,,,,,559,,,,,,,,
Oregon,1912,US Senate,Columbia,429,670,263,,91,,,,208,,,,,,,,,,,,,,,,,338,,,,,,,,
Oregon,1912,US Senate,Coos,982,957,727,,96,,,,286,,,,,,,,,,,,,,,,,504,,,,,,,,
Oregon,1912,US Senate,Crook,941,803,261,,79,,,,174,,,,,,,,,,,,,,,,,428,,,,,,,,
Oregon,1912,US Senate,Curry,190,120,75,,3,,,,38,,,,,,,,,,,,,,,,,152,,,,,,,,
Oregon,1912,US Senate,Deschutes,0,0,0,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,
Oregon,1912,US Senate,Douglas,1438,1408,609,,144,,,,398,,,,,,,,,,,,,,,,,813,,,,,,,,
Oregon,1912,US Senate,Gilliam,260,321,27,,15,,,,23,,,,,,,,,,,,,,,,,158,,,,,,,,
Oregon,1912,US Senate,Grant,357,334,106,,14,,,,59,,,,,,,,,,,,,,,,,462,,,,,,,,
Oregon,1912,US Senate,Harney,431,440,131,,17,,,,40,,,,,,,,,,,,,,,,,184,,,,,,,,
Oregon,1912,US Senate,Hood River,343,461,88,,71,,,,177,,,,,,,,,,,,,,,,,309,,,,,,,,
Oregon,1912,US Senate,Jackson,1449,732,471,,238,,,,422,,,,,,,,,,,,,,,,,1828,,,,,,,,
Oregon,1912,US Senate,Jefferson,0,0,0,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,
Oregon,1912,US Senate,Josephine,512,413,342,,43,,,,192,,,,,,,,,,,,,,,,,685,,,,,,,,
Oregon,1912,US Senate,Klamath,667,640,142,,64,,,,121,,,,,,,,,,,,,,,,,248,,,,,,,,
Oregon,1912,US Senate,Lake,315,341,102,,21,,,,85,,,,,,,,,,,,,,,,,138,,,,,,,,
Oregon,1912,US Senate,Lane,2338,2184,655,,423,,,,628,,,,,,,,,,,,,,,,,786,,,,,,,,
Oregon,1912,US Senate,Lincoln,301,389,205,,41,,,,65,,,,,,,,,,,,,,,,,275,,,,,,,,
Oregon,1912,US Senate,Linn,1975,1476,388,,354,,,,503,,,,,,,,,,,,,,,,,582,,,,,,,,
Oregon,1912,US Senate,Malheur,623,742,147,,63,,,,146,,,,,,,,,,,,,,,,,175,,,,,,,,
Oregon,1912,US Senate,Marion,2170,2579,511,,753,,,,551,,,,,,,,,,,,,,,,,867,,,,,,,,
Oregon,1912,US Senate,Morrow,284,460,98,,44,,,,66,,,,,,,,,,,,,,,,,78,,,,,,,,
Oregon,1912,US Senate,Multnomah,11763,9745,2524,,1643,,,,3416,,,,,,,,,,,,,,,,,10845,,,,,,,,
Oregon,1912,US Senate,Polk,1054,1117,184,,258,,,,200,,,,,,,,,,,,,,,,,318,,,,,,,,
Oregon,1912,US Senate,Sherman,194,255,24,,78,,,,43,,,,,,,,,,,,,,,,,95,,,,,,,,
Oregon,1912,US Senate,Tillamook,283,336,129,,62,,,,77,,,,,,,,,,,,,,,,,429,,,,,,,,
Oregon,1912,US Senate,Umatilla,1347,1632,267,,173,,,,336,,,,,,,,,,,,,,,,,470,,,,,,,,
Oregon,1912,US Senate,Union,1036,928,333,,140,,,,319,,,,,,,,,,,,,,,,,327,,,,,,,,
Oregon,1912,US Senate,Wallowa,542,561,201,,115,,,,194,,,,,,,,,,,,,,,,,163,,,,,,,,
Oregon,1912,US Senate,Wasco,744,1035,171,,127,,,,131,,,,,,,,,,,,,,,,,368,,,,,,,,
Oregon,1912,US Senate,Washington,1251,1686,236,,361,,,,461,,,,,,,,,,,,,,,,,607,,,,,,,,
Oregon,1912,US Senate,Wheeler,163,279,13,,18,,,,18,,,,,,,,,,,,,,,,,164,,,,,,,,
Oregon,1912,US Senate,Yamhill,1280,1250,223,,468,,,,233,,,,,,,,,,,,,,,,,503,,,,,,,,
Oregon,1926,US Senate,Baker,2328,1864,,,,,,,,,,,1452,84,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Benton,1578,2160,,,,,,,,,,,420,35,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Clackamas,4192,3579,,,,,,,,,,,3326,147,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Clatsop,1377,2665,,,,,,,,,,,1058,83,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Columbia,1164,1404,,,,,,,,,,,740,68,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Coos,2197,2136,,,,,,,,,,,2026,127,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Crook,463,412,,,,,,,,,,,111,13,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Curry,238,303,,,,,,,,,,,301,22,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Deschutes,1329,1415,,,,,,,,,,,547,49,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Douglas,1803,2499,,,,,,,,,,,1844,53,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Gilliam,517,453,,,,,,,,,,,140,12,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Grant,567,728,,,,,,,,,,,366,16,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Harney,658,563,,,,,,,,,,,189,33,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Hood River,812,831,,,,,,,,,,,177,17,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Jackson,2220,3340,,,,,,,,,,,2012,92,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Jefferson,271,200,,,,,,,,,,,114,18,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Josephine,799,964,,,,,,,,,,,802,33,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Klamath,1360,2091,,,,,,,,,,,1256,144,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Lake,441,668,,,,,,,,,,,231,35,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Lane,3426,5062,,,,,,,,,,,2103,286,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Lincoln,1043,1171,,,,,,,,,,,475,69,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Linn,2789,3010,,,,,,,,,,,988,137,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Malheur,1010,901,,,,,,,,,,,378,38,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Marion,3967,6198,,,,,,,,,,,3123,179,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Morrow,434,683,,,,,,,,,,,217,13,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Multnomah,27701,26595,,,,,,,,,,,20348,868,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Polk,1743,1894,,,,,,,,,,,587,58,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Sherman,432,479,,,,,,,,,,,57,5,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Tillamook,1407,1611,,,,,,,,,,,581,81,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Umatilla,2688,3262,,,,,,,,,,,880,65,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Union,2260,1679,,,,,,,,,,,657,53,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Wallowa,828,854,,,,,,,,,,,216,29,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Wasco,1561,1626,,,,,,,,,,,359,30,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Washington,2701,2659,,,,,,,,,,,1217,85,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Wheeler,221,473,,,,,,,,,,,230,8,,,,,,,,,,,,,,,,,,,,
Oregon,1926,US Senate,Yamhill,2776,2575,,,,,,,,,,,718,60,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Baker,3379,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Benton,3779,6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Clackamas,18096,16657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Clatsop,5735,5254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Columbia,4912,3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Coos,8725,5961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Crook,1383,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Curry,1302,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Deschutes,3050,3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Douglas,8067,9399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Gilliam,364,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Grant,1081,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Harney,753,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Hood River,1943,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Jackson,9758,11914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Jefferson,690,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Josephine,3480,5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Klamath,6899,7133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Lake,1174,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Lane,21720,23673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Lincoln,4071,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Linn,7645,8745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Malheur,2783,3481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Marion,14828,19593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Morrow,716,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Multnomah,107672,90884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Polk,3622,4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Sherman,310,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Tillamook,3252,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Umatilla,7251,6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Union,3640,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Wallowa,1494,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Wasco,3663,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Washington,12390,14301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Wheeler,459,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1954,US Senate,Yamhill,4689,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Baker,4178,2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Benton,5319,7781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Clackamas,24981,20676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Clatsop,7504,5434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Columbia,6577,3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Coos,12927,7436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Crook,2129,1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Curry,2487,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Deschutes,5050,4528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Douglas,13771,11988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Gilliam,663,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Grant,1663,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Harney,1542,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Hood River,2990,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Jackson,14889,14869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Jefferson,1297,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Josephine,5685,7102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Klamath,9952,7987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Lake,1541,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Lane,33399,29461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Lincoln,5643,4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Linn,12390,10394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Malheur,3871,4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Marion,21032,23598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Morrow,1120,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Multnomah,137600,105937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Polk,5254,5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Sherman,513,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Tillamook,4485,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Umatilla,9533,7724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Union,5249,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Wallowa,2103,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Wasco,4922,3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Washington,17352,18663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Wheeler,680,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1956,US Senate,Yamhill,6558,7111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon,1960,US Senate,Baker,4090,2710,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Benton,6520,8321,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Clackamas,27461,23634,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Oregon,1960,US Senate,Clatsop,7396,5018,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
Oregon,1960,US Senate,Columbia,6310,3416,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Coos,14045,7262,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Crook,2204,1468,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Curry,3043,1987,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Deschutes,5554,4133,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Douglas,13009,12205,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Gilliam,632,629,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Grant,1629,1397,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Harney,1401,1161,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Hood River,2884,2604,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Jackson,15335,15921,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
Oregon,1960,US Senate,Jefferson,1355,1220,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Oregon,1960,US Senate,Josephine,5843,6843,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Klamath,9540,8097,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Lake,1379,1499,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1960,US Senate,Lane,35495,31973,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
Oregon,1960,US Senate,Lincoln,5759,4483,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
