State,Year,Office,County,D#,R#,S#,Peace#,Proh.#,Ind. Labor#,Pop.#,IND#,Prog.#,SPI#,SL#,Comm.#,I1#,I2#,I3#,T#,L#,Ref.#,NL#,G#,NA#,W/I1#,W/I2#,W/I3#,W/I4#,Pop. Gov.#,AI#,WF#,I4#,Am.#,W/I#,Year / Office,I#,C#
Oregon,1984,President,Grant,1344,2695,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Oregon,1984,President,Harney,1290,2197,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,
Oregon,1984,President,Hood River,3022,4531,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
Oregon,1984,President,Jackson,23230,37895,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,
Oregon,1984,President,Jefferson,1920,3283,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
Oregon,1984,President,Josephine,8539,19470,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,
Oregon,1984,President,Klamath,7575,17686,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,
Oregon,1984,President,Lake,1184,2466,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
Oregon,1984,President,Lane,63999,61493,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,
Oregon,1984,President,Lincoln,8637,9110,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,
Oregon,1984,President,Linn,16161,23463,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,
Oregon,1984,President,Malheur,2611,8441,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,
Oregon,1984,President,Marion,36440,54535,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,
Oregon,1984,President,Morrow,1254,2130,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
Oregon,1984,President,Multnomah,144179,119932,,,,,,,,,,,,,,,,,,,,1428,,,,,,,,,,,,
Oregon,1984,President,Polk,8709,12678,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,
Oregon,1984,President,Sherman,398,828,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Oregon,1984,President,Tillamook,4988,5267,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,
Oregon,1984,President,Umatilla,8246,14211,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,
Oregon,1984,President,Union,4134,6645,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,
Oregon,1984,President,Wallowa,1204,2619,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
Oregon,1984,President,Wasco,5526,6905,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,
Oregon,1984,President,Washington,44602,75877,,,,,,,,,,,,,,,,,,,,417,,,,,,,,,,,,
Oregon,1984,President,Wheeler,253,504,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Oregon,1984,President,Yamhill,9450,15797,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,
Oregon,1988,President,Baker,3696,2896,,,,,,,,,,,56,,,,150,,,,,28,0,,,,,,,,,,,
Oregon,1988,President,Benton,14004,16930,,,,,,,,,,,170,,,,427,,,,,79,0,,,,,,,,,,,
Oregon,1988,President,Clackamas,61381,59799,,,,,,,,,,,525,,,,1341,,,,,294,11,,,,,,,,,,,
Oregon,1988,President,Clatsop,5956,8074,,,,,,,,,,,98,,,,152,,,,,35,1,,,,,,,,,,,
Oregon,1988,President,Columbia,6424,8983,,,,,,,,,,,79,,,,217,,,,,103,0,,,,,,,,,,,
Oregon,1988,President,Coos,10153,13996,,,,,,,,,,,160,,,,365,,,,,160,2,,,,,,,,,,,
Oregon,1988,President,Crook,3049,2719,,,,,,,,,,,35,,,,76,,,,,3,0,,,,,,,,,,,
Oregon,1988,President,Curry,4761,4015,,,,,,,,,,,69,,,,151,,,,,11,5,,,,,,,,,,,
Oregon,1988,President,Deschutes,16425,14264,,,,,,,,,,,155,,,,399,,,,,122,1,,,,,,,,,,,
Oregon,1988,President,Douglas,20120,17255,,,,,,,,,,,258,,,,705,,,,,72,5,,,,,,,,,,,
Oregon,1988,President,Gilliam,470,417,,,,,,,,,,,5,,,,5,,,,,0,0,,,,,,,,,,,
Oregon,1988,President,Grant,2264,1437,,,,,,,,,,,39,,,,100,,,,,3,1,,,,,,,,,,,
Oregon,1988,President,Harney,1833,1379,,,,,,,,,,,30,,,,73,,,,,15,0,,,,,,,,,,,
Oregon,1988,President,Hood River,3257,3275,,,,,,,,,,,40,,,,105,,,,,12,0,,,,,,,,,,,
Oregon,1988,President,Jackson,32516,28028,,,,,,,,,,,323,,,,878,,,,,162,5,,,,,,,,,,,
Oregon,1988,President,Jefferson,2509,2346,,,,,,,,,,,55,,,,78,,,,,7,0,,,,,,,,,,,
Oregon,1988,President,Josephine,15876,10646,,,,,,,,,,,144,,,,530,,,,,69,7,,,,,,,,,,,
Oregon,1988,President,Klamath,13484,8429,,,,,,,,,,,171,,,,381,,,,,0,5,,,,,,,,,,,
Oregon,1988,President,Lake,2161,1237,,,,,,,,,,,16,,,,47,,,,,2,0,,,,,,,,,,,
Oregon,1988,President,Lane,47563,69883,,,,,,,,,,,620,,,,1333,,,,,296,7,,,,,,,,,,,
Oregon,1988,President,Lincoln,7364,9598,,,,,,,,,,,118,,,,315,,,,,46,2,,,,,,,,,,,
Oregon,1988,President,Linn,18312,17007,,,,,,,,,,,247,,,,477,,,,,74,5,,,,,,,,,,,
Oregon,1988,President,Malheur,6285,2965,,,,,,,,,,,33,,,,127,,,,,32,1,,,,,,,,,,,
Oregon,1988,President,Marion,45292,41193,,,,,,,,,,,415,,,,825,,,,,760,7,,,,,,,,,,,
Oregon,1988,President,Morrow,1529,1375,,,,,,,,,,,8,,,,54,,,,,3,1,,,,,,,,,,,
Oregon,1988,President,Multnomah,95561,161361,,,,,,,,,,,1397,,,,2475,,,,,1040,9,,,,,,,,,,,
Oregon,1988,President,Polk,10553,9626,,,,,,,,,,,148,,,,291,,,,,0,3,,,,,,,,,,,
Oregon,1988,President,Sherman,555,435,,,,,,,,,,,9,,,,16,,,,,0,1,,,,,,,,,,,
Oregon,1988,President,Tillamook,4297,5529,,,,,,,,,,,77,,,,123,,,,,43,1,,,,,,,,,,,
Oregon,1988,President,Umatilla,10254,8327,,,,,,,,,,,111,,,,274,,,,,15,0,,,,,,,,,,,
Oregon,1988,President,Union,5061,4682,,,,,,,,,,,61,,,,269,,,,,17,0,,,,,,,,,,,
Oregon,1988,President,Wallowa,1993,1425,,,,,,,,,,,21,,,,59,,,,,5,0,,,,,,,,,,,
Oregon,1988,President,Wasco,4462,5141,,,,,,,,,,,64,,,,144,,,,,18,5,,,,,,,,,,,
Oregon,1988,President,Washington,67018,59837,,,,,,,,,,,574,,,,1402,,,,,376,4,,,,,,,,,,,
Oregon,1988,President,Wheeler,367,274,,,,,,,,,,,9,,,,22,,,,,1,0,,,,,,,,,,,
Oregon,1988,President,Yamhill,13321,11423,,,,,,,,,,,147,,,,425,,,,,71,1,,,,,,,,,,,
Oregon,1992,President,Baker,2862,2395,,,,,,,,,,,2191,,,,30,,,,14,21,17,0,0,,,,,,,,,
Oregon,1992,President,Benton,11550,17966,,,,,,,,,,,8103,,,,135,,,,93,67,5,4,0,,,,,,,,,
Oregon,1992,President,Clackamas,53724,60310,,,,,,,,,,,39776,,,,326,,,,205,60,124,12,1,,,,,,,,,
Oregon,1992,President,Clatsop,4683,7700,,,,,,,,,,,4316,,,,63,,,,50,0,0,0,0,,,,,,,,,
Oregon,1992,President,Columbia,5227,8298,,,,,,,,,,,5670,,,,36,,,,33,89,49,0,0,,,,,,,,,
Oregon,1992,President,Coos,9284,12072,,,,,,,,,,,7989,,,,103,,,,56,92,56,7,0,,,,,,,,,
Oregon,1992,President,Crook,2703,2508,,,,,,,,,,,2024,,,,18,,,,4,7,6,1,0,,,,,,,,,
Oregon,1992,President,Curry,3809,3841,,,,,,,,,,,3310,,,,39,,,,23,28,0,0,0,,,,,,,,,
Oregon,1992,President,Deschutes,15655,15693,,,,,,,,,,,12293,,,,138,,,,56,51,27,5,0,,,,,,,,,
Oregon,1992,President,Douglas,19011,14137,,,,,,,,,,,12377,,,,117,,,,70,26,122,0,0,,,,,,,,,
Oregon,1992,President,Gilliam,377,374,,,,,,,,,,,283,,,,1,,,,3,0,0,0,0,,,,,,,,,
Oregon,1992,President,Grant,1496,1135,,,,,,,,,,,1302,,,,21,,,,16,1,15,0,0,,,,,,,,,
Oregon,1992,President,Harney,1350,973,,,,,,,,,,,1024,,,,11,,,,11,0,3,0,0,,,,,,,,,
Oregon,1992,President,Hood River,2453,3106,,,,,,,,,,,2235,,,,24,,,,23,0,0,0,0,,,,,,,,,
Oregon,1992,President,Jackson,28704,29146,,,,,,,,,,,18633,,,,266,,,,161,72,111,3,0,,,,,,,,,
Oregon,1992,President,Jefferson,1962,2161,,,,,,,,,,,1741,,,,16,,,,9,10,7,0,0,,,,,,,,,
Oregon,1992,President,Josephine,13003,11007,,,,,,,,,,,8426,,,,113,,,,65,554,390,1,0,,,,,,,,,
Oregon,1992,President,Klamath,11864,7918,,,,,,,,,,,6636,,,,71,,,,52,16,35,1,0,,,,,,,,,
Oregon,1992,President,Lake,1791,1019,,,,,,,,,,,980,,,,6,,,,6,0,0,0,0,,,,,,,,,
Oregon,1992,President,Lane,41789,74083,,,,,,,,,,,34906,,,,450,,,,419,173,35,5,2,,,,,,,,,
Oregon,1992,President,Lincoln,5716,9603,,,,,,,,,,,6127,,,,108,,,,49,10,8,2,0,,,,,,,,,
Oregon,1992,President,Linn,16461,15399,,,,,,,,,,,13256,,,,88,,,,41,21,18,3,0,,,,,,,,,
Oregon,1992,President,Malheur,5374,2539,,,,,,,,,,,2654,,,,25,,,,13,5,52,1,0,,,,,,,,,
Oregon,1992,President,Marion,42145,41137,,,,,,,,,,,26156,,,,246,,,,176,399,69,6,0,,,,,,,,,
Oregon,1992,President,Morrow,1187,1174,,,,,,,,,,,1089,,,,7,,,,4,2,11,0,0,,,,,,,,,
Oregon,1992,President,Multnomah,72326,165081,,,,,,,,,,,58236,,,,979,,,,871,599,175,24,0,,,,,,,,,
Oregon,1992,President,Polk,10082,9551,,,,,,,,,,,5818,,,,69,,,,60,23,7,4,0,,,,,,,,,
Oregon,1992,President,Sherman,424,362,,,,,,,,,,,326,,,,2,,,,2,0,0,0,0,,,,,,,,,
Oregon,1992,President,Tillamook,3359,5040,,,,,,,,,,,2997,,,,42,,,,34,11,1,0,0,,,,,,,,,
Oregon,1992,President,Umatilla,7095,6787,,,,,,,,,,,5581,,,,66,,,,52,44,17,0,1,,,,,,,,,
Oregon,1992,President,Union,4223,3990,,,,,,,,,,,3305,,,,39,,,,22,0,9,0,0,,,,,,,,,
Oregon,1992,President,Wallowa,1630,1203,,,,,,,,,,,1209,,,,14,,,,6,1,11,0,0,,,,,,,,,
Oregon,1992,President,Wasco,3242,4663,,,,,,,,,,,3008,,,,23,,,,14,13,9,1,0,,,,,,,,,
Oregon,1992,President,Washington,57146,67528,,,,,,,,,,,41575,,,,481,,,,251,129,75,10,0,,,,,,,,,
Oregon,1992,President,Wheeler,357,267,,,,,,,,,,,227,,,,5,,,,3,0,1,0,0,,,,,,,,,
Oregon,1992,President,Yamhill,11693,11148,,,,,,,,,,,8312,,,,99,,,,63,85,5,1,0,,,,,,,,,
Oregon,1996,President,Baker,3975,2547,12,,,,,,,,,,,,,39,43,900,16,154,,17,,,,,,,,,,,,
Oregon,1996,President,Benton,12450,17211,81,,,,,,,,,,,,,48,184,2445,84,1901,,96,,,,,,,,,,,,
Oregon,1996,President,Clackamas,59443,67709,144,,,,,,,,,,,,,316,830,12304,253,4038,,109,,,,,,,,,,,,
Oregon,1996,President,Clatsop,5334,7732,28,,,,,,,,,,,,,30,89,1582,38,537,,35,,,,,,,,,,,,
Oregon,1996,President,Columbia,6205,9275,20,,,,,,,,,,,,,77,97,2330,21,413,,38,,,,,,,,,,,,
Oregon,1996,President,Coos,10886,12171,33,,,,,,,,,,,,,118,230,3460,56,600,,84,,,,,,,,,,,,
Oregon,1996,President,Crook,3250,2607,16,,,,,,,,,,,,,25,34,948,12,76,,21,,,,,,,,,,,,
Oregon,1996,President,Curry,4790,4202,16,,,,,,,,,,,,,46,74,1560,31,224,,29,,,,,,,,,,,,
Oregon,1996,President,Deschutes,21135,17151,37,,,,,,,,,,,,,124,285,5306,111,1023,,110,,,,,,,,,,,,
Oregon,1996,President,Douglas,21855,15250,35,,,,,,,,,,,,,122,232,4465,82,632,,96,,,,,,,,,,,,
Oregon,1996,President,Gilliam,398,485,0,,,,,,,,,,,,,3,2,143,1,6,,2,,,,,,,,,,,,
Oregon,1996,President,Grant,2110,1180,7,,,,,,,,,,,,,15,17,432,4,64,,8,,,,,,,,,,,,
Oregon,1996,President,Harney,1948,980,5,,,,,,,,,,,,,8,13,506,5,38,,12,,,,,,,,,,,,
Oregon,1996,President,Hood River,2794,3654,4,,,,,,,,,,,,,15,34,721,22,327,,3,,,,,,,,,,,,
Oregon,1996,President,Jackson,33771,29230,107,,,,,,,,,,,,,262,559,7470,233,1958,,57,,,,,,,,,,,,
Oregon,1996,President,Jefferson,2634,2555,10,,,,,,,,,,,,,31,45,813,9,85,,13,,,,,,,,,,,,
Oregon,1996,President,Josephine,16048,11113,27,,,,,,,,,,,,,223,360,3546,66,649,,79,,,,,,,,,,,,
Oregon,1996,President,Klamath,12116,7207,33,,,,,,,,,,,,,49,114,2538,47,202,,54,,,,,,,,,,,,
Oregon,1996,President,Lake,2239,962,2,,,,,,,,,,,,,12,14,385,5,31,,2,,,,,,,,,,,,
Oregon,1996,President,Lane,48253,69461,343,,,,,,,,,,,,,284,1537,11498,356,7907,,148,,,,,,,,,,,,
Oregon,1996,President,Lincoln,6717,10552,23,,,,,,,,,,,,,42,155,2269,52,758,,39,,,,,,,,,,,,
Oregon,1996,President,Linn,18331,17041,51,,,,,,,,,,,,,145,211,4773,62,689,,22,,,,,,,,,,,,
Oregon,1996,President,Malheur,6045,2827,12,,,,,,,,,,,,,35,35,844,9,61,,24,,,,,,,,,,,,
Oregon,1996,President,Marion,46415,48637,141,,,,,,,,,,,,,270,447,8802,132,2314,,305,,,,,,,,,,,,
Oregon,1996,President,Morrow,1381,1426,5,,,,,,,,,,,,,8,17,455,6,30,,3,,,,,,,,,,,,
Oregon,1996,President,Multnomah,71094,159878,422,,,,,,,,,,,,,401,1666,17536,547,17815,,602,,,,,,,,,,,,
Oregon,1996,President,Polk,11478,10942,41,,,,,,,,,,,,,62,107,2093,33,555,,20,,,,,,,,,,,,
Oregon,1996,President,Sherman,476,444,1,,,,,,,,,,,,,1,7,126,1,11,,0,,,,,,,,,,,,
Oregon,1996,President,Tillamook,3884,5775,12,,,,,,,,,,,,,29,54,1263,16,283,,16,,,,,,,,,,,,
Oregon,1996,President,Umatilla,9703,8774,23,,,,,,,,,,,,,57,118,2500,57,254,,9,,,,,,,,,,,,
Oregon,1996,President,Union,5414,4379,17,,,,,,,,,,,,,24,47,1241,17,198,,8,,,,,,,,,,,,
Oregon,1996,President,Wallowa,2379,1321,5,,,,,,,,,,,,,10,21,483,7,58,,13,,,,,,,,,,,,
Oregon,1996,President,Wasco,3662,4967,12,,,,,,,,,,,,,24,43,1004,21,200,,19,,,,,,,,,,,,
Oregon,1996,President,Washington,65221,76619,161,,,,,,,,,,,,,324,958,11446,322,4555,,149,,,,,,,,,,,,
Oregon,1996,President,Wheeler,418,299,5,,,,,,,,,,,,,7,6,121,1,16,,1,,,,,,,,,,,,
Oregon,1996,President,Yamhill,13900,13078,31,,,,,,,,,,,,,93,218,2913,63,753,,86,,,,,,,,,,,,
Oregon,2000,President,Baker,5618,2195,,,,,,,,,,,62,,,22,43,13,,289,,16,,,,,,,,,,,,
Oregon,2000,President,Benton,15825,19444,,,,,,,,,,,114,,,30,173,64,,2463,,113,,,,,,,,,,,,
Oregon,2000,President,Clackamas,77539,76421,,,,,,,,,,,595,,,258,671,246,,6357,,175,,,,,,,,,,,,
Oregon,2000,President,Clatsop,6950,8296,,,,,,,,,,,73,,,23,107,21,,939,,65,,,,,,,,,,,,
Oregon,2000,President,Columbia,9369,10331,,,,,,,,,,,133,,,96,162,41,,970,,93,,,,,,,,,,,,
Oregon,2000,President,Coos,15626,11610,,,,,,,,,,,244,,,81,193,78,,1410,,137,,,,,,,,,,,,
Oregon,2000,President,Crook,5363,2474,,,,,,,,,,,82,,,22,42,18,,258,,18,,,,,,,,,,,,
Oregon,2000,President,Curry,6551,4090,,,,,,,,,,,104,,,33,75,22,,603,,35,,,,,,,,,,,,
Oregon,2000,President,Deschutes,32132,22061,,,,,,,,,,,242,,,62,308,92,,2799,,189,,,,,,,,,,,,
Oregon,2000,President,Douglas,30294,14193,,,,,,,,,,,334,,,105,271,80,,1768,,175,,,,,,,,,,,,
Oregon,2000,President,Gilliam,679,359,,,,,,,,,,,9,,,2,3,0,,37,,1,,,,,,,,,,,,
Oregon,2000,President,Grant,3078,589,,,,,,,,,,,31,,,11,19,7,,98,,13,,,,,,,,,,,,
Oregon,2000,President,Harney,2799,766,,,,,,,,,,,35,,,14,16,9,,84,,11,,,,,,,,,,,,
Oregon,2000,President,Hood River,3721,4072,,,,,,,,,,,37,,,13,39,16,,645,,6,,,,,,,,,,,,
Oregon,2000,President,Jackson,46052,33153,,,,,,,,,,,452,,,107,421,180,,4207,,224,,,,,,,,,,,,
Oregon,2000,President,Jefferson,3838,2681,,,,,,,,,,,44,,,9,38,15,,247,,25,,,,,,,,,,,,
Oregon,2000,President,Josephine,22186,11864,,,,,,,,,,,291,,,101,297,87,,1783,,124,,,,,,,,,,,,
Oregon,2000,President,Klamath,18855,7541,,,,,,,,,,,195,,,53,169,81,,867,,83,,,,,,,,,,,,
Oregon,2000,President,Lake,2830,707,,,,,,,,,,,36,,,6,22,7,,108,,13,,,,,,,,,,,,
Oregon,2000,President,Lane,61578,78583,,,,,,,,,,,527,,,180,676,246,,10245,,153,,,,,,,,,,,,
Oregon,2000,President,Lincoln,8446,10861,,,,,,,,,,,97,,,27,128,51,,1435,,73,,,,,,,,,,,,
Oregon,2000,President,Linn,25359,16682,,,,,,,,,,,298,,,76,219,88,,1617,,49,,,,,,,,,,,,
Oregon,2000,President,Malheur,7624,2336,,,,,,,,,,,117,,,10,34,18,,248,,17,,,,,,,,,,,,
Oregon,2000,President,Marion,57443,49430,,,,,,,,,,,585,,,180,419,129,,4679,,469,,,,,,,,,,,,
Oregon,2000,President,Morrow,2224,1197,,,,,,,,,,,43,,,10,30,5,,87,,13,,,,,,,,,,,,
Oregon,2000,President,Multnomah,83677,188441,,,,,,,,,,,868,,,232,1308,388,,21048,,723,,,,,,,,,,,,
Oregon,2000,President,Polk,14988,11921,,,,,,,,,,,90,,,59,112,49,,1201,,29,,,,,,,,,,,,
Oregon,2000,President,Sherman,679,326,,,,,,,,,,,9,,,0,5,1,,36,,6,,,,,,,,,,,,
Oregon,2000,President,Tillamook,5775,5762,,,,,,,,,,,81,,,9,63,26,,613,,47,,,,,,,,,,,,
Oregon,2000,President,Umatilla,14140,7809,,,,,,,,,,,207,,,42,115,62,,655,,30,,,,,,,,,,,,
Oregon,2000,President,Union,7836,3577,,,,,,,,,,,83,,,30,66,30,,436,,18,,,,,,,,,,,,
Oregon,2000,President,Wallowa,3279,836,,,,,,,,,,,29,,,4,16,7,,114,,9,,,,,,,,,,,,
Oregon,2000,President,Wasco,5356,4616,,,,,,,,,,,76,,,17,53,14,,513,,19,,,,,,,,,,,,
Oregon,2000,President,Washington,86091,90662,,,,,,,,,,,653,,,187,930,321,,6985,,145,,,,,,,,,,,,
Oregon,2000,President,Wheeler,584,202,,,,,,,,,,,11,,,3,10,0,,27,,4,,,,,,,,,,,,
Oregon,2000,President,Yamhill,19193,14254,,,,,,,,,,,176,,,75,194,62,,1486,,99,,,,,,,,,,,,
Oregon,2004,President,Baker,6253,2616,,,,,,,,,,,,,,43,50,,,26,,46,,,,,,,,,,,,
Oregon,2004,President,Benton,18460,26515,,,,,,,,,,,,,,108,222,,,185,,245,,,,,,,,,,,,
Oregon,2004,President,Clackamas,97691,95129,,,,,,,,,,,,,,439,619,,,413,,709,,,,,,,,,,,,
Oregon,2004,President,Clatsop,8503,10461,,,,,,,,,,,,,,66,87,,,61,,131,,,,,,,,,,,,
Oregon,2004,President,Columbia,11868,12563,,,,,,,,,,,,,,163,108,,,91,,124,,,,,,,,,,,,
Oregon,2004,President,Coos,18291,14393,,,,,,,,,,,,,,162,155,,,131,,230,,,,,,,,,,,,
Oregon,2004,President,Crook,6830,3024,,,,,,,,,,,,,,37,59,,,38,,63,,,,,,,,,,,,
Oregon,2004,President,Curry,7332,5220,,,,,,,,,,,,,,57,73,,,50,,67,,,,,,,,,,,,
Oregon,2004,President,Deschutes,41757,31179,,,,,,,,,,,,,,183,360,,,210,,359,,,,,,,,,,,,
Oregon,2004,President,Douglas,35956,18089,,,,,,,,,,,,,,252,217,,,201,,269,,,,,,,,,,,,
Oregon,2004,President,Gilliam,755,370,,,,,,,,,,,,,,2,6,,,2,,3,,,,,,,,,,,,
Oregon,2004,President,Grant,3204,780,,,,,,,,,,,,,,24,29,,,7,,17,,,,,,,,,,,,
Oregon,2004,President,Harney,2815,839,,,,,,,,,,,,,,10,13,,,8,,17,,,,,,,,,,,,
Oregon,2004,President,Hood River,4124,5587,,,,,,,,,,,,,,26,30,,,28,,64,,,,,,,,,,,,
Oregon,2004,President,Jackson,56519,44366,,,,,,,,,,,,,,310,382,,,255,,357,,,,,,,,,,,,
Oregon,2004,President,Jefferson,4762,3243,,,,,,,,,,,,,,16,41,,,26,,27,,,,,,,,,,,,
Oregon,2004,President,Josephine,26241,15214,,,,,,,,,,,,,,261,258,,,145,,156,,,,,,,,,,,,
Oregon,2004,President,Klamath,22733,8264,,,,,,,,,,,,,,134,141,,,87,,156,,,,,,,,,,,,
Oregon,2004,President,Lake,3039,802,,,,,,,,,,,,,,20,15,,,11,,18,,,,,,,,,,,,
Oregon,2004,President,Lane,75007,107769,,,,,,,,,,,,,,518,773,,,553,,1252,,,,,,,,,,,,
Oregon,2004,President,Lincoln,10160,13753,,,,,,,,,,,,,,80,116,,,95,,121,,,,,,,,,,,,
Oregon,2004,President,Linn,31260,19940,,,,,,,,,,,,,,204,199,,,200,,238,,,,,,,,,,,,
Oregon,2004,President,Malheur,8123,2577,,,,,,,,,,,,,,48,45,,,17,,36,,,,,,,,,,,,
Oregon,2004,President,Marion,69900,57671,,,,,,,,,,,,,,377,485,,,335,,851,,,,,,,,,,,,
Oregon,2004,President,Morrow,2732,1361,,,,,,,,,,,,,,17,8,,,19,,12,,,,,,,,,,,,
Oregon,2004,President,Multnomah,98439,259585,,,,,,,,,,,,,,639,1202,,,1100,,1729,,,,,,,,,,,,
Oregon,2004,President,Polk,19508,15484,,,,,,,,,,,,,,102,123,,,103,,169,,,,,,,,,,,,
Oregon,2004,President,Sherman,694,390,,,,,,,,,,,,,,3,7,,,5,,5,,,,,,,,,,,,
Oregon,2004,President,Tillamook,7003,6750,,,,,,,,,,,,,,36,54,,,48,,60,,,,,,,,,,,,
Oregon,2004,President,Umatilla,17068,8884,,,,,,,,,,,,,,84,103,,,93,,90,,,,,,,,,,,,
Oregon,2004,President,Union,8879,4428,,,,,,,,,,,,,,45,65,,,47,,55,,,,,,,,,,,,
Oregon,2004,President,Wallowa,3132,1269,,,,,,,,,,,,,,29,19,,,7,,65,,,,,,,,,,,,
Oregon,2004,President,Wasco,6119,5691,,,,,,,,,,,,,,45,51,,,45,,51,,,,,,,,,,,,
Oregon,2004,President,Washington,107223,121140,,,,,,,,,,,,,,511,963,,,521,,950,,,,,,,,,,,,
Oregon,2004,President,Wheeler,612,245,,,,,,,,,,,,,,6,4,,,8,,5,,,,,,,,,,,,
Oregon,2004,President,Yamhill,23839,17572,,,,,,,,,,,,,,200,178,,,144,,209,,,,,,,,,,,,
Oregon,2008,President,Baker,5650,2805,,106,,,,,,,,,,,,55,51,,,23,,0,0,0,,,,,,,,,,
Oregon,2008,President,Benton,15264,29901,,427,,,,,,,,,,,,169,214,,,169,,0,0,0,,,,,,,,,,
Oregon,2008,President,Clackamas,83595,103476,,1750,,,,,,,,,,,,692,717,,,284,,0,0,0,,,,,,,,,,
Oregon,2008,President,Clatsop,7192,10701,,249,,,,,,,,,,,,70,101,,,68,,0,0,0,,,,,,,,,,
Oregon,2008,President,Columbia,10413,13390,,307,,,,,,,,,,,,202,123,,,74,,0,0,0,,,,,,,,,,
Oregon,2008,President,Coos,15354,14401,,422,,,,,,,,,,,,204,163,,,103,,0,0,0,,,,,,,,,,
Oregon,2008,President,Crook,6371,3632,,157,,,,,,,,,,,,37,55,,,24,,0,0,0,,,,,,,,,,
Oregon,2008,President,Curry,6646,5230,,174,,,,,,,,,,,,83,57,,,26,,0,0,0,,,,,,,,,,
Oregon,2008,President,Deschutes,39064,38819,,702,,,,,,,,,,,,259,305,,,129,,0,0,0,,,,,,,,,,
Oregon,2008,President,Douglas,30919,20298,,561,,,,,,,,,,,,320,217,,,128,,0,0,0,,,,,,,,,,
Oregon,2008,President,Gilliam,648,430,,16,,,,,,,,,,,,6,2,,,2,,0,0,0,,,,,,,,,,
Oregon,2008,President,Grant,2785,1006,,30,,,,,,,,,,,,39,15,,,2,,0,0,0,,,,,,,,,,
Oregon,2008,President,Harney,2595,950,,51,,,,,,,,,,,,21,29,,,10,,0,0,0,,,,,,,,,,
Oregon,2008,President,Hood River,3265,6302,,112,,,,,,,,,,,,44,31,,,21,,0,0,0,,,,,,,,,,
Oregon,2008,President,Jackson,49043,49090,,844,,,,,,,,,,,,601,425,,,224,,0,0,0,,,,,,,,,,
Oregon,2008,President,Jefferson,4402,3682,,100,,,,,,,,,,,,37,22,,,21,,0,0,0,,,,,,,,,,
Oregon,2008,President,Josephine,22973,17412,,492,,,,,,,,,,,,379,234,,,135,,0,0,0,,,,,,,,,,
Oregon,2008,President,Klamath,19113,9370,,300,,,,,,,,,,,,178,174,,,68,,0,0,0,,,,,,,,,,
Oregon,2008,President,Lake,2638,957,,38,,,,,,,,,,,,19,11,,,11,,0,0,0,,,,,,,,,,
Oregon,2008,President,Lane,63835,114037,,1836,,,,,,,,,,,,590,754,,,534,,0,0,0,,,,,,,,,,
Oregon,2008,President,Lincoln,8791,14258,,334,,,,,,,,,,,,83,127,,,73,,0,0,0,,,,,,,,,,
Oregon,2008,President,Linn,28071,22163,,625,,,,,,,,,,,,287,237,,,134,,0,0,0,,,,,,,,,,
Oregon,2008,President,Malheur,7157,2949,,85,,,,,,,,,,,,81,57,,,28,,0,0,0,,,,,,,,,,
Oregon,2008,President,Marion,59059,61816,,1257,,,,,,,,,,,,551,528,,,328,,0,0,0,,,,,,,,,,
Oregon,2008,President,Morrow,2509,1410,,43,,,,,,,,,,,,33,23,,,9,,0,0,0,,,,,,,,,,
Oregon,2008,President,Multnomah,75171,279696,,4166,,,,,,,,,,,,904,1195,,,1207,,0,0,0,,,,,,,,,,
Oregon,2008,President,Polk,17714,17536,,320,,,,,,,,,,,,184,116,,,79,,0,0,0,,,,,,,,,,
Oregon,2008,President,Sherman,634,385,,8,,,,,,,,,,,,6,5,,,1,,0,0,0,,,,,,,,,,
Oregon,2008,President,Tillamook,5757,7072,,197,,,,,,,,,,,,59,58,,,42,,0,0,0,,,,,,,,,,
Oregon,2008,President,Umatilla,15254,9484,,245,,,,,,,,,,,,166,113,,,56,,0,0,0,,,,,,,,,,
Oregon,2008,President,Union,7581,4613,,119,,,,,,,,,,,,85,63,,,23,,0,0,0,,,,,,,,,,
