State,Year,Office,County,D#,R#,ATP#,PMP#,AF#,Labor#,Proh.#,SD#,SW#,SL#,S&L#,Pop.#,S#,Comm.#,Prog.#,CON#,FL#,Delta#,VH#,Cons.#,WL#,WW#,DWL#,PF#,Wor.#,ST#,RTL#,MC#,CL#,6MJ#,NJJ#,NSA#,U#,Am.#,GW#,I1#,I2#,I3#,I4#,I5#,I6#,I7#,L#,NA#,Cit.#,NL#,Ref.#,G#,W/I1#,W/I2#,W/I3#,W/I4#,EG#,ARN#,UIS#,FoC#,DR#,EdB#,JS#,TIC#,RFI#,NS#,RefN#,GWT#,DefLife,PPC#,Boss#,PR#,DDD#,CoC#,Repeal,GR#,PAJ#,VIV#,Tow#,Con#,PC#,S,W,Proh.,Labor,IV#,MiS#,NewDay,FTP#,LM#,I8#,I9#,W/I#,MCE#,LIV#,PNP#,MGB#,OEO#,TTL#,Cmmty,L&O#,TSM#,IHA#,LBE#,MCC#,F#,TW#,TR#,DefNC,IC#,VB#,SSS#,VBN#,PWL#,AA#,JVB#,IVP#,ING#,Roos#,PFE#,TR#.1,TEC#,S1#,S2#,ENC#,C#,WTP#,GSN#,ONJ#,Var#,PD#,CWL#,FEP#,LFG#,RPT#,I10#,I11#,I12#,I13#,I14#,I14#.1,I15#,I16#,Year / Office,D1#,D2#,IA#,None#,I#,OBF#,LWR#,Unity#,All.#
New Jersey,1988,President,Sussex,13676,36086,,,,,,,7,,,60,8,,,,,,,65,15,16,,27,,,,,,,,,,,,,,,,,,,179,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1988,President,Union,93158,112967,,,,,,,661,,,152,23,,,,,,,134,23,27,,115,,,,,,,,,,,,,,,,,,,446,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1988,President,Warren,11640,21715,,,,,,,6,,,28,12,,,,,,,43,5,51,,24,,,,,,,,,,,,,,,,,,,122,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Atlantic,39633,34279,,,49,,,,10,,,,,,,,,,,,21,,,,,,,,,26,,,,28,,15890,11,35,,,,,179,97,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Bergen,171104,178223,,,58,,,,33,,,,,,,,,,,,152,,,,,,,,,247,,,,56,,52082,37,445,,,,,377,129,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Burlington,72845,63709,,,23,,,,27,,,,,,,,,,,,8,,,,,,,,,53,,,,352,,35322,181,28,,,,,699,58,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Camden,104915,67205,,,174,,,,126,,,,,,,,,,,,16,,,,,,,,,71,,,,51,,37144,43,29,,,,,945,93,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Cape May,17324,21502,,,7,,,,4,,,,,,,,,,,,13,,,,,,,,,8,,,,14,,9798,13,61,,,,,71,20,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Cumberland,22220,19253,,,16,,,,14,,,,,,,,,,,,6,,,,,,,,,64,,,,61,,9901,65,12,,,,,457,27,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Essex,158130,89146,,,92,,,,77,,,,,,,,,,,,920,,,,,,,,,64,,,,25,,26961,125,391,,,,,288,573,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Gloucester,42425,37335,,,51,,,,17,,,,,,,,,,,,11,,,,,,,,,28,,,,21,,24132,22,11,,,,,511,21,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Hudson,99799,66505,,,160,,,,67,,,,,,,,,,,,107,,,,,,,,,42,,,,35,,14569,3051,148,,,,,357,151,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Hunterdon,15423,25130,,,258,,,,3,,,,,,,,,,,,36,,,,,,,,,16,,,,18,,12736,170,10,,,,,141,14,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Mercer,71383,50473,,,16,,,,16,,,,,,,,,,,,37,,,,,,,,,50,,,,44,,22503,27,243,,,,,298,118,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Middlesex,128824,108701,,,96,,,,49,,,,,,,,,,,,79,,,,,,,,,1034,,,,417,,45055,106,133,,,,,443,190,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Monmouth,101750,117715,,,89,,,,161,,,,,,,,,,,,45,,,,,,,,,122,,,,33,,45445,30,75,,,,,413,145,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Morris,67593,108431,,,42,,,,18,,,,,,,,,,,,19,,,,,,,,,55,,,,21,,32447,21,23,,,,,434,50,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Ocean,75431,95984,,,210,,,,1201,,,,,,,,,,,,30,,,,,,,,,48,,,,649,,41668,514,20,,,,,307,44,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Passaic,70030,71147,,,140,,,,109,,,,,,,,,,,,35,,,,,,,,,41,,,,25,,21494,178,16,,,,,144,1487,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Salem,10062,10363,,,12,,,,14,,,,,,,,,,,,8,,,,,,,,,6,,,,8,,7274,3,2,,,,,143,8,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Somerset,42867,56044,,,241,,,,18,,,,,,,,,,,,7,,,,,,,,,37,,,,218,,21014,31,30,,,,,185,61,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Sussex,14775,29510,,,42,,,,9,,,,,,,,,,,,6,,,,,,,,,7,,,,4,,12537,14,6,,,,,97,15,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Union,96671,87742,,,81,,,,36,,,,,,,,,,,,51,,,,,,,,,67,,,,578,,23991,103,277,,,,,246,199,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1992,President,Warren,13002,18468,,,10,,,,2,,,,,,,,,,,,11,,,,,,,,,9,,,,12,,9866,4,1,,,,,87,13,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Atlantic,44434,29538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,346,87,79,20,29,10,,,,,8261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Bergen,191085,141164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3693,713,243,258,46,156,17,,,,,25512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Burlington,85086,57337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,1527,156,226,46,51,28,,,,,18407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Camden,114962,52791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,1818,127,438,101,60,23,,,,,17433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Cape May,19849,19357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,179,23,53,13,9,10,,,,,4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Cumberland,25444,14744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,515,30,206,49,18,5,,,,,5348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Essex,175368,65162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165,416,171,117,77,173,34,,,,,9513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Gloucester,51915,32116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,1061,89,127,18,50,13,,,,,14361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Hudson,116121,38288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528,448,99,59,255,93,153,,,,,8965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Hunterdon,18446,26379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,438,54,58,15,17,5,,,,,5686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Mercer,77641,40559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729,781,106,111,205,40,18,,,,,10536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Middlesex,145201,82433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,807,152,694,508,120,58,,,,,24643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Monmouth,120414,99975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163,1777,433,213,67,146,19,,,,,22754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Morris,81092,95830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041,1054,156,126,48,35,64,,,,,15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Ocean,94243,82830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932,737,133,165,26,40,6,,,,,22864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Passaic,85879,53594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,370,132,107,57,42,16,,,,,10944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Salem,12044,9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,263,33,35,4,14,3,,,,,4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Somerset,50673,51869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,563,28,116,127,30,16,,,,,8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Sussex,19525,26746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,302,50,81,10,14,5,,,,,6705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Union,108102,65912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,427,1542,131,138,188,29,,,,,12432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1996,President,Warren,14805,17160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,221,43,40,7,12,5,,,,,4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Atlantic,52880,35593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188,171,158,39,36,20,17,,,,,,2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Bergen,202682,152731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9688,755,434,176,40,148,67,,,,,,9688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Burlington,99506,72254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4894,278,463,62,13,64,7,,,,,,4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Camden,127166,62464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6124,353,550,103,31,48,22,,,,,,6124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Cape May,22189,23794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291,187,82,22,5,12,12,,,,,,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Cumberland,28188,18882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,111,130,52,18,25,274,,,,,,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Essex,185505,66842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641,391,286,87,611,155,55,,,,,,5641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Gloucester,61095,42315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196,236,320,70,31,25,10,,,,,,3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Hudson,118206,43804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4436,274,253,94,36,179,79,,,,,,4436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Hunterdon,21387,32210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459,154,181,48,4,9,3,,,,,,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Mercer,83256,46670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4561,274,581,101,28,63,25,,,,,,4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Middlesex,154998,93545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8934,622,449,112,114,39,36,,,,,,8934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Monmouth,131476,119291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9059,678,488,144,670,282,53,,,,,,9059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Morris,88039,111066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333,473,448,88,20,23,18,,,,,,6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Ocean,102104,105684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7354,604,387,102,18,64,76,,,,,,7354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Passaic,90324,61043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,402,199,656,52,103,42,,,,,,3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Salem,13718,12257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,75,109,26,46,20,7,,,,,,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Somerset,56232,59725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776,231,306,49,10,43,5,,,,,,3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Sussex,21353,33277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2399,184,151,88,10,21,7,,,,,,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Union,112003,68554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4945,387,252,79,81,48,24,,,,,,4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2000,President,Warren,16543,22172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806,149,85,17,6,18,5,,,,,,1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2004,President,Atlantic,55746,49487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,137,55,59,8,9,19,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2004,President,Bergen,207666,189833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,316,117,170,23,19,112,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2004,President,Burlington,110411,95936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,319,138,103,25,6,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2004,President,Camden,137765,81427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,293,128,125,30,179,33,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2004,President,Cape May,21475,28832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,113,26,18,10,5,6,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2004,President,Cumberland,27875,24362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,98,612,33,7,20,10,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2004,President,Essex,203681,83374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134,216,633,108,60,92,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2004,President,Gloucester,66835,60033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,176,67,71,29,4,13,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
