State,Year,Office,County,D#,R#,L#,G#,NL#,Ref.#,Cit.#,Work.#,NA#,C#,I1#,I2#,I3#,I4#,PF#,SW#,S#,New#,SL#,Union,Comm.#,Proh.#,Prog.#,Pop.#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,W/I10#,W/I11#,W/I12#,W/I13#,W/I14#,W/I15#,W/I16#,W/I17#,PoP,AE#,SA#
Arizona,2006,,Mohave,16998,26964,1981,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Navajo,11785,13927,951,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Pima,144275,128987,7936,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Pinal,24790,30379,1836,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Santa Cruz,4892,3067,197,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Yavapai,26340,43219,2849,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Arizona,2006,,Yuma,12303,15497,826,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Arizona,2010,,Apache,11785,7371,925,358,,,,,,,,,,,,,,,,,,,,,44,109,3,4,1,0,,,,,,,,,,,,,,
Arizona,2010,,Cochise,13119,23445,2352,645,,,,,,,,,,,,,,,,,,,,,125,44,9,1,0,0,,,,,,,,,,,,,,
Arizona,2010,,Coconino,17164,18995,1631,781,,,,,,,,,,,,,,,,,,,,,85,48,2,2,1,0,,,,,,,,,,,,,,
Arizona,2010,,Gila,4858,11500,1039,246,,,,,,,,,,,,,,,,,,,,,24,55,2,0,0,0,,,,,,,,,,,,,,
Arizona,2010,,Graham,2194,6223,493,118,,,,,,,,,,,,,,,,,,,,,31,25,0,0,0,0,,,,,,,,,,,,,,
Arizona,2010,,Greenlee,947,1321,115,22,,,,,,,,,,,,,,,,,,,,,3,13,0,0,0,0,,,,,,,,,,,,,,
Arizona,2010,,La Paz,1085,3003,295,77,,,,,,,,,,,,,,,,,,,,,18,3,0,0,0,0,,,,,,,,,,,,,,
Arizona,2010,,Maricopa,319012,599068,45596,12095,,,,,,,,,,,,,,,,,,,,,2855,4070,95,16,9,5,,,,,,,,,,,,,,
Arizona,2010,,Mohave,12302,36367,3638,960,,,,,,,,,,,,,,,,,,,,,152,53,9,0,0,0,,,,,,,,,,,,,,
Arizona,2010,,Navajo,10737,16157,1672,430,,,,,,,,,,,,,,,,,,,,,65,225,1,1,0,0,,,,,,,,,,,,,,
Arizona,2010,,Pima,134296,158879,12538,5929,,,,,,,,,,,,,,,,,,,,,854,72,22,6,2,1,,,,,,,,,,,,,,
Arizona,2010,,Pinal,24856,47850,3714,1062,,,,,,,,,,,,,,,,,,,,,272,307,7,1,0,1,,,,,,,,,,,,,,
Arizona,2010,,Santa Cruz,5710,3693,324,154,,,,,,,,,,,,,,,,,,,,,22,13,0,0,0,0,,,,,,,,,,,,,,
Arizona,2010,,Yavapai,21636,52093,4306,1324,,,,,,,,,,,,,,,,,,,,,201,888,7,8,1,0,,,,,,,,,,,,,,
Arizona,2010,,Yuma,12310,19650,1459,402,,,,,,,,,,,,,,,,,,,,,99,13,3,0,0,0,,,,,,,,,,,,,,
Arizona,2012,,Apache,16455,7680,1097,,,,,,,,,,,,,,,,,,,,,,31,0,0,,,,,,,,,,,,,,,,,
Arizona,2012,,Cochise,19736,26208,2266,,,,,,,,,,,,,,,,,,,,,,67,5,6,,,,,,,,,,,,,,,,,
Arizona,2012,,Coconino,28723,19334,2580,,,,,,,,,,,,,,,,,,,,,,60,8,2,,,,,,,,,,,,,,,,,
Arizona,2012,,Gila,8099,11954,1135,,,,,,,,,,,,,,,,,,,,,,14,4,1,,,,,,,,,,,,,,,,,
Arizona,2012,,Graham,3771,7352,570,,,,,,,,,,,,,,,,,,,,,,11,4,0,,,,,,,,,,,,,,,,,
Arizona,2012,,Greenlee,1342,1365,205,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
Arizona,2012,,La Paz,1961,3120,426,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,,,,,,,,,,,,,,
Arizona,2012,,Maricopa,602809,675500,62546,,,,,,,,,,,,,,,,,,,,,,1352,201,10,,,,,,,,,,,,,,,,,
Arizona,2012,,Mohave,20865,42410,4822,,,,,,,,,,,,,,,,,,,,,,92,10,0,,,,,,,,,,,,,,,,,
Arizona,2012,,Navajo,16881,18228,1631,,,,,,,,,,,,,,,,,,,,,,36,3,0,,,,,,,,,,,,,,,,,
Arizona,2012,,Pima,207578,153846,12304,,,,,,,,,,,,,,,,,,,,,,293,29,5,,,,,,,,,,,,,,,,,
Arizona,2012,,Pinal,45558,55008,5885,,,,,,,,,,,,,,,,,,,,,,103,8,0,,,,,,,,,,,,,,,,,
Arizona,2012,,Santa Cruz,9454,3617,437,,,,,,,,,,,,,,,,,,,,,,15,0,0,,,,,,,,,,,,,,,,,
Arizona,2012,,Yavapai,34902,57838,5114,,,,,,,,,,,,,,,,,,,,,,80,17,0,,,,,,,,,,,,,,,,,
Arizona,2012,,Yuma,18408,20997,1091,,,,,,,,,,,,,,,,,,,,,,28,1,0,,,,,,,,,,,,,,,,,
Arizona,2016,,Apache,18446,7944,,1312,,,,,,,,,,,,,,,,,,,,,16,6,2,4,1,2,3,0,,,,,,,,,,,,
Arizona,2016,,Cochise,17642,27636,,3163,,,,,,,,,,,,,,,,,,,,,27,10,7,3,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,Coconino,31695,24031,,3129,,,,,,,,,,,,,,,,,,,,,17,23,1,0,1,1,0,0,,,,,,,,,,,,
Arizona,2016,,Gila,6701,13157,,1620,,,,,,,,,,,,,,,,,,,,,5,12,0,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,Graham,3280,7728,,871,,,,,,,,,,,,,,,,,,,,,2,8,4,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,Greenlee,1189,1784,,268,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,La Paz,1629,3662,,450,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,Maricopa,602635,842425,,79724,,,,,,,,,,,,,,,,,,,,,395,336,117,58,28,21,3,4,,,,,,,,,,,,
Arizona,2016,,Mohave,19045,50486,,6615,,,,,,,,,,,,,,,,,,,,,11,5,0,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,Navajo,17645,18760,,2727,,,,,,,,,,,,,,,,,,,,,13,2,3,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,Pima,202213,187910,,19403,,,,,,,,,,,,,,,,,,,,,117,45,28,13,0,8,0,0,,,,,,,,,,,,
Arizona,2016,,Pinal,45402,72787,,8405,,,,,,,,,,,,,,,,,,,,,41,14,17,1,14,1,0,0,,,,,,,,,,,,
Arizona,2016,,Santa Cruz,9745,5635,,589,,,,,,,,,,,,,,,,,,,,,4,1,15,0,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,Yavapai,34527,68032,,7619,,,,,,,,,,,,,,,,,,,,,34,23,29,3,0,0,0,0,,,,,,,,,,,,
Arizona,2016,,Yuma,19451,27290,,2739,,,,,,,,,,,,,,,,,,,,,12,9,0,1,1,1,1,0,,,,,,,,,,,,
Arizona,2018,,Apache,16298,7810,,961,,,,,,,,,,,,,,,,,,,,,2,1,1,6,3,5,0,,,,,,,,,,,,,
Arizona,2018,,Cochise,17383,26929,,1212,,,,,,,,,,,,,,,,,,,,,10,2,3,1,7,1,1,,,,,,,,,,,,,
Arizona,2018,,Coconino,34240,19249,,1757,,,,,,,,,,,,,,,,,,,,,20,2,3,6,2,1,0,,,,,,,,,,,,,
Arizona,2018,,Gila,7643,12180,,674,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,,,,,,,,,,,,,
Arizona,2018,,Graham,3368,6870,,363,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,0,,,,,,,,,,,,,
Arizona,2018,,Greenlee,1042,1416,,108,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,
Arizona,2018,,La Paz,1609,3265,,199,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,
Arizona,2018,,Maricopa,732761,672505,,32371,,,,,,,,,,,,,,,,,,,,,240,27,16,9,11,12,0,,,,,,,,,,,,,
Arizona,2018,,Mohave,19214,50209,,2027,,,,,,,,,,,,,,,,,,,,,10,2,2,1,3,1,0,,,,,,,,,,,,,
Arizona,2018,,Navajo,16624,18767,,1238,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,0,,,,,,,,,,,,,
Arizona,2018,,Pima,221242,160550,,8710,,,,,,,,,,,,,,,,,,,,,38,6,5,10,4,2,1,,,,,,,,,,,,,
Arizona,2018,,Pinal,50395,63782,,3183,,,,,,,,,,,,,,,,,,,,,18,4,6,3,2,2,0,,,,,,,,,,,,,
Arizona,2018,,Santa Cruz,9241,3828,,418,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,
Arizona,2018,,Yavapai,40160,65308,,2870,,,,,,,,,,,,,,,,,,,,,16,0,7,2,3,2,0,,,,,,,,,,,,,
Arizona,2018,,Yuma,19880,22532,,1351,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,,,,,,,,,,,,,
Arizona,1954,Governor,Apache,1457,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Cochise,6331,4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Coconino,2631,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Gila,5672,2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Graham,2321,1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Greenlee,3260,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Maricopa,60728,61139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Mohave,1367,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Navajo,2930,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Pima,23881,24296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Pinal,5862,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Santa Cruz,1507,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Yavapai,4558,4621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1954,Governor,Yuma,5599,3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Apache,1329,1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Cochise,7276,7614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Coconino,3280,5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Gila,4856,4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Graham,2043,2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Greenlee,2983,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Maricopa,78019,135757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Mohave,1199,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Navajo,2953,4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Pima,39932,48006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Pinal,6612,7396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Santa Cruz,1508,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Yavapai,3746,7563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Governor,Yuma,5869,6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Apache,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Cochise,10563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Coconino,6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Gila,6943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Graham,3107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Greenlee,3729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Maricopa,125143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Mohave,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Navajo,5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Pima,48578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Pinal,10579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Santa Cruz,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Yavapai,7428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Secretary of State,Yuma,9540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Apache,1403,1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Cochise,7408,7043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Coconino,3697,5040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Gila,5253,3525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Graham,2229,2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Greenlee,3016,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Maricopa,84421,126225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Mohave,1459,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Navajo,3485,3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Pima,39886,46563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Pinal,6701,6923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Santa Cruz,1620,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Yavapai,4371,6550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Attorney General,Yuma,6340,5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Apache,1880,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Cochise,9608,3860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Coconino,4965,3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Gila,6379,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Graham,2875,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Greenlee,3551,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Maricopa,106115,93492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Mohave,1712,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Navajo,4522,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Pima,44836,35804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Pinal,9282,3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Santa Cruz,1997,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Yavapai,5810,4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Treasurer,Yuma,8081,3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Apache,1907,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Cochise,10100,4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Coconino,5503,3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Gila,6803,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Graham,3076,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Greenlee,3602,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Maricopa,111726,94319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Mohave,1885,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Navajo,4832,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Pima,46830,36438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Pinal,9543,3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Santa Cruz,2048,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Yavapai,6585,4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1960,Auditor,Yuma,8298,3384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Apache,1367,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Cochise,7171,6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Coconino,3281,5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Gila,5004,3637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Graham,1839,2369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Greenlee,2865,1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Maricopa,80568,121330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Mohave,1316,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Navajo,2847,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Pima,40563,32471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Pinal,7073,6707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Santa Cruz,1767,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Yavapai,3981,7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Governor,Yuma,5621,5790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Apache,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Cochise,10152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Coconino,5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Gila,6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Graham,2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Greenlee,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Maricopa,118419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Mohave,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Navajo,4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Pima,42804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Pinal,10526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Santa Cruz,2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Yavapai,7213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Secretary of State,Yuma,8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Apache,1408,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Cochise,7061,5793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Coconino,3365,4651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Gila,5004,3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Graham,1966,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Greenlee,2913,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Maricopa,75695,121099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Mohave,1368,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Navajo,3145,3423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Pima,30191,40550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Pinal,6840,6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Santa Cruz,1469,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Yavapai,4099,6467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Attorney General,Yuma,6084,4954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Apache,1700,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Cochise,8492,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Coconino,4238,3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Gila,5971,1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Graham,2774,1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Greenlee,3359,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Maricopa,93984,90689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Mohave,1581,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Navajo,3824,2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Pima,36641,28164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1962,Treasurer,Pinal,8715,3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
