State,Year,Office,County,D#,R#,Proh.#,Pop.#,S#,Comm.#,SW#,SL#,FL#,Prog.#,Nat.#,UR#,UC#,Cont.#,Ind.#,ST#,Wor.#,WW#,CL#,Cit.#,Labor#,Sol.#,NA#,New#,U#,ID#,SD#,C#,I1#,I2#,Ref.#,NL#,G#,L#,W/I1#,W/I2#,W/I3#,W/I4#,W/I5#,W/I6#,W/I7#,W/I8#,W/I9#,IR#,CON#,LLMR#,LWB#,WC#,HL#,PP#,AN#,Liberty#,HCR#,IND#,Coop#,Liberal#,CWL#,S&L#
Illinois,2014,Treasurer,Clinton,3262,8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Coles,4930,8894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Cook,843455,407044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48496,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Crawford,1709,4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Cumberland,1115,2529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,De Witt,1492,3593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,DeKalb,10863,15222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Douglas,2006,3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,DuPage,103351,162736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12098,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Edgar,1978,3794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Edwards,406,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Effingham,2796,8610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Fayette,1771,4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Ford,1352,2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Franklin,4836,6758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Fulton,5438,4860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Gallatin,684,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Greene,1389,2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Grundy,6152,9231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Hamilton,922,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Hancock,1956,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Hardin,436,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Henderson,1022,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Henry,6228,10146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Iroquois,2548,6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Jackson,7013,7817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Jasper,1245,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Jefferson,3724,7572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Jersey,2738,4590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Jo Daviess,2618,4483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Johnson,1069,3119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Kane,45363,71886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Kankakee,14428,17417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Kendall,9848,20630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Knox,6874,8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Lake,81088,105626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7486,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,LaSalle,13988,18736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Lawrence,1260,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Lee,3726,6712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Livingston,2833,7624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Logan,2046,6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Macon,13020,18723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Macoupin,6393,7924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Madison,31612,41532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4415,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Marion,3682,7226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Marshall,1425,2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Mason,2242,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Massac,1171,2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,McDonough,3186,4869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,McHenry,30469,55638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4753,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,McLean,16822,30396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Menard,1242,3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Mercer,2540,3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Monroe,3722,7879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Montgomery,3253,4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Morgan,3400,7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Moultrie,1449,2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Ogle,4707,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Peoria,22332,26832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Perry,2517,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Piatt,2597,4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Pike,2004,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Pope,421,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Pulaski,1095,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Putnam,1087,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Randolph,4257,6097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Richland,1263,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Rock Island,21317,20993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Saint Clair,34962,36107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3553,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Saline,2478,4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Sangamon,25745,42121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2801,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Schuyler,1209,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Scott,680,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Shelby,2507,5027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Stark,552,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Stephenson,4983,8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Tazewell,14552,25789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Union,2179,3468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Vermilion,11065,9997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Wabash,946,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Warren,1900,3232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Washington,1306,3893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Wayne,999,4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,White,1902,3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Whiteside,7620,8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Will,78194,107770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7911,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Williamson,6353,12594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Winnebago,31070,42604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Treasurer,Woodford,3422,9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Adams,4706,16370,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1064,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Alexander,1244,967,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Bond,1544,2979,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Boone,4300,9755,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Brown,339,1143,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Bureau,4397,7436,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Calhoun,747,1063,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Carroll,1549,3629,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Cass,1228,2344,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Champaign,20130,30848,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2691,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Christian,3597,7383,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Clark,1261,3603,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Clay,893,2754,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Clinton,3121,8687,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,727,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Coles,4421,9384,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,763,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Cook,805720,468935,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,48259,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Crawford,1560,4340,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Cumberland,1060,2591,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,De Witt,1417,3596,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,388,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,DeKalb,11326,14688,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1758,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Douglas,1263,4395,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,DuPage,104055,163039,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,14958,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Edgar,1611,4199,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Edwards,424,1684,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Effingham,2716,8662,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,618,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Fayette,1675,4496,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Ford,891,3290,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Franklin,6096,6052,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,564,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Fulton,5162,5297,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,613,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Gallatin,956,773,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Greene,1217,2813,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Grundy,6608,8788,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Hamilton,1322,1645,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Hancock,1442,4064,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Hardin,558,848,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Henderson,936,1495,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Henry,5496,11134,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,842,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Iroquois,1902,6993,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Jackson,8481,7036,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,646,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Jasper,1130,2679,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Jefferson,4931,6707,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,658,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Jersey,2598,4752,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Jo Daviess,2445,4759,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Johnson,1596,2756,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Kane,47357,69103,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,7457,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Kankakee,13504,18597,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1759,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Kendall,11605,18131,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2090,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Knox,6402,8882,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,733,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Lake,81721,105956,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,10481,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,LaSalle,14734,18157,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2073,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Lawrence,1135,2688,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Lee,3463,7061,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,636,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Livingston,3054,7392,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,636,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Logan,1978,6252,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,437,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Macon,11988,19573,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1605,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Macoupin,5575,8977,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Madison,30358,43478,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4716,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Marion,3680,7283,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,761,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Marshall,1416,2537,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Mason,1967,3026,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Massac,1360,2693,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,McDonough,2564,5523,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,McHenry,32685,53248,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,6804,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,McLean,17453,29629,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3054,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Menard,1151,3551,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Mercer,2297,3823,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Monroe,3701,7990,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,681,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Montgomery,2772,5420,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,476,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Morgan,3081,7575,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Moultrie,1177,3058,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Ogle,4074,11658,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1092,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Peoria,22226,26989,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,2601,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Perry,3369,3628,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Piatt,1795,4849,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Pike,1481,3873,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Pope,512,990,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,2014,Comptroller,Pulaski,1154,1319,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,
