State,Year,Office,County,D#,R#,ND#,SD#,Prog.#,S#,Comm.#,Wor.#,SL#,GBL#,New#,Nat.#,Proh.#,IND#,Pop.#,GB#,U#,SW#,Comm.#.1,NA#,AI#,I#,Ref.#,NL#,G#,L1#,L2#,IND#.1,WW#,Cit.#,Labor#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,Am.#,L#,I1#,I2#,R1#,R2#,FL#,IR#,W/I#,Year / Office,CM#,Mod.#,Town,T#,New Ref.#
New Hampshire,1972,Governor,Belknap,4684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3137,,7868,,,,,,,,,,
New Hampshire,1972,Governor,Carroll,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,,6798,,,,,,,,,,
New Hampshire,1972,Governor,Cheshire,7821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6991,,7380,,,,,,,,,,
New Hampshire,1972,Governor,Coos,6241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,7352,,,,,,,,,,
New Hampshire,1972,Governor,Grafton,5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7271,,11865,,,,,,,,,,
New Hampshire,1972,Governor,Hillsborough,52065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10357,,35567,,,,,,,,,,
New Hampshire,1972,Governor,Merrimack,10512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11394,,14887,,,,,,,,,,
New Hampshire,1972,Governor,Rockingham,19249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13105,,26146,,,,,,,,,,
New Hampshire,1972,Governor,Strafford,13001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502,,10531,,,,,,,,,,
New Hampshire,1972,Governor,Sullivan,4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2962,,5308,,,,,,,,,,
New Hampshire,1974,Governor,Belknap,4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6416,,,,8,,,,,,
New Hampshire,1974,Governor,Carroll,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266,,,,2,,,,,,
New Hampshire,1974,Governor,Cheshire,9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410,,,,9,,,,,,
New Hampshire,1974,Governor,Coos,4334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6104,,,,4,,,,,,
New Hampshire,1974,Governor,Grafton,7042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9275,,,,15,,,,,,
New Hampshire,1974,Governor,Hillsborough,32371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36819,,,,32,,,,,,
New Hampshire,1974,Governor,Merrimack,14011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12667,,,,15,,,,,,
New Hampshire,1974,Governor,Rockingham,20675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20704,,,,34,,,,,,
New Hampshire,1974,Governor,Strafford,10940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9246,,,,11,,,,,,
New Hampshire,1974,Governor,Sullivan,5075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026,,,,11,,,,,,
New Hampshire,1976,Governor,Belknap,6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10310,,,,4,,,,,,
New Hampshire,1976,Governor,Carroll,3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9391,,,,0,,,,,,
New Hampshire,1976,Governor,Cheshire,12566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11055,,,,5,,,,,,
New Hampshire,1976,Governor,Coos,5346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9437,,,,0,,,,,,
New Hampshire,1976,Governor,Grafton,9781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14600,,,,10,,,,,,
New Hampshire,1976,Governor,Hillsborough,39590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60008,,,,22,,,,,,
New Hampshire,1976,Governor,Merrimack,19716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18950,,,,8,,,,,,
New Hampshire,1976,Governor,Rockingham,27026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41728,,,,9,,,,,,
New Hampshire,1976,Governor,Strafford,14168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15568,,,,4,,,,,,
New Hampshire,1976,Governor,Sullivan,7235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6542,,,,3,,,,,,
New Hampshire,1978,Governor,Belknap,6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,670,15,6762,,,,,,,,,,
New Hampshire,1978,Governor,Carroll,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,559,25,6507,,,,,,,,,,
New Hampshire,1978,Governor,Cheshire,9608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,874,21,5917,,,,,,,,,,
New Hampshire,1978,Governor,Coos,5298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,596,15,5468,,,,,,,,,,
New Hampshire,1978,Governor,Grafton,8757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1109,28,9154,,,,,,,,,,
New Hampshire,1978,Governor,Hillsborough,36363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,2111,108,39672,,,,,,,,,,
New Hampshire,1978,Governor,Merrimack,18043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1854,76,11565,,,,,,,,,,
New Hampshire,1978,Governor,Rockingham,25602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,3230,73,24990,,,,,,,,,,
New Hampshire,1978,Governor,Strafford,14047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,847,49,8601,,,,,,,,,,
New Hampshire,1978,Governor,Sullivan,5780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,499,14,3828,,,,,,,,,,
New Hampshire,1980,Governor,Belknap,10578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,8191,,,,,,,,,,
New Hampshire,1980,Governor,Carroll,6732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,8214,,,,,,,,,,
New Hampshire,1980,Governor,Cheshire,17644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,7650,,,,,,,,,,
New Hampshire,1980,Governor,Coos,8126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,6661,,,,,,,,,,
New Hampshire,1980,Governor,Grafton,15726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,11587,,,,,,,,,,
New Hampshire,1980,Governor,Hillsborough,62974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,,,49647,,,,,,,,,,
New Hampshire,1980,Governor,Merrimack,28132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,14110,,,,,,,,,,
New Hampshire,1980,Governor,Rockingham,44690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,34684,,,,,,,,,,
New Hampshire,1980,Governor,Strafford,22397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,10440,,,,,,,,,,
New Hampshire,1980,Governor,Sullivan,9437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,4994,,,,,,,,,,
New Hampshire,1982,Governor,Belknap,6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,7281,,,,,,,,,,
New Hampshire,1982,Governor,Carroll,4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,7120,,,,,,,,,,
New Hampshire,1982,Governor,Cheshire,9558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,7764,,,,,,,,,,
New Hampshire,1982,Governor,Coos,4908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,5667,,,,,,,,,,
New Hampshire,1982,Governor,Grafton,9405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,9814,,,,,,,,,,
New Hampshire,1982,Governor,Hillsborough,35074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,,46113,,,,,,,,,,
New Hampshire,1982,Governor,Merrimack,18725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,,13691,,,,,,,,,,
New Hampshire,1982,Governor,Rockingham,25341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188,,31533,,,,,,,,,,
New Hampshire,1982,Governor,Strafford,13421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,11400,,,,,,,,,,
New Hampshire,1982,Governor,Sullivan,5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,5006,,,,,,,,,,
New Hampshire,1984,Governor,Belknap,5879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12994,,,,,,,,,,
New Hampshire,1984,Governor,Carroll,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12073,,,,,,,,,,
New Hampshire,1984,Governor,Cheshire,10902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13560,,,,,,,,,,
New Hampshire,1984,Governor,Coos,4510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9601,,,,,,,,,,
New Hampshire,1984,Governor,Grafton,8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18655,,,,,,,,,,
New Hampshire,1984,Governor,Hillsborough,31973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80034,,,,,,,,,,
New Hampshire,1984,Governor,Merrimack,16045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25528,,,,,,,,,,
New Hampshire,1984,Governor,Rockingham,26835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55881,,,,,,,,,,
New Hampshire,1984,Governor,Strafford,13818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19299,,,,,,,,,,
New Hampshire,1984,Governor,Sullivan,5391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8949,,,,,,,,,,
New Hampshire,1986,Governor,Belknap,5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6951,,,,,,,,,,
New Hampshire,1986,Governor,Carroll,3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7218,,,,,,,,,,
New Hampshire,1986,Governor,Cheshire,9472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6412,,,,,,,,,,
New Hampshire,1986,Governor,Coos,3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675,,,,,,,,,,
