State,Year,Office,County,D#,R#,ND#,SD#,Prog.#,S#,Comm.#,Wor.#,SL#,GBL#,New#,Nat.#,Proh.#,IND#,Pop.#,GB#,U#,SW#,Comm.#.1,NA#,AI#,I#,Ref.#,NL#,G#,L1#,L2#,IND#.1,WW#,Cit.#,Labor#,Delta#,W/I1#,W/I2#,W/I3#,W/I4#,Am.#,L#,I1#,I2#,R1#,R2#,FL#,IR#,W/I#,Year / Office,CM#,Mod.#,Town,T#,New Ref.#
New Hampshire,2014,US Senate,,237,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Center Harbor Town,,
New Hampshire,2014,US Senate,,855,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Charlestown Town,,
New Hampshire,2014,US Senate,,72,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Chatham Town,,
New Hampshire,2014,US Senate,,750,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Chester Town,,
New Hampshire,2014,US Senate,,865,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Chesterfield Town,,
New Hampshire,2014,US Senate,,550,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,Chichester Town,,
New Hampshire,2014,US Senate,,2263,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,Claremont City,,
New Hampshire,2014,US Senate,,65,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Clarksville Town,,
New Hampshire,2014,US Senate,,368,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Colebrook Town,,
New Hampshire,2014,US Senate,,128,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Columbia Town,,
New Hampshire,2014,US Senate,,10334,5143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,Concord City,,
New Hampshire,2014,US Senate,,2005,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Conway Town,,
New Hampshire,2014,US Senate,,478,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Cornish Town,,
New Hampshire,2014,US Senate,,123,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Croydon Town,,
New Hampshire,2014,US Senate,,173,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Dalton Town,,
New Hampshire,2014,US Senate,,249,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Danbury Town,,
New Hampshire,2014,US Senate,,630,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Danville Town,,
New Hampshire,2014,US Senate,,845,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,Deerfield Town,,
New Hampshire,2014,US Senate,,334,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Deering Town,,
New Hampshire,2014,US Senate,,4319,5867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Derry Town,,
New Hampshire,2014,US Senate,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Dixville Township,,
New Hampshire,2014,US Senate,,70,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Dorchester Town,,
New Hampshire,2014,US Senate,,6635,4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,Dover City,,
New Hampshire,2014,US Senate,,471,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Dublin Town,,
New Hampshire,2014,US Senate,,77,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Dummer Town,,
New Hampshire,2014,US Senate,,594,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Dunbarton Town,,
New Hampshire,2014,US Senate,,2913,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,Durham Town,,
New Hampshire,2014,US Senate,,412,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,East Kingston Town,,
New Hampshire,2014,US Senate,,95,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Easton Town,,
New Hampshire,2014,US Senate,,135,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Eaton Town,,
New Hampshire,2014,US Senate,,285,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,Effingham Town,,
New Hampshire,2014,US Senate,,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Ellsworth Town,,
New Hampshire,2014,US Senate,,1072,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Enfield Town,,
New Hampshire,2014,US Senate,,1188,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,Epping Town,,
New Hampshire,2014,US Senate,,818,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Epsom Town,,
New Hampshire,2014,US Senate,,64,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Errol Town,,
New Hampshire,2014,US Senate,,3885,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Exeter Town,,
New Hampshire,2014,US Senate,,912,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Farmington Town,,
New Hampshire,2014,US Senate,,483,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Fitzwilliam Town,,
New Hampshire,2014,US Senate,,407,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Francestown Town,,
New Hampshire,2014,US Senate,,391,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Franconia Town,,
New Hampshire,2014,US Senate,,1298,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,Franklin City,,
New Hampshire,2014,US Senate,,390,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Freedom Town,,
New Hampshire,2014,US Senate,,699,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,Fremont Town,,
New Hampshire,2014,US Senate,,1549,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,Gilford Town,,
New Hampshire,2014,US Senate,,696,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Gilmanton Town,,
New Hampshire,2014,US Senate,,172,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,Gilsum Town,,
New Hampshire,2014,US Senate,,2899,3275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,Goffstown Town,,
New Hampshire,2014,US Senate,,730,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Gorham Town,,
New Hampshire,2014,US Senate,,160,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Goshen Town,,
New Hampshire,2014,US Senate,,255,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Grafton Town,,
New Hampshire,2014,US Senate,,970,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Grantham Town,,
New Hampshire,2014,US Senate,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Green's Grant Grant,,
New Hampshire,2014,US Senate,,346,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Greenfield Town,,
New Hampshire,2014,US Senate,,961,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Greenland Town,,
New Hampshire,2014,US Senate,,304,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Greenville Town,,
New Hampshire,2014,US Senate,,100,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Groton Town,,
New Hampshire,2014,US Senate,,24,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Hale's Location Location,,
New Hampshire,2014,US Senate,,1380,2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,Hampstead Town,,
New Hampshire,2014,US Senate,,401,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,Hampton Falls Town,,
New Hampshire,2014,US Senate,,3272,3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Hampton Town,,
New Hampshire,2014,US Senate,,593,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Hancock Town,,
New Hampshire,2014,US Senate,,3652,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,Hanover Town,,
New Hampshire,2014,US Senate,,370,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Harrisville Town,,
New Hampshire,2014,US Senate,,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Hart's Location Town,,
New Hampshire,2014,US Senate,,629,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Haverhill Town,,
New Hampshire,2014,US Senate,,120,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Hebron Town,,
New Hampshire,2014,US Senate,,1037,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Henniker Town,,
New Hampshire,2014,US Senate,,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Hill Town,,
New Hampshire,2014,US Senate,,985,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Hillsborough Town,,
New Hampshire,2014,US Senate,,760,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Hinsdale Town,,
New Hampshire,2014,US Senate,,564,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Holderness Town,,
New Hampshire,2014,US Senate,,1731,2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,Hollis Town,,
New Hampshire,2014,US Senate,,2315,2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Hooksett Town,,
New Hampshire,2014,US Senate,,1882,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,Hopkinton Town,,
New Hampshire,2014,US Senate,,3504,4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,Hudson Town,,
New Hampshire,2014,US Senate,,350,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Jackson Town,,
New Hampshire,2014,US Senate,,1054,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,Jaffrey Town,,
New Hampshire,2014,US Senate,,228,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Jefferson Town,,
New Hampshire,2014,US Senate,,5242,2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,Keene City,,
New Hampshire,2014,US Senate,,461,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Kensington Town,,
New Hampshire,2014,US Senate,,962,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,Kingston Town,,
New Hampshire,2014,US Senate,,2609,2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,Laconia City,,
New Hampshire,2014,US Senate,,606,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,Lancaster Town,,
New Hampshire,2014,US Senate,,94,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Landaff Town,,
New Hampshire,2014,US Senate,,168,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Langdon Town,,
New Hampshire,2014,US Senate,,3330,1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,Lebanon City,,
New Hampshire,2014,US Senate,,1184,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Lee Town,,
New Hampshire,2014,US Senate,,214,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Lempster Town,,
New Hampshire,2014,US Senate,,268,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Lincoln Town,,
New Hampshire,2014,US Senate,,226,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Lisbon Town,,
New Hampshire,2014,US Senate,,1326,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,Litchfield Town,,
New Hampshire,2014,US Senate,,1074,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Littleton Town,,
New Hampshire,2014,US Senate,,3646,5185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,Londonderry Town,,
New Hampshire,2014,US Senate,,1010,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Loudon Town,,
New Hampshire,2014,US Senate,,131,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Lyman Town,,
New Hampshire,2014,US Senate,,683,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Lyme Town,,
New Hampshire,2014,US Senate,,372,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,Lyndeborough Town,,
New Hampshire,2014,US Senate,,530,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Madbury Town,,
New Hampshire,2014,US Senate,,598,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Madison Town,,
New Hampshire,2014,US Senate,,16518,13799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,,Manchester City,,
New Hampshire,2014,US Senate,,539,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Marlborough Town,,
New Hampshire,2014,US Senate,,177,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Marlow Town,,
New Hampshire,2014,US Senate,,252,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Mason Town,,
New Hampshire,2014,US Senate,,1387,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Meredith Town,,
New Hampshire,2014,US Senate,,4403,5480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Merrimack Town,,
New Hampshire,2014,US Senate,,257,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Middleton Town,,
New Hampshire,2014,US Senate,,298,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Milan Town,,
New Hampshire,2014,US Senate,,2716,2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,Milford Town,,
New Hampshire,2014,US Senate,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Millsfield Township,,
New Hampshire,2014,US Senate,,708,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,Milton Town,,
New Hampshire,2014,US Senate,,146,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Monroe Town,,
New Hampshire,2014,US Senate,,545,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Mont Vernon Town,,
New Hampshire,2014,US Senate,,946,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,Moultonborough Town,,
New Hampshire,2014,US Senate,,14148,12461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,Nashua City,,
New Hampshire,2014,US Senate,,226,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Nelson Town,,
New Hampshire,2014,US Senate,,1071,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,New Boston Town,,
New Hampshire,2014,US Senate,,330,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,New Castle Town,,
New Hampshire,2014,US Senate,,501,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,New Durham Town,,
New Hampshire,2014,US Senate,,464,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,New Hampton Town,,
New Hampshire,2014,US Senate,,571,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,New Ipswich Town,,
New Hampshire,2014,US Senate,,1201,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,New London Town,,
New Hampshire,2014,US Senate,,517,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Newbury Town,,
New Hampshire,2014,US Senate,,422,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Newfields Town,,
New Hampshire,2014,US Senate,,206,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Newington Town,,
New Hampshire,2014,US Senate,,2095,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,Newmarket Town,,
New Hampshire,2014,US Senate,,1002,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,Newport Town,,
New Hampshire,2014,US Senate,,671,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Newton Town,,
New Hampshire,2014,US Senate,,1023,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,North Hampton Town,,
New Hampshire,2014,US Senate,,812,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,Northfield Town,,
New Hampshire,2014,US Senate,,428,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Northumberland Town,,
New Hampshire,2014,US Senate,,866,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Northwood Town,,
New Hampshire,2014,US Senate,,986,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,Nottingham Town,,
New Hampshire,2014,US Senate,,69,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Orange Town,,
New Hampshire,2014,US Senate,,321,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Orford Town,,
New Hampshire,2014,US Senate,,655,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Ossipee Town,,
New Hampshire,2014,US Senate,,1640,2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,Pelham Town,,
New Hampshire,2014,US Senate,,1430,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,Pembroke Town,,
New Hampshire,2014,US Senate,,1878,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,Peterborough Town,,
New Hampshire,2014,US Senate,,186,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Piermont Town,,
New Hampshire,2014,US Senate,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Pinkham's Grant Grant,,
New Hampshire,2014,US Senate,,154,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Pittsburg Town,,
New Hampshire,2014,US Senate,,571,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,Pittsfield Town,,
New Hampshire,2014,US Senate,,752,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Plainfield Town,,
New Hampshire,2014,US Senate,,1029,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Plaistow Town,,
New Hampshire,2014,US Senate,,1221,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,Plymouth Town,,
New Hampshire,2014,US Senate,,6228,3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,Portsmouth City,,
New Hampshire,2014,US Senate,,149,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Randolph Town,,
New Hampshire,2014,US Senate,,1373,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,Raymond Town,,
New Hampshire,2014,US Senate,,215,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,Richmond Town,,
New Hampshire,2014,US Senate,,825,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,Rindge Town,,
New Hampshire,2014,US Senate,,4809,4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,Rochester City,,
New Hampshire,2014,US Senate,,609,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,Rollinsford Town,,
New Hampshire,2014,US Senate,,63,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Roxbury Town,,
New Hampshire,2014,US Senate,,312,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Rumney Town,,
New Hampshire,2014,US Senate,,1508,1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,Rye Town,,
New Hampshire,2014,US Senate,,3874,6174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,Salem Town,,
New Hampshire,2014,US Senate,,295,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Salisbury Town,,
New Hampshire,2014,US Senate,,697,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,Sanbornton Town,,
New Hampshire,2014,US Senate,,795,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Sandown Town,,
New Hampshire,2014,US Senate,,486,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Sandwich Town,,
New Hampshire,2014,US Senate,,1021,1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Seabrook Town,,
New Hampshire,2014,US Senate,,117,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Sharon Town,,
New Hampshire,2014,US Senate,,121,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Shelburne Town,,
New Hampshire,2014,US Senate,,1900,1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,Somersworth City,,
New Hampshire,2014,US Senate,,180,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,South Hampton Town,,
New Hampshire,2014,US Senate,,296,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Springfield Town,,
New Hampshire,2014,US Senate,,113,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Stark Town,,
New Hampshire,2014,US Senate,,108,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,Stewartstown Town,,
New Hampshire,2014,US Senate,,335,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Stoddard Town,,
New Hampshire,2014,US Senate,,951,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,Strafford Town,,
New Hampshire,2014,US Senate,,124,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Stratford Town,,
New Hampshire,2014,US Senate,,1752,1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,Stratham Town,,
New Hampshire,2014,US Senate,,204,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Sugar Hill Town,,
New Hampshire,2014,US Senate,,165,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Sullivan Town,,
New Hampshire,2014,US Senate,,722,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,Sunapee Town,,
New Hampshire,2014,US Senate,,198,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Surry Town,,
New Hampshire,2014,US Senate,,480,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Sutton Town,,
